"Time","all nodes","min/node","avg/node","max/node"
2023-03-16 23:08:00,335,109,112,114
2023-03-16 23:10:00,335,109,112,114
2023-03-16 23:12:00,341,109,114,118
2023-03-16 23:14:00,340,109,113,117
2023-03-16 23:16:00,341,108,114,117
2023-03-16 23:18:00,337,109,112,114
2023-03-16 23:20:00,339,109,113,116
2023-03-16 23:22:00,337,109,112,114
2023-03-16 23:24:00,340,111,113,115
2023-03-16 23:26:00,341,112,114,116
2023-03-16 23:28:00,339,112,113,114
2023-03-16 23:30:00,340,111,113,115
2023-03-16 23:32:00,343,110,114,117
2023-03-16 23:34:00,341,113,114,114
2023-03-16 23:36:00,344,114,115,116
2023-03-16 23:38:00,337,109,112,118
2023-03-16 23:40:00,338,112,113,113
2023-03-16 23:42:00,337,111,112,114
2023-03-16 23:44:00,337,109,112,116
2023-03-16 23:46:00,337,109,112,114
2023-03-16 23:48:00,345,114,115,117
2023-03-16 23:50:00,340,112,113,114
2023-03-16 23:52:00,341,112,114,115
2023-03-16 23:54:00,341,113,114,114
2023-03-16 23:56:00,344,114,115,116
2023-03-16 23:58:00,334,109,111,114
2023-03-17 00:00:00,332,109,111,114
2023-03-17 00:02:00,341,110,114,117
2023-03-17 00:04:00,346,114,115,117
2023-03-17 00:06:00,334,109,111,114
2023-03-17 00:08:00,342,114,114,114
2023-03-17 00:10:00,343,112,114,117
2023-03-17 00:12:00,330,107,110,112
2023-03-17 00:14:00,338,109,113,115
2023-03-17 00:16:00,338,109,113,115
2023-03-17 00:18:00,338,109,113,115
2023-03-17 00:20:00,333,109,111,114
2023-03-17 00:22:00,335,109,112,114
2023-03-17 00:24:00,342,111,114,117
2023-03-17 00:26:00,342,112,114,116
2023-03-17 00:28:00,336,109,112,117
2023-03-17 00:30:00,349,116,116,117
2023-03-17 00:32:00,341,112,114,116
2023-03-17 00:34:00,340,109,113,117
2023-03-17 00:36:00,335,109,112,117
2023-03-17 00:38:00,343,109,114,118
2023-03-17 00:40:00,347,114,116,117
2023-03-17 00:42:00,340,109,113,117
2023-03-17 00:44:00,342,112,114,116
2023-03-17 00:46:00,337,109,112,114
2023-03-17 00:48:00,342,111,114,117
2023-03-17 00:50:00,343,114,114,115
2023-03-17 00:52:00,330,109,110,112
2023-03-17 00:54:00,344,114,115,116
2023-03-17 00:56:00,346,113,115,117
2023-03-17 00:58:00,344,114,115,116
2023-03-17 01:00:00,337,109,112,114
2023-03-17 01:02:00,339,108,113,117
2023-03-17 01:04:00,330,109,110,112
2023-03-17 01:06:00,340,109,113,117
2023-03-17 01:08:00,335,109,112,117
2023-03-17 01:10:00,336,108,112,114
2023-03-17 01:12:00,338,110,113,114
2023-03-17 01:14:00,335,109,112,114
2023-03-17 01:16:00,335,109,112,117
2023-03-17 01:18:00,342,109,114,119
2023-03-17 01:20:00,340,112,113,114
2023-03-17 01:22:00,335,109,112,114
2023-03-17 01:24:00,346,114,115,116
2023-03-17 01:26:00,334,109,111,114
2023-03-17 01:28:00,333,109,111,114
2023-03-17 01:30:00,341,110,114,117
2023-03-17 01:32:00,336,109,112,114
2023-03-17 01:34:00,339,109,113,117
2023-03-17 01:36:00,342,109,114,119
2023-03-17 01:38:00,340,112,113,114
2023-03-17 01:40:00,343,113,114,116
2023-03-17 01:42:00,340,111,113,115
2023-03-17 01:44:00,342,111,114,117
2023-03-17 01:46:00,344,114,115,116
2023-03-17 01:48:00,340,109,113,117
2023-03-17 01:50:00,342,112,114,116
2023-03-17 01:52:00,337,109,112,114
2023-03-17 01:54:00,337,109,112,114
2023-03-17 01:56:00,333,110,111,112
2023-03-17 01:58:00,337,109,112,114
2023-03-17 02:00:00,335,109,112,114
2023-03-17 02:02:00,344,109,115,119
2023-03-17 02:04:00,330,109,110,112
2023-03-17 02:06:00,344,112,115,116
2023-03-17 02:08:00,341,110,114,117
2023-03-17 02:10:00,342,112,114,116
2023-03-17 02:12:00,340,109,113,117
2023-03-17 02:14:00,342,111,114,117
2023-03-17 02:16:00,337,109,112,114
2023-03-17 02:18:00,345,114,115,116
2023-03-17 02:20:00,339,109,113,116
2023-03-17 02:22:00,347,114,116,117
2023-03-17 02:24:00,337,107,112,116
2023-03-17 02:26:00,342,109,114,119
2023-03-17 02:28:00,342,109,114,118
2023-03-17 02:30:00,347,114,116,117
2023-03-17 02:32:00,337,109,112,116
2023-03-17 02:34:00,337,109,112,114
2023-03-17 02:36:00,342,112,114,115
2023-03-17 02:38:00,341,110,114,117
2023-03-17 02:40:00,346,114,115,117
2023-03-17 02:42:00,336,109,112,115
2023-03-17 02:44:00,342,112,114,116
2023-03-17 02:46:00,336,109,112,117
2023-03-17 02:48:00,337,109,112,114
2023-03-17 02:50:00,339,109,113,119
2023-03-17 02:52:00,345,114,115,116
2023-03-17 02:54:00,332,109,111,112
2023-03-17 02:56:00,340,111,113,115
2023-03-17 02:58:00,343,114,114,115
2023-03-17 03:00:00,342,111,114,117
2023-03-17 03:02:00,334,107,111,114
2023-03-17 03:04:00,349,114,116,119
2023-03-17 03:06:00,344,114,115,116
2023-03-17 03:08:00,341,113,114,114
2023-03-17 03:10:00,339,111,113,114
2023-03-17 03:12:00,335,109,112,117
2023-03-17 03:14:00,343,114,114,115
2023-03-17 03:16:00,346,114,115,117
2023-03-17 03:18:00,341,112,114,115
2023-03-17 03:20:00,337,109,112,114
2023-03-17 03:22:00,342,114,114,114
2023-03-17 03:24:00,347,114,116,117
2023-03-17 03:26:00,335,109,112,114
2023-03-17 03:28:00,338,109,113,115
2023-03-17 03:30:00,347,114,116,117
2023-03-17 03:32:00,334,109,111,114
2023-03-17 03:34:00,340,109,113,117
2023-03-17 03:36:00,340,112,113,114
2023-03-17 03:38:00,331,109,110,112
2023-03-17 03:40:00,348,115,116,117
2023-03-17 03:42:00,339,109,113,116
2023-03-17 03:44:00,339,112,113,114
2023-03-17 03:46:00,338,110,113,116
2023-03-17 03:48:00,337,109,112,114
2023-03-17 03:50:00,340,109,113,117
2023-03-17 03:52:00,344,114,115,116
2023-03-17 03:54:00,344,112,115,118
2023-03-17 03:56:00,344,114,115,116
2023-03-17 03:58:00,336,109,112,114
2023-03-17 04:00:00,337,109,112,114
2023-03-17 04:02:00,336,109,112,114
2023-03-17 04:04:00,343,112,114,116
2023-03-17 04:06:00,344,114,115,116
2023-03-17 04:08:00,335,109,112,114
2023-03-17 04:10:00,335,108,112,114
2023-03-17 04:12:00,345,114,115,117
2023-03-17 04:14:00,337,109,112,114
2023-03-17 04:16:00,335,109,112,114
2023-03-17 04:18:00,342,114,114,114
2023-03-17 04:20:00,337,109,112,114
2023-03-17 04:22:00,345,114,115,116
2023-03-17 04:24:00,337,109,112,114
2023-03-17 04:26:00,335,109,112,114
2023-03-17 04:28:00,342,111,114,116
2023-03-17 04:30:00,333,109,111,114
2023-03-17 04:32:00,337,109,112,114
2023-03-17 04:34:00,337,109,112,114
2023-03-17 04:36:00,337,109,112,114
2023-03-17 04:38:00,344,114,115,116
2023-03-17 04:40:00,336,109,112,114
2023-03-17 04:42:00,347,114,116,117
2023-03-17 04:44:00,347,114,116,117
2023-03-17 04:46:00,337,109,112,114
2023-03-17 04:48:00,346,114,115,117
2023-03-17 04:50:00,336,110,112,114
2023-03-17 04:52:00,340,109,113,117
2023-03-17 04:54:00,340,109,113,117
2023-03-17 04:56:00,342,111,114,117
2023-03-17 04:58:00,344,114,115,116
2023-03-17 05:00:00,340,109,113,117
2023-03-17 05:02:00,344,114,115,116
2023-03-17 05:04:00,334,109,111,113
2023-03-17 05:06:00,341,112,114,115
2023-03-17 05:08:00,341,112,114,115
2023-03-17 05:10:00,341,113,114,114
2023-03-17 05:12:00,337,109,112,114
2023-03-17 05:14:00,335,109,112,114
2023-03-17 05:16:00,344,111,115,117
2023-03-17 05:18:00,336,109,112,114
2023-03-17 05:20:00,331,109,110,112
2023-03-17 05:22:00,340,109,113,117
2023-03-17 05:24:00,341,112,114,115
2023-03-17 05:26:00,339,108,113,117
2023-03-17 05:28:00,342,112,114,116
2023-03-17 05:30:00,342,114,114,114
2023-03-17 05:32:00,339,109,113,116
2023-03-17 05:34:00,349,114,116,119
2023-03-17 05:36:00,344,114,115,116
2023-03-17 05:38:00,335,109,112,114
2023-03-17 05:40:00,340,112,113,115
2023-03-17 05:42:00,348,115,116,117
2023-03-17 05:44:00,344,114,115,116
2023-03-17 05:46:00,338,108,113,116
2023-03-17 05:48:00,341,109,114,119
2023-03-17 05:50:00,342,112,114,116
2023-03-17 05:52:00,336,108,112,114
2023-03-17 05:54:00,339,109,113,117
2023-03-17 05:56:00,349,114,116,119
2023-03-17 05:58:00,347,114,116,117
2023-03-17 06:00:00,335,109,112,114
2023-03-17 06:02:00,340,110,113,117
2023-03-17 06:04:00,341,109,114,117
2023-03-17 06:06:00,337,109,112,114
2023-03-17 06:08:00,337,109,112,114
2023-03-17 06:10:00,332,109,111,114
2023-03-17 06:12:00,335,109,112,113
2023-03-17 06:14:00,339,109,113,119
2023-03-17 06:16:00,337,109,112,117
2023-03-17 06:18:00,347,114,116,117
2023-03-17 06:20:00,337,109,112,114
2023-03-17 06:22:00,342,112,114,116
2023-03-17 06:24:00,344,112,115,116
2023-03-17 06:26:00,345,114,115,117
2023-03-17 06:28:00,341,113,114,114
2023-03-17 06:30:00,336,109,112,114
2023-03-17 06:32:00,339,112,113,114
2023-03-17 06:34:00,335,109,112,114
2023-03-17 06:36:00,341,113,114,114
2023-03-17 06:38:00,348,115,116,117
2023-03-17 06:40:00,338,110,113,114
2023-03-17 06:42:00,339,111,113,114
2023-03-17 06:44:00,337,107,112,116
2023-03-17 06:46:00,340,109,113,117
2023-03-17 06:48:00,340,109,113,117
2023-03-17 06:50:00,338,110,113,114
2023-03-17 06:52:00,336,110,112,114
2023-03-17 06:54:00,340,112,113,114
2023-03-17 06:56:00,338,112,113,113
2023-03-17 06:58:00,336,109,112,114
2023-03-17 07:00:00,337,109,112,114
2023-03-17 07:02:00,338,111,113,115
2023-03-17 07:04:00,340,109,113,117
2023-03-17 07:06:00,338,108,113,117
2023-03-17 07:08:00,337,109,112,114
2023-03-17 07:10:00,337,111,112,114
2023-03-17 07:12:00,336,109,112,114
2023-03-17 07:14:00,337,111,112,114
2023-03-17 07:16:00,340,112,113,114
2023-03-17 07:18:00,346,114,115,116
2023-03-17 07:20:00,341,113,114,114
2023-03-17 07:22:00,337,109,112,114
2023-03-17 07:24:00,336,109,112,115
2023-03-17 07:26:00,344,112,115,119
2023-03-17 07:28:00,336,109,112,115
2023-03-17 07:30:00,337,108,112,115
2023-03-17 07:32:00,337,109,112,114
2023-03-17 07:34:00,339,109,113,116
2023-03-17 07:36:00,343,110,114,117
2023-03-17 07:38:00,341,113,114,114
2023-03-17 07:40:00,340,109,113,117
2023-03-17 07:42:00,340,109,113,117
2023-03-17 07:44:00,337,108,112,115
2023-03-17 07:46:00,337,109,112,114
2023-03-17 07:48:00,337,111,112,114
2023-03-17 07:50:00,335,109,112,114
2023-03-17 07:52:00,337,109,112,114
2023-03-17 07:54:00,344,114,115,116
2023-03-17 07:56:00,337,109,112,114
2023-03-17 07:58:00,337,109,112,114
2023-03-17 08:00:00,340,109,113,117
2023-03-17 08:02:00,337,109,112,114
2023-03-17 08:04:00,341,109,114,117
2023-03-17 08:06:00,340,112,113,114
2023-03-17 08:08:00,335,109,112,114
2023-03-17 08:10:00,337,109,112,114
2023-03-17 08:12:00,344,114,115,116
2023-03-17 08:14:00,347,114,116,119
2023-03-17 08:16:00,335,109,112,114
2023-03-17 08:18:00,335,111,112,112
2023-03-17 08:20:00,334,109,111,114
2023-03-17 08:22:00,344,109,115,119
2023-03-17 08:24:00,333,109,111,114
2023-03-17 08:26:00,347,114,116,117
2023-03-17 08:28:00,337,109,112,114
2023-03-17 08:30:00,341,113,114,114
2023-03-17 08:32:00,343,113,114,117
2023-03-17 08:34:00,345,114,115,116
2023-03-17 08:36:00,341,110,114,117
2023-03-17 08:38:00,335,109,112,114
2023-03-17 08:40:00,342,112,114,116
2023-03-17 08:42:00,340,112,113,114
2023-03-17 08:44:00,337,109,112,116
2023-03-17 08:46:00,348,114,116,119
2023-03-17 08:48:00,338,110,113,114
2023-03-17 08:50:00,337,109,112,114
2023-03-17 08:52:00,340,109,113,117
2023-03-17 08:54:00,338,109,113,118
2023-03-17 08:56:00,338,109,113,115
2023-03-17 08:58:00,341,112,114,116
2023-03-17 09:00:00,344,114,115,116
2023-03-17 09:02:00,341,111,114,116
2023-03-17 09:04:00,345,114,115,116
2023-03-17 09:06:00,340,109,113,117
2023-03-17 09:08:00,342,111,114,117
2023-03-17 09:10:00,337,109,112,114
2023-03-17 09:12:00,345,114,115,116
2023-03-17 09:14:00,347,114,116,117
2023-03-17 09:16:00,337,109,112,114
2023-03-17 09:18:00,337,109,112,114
2023-03-17 09:20:00,338,110,113,114
2023-03-17 09:22:00,338,112,113,114
2023-03-17 09:24:00,341,113,114,114
2023-03-17 09:26:00,341,112,114,116
2023-03-17 09:28:00,336,109,112,114
2023-03-17 09:30:00,340,109,113,117
2023-03-17 09:32:00,334,107,111,114
2023-03-17 09:34:00,344,114,115,116
2023-03-17 09:36:00,340,109,113,117
2023-03-17 09:38:00,340,112,113,114
2023-03-17 09:40:00,336,109,112,115
2023-03-17 09:42:00,341,112,114,116
2023-03-17 09:44:00,343,113,114,117
2023-03-17 09:46:00,339,108,113,117
2023-03-17 09:48:00,335,109,112,114
2023-03-17 09:50:00,336,111,112,113
2023-03-17 09:52:00,340,109,113,117
2023-03-17 09:54:00,342,114,114,114
2023-03-17 09:56:00,336,109,112,115
2023-03-17 09:58:00,342,112,114,116
2023-03-17 10:00:00,338,109,113,117
2023-03-17 10:02:00,332,109,111,114
2023-03-17 10:04:00,341,109,114,119
2023-03-17 10:06:00,335,109,112,114
2023-03-17 10:08:00,342,112,114,116
2023-03-17 10:10:00,339,111,113,114
2023-03-17 10:12:00,338,112,113,113
2023-03-17 10:14:00,347,114,116,117
2023-03-17 10:16:00,344,114,115,116
2023-03-17 10:18:00,340,109,113,117
2023-03-17 10:20:00,334,109,111,114
2023-03-17 10:22:00,335,109,112,114
2023-03-17 10:24:00,338,109,113,115
2023-03-17 10:26:00,342,112,114,116
2023-03-17 10:28:00,345,113,115,117
2023-03-17 10:30:00,347,114,116,117
2023-03-17 10:32:00,337,109,112,114
2023-03-17 10:34:00,336,109,112,114
2023-03-17 10:36:00,340,109,113,117
2023-03-17 10:38:00,337,109,112,114
2023-03-17 10:40:00,350,114,117,120
2023-03-17 10:42:00,347,115,116,116
2023-03-17 10:44:00,335,109,112,114
2023-03-17 10:46:00,335,107,112,114
2023-03-17 10:48:00,341,113,114,114
2023-03-17 10:50:00,344,114,115,116
2023-03-17 10:52:00,340,112,113,115
2023-03-17 10:54:00,347,114,116,117
2023-03-17 10:56:00,338,110,113,114
2023-03-17 10:58:00,342,109,114,119
2023-03-17 11:00:00,340,108,113,117
2023-03-17 11:02:00,342,109,114,117
2023-03-17 11:04:00,337,109,112,114
2023-03-17 11:06:00,336,109,112,114
2023-03-17 11:08:00,343,112,114,116
2023-03-17 11:10:00,343,114,114,115
2023-03-17 11:12:00,346,114,115,117
2023-03-17 11:14:00,339,111,113,114
2023-03-17 11:16:00,346,114,115,116
2023-03-17 11:18:00,339,111,113,114
2023-03-17 11:20:00,335,109,112,114
2023-03-17 11:22:00,342,112,114,116
2023-03-17 11:24:00,339,111,113,117
2023-03-17 11:26:00,342,112,114,116
2023-03-17 11:28:00,340,109,113,117
2023-03-17 11:30:00,340,109,113,117
2023-03-17 11:32:00,346,112,115,119
2023-03-17 11:34:00,337,109,112,114
2023-03-17 11:36:00,344,114,115,116
2023-03-17 11:38:00,337,109,112,114
2023-03-17 11:40:00,344,114,115,116
2023-03-17 11:42:00,340,109,113,117
2023-03-17 11:44:00,337,109,112,114
2023-03-17 11:46:00,347,114,116,117
2023-03-17 11:48:00,334,108,111,114
2023-03-17 11:50:00,338,112,113,114
2023-03-17 11:52:00,341,109,114,117
2023-03-17 11:54:00,330,109,110,112
2023-03-17 11:56:00,340,109,113,117
2023-03-17 11:58:00,339,108,113,117
2023-03-17 12:00:00,340,109,113,117
2023-03-17 12:02:00,338,112,113,114
2023-03-17 12:04:00,345,114,115,116
2023-03-17 12:06:00,344,114,115,116
2023-03-17 12:08:00,337,109,112,114
2023-03-17 12:10:00,334,109,111,113
2023-03-17 12:12:00,335,107,112,116
2023-03-17 12:14:00,338,109,113,115
2023-03-17 12:16:00,344,114,115,116
2023-03-17 12:18:00,340,109,113,117
2023-03-17 12:20:00,335,109,112,114
2023-03-17 12:22:00,340,109,113,117
2023-03-17 12:24:00,336,108,112,114
2023-03-17 12:26:00,342,112,114,116
2023-03-17 12:28:00,341,109,114,118
2023-03-17 12:30:00,342,109,114,117
2023-03-17 12:32:00,340,109,113,117
2023-03-17 12:34:00,341,113,114,114
2023-03-17 12:36:00,335,109,112,114
2023-03-17 12:38:00,340,109,113,117
2023-03-17 12:40:00,340,109,113,117
2023-03-17 12:42:00,348,115,116,117
2023-03-17 12:44:00,338,107,113,117
2023-03-17 12:46:00,344,111,115,117
2023-03-17 12:48:00,347,114,116,117
2023-03-17 12:50:00,344,113,115,117
2023-03-17 12:52:00,340,112,113,114
2023-03-17 12:54:00,344,114,115,116
2023-03-17 12:56:00,347,114,116,117
2023-03-17 12:58:00,339,107,113,117
2023-03-17 13:00:00,332,109,111,112
2023-03-17 13:02:00,347,114,116,117
2023-03-17 13:04:00,336,110,112,114
2023-03-17 13:06:00,346,113,115,117
2023-03-17 13:08:00,337,110,112,114
2023-03-17 13:10:00,344,114,115,116
2023-03-17 13:12:00,342,111,114,117
2023-03-17 13:14:00,347,114,116,117
2023-03-17 13:16:00,346,114,115,116
2023-03-17 13:18:00,340,109,113,117
2023-03-17 13:20:00,330,109,110,112
2023-03-17 13:22:00,338,112,113,113
2023-03-17 13:24:00,342,112,114,116
2023-03-17 13:26:00,343,114,114,115
2023-03-17 13:28:00,335,109,112,114
2023-03-17 13:30:00,347,114,116,117
2023-03-17 13:32:00,338,112,113,114
2023-03-17 13:34:00,342,112,114,116
2023-03-17 13:36:00,335,109,112,114
2023-03-17 13:38:00,338,109,113,115
2023-03-17 13:40:00,343,110,114,117
2023-03-17 13:42:00,347,114,116,117
2023-03-17 13:44:00,342,109,114,117
2023-03-17 13:46:00,341,112,114,115
2023-03-17 13:48:00,337,109,112,114
2023-03-17 13:50:00,344,114,115,116
2023-03-17 13:52:00,336,108,112,114
2023-03-17 13:54:00,330,109,110,112
2023-03-17 13:56:00,343,111,114,117
2023-03-17 13:58:00,337,109,112,114
2023-03-17 14:00:00,340,109,113,117
2023-03-17 14:02:00,334,109,111,114
2023-03-17 14:04:00,339,111,113,114
2023-03-17 14:06:00,339,112,113,115
2023-03-17 14:08:00,335,109,112,114
2023-03-17 14:10:00,344,114,115,116
2023-03-17 14:12:00,337,109,112,116
2023-03-17 14:14:00,341,110,114,117
2023-03-17 14:16:00,338,111,113,114
2023-03-17 14:18:00,337,109,112,114
2023-03-17 14:20:00,348,115,116,117
2023-03-17 14:22:00,340,109,113,117
2023-03-17 14:24:00,342,109,114,118
2023-03-17 14:26:00,341,109,114,117
2023-03-17 14:28:00,346,114,115,117
2023-03-17 14:30:00,337,109,112,114
2023-03-17 14:32:00,337,109,112,114
2023-03-17 14:34:00,339,107,113,118
2023-03-17 14:36:00,336,108,112,114
2023-03-17 14:38:00,342,114,114,114
2023-03-17 14:40:00,334,109,111,113
2023-03-17 14:42:00,335,109,112,114
2023-03-17 14:44:00,340,111,113,115
2023-03-17 14:46:00,337,109,112,114
2023-03-17 14:48:00,345,114,115,117
2023-03-17 14:50:00,341,112,114,115
2023-03-17 14:52:00,345,114,115,116
2023-03-17 14:54:00,337,109,112,114
2023-03-17 14:56:00,337,109,112,114
2023-03-17 14:58:00,336,109,112,114
2023-03-17 15:00:00,332,109,111,114
2023-03-17 15:02:00,342,112,114,116
2023-03-17 15:04:00,344,114,115,116
2023-03-17 15:06:00,340,109,113,117
2023-03-17 15:08:00,345,114,115,117
2023-03-17 15:10:00,332,109,111,114
2023-03-17 15:12:00,341,110,114,117
2023-03-17 15:14:00,336,109,112,114
2023-03-17 15:16:00,347,114,116,117
2023-03-17 15:18:00,346,114,115,116
2023-03-17 15:20:00,340,109,113,117
2023-03-17 15:22:00,340,109,113,117
2023-03-17 15:24:00,342,112,114,116
2023-03-17 15:26:00,340,109,113,117
2023-03-17 15:28:00,339,111,113,114
2023-03-17 15:30:00,343,111,114,117
2023-03-17 15:32:00,338,109,113,115
2023-03-17 15:34:00,341,113,114,114
2023-03-17 15:36:00,340,109,113,117
2023-03-17 15:38:00,343,114,114,115
2023-03-17 15:40:00,337,111,112,114
2023-03-17 15:42:00,349,114,116,119
2023-03-17 15:44:00,340,109,113,117
2023-03-17 15:46:00,345,114,115,117
2023-03-17 15:48:00,336,109,112,114
2023-03-17 15:50:00,340,109,113,117
2023-03-17 15:52:00,341,109,114,117
2023-03-17 15:54:00,342,112,114,116
2023-03-17 15:56:00,342,109,114,117
2023-03-17 15:58:00,335,110,112,113
2023-03-17 16:00:00,337,109,112,114
2023-03-17 16:02:00,339,107,113,117
2023-03-17 16:04:00,333,109,111,114
2023-03-17 16:06:00,337,109,112,114
