"Time","min","avg","max","deleted","deleted max"
2023-03-16 18:00:00,99,2196,6385,9752,11151
2023-03-16 18:02:00,99,2196,6385,9752,11151
2023-03-16 18:04:00,99,2196,6385,9752,11151
2023-03-16 18:06:00,99,2196,6385,9752,11151
2023-03-16 18:08:00,99,2196,6385,9752,11151
2023-03-16 18:10:00,99,2196,6385,9752,11151
2023-03-16 18:12:00,99,2196,6385,9752,11151
2023-03-16 18:14:00,99,2196,6385,9752,11151
2023-03-16 18:16:00,99,2196,6385,9752,11151
2023-03-16 18:18:00,99,2196,6385,9752,11151
2023-03-16 18:20:00,99,2196,6385,9967,11151
2023-03-16 18:22:00,95,2195,6385,9853,11151
2023-03-16 18:24:00,95,2195,6385,9853,11151
2023-03-16 18:26:00,95,2195,6385,9853,11151
2023-03-16 18:28:00,95,2195,6385,9853,11151
2023-03-16 18:30:00,95,2195,6385,9853,11151
2023-03-16 18:32:00,95,2195,6385,9853,11151
2023-03-16 18:34:00,95,2195,6385,9853,11151
2023-03-16 18:36:00,95,2195,6385,9853,11151
2023-03-16 18:38:00,95,2195,6385,9853,11151
2023-03-16 18:40:00,95,2195,6385,9853,11151
2023-03-16 18:42:00,95,2195,6385,9853,11151
2023-03-16 18:44:00,95,2195,6385,9853,11151
2023-03-16 18:46:00,95,2195,6385,9853,11151
2023-03-16 18:48:00,95,2195,6385,9853,11151
2023-03-16 18:50:00,95,2195,6385,9853,11151
2023-03-16 18:52:00,95,2195,6385,9853,11151
2023-03-16 18:54:00,95,2195,6385,9853,11151
2023-03-16 18:56:00,95,2195,6385,9853,11151
2023-03-16 18:58:00,95,2195,6385,10077,11151
2023-03-16 19:00:00,95,2195,6385,10077,11151
2023-03-16 19:02:00,95,2195,6385,10077,11151
2023-03-16 19:04:00,95,2195,6385,10077,11151
2023-03-16 19:06:00,95,2195,6385,10077,11151
2023-03-16 19:08:00,95,2195,6385,10077,11151
2023-03-16 19:10:00,95,2195,6385,10077,11151
2023-03-16 19:12:00,95,2195,6385,10077,11151
2023-03-16 19:14:00,95,2195,6385,10077,11151
2023-03-16 19:16:00,95,2195,6385,10077,11151
2023-03-16 19:18:00,93,2216,6450,10504,12418
2023-03-16 19:20:00,93,2216,6450,10504,12418
2023-03-16 19:22:00,93,2216,6450,10504,12418
2023-03-16 19:24:00,93,2216,6450,10504,12418
2023-03-16 19:26:00,93,2216,6450,10504,12418
2023-03-16 19:28:00,93,2216,6450,10504,12418
2023-03-16 19:30:00,93,2216,6450,10504,12418
2023-03-16 19:32:00,93,2216,6450,10504,12418
2023-03-16 19:34:00,93,2216,6450,10504,12418
2023-03-16 19:36:00,93,2217,6450,10501,12418
2023-03-16 19:38:00,93,2217,6450,10501,12418
2023-03-16 19:40:00,93,2217,6450,10501,12418
2023-03-16 19:42:00,93,2217,6450,10501,12418
2023-03-16 19:44:00,93,2217,6450,10501,12418
2023-03-16 19:46:00,93,2217,6450,10501,12418
2023-03-16 19:48:00,93,2217,6450,10501,12418
2023-03-16 19:50:00,93,2217,6450,10501,12418
2023-03-16 19:52:00,93,2217,6450,10501,12418
2023-03-16 19:54:00,93,2217,6450,10501,12418
2023-03-16 19:56:00,93,2217,6450,10501,12418
2023-03-16 19:58:00,93,2217,6450,10501,12418
2023-03-16 20:00:00,93,2217,6450,10501,12418
2023-03-16 20:02:00,93,2217,6450,10501,12418
2023-03-16 20:04:00,93,2217,6450,10501,12418
2023-03-16 20:06:00,93,2217,6450,10501,12418
2023-03-16 20:08:00,93,2217,6450,10501,12418
2023-03-16 20:10:00,93,2217,6450,10501,12418
