"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-16 18:00:00,0,0,0,40550,40550,0
2023-03-16 18:02:00,0,0,0,2087185,2087185,0
2023-03-16 18:04:00,114,114,0,109112,109112,0
2023-03-16 18:06:00,114,114,0,39094,39094,0
2023-03-16 18:08:00,0,0,0,107383,107383,0
2023-03-16 18:10:00,0,0,0,39822,39822,0
2023-03-16 18:12:00,0,0,0,105836,105836,0
2023-03-16 18:14:00,0,0,0,103037,103037,0
2023-03-16 18:16:00,0,0,0,38684,38684,0
2023-03-16 18:18:00,0,0,0,131209,131209,0
2023-03-16 18:20:00,0,0,0,41597,41597,0
2023-03-16 18:22:00,0,0,0,102559,102559,0
2023-03-16 18:24:00,0,0,0,103356,103356,0
2023-03-16 18:26:00,0,0,0,35636,35636,0
2023-03-16 18:28:00,0,0,0,106041,106041,0
2023-03-16 18:30:00,0,0,0,42849,42849,0
2023-03-16 18:32:00,0,0,0,125952,125952,0
2023-03-16 18:34:00,0,0,0,132938,132938,0
2023-03-16 18:36:00,0,0,0,42826,42826,0
2023-03-16 18:38:00,0,0,0,112663,112663,0
2023-03-16 18:40:00,0,0,0,47081,47081,0
2023-03-16 18:42:00,0,0,0,105290,105290,0
2023-03-16 18:44:00,0,0,0,103471,103471,0
2023-03-16 18:46:00,0,0,0,41916,41916,0
2023-03-16 18:48:00,0,0,0,109909,109909,0
2023-03-16 18:50:00,0,0,0,42576,42576,0
2023-03-16 18:52:00,0,0,0,105540,105540,0
2023-03-16 18:54:00,0,0,0,112071,112071,0
2023-03-16 18:56:00,0,0,0,43600,43600,0
2023-03-16 18:58:00,0,0,0,105882,105882,0
2023-03-16 19:00:00,0,0,0,40619,40619,0
2023-03-16 19:02:00,0,0,0,150801,150801,0
2023-03-16 19:04:00,0,0,0,150665,150665,0
2023-03-16 19:06:00,0,0,0,37183,37183,0
2023-03-16 19:08:00,0,0,0,105768,105768,0
2023-03-16 19:10:00,0,0,0,36386,36386,0
2023-03-16 19:12:00,0,0,0,100853,100853,0
2023-03-16 19:14:00,0,0,0,103652,103652,0
2023-03-16 19:16:00,0,0,0,37850,37850,0
2023-03-16 19:18:00,0,0,0,107110,107110,0
2023-03-16 19:20:00,0,0,0,41210,41210,0
2023-03-16 19:22:00,0,0,0,103925,103925,0
2023-03-16 19:24:00,0,0,0,103606,103606,0
2023-03-16 19:26:00,0,0,0,37934,37934,0
2023-03-16 19:28:00,0,0,0,104038,104038,0
2023-03-16 19:30:00,0,0,0,43463,43463,0
2023-03-16 19:32:00,0,0,0,127590,127590,0
2023-03-16 19:34:00,0,0,0,128705,128705,0
2023-03-16 19:36:00,0,0,0,42233,42233,0
2023-03-16 19:38:00,0,0,0,104380,104380,0
2023-03-16 19:40:00,0,0,0,37797,37797,0
2023-03-16 19:42:00,0,0,0,124905,124905,0
2023-03-16 19:44:00,0,0,0,130207,130207,0
2023-03-16 19:46:00,0,0,0,40801,40801,0
2023-03-16 19:48:00,0,0,0,110069,110069,0
2023-03-16 19:50:00,0,0,0,44988,44988,0
2023-03-16 19:52:00,0,0,0,100466,100466,0
2023-03-16 19:54:00,0,0,0,103151,103151,0
2023-03-16 19:56:00,0,0,0,40641,40641,0
2023-03-16 19:58:00,0,0,0,105540,105540,0
2023-03-16 20:00:00,0,0,0,37183,37183,0
2023-03-16 20:02:00,0,0,0,276617,276617,0
2023-03-16 20:04:00,0,0,0,104220,104220,0
2023-03-16 20:06:00,0,0,0,36705,36705,0
2023-03-16 20:08:00,0,0,0,105654,105654,0
2023-03-16 20:10:00,0,0,0,42007,42007,0
2023-03-16 20:12:00,0,0,0,103788,103788,0
2023-03-16 20:14:00,0,0,0,105059,105059,0
2023-03-16 20:16:00,0,0,0,39185,39185,0
2023-03-16 20:18:00,0,0,0,134781,134781,0
2023-03-16 20:20:00,0,0,0,43600,43600,0
2023-03-16 20:22:00,0,0,0,104721,104721,0
2023-03-16 20:24:00,0,0,0,106428,106428,0
2023-03-16 20:26:00,0,0,0,36682,36682,0
2023-03-16 20:28:00,0,0,0,107156,107156,0
2023-03-16 20:30:00,0,0,0,45579,45579,0
2023-03-16 20:32:00,0,0,0,130935,130935,0
2023-03-16 20:34:00,0,0,0,128068,128068,0
2023-03-16 20:36:00,0,0,0,34975,34975,0
2023-03-16 20:38:00,0,0,0,105426,105426,0
2023-03-16 20:40:00,0,0,0,43054,43054,0
2023-03-16 20:42:00,0,0,0,106359,106359,0
2023-03-16 20:44:00,22.8,22.8,0,108180,108180,0
2023-03-16 20:46:00,22.8,22.8,0,40209,40209,0
2023-03-16 20:48:00,0,0,0,110342,110342,0
2023-03-16 20:50:00,0,0,0,42030,42030,0
2023-03-16 20:52:00,0,0,0,106746,106746,0
2023-03-16 20:54:00,0,0,0,108726,108726,0
2023-03-16 20:56:00,0,0,0,42303,42303,0
2023-03-16 20:58:00,0,0,0,107176,107176,0
2023-03-16 21:00:00,0,0,0,40596,40596,0
2023-03-16 21:02:00,0,0,0,150824,150824,0
2023-03-16 21:04:00,0,0,0,154761,154761,0
2023-03-16 21:06:00,0,0,0,40528,40528,0
2023-03-16 21:08:00,0,0,0,106610,106610,0
2023-03-16 21:10:00,0,0,0,45170,45170,0
2023-03-16 21:12:00,0,0,0,107839,107839,0
2023-03-16 21:14:00,0,0,0,109705,109705,0
2023-03-16 21:16:00,0,0,0,39822,39822,0
2023-03-16 21:18:00,0,0,0,108908,108908,0
2023-03-16 21:20:00,0,0,0,42621,42621,0
2023-03-16 21:22:00,0,0,0,104289,104289,0
2023-03-16 21:24:00,0,0,0,110706,110706,0
2023-03-16 21:26:00,0,0,0,38775,38775,0
2023-03-16 21:28:00,0,0,0,143064,143064,0
2023-03-16 21:30:00,0,0,0,40960,40960,0
2023-03-16 21:32:00,0,0,0,128395,128395,0
2023-03-16 21:34:00,0,0,0,132255,132255,0
2023-03-16 21:36:00,0,0,0,37274,37274,0
2023-03-16 21:38:00,0,0,0,105882,105882,0
2023-03-16 21:40:00,0,0,0,38593,38593,0
2023-03-16 21:42:00,114,114,0,125201,125201,0
2023-03-16 21:44:00,0,0,0,130549,130549,0
2023-03-16 21:46:00,0,0,0,37478,37478,0
2023-03-16 21:48:00,0,0,0,104812,104812,0
2023-03-16 21:50:00,0,0,0,42553,42553,0
2023-03-16 21:52:00,0,0,0,105404,105404,0
2023-03-16 21:54:00,0,0,0,108447,108447,0
2023-03-16 21:56:00,22.8,22.8,0,40550,40550,0
2023-03-16 21:58:00,0,0,0,107657,107657,0
2023-03-16 22:00:00,0,0,0,45648,45648,0
2023-03-16 22:02:00,0,0,0,281714,281714,0
2023-03-16 22:04:00,0,0,0,100944,100944,0
2023-03-16 22:06:00,0,0,0,38465,38465,0
2023-03-16 22:08:00,0,0,0,108225,108225,0
2023-03-16 22:10:00,0,0,0,37092,37092,0
2023-03-16 22:12:00,22.8,22.8,0,102172,102172,0
2023-03-16 22:14:00,22.8,22.8,0,105335,105335,0
2023-03-16 22:16:00,0,0,0,41279,41279,0
2023-03-16 22:18:00,0,0,0,134326,134326,0
2023-03-16 22:20:00,0,0,0,44146,44146,0
2023-03-16 22:22:00,0,0,0,104858,104858,0
2023-03-16 22:24:00,0,0,0,109818,109818,0
2023-03-16 22:26:00,0,0,0,40164,40164,0
2023-03-16 22:28:00,0,0,0,109022,109022,0
2023-03-16 22:30:00,0,0,0,44078,44078,0
2023-03-16 22:32:00,0,0,0,122288,122288,0
2023-03-16 22:34:00,0,0,0,130139,130139,0
2023-03-16 22:36:00,0,0,0,39617,39617,0
2023-03-16 22:38:00,0,0,0,104562,104562,0
2023-03-16 22:40:00,0,0,0,40277,40277,0
2023-03-16 22:42:00,0,0,0,104949,104949,0
2023-03-16 22:44:00,0,0,0,106587,106587,0
2023-03-16 22:46:00,0,0,0,41711,41711,0
2023-03-16 22:48:00,0,0,0,110228,110228,0
2023-03-16 22:50:00,0,0,0,41097,41097,0
2023-03-16 22:52:00,0,0,0,106906,106906,0
2023-03-16 22:54:00,0,0,0,103242,103242,0
2023-03-16 22:56:00,0,0,0,39140,39140,0
2023-03-16 22:58:00,0,0,0,104949,104949,0
2023-03-16 23:00:00,0,0,0,40346,40346,0
2023-03-16 23:02:00,0,0,0,148912,148912,0
2023-03-16 23:04:00,0,0,0,152713,152713,0
2023-03-16 23:06:00,0,0,0,39094,39094,0
2023-03-16 23:08:00,0,0,0,105609,105609,0
2023-03-16 23:10:00,0,0,0,40573,40573,0
2023-03-16 23:12:00,0,0,0,104949,104949,0
2023-03-16 23:14:00,0,0,0,107861,107861,0
2023-03-16 23:16:00,0,0,0,38298,38298,0
2023-03-16 23:18:00,0,0,0,104402,104402,0
2023-03-16 23:20:00,0,0,0,44260,44260,0
2023-03-16 23:22:00,0,0,0,111320,111320,0
2023-03-16 23:24:00,0,0,0,109339,109339,0
2023-03-16 23:26:00,0,0,0,40232,40232,0
2023-03-16 23:28:00,0,0,0,103561,103561,0
2023-03-16 23:30:00,0,0,0,43691,43691,0
2023-03-16 23:32:00,0,0,0,132142,132142,0
2023-03-16 23:34:00,0,0,0,131550,131550,0
2023-03-16 23:36:00,0,0,0,38389,38389,0
2023-03-16 23:38:00,0,0,0,110182,110182,0
2023-03-16 23:40:00,0,0,0,46285,46285,0
2023-03-16 23:42:00,0,0,0,126999,126999,0
2023-03-16 23:44:00,0,0,0,125929,125929,0
2023-03-16 23:46:00,0,0,0,39253,39253,0
2023-03-16 23:48:00,0,0,0,107361,107361,0
2023-03-16 23:50:00,0,0,0,43099,43099,0
2023-03-16 23:52:00,45.5,45.5,0,105472,105472,0
2023-03-16 23:54:00,0,0,0,105586,105586,0
2023-03-16 23:56:00,0,0,0,37501,37501,0
2023-03-16 23:58:00,0,0,0,104744,104744,0
2023-03-17 00:00:00,0,0,0,39610,39610,0
2023-03-17 00:02:00,0,0,0,729793,729793,0
2023-03-17 00:04:00,0,0,0,107748,107748,0
2023-03-17 00:06:00,0,0,0,41916,41916,0
2023-03-17 00:08:00,0,0,0,106496,106496,0
2023-03-17 00:10:00,0,0,0,41984,41984,0
2023-03-17 00:12:00,0,0,0,105290,105290,0
2023-03-17 00:14:00,0,0,0,109522,109522,0
2023-03-17 00:16:00,0,0,0,40437,40437,0
2023-03-17 00:18:00,0,0,0,136465,136465,0
2023-03-17 00:20:00,0,0,0,42098,42098,0
2023-03-17 00:22:00,0,0,0,101490,101490,0
2023-03-17 00:24:00,0,0,0,112390,112390,0
2023-03-17 00:26:00,0,0,0,39754,39754,0
2023-03-17 00:28:00,0,0,0,107088,107088,0
2023-03-17 00:30:00,0,0,0,43759,43759,0
2023-03-17 00:32:00,0,0,0,127613,127613,0
2023-03-17 00:34:00,0,0,0,129295,129295,0
2023-03-17 00:36:00,0,0,0,41756,41756,0
2023-03-17 00:38:00,0,0,0,108817,108817,0
2023-03-17 00:40:00,0,0,0,39686,39686,0
2023-03-17 00:42:00,0,0,0,102556,102556,0
2023-03-17 00:44:00,0,0,0,105062,105062,0
2023-03-17 00:46:00,0,0,0,57207,57207,0
2023-03-17 00:48:00,0,0,0,122652,122652,0
2023-03-17 00:50:00,0,0,0,42849,42849,0
2023-03-17 00:52:00,0,0,0,102195,102195,0
2023-03-17 00:54:00,0,0,0,103993,103993,0
2023-03-17 00:56:00,0,0,0,35886,35886,0
2023-03-17 00:58:00,0,0,0,103697,103697,0
2023-03-17 01:00:00,0,0,0,38980,38980,0
2023-03-17 01:02:00,0,0,0,149481,149481,0
2023-03-17 01:04:00,0,0,0,149732,149732,0
2023-03-17 01:06:00,0,0,0,37205,37205,0
2023-03-17 01:08:00,705,705,0,103925,103925,0
2023-03-17 01:10:00,705,705,0,43440,43440,0
2023-03-17 01:12:00,0,0,0,103583,103583,0
2023-03-17 01:14:00,0,0,0,105791,105791,0
2023-03-17 01:16:00,0,0,0,39670,39670,0
2023-03-17 01:18:00,0,0,0,106132,106132,0
2023-03-17 01:20:00,0,0,0,43509,43509,0
2023-03-17 01:22:00,0,0,0,106086,106086,0
2023-03-17 01:24:00,0,0,0,109454,109454,0
2023-03-17 01:26:00,0,0,0,39162,39162,0
2023-03-17 01:28:00,0,0,0,105313,105313,0
2023-03-17 01:30:00,0,0,0,41142,41142,0
2023-03-17 01:32:00,0,0,0,128887,128887,0
2023-03-17 01:34:00,0,0,0,130776,130776,0
2023-03-17 01:36:00,0,0,0,39299,39299,0
2023-03-17 01:38:00,0,0,0,106928,106928,0
2023-03-17 01:40:00,0,0,0,40550,40550,0
2023-03-17 01:42:00,0,0,0,126680,126680,0
2023-03-17 01:44:00,0,0,0,128182,128182,0
2023-03-17 01:46:00,0,0,0,36386,36386,0
2023-03-17 01:48:00,0,0,0,106109,106109,0
2023-03-17 01:50:00,0,0,0,38717,38717,0
2023-03-17 01:52:00,0,0,0,114825,114825,0
2023-03-17 01:54:00,0,0,0,110228,110228,0
2023-03-17 01:56:00,0,0,0,45010,45010,0
2023-03-17 01:58:00,0,0,0,109932,109932,0
2023-03-17 02:00:00,0,0,0,39572,39572,0
2023-03-17 02:02:00,0,0,0,282260,282260,0
2023-03-17 02:04:00,0,0,0,108931,108931,0
2023-03-17 02:06:00,0,0,0,76436,76436,0
2023-03-17 02:08:00,0,0,0,110592,110592,0
2023-03-17 02:10:00,0,0,0,42166,42166,0
2023-03-17 02:12:00,0,0,0,105131,105131,0
2023-03-17 02:14:00,0,0,0,74001,74001,0
2023-03-17 02:16:00,0,0,0,74411,74411,0
2023-03-17 02:18:00,0,0,0,134212,134212,0
2023-03-17 02:20:00,0,0,0,45670,45670,0
2023-03-17 02:22:00,0,0,0,105449,105449,0
2023-03-17 02:24:00,0,0,0,73205,73205,0
2023-03-17 02:26:00,0,0,0,76508,76508,0
2023-03-17 02:28:00,0,0,0,109477,109477,0
2023-03-17 02:30:00,0,0,0,44510,44510,0
2023-03-17 02:32:00,0,0,0,130321,130321,0
2023-03-17 02:34:00,0,0,0,99920,99920,0
2023-03-17 02:36:00,0,0,0,75822,75822,0
2023-03-17 02:38:00,0,0,0,108294,108294,0
2023-03-17 02:40:00,0,0,0,45739,45739,0
