"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-16 23:46:00,0,78.9,14316,46515,269,0,11479,4336,4455,0,1924,128,0,129,304,31.5,468,64596,4.13,0,31.8,65.7,65.7,0,104,38.0,121,18438,507,2585,220,78.9,0,19100,113509,270,0,3341,1427,1405,0,202,21.9,0,21.9,379,20.6,267,2391,4.27,0.389,25.7,40.6,42.9,0,232,35.0,20.9,10947,586,1290,214
2023-03-16 23:48:00,0,81.5,15105,47652,269,0,15065,4707,4498,0,1896,122,0,124,306,31.5,467,64582,4.13,0,32.0,65.8,66.5,0,189,38.0,121,19776,506,2614,227,81.5,0,20465,119433,269,0,3515,1456,1423,0,193,26.6,0,20.9,379,20.5,260,2379,4.27,0,26.0,40.3,41.8,0,261,35.0,20.9,11731,586,1305,224
2023-03-16 23:50:00,0,80.4,14253,46483,270,0,11608,4350,4466,0,1873,117,0,118,308,32.9,468,64574,4.13,0,31.6,65.7,66.1,0,108,0,116,27683,305,2585,218,80.4,0,28089,123369,270,0,3405,1422,1406,0,167,20.7,0,19.9,379,22.4,261,2386,4.27,0,25.5,40.3,41.4,0.389,234,0,19.9,11066,440,1281,214
2023-03-16 23:52:00,0,80.4,13459,45744,269,0,16689,4783,4484,0,1869,111,0,112,309,32.1,467,64596,4.13,0,31.6,66.1,65.3,0,104,0.600,126,19758,306,2584,219,80.4,0,20200,120396,269,0,3506,1492,1412,0,168,19,0,19,379,21.6,260,2388,4.27,0,25.5,40.3,42.1,0.389,231,0.600,21.9,10258,440,1279,219
2023-03-16 23:54:00,0,81.5,12994,45211,269,0,14734,4799,4426,0,1826,128,0,129,309,32.9,468,64531,4.13,0,31.6,66.1,65.7,0,104,0,121,27121,306,2583,226,81.5,0,27571,126249,269,0,3358,1513,1438,0,206,21.9,0,21.9,377,22.4,261,2392,4.27,0,25.5,40.3,41.4,0,232,0,20.9,9782,440,1279,227
2023-03-16 23:56:00,0,80.4,14917,47292,270,0,11557,4357,4456,0,1895,122,0,124,309,31.5,468,64572,4.52,0,31.6,65.3,65.7,0,117,38.7,116,17703,506,2586,219,80.4,0,18359,112691,270,0,3432,1448,1431,0,213,20.9,0,20.9,374,20.6,261,2378,4.27,0,25.5,39.9,41.4,0,247,35.0,20.0,11550,587,1283,213
2023-03-16 23:58:00,0,81.8,15624,48831,270,0,15458,4706,27248,0,1930,117,0,118,308,32.1,467,64641,4.13,0,31.6,66.1,65.7,0,185,38.7,120,19733,508,2585,220,81.8,0,20424,143238,269,0,3686,1468,1945,0,166,20.0,0,20.0,375,21.6,261,2377,4.27,0,25.5,41.0,41.7,0,262,35.0,20.9,12247,585,1281,215
2023-03-17 00:00:00,0,77.1,13295,45638,270,0,11020,4295,27063,0,1759,128,0,129,309,32.1,466,64555,3.90,0,31.6,65.7,66.3,0,105,0,126,21052,306,2584,219,77.1,0,21491,138844,270,0,3121,1415,1949,0,162,21.8,0,21.8,376,21.6,260,2384,4.03,0,25.5,40.6,41.4,0,236,0,21.8,10099,440,1279,213
2023-03-17 00:02:00,0,76.3,13897,46109,270,0,14858,4662,4427,0,1856,128,0,129,307,32.9,470,64585,3.43,0,31.6,66.1,66.4,0,103,0.600,126,19730,308,2583,222,76.3,0,20179,118324,270,0,3423,1460,1409,0,194,21.9,0,21.9,378,21.9,262,2392,3.57,0,25.5,41,42.1,0,233,0.600,21.9,10686,439,1277,223
2023-03-17 00:04:00,0.389,86.2,13899,46117,269,0.389,14519,4686,4360,0,1795,127,0,128,307,31.5,471,64515,3.90,0,32.0,65.7,65.7,0,103,0,116,26323,308,2587,223,86.2,0.389,26767,125072,269,0,3312,1486,1422,0,205,21.9,0,21.9,376,20.6,263,2372,4.03,0,26.0,40.6,41.4,0,232,0,20.0,10694,437,1287,223
2023-03-17 00:06:00,0,83.3,15144,47536,269,0,13153,4341,4452,0.389,1874,122,0,124,307,31.9,470,64551,4.13,0,32.3,66.1,65.8,0,102,38.0,121,17019,510,2586,221,83.3,0,17672,113604,268,0.389,3431,1448,1436,0,218,20.9,0,20.9,376,20.6,262,2369,4.27,0,26.2,41,40.6,0,233,35.4,20.9,11777,584,1288,214
2023-03-17 00:08:00,0,80.7,16579,49732,268,0,17380,4782,6604,0.389,1941,116,0,117,307,32.5,470,64661,4.13,0,32.3,65.8,65.7,0,183,38.0,121,29133,507,2583,223,80.7,0,29798,134154,268,0.389,3771,1534,1535,0,216,20.0,0,20.0,378,21.0,262,2371,4.27,0,26.2,40.3,40.6,0,263,35.4,20.9,13216,586,1279,218
2023-03-17 00:10:00,0,82.2,13227,45171,270,0,11353,4336,4381,0,1806,122,0,124,306,30.7,469,64524,4.13,0,32.3,65.8,65.3,0,105,0,116,17497,304,2582,222,82.2,0,17971,111971,270,0,3272,1425,1407,0,200,20.9,0,20.9,378,19.7,261,2363,4.27,0,26.2,40.3,40.6,0,235,0,20.0,10020,441,1277,216
2023-03-17 00:12:00,0,74.5,14206,46619,270,0,14989,4704,4442,0,1881,117,0,118,308,31.5,457,64587,4.13,0,32.3,65.7,65.7,0,104,0.600,116,19722,305,2585,221,74.5,0,20172,118437,270,0,3547,1486,1435,0,222,20.0,0.389,20.0,376,20.6,255,2391,4.27,0,26.2,40.3,42.5,0,232,0.600,20.0,11004,440,1281,222
2023-03-17 00:14:00,0,83.3,12652,44781,269,0,14580,4705,4370,0,1806,117,0,118,307,32.1,456,64525,4.13,0,32.3,65.7,65.3,0,106,0.600,121,28678,305,2584,223,83.3,0,29139,127713,269,0,3317,1497,1425,0.389,216,20.0,0.389,20.0,378,26.6,254,2379,4.27,0,26.2,40.3,41.4,0,230,0.600,20.9,9436,440,1281,224
2023-03-17 00:16:00,0,79.6,14605,47403,270,0,11516,4332,27166,0,1870,122,0,124,306,33.5,467,64546,4.13,0,32.3,65.7,65.3,0,104,0,132,19761,304,2584,226,79.6,0,20187,138034,270,0,3371,1447,1988,0.389,215,20.9,0,20.9,380,28.2,261,2385,4.27,0,26.2,40.6,41,0,231,0,22.8,11408,442,1279,222
2023-03-17 00:18:00,0,74.5,15959,49510,269,0,15494,4699,27226,0,1938,128,0,129,304,33.9,468,64618,4.13,0,32.3,66.1,66.1,0,9845,38.2,127,28297,503,2583,218,74.5,0,28946,162406,269,0,3747,1496,1978,0,218,21.9,0,21.9,380,28.6,261,2391,4.27,0,26.2,40.6,42.1,0,329,35.3,21.9,12601,589,1277,211
2023-03-17 00:20:00,0,76.0,13571,45574,269,0,11139,4332,4374,0,1810,128,0,130,304,31.9,468,64519,4.13,0,32.3,65.7,66.1,0,108,0,109,18667,304,2587,220,76.0,0,19117,112897,269,0,3224,1443,1437,0,225,21.9,0,21.9,380,21.0,261,2387,4.27,0,26.2,40.3,41.4,0,234,0,19,10355,442,1283,215
2023-03-17 00:22:00,0,81.8,15158,47726,270,0,16718,4797,4490,0,1882,111,0,112,308,32.1,469,64520,4.13,0,32.3,66.0,65.7,0,104,0.600,121,19762,303,2587,226,81.8,0,20213,120430,270,0,3547,1515,1464,0,222,19,0,19,376,21.6,261,2361,4.27,0,26.2,41,42.1,0,231,0.600,20.9,11948,442,1283,228
2023-03-17 00:24:00,0,78.9,14294,46560,269,0,14676,4788,4399,0,1798,122,0,124,305,30.7,466,64497,4.13,0,32.3,66.0,65.7,0,103,0.600,137,28112,305,2584,225,78.9,0,28547,127214,269,0,3309,1524,1443,0,207,21.3,0,20.9,378,19.7,260,2370,4.27,0,26.2,40.6,41.4,0,232,0.600,23.8,11091,441,1279,220
2023-03-17 00:26:00,0,78.9,15995,48382,270,0,11520,4338,4437,0,1876,138,0,140,304,32.1,468,64561,4.13,0,32.3,65.7,65.7,0,103,0,137,19799,303,2583,223,78.9,0,20227,114599,270,0,3389,1447,1428,0,223,23.8,0,24.1,379,21.5,261,2384,4.27,0,26.2,40.3,41.7,0,232,0,23.8,12797,441,1278,218
2023-03-17 00:28:00,0,79.3,16405,49194,270,0,15041,4703,4441,0,1877,133,0,135,308,32.3,469,64620,4.13,0,32.0,66.1,65.7,0,187,38.2,116,27698,505,2585,221,79.3,0,28368,127496,270,0,3558,1500,1426,0,219,22.8,0,22.8,377,21.5,261,2396,4.66,0,26.0,41,41.4,0,262,35.3,20.0,13042,587,1280,215
2023-03-17 00:30:00,0,77.4,13349,45343,269,0,11130,4337,4384,0,1812,117,0,118,308,31.5,468,64544,3.67,0,31.6,66.1,65.7,0.389,107,0,110,18125,305,2584,225,77.4,0,18579,112437,269,0,3191,1447,1438,0,224,20.0,0,20.0,376,20.6,261,2371,3.80,0,25.5,41,40.6,0,236,0,24.3,10145,439,1280,226
2023-03-17 00:32:00,0,76.3,13606,46002,270,0,14960,4703,4459,0,1873,111,0,112,308,30.7,466,64605,3.43,0,31.6,65.7,65.4,0.389,103,0.989,116,19739,305,2584,223,76.3,0,20183,118501,270,0,3524,1510,1448,0,212,19,0,24.0,376,19.7,265,2384,3.57,0,25.5,40.6,39.9,0,232,0.600,20.0,10398,440,1279,224
2023-03-17 00:34:00,0,77.4,14306,46798,269,0,15072,4715,4466,0,1879,117,0.389,118,305,32.9,467,64578,3.67,0.389,31.8,65.7,65.7,0,102,0.989,121,21224,302,2585,222,77.4,0,21688,120344,269,0,3561,1520,1442,0,216,19.9,0,19.9,379,22.4,266,2393,3.80,0,25.7,40.6,40.3,0,233,0.600,20.9,11097,443,1286,216
2023-03-17 00:36:00,0,80.4,15945,48938,269,0,13199,4350,27208,0,1902,122,0.389,124,306,32.9,468,64612,4.13,0.389,32.3,66.0,65.4,0,103,0,132,19817,305,2584,221,80.4,0,20235,140142,268,0,3440,1463,1908,0,236,25.9,0,20.9,378,22.5,261,2402,4.27,0,26.2,40.6,41.4,0,232,0,22.8,12766,440,1289,215
2023-03-17 00:38:00,0,79.3,15405,48764,269,0,16771,4794,29288,0,1885,139,0,140,306,32.1,469,64593,4.13,0,32.3,65.6,66.1,0,186,38.2,126,26452,509,2585,222,79.3,0,27111,153723,268,0,3541,1549,2034,0,220,28.7,0,23.8,378,21.5,261,2390,4.27,0,26.2,40.3,41.7,0,263,35.3,21.9,12051,585,1281,217
2023-03-17 00:40:00,0,90.6,13704,45858,269,0,11205,4346,4397,0,1809,128,0,129,305,30.7,468,64555,3.67,0,32.7,65.7,66.1,0,108,37.8,127,16914,509,2585,224,90.6,0,17605,111578,269,0,3270,1466,1448,0,209,21.9,0,21.9,379,20.1,261,2398,3.80,0,26.2,40.3,41.4,0,234,34.9,21.9,10322,585,1281,226
2023-03-17 00:42:00,0,83.3,15772,48400,270,0,14996,4713,4460,0,1878,128,0,129,306,31.5,467,64636,3.43,0,32.4,65.3,65.7,0,105,0,126,27782,305,2584,223,83.3,0,28189,127213,270,0,3544,1519,1442,0,219,21.9,0,21.9,379,20.9,260,2373,3.57,0,26.0,39.9,40.6,0,231,0,21.9,12583,440,1280,219
2023-03-17 00:44:00,0,87.0,15502,48030,269,0,15054,4712,4465,0,1894,127,0,128,306,33.6,465,64601,3.43,0,32.3,65.7,66.1,0,118,0.600,126,17653,305,2585,221,87.0,0,18113,116597,270,0,3530,1521,1443,0,231,21.9,0,21.9,379,22.5,259,2377,3.57,0.389,26.2,40.6,40.6,0,247,0.600,21.9,12284,441,1281,215
2023-03-17 00:46:00,0,85.5,15029,47166,269,0,11096,4352,4405,0,1868,128,0,129,306,32.8,469,64532,3.43,0,32.3,65.8,65.7,0,118,0,121,19819,305,2587,222,85.5,0,20255,114345,269,0,3176,1478,1457,0,240,21.9,0,21.9,379,21.6,262,2383,3.57,0,26.2,40.6,41.4,0,247,0,21.3,11832,441,1283,216
2023-03-17 00:48:00,0,77.1,14935,47769,269,0,15150,4758,4485,0,1894,122,0,124,309,32.1,471,64631,3.43,0,32.3,65.7,65.7,0,185,37.6,116,28949,506,2584,223,77.1,0,29607,129002,270,0,3640,1537,1465,0,222,20.9,0,20.9,376,21.5,262,2394,3.57,0,26.2,40.3,42.5,0.389,261,34.7,20.0,11574,587,1279,218
2023-03-17 00:50:00,0,82.2,11869,43787,265,0,11154,4341,4393,0,1820,117,0,118,309,32.9,469,64528,3.90,0,32.3,66.1,66.1,0,107,37.6,121,19600,505,2555,222,82.2,0,20290,114339,269,0,3230,1439,1414,0,210,20.0,0,20.0,376,22.5,262,2372,4.03,0,26.2,40.6,41.7,0,234,34.7,20.9,8491,586,1264,222
2023-03-17 00:52:00,0,85.5,13151,45456,265,0,16696,4791,4490,0,1871,122,0,124,304,32.1,470,64589,4.52,0,32.3,66.1,65.8,0,106,0,132,28130,304,2586,219,85.5,0,28577,129452,270,0,3509,1507,1409,0,169,20.9,0,20.9,379,21.6,262,2376,4.27,0,26.2,41,41.5,0,229,0,22.8,9954,441,1282,213
2023-03-17 00:54:00,0,85.1,13749,46805,265,0,15572,4784,27286,0,1945,128,0,129,305,32.1,455,64625,4.13,0,32.3,65.8,65.8,0,104,0.600,121,18683,303,2586,221,85.1,0,19154,141958,270,0,3731,1495,1964,0,182,21.9,0,21.9,379,21.5,254,2375,4.27,0,26.2,40.3,40.7,0,232,0.600,20.9,10530,442,1282,216
2023-03-17 00:56:00,0,82.9,15105,47752,266,0,11060,4342,27112,0,1811,123,0,124,306,33.5,468,64547,4.13,0,32.3,65.8,65.7,0,9779,0,127,19833,303,2612,226,82.9,0,20245,147699,269,0,3187,1426,1952,0,180,20.9,0,20.9,378,23.5,261,2380,4.27,0,26.2,40.3,41.4,0,293,0,21.9,11918,442,1291,222
2023-03-17 00:58:00,0,83.3,15407,47879,266,0,15013,4704,4457,0,1872,128,0,129,306,32.1,472,64640,4.13,0,32.3,65.8,65.7,0,190,0,132,27818,305,2585,221,83.3,0,28253,127311,269,0,3498,1465,1403,0,180,21.9,0,21.9,379,26.6,263,2394,4.27,0,26.2,40.3,42.8,0,263,0,22.8,12221,440,1281,215
2023-03-17 01:00:00,0,80.4,12926,44830,266,0,11156,4340,4391,0,1804,128,0,129,306,32.1,467,64555,3.67,0,32.3,66.1,66.0,0,105,38.0,132,19683,501,2587,221,80.4,0,20352,114412,269,0,3209,1415,1397,0,167,21.9,0,21.9,379,26.6,260,2390,3.80,0,26.2,41.0,42.5,0,236,35.0,22.8,9555,589,1282,221
2023-03-17 01:02:00,0,78.5,13434,45840,265,0.389,15211,4712,4456,0.389,1893,132,0,134,304,31.5,468,64582,3.43,0,32.3,65.8,65.7,0,103,0,121,27274,306,2585,225,78.5,0,27708,126822,269,0.389,3582,1467,1415,0,195,22.8,0,22.8,379,20.8,260,2378,3.57,0,26.2,40.7,40.6,0,232,0.389,20.9,10232,439,1281,226
2023-03-17 01:04:00,0,81.5,13632,46248,265,0.389,15546,4730,4531,0.389,1969,117,0,118,305,30.7,467,64640,3.67,0,32.0,66.0,65.7,0,104,0.600,115,17802,306,2586,223,81.5,0,18268,117444,270,0.389,3749,1494,1443,0,203,20.0,0,20.0,378,19.7,260,2401,3.80,0,26.0,40.6,41,0,232,0.989,20.0,10421,439,1287,219
2023-03-17 01:06:00,0,81.8,14625,46632,265,0,12749,4344,4389,0,1814,110,0,112,306,32.9,468,64552,4.13,0,31.6,65.7,66.1,0,104,0.600,110,19764,303,2584,221,81.8,0,20181,115864,270,0,3215,1425,1407,0,186,19,0,19,378,27.5,261,2385,4.27,0,25.5,40.3,41.4,0,231,0.600,19,11435,441,1286,215
2023-03-17 01:08:00,0.389,80.4,15476,48180,265,0,16987,4791,6536,0,1878,111,0,112,304,31.5,467,64557,4.13,0,31.6,65.7,65.7,0,183,0,126,21568,304,2583,221,80.4,0.389,22015,124818,268,0,3632,1507,1516,0,177,19,0,19,380,20.5,260,2370,4.27,0,25.5,40.3,41,0,260,0,21.9,12277,439,1279,216
2023-03-17 01:10:00,0,82.2,13774,45949,269,0,11413,4359,4407,0,1826,117,0,118,306,31.5,470,64542,4.13,0,32.0,65.7,65.7,0,106,38.0,126,19689,505,2588,225,82.2,0,20361,114735,270,0,3319,1445,1421,0,200,20.0,0,20.0,379,20.5,262,2378,4.27,0,26.0,40.3,40.6,0,236,35.0,21.9,10405,587,1284,231
2023-03-17 01:12:00,0,80.4,13415,45818,269,0,14990,4710,4460,0,1918,139,0,140,307,33.9,468,64633,4.13,0,32.3,66.1,65.7,0,102,0,121,26449,305,2584,222,80.4,0,26878,125759,269,0,3516,1510,1437,0,221,23.8,0,23.8,377,23.4,261,2391,4.27,0,26.2,40.6,40.6,0,233,0,20.9,10220,440,1279,223
2023-03-17 01:14:00,0,76.7,14372,46938,270,0,15508,4705,4522,0,1987,122,0,124,308,32.1,470,64663,4.13,0,32.3,66.1,65.7,0,103,0.600,121,17065,307,2584,225,76.7,0,17536,116665,270,0,3726,1480,1407,0.389,214,20.9,0,20.9,375,21.6,262,2400,4.27,0,26.2,40.6,40.6,0,232,0.600,20.9,11151,439,1280,220
2023-03-17 01:16:00,0,86.6,15094,47120,270,0,11060,4343,4392,0,1809,122,0,124,310,31.5,468,64588,4.13,0,32.0,65.7,66.0,0,104,0.600,132,27261,307,2584,219,86.6,0,27653,122243,270,0,3155,1429,1398,0,174,20.9,0,20.9,374,20.5,261,2403,4.27,0,26.0,40.3,41.0,0,232,0.600,22.8,11912,439,1280,214
2023-03-17 01:18:00,0,84.8,15584,48056,269,0,15036,4701,4459,0,1882,133,0,135,309,33.7,469,64610,4.13,0,32.0,65.7,66.3,0,184,0,120,17873,304,2585,219,84.8,0,18348,116722,269,0,3534,1469,1406,0,190,22.8,0.389,22.8,377,23.4,262,2380,4.27,0,26.0,40.3,41.7,0,261,0,25.9,12364,442,1281,213
2023-03-17 01:20:00,0,78.2,13718,46141,270,0,11629,4355,4476,0,1899,127,0,129,306,31.5,470,64588,4.13,0,32.3,66.0,65.3,0,106,38.2,132,19715,508,2585,223,78.2,0,20375,115276,270,0,3455,1462,1443,0,229,21.9,0.389,26.8,378,20.7,262,2382,4.27,0,26.2,40.6,41.4,0,235,35.3,22.8,10355,587,1280,224
2023-03-17 01:22:00,0,82.6,12938,45555,269,0,16752,4797,4495,0,1891,128,0,129,305,32.1,468,64593,4.13,0,32.0,66.0,65.3,0,104,0,121,28945,306,2582,224,82.6,0,29367,130623,269,0,3575,1555,1460,0,228,22.2,0,26.8,377,21.5,267,2373,4.27,0,26.0,41,42.5,0,231,0,20.9,9762,440,1277,226
2023-03-17 01:24:00,0,83.7,12572,45613,270,0,15202,4804,27239,0,1882,116,0,117,305,31.5,468,64573,4.13,0,31.8,65.7,65.7,0,104,0.367,126,19678,305,2586,225,83.7,0,20149,142211,270,0,3595,1548,2008,0,217,25.3,0,20.0,378,20.1,261,2378,4.27,0,25.7,41.4,42.1,0,232,0.367,21.9,9367,440,1285,220
2023-03-17 01:26:00,0,84.0,14416,46647,270,0,11109,4356,4403,0,1820,128,0,129,306,31.5,468,64530,4.13,0,31.6,66.1,65.6,0,104,0.600,126,28265,303,2587,218,84.0,0,28669,123340,270,0,3226,1472,1445,0,221,26.8,0,21.9,377,20.1,261,2378,4.27,0,25.5,41,41.4,0,232,0.600,21.9,11246,441,1282,213
2023-03-17 01:28:00,0,81.5,14227,46634,269,0,14984,4708,4443,0,1881,128,0,129,305,33.5,469,64527,4.13,0,31.6,65.8,66.4,0,187,0,126,18775,300,2583,223,81.5,0,19250,117552,269,0,3506,1491,1404,0,195,21.9,0,21.9,379,23.3,262,2389,4.27,0,25.5,40.3,41,0,262,0,21.9,11025,443,1277,218
2023-03-17 01:30:00,0,78.9,13540,45742,270,0,11597,4334,4444,0,1869,128,0,129,306,32.9,470,64550,4.13,0,32.0,65.7,65.8,0,107,38.2,116,19686,502,2584,220,78.9,0,20347,115095,270,0,3433,1417,1399,0,172,21.9,0,21.9,379,22.4,262,2386,4.27,0,26.0,40.3,41.4,0,236,35.3,20.0,10177,589,1279,220
2023-03-17 01:32:00,0,82.9,13848,46206,270,0,14934,4705,4457,0,1873,122,0,124,307,30.7,466,64599,4.13,0,32.3,66.0,65.8,0,103,38.2,116,28105,503,2584,218,82.9,0,28751,128003,270,0,3456,1474,1408,0,169,20.9,0,20.9,378,19.7,260,2381,4.66,0,26.2,41,41.7,0,232,35.3,20.0,10496,589,1279,212
2023-03-17 01:34:00,0,79.6,12862,45118,269,0,15021,4703,4463,0,1883,111,0.389,112,308,32.1,468,64630,4.13,0,32.3,66.0,65.7,0.389,117,0.389,121,19682,304,2586,225,79.6,0,20153,118451,269,0,3507,1469,1415,0,185,19,0,19.4,379,21.6,261,2379,4.27,0,26.2,40.6,41.7,0,247,0,20.9,9649,440,1282,221
2023-03-17 01:36:00,0,75.6,15694,47772,270,0,12716,4337,4391,0,1805,128,0,129,306,32.9,455,64539,4.13,0.389,32.3,65.8,66.2,0,120,0.600,120,27705,307,2586,222,75.6,0,28104,124347,270,0,3198,1419,1400,0,168,21.9,0,21.9,380,22.5,254,2374,4.27,0,26.2,40.6,41.8,0,244,0.600,20.9,12516,439,1282,216
2023-03-17 01:38:00,0,77.4,15825,48513,268,0,16844,4827,6546,0,1888,121,0,123,304,31.5,468,64587,4.13,0,32.3,65.9,66.1,0,184,0,126,18264,308,2583,223,77.4,0,18716,121290,268,0,3571,1515,1520,0,186,20.9,0,20.9,380,20.5,261,2383,4.27,0,26.2,40.3,41.7,0,260,0,21.9,12624,438,1279,219
2023-03-17 01:40:00,0,79.3,12146,44506,270,0,12068,4356,4539,0,1960,128,0,129,305,32.3,466,64671,4.13,0,32.2,65.8,65.8,0,106,38.2,120,19636,507,2582,223,79.3,0,20295,115797,270,0,3610,1440,1419,0,199,21.9,0,21.9,378,21.7,259,2385,4.27,0,25.7,40.6,41.7,0,235,35.3,20.9,8773,585,1276,224
2023-03-17 01:42:00,0,80,13307,46097,270,0,14516,4714,27146,0,1819,121,0,123,305,32.3,470,64530,4.13,0,31.6,66.0,66.0,0,102,38.2,132,27125,505,2585,222,80,0,27775,149683,270,0,3307,1511,1963,0,218,20.9,0,20.9,379,22.2,262,2379,4.27,0.389,25.5,40.6,41,0,233,35.3,22.8,9947,588,1281,217
2023-03-17 01:44:00,0,80,13039,45432,269,0,15054,4723,4482,0,1878,133,0,135,307,31.5,471,64573,4.13,0,31.8,65.3,66.1,0,105,0,126,19666,307,2585,223,80,0,20143,118491,270,0,3593,1514,1431,0,210,22.8,0,22.8,379,21.0,262,2388,4.27,0.389,25.7,40.3,41,0,231,0,21.9,9829,439,1282,218
2023-03-17 01:46:00,0,78.5,14167,46288,270,0,11086,4346,4413,0,1860,128,0,129,308,30.7,470,64498,4.13,0,32.3,65.7,65.7,0,104,0.600,126,26657,307,2585,223,78.5,0,27077,121632,270,0,3198,1470,1426,0,234,21.9,0,21.9,375,19.7,262,2371,4.27,0,26.2,40.6,40.6,0,231,0.600,21.9,10983,439,1281,219
2023-03-17 01:48:00,0,82.6,15277,47849,269,0,15066,4715,4486,0,1894,128,0,129,306,32.1,470,64558,4.13,0,32.3,65.7,65.7,0,188,0,121,17238,305,2585,225,82.6,0,17718,116059,269,0,3569,1513,1430,0,230,21.9,0,21.9,378,26.5,262,2372,4.27,0,26.2,40.3,40.6,0.389,263,0,20.9,12064,439,1281,226
2023-03-17 01:50:00,0,81.1,14883,47477,270,0,12088,4355,4555,0,1969,117,0,118,306,33.6,468,64633,4.52,0,31.8,66.1,65.7,0,107,0.600,121,25515,305,2584,219,81.1,0,25930,121852,270,0,3638,1457,1422,0,220,20.0,0,20.0,379,22.5,261,2375,4.27,0,25.7,40.6,41.4,0.389,234,0.600,21.3,11690,441,1279,218
2023-03-17 01:52:00,0,77.8,14692,46919,270,0,16243,4776,4418,0,1801,133,0,135,306,32.9,467,64539,4.52,0,31.6,66.1,66.4,0,103,38.2,121,16919,507,2583,221,77.8,0,17588,117275,270,0,3319,1487,1421,0,172,22.8,0,22.8,379,22.4,260,2373,4.27,0,25.5,40.7,42.5,0,232,35.3,21.3,11323,586,1284,215
2023-03-17 01:54:00,0,77.4,13887,46294,269,0,15154,4779,4488,0,1869,117,0,118,307,32.1,470,64594,4.13,0,31.8,66.2,66.4,0,9797,0,126,19721,303,2584,223,77.4,0,20184,128772,269,0,3547,1508,1428,0,185,20.0,0,20.0,379,21.5,263,2367,4.27,0,25.7,40.4,42.1,0,291,0,21.9,10676,442,1281,218
2023-03-17 01:56:00,0,80.7,15791,47824,270,0,11089,4330,4392,0,1807,128,0,129,304,31.5,470,64541,4.13,0,32.3,65.7,65.7,0,106,0.600,121,26982,303,2585,221,80.7,0,27395,121984,270,0,3158,1412,1404,0,187,21.9,0,21.9,380,25.7,262,2392,4.27,0,26.2,40.3,40.6,0,231,0.600,20.9,12603,441,1280,215
2023-03-17 01:58:00,0,81.1,16491,49002,270,0,15068,4705,4466,0,1882,122,0,124,307,31.5,466,64601,4.13,0,32.3,65.7,65.7,0,188,0.600,126,17748,303,2584,222,81.1,0,18226,116609,270,0,3517,1475,1408,0,195,20.9,0,20.9,379,25.7,260,2392,4.27,0,26.2,40.3,41.4,0,262,0.600,21.9,13277,442,1278,228
2023-03-17 02:00:00,0,74.1,14753,47358,270,0,12084,4354,4536,0,1938,127,0,128,306,33.5,466,64672,3.67,0,32.3,65.7,65.7,0,107,0,126,28914,301,2585,226,74.1,0,29331,125346,269,0,3679,1448,1426,0,186,21.9,0,21.9,378,23.5,260,2407,3.80,0,26.2,40.7,41.7,0,236,0,21.9,11562,442,1280,233
