"Time","Receive Errors","Receive Total","Transmit Errors","Receive Dropped","Transmit Dropped","Transmit Total"
2023-03-16 18:00:00,0,587,0,0,0,593
2023-03-16 18:02:00,0,733,0,0,0,757
2023-03-16 18:04:00,0,640,0,0,0,649
2023-03-16 18:06:00,0,617,0,0,0,636
2023-03-16 18:08:00,0,631,0,0,0,641
2023-03-16 18:10:00,0,582,0,0,0,601
2023-03-16 18:12:00,0,733,0,0,0,756
2023-03-16 18:14:00,0,718,0,0,0,734
2023-03-16 18:16:00,0,591,0,0,0,613
2023-03-16 18:18:00,0,603,0,0,0,610
2023-03-16 18:20:00,0,583,0,0,0,602
2023-03-16 18:22:00,0,707,0,0,0,728
2023-03-16 18:24:00,0,744,0,0,0,759
2023-03-16 18:26:00,0,590,0,0,0,611
2023-03-16 18:28:00,0,636,0,0,0,642
2023-03-16 18:30:00,0,618,0,0,0,635
2023-03-16 18:32:00,0,634,0,0,0,648
2023-03-16 18:34:00,0,746,0,0,0,763
2023-03-16 18:36:00,0,592,0,0,0,608
2023-03-16 18:38:00,0,602,0,0,0,610
2023-03-16 18:40:00,0,581,0,0,0,601
2023-03-16 18:42:00,0,581,0,0,0,595
2023-03-16 18:44:00,0,729,0,0,0,754
2023-03-16 18:46:00,0,584,0,0,0,598
2023-03-16 18:48:00,0,599,0,0,0,608
2023-03-16 18:50:00,0,577,0,0,0,595
2023-03-16 18:52:00,0,627,0,0,0,634
2023-03-16 18:54:00,0,742,0,0,0,768
2023-03-16 18:56:00,0,647,0,0,0,668
2023-03-16 18:58:00,0,602,0,0,0,609
2023-03-16 19:00:00,0,583,0,0,0,601
2023-03-16 19:02:00,0,590,0,0,0,601
2023-03-16 19:04:00,0,721,0,0,0,752
2023-03-16 19:06:00,0,702,0,0,0,731
2023-03-16 19:08:00,0,595,0,0,0,613
2023-03-16 19:10:00,0,603,0,0,0,620
2023-03-16 19:12:00,0,582,0,0,0,595
2023-03-16 19:14:00,0,682,0,0,0,710
2023-03-16 19:16:00,0,735,0,0,0,757
2023-03-16 19:18:00,0,588,0,0,0,607
2023-03-16 19:20:00,0,571,0,0,0,587
2023-03-16 19:22:00,0,591,0,0,0,601
2023-03-16 19:24:00,0,616,0,0,0,634
2023-03-16 19:26:00,0,736,0,0,0,756
2023-03-16 19:28:00,0,590,0,0,0,609
2023-03-16 19:30:00,0,606,0,0,0,619
2023-03-16 19:32:00,0,619,0,0,0,629
2023-03-16 19:34:00,0,576,0,0,0,590
2023-03-16 19:36:00,0,747,0,0,0,768
2023-03-16 19:38:00,0,621,0,0,0,641
2023-03-16 19:40:00,0,574,0,0,0,589
2023-03-16 19:42:00,0,581,0,0,0,602
2023-03-16 19:44:00,0,575,0,0,0,590
2023-03-16 19:46:00,0,732,0,0,0,755
2023-03-16 19:48:00,0,662,0,0,0,694
2023-03-16 19:50:00,0,606,0,0,0,618
2023-03-16 19:52:00,0,613,0,0,0,635
2023-03-16 19:54:00,0,588,0,0,0,601
2023-03-16 19:56:00,0,739,0,0,0,760
2023-03-16 19:58:00,0,726,0,0,0,759
2023-03-16 20:00:00,0,578,0,0,0,589
2023-03-16 20:02:00,0,585,0,0,0,607
2023-03-16 20:04:00,0,576,0,0,0,591
2023-03-16 20:06:00,0,687,0,0,0,716
2023-03-16 20:08:00,0,748,0,0,0,776
2023-03-16 20:10:00,0,607,0,0,0,617
2023-03-16 20:12:00,0,579,0,0,0,602
2023-03-16 20:14:00,0,580,0,0,0,592
2023-03-16 20:16:00,0,608,0,0,0,630
2023-03-16 20:18:00,0,751,0,0,0,774
2023-03-16 20:20:00,0,585,0,0,0,595
2023-03-16 20:22:00,0,585,0,0,0,609
2023-03-16 20:24:00,0,588,0,0,0,597
2023-03-16 20:26:00,0,610,0,0,0,634
2023-03-16 20:28:00,0,770,0,0,0,795
2023-03-16 20:30:00,0,618,0,0,0,627
2023-03-16 20:32:00,0,595,0,0,0,612
2023-03-16 20:34:00,0,596,0,0,0,601
2023-03-16 20:36:00,0,592,0,0,0,612
2023-03-16 20:38:00,0,750,0,0,0,771
2023-03-16 20:40:00,0,688,0,0,0,703
2023-03-16 20:42:00,0,591,0,0,0,603
2023-03-16 20:44:00,0,604,0,0,0,605
2023-03-16 20:46:00,0,591,0,0,0,606
2023-03-16 20:48:00,0,776,0,0,0,795
2023-03-16 20:50:00,0,775,0,0,0,794
2023-03-16 20:52:00,0,596,0,0,0,607
2023-03-16 20:54:00,0,601,0,0,0,605
2023-03-16 20:56:00,0,592,0,0,0,610
2023-03-16 20:58:00,0,696,0,0,0,706
2023-03-16 21:00:00,0,730,0,0,0,755
2023-03-16 21:02:00,0,591,0,0,0,602
2023-03-16 21:04:00,0,639,0,0,0,642
2023-03-16 21:06:00,0,597,0,0,0,615
2023-03-16 21:08:00,0,630,0,0,0,635
2023-03-16 21:10:00,0,733,0,0,0,758
2023-03-16 21:12:00,0,592,0,0,0,602
2023-03-16 21:14:00,0,606,0,0,0,608
2023-03-16 21:16:00,0,587,0,0,0,602
2023-03-16 21:18:00,0,598,0,0,0,603
2023-03-16 21:20:00,0,727,0,0,0,753
2023-03-16 21:22:00,0,630,0,0,0,646
2023-03-16 21:24:00,0,604,0,0,0,607
2023-03-16 21:26:00,0,618,0,0,0,629
2023-03-16 21:28:00,0,630,0,0,0,638
2023-03-16 21:30:00,0,728,0,0,0,755
2023-03-16 21:32:00,0,703,0,0,0,719
2023-03-16 21:34:00,0,591,0,0,0,606
2023-03-16 21:36:00,0,596,0,0,0,609
2023-03-16 21:38:00,0,614,0,0,0,619
