"Time","Transmit Total","Receive Total"
2023-03-16 18:00:00,533626,438231
2023-03-16 18:02:00,647369,535596
2023-03-16 18:04:00,579784,475529
2023-03-16 18:06:00,609361,471401
2023-03-16 18:08:00,606983,480979
2023-03-16 18:10:00,543573,429198
2023-03-16 18:12:00,638292,530689
2023-03-16 18:14:00,635231,532559
2023-03-16 18:16:00,558426,441595
2023-03-16 18:18:00,550158,455120
2023-03-16 18:20:00,548100,433351
2023-03-16 18:22:00,624959,520600
2023-03-16 18:24:00,646040,549911
2023-03-16 18:26:00,559886,441510
2023-03-16 18:28:00,592837,474814
2023-03-16 18:30:00,596004,460246
2023-03-16 18:32:00,560910,468298
2023-03-16 18:34:00,657010,555696
2023-03-16 18:36:00,557872,446429
2023-03-16 18:38:00,550898,451602
2023-03-16 18:40:00,543721,429224
2023-03-16 18:42:00,537990,432089
2023-03-16 18:44:00,649887,536932
2023-03-16 18:46:00,538376,431520
2023-03-16 18:48:00,559866,453897
2023-03-16 18:50:00,546314,432513
2023-03-16 18:52:00,599039,477896
2023-03-16 18:54:00,659143,543830
2023-03-16 18:56:00,589293,469543
2023-03-16 18:58:00,548506,453362
2023-03-16 19:00:00,551504,437438
2023-03-16 19:02:00,547811,448456
2023-03-16 19:04:00,648799,534179
2023-03-16 19:06:00,635390,519899
2023-03-16 19:08:00,561019,451500
2023-03-16 19:10:00,578454,452101
2023-03-16 19:12:00,542814,443352
2023-03-16 19:14:00,620027,514287
2023-03-16 19:16:00,650678,550838
2023-03-16 19:18:00,558469,444870
2023-03-16 19:20:00,531868,427800
2023-03-16 19:22:00,553167,452385
2023-03-16 19:24:00,565618,464346
2023-03-16 19:26:00,651532,554754
2023-03-16 19:28:00,560223,445671
2023-03-16 19:30:00,578001,451584
2023-03-16 19:32:00,595652,474739
2023-03-16 19:34:00,537440,429919
2023-03-16 19:36:00,675300,568088
2023-03-16 19:38:00,580650,461179
2023-03-16 19:40:00,529719,424893
2023-03-16 19:42:00,555294,440957
2023-03-16 19:44:00,531721,428422
2023-03-16 19:46:00,644225,547493
2023-03-16 19:48:00,614377,482294
2023-03-16 19:50:00,582943,467468
2023-03-16 19:52:00,600037,457324
2023-03-16 19:54:00,535479,432692
2023-03-16 19:56:00,652234,555430
2023-03-16 19:58:00,663801,541352
2023-03-16 20:00:00,531675,437323
2023-03-16 20:02:00,557878,440397
