"Time","Load[5m]","Load[1m]","Load[15m]"
2023-03-04 11:00:00,2.03,1.55,2.35
2023-03-04 11:02:00,1.91,1.58,2.26
2023-03-04 11:04:00,1.74,1.56,2.14
2023-03-04 11:06:00,2.10,2.60,2.23
2023-03-04 11:08:00,2.73,3.48,2.45
2023-03-04 11:10:00,3.14,2.99,2.65
2023-03-04 11:12:00,2.90,3.30,2.59
2023-03-04 11:14:00,3.26,3.81,2.76
2023-03-04 11:16:00,2.65,1.86,2.59
2023-03-04 11:18:00,2.47,1.56,2.53
2023-03-04 11:20:00,3.10,3.10,2.77
2023-03-04 11:22:00,2.66,2.07,2.64
2023-03-04 11:24:00,2.14,1.22,2.45
2023-03-04 11:26:00,2.01,1.70,2.35
2023-03-04 11:28:00,2.34,2.13,2.44
2023-03-04 11:30:00,2.55,2.69,2.49
2023-03-04 11:32:00,2.10,1.37,2.34
2023-03-04 11:34:00,1.93,1.59,2.24
2023-03-04 11:36:00,2.51,3.30,2.40
2023-03-04 11:38:00,2.52,2.33,2.42
2023-03-04 11:40:00,3.17,5.60,2.63
2023-03-04 11:42:00,2.46,1.54,2.42
2023-03-04 11:44:00,2.13,1.41,2.31
2023-03-04 11:46:00,1.87,1.09,2.19
2023-03-04 11:48:00,2.22,2.98,2.27
2023-03-04 11:50:00,2.23,2.17,2.27
2023-03-04 11:52:00,2.22,2.40,2.25
2023-03-04 11:54:00,1.95,1.63,2.14
2023-03-04 11:56:00,1.84,1.81,2.07
2023-03-04 11:58:00,1.75,1.64,2
2023-03-04 12:00:00,1.45,1.12,1.86
2023-03-04 12:02:00,1.87,2.04,1.96
2023-03-04 12:04:00,1.89,1.96,1.96
2023-03-04 12:06:00,1.85,1.95,1.93
2023-03-04 12:08:00,1.92,2.35,1.94
2023-03-04 12:10:00,2.65,3.55,2.22
2023-03-04 12:12:00,2.26,1.69,2.12
2023-03-04 12:14:00,1.98,1.41,2.04
2023-03-04 12:16:00,1.92,1.83,2.01
2023-03-04 12:18:00,1.67,1.16,1.91
2023-03-04 12:20:00,1.65,1.46,1.87
2023-03-04 12:22:00,1.93,2.94,1.92
2023-03-04 12:24:00,1.70,1.59,1.83
2023-03-04 12:26:00,2,2.62,1.92
2023-03-04 12:28:00,2.70,4.69,2.17
2023-03-04 12:30:00,3.54,6.61,2.52
2023-03-04 12:32:00,3.57,3.54,2.65
2023-03-04 12:34:00,3.28,2.77,2.65
2023-03-04 12:36:00,2.75,2.26,2.51
2023-03-04 12:38:00,2.20,1.21,2.34
2023-03-04 12:40:00,1.78,0.850,2.17
2023-03-04 12:42:00,1.59,1.06,2.06
2023-03-04 12:44:00,1.95,1.91,2.14
2023-03-04 12:46:00,1.77,1.53,2.06
2023-03-04 12:48:00,1.55,1.07,1.93
2023-03-04 12:50:00,1.59,1.54,1.90
2023-03-04 12:52:00,1.82,2.12,1.94
2023-03-04 12:54:00,2.95,5.44,2.33
2023-03-04 12:56:00,3.29,3.11,2.56
2023-03-04 12:58:00,2.55,1.22,2.37
2023-03-04 13:00:00,2.62,2.34,2.42
2023-03-04 13:02:00,2.02,1.04,2.21
2023-03-04 13:04:00,2.32,2.58,2.29
2023-03-04 13:06:00,2,1.47,2.16
2023-03-04 13:08:00,1.78,1.35,2.06
2023-03-04 13:10:00,2.28,4.36,2.18
2023-03-04 13:12:00,2.18,2.26,2.16
2023-03-04 13:14:00,1.98,1.64,2.07
2023-03-04 13:16:00,2.54,3.59,2.26
2023-03-04 13:18:00,2.34,1.86,2.22
2023-03-04 13:20:00,1.94,1.49,2.08
2023-03-04 13:22:00,1.62,0.920,1.94
2023-03-04 13:24:00,1.48,1.28,1.85
2023-03-04 13:26:00,1.81,1.66,1.93
2023-03-04 13:28:00,1.53,1,1.82
2023-03-04 13:30:00,1.50,1.60,1.75
2023-03-04 13:32:00,3.05,6.10,2.27
2023-03-04 13:34:00,3.05,3.13,2.36
2023-03-04 13:36:00,2.50,1.73,2.25
2023-03-04 13:38:00,2.67,2.59,2.34
2023-03-04 13:40:00,2.99,2.87,2.51
2023-03-04 13:42:00,2.41,1.50,2.34
2023-03-04 13:44:00,1.98,1.19,2.19
2023-03-04 13:46:00,2.15,2.04,2.22
2023-03-04 13:48:00,2.09,1.85,2.18
2023-03-04 13:50:00,2.42,2.39,2.30
2023-03-04 13:52:00,3.10,3.42,2.58
2023-03-04 13:54:00,4.41,6.43,3.12
2023-03-04 13:56:00,3.41,1.85,2.91
2023-03-04 13:58:00,2.63,1.09,2.68
2023-03-04 14:00:00,2.18,1.29,2.51
2023-03-04 14:02:00,1.78,1.15,2.31
2023-03-04 14:04:00,1.71,1.54,2.20
2023-03-04 14:06:00,2.17,3.81,2.28
2023-03-04 14:08:00,1.92,1.86,2.17
2023-03-04 14:10:00,2.32,2.49,2.29
2023-03-04 14:12:00,2.67,3.60,2.42
2023-03-04 14:14:00,3.35,4.08,2.71
2023-03-04 14:16:00,3.78,4.05,2.96
2023-03-04 14:18:00,3.02,1.93,2.76
2023-03-04 14:20:00,2.35,1.08,2.54
2023-03-04 14:22:00,2.06,1.18,2.42
2023-03-04 14:24:00,1.74,1.27,2.25
2023-03-04 14:26:00,1.47,1.02,2.07
2023-03-04 14:28:00,1.79,1.83,2.13
2023-03-04 14:30:00,1.50,1.09,1.96
2023-03-04 14:32:00,1.66,1.98,1.97
2023-03-04 14:34:00,2.19,2.61,2.14
2023-03-04 14:36:00,2.58,3.18,2.28
2023-03-04 14:38:00,2.67,2.68,2.36
2023-03-04 14:40:00,2.62,2.55,2.36
2023-03-04 14:42:00,2.14,1.49,2.21
2023-03-04 14:44:00,1.72,0.900,2.04
2023-03-04 14:46:00,1.70,1.54,1.98
2023-03-04 14:48:00,2.62,4.36,2.26
2023-03-04 14:50:00,2.09,1.58,2.11
2023-03-04 14:52:00,1.84,1.57,2.01
2023-03-04 14:54:00,1.99,2.48,2.02
2023-03-04 14:56:00,1.90,1.61,1.99
2023-03-04 14:58:00,2.10,2.87,2.03
2023-03-04 15:00:00,1.85,1.58,1.93
2023-03-04 15:02:00,1.73,1.72,1.87
2023-03-04 15:04:00,1.51,1.08,1.77
2023-03-04 15:06:00,1.39,1.04,1.69
2023-03-04 15:08:00,1.77,2.10,1.79
2023-03-04 15:10:00,2.02,2.13,1.88
2023-03-04 15:12:00,1.80,1.56,1.82
2023-03-04 15:14:00,1.47,0.940,1.69
2023-03-04 15:16:00,2.08,3.19,1.88
2023-03-04 15:18:00,2.66,3.91,2.10
2023-03-04 15:20:00,2.21,1.46,2
2023-03-04 15:22:00,2.30,2.51,2.06
2023-03-04 15:24:00,2.01,1.46,1.97
2023-03-04 15:26:00,1.73,1.15,1.88
2023-03-04 15:28:00,1.46,0.980,1.76
2023-03-04 15:30:00,1.88,2.54,1.87
2023-03-04 15:32:00,1.86,2.15,1.84
2023-03-04 15:34:00,1.66,1.22,1.78
2023-03-04 15:36:00,1.70,1.71,1.77
2023-03-04 15:38:00,2.64,4.35,2.12
2023-03-04 15:40:00,3.12,4.10,2.35
2023-03-04 15:42:00,2.73,2.07,2.29
2023-03-04 15:44:00,2.09,0.940,2.11
2023-03-04 15:46:00,1.92,1.57,2.04
2023-03-04 15:48:00,2.38,2.79,2.19
2023-03-04 15:50:00,2.04,1.37,2.09
2023-03-04 15:52:00,2.63,2.32,2.34
2023-03-04 15:54:00,2.25,1.70,2.22
2023-03-04 15:56:00,2.36,2.75,2.26
2023-03-04 15:58:00,2.45,2.73,2.31
2023-03-04 16:00:00,2.56,2.82,2.36
2023-03-04 16:02:00,2.39,2.07,2.32
2023-03-04 16:04:00,2.16,1.34,2.25
2023-03-04 16:06:00,1.98,1.52,2.19
2023-03-04 16:08:00,1.74,1.35,2.07
2023-03-04 16:10:00,1.48,1.06,1.92
2023-03-04 16:12:00,2.19,2.56,2.13
2023-03-04 16:14:00,1.94,1.50,2.05
2023-03-04 16:16:00,1.70,1.33,1.94
2023-03-04 16:18:00,2.36,2.78,2.17
2023-03-04 16:20:00,2.56,2.94,2.26
2023-03-04 16:22:00,2.43,2.17,2.25
2023-03-04 16:24:00,2.38,1.98,2.26
2023-03-04 16:26:00,1.97,1.40,2.10
2023-03-04 16:28:00,1.67,1.26,1.98
2023-03-04 16:30:00,1.45,1.13,1.85
2023-03-04 16:32:00,2.50,5.34,2.15
2023-03-04 16:34:00,2.43,2.25,2.18
2023-03-04 16:36:00,2.33,1.65,2.18
2023-03-04 16:38:00,2.69,4.05,2.30
2023-03-04 16:40:00,2.40,2.13,2.23
2023-03-04 16:42:00,2.10,1.57,2.13
2023-03-04 16:44:00,2.48,4.63,2.24
2023-03-04 16:46:00,2.64,3.33,2.30
2023-03-04 16:48:00,2.14,1.43,2.16
2023-03-04 16:50:00,2.29,1.71,2.22
2023-03-04 16:52:00,2.21,1.95,2.20
2023-03-04 16:54:00,2.46,2.36,2.30
2023-03-04 16:56:00,2.07,1.45,2.17
2023-03-04 16:58:00,2.15,1.64,2.20
2023-03-04 17:00:00,2.07,2.05,2.16
2023-03-04 17:02:00,2.65,3.42,2.35
2023-03-04 17:04:00,2.33,1.67,2.28
2023-03-04 17:06:00,2.11,1.62,2.21
2023-03-04 17:08:00,1.96,1.76,2.13
2023-03-04 17:10:00,1.69,1.27,2.02
2023-03-04 17:12:00,1.62,1.33,1.96
2023-03-04 17:14:00,2.23,3.47,2.12
2023-03-04 17:16:00,1.89,1.54,2
2023-03-04 17:18:00,1.73,1.32,1.92
2023-03-04 17:20:00,2.36,4.62,2.11
2023-03-04 17:22:00,2.86,4.34,2.30
2023-03-04 17:24:00,2.67,2.04,2.31
2023-03-04 17:26:00,2.97,3.93,2.45
2023-03-04 17:28:00,2.36,1.62,2.27
2023-03-04 17:30:00,2.02,1.28,2.16
2023-03-04 17:32:00,1.84,1.30,2.07
2023-03-04 17:34:00,1.56,1.04,1.93
2023-03-04 17:36:00,2.50,4.60,2.22
2023-03-04 17:38:00,2.60,2.62,2.31
2023-03-04 17:40:00,2.77,3.71,2.38
2023-03-04 17:42:00,2.88,3,2.47
2023-03-04 17:44:00,4.60,6.90,3.15
2023-03-04 17:46:00,3.97,3,3.10
2023-03-04 17:48:00,3.46,2.37,3.01
2023-03-04 17:50:00,2.82,1.79,2.82
2023-03-04 17:52:00,2.39,1.49,2.65
2023-03-04 17:54:00,2,1.21,2.46
2023-03-04 17:56:00,2.24,2.49,2.50
2023-03-04 17:58:00,2.01,1.56,2.37
2023-03-04 18:00:00,1.54,0.640,2.15
2023-03-04 18:02:00,3.29,5.82,2.72
2023-03-04 18:04:00,3.50,3.99,2.86
2023-03-04 18:06:00,3.60,3.48,2.98
2023-03-04 18:08:00,3.68,3.56,3.08
2023-03-04 18:10:00,2.69,1.12,2.78
2023-03-04 18:12:00,2.69,1.80,2.78
2023-03-04 18:14:00,2.34,1.79,2.64
2023-03-04 18:16:00,1.90,1.09,2.44
2023-03-04 18:18:00,2.17,2.20,2.47
2023-03-04 18:20:00,1.78,1.23,2.29
2023-03-04 18:22:00,1.79,2.06,2.22
2023-03-04 18:24:00,1.82,1.83,2.17
2023-03-04 18:26:00,1.82,1.61,2.13
2023-03-04 18:28:00,1.83,2.23,2.08
2023-03-04 18:30:00,1.59,1.23,1.96
2023-03-04 18:32:00,1.52,1.60,1.87
2023-03-04 18:34:00,2.05,3.04,2.01
2023-03-04 18:36:00,2.37,2.13,2.16
2023-03-04 18:38:00,2.67,2.72,2.29
2023-03-04 18:40:00,2.66,2.80,2.32
2023-03-04 18:42:00,2.32,1.91,2.24
2023-03-04 18:44:00,2.13,1.98,2.17
2023-03-04 18:46:00,2.36,2.42,2.25
2023-03-04 18:48:00,2.29,1.93,2.24
2023-03-04 18:50:00,2.51,2.65,2.32
2023-03-04 18:52:00,2.30,1.90,2.26
2023-03-04 18:54:00,1.84,1.07,2.10
2023-03-04 18:56:00,2.02,1.68,2.14
2023-03-04 18:58:00,2.36,3.53,2.24
2023-03-04 19:00:00,2.77,3.53,2.39
2023-03-04 19:02:00,2.47,2.19,2.32
2023-03-04 19:04:00,2.11,1.53,2.20
2023-03-04 19:06:00,2.68,4.22,2.39
2023-03-04 19:08:00,2.73,2.54,2.45
2023-03-04 19:10:00,2.15,1.24,2.26
2023-03-04 19:12:00,1.85,1.10,2.14
2023-03-04 19:14:00,1.70,1.47,2.04
2023-03-04 19:16:00,2,2.05,2.11
2023-03-04 19:18:00,1.71,1.23,1.98
2023-03-04 19:20:00,2.13,2.63,2.11
2023-03-04 19:22:00,1.96,1.95,2.03
2023-03-04 19:24:00,2.45,3.37,2.20
2023-03-04 19:26:00,2.68,3.15,2.33
2023-03-04 19:28:00,3.06,3.99,2.50
2023-03-04 19:30:00,2.89,2.41,2.51
2023-03-04 19:32:00,2.29,1.14,2.32
2023-03-04 19:34:00,2.86,5.20,2.49
2023-03-04 19:36:00,2.30,1.75,2.33
2023-03-04 19:38:00,2.04,1.37,2.23
2023-03-04 19:40:00,2.49,3.55,2.37
2023-03-04 19:42:00,2.61,2.71,2.41
2023-03-04 19:44:00,2.22,1.43,2.29
2023-03-04 19:46:00,1.84,1.27,2.13
2023-03-04 19:48:00,2.46,3.37,2.32
2023-03-04 19:50:00,2.62,3.06,2.40
2023-03-04 19:52:00,3.07,4.17,2.57
2023-03-04 19:54:00,2.36,1.28,2.37
2023-03-04 19:56:00,2.01,1.36,2.22
2023-03-04 19:58:00,2.27,3.34,2.27
2023-03-04 20:00:00,1.93,1.45,2.16
2023-03-04 20:02:00,1.62,0.960,2
2023-03-04 20:04:00,1.52,1.21,1.91
2023-03-04 20:06:00,1.51,1.54,1.86
2023-03-04 20:08:00,2.35,2.84,2.16
2023-03-04 20:10:00,3.25,5.39,2.49
2023-03-04 20:12:00,2.80,1.98,2.42
2023-03-04 20:14:00,2.82,2.17,2.49
2023-03-04 20:16:00,2.12,1,2.26
2023-03-04 20:18:00,2.03,1.49,2.20
2023-03-04 20:20:00,2.28,3.42,2.25
2023-03-04 20:22:00,2.35,2.48,2.28
2023-03-04 20:24:00,2.02,1.54,2.16
2023-03-04 20:26:00,1.83,1.55,2.07
2023-03-04 20:28:00,2.09,2.84,2.11
2023-03-04 20:30:00,2.28,2.63,2.18
2023-03-04 20:32:00,2.61,2.87,2.30
2023-03-04 20:34:00,2.26,1.81,2.21
2023-03-04 20:36:00,1.90,1.12,2.09
2023-03-04 20:38:00,2.14,2.30,2.15
2023-03-04 20:40:00,1.85,1.13,2.05
2023-03-04 20:42:00,2.39,4.05,2.20
2023-03-04 20:44:00,2.48,3.46,2.23
2023-03-04 20:46:00,2.02,1.54,2.09
2023-03-04 20:48:00,1.82,1.73,1.99
2023-03-04 20:50:00,2.54,4.16,2.21
2023-03-04 20:52:00,3.02,3.67,2.44
2023-03-04 20:54:00,2.38,1.39,2.27
2023-03-04 20:56:00,2,1.25,2.15
2023-03-04 20:58:00,1.72,1.19,2.01
2023-03-04 21:00:00,1.55,1.18,1.91
2023-03-04 21:02:00,1.52,1.31,1.85
2023-03-04 21:04:00,1.90,2.11,1.96
2023-03-04 21:06:00,1.93,1.77,1.95
2023-03-04 21:08:00,3.17,6.04,2.38
2023-03-04 21:10:00,3.76,4.70,2.71
2023-03-04 21:12:00,4.30,4.66,3.04
2023-03-04 21:14:00,3.96,2.81,3.09
2023-03-04 21:16:00,3.39,2.11,2.98
2023-03-04 21:18:00,3.49,2.96,3.07
2023-03-04 21:20:00,2.67,1.26,2.81
2023-03-04 21:22:00,2.51,2,2.73
2023-03-04 21:24:00,2.70,3.44,2.74
2023-03-04 21:26:00,2.42,2.06,2.63
2023-03-04 21:28:00,1.98,1.44,2.42
2023-03-04 21:30:00,2.29,3.15,2.48
2023-03-04 21:32:00,2.78,4.40,2.60
2023-03-04 21:34:00,3.31,4.98,2.81
2023-03-04 21:36:00,3.10,2.78,2.78
2023-03-04 21:38:00,2.51,1.69,2.59
2023-03-04 21:40:00,2.19,1.59,2.46
2023-03-04 21:42:00,1.87,1.06,2.31
2023-03-04 21:44:00,1.77,1.20,2.23
2023-03-04 21:46:00,3.11,3.79,2.69
2023-03-04 21:48:00,2.77,1.71,2.62
2023-03-04 21:50:00,2.31,1.61,2.46
2023-03-04 21:52:00,2.28,2.27,2.43
2023-03-04 21:54:00,1.93,1.06,2.28
2023-03-04 21:56:00,1.62,0.960,2.11
2023-03-04 21:58:00,1.69,2.22,2.06
2023-03-04 22:00:00,1.34,0.800,1.88
2023-03-04 22:02:00,1.25,1.22,1.76
2023-03-04 22:04:00,1.09,0.770,1.65
2023-03-04 22:06:00,1.67,2.75,1.78
2023-03-04 22:08:00,1.67,1.57,1.76
2023-03-04 22:10:00,1.57,1.19,1.72
2023-03-04 22:12:00,2.47,4.67,2
2023-03-04 22:14:00,3.08,4.67,2.28
2023-03-04 22:16:00,3.49,4.08,2.51
2023-03-04 22:18:00,2.69,1.49,2.33
2023-03-04 22:20:00,2.28,1.43,2.21
2023-03-04 22:22:00,2.04,1.39,2.13
2023-03-04 22:24:00,1.66,0.940,1.98
2023-03-04 22:26:00,1.45,0.970,1.85
2023-03-04 22:28:00,1.87,1.84,1.97
2023-03-04 22:30:00,2.51,4.76,2.16
2023-03-04 22:32:00,2.17,2.02,2.07
2023-03-04 22:34:00,2.37,3.15,2.12
2023-03-04 22:36:00,3.23,4.08,2.50
2023-03-04 22:38:00,2.66,2.17,2.37
2023-03-04 22:40:00,2.76,2.68,2.43
2023-03-04 22:42:00,2.32,1.37,2.31
2023-03-04 22:44:00,2.10,1.86,2.22
2023-03-04 22:46:00,1.65,0.820,2.04
2023-03-04 22:48:00,2.08,2.44,2.15
2023-03-04 22:50:00,2.63,3.70,2.33
2023-03-04 22:52:00,3.62,5.42,2.72
2023-03-04 22:54:00,3.77,3.96,2.87
2023-03-04 22:56:00,3.74,3.28,2.98
2023-03-04 22:58:00,3.38,2.40,2.95
2023-03-04 23:00:00,3.00,2.30,2.85
2023-03-04 23:02:00,2.42,1.22,2.65
2023-03-04 23:04:00,1.99,1.04,2.45
2023-03-04 23:06:00,1.79,1.31,2.33
2023-03-04 23:08:00,2.03,3.66,2.32
2023-03-04 23:10:00,1.86,1.83,2.22
2023-03-04 23:12:00,1.65,1.27,2.09
2023-03-04 23:14:00,2.26,3.66,2.25
2023-03-04 23:16:00,2.74,4.03,2.41
2023-03-04 23:18:00,2.88,3.30,2.49
2023-03-04 23:20:00,2.97,3.39,2.57
2023-03-04 23:22:00,2.36,1.21,2.40
2023-03-04 23:24:00,2.02,1.25,2.26
2023-03-04 23:26:00,2.07,2.04,2.23
2023-03-04 23:28:00,1.68,0.830,2.06
2023-03-04 23:30:00,2.11,2.35,2.18
2023-03-04 23:32:00,2.18,1.84,2.20
2023-03-04 23:34:00,2.75,2.69,2.45
2023-03-04 23:36:00,3.07,4.60,2.57
2023-03-04 23:38:00,3.07,2.88,2.62
2023-03-04 23:40:00,2.42,1.39,2.44
2023-03-04 23:42:00,2.01,1.16,2.28
2023-03-04 23:44:00,1.85,1.30,2.18
2023-03-04 23:46:00,1.54,0.980,2.02
2023-03-04 23:48:00,1.54,1.38,1.96
2023-03-04 23:50:00,2.16,4.07,2.10
2023-03-04 23:52:00,1.99,2.14,2.05
2023-03-04 23:54:00,2.16,2.07,2.11
2023-03-04 23:56:00,2.02,1.35,2.06
2023-03-04 23:58:00,3.04,4.93,2.42
2023-03-05 00:00:00,3.62,5.16,2.71
2023-03-05 00:02:00,2.92,1.84,2.56
2023-03-05 00:04:00,2.52,1.69,2.45
2023-03-05 00:06:00,2.11,1.38,2.30
2023-03-05 00:08:00,1.98,1.79,2.20
2023-03-05 00:10:00,1.66,1.05,2.06
2023-03-05 00:12:00,1.56,1.24,1.97
2023-03-05 00:14:00,1.52,1.44,1.89
2023-03-05 00:16:00,1.55,1.43,1.86
2023-03-05 00:18:00,1.90,2.94,1.94
2023-03-05 00:20:00,3.02,4.22,2.36
2023-03-05 00:22:00,3.02,2.62,2.45
2023-03-05 00:24:00,2.64,2.09,2.39
2023-03-05 00:26:00,2.15,1.30,2.22
2023-03-05 00:28:00,1.79,1.14,2.07
2023-03-05 00:30:00,1.73,1.50,2.02
2023-03-05 00:32:00,2.50,3.47,2.25
2023-03-05 00:34:00,2.75,4.08,2.35
2023-03-05 00:36:00,3.01,3.43,2.49
2023-03-05 00:38:00,3.77,5.56,2.81
2023-03-05 00:40:00,3.33,3.10,2.76
2023-03-05 00:42:00,4.41,5.51,3.23
2023-03-05 00:44:00,3.44,1.92,3.02
2023-03-05 00:46:00,2.63,1.01,2.77
2023-03-05 00:48:00,2.15,1.16,2.56
2023-03-05 00:50:00,2.04,1.90,2.47
2023-03-05 00:52:00,2.39,3.85,2.51
2023-03-05 00:54:00,2.72,3.75,2.61
2023-03-05 00:56:00,2.15,1.37,2.41
2023-03-05 00:58:00,2.28,2.67,2.42
2023-03-05 01:00:00,2.64,2.84,2.55
2023-03-05 01:02:00,2.61,2.35,2.55
2023-03-05 01:04:00,2.49,2.23,2.51
2023-03-05 01:06:00,2.23,1.45,2.41
2023-03-05 01:08:00,2.19,1.70,2.38
2023-03-05 01:10:00,2.26,1.79,2.40
2023-03-05 01:12:00,2.31,1.82,2.41
2023-03-05 01:14:00,2.40,2.33,2.40
2023-03-05 01:16:00,1.99,1.33,2.26
2023-03-05 01:18:00,2.03,1.46,2.25
2023-03-05 01:20:00,2.46,2.46,2.40
2023-03-05 01:22:00,2.27,2.07,2.32
2023-03-05 01:24:00,1.85,1.09,2.16
2023-03-05 01:26:00,2.43,3.22,2.31
2023-03-05 01:28:00,2.13,1.77,2.21
2023-03-05 01:30:00,3.52,6.11,2.69
2023-03-05 01:32:00,2.91,2,2.57
2023-03-05 01:34:00,2.69,3.27,2.53
2023-03-05 01:36:00,2.51,1.94,2.48
2023-03-05 01:38:00,2.46,1.91,2.47
2023-03-05 01:40:00,2.06,1.67,2.31
2023-03-05 01:42:00,2.21,2.49,2.33
2023-03-05 01:44:00,2.28,2.31,2.33
2023-03-05 01:46:00,1.99,1.62,2.21
2023-03-05 01:48:00,1.85,1.81,2.11
2023-03-05 01:50:00,1.75,1.72,2.04
2023-03-05 01:52:00,1.91,1.93,2.06
2023-03-05 01:54:00,1.55,0.960,1.90
2023-03-05 01:56:00,1.85,1.73,1.97
2023-03-05 01:58:00,1.90,1.80,1.98
2023-03-05 02:00:00,2.32,3.37,2.11
2023-03-05 02:02:00,2.76,4.56,2.29
2023-03-05 02:04:00,3.52,4.82,2.62
2023-03-05 02:06:00,2.91,1.81,2.52
2023-03-05 02:08:00,2.51,1.73,2.41
2023-03-05 02:10:00,2.11,1.37,2.26
2023-03-05 02:12:00,1.94,1.48,2.19
2023-03-05 02:14:00,1.73,1.19,2.07
2023-03-05 02:16:00,1.73,1.61,2.02
2023-03-05 02:18:00,2.85,7.05,2.34
2023-03-05 02:20:00,2.60,2.91,2.31
2023-03-05 02:22:00,2.88,3.71,2.43
2023-03-05 02:24:00,3.45,5.32,2.67
2023-03-05 02:26:00,3.19,2.78,2.67
2023-03-05 02:28:00,2.94,2.54,2.63
2023-03-05 02:30:00,2.49,2.14,2.49
2023-03-05 02:32:00,1.96,1.02,2.30
2023-03-05 02:34:00,1.74,1.37,2.15
2023-03-05 02:36:00,1.63,1.41,2.07
2023-03-05 02:38:00,1.87,1.39,2.12
2023-03-05 02:40:00,1.77,1.50,2.04
2023-03-05 02:42:00,1.56,1.38,1.93
