"Time","Transmit Total","Receive Total"
2023-03-05 02:38:00,429219,314844
2023-03-05 02:40:00,442263,322734
2023-03-05 02:42:00,458438,356450
2023-03-05 02:44:00,533255,416947
2023-03-05 02:46:00,442351,323303
2023-03-05 02:48:00,428904,315211
2023-03-05 02:50:00,447465,326233
2023-03-05 02:52:00,453181,345788
2023-03-05 02:54:00,535727,419466
2023-03-05 02:56:00,467559,347321
2023-03-05 02:58:00,476617,338339
2023-03-05 03:00:00,441963,321488
2023-03-05 03:02:00,450294,336790
2023-03-05 03:04:00,531832,415877
2023-03-05 03:06:00,449238,325965
2023-03-05 03:08:00,432589,317231
2023-03-05 03:10:00,443212,325370
2023-03-05 03:12:00,448089,332297
2023-03-05 03:14:00,535967,417740
2023-03-05 03:16:00,459493,329001
2023-03-05 03:18:00,495397,350147
2023-03-05 03:20:00,445819,326101
2023-03-05 03:22:00,446755,325501
2023-03-05 03:24:00,528713,413678
2023-03-05 03:26:00,438313,318827
2023-03-05 03:28:00,427299,313074
2023-03-05 03:30:00,439249,323429
2023-03-05 03:32:00,439916,321192
2023-03-05 03:34:00,530163,415441
2023-03-05 03:36:00,461028,334988
2023-03-05 03:38:00,437226,319379
2023-03-05 03:40:00,449081,326754
2023-03-05 03:42:00,463940,344192
2023-03-05 03:44:00,589643,450967
2023-03-05 03:46:00,467259,339052
2023-03-05 03:48:00,431816,316966
2023-03-05 03:50:00,438974,319986
2023-03-05 03:52:00,436497,314244
2023-03-05 03:54:00,531152,414839
2023-03-05 03:56:00,497901,357660
2023-03-05 03:58:00,464161,334640
2023-03-05 04:00:00,443726,322548
2023-03-05 04:02:00,435465,315816
2023-03-05 04:04:00,530688,415609
2023-03-05 04:06:00,499310,361738
2023-03-05 04:08:00,464475,348664
2023-03-05 04:10:00,483704,344262
2023-03-05 04:12:00,432147,313091
2023-03-05 04:14:00,529082,413969
2023-03-05 04:16:00,509191,371431
2023-03-05 04:18:00,439219,324970
2023-03-05 04:20:00,439454,322016
2023-03-05 04:22:00,438186,316535
2023-03-05 04:24:00,538123,420845
2023-03-05 04:26:00,525410,388882
2023-03-05 04:28:00,489705,349989
2023-03-05 04:30:00,437184,318933
2023-03-05 04:32:00,455429,324496
2023-03-05 04:34:00,532988,415924
2023-03-05 04:36:00,531119,398389
2023-03-05 04:38:00,441390,325747
2023-03-05 04:40:00,439096,320445
2023-03-05 04:42:00,439023,318236
2023-03-05 04:44:00,545582,426478
2023-03-05 04:46:00,527228,402256
2023-03-05 04:48:00,483801,344343
2023-03-05 04:50:00,488272,347331
2023-03-05 04:52:00,437530,316421
2023-03-05 04:54:00,541991,423875
2023-03-05 04:56:00,530516,408199
2023-03-05 04:58:00,435131,319788
2023-03-05 05:00:00,435025,319612
2023-03-05 05:02:00,435919,316072
2023-03-05 05:04:00,535499,421207
2023-03-05 05:06:00,542797,422412
2023-03-05 05:08:00,439552,323794
2023-03-05 05:10:00,443201,323930
2023-03-05 05:12:00,456069,327906
2023-03-05 05:14:00,518207,408495
2023-03-05 05:16:00,589351,446202
2023-03-05 05:18:00,435354,319948
2023-03-05 05:20:00,442480,322787
2023-03-05 05:22:00,435341,314876
2023-03-05 05:24:00,500310,395051
2023-03-05 05:26:00,533374,414861
2023-03-05 05:28:00,439392,321504
2023-03-05 05:30:00,447379,326342
2023-03-05 05:32:00,430661,311427
2023-03-05 05:34:00,484977,382985
2023-03-05 05:36:00,546063,422197
2023-03-05 05:38:00,435620,320983
2023-03-05 05:40:00,497346,353617
2023-03-05 05:42:00,481060,338968
2023-03-05 05:44:00,471232,371929
2023-03-05 05:46:00,533249,414544
2023-03-05 05:48:00,435521,320464
2023-03-05 05:50:00,455785,333489
2023-03-05 05:52:00,432218,312312
2023-03-05 05:54:00,458829,359373
2023-03-05 05:56:00,539352,419175
2023-03-05 05:58:00,434959,318166
2023-03-05 06:00:00,445095,327489
2023-03-05 06:02:00,485574,340089
2023-03-05 06:04:00,599547,470263
2023-03-05 06:06:00,928236,685787
2023-03-05 06:08:00,523704,359898
2023-03-05 06:10:00,449156,330353
2023-03-05 06:12:00,436795,315153
2023-03-05 06:14:00,464363,352473
2023-03-05 06:16:00,541549,420158
2023-03-05 06:18:00,428013,314410
2023-03-05 06:20:00,445939,325550
2023-03-05 06:22:00,476543,333570
2023-03-05 06:24:00,483417,349126
2023-03-05 06:26:00,544147,422892
2023-03-05 06:28:00,430360,317828
2023-03-05 06:30:00,443541,324623
2023-03-05 06:32:00,430008,310895
2023-03-05 06:34:00,436096,320665
2023-03-05 06:36:00,559146,434185
2023-03-05 06:38:00,454808,327959
2023-03-05 06:40:00,462889,333056
2023-03-05 06:42:00,428865,309370
2023-03-05 06:44:00,431653,317176
2023-03-05 06:46:00,566412,447738
2023-03-05 06:48:00,497882,354242
2023-03-05 06:50:00,444837,325181
2023-03-05 06:52:00,437198,313630
2023-03-05 06:54:00,440740,324836
2023-03-05 06:56:00,544866,425178
2023-03-05 06:58:00,467085,340836
2023-03-05 07:00:00,441647,320678
2023-03-05 07:02:00,432578,311555
2023-03-05 07:04:00,430857,315031
2023-03-05 07:06:00,545949,421144
2023-03-05 07:08:00,472389,345603
2023-03-05 07:10:00,488612,347134
2023-03-05 07:12:00,435535,314925
2023-03-05 07:14:00,429865,315951
2023-03-05 07:16:00,540521,421107
2023-03-05 07:18:00,489225,359590
2023-03-05 07:20:00,445293,325638
2023-03-05 07:22:00,441527,318340
2023-03-05 07:24:00,430168,315363
2023-03-05 07:26:00,562620,431926
2023-03-05 07:28:00,528156,386474
2023-03-05 07:30:00,443444,320891
2023-03-05 07:32:00,438383,318195
2023-03-05 07:34:00,426950,312587
2023-03-05 07:36:00,550430,425621
2023-03-05 07:38:00,571439,416930
2023-03-05 07:40:00,491298,350098
2023-03-05 07:42:00,439249,320317
2023-03-05 07:44:00,428074,314368
2023-03-05 07:46:00,538433,418984
2023-03-05 07:48:00,523742,398362
2023-03-05 07:50:00,443489,323234
2023-03-05 07:52:00,444445,322479
2023-03-05 07:54:00,480153,341685
2023-03-05 07:56:00,568948,423546
2023-03-05 07:58:00,536710,414199
2023-03-05 08:00:00,438084,321400
2023-03-05 08:02:00,436179,316748
2023-03-05 08:04:00,429410,316066
2023-03-05 08:06:00,551396,429546
2023-03-05 08:08:00,542519,422977
2023-03-05 08:10:00,457920,331262
2023-03-05 08:12:00,501080,349039
2023-03-05 08:14:00,476632,340276
2023-03-05 08:16:00,522880,408798
2023-03-05 08:18:00,546454,428404
2023-03-05 08:20:00,440595,320484
2023-03-05 08:22:00,438244,315493
2023-03-05 08:24:00,435941,320183
2023-03-05 08:26:00,509463,398321
2023-03-05 08:28:00,541123,424980
2023-03-05 08:30:00,434096,317908
2023-03-05 08:32:00,434923,315759
2023-03-05 08:34:00,434211,316948
2023-03-05 08:36:00,504930,392997
2023-03-05 08:38:00,587385,448591
2023-03-05 08:40:00,483668,343386
2023-03-05 08:42:00,438531,316728
2023-03-05 08:44:00,434303,317692
2023-03-05 08:46:00,479075,376401
2023-03-05 08:48:00,536638,422003
2023-03-05 08:50:00,459492,331905
2023-03-05 08:52:00,458145,326029
2023-03-05 08:54:00,439512,322846
2023-03-05 08:56:00,460665,359592
2023-03-05 08:58:00,589714,449398
2023-03-05 09:00:00,439084,319886
2023-03-05 09:02:00,435123,315827
2023-03-05 09:04:00,443377,326418
2023-03-05 09:06:00,460314,351533
2023-03-05 09:08:00,540954,424755
2023-03-05 09:10:00,436245,319184
2023-03-05 09:12:00,435911,315972
2023-03-05 09:14:00,442441,322677
2023-03-05 09:16:00,442137,333238
2023-03-05 09:18:00,541538,424107
2023-03-05 09:20:00,471142,349614
2023-03-05 09:22:00,484748,340853
2023-03-05 09:24:00,435995,319961
2023-03-05 09:26:00,438261,326139
2023-03-05 09:28:00,537255,422497
2023-03-05 09:30:00,442555,323085
2023-03-05 09:32:00,429327,310919
2023-03-05 09:34:00,437000,319628
2023-03-05 09:36:00,445210,323391
2023-03-05 09:38:00,540046,423332
2023-03-05 09:40:00,453077,332337
2023-03-05 09:42:00,486803,343257
2023-03-05 09:44:00,434103,318739
2023-03-05 09:46:00,430668,312578
2023-03-05 09:48:00,536862,420665
2023-03-05 09:50:00,487462,351617
2023-03-05 09:52:00,454094,322989
2023-03-05 09:54:00,438386,319906
2023-03-05 09:56:00,431767,313623
2023-03-05 09:58:00,589402,450069
2023-03-05 10:00:00,487060,356129
2023-03-05 10:02:00,432639,313614
2023-03-05 10:04:00,512433,399881
2023-03-05 10:06:00,619420,504603
2023-03-05 10:08:00,540141,424372
2023-03-05 10:10:00,494044,362432
2023-03-05 10:12:00,432216,312326
2023-03-05 10:14:00,441014,321343
2023-03-05 10:16:00,436058,316723
2023-03-05 10:18:00,582452,445745
2023-03-05 10:20:00,531992,372206
2023-03-05 10:22:00,431037,311347
2023-03-05 10:24:00,436493,320832
