"Time","Load[5m] (172.16.66.122:9796)","Load[5m] (172.16.66.123:9796)","Load[5m] (172.16.66.124:9796)","Load[1m] (172.16.66.122:9796)","Load[1m] (172.16.66.123:9796)","Load[1m] (172.16.66.124:9796)","Load[15m] (172.16.66.122:9796)","Load[15m] (172.16.66.123:9796)","Load[15m] (172.16.66.124:9796)"
2023-03-11 09:00:00,1.62,0.350,0.640,0.700,0.340,0.700,1.81,0.470,0.710
2023-03-11 09:02:00,1.22,0.650,0.570,0.460,0.970,0.510,1.63,0.560,0.680
2023-03-11 09:04:00,0.980,0.490,0.490,0.490,0.270,0.340,1.49,0.510,0.630
2023-03-11 09:06:00,0.950,0.380,0.430,0.890,0.210,0.350,1.41,0.460,0.590
2023-03-11 09:08:00,1.01,0.370,0.470,1.29,0.280,0.690,1.37,0.450,0.580
2023-03-11 09:10:00,0.930,0.290,1.08,0.760,0.130,1.93,1.30,0.410,0.790
2023-03-11 09:12:00,1.03,0.250,1.35,1.07,0.210,3.03,1.29,0.370,0.900
2023-03-11 09:14:00,1.09,0.220,1.04,1.01,0.140,0.840,1.28,0.340,0.840
2023-03-11 09:16:00,1.15,0.230,0.830,1.13,0.160,0.430,1.28,0.330,0.780
2023-03-11 09:18:00,1.19,0.180,0.650,1.35,0.0600,0.350,1.27,0.300,0.720
2023-03-11 09:20:00,1.03,0.220,0.450,0.730,0.260,0.0800,1.20,0.300,0.630
2023-03-11 09:22:00,1.39,0.350,0.540,1.45,0.610,0.730,1.33,0.340,0.640
2023-03-11 09:24:00,1.07,0.280,0.440,0.590,0.200,0.300,1.21,0.310,0.590
2023-03-11 09:26:00,0.900,0.200,0.440,0.660,0.0400,0.450,1.13,0.270,0.570
2023-03-11 09:28:00,0.790,0.220,0.370,0.490,0.220,0.220,1.05,0.270,0.530
2023-03-11 09:30:00,0.730,0.290,0.310,0.580,0.250,0.250,1,0.290,0.480
2023-03-11 09:32:00,1.19,0.240,0.340,2.24,0.130,0.300,1.12,0.270,0.470
2023-03-11 09:34:00,0.920,0.420,0.840,0.630,0.710,1.17,1.03,0.330,0.650
2023-03-11 09:36:00,0.830,0.400,0.710,0.550,0.410,0.470,0.980,0.330,0.620
2023-03-11 09:38:00,0.610,0.480,0.620,0.190,0.520,0.420,0.880,0.370,0.600
2023-03-11 09:40:00,0.620,0.610,0.520,0.500,0.750,0.290,0.860,0.430,0.560
2023-03-11 09:42:00,0.960,0.640,0.790,1.65,0.610,1.18,0.950,0.460,0.650
2023-03-11 09:44:00,0.900,0.490,0.560,0.880,0.250,0.260,0.930,0.420,0.580
2023-03-11 09:46:00,0.730,1.26,0.820,0.510,2.38,1.49,0.860,0.710,0.670
