"Time","Receive Errors (172.16.66.122:9796)","Receive Errors (172.16.66.123:9796)","Receive Errors (172.16.66.124:9796)","Receive Total (172.16.66.122:9796)","Receive Total (172.16.66.123:9796)","Receive Total (172.16.66.124:9796)","Transmit Errors (172.16.66.122:9796)","Transmit Errors (172.16.66.123:9796)","Transmit Errors (172.16.66.124:9796)","Receive Dropped (172.16.66.122:9796)","Receive Dropped (172.16.66.123:9796)","Receive Dropped (172.16.66.124:9796)","Transmit Dropped (172.16.66.122:9796)","Transmit Dropped (172.16.66.123:9796)","Transmit Dropped (172.16.66.124:9796)","Transmit Total (172.16.66.122:9796)","Transmit Total (172.16.66.123:9796)","Transmit Total (172.16.66.124:9796)"
2023-03-11 09:00:00,0,0,0,209,175,122,0,0,0,0,0,0,0,0,0,209,179,140
2023-03-11 09:02:00,0,0,0,298,269,129,0,0,0,0,0,0,0,0,0,297,283,147
2023-03-11 09:04:00,0,0,0,266,209,117,0,0,0,0,0,0,0,0,0,253,217,144
2023-03-11 09:06:00,0,0,0,209,173,114,0,0,0,0,0,0,0,0,0,194,178,138
2023-03-11 09:08:00,0,0,0,245,215,196,0,0,0,0,0,0,0,0,0,319,193,165
2023-03-11 09:10:00,0,0,0,248,221,221,0,0,0,0,0,0,0,0,0,344,196,176
2023-03-11 09:12:00,0,0,0,318,280,152,0,0,0,0,0,0,0,0,0,321,296,163
2023-03-11 09:14:00,0,0,0,303,269,125,0,0,0,0,0,0,0,0,0,296,283,151
2023-03-11 09:16:00,0,0,0,211,177,117,0,0,0,0,0,0,0,0,0,198,186,138
2023-03-11 09:18:00,0,0,0,222,201,115,0,0,0,0,0,0,0,0,0,215,191,138
2023-03-11 09:20:00,0,0,0,223,198,116,0,0,0,0,0,0,0,0,0,218,191,139
2023-03-11 09:22:00,0,0,0,282,261,119,0,0,0,0,0,0,0,0,0,271,277,144
2023-03-11 09:24:00,0,0,0,297,264,119,0,0,0,0,0,0,0,0,0,286,277,145
2023-03-11 09:26:00,0,0,0,214,172,112,0,0,0,0,0,0,0,0,0,196,174,135
2023-03-11 09:28:00,0,0,0,210,172,108,0,0,0,0,0,0,0,0,0,195,175,133
2023-03-11 09:30:00,0,0,0,222,174,116,0,0,0,0,0,0,0,0,0,209,178,140
2023-03-11 09:32:00,0,0,0,263,249,109,0,0,0,0,0,0,0,0,0,252,264,135
2023-03-11 09:34:00,0,0,0,301,268,120,0,0,0,0,0,0,0,0,0,286,287,146
2023-03-11 09:36:00,0,0,0,207,171,110,0,0,0,0,0,0,0,0,0,194,174,133
2023-03-11 09:38:00,0,0,0,217,201,113,0,0,0,0,0,0,0,0,0,212,196,136
2023-03-11 09:40:00,0,0,0,214,176,118,0,0,0,0,0,0,0,0,0,203,179,140
2023-03-11 09:42:00,0,0,0,238,225,109,0,0,0,0,0,0,0,0,0,226,234,132
2023-03-11 09:44:00,0,0,0,297,266,124,0,0,0,0,0,0,0,0,0,287,280,149
2023-03-11 09:46:00,0,0,0,211,172,123,0,0,0,0,0,0,0,0,0,206,175,138
2023-03-11 09:48:00,0,0,0,218,173,118,0,0,0,0,0,0,0,0,0,206,178,136
2023-03-11 09:50:00,0,0,0,214,173,114,0,0,0,0,0,0,0,0,0,203,177,138
2023-03-11 09:52:00,0,0,0,222,207,108,0,0,0,0,0,0,0,0,0,207,222,134
2023-03-11 09:54:00,0,0,0,296,264,117,0,0,0,0,0,0,0,0,0,286,277,145
2023-03-11 09:56:00,0,0,0,212,173,110,0,0,0,0,0,0,0,0,0,200,177,134
2023-03-11 09:58:00,0,0,0,206,170,103,0,0,0,0,0,0,0,0,0,189,173,130
2023-03-11 10:00:00,0,0,0,214,173,114,0,0,0,0,0,0,0,0,0,203,177,138
2023-03-11 10:02:00,0,0,0,207,183,106,0,0,0,0,0,0,0,0,0,195,188,132
2023-03-11 10:04:00,0,0,0,303,287,116,0,0,0,0,0,0,0,0,0,301,289,142
2023-03-11 10:06:00,0,0,0,230,199,113,0,0,0,0,0,0,0,0,0,220,189,135
2023-03-11 10:08:00,0,0,0,207,169,104,0,0,0,0,0,0,0,0,0,189,172,130
