"Time","Transmit Total (172.16.66.122:9796)","Transmit Total (172.16.66.123:9796)","Transmit Total (172.16.66.124:9796)","Receive Total (172.16.66.122:9796)","Receive Total (172.16.66.123:9796)","Receive Total (172.16.66.124:9796)"
2023-03-11 09:00:00,191080,142348,146086,118561,136555,99463
2023-03-11 09:02:00,264786,215714,146817,191822,211315,100092
2023-03-11 09:04:00,224680,169213,134925,166374,163295,87564
2023-03-11 09:06:00,174583,139854,133705,117139,133420,86518
2023-03-11 09:08:00,398437,189990,223574,144661,185130,180592
2023-03-11 09:10:00,425606,191056,245315,127566,186020,203296
2023-03-11 09:12:00,296761,231276,160015,195515,220527,114101
2023-03-11 09:14:00,263558,216036,139084,190709,212646,92282
2023-03-11 09:16:00,176622,155693,134498,116635,140672,87814
2023-03-11 09:18:00,203571,166527,132905,122819,161271,86246
2023-03-11 09:20:00,207571,167584,136145,123199,161779,89571
2023-03-11 09:22:00,241426,210575,134120,182625,205042,87194
2023-03-11 09:24:00,253787,216482,134709,193380,211388,87723
2023-03-11 09:26:00,179823,138375,132742,126747,132037,86004
2023-03-11 09:28:00,179842,143346,132247,121207,137298,85470
2023-03-11 09:30:00,196374,146440,138111,140177,139744,91395
2023-03-11 09:32:00,224657,207356,132517,165311,201995,85546
2023-03-11 09:34:00,255324,232296,134489,199295,218616,87592
2023-03-11 09:36:00,172745,135661,132431,113438,130772,85639
2023-03-11 09:38:00,200330,171726,132559,120256,163756,86006
2023-03-11 09:40:00,184510,143504,136244,121578,137589,89771
2023-03-11 09:42:00,201742,184753,132250,143528,179097,85397
2023-03-11 09:44:00,254708,215508,136371,192687,210584,89726
2023-03-11 09:46:00,190484,139287,145238,119032,132726,99009
2023-03-11 09:48:00,196445,142760,141112,138665,136129,94948
2023-03-11 09:50:00,184532,144345,136143,122947,138023,89481
2023-03-11 09:52:00,187964,186430,132360,135246,170694,85359
2023-03-11 09:54:00,251859,213000,134289,190918,209041,87346
2023-03-11 09:56:00,182808,147362,134076,120737,137760,86963
2023-03-11 09:58:00,171247,143406,129397,117646,136622,82064
2023-03-11 10:00:00,187414,145755,137668,122740,139343,90924
2023-03-11 10:02:00,175940,150728,132314,117276,144477,85285
2023-03-11 10:04:00,275418,237625,134129,192846,233878,87176
2023-03-11 10:06:00,215191,167080,135537,140630,161329,88949
2023-03-11 10:08:00,170651,138214,129036,116515,131676,81963
2023-03-11 10:10:00,187477,162001,136013,129071,146871,89461
2023-03-11 10:12:00,173005,135707,132265,114790,130607,85470
2023-03-11 10:14:00,254968,232186,132193,193107,219054,85397
2023-03-11 10:16:00,185619,144006,137875,121670,137928,91465
2023-03-11 10:18:00,171011,139326,129142,116611,132380,82414
2023-03-11 10:20:00,184514,145270,136068,123225,138365,89619
2023-03-11 10:22:00,183485,136644,141978,115535,130786,95375
2023-03-11 10:24:00,268368,215139,144309,203280,210701,97778
