"Time","10250/TCP","3000/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8081/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP"
2023-03-11 11:00:00,3.02,,1.80,,6.48,9.18,3.20,2.50,,2.30,,5.16,2,1.68
2023-03-11 11:02:00,3.30,,,,6.74,8.84,3.38,2.56,,2.28,21.9,5.14,1.92,1.76
2023-03-11 11:04:00,3.28,,1.72,,6.74,9.02,3.32,2.50,,2.24,,5.16,1.96,1.66
2023-03-11 11:06:00,3.44,,,,6.94,9.12,3.14,2.50,1.58,2.36,,5.10,1.90,1.66
2023-03-11 11:08:00,3.28,,1.52,,6.76,8.26,2.90,2.48,,2.36,,5.20,1.96,1.68
2023-03-11 11:10:00,3.30,,1.78,,6.84,8.72,3.20,2.52,,2.30,,5.12,1.90,1.68
2023-03-11 11:12:00,3.26,,,,6.70,8.70,3.12,2.48,,2.28,5.20,5.14,1.90,1.70
2023-03-11 11:14:00,3.40,,1.72,,6.68,9.32,3.38,2.54,,2.36,,5.20,1.96,1.68
2023-03-11 11:16:00,3.46,,1.52,,6.64,9.46,3.34,2.52,,2.42,,5.20,1.94,1.68
2023-03-11 11:18:00,3.36,,1.52,,6.60,9.32,3.32,2.50,,2.40,,5.22,1.94,1.68
2023-03-11 11:20:00,3.44,,1.82,,6.74,9.40,3.24,2.44,,2.42,,5.18,1.88,1.68
2023-03-11 11:22:00,3.34,,1.52,,6.78,9.34,3.30,2.54,,2.42,,5.22,1.94,1.68
2023-03-11 11:24:00,3.42,,1.72,,6.82,9.16,3.36,2.52,,2.44,,5.16,1.94,1.68
2023-03-11 11:26:00,3.44,,,,7.00,9.16,3.10,2.52,1.56,2.42,,5.18,1.94,1.68
2023-03-11 11:28:00,3.40,,1.52,,6.88,9.22,3.10,2.52,,2.46,,5.20,1.88,1.66
2023-03-11 11:30:00,3.26,,1.78,,6.86,8.98,3.24,2.44,,2.42,,5.20,1.92,1.68
2023-03-11 11:32:00,3.28,1.58,,,6.66,9.18,3.14,2.50,,2.46,,5.16,2,1.68
2023-03-11 11:34:00,3.26,,1.72,,6.52,9.28,3.44,2.38,,2.46,,5.18,1.94,1.68
2023-03-11 11:36:00,3.34,,1.52,,7.08,9.22,3.28,2.48,,2.42,,5.20,1.92,1.68
2023-03-11 11:38:00,3.18,,1.52,,6.90,9.24,3.28,2.42,,2.22,,5.18,1.98,1.70
2023-03-11 11:40:00,3.34,,1.84,,6.66,9.34,3.22,2.56,,2.40,,5.10,1.96,1.68
2023-03-11 11:42:00,3.26,,1.52,,6.72,8.98,3.22,2.36,,2.38,,5.12,1.92,1.68
2023-03-11 11:44:00,3.10,,1.90,2,6.64,9.10,3.22,2.50,,2.28,,5.16,1.84,
2023-03-11 11:46:00,3.24,,1.70,,6.74,8.94,3.04,2.40,,2.32,,5.18,1.98,1.68
2023-03-11 11:48:00,3.34,,1.52,,6.82,8.88,3.16,2.58,,2.42,,5.14,1.94,1.70
2023-03-11 11:50:00,3.30,,1.82,,6.68,8.94,3.14,2.50,,2.32,,5.12,1.96,1.78
2023-03-11 11:52:00,3.38,,1.52,,6.74,8.72,3.22,2.56,,2.46,,5.14,1.94,1.80
2023-03-11 11:54:00,3.26,,1.72,,6.84,9.10,3.26,2.40,,2.38,,5.14,2,1.76
2023-03-11 11:56:00,3.40,,1.52,,6.82,9.10,3.24,2.48,,2.42,,5.20,1.92,1.76
2023-03-11 11:58:00,3.18,,1.52,,6.84,9.12,3.06,2.48,,2.40,,5.10,1.90,1.76
2023-03-11 12:00:00,3.26,,1.80,,6.84,9.10,3.04,2.56,,2.32,,5.12,1.90,1.68
2023-03-11 12:02:00,3.10,,1.52,,6.78,9,3.04,2.48,,2.34,,5.16,1.90,1.76
2023-03-11 12:04:00,3.26,,1.72,,6.76,10.4,2.94,2.54,,2.34,3.80,5.16,1.96,
2023-03-11 12:06:00,3.34,,1.52,,6.60,9.02,3.10,2.52,,2.34,,5.12,1.84,1.68
2023-03-11 12:08:00,3.34,,1.52,,6.54,8.88,3,2.44,,2.38,,5.12,1.92,1.66
2023-03-11 12:10:00,3.22,,1.78,,6.58,8.90,3.12,2.48,,2.22,,5.14,1.88,1.68
2023-03-11 12:12:00,3.30,,1.52,,6.96,9.16,3.22,2.54,,2.30,,5.12,1.86,1.68
2023-03-11 12:14:00,3.34,,,2.70,6.82,15.9,3.18,2.48,,2.34,21.6,5.16,1.96,
2023-03-11 12:16:00,3.36,,,,6.72,8.62,2.68,2.54,1.54,2.20,,5.10,1.86,1.68
2023-03-11 12:18:00,3.14,,1.52,,6.72,8.72,3.06,2.48,,2.30,,5.14,1.90,1.68
2023-03-11 12:20:00,3.14,,1.82,,6.80,8.82,3.16,2.54,,2.20,,5.10,1.94,1.68
2023-03-11 12:22:00,3.14,,1.52,,6.58,9.12,2.98,2.48,,2.34,,5.14,1.96,1.68
2023-03-11 12:24:00,3.02,,,2.68,6.72,16.1,3.08,2.54,,2.36,42.9,5.14,1.96,
2023-03-11 12:26:00,3.20,,,,6.66,8.52,3.08,2.42,1.52,2.20,,5.10,1.90,1.68
2023-03-11 12:28:00,2.88,,1.52,,6.62,8.76,3.04,2.48,,2.30,,5.10,1.74,1.68
2023-03-11 12:30:00,3.14,,1.82,,6.84,8.54,3.08,2.48,,2.24,,5.14,1.92,1.64
2023-03-11 12:32:00,3.20,,1.52,,6.64,8.48,2.80,2.56,,2.18,,5.04,1.80,1.68
2023-03-11 12:34:00,3.22,,,2.72,6.68,15.8,3.24,2.52,,2.18,69.9,5.10,1.80,
2023-03-11 12:36:00,3.24,,1.52,,6.82,8.44,2.80,2.56,,2.26,,5.16,1.96,1.66
2023-03-11 12:38:00,3.28,,1.52,,6.72,9.14,3.14,2.50,,2.46,,5.12,1.98,1.66
2023-03-11 12:40:00,3.40,,1.82,,6.56,9.34,3.34,2.58,,2.50,,5.22,1.96,1.68
2023-03-11 12:42:00,3.40,,1.52,,6.60,9.56,3.30,2.44,,2.48,,5.16,1.92,1.68
2023-03-11 12:44:00,3.40,,,4.12,6.68,16.7,3.60,2.42,,2.48,94.4,5.18,2,
2023-03-11 12:46:00,3.44,,1.70,,6.82,9.44,3.30,2.52,,2.46,,5.20,2.02,1.68
2023-03-11 12:48:00,3.34,,1.52,,6.76,9.40,3.12,2.48,,2.34,,5.20,1.92,1.68
2023-03-11 12:50:00,3.40,,1.82,,6.64,9.18,3.16,2.54,,2.32,,5.20,1.90,1.68
2023-03-11 12:52:00,3.40,,1.52,,6.66,9.32,3.18,2.52,,2.28,,5.20,1.98,1.68
2023-03-11 12:54:00,3.28,,,2.84,6.54,16.6,3.66,2.52,,2.42,99.7,5.18,1.96,
2023-03-11 12:56:00,3.36,,,,6.84,9.20,3.22,2.56,1.52,2.44,,5.22,1.94,1.66
2023-03-11 12:58:00,3.32,,1.52,,6.76,9.32,3.16,2.54,,2.44,,5.18,1.90,1.68
2023-03-11 13:00:00,3.36,,1.84,,6.76,8.98,3.14,2.54,,2.32,,5.18,1.96,1.66
2023-03-11 13:02:00,3.34,,1.52,,6.64,8.98,3.18,2.60,,2.34,,5.20,1.94,1.74
2023-03-11 13:04:00,3.38,,,1.86,6.52,15.1,3.66,2.50,,2.40,101,5.20,1.92,
2023-03-11 13:06:00,3.48,,1.52,,6.78,9.24,3.38,2.48,,2.30,,5.18,1.96,1.64
2023-03-11 13:08:00,3.36,,1.52,,6.58,9.08,3.10,2.60,,2.36,,5.16,1.98,1.68
2023-03-11 13:10:00,3.32,,1.82,,6.62,9.04,2.90,2.56,,2.44,,5.16,1.98,1.68
2023-03-11 13:12:00,3.42,,1.52,,6.64,9.06,3.14,2.48,,2.38,,5.12,1.86,1.68
2023-03-11 13:14:00,3.32,,1.72,,6.72,9.04,3.42,2.48,,2.24,87.0,5.20,1.84,
2023-03-11 13:16:00,3.48,,1.52,,6.82,8.94,3.32,2.50,,2.30,,5.14,1.92,1.68
2023-03-11 13:18:00,3.28,,1.52,,6.56,8.92,3.12,2.48,,2.38,,5.12,1.94,1.66
2023-03-11 13:20:00,3.38,,1.84,,6.76,8.96,3.06,2.46,,2.38,,5.10,1.90,1.68
2023-03-11 13:22:00,3.08,1.52,,,6.62,9.06,3.08,2.48,,2.32,,5.14,1.98,1.68
2023-03-11 13:24:00,3.36,,1.72,,6.46,9.12,2.96,2.48,,2.42,66.0,5.16,2.02,
2023-03-11 13:26:00,3.50,,1.52,,6.76,8.76,3.32,2.48,,2.28,,5.20,1.94,1.68
2023-03-11 13:28:00,3.22,,1.52,,6.80,8.82,3.06,2.48,,2.24,,5.18,1.96,1.66
2023-03-11 13:30:00,3.14,,1.82,,6.76,9.08,3.06,2.52,,2.40,,5.16,1.90,1.66
2023-03-11 13:32:00,3.38,,1.52,,6.50,8.70,3.20,2.46,,2.40,,5.16,1.92,1.72
2023-03-11 13:34:00,3.20,,1.72,,6.80,9.16,3.32,2.46,,2.46,45.7,5.20,1.92,
2023-03-11 13:36:00,3.34,,1.52,,7.26,9.04,3.32,2.50,,2.40,,5.16,1.92,1.68
2023-03-11 13:38:00,3.26,,1.52,,6.64,8.76,3,2.36,,2.48,,5.10,1.90,1.66
2023-03-11 13:40:00,3.10,,1.82,,6.72,8.84,2.78,2.54,,2.36,,5.06,1.92,1.70
2023-03-11 13:42:00,3.46,,1.52,,6.78,8.80,3.08,2.52,,2.26,,5.08,1.96,1.68
2023-03-11 13:44:00,3.26,,,2.30,6.68,8.86,3.28,2.46,,2.18,26.6,5.06,2,
2023-03-11 13:46:00,3.36,,1.70,,6.70,8.86,3.20,2.50,,2.28,,5.06,1.92,1.70
2023-03-11 13:48:00,3.22,,1.52,,6.60,8.28,3.04,2.44,,2.16,,5.02,1.86,1.66
2023-03-11 13:50:00,3.10,,1.82,,6.60,8.60,2.92,2.48,,2.34,,5.08,1.86,1.66
2023-03-11 13:52:00,3.16,,1.52,,6.62,8.44,3.14,2.54,,2.24,,5.10,1.90,1.68
2023-03-11 13:54:00,3.26,,1.72,,6.78,8.38,3.06,2.44,,2.18,8.40,5.16,1.82,
2023-03-11 13:56:00,3.16,,1.52,,6.60,8.56,2.94,2.50,,2.16,,5.20,1.86,1.64
2023-03-11 13:58:00,3.06,,1.52,,6.66,8.68,2.78,2.48,,2.36,,5.12,1.86,1.64
2023-03-11 14:00:00,3.24,,1.82,,6.80,8.56,2.88,2.44,,2.24,,5.14,1.90,1.74
2023-03-11 14:02:00,3.26,,1.52,,6.64,8.32,2.98,2.50,,2.28,,5.18,1.92,1.78
2023-03-11 14:04:00,3.12,,1.72,,6.76,8.52,2.92,2.46,,2.18,,5.16,1.96,1.68
2023-03-11 14:06:00,3.48,,1.52,,6.62,8.44,3.32,2.52,,2.42,,5.12,1.90,1.68
2023-03-11 14:08:00,3.18,,1.52,,6.72,8.56,2.60,2.52,,2.24,,5.12,1.96,1.70
2023-03-11 14:10:00,3.32,,1.82,,6.74,8.56,2.96,2.48,,2.26,,5.16,1.76,1.68
2023-03-11 14:12:00,3.40,,1.52,,6.52,8.56,2.96,2.46,,2.28,,5.16,1.88,1.66
2023-03-11 14:14:00,3.18,,1.72,,6.52,8.52,2.88,2.50,,2.28,,5,2,1.66
2023-03-11 14:16:00,3.26,,,,6.86,8.12,3.02,2.48,1.56,2.40,,5.10,1.78,1.70
2023-03-11 14:18:00,3.12,,1.52,,6.78,8.44,2.94,2.52,,2.12,,5.02,1.92,1.68
2023-03-11 14:20:00,3.28,,1.78,,6.84,8.36,2.80,2.46,,2.32,,5.06,1.90,1.68
2023-03-11 14:22:00,3.02,,1.52,,6.80,8.50,2.90,2.44,,2.30,,5,1.88,1.70
2023-03-11 14:24:00,3.10,,1.72,,6.68,8.64,3.04,2.52,,2.34,,5.04,1.86,1.66
2023-03-11 14:26:00,3.46,,1.52,,7.24,8.60,3.24,2.54,,2.16,,5.10,1.86,1.68
2023-03-11 14:28:00,3.32,,1.52,,6.64,8.38,2.70,2.56,,2.20,,5.16,1.98,1.66
2023-03-11 14:30:00,3.22,,1.82,,6.60,8.42,2.98,2.52,,2.12,,5.14,1.88,1.68
2023-03-11 14:32:00,2.98,,1.52,,7.00,8.52,2.96,2.40,,2.28,,5.10,1.92,1.68
2023-03-11 14:34:00,2.98,,1.72,,6.84,8.12,2.98,2.50,,2.30,,5.10,2,1.66
2023-03-11 14:36:00,3.10,,1.52,,7.12,8.48,2.94,2.54,,2.10,,5.08,1.94,1.68
2023-03-11 14:38:00,2.84,,1.52,,6.66,8.52,3.08,2.36,,2.24,,5.14,1.72,1.64
2023-03-11 14:40:00,3.20,,1.82,,6.70,7.92,3,2.48,,2.32,,5.08,1.90,1.76
2023-03-11 14:42:00,3.34,,1.52,,6.92,8.82,3,2.40,,2.20,,5.00,1.82,1.76
2023-03-11 14:44:00,2.86,,1.90,2.24,6.72,8.18,2.86,2.48,,2.12,,5.04,1.96,
2023-03-11 14:46:00,3.38,,1.70,,7.02,9,2.86,2.50,,2.26,,5.06,1.84,1.76
2023-03-11 14:48:00,3.38,,1.52,,6.68,9.32,3.30,2.46,,2.38,,5.20,1.94,1.66
2023-03-11 14:50:00,3.40,,1.82,,7.00,9.48,3.22,2.54,,2.40,,5.16,1.94,1.68
2023-03-11 14:52:00,3.46,,1.52,,6.60,9.40,3.18,2.56,,2.42,,5.22,1.96,1.68
2023-03-11 14:54:00,3.40,,1.72,,6.74,9.40,3.20,2.44,,2.36,,5.18,1.94,1.68
2023-03-11 14:56:00,3.58,,,2.28,7.00,16.3,3.32,2.54,,2.46,11.9,5.22,1.92,
2023-03-11 14:58:00,3.42,,1.52,,6.84,9.40,3.34,2.48,,2.32,,5.20,1.92,1.70
2023-03-11 15:00:00,3.38,,1.80,,6.64,9.30,3.22,2.56,,2.38,,5.18,1.92,1.68
2023-03-11 15:02:00,3.38,,1.52,,6.80,9.30,3.04,2.50,,2.32,,5.20,1.90,1.74
2023-03-11 15:04:00,3.38,,1.72,,6.62,9.26,3.06,2.50,,2.44,,5.18,2,1.68
2023-03-11 15:06:00,3.46,,,2.20,6.86,16.8,3.34,2.46,,2.32,30.1,5.18,1.94,
2023-03-11 15:08:00,3.46,1.54,,,7.02,9.42,3.28,2.56,,2.40,,5.20,1.94,1.70
2023-03-11 15:10:00,3.16,,1.82,,6.50,9,3.30,2.46,,2.34,,5.18,1.98,1.66
2023-03-11 15:12:00,3.46,,1.52,,6.82,9.26,3.16,2.56,,2.40,,5.14,1.96,1.66
2023-03-11 15:14:00,3.24,,1.72,,6.82,9.06,3.16,2.54,,2.42,,5.20,1.94,1.68
2023-03-11 15:16:00,3.40,,,2.04,6.88,15.7,3.08,2.46,,2.36,48.1,5.12,1.84,
2023-03-11 15:18:00,3.40,,1.52,,6.80,9.16,3.32,2.50,,2.42,,5.16,2,1.68
2023-03-11 15:20:00,3.34,,1.82,,6.60,9.20,2.96,2.50,,2.30,,5.18,1.94,1.68
2023-03-11 15:22:00,3.28,,1.52,,6.68,9.22,3.08,2.52,,2.16,,5.14,1.90,1.64
2023-03-11 15:24:00,3.14,,1.72,,6.46,8.84,3.22,2.52,,2.44,,5.20,2,1.66
2023-03-11 15:26:00,3.50,,,2.04,7.10,15.9,3.36,2.50,,2.26,65.2,5.20,1.96,
2023-03-11 15:28:00,3.24,,1.52,,6.80,9,3.24,2.50,,2.34,,5.16,1.94,1.68
2023-03-11 15:30:00,3.32,,1.82,,6.60,8.72,2.96,2.50,,2.18,,5.18,1.96,1.68
2023-03-11 15:32:00,3.38,,1.52,,6.58,8.84,3.32,2.54,,2.34,,5.20,1.96,1.66
2023-03-11 15:34:00,3.08,,1.72,,6.74,8.44,3,2.52,,2.36,,5.16,1.88,1.68
2023-03-11 15:36:00,3.24,,,2.20,6.90,16.4,3.24,2.44,,2.38,85.3,5.18,1.78,
2023-03-11 15:38:00,3.30,,1.52,,7.08,8.88,3.12,2.54,,2.36,,5.14,1.94,1.68
2023-03-11 15:40:00,3.36,,1.82,,6.72,8.84,2.84,2.52,,2.36,,5.12,1.88,1.68
2023-03-11 15:42:00,3.40,,1.52,,6.86,9.08,3.20,2.50,,2.28,,5.14,1.94,1.68
2023-03-11 15:44:00,3.30,,1.90,2.30,6.74,8.74,3.12,2.54,,2.22,,5.16,1.94,
2023-03-11 15:46:00,3.34,,,2.04,6.92,16.2,3.16,2.46,,2.36,98.2,5.04,1.98,
2023-03-11 15:48:00,3.34,,,,6.68,9.06,2.96,2.54,1.56,2.28,,5.08,1.84,1.66
2023-03-11 15:50:00,3.10,,1.82,,6.60,9.08,3.24,2.56,,2.08,,5.08,1.90,1.70
2023-03-11 15:52:00,3.24,1.52,,,6.84,8.56,3.30,2.54,,2.10,,5.16,1.98,1.66
2023-03-11 15:54:00,3.24,,1.72,,6.72,8.92,3,2.46,,2.18,,5.10,1.90,1.66
2023-03-11 15:56:00,3,,,2.04,7.08,15.8,3.50,2.52,,2.34,101,5.18,1.88,
2023-03-11 15:58:00,3.12,,1.52,,6.72,8.90,3.22,2.46,,2.20,,5.10,1.90,1.68
2023-03-11 16:00:00,3.02,,1.80,,6.72,8.44,3.16,2.54,,2.24,,5.10,1.90,1.66
2023-03-11 16:02:00,3.24,,1.52,,6.86,8.86,3.16,2.46,,2.20,,5.12,1.82,1.78
2023-03-11 16:04:00,3.26,,1.72,,6.88,8.84,3.02,2.54,,2.22,,5.12,1.98,1.66
2023-03-11 16:06:00,3.58,,,,6.88,14.6,3.50,2.44,,2.30,95.4,5.16,1.86,1.68
2023-03-11 16:08:00,3.20,1.52,,,6.56,8.48,2.88,2.50,,2.24,,5.12,1.92,1.70
2023-03-11 16:10:00,3.28,,1.82,,6.62,8.92,2.90,2.56,,2.20,,5.18,1.86,1.68
2023-03-11 16:12:00,3.32,,1.52,,6.78,8.90,3.20,2.50,,2.24,,5.14,1.90,1.68
2023-03-11 16:14:00,3.12,,1.72,,6.78,8.32,2.80,2.48,,2.22,,5.12,1.96,1.66
2023-03-11 16:16:00,3.38,,,,7.02,8.50,3.28,2.44,,2.24,79.7,5.16,1.86,1.66
2023-03-11 16:18:00,3.12,,1.52,,6.68,8.50,3.04,2.48,,2.26,,5.16,1.92,1.68
2023-03-11 16:20:00,3.16,,1.82,,6.60,8.08,3.08,2.40,,2.10,,5.14,1.84,1.68
2023-03-11 16:22:00,3.06,,1.52,,6.78,8.62,3.04,2.34,,2.18,,5.06,1.86,1.68
2023-03-11 16:24:00,3.18,,1.72,,6.76,8.54,3.08,2.46,,2.28,,5.16,1.78,1.68
2023-03-11 16:26:00,3.30,,,,7.02,8.28,3.02,2.32,,1.98,61.9,5.04,1.92,1.66
2023-03-11 16:28:00,3.20,,1.52,,6.64,8.30,2.98,2.52,,2.08,,5.10,1.90,1.68
2023-03-11 16:30:00,3.16,,1.82,,6.60,8.72,2.88,2.46,,2.14,,5.06,1.84,1.68
2023-03-11 16:32:00,3.44,1.54,,,6.86,8.48,2.92,2.48,,2.26,,5.12,1.94,1.68
2023-03-11 16:34:00,3.28,,1.72,,6.58,8.48,3,2.46,,2.20,,5.06,1.96,1.68
2023-03-11 16:36:00,3.32,,,,6.86,8.38,3.18,2.50,,2.24,44.1,5.04,2,1.68
2023-03-11 16:38:00,3.24,,1.52,,6.68,8.44,3,2.40,,2.30,,5.06,1.88,1.66
2023-03-11 16:40:00,3.24,,1.82,,6.78,8.12,2.90,2.50,,2.24,,5.12,1.92,1.74
2023-03-11 16:42:00,3.18,,1.52,,6.78,7.76,2.84,2.60,,2.20,,5.08,1.86,1.64
2023-03-11 16:44:00,3.26,,1.90,2.30,6.82,8.62,2.98,2.50,,2.14,,5.12,1.90,
2023-03-11 16:46:00,3.22,,1.70,,6.84,8.44,3.20,2.58,,2.12,25.6,5.08,1.88,
2023-03-11 16:48:00,3.28,,1.52,,6.64,8.36,2.86,2.52,,2.18,,5.12,1.86,1.66
2023-03-11 16:50:00,3.32,,1.82,,7.14,8.30,3.06,2.38,,2.04,,5.06,1.80,1.68
2023-03-11 16:52:00,3.02,,1.52,,6.68,8.44,2.76,2.56,,2.08,,5.16,1.76,1.68
2023-03-11 16:54:00,3.02,,1.72,,6.64,8.18,2.80,2.54,,2.28,,5.06,1.86,1.74
2023-03-11 16:56:00,3.16,,,,6.74,8.48,2.86,2.46,,2.32,8.32,5.12,1.86,1.82
2023-03-11 16:58:00,2.90,,1.52,,6.56,7.76,3.08,2.42,,2.30,,5,1.88,1.82
2023-03-11 17:00:00,2.96,,1.84,,6.90,8.22,2.88,2.44,,2.36,,5.14,1.88,1.76
2023-03-11 17:02:00,3.22,,1.52,,6.74,8.18,2.80,2.52,,2.32,,5.14,1.96,1.68
2023-03-11 17:04:00,3.12,,1.72,,6.66,7.90,2.68,2.48,,2,,5.10,1.86,1.64
2023-03-11 17:06:00,3.16,,1.52,,6.78,8.02,2.98,2.44,,2.26,,4.98,1.74,1.66
2023-03-11 17:08:00,2.94,,1.52,,6.72,8.44,2.76,2.48,,2.18,,5.08,1.78,1.68
2023-03-11 17:10:00,3.16,,1.82,,7.00,7.88,2.84,2.48,,2.12,,5.04,1.76,1.62
2023-03-11 17:12:00,3.04,,1.52,,6.60,8.40,2.90,2.48,,2.18,,5.08,1.72,1.66
2023-03-11 17:14:00,2.86,,1.72,,6.74,7.82,2.74,2.44,,2.18,,5.12,1.84,1.66
2023-03-11 17:16:00,3.20,,1.52,,6.70,7.76,2.82,2.52,,2.24,,4.98,1.94,1.62
2023-03-11 17:18:00,2.86,,1.52,,6.64,7.68,3.04,2.46,,2.10,,4.94,1.92,1.68
2023-03-11 17:20:00,3.12,,1.86,,6.62,8.24,2.86,2.54,,1.86,,5.08,1.68,1.68
2023-03-11 17:22:00,3.02,1.52,,,6.62,8.28,2.58,2.50,,1.92,,5.02,1.86,1.64
2023-03-11 17:24:00,2.96,,1.72,,6.74,7.84,2.74,2.38,,2.08,,5.02,1.94,1.70
2023-03-11 17:26:00,2.92,,1.52,,6.92,7.98,2.90,2.52,,2.28,,5.08,1.90,1.66
2023-03-11 17:28:00,2.88,,1.52,,6.78,7.44,2.74,2.44,,2.22,,4.96,1.80,1.68
2023-03-11 17:30:00,3.10,,1.82,,6.84,7.92,2.92,2.40,,2.18,,5.04,1.82,1.64
2023-03-11 17:32:00,3.06,,1.52,,6.50,8.16,2.84,2.56,,2.14,,4.98,1.88,1.66
2023-03-11 17:34:00,2.68,,1.72,,6.50,7.74,2.56,2.44,,2.12,,5.02,1.86,1.66
