"Time","FIN","RST","SYN","SYN-ACK"
2023-03-11 09:30:00,14.5,2.70,9.78,8.40
2023-03-11 09:32:00,15.1,2.76,10.1,8.64
2023-03-11 09:34:00,14.6,2.66,9.94,8.46
2023-03-11 09:36:00,14.4,2.62,9.86,8.42
2023-03-11 09:38:00,14.5,2.66,9.90,8.42
2023-03-11 09:40:00,14.6,2.78,9.78,8.38
2023-03-11 09:42:00,22.3,7.90,14.3,11.9
2023-03-11 09:44:00,14.6,2.68,9.94,8.46
2023-03-11 09:46:00,14.4,2.72,9.92,8.48
2023-03-11 09:48:00,14.5,2.74,9.98,8.46
2023-03-11 09:50:00,14.6,2.74,9.78,8.38
2023-03-11 09:52:00,27.4,14.7,17.7,13.6
2023-03-11 09:54:00,14.5,2.62,9.94,8.46
2023-03-11 09:56:00,14.5,2.72,9.88,8.44
2023-03-11 09:58:00,14.5,2.70,9.90,8.42
2023-03-11 10:00:00,14.6,2.70,9.78,8.38
2023-03-11 10:02:00,31.9,20.7,20.7,15.2
2023-03-11 10:04:00,14.5,2.70,9.94,8.46
2023-03-11 10:06:00,14.5,2.66,9.88,8.44
2023-03-11 10:08:00,14.4,2.64,9.90,8.42
2023-03-11 10:10:00,14.6,2.68,9.78,8.38
2023-03-11 10:12:00,35.9,26.6,23.7,16.3
2023-03-11 10:14:00,14.6,2.70,9.82,8.42
2023-03-11 10:16:00,14.5,2.68,10.0,8.48
2023-03-11 10:18:00,14.5,2.72,9.90,8.42
2023-03-11 10:20:00,14.6,2.74,9.78,8.38
2023-03-11 10:22:00,36.0,26.9,23.8,16.2
2023-03-11 10:24:00,14.6,2.66,9.84,8.44
2023-03-11 10:26:00,14.5,2.70,10.0,8.48
2023-03-11 10:28:00,14.5,2.74,9.98,8.46
2023-03-11 10:30:00,14.6,2.70,9.78,8.38
2023-03-11 10:32:00,30.1,24.0,20.6,13.4
2023-03-11 10:34:00,14.5,2.64,9.82,8.42
2023-03-11 10:36:00,14.5,2.64,10.0,8.48
2023-03-11 10:38:00,14.4,2.64,9.90,8.42
2023-03-11 10:40:00,14.6,2.74,9.86,8.42
2023-03-11 10:42:00,26.3,19.0,18.1,12.1
2023-03-11 10:44:00,14.6,2.68,9.88,8.48
2023-03-11 10:46:00,14.7,2.68,9.90,8.42
2023-03-11 10:48:00,14.4,2.62,9.88,8.42
2023-03-11 10:50:00,14.7,2.72,9.86,8.42
2023-03-11 10:52:00,21.3,12.3,14.7,10.4
2023-03-11 10:54:00,14.5,2.68,9.82,8.42
2023-03-11 10:56:00,14.6,2.66,9.90,8.42
2023-03-11 10:58:00,14.4,2.68,9.78,8.38
2023-03-11 11:00:00,14.6,2.68,9.98,8.46
2023-03-11 11:02:00,17.6,7.52,12.4,9.24
2023-03-11 11:04:00,14.5,2.66,9.82,8.42
2023-03-11 11:06:00,14.6,2.68,9.90,8.42
2023-03-11 11:08:00,14.4,2.72,9.78,8.38
2023-03-11 11:10:00,14.6,2.74,9.98,8.46
2023-03-11 11:12:00,15.0,3.70,10.4,8.44
2023-03-11 11:14:00,14.5,2.62,9.82,8.42
2023-03-11 11:16:00,14.6,2.66,9.90,8.42
2023-03-11 11:18:00,14.4,2.68,9.78,8.38
2023-03-11 11:20:00,14.6,2.70,9.98,8.48
2023-03-11 11:22:00,14.5,2.72,9.90,8.42
2023-03-11 11:24:00,14.5,2.66,9.82,8.42
2023-03-11 11:26:00,14.6,2.64,9.90,8.42
2023-03-11 11:28:00,14.4,2.72,9.82,8.40
2023-03-11 11:30:00,14.7,2.78,9.94,8.44
2023-03-11 11:32:00,14.5,2.72,9.90,8.42
2023-03-11 11:34:00,14.5,2.66,9.82,8.42
2023-03-11 11:36:00,14.6,2.72,9.94,8.44
2023-03-11 11:38:00,14.4,2.64,9.78,8.38
2023-03-11 11:40:00,14.6,2.72,9.94,8.46
2023-03-11 11:42:00,14.5,2.70,9.90,8.42
2023-03-11 11:44:00,14.5,2.68,9.88,8.48
2023-03-11 11:46:00,14.6,2.66,9.90,8.42
2023-03-11 11:48:00,14.4,2.64,9.78,8.38
2023-03-11 11:50:00,14.6,2.68,9.98,8.48
2023-03-11 11:52:00,14.4,2.70,9.90,8.42
2023-03-11 11:54:00,14.5,2.64,9.82,8.42
2023-03-11 11:56:00,14.5,2.66,9.90,8.42
2023-03-11 11:58:00,14.5,2.68,9.76,8.38
2023-03-11 12:00:00,14.6,2.70,9.92,8.44
2023-03-11 12:02:00,14.4,2.74,9.90,8.42
2023-03-11 12:04:00,16.5,3.86,11.0,9.52
2023-03-11 12:06:00,14.5,2.66,9.90,8.42
2023-03-11 12:08:00,14.4,2.68,9.78,8.38
2023-03-11 12:10:00,14.6,2.68,9.94,8.44
2023-03-11 12:12:00,14.5,2.74,9.82,8.40
2023-03-11 12:14:00,22.5,8.10,14.5,12.0
2023-03-11 12:16:00,14.5,2.70,9.90,8.42
2023-03-11 12:18:00,14.4,2.76,9.78,8.38
2023-03-11 12:20:00,14.6,2.68,9.94,8.46
2023-03-11 12:22:00,14.4,2.62,9.78,8.38
2023-03-11 12:24:00,26.6,13.5,17.2,13.4
2023-03-11 12:26:00,14.5,2.68,9.90,8.42
2023-03-11 12:28:00,14.4,2.64,9.78,8.38
2023-03-11 12:30:00,14.6,2.68,9.90,8.44
2023-03-11 12:32:00,14.4,2.76,9.78,8.38
2023-03-11 12:34:00,31.6,20.3,20.6,15.1
2023-03-11 12:36:00,14.5,2.72,9.90,8.42
2023-03-11 12:38:00,14.4,2.70,9.78,8.38
2023-03-11 12:40:00,14.6,2.70,9.90,8.44
2023-03-11 12:42:00,14.4,2.70,9.78,8.38
2023-03-11 12:44:00,35.5,25.5,23.2,16.4
2023-03-11 12:46:00,14.6,2.66,9.98,8.46
2023-03-11 12:48:00,14.4,2.64,9.78,8.38
2023-03-11 12:50:00,14.6,2.68,9.90,8.44
2023-03-11 12:52:00,14.4,2.70,9.78,8.38
2023-03-11 12:54:00,36.1,26.8,23.9,16.3
2023-03-11 12:56:00,14.5,2.66,9.90,8.42
2023-03-11 12:58:00,14.5,2.66,9.78,8.38
2023-03-11 13:00:00,14.6,2.70,9.90,8.44
2023-03-11 13:02:00,14.4,2.66,9.78,8.38
2023-03-11 13:04:00,35.2,26.7,23.4,15.8
2023-03-11 13:06:00,14.6,2.70,10,8.46
2023-03-11 13:08:00,14.4,2.64,9.78,8.38
2023-03-11 13:10:00,14.6,2.66,9.90,8.44
2023-03-11 13:12:00,14.4,2.68,9.78,8.38
2023-03-11 13:14:00,29.7,23.5,20.4,13.3
2023-03-11 13:16:00,14.5,2.70,9.90,8.42
2023-03-11 13:18:00,14.4,2.66,9.78,8.38
2023-03-11 13:20:00,14.6,2.76,9.90,8.44
2023-03-11 13:22:00,14.5,2.76,9.78,8.38
2023-03-11 13:24:00,25.9,18.2,17.8,12.0
2023-03-11 13:26:00,14.5,2.68,9.92,8.44
2023-03-11 13:28:00,14.6,2.70,9.78,8.38
2023-03-11 13:30:00,14.6,2.70,9.90,8.44
2023-03-11 13:32:00,14.4,2.80,9.78,8.38
2023-03-11 13:34:00,22.1,13.3,15.3,10.7
2023-03-11 13:36:00,14.5,2.72,10.0,8.48
2023-03-11 13:38:00,14.6,2.74,9.78,8.38
2023-03-11 13:40:00,14.6,2.74,9.90,8.44
2023-03-11 13:42:00,14.5,2.72,9.78,8.38
2023-03-11 13:44:00,18.5,8.56,13,9.60
2023-03-11 13:46:00,14.6,2.70,9.94,8.44
2023-03-11 13:48:00,14.5,2.66,9.78,8.38
2023-03-11 13:50:00,14.6,2.74,9.90,8.44
2023-03-11 13:52:00,14.5,2.74,9.78,8.38
2023-03-11 13:54:00,15.4,4.28,10.7,8.48
2023-03-11 13:56:00,14.4,2.68,9.94,8.44
2023-03-11 13:58:00,14.5,2.72,9.78,8.38
2023-03-11 14:00:00,14.7,2.74,9.94,8.44
2023-03-11 14:02:00,14.5,2.76,9.78,8.38
