"Time","DROPPED","FORWARDED"
2023-03-11 09:30:00,0.0400,92.5
2023-03-11 09:32:00,0.180,95.0
2023-03-11 09:34:00,0.140,94.0
2023-03-11 09:36:00,0.240,92.8
2023-03-11 09:38:00,0.120,93.5
2023-03-11 09:40:00,0.0600,93.9
2023-03-11 09:42:00,0,137
2023-03-11 09:44:00,0,95.6
2023-03-11 09:46:00,0,93.9
2023-03-11 09:48:00,0,94.1
2023-03-11 09:50:00,0,92.4
2023-03-11 09:52:00,0.0200,168
2023-03-11 09:54:00,0,94.8
2023-03-11 09:56:00,0.0600,93.9
2023-03-11 09:58:00,0.180,93.2
2023-03-11 10:00:00,0.0200,92.8
2023-03-11 10:02:00,0.0600,198
2023-03-11 10:04:00,0.100,93.9
2023-03-11 10:06:00,0.120,92.5
2023-03-11 10:08:00,0,91.9
2023-03-11 10:10:00,0,92.2
2023-03-11 10:12:00,0,226
2023-03-11 10:14:00,0,92.4
2023-03-11 10:16:00,0.0400,94.5
2023-03-11 10:18:00,0.0200,93.4
2023-03-11 10:20:00,0.0200,93.7
2023-03-11 10:22:00,0.0200,229
2023-03-11 10:24:00,0.0200,94.1
2023-03-11 10:26:00,0,95.6
2023-03-11 10:28:00,0.0200,94.1
2023-03-11 10:30:00,0,93.2
2023-03-11 10:32:00,0,197
2023-03-11 10:34:00,0,93.2
2023-03-11 10:36:00,0,93.9
2023-03-11 10:38:00,0,92.0
2023-03-11 10:40:00,0.0200,92.3
2023-03-11 10:42:00,0,173
2023-03-11 10:44:00,0,96.2
2023-03-11 10:46:00,0.0400,94.6
2023-03-11 10:48:00,0.0200,92.3
2023-03-11 10:50:00,0.0200,92.3
2023-03-11 10:52:00,0.0200,141
2023-03-11 10:54:00,0,92.7
2023-03-11 10:56:00,0,94.4
2023-03-11 10:58:00,0,91.7
2023-03-11 11:00:00,0,92.0
2023-03-11 11:02:00,0.0600,117
2023-03-11 11:04:00,0.0800,93.2
2023-03-11 11:06:00,0.0200,93.8
2023-03-11 11:08:00,0,90.8
2023-03-11 11:10:00,0.240,92.6
2023-03-11 11:12:00,0.0200,97.6
2023-03-11 11:14:00,0.120,93.8
2023-03-11 11:16:00,0.0600,94.0
2023-03-11 11:18:00,0,92.5
2023-03-11 11:20:00,0,93.6
2023-03-11 11:22:00,0,93.8
2023-03-11 11:24:00,0,93.6
2023-03-11 11:26:00,0,93.2
