"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-23 03:00:00,3573,3573,0,1477473,1532860,0
2023-03-23 03:02:00,0,0,0,131641,131641,0
2023-03-23 03:04:00,0,0,0,133894,133894,0
2023-03-23 03:06:00,0,0,0,42075,42075,0
2023-03-23 03:08:00,0,0,0,88360,88360,0
2023-03-23 03:10:00,0,0,0,42462,42462,0
2023-03-23 03:12:00,0,0,0,88997,88997,0
2023-03-23 03:14:00,0,0,0,91637,91637,0
2023-03-23 03:16:00,0,0,0,44783,44783,0
2023-03-23 03:18:00,0,0,0,88246,88246,0
2023-03-23 03:20:00,0,0,0,46581,46581,0
2023-03-23 03:22:00,0,0,0,85151,85151,0
2023-03-23 03:24:00,0,0,0,92683,92683,0
2023-03-23 03:26:00,0,0,0,42598,42598,0
2023-03-23 03:28:00,0,0,0,92359,92359,0
2023-03-23 03:30:00,0,0,0,48151,48151,0
2023-03-23 03:32:00,0,0,0,114825,114825,0
2023-03-23 03:34:00,0,0,0,116190,116190,0
2023-03-23 03:36:00,0,0,0,41483,41483,0
2023-03-23 03:38:00,0,0,0,87313,87313,0
2023-03-23 03:40:00,0,0,0,40892,40892,0
2023-03-23 03:42:00,0,0,0,107474,107474,0
2023-03-23 03:44:00,0,0,0,116326,116326,0
2023-03-23 03:46:00,0,0,0,50836,50836,0
2023-03-23 03:48:00,205,205,0,90658,90658,0
2023-03-23 03:50:00,205,205,0,48447,48447,0
2023-03-23 03:52:00,0,0,0,86175,86175,0
2023-03-23 03:54:00,0,0,0,85606,85606,0
2023-03-23 03:56:00,0,0,0,39708,39708,0
2023-03-23 03:58:00,45.5,45.5,0,88656,88656,0
2023-03-23 04:00:00,0,0,0,44191,44191,0
2023-03-23 04:02:00,0,0,0,293001,293001,0
2023-03-23 04:04:00,0,0,0,113072,113072,0
2023-03-23 04:06:00,273,273,0,45466,45466,0
2023-03-23 04:08:00,0,0,0,90954,90954,0
2023-03-23 04:10:00,0,0,0,45716,45716,0
2023-03-23 04:12:00,0,0,0,90226,90226,0
2023-03-23 04:14:00,0,0,0,88155,88155,0
2023-03-23 04:16:00,0,0,0,41855,41855,0
2023-03-23 04:18:00,250,250,0,90385,90385,0
2023-03-23 04:20:00,796,796,0,53362,53362,0
2023-03-23 04:22:00,0,0,0,85220,85220,0
2023-03-23 04:24:00,0,0,0,88701,88701,0
2023-03-23 04:26:00,0,0,0,47696,47696,0
2023-03-23 04:28:00,0,0,0,92661,92661,0
2023-03-23 04:30:00,114,114,0,46512,46512,0
2023-03-23 04:32:00,0,0,0,110751,110751,0
2023-03-23 04:34:00,0,0,0,115075,115075,0
2023-03-23 04:36:00,0,0,0,44305,44305,0
2023-03-23 04:38:00,0,0,0,88087,88087,0
2023-03-23 04:40:00,137,137,0,44860,44860,0
2023-03-23 04:42:00,0,0,0,86016,86016,0
2023-03-23 04:44:00,0,0,0,95004,95004,0
2023-03-23 04:46:00,0,0,0,45170,45170,0
2023-03-23 04:48:00,0,0,0,85174,85174,0
2023-03-23 04:50:00,0,0,0,42576,42576,0
2023-03-23 04:52:00,0,0,0,86699,86699,0
2023-03-23 04:54:00,0,0,0,88769,88769,0
2023-03-23 04:56:00,0,0,0,37638,37638,0
2023-03-23 04:58:00,228,228,0,88862,88862,0
2023-03-23 05:00:00,228,228,0,46285,46285,0
2023-03-23 05:02:00,0,0,0,134258,134258,0
2023-03-23 05:04:00,0,0,0,133939,133939,0
2023-03-23 05:06:00,0,0,0,39890,39890,0
2023-03-23 05:08:00,0,0,0,86630,86630,0
2023-03-23 05:10:00,273,273,0,46239,46239,0
2023-03-23 05:12:00,273,273,0,88292,88292,0
2023-03-23 05:14:00,0,0,0,85902,85902,0
2023-03-23 05:16:00,0,0,0,42257,42257,0
2023-03-23 05:18:00,0,0,0,93298,93298,0
2023-03-23 05:20:00,0,0,0,48970,48970,0
2023-03-23 05:22:00,0,0,0,112526,112526,0
2023-03-23 05:24:00,0,0,0,114870,114870,0
2023-03-23 05:26:00,0,0,0,50267,50267,0
2023-03-23 05:28:00,0,0,0,98532,98532,0
2023-03-23 05:30:00,0,0,0,49880,49880,0
2023-03-23 05:32:00,182,182,0,86153,86153,0
2023-03-23 05:34:00,0,0,0,90112,90112,0
2023-03-23 05:36:00,0,0,0,44714,44714,0
2023-03-23 05:38:00,0,0,0,91887,91887,0
2023-03-23 05:40:00,0,0,0,41779,41779,0
2023-03-23 05:42:00,0,0,0,109181,109181,0
2023-03-23 05:44:00,159,159,0,87927,87927,0
2023-03-23 05:46:00,0,0,0,42212,42212,0
2023-03-23 05:48:00,0,0,0,87768,87768,0
2023-03-23 05:50:00,205,205,0,49516,49516,0
2023-03-23 05:52:00,205,205,0,85106,85106,0
2023-03-23 05:54:00,0,0,0,86084,86084,0
2023-03-23 05:56:00,0,0,0,45534,45534,0
2023-03-23 05:58:00,0,0,0,87979,87979,0
2023-03-23 06:00:00,0,0,0,40960,40960,0
2023-03-23 06:02:00,0,0,0,742787,742787,0
2023-03-23 06:04:00,0,0,0,89907,89907,0
2023-03-23 06:06:00,250,250,0,44328,44328,0
2023-03-23 06:08:00,0,0,0,87700,87700,0
2023-03-23 06:10:00,0,0,0,48378,48378,0
2023-03-23 06:12:00,0,0,0,86198,86198,0
2023-03-23 06:14:00,0,0,0,85129,85129,0
2023-03-23 06:16:00,0,0,0,41301,41301,0
2023-03-23 06:18:00,10422,10422,0,111775,111775,0
2023-03-23 06:20:00,10422,10422,0,46717,46717,0
2023-03-23 06:22:00,0,0,0,108430,108430,0
2023-03-23 06:24:00,114,114,0,110410,110410,0
2023-03-23 06:26:00,114,114,0,42985,42985,0
2023-03-23 06:28:00,0,0,0,86858,86858,0
2023-03-23 06:30:00,0,0,0,41711,41711,0
2023-03-23 06:32:00,0,0,0,84582,84582,0
2023-03-23 06:34:00,0,0,0,90225,90225,0
2023-03-23 06:36:00,0,0,0,41870,41870,0
2023-03-23 06:38:00,0,0,0,87381,87381,0
2023-03-23 06:40:00,0,0,0,45670,45670,0
2023-03-23 06:42:00,0,0,0,84946,84946,0
2023-03-23 06:44:00,0,0,0,88883,88883,0
2023-03-23 06:46:00,22.8,22.8,0,44646,44646,0
2023-03-23 06:48:00,22.8,22.8,0,93389,93389,0
2023-03-23 06:50:00,0,0,0,49789,49789,0
2023-03-23 06:52:00,5757,5757,0,92114,92114,0
2023-03-23 06:54:00,5643,5643,0,89293,89293,0
2023-03-23 06:56:00,0,0,0,43622,43622,0
2023-03-23 06:58:00,0,0,0,91136,91136,0
2023-03-23 07:00:00,0,0,0,43008,43008,0
2023-03-23 07:02:00,0,0,0,128614,128614,0
2023-03-23 07:04:00,0,0,0,131732,131732,0
2023-03-23 07:06:00,0,0,0,45830,45830,0
2023-03-23 07:08:00,0,0,0,92706,92706,0
2023-03-23 07:10:00,0,0,0,42462,42462,0
2023-03-23 07:12:00,0,0,0,88405,88405,0
2023-03-23 07:14:00,0,0,0,90886,90886,0
2023-03-23 07:16:00,0,0,0,38480,38480,0
2023-03-23 07:18:00,0,0,0,89111,89111,0
2023-03-23 07:20:00,0,0,0,53726,53726,0
2023-03-23 07:22:00,0,0,0,117465,117465,0
2023-03-23 07:24:00,0,0,0,112754,112754,0
2023-03-23 07:26:00,0,0,0,43804,43804,0
2023-03-23 07:28:00,0,0,0,83581,83581,0
2023-03-23 07:30:00,410,410,0,47787,47787,0
2023-03-23 07:32:00,410,410,0,86357,86357,0
2023-03-23 07:34:00,0,0,0,87063,87063,0
2023-03-23 07:36:00,0,0,0,40186,40186,0
2023-03-23 07:38:00,0,0,0,88474,88474,0
2023-03-23 07:40:00,0,0,0,50220,50220,0
2023-03-23 07:42:00,0,0,0,111161,111161,0
2023-03-23 07:44:00,0,0,0,114256,114256,0
2023-03-23 07:46:00,0,0,0,39595,39595,0
2023-03-23 07:48:00,0,0,0,88610,88610,0
2023-03-23 07:50:00,68.3,68.3,0,46194,46194,0
2023-03-23 07:52:00,0,0,0,81283,81283,0
2023-03-23 07:54:00,0,0,0,85811,85811,0
2023-03-23 07:56:00,0,0,0,42553,42553,0
2023-03-23 07:58:00,68.3,68.3,0,87086,87086,0
2023-03-23 08:00:00,68.3,68.3,0,41711,41711,0
2023-03-23 08:02:00,0,0,0,309294,309294,0
2023-03-23 08:04:00,0,0,0,111252,111252,0
2023-03-23 08:06:00,0,0,0,43509,43509,0
2023-03-23 08:08:00,0,0,0,90681,90681,0
2023-03-23 08:10:00,0,0,0,46217,46217,0
2023-03-23 08:12:00,0,0,0,110660,110660,0
2023-03-23 08:14:00,0,0,0,110319,110319,0
2023-03-23 08:16:00,0,0,0,40664,40664,0
2023-03-23 08:18:00,0,0,0,88248,88248,0
2023-03-23 08:20:00,455,455,0,45443,45443,0
2023-03-23 08:22:00,455,455,0,90271,90271,0
2023-03-23 08:24:00,0,0,0,89543,89543,0
2023-03-23 08:26:00,0,0,0,42166,42166,0
2023-03-23 08:28:00,0,0,0,88360,88360,0
2023-03-23 08:30:00,0,0,0,50722,50722,0
2023-03-23 08:32:00,0,0,0,114347,114347,0
2023-03-23 08:34:00,250,250,0,114438,114438,0
2023-03-23 08:36:00,0,0,0,45102,45102,0
2023-03-23 08:38:00,137,137,0,86903,86903,0
2023-03-23 08:40:00,137,137,0,44440,44440,0
2023-03-23 08:42:00,0,0,0,93184,93184,0
2023-03-23 08:44:00,0,0,0,87723,87723,0
2023-03-23 08:46:00,0,0,0,46990,46990,0
2023-03-23 08:48:00,159,159,0,88997,88997,0
2023-03-23 08:50:00,159,159,0,48583,48583,0
2023-03-23 08:52:00,0,0,0,91113,91113,0
2023-03-23 08:54:00,0,0,0,91841,91841,0
2023-03-23 08:56:00,0,0,0,42143,42143,0
2023-03-23 08:58:00,0,0,0,87814,87814,0
2023-03-23 09:00:00,0,0,0,43076,43076,0
2023-03-23 09:02:00,0,0,0,133757,133757,0
2023-03-23 09:04:00,0,0,0,136010,136010,0
2023-03-23 09:06:00,0,0,0,39367,39367,0
2023-03-23 09:08:00,0,0,0,86266,86266,0
2023-03-23 09:10:00,0,0,0,49165,49165,0
2023-03-23 09:12:00,68.3,68.3,0,85720,85720,0
2023-03-23 09:14:00,0,0,0,90066,90066,0
2023-03-23 09:16:00,0,0,0,46171,46171,0
2023-03-23 09:18:00,0,0,0,87609,87609,0
2023-03-23 09:20:00,0,0,0,44259,44259,0
2023-03-23 09:22:00,0,0,0,107952,107952,0
2023-03-23 09:24:00,0,0,0,114324,114324,0
2023-03-23 09:26:00,0,0,0,47764,47764,0
2023-03-23 09:28:00,0,0,0,88223,88223,0
2023-03-23 09:30:00,0,0,0,40846,40846,0
2023-03-23 09:32:00,0,0,0,107520,107520,0
2023-03-23 09:34:00,182,182,0,110205,110205,0
2023-03-23 09:36:00,68.3,68.3,0,42303,42303,0
2023-03-23 09:38:00,0,0,0,92297,92297,0
2023-03-23 09:40:00,0,0,0,52497,52497,0
2023-03-23 09:42:00,0,0,0,90886,90886,0
2023-03-23 09:44:00,0,0,0,92433,92433,0
2023-03-23 09:46:00,0,0,0,43668,43668,0
2023-03-23 09:48:00,228,228,0,90158,90158,0
2023-03-23 09:50:00,0,0,0,48833,48833,0
2023-03-23 09:52:00,114,114,0,86767,86767,0
2023-03-23 09:54:00,114,114,0,91659,91659,0
2023-03-23 09:56:00,0,0,0,42075,42075,0
2023-03-23 09:58:00,0,0,0,84378,84378,0
2023-03-23 10:00:00,0,0,0,42917,42917,0
2023-03-23 10:02:00,22.8,22.8,0,303195,303195,0
2023-03-23 10:04:00,0,0,0,91705,91705,0
2023-03-23 10:06:00,0,0,0,49380,49380,0
2023-03-23 10:08:00,0,0,0,88428,88428,0
2023-03-23 10:10:00,0,0,0,46239,46239,0
2023-03-23 10:12:00,0,0,0,86972,86972,0
2023-03-23 10:14:00,68.3,68.3,0,95710,95710,0
