"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc365bec88272f)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxce90b7b3404f6)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc365bec88272f)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxce90b7b3404f6)","Receive Total (lxcfc36a1177bf4)"
2023-03-23 16:48:00,0.389,84.8,17508,67359,270,0,9871,4767,4452,0,1172,1825,117,0,118,307,32.1,124,72988,4.13,0,32.0,65.8,65.7,0,188,0.600,449,30785,307,2616,1295,225,84.8,0.389,31273,140494,270,0,1918,1515,1458,0,671,217,27.7,0,27.7,377,26.6,29.0,2688,4.27,0,25.5,40.4,40.6,0.389,263,0.600,254,13705,438,1296,741,221
2023-03-23 16:50:00,0,88.8,14803,63019,270,0,10298,4357,4550,0,1173,1965,117,0,117,307,32.9,124,73142,4.13,0,32.0,65.3,65.7,0,109,0,447,20985,309,2585,1298,221,88.8,0,21512,130428,270,0,2026,1452,1453,0,665,223,27.7,0,27.7,377,27.8,29.0,2693,4.27,0,25.5,39.9,40.3,0.389,234,0,256,10973,437,1280,744,220
2023-03-23 16:52:00,0,92.8,14725,64426,270,0,10119,4845,4549,0,1172,1919,122,0,124,310,32.3,130,73065,4.13,0,31.6,65.7,65.3,0,105,37.6,447,29136,507,2614,1293,223,92.8,0,29867,139642,270,0,1927,1558,1463,0,663,241,29.0,0,29.0,374,21.7,30.3,2682,4.27,0,25.5,40.3,40.6,0,230,34.7,251,10740,585,1295,743,218
2023-03-23 16:54:00,0,89.5,13948,63675,270,0,9931,4476,4486,0,1158,1840,122,0,123,307,32.1,119,73023,4.13,0,31.6,65.3,65.3,0,103,37.6,446,18989,507,2611,1281,223,89.5,0,19744,127724,270,0,1895,1475,1467,0,656,227,29.0,0,29.0,376,21.6,32.6,2702,4.27,0,25.5,39.9,41,0,232,34.7,249,9949,585,1292,736,219
2023-03-23 16:56:00,0,85.9,16491,65765,270,0,10049,4719,4475,0,1158,1890,122,0,118,304,30.7,119,73061,4.13,0,31.6,65.3,66.2,0,103,0,439,26817,307,2584,1283,222,85.9,0,27332,165698,270,0,1974,1461,1449,0,656,224,29.0,0,27.7,378,19.7,32.6,2681,4.27,0,25.5,39.9,41.1,0,233,0,249,12668,437,1279,736,217
2023-03-23 16:58:00,0,80,16061,65607,270,0,9929,4778,4455,0,1172,1860,127,0,129,306,53.7,124,72984,4.52,0,31.6,65.3,66.5,0,185,0.600,439,20733,309,2613,1293,221,80,0,21293,129755,270,0,1897,1496,1450,0,664,225,30.3,0,30.3,377,61.0,29.0,2693,4.27,0,25.5,39.9,41.5,0,263,0.600,249,12184,436,1295,742,215
2023-03-23 17:00:00,0,78.5,14142,62252,270,0,10370,4411,4591,0,1170,2011,128,0,124,306,78.7,130,73129,4.13,0,31.6,65.8,66.1,0,106,0,447,20857,307,2613,1293,225,78.5,0,21432,130959,270,0,1990,1464,1453,0,663,229,30.3,0,29.0,377,99.9,30.3,2698,4.27,0,25.5,40.3,40.7,0,235,0,256,10232,437,1295,742,231
2023-03-23 17:02:00,0,83.7,14586,64353,270,0,10058,4724,4482,0,1171,1892,122,0,124,306,34.1,124,73081,4.60,0,31.6,65.7,66.2,0.389,102,37.6,447,29119,508,2583,1293,223,83.7,0,29834,139412,270,0,1981,1504,1451,0,663,231,29.0,0,29.0,376,22.5,29.0,2691,4.73,0,25.5,40.3,41.8,0,232,34.7,256,10612,581,1279,743,219
2023-03-23 17:04:00,0,81.1,14533,64653,270,0,9872,4402,27271,0,1158,1845,134,0,129,308,32.9,130,72991,4.83,0,31.6,66.1,65.8,0,104,37.6,450,20989,508,2613,1283,222,81.1,0,21721,152672,270,0,1911,1485,1929,0,656,236,31.6,0.389,30.3,374,22.5,30.3,2687,5.36,0,25.5,40.6,41.5,0,232,34.7,254,10544,582,1293,737,217
2023-03-23 17:06:00,0,82.2,16643,65749,269,0.389,10084,4768,27323,0,1160,1938,128,0,129,308,32.9,119,73037,4.37,0,31.6,65.7,65.8,0,104,0,454,30920,307,2614,1282,223,82.2,0,31410,164426,268,0.389,1936,1522,1918,0,658,236,35.2,0,30.3,375,22.5,27.7,2688,4.50,0,25.5,40.3,41.5,0,230,0,257,12835,437,1301,734,219
2023-03-23 17:08:00,0,87.0,15962,65659,269,0.389,9697,4801,6419,0,1171,1771,122,0,124,307,30.7,124,72917,4.13,0,31.6,65.0,65.7,0,185,0.600,445,21013,305,2585,1297,221,87.0,0,21542,131191,268,0.389,1865,1513,1520,0,663,216,33.9,0,29.0,377,19.7,29.0,2665,4.27,0,25.5,39.5,41,0,262,0.600,248,12128,439,1281,741,220
2023-03-23 17:10:00,0,80,13977,62424,271,0,10370,4408,4588,0,1172,2005,128,0,124,311,32.1,136,73135,4.13,0,31.6,65.0,65.7,0,9775,0,445,28993,305,2619,1295,223,80,0,29489,149127,272,0,1979,1472,1445,0,663,222,30.3,0,29.0,372,21.5,31.0,2690,4.27,0,25.5,39.5,41.4,0,301,0,249,10154,439,1296,741,224
2023-03-23 17:12:00,0,82.9,14569,64261,270,0,10090,4717,4467,0,1173,1925,132,0,128,309,30.7,130,73051,4.13,0,31.6,65.7,65.7,0,9773,37.6,450,18882,508,2586,1295,222,82.9,0,19632,138569,270,0,1920,1489,1423,0,665,234,31.6,0,35.2,374,19.7,30.3,2718,4.27,0,25.5,40.3,40.6,0,296,34.7,255,10560,583,1277,743,217
2023-03-23 17:14:00,0,77.8,15912,65413,270,0,9917,4341,4389,0,1174,1866,122,0,135,304,32.3,130,72997,4.13,0,31.6,65.3,65.3,0,105,37.6,449,20785,510,2584,1295,219,77.8,0,21517,129167,270,0,1829,1417,1402,0,665,205,29.0,0,36.5,378,21.6,30.3,2689,4.27,0,25.5,39.9,39.9,0,231,34.7,253,11909,582,1278,743,213
2023-03-23 17:16:00,0,85.9,16870,65089,270,0,10283,4760,4584,0,1158,1996,121,0,124,304,31.5,118,73112,4.13,0,32.0,65.3,65.7,0,117,0,446,20784,309,2616,1281,225,85.9,0,21307,130367,270,0,1914,1479,1422,0,656,192,29.0,0,29.0,378,21.0,27.7,2705,4.27,0,26.0,39.9,40.6,0,247,0,250,13048,435,1296,734,220
2023-03-23 17:18:00,0,86.6,16166,65237,270,0,9571,4725,4333,0,1171,1741,122,0,124,307,31.5,136,72898,4.13,0,32.3,65.3,65.7,0,189,0.600,446,20997,309,2585,1297,222,86.6,0,21532,128932,270,0,1815,1473,1405,0,663,165,29.0,0,29.0,377,20.9,31.6,2667,4.27,0,26.2,39.9,41.4,0,264,0.600,249,12332,435,1280,742,217
2023-03-23 17:20:00,0,85.5,13984,62311,270,0,10204,4345,4540,0,1173,1960,122,0,124,306,30.7,130,73157,4.13,0.389,32.3,65.3,65.7,0,107,0.600,449,29332,306,2583,1294,221,85.5,0,29832,147845,270,0,1929,1424,1411,0.389,665,206,29.0,0,29.0,377,19.7,30.3,2701,4.27,0,26.2,39.9,42.1,0,234,0.600,253,10170,438,1277,742,221
2023-03-23 17:22:00,0,81.1,14517,63950,269,0,10184,4833,4543,0.389,1174,1978,128,0,135,307,33.6,130,73049,4.13,0,32.3,66.1,65.7,0,102,0,451,20964,307,2617,1295,222,81.1,0,21484,130825,269,0,1932,1528,1457,0,664,250,30.3,0,31.6,376,22.4,30.7,2683,4.27,0,26.2,40.6,41.4,0,233,0,261,10697,436,1299,741,217
2023-03-23 17:24:00,0,85.5,15222,65368,270,0,9935,4427,4433,0,1171,1877,133,0,135,306,33.5,130,72971,4.13,0,32.3,66.1,65.3,0,104,37.6,447,29781,510,2587,1295,220,85.5,0,30495,139594,270,0,1924,1470,1453,0,663,243,31.6,0,31.6,376,23.3,30.3,2682,4.27,0,26.2,40.6,39.9,0,233,34.7,251,11248,583,1283,743,214
2023-03-23 17:26:00,0,86.3,16924,65240,270,0,10277,4722,4536,0,1158,1994,122,0,123,308,30.7,119,73054,4.13,0,31.8,65.7,65.7,0,103,0,444,19977,310,2582,1284,222,86.3,0,20488,129651,270,0,2001,1497,1428,0,656,224,29.4,0,29.0,374,19.7,27.7,2692,4.27,0.389,25.7,40.3,40.6,0,233,0,248,13100,435,1277,737,216
2023-03-23 17:28:00,0,78.5,16332,66171,270,0,9870,4771,4448,0,1159,1858,117,0,118,307,31.5,114,72995,4.13,0,31.6,65.7,65.7,0,189,0.600,450,29620,313,2614,1281,221,78.5,0,30113,138949,270,0,1912,1519,1454,0,658,230,27.7,0,27.7,375,20.8,26.3,2682,4.27,0,25.5,40.3,41,0,263,0.600,255,12525,432,1295,735,215
2023-03-23 17:30:00,0,84.0,13778,62205,270,0,9896,4356,27116,0,1172,1859,127,0,123,304,33.7,130,73001,4.13,0,31.6,65.3,65.7,0,105,0.989,453,19349,309,2587,1297,225,84.0,0,19889,150733,270,0,1941,1455,1891,0,665,216,30.3,0,29.4,378,28.1,30.3,2683,4.27,0,25.5,39.9,42.5,0,237,0.600,258,9933,435,1287,750,226
2023-03-23 17:32:00,0,82.9,14396,64316,269,0,10141,4727,27190,0,1171,1934,122,0,124,306,72.7,124,73020,4.13,0,31.6,65.7,66.4,0,105,0.389,448,20736,309,2584,1295,222,82.9,0,21300,153890,270,0,2015,1513,1910,0,663,235,29.0,0,29.4,378,94.0,29.0,2690,4.27,0,25.5,40.6,42.1,0,231,0,252,10493,435,1284,749,217
2023-03-23 17:34:00,0,81.5,13239,62906,269,0,9976,4420,4471,0,1173,1893,128,0,129,307,77.4,124,72971,4.13,0,31.6,65.7,67.3,0,104,37.6,446,18488,506,2613,1294,222,81.5,0,19281,129362,270,0,1945,1486,1465,0,664,254,30.3,0,30.3,378,104,29.0,2684,4.27,0,25.5,40.7,42.2,0,231,35.1,249,9159,583,1294,743,216
2023-03-23 17:36:00,0,89.2,15633,63694,269,0,10355,4744,4556,0,1170,1999,128,0,130,306,74.9,124,73109,4.13,0,31.6,65.7,65.7,0,104,0,446,20955,307,2585,1294,222,89.2,0,21537,133075,270,0,2027,1519,1451,0,668,236,30.3,0,30.3,377,95.6,29.0,2701,4.27,0,25.5,40.7,42.1,0,232,0.389,250,11720,436,1280,743,216
2023-03-23 17:38:00,0,93.2,16039,66403,268,0,10124,4817,6563,0,1158,1917,128,0,130,310,55.6,129,73064,4.13,0,31.6,66.5,66.1,0,190,0.600,449,30002,308,2612,1284,223,93.2,0,30531,142300,268,0,1949,1542,1562,0,656,242,30.3,0,30.3,374,58.8,30.3,2693,4.27,0,25.5,40.6,42.5,0,264,0.600,253,12196,437,1293,737,223
2023-03-23 17:40:00,0,84.8,14143,63211,270,0,9917,4431,4462,0,1171,1881,128,0.389,124,310,33.4,119,72989,4.13,0,31.6,65.7,65.8,0,106,0.600,451,20932,305,2615,1295,222,84.8,0,21460,129805,270,0,1945,1492,1468,0,662,246,30.3,0,29.0,372,21.7,27.7,2698,4.27,0,25.5,39.9,41.1,0,235,0.600,255,10313,438,1294,745,222
2023-03-23 17:42:00,0,91.7,14709,64288,269,0,10061,4740,4474,0,1172,1911,122,0.389,118,310,32.1,124,73021,4.13,0,31.6,65.3,65.8,0,106,0,445,27985,307,2586,1294,221,91.7,0,28495,138562,270,0,2043,1527,1446,0,665,231,29.0,0,27.7,372,21.6,29.0,2669,4.27,0,25.5,40.3,40.7,0,231,0,249,10891,436,1279,743,215
2023-03-23 17:44:00,0,95.8,14829,64531,269,0,9919,4362,4414,0,1171,1871,128,0,128,307,75.0,124,72958,4.13,0,31.6,65.3,65.4,0,103,37.6,447,17896,507,2613,1295,225,95.8,0,18694,126789,270,0,1967,1484,1470,0,665,242,30.3,0,30.3,378,95.9,33.9,2682,4.27,0,25.5,39.9,40.6,0,232,34.7,251,10752,582,1293,741,221
2023-03-23 17:46:00,0,88.1,17545,66841,270,0,10350,4772,4607,0,1171,2057,128,0,129,308,53.1,124,73101,4.13,0,32.0,65.7,65.3,0,119,0,454,30617,307,2616,1296,225,88.1,0,31147,141575,270,0,2043,1547,1509,0,663,256,30.3,0,30.3,375,56.2,29.0,2677,4.27,0,25.5,40.3,40.3,0,247,0,264,13696,437,1296,742,220
2023-03-23 17:48:00,0,85.1,16887,66980,269,0,10145,4740,4518,0,1158,1946,116,0,112,307,76.0,130,73109,4.13,0,31.6,66.9,65.7,0,190,0.600,448,20493,306,2583,1283,223,85.1,0,21074,130196,269,0,2020,1544,1506,0,656,246,27.7,0,26.3,375,97.9,30.3,2703,4.27,0,25.5,41.5,41.4,0,263,0.600,251,12973,437,1279,733,222
2023-03-23 17:50:00,0.389,82.6,14409,62905,269,0,9843,4365,4413,0,1173,1851,122,0,124,309,57.8,147,73024,4.13,0,31.6,66.4,66.5,0,106,0.600,448,20900,309,2612,1296,220,82.6,0.389,21459,128911,270,0,1935,1483,1473,0,665,231,29.0,0,29.0,373,64.3,34.2,2684,4.27,0,25.5,41.4,41.5,0,234,0.600,256,10532,436,1292,741,220
2023-03-23 17:52:00,0,85.1,16151,66037,269,0,10216,4855,4545,0,1172,1953,121,0,129,308,76.0,136,73040,4.60,0,31.6,65.7,66.9,0,104,0,448,18775,308,2612,1295,222,85.1,0,19355,128326,270,0,2019,1587,1498,0,665,249,29.0,0,30.3,374,97.7,31.6,2667,4.73,0,25.5,40.6,41.1,0,230,0,253,12241,437,1296,744,217
2023-03-23 17:54:00,0,99.4,15785,66411,269,0,9969,4452,27238,0,1171,1852,128,0,135,308,34.8,136,73067,4.83,0,31.6,65.3,66.1,0,105,37.6,450,20995,507,2586,1293,225,99.4,0,21744,153251,270,0,1962,1520,2012,0,663,239,30.3,0,31.6,374,23.4,31.6,2697,4.97,0,25.5,39.9,41.7,0.389,230,34.7,254,11794,582,1286,743,221
2023-03-23 17:56:00,0,86.2,16580,65288,270,0,10361,4736,4572,0,1170,1997,117,0,118,309,30.7,124,73129,4.60,0,31.6,65.7,65.8,0,104,0,450,30756,309,2614,1294,220,86.2,0,31247,141532,270,0,2031,1506,1464,0,663,231,33.4,0,27.7,373,19.7,29.0,2699,4.73,0,25.5,40.3,41,0.389,233,0,255,12780,434,1294,743,214
2023-03-23 17:58:00,0,79.6,16259,66207,270,0,10117,4770,4536,0,1159,1924,128,0,129,306,56.9,130,73033,4.13,0,31.6,65.7,66.1,0,188,0.600,448,21030,313,2611,1281,223,79.6,0,21577,131022,270,0,2007,1519,1469,0,656,227,30.3,0,30.3,376,64.0,30.3,2687,4.27,0,25.5,40.3,41,0,261,0.600,252,12398,431,1290,735,223
2023-03-23 18:00:00,0,80.4,13922,62494,270,0,9815,4373,4471,0,1160,1857,122,0,129,306,54.6,119,72996,4.13,0,31.6,65.7,66.1,0,9842,0.600,448,29043,316,2583,1282,222,80.4,0,29567,148623,270,0,1947,1483,1480,0,658,243,29.0,0,30.3,376,57.7,27.6,2681,4.27,0,25.5,40.6,41.5,0,310,0.600,253,10073,430,1278,737,222
2023-03-23 18:02:00,0,78.2,14104,64361,270,0,10385,4744,4582,0,1172,2066,117,0,124,307,116,119,73107,4.52,0,31.6,65.7,66.2,0.389,9839,0,448,18964,309,2614,1299,224,78.2,0,19570,139918,270,0,2056,1548,1471,0,666,265,27.7,0,33.9,377,167,27.7,2682,4.66,0,25.5,40.3,41.8,0,307,0,253,10128,436,1295,745,219
2023-03-23 18:04:00,0,83.0,14574,64269,269,0,9689,4406,4399,0,1171,1798,128,0,124,308,71.9,130,72952,4.52,0,31.6,66.5,66.1,0.389,104,37.6,446,26751,507,2615,1299,221,83.0,0,27514,135154,269,0,1935,1503,1463,0,664,234,30.3,0,29.0,376,89.9,30.3,2661,4.66,0,25.5,40.7,41.7,0,232,34.7,249,10525,585,1297,743,215
2023-03-23 18:06:00,0,81.8,17938,66456,270,0,10335,4744,4610,0,1171,2016,122,0,128,307,34.8,130,73128,4.13,0,31.8,65.7,66.1,0,103,0,445,20799,307,2582,1294,220,81.8,0,21292,130940,270,0,2049,1527,1473,0,662,251,29.0,0,30.3,376,23.6,30.3,2685,4.27,0,25.7,40.3,41,0,232,0,248,14129,438,1277,743,215
2023-03-23 18:08:00,0,81.8,21750,72200,269,0,10274,4831,6601,0,1173,1949,122,0,124,308,1299,136,73104,4.13,0,32.3,66.1,65.7,0,185,0,454,21274,305,2613,1294,223,81.8,0,21710,134985,268,0,2051,1556,1575,0,664,250,29.0,0.389,29.0,374,153,31.6,2723,4.27,0,26.2,40.6,40.6,0,262,0,264,17954,438,1292,742,223
2023-03-23 18:10:00,0,81.5,15204,63666,270,0,9923,4424,4465,0,1159,1869,121,0,123,307,75.7,124,72988,4.13,0,32.3,65.8,65.7,0,106,0.600,447,29451,305,2615,1283,223,81.5,0,29994,138398,270,0,2018,1491,1468,0,658,234,29.0,0,29.0,376,96.4,29.0,2684,4.27,0,26.2,40.3,41.4,0,235,0.600,250,11310,439,1296,734,223
2023-03-23 18:12:00,0,87.7,19769,75793,270,0,26732,7283,41237,0,1170,2521,128,0,129,306,565,119,73117,4.13,0,31.8,66.4,65.7,0,104,0,446,21152,306,3094,1354,1242,87.7,0,21706,191470,270,0.389,3459,2663,3331,0,664,256,30.3,0,30.3,377,73.0,27.7,2667,4.27,0,25.7,41,41.7,0,231,0,250,15935,439,1294,747,251
2023-03-23 18:14:00,0,80.7,14141,66015,269,0.389,22539,4380,4354,0,1171,1803,128,0,129,306,33.7,124,72934,4.13,0,31.6,65.7,65.8,0,104,10,437,30863,357,2588,1290,230,80.7,0,31396,161178,269,0,3282,1487,1485,0,663,240,30.3,0,30.3,376,18.9,29.0,2664,4.27,0,25.5,40.3,40.6,0,231,9.27,246,10302,473,1281,729,221
2023-03-23 18:16:00,0,87.3,14907,64387,270,0,10119,4743,4492,0,1173,1925,128,0,129,308,34.7,124,73067,4.13,0.389,31.8,65.3,65.8,0,119,93.9,441,20970,807,2616,1296,227,87.3,0,22046,140210,270,0,1996,1519,1458,0,664,251,30.3,0,30.3,374,21.0,29.4,2685,4.27,0,25.7,39.9,41,0,246,87.3,252,10672,803,1295,743,221
2023-03-23 18:18:00,0,88.4,14542,65128,270,0,10065,4737,4465,0,1172,1903,128,0,129,310,35,124,73046,4.13,0,32.3,65.7,66.1,0,189,37.6,446,29322,510,2589,1295,223,88.4,0,30052,140402,270,0,1965,1525,1439,0,663,222,30.3,0,30.3,373,28.9,29.0,2696,4.27,0,26.2,40.3,41,0,260,34.7,250,10553,581,1288,740,222
2023-03-23 18:20:00,0,83.7,13559,62198,270,0,9896,4427,27190,0,1158,1870,128,0,135,308,31.5,124,73033,4.13,0,32.3,65.7,65.3,0,107,0,447,19170,309,2612,1282,221,83.7,0,19700,151691,270,0,1961,1498,1990,0.389,656,225,30.3,0,31.6,374,25.7,29.0,2704,4.27,0,26.2,40.6,40.6,0,234,0,251,9714,434,1297,740,215
2023-03-23 18:22:00,0,89.5,13863,63887,270,0,10402,4871,27326,0,1158,2010,122,0,135,310,54.0,124,73098,4.13,0,31.8,65.7,65.0,0,104,0.600,449,20587,307,2611,1283,225,89.5,0,21139,154333,270,0,2052,1573,1999,0.389,656,238,29.0,0,31.6,373,60.6,29.0,2676,4.27,0,25.7,40.3,41,0,231,0.600,254,10001,436,1292,742,221
2023-03-23 18:24:00,0,90.3,14158,63739,270,0,10200,4453,4516,0.389,1172,1937,121,0,123,308,58.2,130,73031,4.13,0,31.6,66.1,65.7,0,104,0,449,20568,305,2585,1297,224,90.3,0,21126,129783,270,0,2020,1492,1466,0,671,246,29.0,0,29.0,375,69.2,30.3,2687,4.27,0,25.5,40.6,41.4,0,232,0,255,10268,439,1280,743,221
2023-03-23 18:26:00,0,80.7,15552,64142,270,0,9874,4775,4464,0.389,1173,1874,122,0,129,308,34.2,130,73025,4.13,0,31.6,65.8,66.1,0,105,37.6,445,20917,509,2614,1294,221,80.7,0,21666,130488,270,0,1908,1500,1461,0,665,231,29.0,0,30.7,376,27.8,30.3,2684,4.27,0,25.5,40.3,41.4,0,232,34.7,249,11548,582,1294,741,215
2023-03-23 18:28:00,0,74.5,16647,66871,270,0,10125,4786,4527,0,1171,1942,133,0,135,311,33.6,130,73078,4.13,0,31.6,65.8,66.1,0,191,37.6,449,29225,511,2612,1294,223,74.5,0,29933,139806,270,0,1955,1516,1457,0,662,223,31.6,0,32.0,372,22.7,30.3,2696,4.27,0,25.5,40.4,40.6,0,261,34.7,251,12667,582,1293,741,224
2023-03-23 18:30:00,0,78.5,14988,63168,270,0,9866,4361,4402,0,1172,1869,128,0,129,308,56.9,124,73019,4.13,0,31.6,65.7,67.0,0,108,0,449,20942,310,2589,1295,225,78.5,0,21492,129021,270,0,1970,1446,1438,0,663,235,30.3,0,30.3,374,62.9,29.0,2691,4.27,0,25.5,40.6,42.3,0,234,0,258,11103,434,1281,743,221
2023-03-23 18:32:00,0,88.1,14298,63805,270,0,10343,4763,4575,0,1158,2018,128,0,124,308,82.2,118,73110,4.13,0,32.0,65.7,66.6,0,104,0.600,450,30799,309,2620,1281,222,88.1,0,31346,141775,270,0,2016,1499,1443,0,655,234,30.3,0,29.0,375,105,33.4,2707,4.27,0.389,26.0,41.0,41.1,0,231,0.600,253,10391,435,1299,735,217
2023-03-23 18:34:00,0,83.3,13743,63333,270,0,10190,4408,4514,0,1170,1948,128,0,135,306,59.6,124,72995,4.13,0,31.8,65.7,65.0,0,105,0,445,20920,305,2612,1293,222,83.3,0,21468,129745,270,0,1978,1476,1457,0,663,233,30.7,0,31.6,377,65.4,34.8,2683,4.27,0,25.7,40.6,39.9,0,231,0,249,9868,438,1293,743,217
2023-03-23 18:36:00,0,83.3,18119,67200,270,0,9854,4733,4397,0,1172,1858,133,0,135,304,55.6,124,72917,4.13,0,31.6,65.7,65.0,0,104,38.0,448,29436,509,2584,1292,225,83.3,0,30168,139132,270,0,1950,1518,1468,0,665,223,31.6,0,31.6,379,62.1,29.0,2676,4.27,0,25.5,40.3,39.9,0,231,35.1,252,14104,582,1277,742,226
2023-03-23 18:38:00,0,84.8,18053,68293,269,0,10249,4859,6595,0,1171,1931,127,0,134,307,77.1,124,73057,4.13,0,31.6,65.7,65.7,0,186,37.6,452,19336,509,2614,1294,223,84.8,0,20126,132055,269,0,1988,1541,1559,0,663,225,30.3,0,31.6,376,98.5,29.0,2701,4.27,0,25.5,40.6,42.5,0,261,34.7,262,13981,582,1295,743,223
2023-03-23 18:40:00,0,80.7,13922,61874,269,0,9940,4398,4467,0,1170,1861,128,0,135,309,59.0,130,72968,4.13,0,31.6,66.1,66.1,0,108,0,449,20787,310,2614,1297,222,80.7,0,21340,129724,269,0,1924,1426,1456,0,664,218,30.3,0,31.6,374,64.4,30.3,2688,4.27,0,25.5,40.6,41,0,233,0,259,10035,434,1294,744,216
2023-03-23 18:42:00,0,76.7,13913,63024,270,0,10267,4710,4565,0,1158,1980,128,0,135,307,60.8,130,73101,4.13,0,32.0,65.7,66.4,0,105,0.600,450,18493,311,2583,1281,220,76.7,0,19039,128328,270,0,2001,1506,1447,0,655,220,30.3,0,31.6,376,67.1,30.3,2703,4.27,0,25.5,40.3,41,0,229,0.600,255,10026,433,1282,734,215
2023-03-23 18:44:00,0,79.6,14229,63992,270,0,10130,4397,4538,0,1173,1940,117,0.389,118,306,58.6,124,73054,4.13,0,32.0,65.7,65.7,0,102,0,451,20934,309,2613,1295,223,79.6,0,21481,131638,270,0,1968,1497,1453,0,665,248,32.6,0,27.6,378,64.0,29.0,2696,4.27,0,25.5,39.9,40.7,0,232,0,256,10359,435,1294,740,219
2023-03-23 18:46:00,0,88.4,16697,65722,270,0,9902,4767,4467,0,1172,1911,122,0.389,129,305,56.1,136,73006,4.13,0,31.6,66.1,65.3,0,104,37.6,450,29664,511,2616,1298,226,88.4,0,30409,140125,270,0,1946,1551,1462,0,663,256,33.9,0,30.3,377,59.9,31.6,2695,4.27,0,25.5,40.6,41.0,0,232,34.7,254,12666,582,1297,742,228
2023-03-23 18:48:00,0,85.9,16676,66828,270,0,10120,4715,4485,0,1172,1925,133,0,135,310,35.5,141,73046,4.13,0,31.6,66.1,65.3,0,190,37.6,447,21049,509,2584,1298,219,85.9,0,21801,131647,270,0,2017,1530,1441,0,663,231,31.6,0,31.6,374,24.4,32.9,2689,4.27,0,25.5,41,40.6,0,260,34.7,252,12677,583,1279,743,214
2023-03-23 18:50:00,0,77.1,15609,66571,270,0,21533,5148,27967,0,1171,2610,122,0,124,310,30.7,124,72933,4.13,0,31.6,65.8,65.3,0,107,0,446,28767,311,2611,1296,222,77.1,0,29269,178065,270,0,2171,1496,1945,0,663,246,29.0,0,34.5,374,20.1,29.0,2657,4.27,0,25.5,40.6,39.9,0,235,0,250,11783,434,1291,742,216
2023-03-23 18:52:00,0,83.3,14610,64238,270,0,10384,4870,4639,0,1160,1991,121,0,117,307,33.5,136,73078,4.13,0,32.0,66.1,65.7,0,104,0.600,451,18790,309,2615,1282,229,83.3,0,19310,129895,270,0,2062,1555,1475,0,657,243,29.0,0,33.2,376,23.2,31.6,2672,4.27,0,26.0,41,40.3,0,232,0.600,256,10770,436,1295,735,231
2023-03-23 18:54:00,0.389,91.7,15965,66193,270,0,10168,4446,4517,0,1159,1932,128,0,129,306,58.7,124,73047,4.13,0,32.3,66.1,65.7,0,104,0.233,450,30267,306,2585,1279,222,91.7,0.389,30785,142003,270,0,2011,1504,1464,0,658,257,30.3,0,30.3,376,64.6,29.0,2680,4.27,0,26.2,40.6,40.6,0,231,0.233,256,12108,437,1280,735,222
