"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc365bec88272f)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxce90b7b3404f6)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc365bec88272f)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxce90b7b3404f6)","Receive Total (lxcfc36a1177bf4)"
2023-03-23 11:00:00,0,91.7,15215,62532,269,0,9939,4323,4442,0,1171,1860,121,0,117,306,30.7,124,72636,4.13,0,31.6,66.1,65.7,0,107,0.600,433,19162,310,2583,1298,219,91.7,0,19693,127518,270,0,1803,1401,1405,0,663,197,29.0,0.389,27.7,378,19.7,29.0,2626,4.27,0,25.5,40.6,40.6,0,235,0.600,243,11429,434,1280,741,214
2023-03-23 11:02:00,0,82.6,15481,63925,268,0,9770,4697,4383,0,1171,1822,128,0,124,305,34.3,124,72574,4.13,0,31.6,65.7,65.7,0,118,0,449,21009,311,2588,1296,223,82.6,0,21510,129253,268,0,1852,1454,1401,0,663,192,30.3,0,29.0,378,29.5,29.0,2634,4.27,0,25.5,40.3,41,0,246,0,253,11715,435,1290,745,219
2023-03-23 11:04:00,0,84.8,15932,65108,269,0,10021,4332,4457,0,1158,1930,128,0,124,303,32.1,130,72659,4.60,0,31.6,65.7,65.8,0,104,0,448,22618,312,2585,1286,219,84.8,0,23123,131374,268,0,1917,1410,1416,0,656,213,30.3,0,29.0,379,21.6,30.3,2656,4.73,0,25.5,40.3,41.7,0,231,0,253,12163,434,1286,742,213
2023-03-23 11:06:00,0,90.3,16550,64383,270,0,9715,4690,4384,0,1170,1856,139,0,135,306,30.7,130,72602,4.83,0,31.6,65.7,65.8,0,105,36.9,447,21037,506,2582,1295,220,90.3,0,21758,130577,270,0,1819,1465,1421,0,668,234,32.9,0,31.6,377,20.1,30.3,2641,4.97,0,25.5,40.3,42.1,0,230,34.7,250,12614,583,1276,743,215
2023-03-23 11:08:00,0,89.2,17238,66585,270,0,10252,4766,6595,0,1173,1952,128,0,129,309,32.9,130,72767,4.60,0.389,31.8,65.3,65.7,0,190,0,452,28737,305,2582,1297,225,89.2,0,29215,141890,270,0,1868,1491,1522,0,669,220,30.3,0,30.3,374,28.0,30.3,2659,4.73,0,25.7,39.9,40.6,0,259,0,258,13484,439,1277,740,225
2023-03-23 11:10:00,0,87.0,13500,60880,270,0,9958,4320,4437,0,1171,1858,122,0,129,309,32.1,119,72697,4.13,0,31.8,65.7,65.4,0,108,0.600,452,18627,305,2586,1296,222,87.0,0,19160,126885,270,0,1854,1410,1395,0,663,193,29.4,0,30.3,374,21.8,27.7,2658,4.27,0,25.7,40.3,39.9,0,234,0.600,257,9721,438,1282,743,223
2023-03-23 11:12:00,0,81.8,13224,61772,270,0,9768,4697,4381,0,1158,1801,122,0,118,308,31.5,113,72663,4.13,0,31.6,65.7,65.4,0,104,0.600,446,30435,309,2584,1282,218,81.8,0,30916,139340,270,0,1834,1475,1390,0,656,208,29.0,0,27.7,376,20.6,26.3,2663,4.27,0,25.5,40.3,40.3,0,231,0.600,249,9443,435,1280,734,212
2023-03-23 11:14:00,0,78.2,13589,63350,270,0,9971,4322,27187,0.389,1173,1871,128,0,123,306,32.9,130,72945,4.13,0,31.8,65.7,65.7,0,105,0,450,20277,309,2583,1296,223,78.2,0,20809,152852,270,0,1862,1411,1894,0,665,211,30.3,0,29.0,378,22.4,35.6,2678,4.27,0,25.7,40.3,41.7,0,231,0,258,9748,435,1278,742,218
2023-03-23 11:16:00,0,81.8,15849,64570,270,0,9793,4757,27181,0.389,1172,1829,122,0,124,305,33.5,130,72982,4.13,0,32.0,65.3,65.7,0,104,37.6,456,20967,509,2611,1294,229,81.8,0,21705,153752,270,0,1825,1490,1903,0,666,200,29.0,0,29.0,378,23.4,30.7,2670,4.27,0.389,26.0,40.3,41,0,230,34.7,266,11850,582,1290,741,231
2023-03-23 11:18:00,0,82.2,18226,68155,270,0,10207,4716,4527,0,1158,1953,121,0,128,305,32.1,119,73040,4.13,0,31.8,65.7,65.3,0,183,0,448,29997,309,2587,1286,223,82.2,0,30479,140723,270,0,1942,1484,1404,0.389,656,213,29.0,0,30.3,378,21.6,27.7,2666,4.27,0.389,25.7,41.0,40.6,0,261,0,251,14417,437,1281,735,229
2023-03-23 11:20:00,0.389,84.0,16369,64549,270,0,10028,4379,4501,0,1158,1894,117,0,118,310,32.3,130,73036,4.13,0,31.6,65.7,65.7,0,106,0.600,448,21007,307,2614,1286,218,84.0,0.389,21523,130205,270,0,1920,1437,1427,0.389,656,207,27.7,0,27.7,375,21.4,30.3,2683,4.27,0,25.5,40.6,41.4,0,235,0.600,257,12540,438,1294,735,218
2023-03-23 11:22:00,0.389,85.1,14604,64023,270,0,9782,4774,4421,0,1172,1803,121,0,118,308,31.5,124,72981,4.13,0,31.6,66.1,65.3,0,104,0.600,449,29316,311,2583,1295,222,85.1,0.389,29811,138813,270,0,1805,1493,1414,0,665,183,29.0,0,27.7,375,20.5,29.0,2687,4.27,0,25.5,40.6,40.3,0,232,0.600,254,10776,434,1276,742,216
2023-03-23 11:24:00,0,81.5,14100,63597,270,0,10264,4441,4577,0,1171,1952,128,0,124,311,32.1,129,73084,4.13,0,31.6,66.1,65.3,0,103,0,450,19245,307,2613,1294,226,81.5,0,19768,129027,270,0,1871,1447,1423,0,663,178,30.3,0,29.0,373,21.8,30.3,2669,4.27,0,25.5,40.6,40.6,0,233,0,254,10255,437,1300,741,222
2023-03-23 11:26:00,0,83.3,17413,65574,270,0,9451,4684,4290,0,1158,1729,117,0,112,310,30.7,124,72894,4.13,0,31.6,65.7,65.7,0,104,37.6,446,20972,508,2585,1283,222,83.3,0,21692,128600,270,0,1756,1443,1393,0,656,194,33.4,0,26.3,376,19.7,29.0,2669,4.27,0,25.5,40.3,41.7,0,231,34.7,250,13426,586,1280,734,216
2023-03-23 11:28:00,0,92.8,18025,68017,270,0,10265,4750,4563,0,1159,1951,122,0,124,311,30.7,118,73038,4.13,0,31.6,66.1,65.0,0,190,0,450,18113,309,2614,1285,222,92.8,0,18638,136404,270,0,1903,1486,1420,0,658,179,34.7,0,29.0,375,19.7,27.7,2675,4.27,0,25.5,40.6,41,0,260,0,254,14192,437,1294,737,223
2023-03-23 11:30:00,0,95.1,14996,63030,270,0,9974,4337,4454,0,1170,1871,122,0.389,124,307,32.9,130,73006,4.13,0,31.6,65.7,65.8,0,107,0.989,451,20970,312,2585,1295,222,95.1,0,21500,131467,270,0,1866,1424,1402,0,663,193,29.0,0,29.0,376,22.4,30.3,2695,4.27,0,25.5,40.3,42.2,0,234,0.600,257,11165,433,1280,743,217
2023-03-23 11:32:00,0,83.3,15355,64652,269,0,9801,4738,4428,0,1171,1825,128,0,124,304,32.1,136,72965,4.13,0,31.6,66.5,65.8,0,104,0.600,447,29525,311,2616,1294,226,83.3,0,30017,139710,268,0,1799,1473,1419,0,663,182,30.3,0,34.3,379,21.5,31.6,2680,4.27,0,25.5,41.1,41.1,0,232,0.600,250,11545,434,1296,742,222
2023-03-23 11:34:00,0,81.8,15828,66009,269,0,10210,4321,27271,0,1158,1939,128,0,129,307,31.5,125,73097,4.13,0,32.0,66.1,65.8,0,106,0,447,19881,309,2585,1285,221,81.8,0,20407,153328,269,0,1896,1409,1906,0,656,197,30.3,0,35.2,378,20.6,29.0,2704,4.27,0,26.0,40.6,41.8,0.389,230,0,250,11997,437,1280,737,216
2023-03-23 11:36:00,0,85.1,15756,64272,270,0,9759,4725,4404,0,1161,1791,116,0,123,305,32.1,124,72913,4.13,0,32.3,66.1,65.7,0,119,37.6,449,30363,509,2613,1284,221,85.1,0,31060,139995,270,0,1818,1484,1407,0,657,176,27.7,0,29.0,378,21.6,29.0,2676,4.27,0,26.2,40.6,41.7,0,245,34.7,254,11787,582,1294,735,214
2023-03-23 11:38:00,0,83.3,16035,65207,270,0,9787,4755,6450,0,1173,1794,117,0,118,306,32.9,124,72958,4.13,0,32.0,65.3,65.7,0,201,0,449,20252,308,2585,1297,224,83.3,0,20770,131743,270,0,1823,1486,1506,0,665,184,27.7,0,27.7,378,22.5,29.0,2670,4.27,0,26.0,39.9,41.7,0,277,0,258,12205,436,1281,742,226
2023-03-23 11:40:00,0,82.2,14267,62129,270,0,9972,4361,4475,0,1171,1879,116,0,117,309,34.0,119,72989,4.13,0,32.0,65.0,65.3,0,129,0.600,445,20921,306,2612,1297,223,82.2,0,21442,130248,270,0,1851,1419,1411,0,663,186,27.7,0,27.7,377,22.4,27.7,2667,4.27,0,25.5,39.5,42.1,0,257,0.989,248,10433,439,1298,741,219
2023-03-23 11:42:00,0,84.0,16253,65785,270,0,9687,4692,4368,0,1158,1781,117,0,124,306,31.1,118,72928,4.13,0,32.0,65.0,65.3,0,9775,0.600,450,29724,308,2584,1282,219,84.0,0,30210,148950,270,0,1761,1462,1390,0,656,197,27.7,0,29.0,379,19.7,27.7,2663,4.27,0,25.5,39.5,41.7,0,308,0.989,253,12439,435,1279,735,213
2023-03-23 11:44:00,0,89.5,15163,64726,270,0,10289,4378,4559,0,1171,1953,121,0,124,306,31.5,119,73078,4.13,0,31.6,65.7,65.8,0,105,0,454,20998,307,2611,1296,221,89.5,0,21517,130481,270,0,1890,1428,1405,0,663,187,29.0,0,29.0,378,20.6,27.7,2679,4.27,0,25.5,40.3,41.7,0,230,0,260,11335,437,1291,745,215
2023-03-23 11:46:00,0,86.6,15909,64572,270,0,9992,4694,4443,0,1173,1921,128,0,124,308,32.1,124,73007,4.13,0,31.6,65.7,65.8,0,104,37.6,450,29199,510,2587,1296,226,86.6,0,29919,139028,270,0,1922,1462,1401,0,665,212,30.3,0,29.0,375,21.8,29.0,2669,4.27,0,25.5,40.3,41.4,0,231,34.7,253,11931,582,1282,745,228
2023-03-23 11:48:00,0,82.9,14595,63836,270,0,9871,4747,4418,0,1172,1824,122,0,124,305,32.9,119,72929,4.13,0,31.6,65.3,65.7,0,187,0,447,19049,307,2617,1297,222,82.9,0,19588,127396,270,0,1847,1490,1413,0,663,199,29.0,0,29.0,378,27.8,27.7,2644,4.27,0,25.5,39.9,40.6,0,263,0,251,10758,437,1303,742,224
2023-03-23 11:50:00,0,84.4,13981,62472,270,0.389,9950,4328,27245,0,1159,1871,128,0,129,308,31.5,124,73003,4.13,0,31.6,65.3,65.3,0,107,0.367,451,20823,307,2582,1284,220,84.4,0,21353,152431,270,0,1825,1401,1938,0,656,189,30.3,0,30.3,375,25.7,29.0,2649,4.27,0,25.5,39.9,40.3,0,235,0.367,257,10149,437,1277,733,215
2023-03-23 11:52:00,0,82.6,14549,64018,270,0,9883,4823,4466,0,1171,1824,111,0,124,305,32.1,124,72987,4.13,0,31.6,66.1,65.7,0.389,105,0.600,448,22110,307,2611,1296,217,82.6,0,22611,130973,270,0,1865,1533,1451,0,663,209,26.3,0,29.0,378,21.6,29.0,2666,4.66,0,25.5,40.6,41.7,0,231,0.600,257,10738,437,1292,747,211
2023-03-23 11:54:00,0,85.1,14122,63630,270,0,10268,4412,4550,0,1171,1943,106,0,107,309,33.5,136,73079,4.13,0,31.6,65.7,65.7,0,104,0,437,20956,304,2587,1296,226,85.1,0,21478,130240,270,0,1934,1464,1444,0,669,211,25.0,0,25.0,374,23.5,31.6,2670,4.27,0,25.5,40.3,41.4,0,230,0,245,10302,440,1282,750,222
2023-03-23 11:56:00,0,82.6,15194,63704,270,0,10004,4743,4509,0,1172,1904,122,0,118,311,32.1,124,73018,4.52,0,31.6,65.7,65.7,0,104,38.0,451,29653,508,2614,1295,228,82.6,0,30379,139391,270,0,1926,1508,1428,0,671,223,29.0,0,27.7,373,26.6,29.0,2666,4.27,0,25.5,40.3,41,0,231,35.0,255,11208,581,1294,741,225
2023-03-23 11:58:00,0,81.5,16049,65644,270,0,9754,4694,4402,0,1157,1813,128,0,124,308,32.1,136,72975,4.13,0,31.6,65.7,65.7,0,186,38.0,445,19938,509,2583,1285,219,81.5,0,20683,128597,270,0.389,1860,1500,1425,0,656,214,30.3,0,29.0,375,27.0,31.6,2685,4.27,0,25.5,40.6,41,0,261,35.0,249,12042,579,1277,734,219
2023-03-23 12:00:00,0,96.9,15341,63393,270,0,10010,4379,4467,0,1170,1893,128,0,124,307,30.7,130,73012,4.13,0,31.6,65.7,65.3,0,106,0,450,30138,308,2583,1294,221,96.9,0,30639,139727,270,0.389,1910,1469,1425,0,663,230,30.3,0.389,29.0,376,20.1,30.3,2668,4.27,0,25.5,40.6,41,0,236,0,260,11524,435,1278,742,215
2023-03-23 12:02:00,0,87.3,15119,65491,269,0,9869,4742,4412,0,1170,1924,127,0,128,309,96.1,136,72967,4.13,0,31.6,65.3,65.3,0,104,0.600,452,20023,310,2615,1298,223,87.3,0,20607,128902,268,0,1958,1501,1440,0,663,267,30.3,0.389,30.3,375,134,37.4,2666,4.27,0,25.5,39.9,41.4,0,231,0.600,256,11186,433,1296,742,218
2023-03-23 12:04:00,0,84.0,14793,64485,269,0,10344,4376,4558,0,1173,2026,128,0,129,306,74.3,129,73091,4.13,0,31.6,65.3,65.7,0,105,0,450,20982,310,2583,1297,225,84.0,0,21543,131331,268,0,2090,1461,1456,0,665,265,30.3,0,30.3,379,93.3,36.1,2680,4.27,0,25.5,39.9,41.7,0,231,0,254,10894,434,1278,741,220
2023-03-23 12:06:00,0,86.6,14550,62975,270,0,10070,4791,4519,0,1159,1910,121,0,124,305,30.7,136,73044,4.13,0.389,31.6,66.1,65.7,0,104,37.6,447,29228,511,2613,1281,219,86.6,0,29949,140272,270,0,1989,1516,1456,0,658,228,29.0,0,29.0,378,20.1,31.6,2683,4.27,0,25.5,40.7,41.4,0,232,34.7,251,10563,581,1293,735,213
2023-03-23 12:08:00,0,85.9,14729,64477,270,0,9869,4819,6514,0,1171,1828,128,0,129,306,31.5,136,72975,4.13,0.389,31.6,66.1,65.3,0,189,37.6,451,20965,510,2584,1295,220,85.9,0,21712,132754,270,0,1922,1531,1563,0,663,225,30.3,0,30.3,378,20.6,31.6,2676,4.27,0,25.5,40.7,41.7,0,262,34.7,267,10729,582,1278,743,218
2023-03-23 12:10:00,0,88.4,14442,63237,270,0,10058,4418,27232,0,1172,1920,133,0,129,308,33.7,136,72949,4.13,0,31.6,65.7,65.3,0,107,0,450,28025,308,2613,1297,223,88.4,0,28536,160696,270,0,1943,1469,2004,0,665,247,31.6,0,30.3,376,23.3,31.6,2659,4.27,0,25.5,40.3,41,0,235,0,264,10606,437,1293,742,219
2023-03-23 12:12:00,0,89.5,14588,64404,271,0,9587,4730,27052,0.389,1172,1753,133,0,129,305,32.9,130,72843,4.13,0,31.6,65.7,65.7,0,103,0.600,453,18046,307,2586,1297,225,89.5,0,18575,149253,277,0,1900,1513,1978,0,665,227,31.6,0,30.3,381,22.8,30.7,2647,4.27,0,25.5,40.3,40.3,0,233,0.600,253,10743,438,1286,742,220
2023-03-23 12:14:00,0,85.1,13724,63287,271,0,10250,4347,4536,0,1158,1975,133,0,129,308,54.0,135,73064,4.13,0,31.6,65.7,66.4,0,105,0,448,30874,309,2581,1283,221,85.1,0,31389,140903,277,0,1995,1452,1435,0,656,227,37.0,0,30.3,378,60.9,31.6,2663,4.27,0,25.5,40.3,41.4,0,231,0,252,9853,435,1280,733,215
2023-03-23 12:16:00,0,78.5,14086,62509,270,0,9965,4726,4480,0,1170,1910,133,0,134,309,59.5,119,72993,4.13,0,31.6,65.3,65.3,0,120,37.6,452,20716,510,2583,1296,221,78.5,0,21481,129866,270,0,1938,1507,1439,0,663,231,36.6,0,31.6,375,66.3,27.7,2665,4.27,0,25.5,39.9,41,0,246,34.7,256,10046,581,1279,741,214
2023-03-23 12:18:00,0,84.0,15350,65183,270,0,9749,4711,4391,0,1171,1820,133,0,140,307,35.6,130,72954,4.13,0,31.6,65.3,65.7,0,202,37.6,449,21005,505,2584,1283,225,84.0,0,21755,129952,270,0,1881,1488,1434,0,665,225,31.6,0,32.9,376,24.5,30.3,2660,4.27,0,25.5,39.9,40.6,0,276,34.7,259,11339,584,1282,739,226
2023-03-23 12:20:00,0,88.1,13743,61934,270,0,10218,4343,4537,0,1159,1951,128,0,135,306,31.5,136,73090,4.13,0,31.6,65.3,65.7,0,108,0,450,29980,306,2585,1281,218,88.1,0,30481,140418,270,0,1966,1433,1438,0.389,659,220,30.3,0,37.1,376,20.6,31.6,2678,4.27,0.389,25.5,39.9,41.4,0,235,0,260,9917,438,1283,736,213
2023-03-23 12:22:00,0,90.6,15491,64910,270,0,9680,4840,4402,0,1159,1762,133,0,129,307,32.1,124,72878,4.13,0,31.6,65.7,65.7,0,104,0.600,450,21005,311,2613,1297,222,90.6,0,21525,129835,270,0,1894,1544,1459,0,658,215,31.6,0,35.8,377,21.5,29.0,2651,4.27,0,25.5,41.0,40.6,0,232,0.600,254,11665,433,1294,740,216
2023-03-23 12:24:00,0.389,87.0,15396,64934,270,0,10086,4426,4491,0,1170,1886,133,0,135,310,32.9,130,73023,4.13,0,31.6,65.7,66.1,0,105,0,450,29443,309,2585,1296,222,87.0,0.389,29940,139484,270,0,1952,1471,1429,0,663,225,31.6,0,31.6,374,22.4,30.3,2657,4.27,0,25.5,40.7,41,0,230,0,253,11584,435,1281,740,217
2023-03-23 12:26:00,0.389,88.4,16438,65095,270,0,10006,4761,4505,0,1171,1898,128,0,118,309,32.1,124,73012,4.13,0,31.6,66.1,66.1,0,104,38.0,447,19316,509,2613,1298,225,88.4,0.389,20068,136312,270,0,1896,1505,1432,0,663,218,30.3,0,27.7,375,21.6,29.0,2673,4.27,0,25.5,40.7,41.4,0,231,34.7,250,12443,582,1293,743,226
2023-03-23 12:28:00,0,85.5,17170,67347,270,0,9810,4720,4397,0,1171,1820,122,0,130,307,32.1,124,73021,4.13,0,31.6,66.1,65.3,0,190,38.0,454,21029,509,2585,1281,225,85.5,0,21778,138751,270,0,1899,1507,1417,0,663,227,29.0,0,30.3,377,21.6,29.0,2677,4.27,0,25.5,41.1,40.3,0,261,34.7,258,13184,582,1280,734,220
2023-03-23 12:30:00,0,82.6,13636,61933,270,0,10237,4354,4543,0,1159,1969,121,0.389,129,306,30.7,108,73038,4.13,0,31.6,65.7,65.3,0,9783,0,450,22601,308,2584,1295,222,82.6,0,23124,142357,270,0,1962,1446,1434,0,658,238,29.0,0,30.3,378,19.7,25.0,2650,4.27,0,25.5,40.3,41.0,0,297,0,254,9811,438,1280,741,216
2023-03-23 12:32:00,0,83.7,13636,62982,270,0,9949,4692,4440,0,1171,1869,133,0.389,135,308,32.9,124,72971,4.13,0,31.6,65.8,65.7,0,9780,0.600,447,20985,308,2584,1294,219,83.7,0,21496,140019,270,0,1878,1471,1407,0,663,206,31.6,0,31.6,376,22.8,29.0,2644,4.27,0,25.5,40.6,42.1,0,292,0.600,251,9811,437,1279,744,213
2023-03-23 12:34:00,0,83.0,14668,64094,269,0,9838,4333,4369,0,1171,1803,121,0,124,311,31.5,130,72964,4.13,0,31.6,65.8,65.7,0,103,0,450,30891,307,2585,1297,223,83.0,0,31370,140001,268,0,1875,1415,1407,0,662,198,29.0,0,29.0,373,20.8,30.3,2654,4.27,0,25.5,40.6,41.4,0,232,0,254,10854,438,1280,743,218
2023-03-23 12:36:00,0,88.8,15292,63167,270,0,9946,4685,4439,0,1159,1861,128,0,124,309,30.7,124,72999,4.13,0,31.6,65.7,65.3,0,104,0,447,20981,307,2584,1282,225,88.8,0,21504,129873,270,0,1843,1453,1406,0,658,196,30.3,0,29.4,375,19.7,29.0,2664,4.27,0,25.5,40.3,41.4,0,231,0,251,11464,438,1279,734,226
2023-03-23 12:38:00,0,87.7,17600,67553,270,0,9813,4771,6461,0,1159,1802,128,0,129,308,30.7,124,72929,4.13,0,31.6,66.1,65.3,0,186,37.6,449,29767,509,2586,1295,221,87.7,0,30471,141820,270,0,1799,1488,1484,0,657,178,30.3,0,30.3,376,20.1,29.0,2642,4.27,0,25.5,40.6,41.7,0,260,35.1,259,13631,582,1281,744,215
2023-03-23 12:40:00,0,86.6,14376,62832,270,0,10185,4336,27293,0,1171,1952,122,0,129,308,32.7,124,73089,4.13,0,32.0,66.4,65.7,0,106,0,450,19509,307,2585,1295,223,86.6,0,20038,152434,270,0,1900,1412,1898,0,663,197,29.0,0,30.3,374,26.4,29.0,2694,4.27,0,25.5,40.6,41,0,236,0,254,10536,437,1280,748,218
2023-03-23 12:42:00,0,74.5,15337,66222,269,0,10080,4751,4512,0,1170,1893,128,0,124,307,32.3,124,72919,4.13,0,31.6,65.7,65.8,0,104,0.600,446,20803,310,2614,1294,224,74.5,0,21324,132084,270,0,1940,1479,1447,0,667,212,30.3,0,29.0,375,26.7,29.0,2628,4.27,0,25.5,41,40.6,0.389,231,0.600,249,11503,434,1291,741,220
2023-03-23 12:44:00,0,74.1,15746,66608,270,0,9824,4316,4397,0,1157,1818,133,0,135,307,30.7,119,72571,4.13,0,31.6,65.5,66.2,0,104,0.600,454,20691,306,2590,1280,223,74.1,0,21237,132428,270,0,1932,1427,1432,0,659,229,31.6,0,31.6,375,20.1,27.7,2509,4.27,0,25.5,41.1,41.5,0,231,0.600,258,11903,437,1281,732,218
2023-03-23 12:46:00,0,73.0,16982,65135,269,0,10019,4731,4475,0,1171,1975,122,0,124,310,57.5,124,72625,4.13,0,31.6,65.6,65.9,0,103,0,440,18727,305,2586,1295,223,73.0,0,19294,128142,270,0,1983,1516,1459,0,664,266,29.0,0,29.0,374,71.5,29.0,2543,4.27,0,25.5,40.4,41.5,0,231,0,250,13100,439,1273,739,211
2023-03-23 12:48:00,0,78.5,16996,66412,269,0,9815,4724,4415,0,1159,1860,116,0,112,309,58.7,136,72756,4.13,0,31.6,65.5,65.8,0,189,45.3,437,18828,511,2581,1282,223,78.5,0,19624,128339,270,0,1910,1492,1445,0,658,238,27.7,0,26.3,375,65.5,31.6,2602,4.27,0,25.5,40.0,41.8,0,264,34.7,246,12953,583,1275,737,224
2023-03-23 12:50:00,0,89.2,15086,63381,269,0.389,10327,4410,4603,0,1170,1994,111,0,112,303,32.2,136,73093,4.13,0,31.6,65.7,65.7,0,109,0,448,29390,306,2615,1297,223,89.2,0,29896,140832,270,0,2006,1456,1468,0,663,233,26.3,0,26.3,379,20.5,31.6,2680,4.27,0,25.5,40.3,40.6,0,234,0,251,11270,439,1296,744,219
2023-03-23 12:52:00,0,81.8,14249,63500,270,0.389,10107,4809,4507,0,1172,1891,127,0,129,305,32.9,130,73056,4.13,0,31.6,65.7,65.7,0,104,0.600,451,19288,308,2585,1297,222,81.8,0,19815,129590,270,0,2006,1534,1459,0,665,218,30.3,0,30.3,378,22.5,35.3,2707,4.27,0,25.5,40.3,41.7,0,231,0.600,256,10412,438,1280,742,217
2023-03-23 12:54:00,0,85.9,14748,64081,270,0,9882,4435,4432,0,1173,1823,128,0,124,309,30.7,124,73020,4.13,0,31.6,65.7,65.7,0,103,0.600,450,20775,306,2583,1294,225,85.9,0,21294,129757,270,0,1924,1478,1449,0,665,223,30.3,0,29.0,375,20.1,34.0,2707,4.66,0,25.5,40.3,40.6,0,231,0.600,253,10918,439,1276,742,220
2023-03-23 12:56:00,0,84.8,15583,63339,270,0,10060,4768,4505,0,1158,1898,122,0,124,306,32.9,136,73065,4.13,0,31.6,65.7,65.7,0,103,0,445,20810,304,2613,1280,219,84.8,0,21318,130871,270,0,1946,1509,1441,0,656,224,29.0,0,29.0,376,22.9,31.6,2689,4.66,0,25.5,40.6,40.6,0,233,0,249,11748,441,1293,737,219
2023-03-23 12:58:00,0,82.2,17074,66602,270,0,9579,4723,4336,0,1158,1752,122,0,118,305,32.9,130,72958,4.13,0,31.6,65.3,65.0,0,192,37.6,447,21038,507,2584,1280,219,82.2,0,21781,129577,270,0,1868,1489,1424,0,656,222,29.0,0,27.7,377,22.5,30.3,2700,4.27,0,25.5,40.3,40.6,0,262,34.7,262,13086,582,1279,737,218
2023-03-23 13:00:00,0,82.6,15418,63740,270,0,10246,4354,4540,0,1172,1954,122,0,124,304,30.7,124,73127,4.52,0,31.8,65.3,65.3,0.389,107,0,449,29469,309,2584,1293,225,82.6,0,29968,139709,270,0,1992,1439,1440,0,664,225,29.0,0,29.0,378,19.7,29.0,2721,4.27,0,25.7,39.9,41,0,234,0,253,11606,436,1290,742,220
2023-03-23 13:02:00,0,88.8,15293,65132,270,0,10046,4767,4513,0,1172,1907,128,0,129,307,32.1,130,73024,4.13,0,32.0,66.1,66.1,0,104,0.600,451,21020,308,2612,1294,224,88.8,0,21528,139619,270,0.389,1927,1500,1436,0,665,229,30.3,0,30.3,375,21.6,30.3,2690,4.27,0,26.0,40.7,42.5,0,232,0.600,256,11481,436,1303,741,220
2023-03-23 13:04:00,0,87.7,15864,65572,269,0,9828,4351,4411,0,1171,1827,128,0,129,306,34.3,136,72973,4.13,0,32.0,66.1,66.0,0,104,0.600,447,28966,309,2584,1296,222,87.7,0,29455,138866,268,0,1901,1449,1425,0,663,226,35.2,0,30.3,378,24.3,31.6,2687,4.27,0,26.0,40.7,41.0,0,232,0.600,251,12059,436,1279,742,216
2023-03-23 13:06:00,0,86.2,16177,64463,270,0,10206,4728,4539,0,1171,1953,133,0,128,309,32.1,141,73071,4.13,0,31.8,65.3,66.1,0,104,0,447,18849,307,2584,1297,223,86.2,0,19383,128629,270,0,2002,1511,1438,0,663,216,31.6,0.389,30.3,375,21.6,32.9,2708,4.27,0,25.7,39.9,40.6,0,231,0,252,12349,437,1279,744,224
