"Time","sum({__name__=~""node_memory_MemTotal_bytes|windows_cs_physical_memory_bytes""}) - sum({__name__=~""node_memory_MemAvailable_bytes|windows_os_physical_memory_free_bytes""})"
2023-03-20 13:00:00,11914809344
2023-03-20 13:20:00,12162109440
2023-03-20 13:40:00,12105850880
2023-03-20 14:00:00,12138500096
2023-03-20 14:20:00,11915591680
2023-03-20 14:40:00,12023078912
2023-03-20 15:00:00,12126470144
2023-03-20 15:20:00,12105826304
2023-03-20 15:40:00,11925336064
2023-03-20 16:00:00,11857543168
2023-03-20 16:20:00,12078784512
2023-03-20 16:40:00,11820232704
2023-03-20 17:00:00,11927711744
2023-03-20 17:20:00,12119810048
2023-03-20 17:40:00,12088737792
2023-03-20 18:00:00,12167933952
2023-03-20 18:20:00,12171677696
2023-03-20 18:40:00,12236345344
2023-03-20 19:00:00,11823968256
2023-03-20 19:20:00,12049276928
2023-03-20 19:40:00,11970236416
2023-03-20 20:00:00,12012417024
2023-03-20 20:20:00,12016156672
2023-03-20 20:40:00,12174196736
2023-03-20 21:00:00,11975675904
2023-03-20 21:20:00,12095873024
2023-03-20 21:40:00,12006645760
2023-03-20 22:00:00,12104568832
2023-03-20 22:20:00,11896819712
2023-03-20 22:40:00,11982749696
2023-03-20 23:00:00,11975045120
2023-03-20 23:20:00,12244529152
2023-03-20 23:40:00,11962421248
2023-03-21 00:00:00,11934117888
2023-03-21 00:20:00,12051406848
2023-03-21 00:40:00,11922792448
2023-03-21 01:00:00,12062953472
2023-03-21 01:20:00,11813642240
2023-03-21 01:40:00,12127715328
2023-03-21 02:00:00,12051468288
2023-03-21 02:20:00,12014465024
2023-03-21 02:40:00,11916275712
2023-03-21 03:00:00,11958665216
2023-03-21 03:20:00,12009500672
2023-03-21 03:40:00,12121198592
2023-03-21 04:00:00,12125360128
2023-03-21 04:20:00,12147564544
2023-03-21 04:40:00,12126085120
2023-03-21 05:00:00,12203147264
2023-03-21 05:20:00,11921772544
2023-03-21 05:40:00,12149280768
2023-03-21 06:00:00,11964313600
2023-03-21 06:20:00,11929690112
2023-03-21 06:40:00,12081295360
2023-03-21 07:00:00,11997106176
2023-03-21 07:20:00,12086386688
2023-03-21 07:40:00,12063956992
2023-03-21 08:00:00,12019044352
2023-03-21 08:20:00,12083998720
2023-03-21 08:40:00,12072476672
2023-03-21 09:00:00,12001894400
2023-03-21 09:20:00,11968917504
2023-03-21 09:40:00,12021284864
2023-03-21 10:00:00,12137730048
2023-03-21 10:20:00,12150091776
2023-03-21 10:40:00,12275625984
2023-03-21 11:00:00,11879342080
2023-03-21 11:20:00,12043370496
2023-03-21 11:40:00,12139372544
2023-03-21 12:00:00,12139925504
2023-03-21 12:20:00,12104155136
2023-03-21 12:40:00,12080177152
2023-03-21 13:00:00,11886903296
2023-03-21 13:20:00,12099776512
2023-03-21 13:40:00,12038782976
2023-03-21 14:00:00,11914092544
2023-03-21 14:20:00,11835498496
2023-03-21 14:40:00,11940511744
2023-03-21 15:00:00,12008099840
2023-03-21 15:20:00,12238262272
2023-03-21 15:40:00,12275294208
2023-03-21 16:00:00,11941441536
2023-03-21 16:20:00,12127641600
2023-03-21 16:40:00,12051881984
2023-03-21 17:00:00,12161966080
2023-03-21 17:20:00,11961249792
2023-03-21 17:40:00,11943247872
2023-03-21 18:00:00,12028272640
2023-03-21 18:20:00,12124663808
2023-03-21 18:40:00,12181577728
2023-03-21 19:00:00,11927789568

