"Time","(1 - (avg(irate({__name__=~""node_cpu_seconds_total|windows_cpu_time_total"",mode=""idle""}[5m])))) * 100"
2023-03-20 13:00:00,8.26
2023-03-20 13:20:00,7.93
2023-03-20 13:40:00,8.26
2023-03-20 14:00:00,8.45
2023-03-20 14:20:00,8.07
2023-03-20 14:40:00,6.88
2023-03-20 15:00:00,7.99
2023-03-20 15:20:00,8.59
2023-03-20 15:40:00,8.72
2023-03-20 16:00:00,8.27
2023-03-20 16:20:00,8.33
2023-03-20 16:40:00,8.37
2023-03-20 17:00:00,8.18
2023-03-20 17:20:00,6.57
2023-03-20 17:40:00,7.83
2023-03-20 18:00:00,8.74
2023-03-20 18:20:00,8.55
2023-03-20 18:40:00,7.74
2023-03-20 19:00:00,9.27
2023-03-20 19:20:00,8.47
2023-03-20 19:40:00,8.20
2023-03-20 20:00:00,7.00
2023-03-20 20:20:00,7.37
2023-03-20 20:40:00,8.39
2023-03-20 21:00:00,8.20
2023-03-20 21:20:00,8.02
2023-03-20 21:40:00,8.36
2023-03-20 22:00:00,8.58
2023-03-20 22:20:00,7.93
2023-03-20 22:40:00,6.64
2023-03-20 23:00:00,8.70
2023-03-20 23:20:00,8.98
2023-03-20 23:40:00,8.07
2023-03-21 00:00:00,8.46
2023-03-21 00:20:00,8.23
2023-03-21 00:40:00,8.25
2023-03-21 01:00:00,7.20
2023-03-21 01:20:00,7.32
2023-03-21 01:40:00,8.16
2023-03-21 02:00:00,8.60
2023-03-21 02:20:00,8.63
2023-03-21 02:40:00,8.26
2023-03-21 03:00:00,8.61
2023-03-21 03:20:00,8.18
2023-03-21 03:40:00,7.67
2023-03-21 04:00:00,7.11
2023-03-21 04:20:00,7.51
2023-03-21 04:40:00,8.39
2023-03-21 05:00:00,7.66
2023-03-21 05:20:00,5.91
2023-03-21 05:40:00,6.07
2023-03-21 06:00:00,6.75
2023-03-21 06:20:00,6.08
2023-03-21 06:40:00,4.25
2023-03-21 07:00:00,5.69
2023-03-21 07:20:00,5.89
2023-03-21 07:40:00,6.11
2023-03-21 08:00:00,6.28
2023-03-21 08:20:00,5.90
2023-03-21 08:40:00,6.19
2023-03-21 09:00:00,6.54
2023-03-21 09:20:00,4.94
2023-03-21 09:40:00,4.22
2023-03-21 10:00:00,5.07
2023-03-21 10:20:00,7.99
2023-03-21 10:40:00,8.18
2023-03-21 11:00:00,8.13
2023-03-21 11:20:00,8.05
2023-03-21 11:40:00,8.27
2023-03-21 12:00:00,8.24
2023-03-21 12:20:00,6.67
2023-03-21 12:40:00,7.81
2023-03-21 13:00:00,9.17
2023-03-21 13:20:00,8.44
2023-03-21 13:40:00,7.94
2023-03-21 14:00:00,8.38
2023-03-21 14:20:00,8.26
2023-03-21 14:40:00,8.44
2023-03-21 15:00:00,7.42
2023-03-21 15:20:00,7.49
2023-03-21 15:40:00,8.33
2023-03-21 16:00:00,8.35
2023-03-21 16:20:00,8.16
2023-03-21 16:40:00,8.76
2023-03-21 17:00:00,8.75
2023-03-21 17:20:00,7.70
2023-03-21 17:40:00,6.66
2023-03-21 18:00:00,8.51
2023-03-21 18:20:00,8.65
2023-03-21 18:40:00,7.86
2023-03-21 19:00:00,8.76

