"Time","FIN","RST","SYN","SYN-ACK"
2023-03-20 13:00:00,14.4,2.88,9.78,8.34
2023-03-20 13:02:00,14.4,2.88,9.72,8.32
2023-03-20 13:04:00,14.5,2.90,9.78,8.34
2023-03-20 13:06:00,14.4,2.82,9.98,8.46
2023-03-20 13:08:00,14.4,2.74,9.78,8.34
2023-03-20 13:10:00,14.4,2.80,9.78,8.34
2023-03-20 13:12:00,17.1,3.76,11.1,9.74
2023-03-20 13:14:00,14.4,2.76,9.78,8.34
2023-03-20 13:16:00,14.4,2.76,9.92,8.42
2023-03-20 13:18:00,14.4,2.76,9.78,8.34
2023-03-20 13:20:00,14.3,2.70,9.70,8.30
2023-03-20 13:22:00,30.8,19.2,19.7,14.9
2023-03-20 13:24:00,14.4,2.70,9.78,8.34
2023-03-20 13:26:00,14.5,2.86,9.90,8.42
2023-03-20 13:28:00,14.4,2.72,9.78,8.34
2023-03-20 13:30:00,14.3,2.78,9.78,8.34
2023-03-20 13:32:00,33.8,26.5,22.5,15.0
2023-03-20 13:34:00,14.5,2.72,9.82,8.36
2023-03-20 13:36:00,14.3,2.78,9.94,8.46
2023-03-20 13:38:00,14.5,2.84,9.78,8.34
2023-03-20 13:40:00,14.3,2.76,9.78,8.34
2023-03-20 13:42:00,20.1,11.3,14.0,9.80
2023-03-20 13:44:00,14.4,2.72,9.80,8.36
2023-03-20 13:46:00,15.2,2.70,9.90,8.42
2023-03-20 13:48:00,14.4,2.78,9.70,8.30
2023-03-20 13:50:00,14.4,2.76,9.70,8.30
2023-03-20 13:52:00,14.4,2.82,9.80,8.36
2023-03-20 13:54:00,41.9,37.2,27.9,17.8
2023-03-20 13:56:00,16.3,2.86,10.9,9.38
2023-03-20 13:58:00,14.3,2.76,9.70,8.30
2023-03-20 14:00:00,14.2,2.68,9.70,8.30
2023-03-20 14:02:00,14.3,2.74,9.80,8.36
2023-03-20 14:04:00,14.0,2.60,9.70,8.30
2023-03-20 14:06:00,29.8,17.9,19.4,14.7
2023-03-20 14:08:00,14.5,2.76,9.78,8.34
2023-03-20 14:10:00,14.2,2.70,9.70,8.30
2023-03-20 14:12:00,14.4,2.78,9.72,8.32
2023-03-20 14:14:00,14.4,2.76,9.74,8.32
2023-03-20 14:16:00,36.0,27,24,16.4
2023-03-20 14:18:00,14.5,2.84,9.86,8.38
2023-03-20 14:20:00,14.2,2.70,9.70,8.30
2023-03-20 14:22:00,14.4,2.78,9.80,8.36
2023-03-20 14:24:00,14.1,2.66,9.70,8.30
2023-03-20 14:26:00,21.3,12.8,15.1,10.4
2023-03-20 14:28:00,14.4,2.72,9.70,8.30
2023-03-20 14:30:00,14.4,2.86,9.70,8.30
2023-03-20 14:32:00,14.4,2.70,9.80,8.36
2023-03-20 14:34:00,14.3,2.70,9.70,8.30
2023-03-20 14:36:00,14.6,2.78,10.1,8.50
2023-03-20 14:38:00,14.3,2.70,9.70,8.30
2023-03-20 14:40:00,14.4,2.74,9.74,8.32
2023-03-20 14:42:00,14.6,2.80,9.80,8.36
2023-03-20 14:44:00,14.3,2.82,9.72,8.32
2023-03-20 14:46:00,14.5,2.82,9.98,8.46
2023-03-20 14:48:00,17.6,4.02,11.5,10.1
2023-03-20 14:50:00,14.4,2.74,9.78,8.34
2023-03-20 14:52:00,14.4,2.84,9.80,8.36
2023-03-20 14:54:00,14.3,2.76,9.78,8.34
2023-03-20 14:56:00,14.5,2.84,10.1,8.50
2023-03-20 14:58:00,31.3,19.9,20.1,15.1
2023-03-20 15:00:00,14.3,2.72,9.78,8.34
2023-03-20 15:02:00,14.5,2.86,9.80,8.36
2023-03-20 15:04:00,14.3,2.72,9.70,8.30
2023-03-20 15:06:00,14.5,2.88,9.98,8.46
2023-03-20 15:08:00,31.9,25.3,21.6,14.1
2023-03-20 15:10:00,14.4,2.68,9.78,8.34
2023-03-20 15:12:00,14.5,2.72,9.80,8.36
2023-03-20 15:14:00,14.5,2.92,9.78,8.34
2023-03-20 15:16:00,14.5,2.64,10.0,8.48
2023-03-20 15:18:00,18.5,9.20,12.9,9.26
2023-03-20 15:20:00,14.3,2.62,9.70,8.30
2023-03-20 15:22:00,14.5,2.88,9.72,8.32
2023-03-20 15:24:00,14.3,2.80,9.78,8.34
2023-03-20 15:26:00,14.6,2.84,10.1,8.54
2023-03-20 15:28:00,14.3,2.66,9.70,8.30
2023-03-20 15:30:00,14.3,2.68,9.70,8.30
2023-03-20 15:32:00,14.5,2.94,9.72,8.32
2023-03-20 15:34:00,14.3,2.68,9.78,8.34
2023-03-20 15:36:00,14.5,2.78,10.1,8.50
2023-03-20 15:38:00,14.3,2.72,9.74,8.32
2023-03-20 15:40:00,20.8,5.88,13.1,11.5
2023-03-20 15:42:00,14.4,2.86,9.72,8.32
2023-03-20 15:44:00,14.3,2.74,9.72,8.32
2023-03-20 15:46:00,14.5,2.86,10.0,8.48
2023-03-20 15:48:00,14.2,2.70,9.70,8.30
2023-03-20 15:50:00,34.0,23.5,22.1,16.0
2023-03-20 15:52:00,14.4,2.80,9.72,8.32
2023-03-20 15:54:00,14.4,2.74,9.78,8.34
2023-03-20 15:56:00,14.3,2.66,9.90,8.42
2023-03-20 15:58:00,14.4,2.78,9.78,8.34
2023-03-20 16:00:00,29.1,23.4,20,12.7
2023-03-20 16:02:00,14.5,2.80,9.72,8.32
2023-03-20 16:04:00,14.4,2.80,9.78,8.34
2023-03-20 16:06:00,14.4,2.90,9.98,8.46
2023-03-20 16:08:00,14.3,2.60,9.70,8.30
2023-03-20 16:10:00,16.5,6.46,11.7,8.58
2023-03-20 16:12:00,14.4,2.68,9.76,8.34
2023-03-20 16:14:00,14.5,2.72,9.78,8.34
2023-03-20 16:16:00,14.4,2.76,9.98,8.46
2023-03-20 16:18:00,14.3,2.68,9.78,8.34
2023-03-20 16:20:00,14.2,2.70,9.70,8.30
2023-03-20 16:22:00,14.4,2.86,9.80,8.36
2023-03-20 16:24:00,14.5,2.76,9.78,8.34
2023-03-20 16:26:00,14.3,2.74,9.90,8.42
2023-03-20 16:28:00,14.4,2.74,9.78,8.34
2023-03-20 16:30:00,14.4,2.80,9.70,8.30
2023-03-20 16:32:00,23.6,9.46,14.9,12.5
2023-03-20 16:34:00,14.3,2.72,9.82,8.36
