"Time","to-endpoint","to-overlay","to-stack"
2023-03-20 13:00:00,49.8,10.5,28.8
2023-03-20 13:02:00,49.6,10.3,28.6
2023-03-20 13:04:00,50.0,11.0,28.6
2023-03-20 13:06:00,51.7,12.6,29.3
2023-03-20 13:08:00,49.5,11.2,28.6
2023-03-20 13:10:00,50.6,10.1,28.8
2023-03-20 13:12:00,57.2,15.4,28.8
2023-03-20 13:14:00,49.5,11.1,28.5
2023-03-20 13:16:00,51.1,12.4,29.2
2023-03-20 13:18:00,49.3,10.2,28.4
2023-03-20 13:20:00,49.4,9.74,28.3
2023-03-20 13:22:00,86.6,67.2,28.7
2023-03-20 13:24:00,49.5,11.0,28.7
2023-03-20 13:26:00,51.5,12.2,29.3
2023-03-20 13:28:00,49.4,9.86,28.4
2023-03-20 13:30:00,48.6,10.8,28.1
2023-03-20 13:32:00,86.4,93.2,28.2
2023-03-20 13:34:00,50.0,10.5,28.9
2023-03-20 13:36:00,52.8,13.3,29.5
2023-03-20 13:38:00,50.0,10.7,29.0
2023-03-20 13:40:00,49.5,9.98,28.6
2023-03-20 13:42:00,59.3,42.4,28.9
2023-03-20 13:44:00,49.7,10.8,28.6
2023-03-20 13:46:00,51.8,12.9,29.6
2023-03-20 13:48:00,49.2,10.0,28.6
2023-03-20 13:50:00,49.0,10.3,28.4
2023-03-20 13:52:00,50.2,12.1,28.9
2023-03-20 13:54:00,103,127,28.8
2023-03-20 13:56:00,55.9,15.5,29.2
2023-03-20 13:58:00,49.2,9.76,28.5
2023-03-20 14:00:00,49.3,9.58,28.5
2023-03-20 14:02:00,49.7,11.3,28.7
2023-03-20 14:04:00,48.8,10.3,28.3
2023-03-20 14:06:00,86.4,66.1,29.4
2023-03-20 14:08:00,49.5,10.3,28.5
2023-03-20 14:10:00,48.9,10.0,28.2
2023-03-20 14:12:00,49.7,10.6,28.9
2023-03-20 14:14:00,49.1,9.76,28.2
2023-03-20 14:16:00,96.6,101,29.1
2023-03-20 14:18:00,49.6,10.8,28.8
2023-03-20 14:20:00,48.5,9.30,28.2
2023-03-20 14:22:00,50.0,10.9,28.8
2023-03-20 14:24:00,48.9,9.50,28.4
2023-03-20 14:26:00,61.6,49.1,28.7
2023-03-20 14:28:00,49.3,9.46,28.5
2023-03-20 14:30:00,49.2,9.84,28.5
2023-03-20 14:32:00,50.0,10.9,28.8
2023-03-20 14:34:00,49.2,11.0,28.6
2023-03-20 14:36:00,51.9,12.7,29.0
2023-03-20 14:38:00,49.6,10.5,28.6
2023-03-20 14:40:00,49.5,10,28.3
2023-03-20 14:42:00,50.4,10.7,29.0
2023-03-20 14:44:00,49.2,9.74,28.5
2023-03-20 14:46:00,51.0,12.7,28.8
2023-03-20 14:48:00,58.5,15.8,28.6
2023-03-20 14:50:00,49.7,11.7,28.6
2023-03-20 14:52:00,49.9,10.8,28.7
2023-03-20 14:54:00,48.9,9.04,28.7
2023-03-20 14:56:00,52.4,12.3,29.3
2023-03-20 14:58:00,87.8,70.5,28.9
2023-03-20 15:00:00,49.4,11.0,28.5
2023-03-20 15:02:00,50.4,10.9,28.8
2023-03-20 15:04:00,49.7,9.48,28.6
2023-03-20 15:06:00,51.5,13.0,29.1
2023-03-20 15:08:00,82.8,92.2,28.7
2023-03-20 15:10:00,49.5,9.96,28.3
2023-03-20 15:12:00,49.5,11.1,28.5
2023-03-20 15:14:00,49.8,9.78,28.7
2023-03-20 15:16:00,50.5,11.9,28.6
2023-03-20 15:18:00,54.7,36.3,28.6
2023-03-20 15:20:00,48.9,9.96,28.2
2023-03-20 15:22:00,49.1,10.7,28.4
2023-03-20 15:24:00,48.8,11.2,28.2
2023-03-20 15:26:00,52.2,12.1,29.1
2023-03-20 15:28:00,49.4,10.5,28.6
2023-03-20 15:30:00,49.3,9.94,28.6
2023-03-20 15:32:00,50.1,10.2,28.8
2023-03-20 15:34:00,49.8,10.4,28.5
2023-03-20 15:36:00,51.3,12.0,29.1
2023-03-20 15:38:00,49.4,10.4,28.7
2023-03-20 15:40:00,65.8,22.8,28.5
2023-03-20 15:42:00,49.6,10.3,28.7
2023-03-20 15:44:00,49.8,11.1,28.8
2023-03-20 15:46:00,51.1,11.6,29.3
2023-03-20 15:48:00,49.0,9.82,28.5
2023-03-20 15:50:00,92.7,80.8,28.7
2023-03-20 15:52:00,49.7,9.88,28.7
2023-03-20 15:54:00,49.2,11.4,28.5
2023-03-20 15:56:00,50.9,12.6,29.1
2023-03-20 15:58:00,49.4,10.2,28.5
2023-03-20 16:00:00,76.3,83.0,28.5
2023-03-20 16:02:00,49.6,10.6,28.7
2023-03-20 16:04:00,49.6,11.2,28.9
2023-03-20 16:06:00,51.9,12.1,29.3
2023-03-20 16:08:00,49.3,9.98,28.8
2023-03-20 16:10:00,51.3,27.3,28.7
2023-03-20 16:12:00,49.0,10.7,28.2
2023-03-20 16:14:00,50.1,11.4,28.9
2023-03-20 16:16:00,51.4,12.4,29.0
2023-03-20 16:18:00,49.0,10.2,28.3
2023-03-20 16:20:00,48.8,10.8,28.3
2023-03-20 16:22:00,50.3,11.5,28.7
2023-03-20 16:24:00,49.3,10.9,28.6
2023-03-20 16:26:00,51.0,11.1,29.1
2023-03-20 16:28:00,49.6,10.9,28.6
2023-03-20 16:30:00,49.1,9.74,28.4
2023-03-20 16:32:00,72.3,36.4,28.5
2023-03-20 16:34:00,49.7,9.74,28.5
2023-03-20 16:36:00,51.0,12.7,28.9
2023-03-20 16:38:00,49.2,10.2,28.4
2023-03-20 16:40:00,49.3,10.7,28.6
2023-03-20 16:42:00,84.1,80.1,28.6
2023-03-20 16:44:00,60.4,22.1,28.6
2023-03-20 16:46:00,51.7,11.9,29.3
2023-03-20 16:48:00,49.4,10.1,28.6
2023-03-20 16:50:00,49.6,10.1,29.0
2023-03-20 16:52:00,50.2,11,28.8
2023-03-20 16:54:00,93.7,96.9,28.6
2023-03-20 16:56:00,51.0,12.3,29.0
2023-03-20 16:58:00,49.9,9.68,28.7
2023-03-20 17:00:00,48.6,11,28.4
2023-03-20 17:02:00,49.6,10.8,28.8
2023-03-20 17:04:00,59.2,46.1,28.4
2023-03-20 17:06:00,51.2,12.6,28.9
2023-03-20 17:08:00,49.7,10.3,28.6
2023-03-20 17:10:00,49.4,10.2,28.5
2023-03-20 17:12:00,48.3,11.5,27.8
2023-03-20 17:14:00,48.2,9.82,28.1
2023-03-20 17:16:00,50.5,12.0,28.5
2023-03-20 17:18:00,48.7,11.3,28.1
2023-03-20 17:20:00,49.5,10.1,28.7
2023-03-20 17:22:00,50.4,10.4,29.1
2023-03-20 17:24:00,49.7,10.0,28.8
2023-03-20 17:26:00,63.1,19.7,29.2
2023-03-20 17:28:00,49.4,9.72,28.7
2023-03-20 17:30:00,49.7,9.80,28.6
2023-03-20 17:32:00,50.2,11.1,28.8
2023-03-20 17:34:00,49.5,9.44,28.7
2023-03-20 17:36:00,91.3,76.3,29.6
2023-03-20 17:38:00,49.5,10.3,28.6
2023-03-20 17:40:00,49.7,10.6,28.8
2023-03-20 17:42:00,50.2,11.1,28.6
2023-03-20 17:44:00,49.8,10.1,28.7
2023-03-20 17:46:00,86.7,94.1,29.2
2023-03-20 17:48:00,48.8,10.3,28.4
2023-03-20 17:50:00,48.9,10.2,28.4
2023-03-20 17:52:00,49.6,10.7,28.4
2023-03-20 17:54:00,49.1,9.78,28.5
2023-03-20 17:56:00,57.5,40.3,29.0
2023-03-20 17:58:00,49.3,10.2,28.5
2023-03-20 18:00:00,49.3,10.2,28.4
2023-03-20 18:02:00,49.8,10.6,28.7
2023-03-20 18:04:00,49.8,9.72,28.6
2023-03-20 18:06:00,51.4,12.8,29.1
2023-03-20 18:08:00,49.7,9.74,28.8
2023-03-20 18:10:00,49.0,10.3,28.3
2023-03-20 18:12:00,49.5,10.8,28.9
2023-03-20 18:14:00,49.7,11.5,28.4
2023-03-20 18:16:00,51.0,12.3,29.1
2023-03-20 18:18:00,67.5,26.7,28.5
2023-03-20 18:20:00,49.5,9.62,28.7
2023-03-20 18:22:00,49.8,11.0,28.9
2023-03-20 18:24:00,49.5,10.2,28.4
2023-03-20 18:26:00,51.2,11.4,29.3
2023-03-20 18:28:00,93.0,83.1,28.3
2023-03-20 18:30:00,49.5,10.1,28.4
2023-03-20 18:32:00,50.0,11.2,28.8
2023-03-20 18:34:00,48.4,11.5,27.9
2023-03-20 18:36:00,50.7,12.2,28.9
2023-03-20 18:38:00,76.9,84.5,28.4
2023-03-20 18:40:00,49,10.7,28.2
2023-03-20 18:42:00,49.8,11.0,28.8
2023-03-20 18:44:00,49.7,10.5,28.5
2023-03-20 18:46:00,50.7,11.8,28.9
2023-03-20 18:48:00,51.5,26.6,28.7
2023-03-20 18:50:00,49.6,10.2,28.6
2023-03-20 18:52:00,49.6,11.3,28.6
2023-03-20 18:54:00,49.3,9.44,28.7
2023-03-20 18:56:00,51.0,11.6,28.9
2023-03-20 18:58:00,49.0,11.6,28.3
2023-03-20 19:00:00,49.5,9.74,28.5
2023-03-20 19:02:00,50.8,11.0,28.9
2023-03-20 19:04:00,49.6,10.0,28.6
2023-03-20 19:06:00,50.7,11.7,29.0
2023-03-20 19:08:00,49.2,10.6,28.6
2023-03-20 19:10:00,69.3,32.0,28.4
2023-03-20 19:12:00,50.2,11.1,28.5
2023-03-20 19:14:00,49.3,10.4,28.3
2023-03-20 19:16:00,51.8,12.2,29.2
2023-03-20 19:18:00,50.5,11.4,29
2023-03-20 19:20:00,94.2,89.3,28.7
2023-03-20 19:22:00,50.5,10.9,28.9
2023-03-20 19:24:00,49.5,10.2,28.5
2023-03-20 19:26:00,51.1,11.4,29.0
2023-03-20 19:28:00,50.0,10.8,28.7
2023-03-20 19:30:00,71.0,71.4,28.7
2023-03-20 19:32:00,50.1,10.4,28.5
2023-03-20 19:34:00,49.5,10.3,28.5
2023-03-20 19:36:00,51.7,12.6,29.1
2023-03-20 19:38:00,49.5,10.8,28.7
2023-03-20 19:40:00,48.8,15.8,28.3
2023-03-20 19:42:00,49.8,11.4,28.4
2023-03-20 19:44:00,49.3,12.0,28.4
2023-03-20 19:46:00,51.3,13.2,28.9
2023-03-20 19:48:00,49.5,9.96,28.5
2023-03-20 19:50:00,49.2,9.52,28.3
2023-03-20 19:52:00,50.0,11.3,28.7
2023-03-20 19:54:00,49.7,11.2,29.0
2023-03-20 19:56:00,51.1,11.8,29.1
2023-03-20 19:58:00,49.1,10.0,28.4
2023-03-20 20:00:00,49.4,9.60,28.6
2023-03-20 20:02:00,77.3,47.8,28.5
2023-03-20 20:04:00,48.8,11.0,28.3
2023-03-20 20:06:00,52.7,19.4,29.8
2023-03-20 20:08:00,49.2,10.0,28.4
2023-03-20 20:10:00,48.7,10.9,28.0
2023-03-20 20:12:00,94.8,97.1,28.8
2023-03-20 20:14:00,49.1,9.60,28.6
2023-03-20 20:16:00,51.4,11.0,29.0
2023-03-20 20:18:00,49.3,9.48,28.6
2023-03-20 20:20:00,49.3,9.26,28.5
2023-03-20 20:22:00,66.8,59.7,28.8
2023-03-20 20:24:00,49.9,8.96,28.8
2023-03-20 20:26:00,51.4,11.5,29.1
2023-03-20 20:28:00,49,8.94,28.6
2023-03-20 20:30:00,49.2,9.26,28.6
2023-03-20 20:32:00,50.7,10.2,28.7
2023-03-20 20:34:00,49.6,9.44,28.7
2023-03-20 20:36:00,51.3,11.5,29.0
2023-03-20 20:38:00,49.8,8.88,28.6
2023-03-20 20:40:00,49.7,10.4,28.6
2023-03-20 20:42:00,50.0,9.44,28.7
2023-03-20 20:44:00,49.8,9.88,28.5
2023-03-20 20:46:00,51.1,10.7,29.0
2023-03-20 20:48:00,49.0,9.34,28.3
2023-03-20 20:50:00,49.9,10.3,28.7
2023-03-20 20:52:00,49.9,8.96,28.5
2023-03-20 20:54:00,82.5,58.5,28.4
2023-03-20 20:56:00,50.9,11.3,28.8
2023-03-20 20:58:00,49,9.54,28.3
2023-03-20 21:00:00,48.9,10.1,28.2
2023-03-20 21:02:00,48.9,9.46,28.3
2023-03-20 21:04:00,93.1,97.0,28.2
2023-03-20 21:06:00,50.9,11.7,28.8
2023-03-20 21:08:00,49.0,8.84,28.4
2023-03-20 21:10:00,50.5,9.62,29
2023-03-20 21:12:00,49.7,10.1,28.7
2023-03-20 21:14:00,61.4,49.9,28.4
2023-03-20 21:16:00,51.7,11.1,29.1
2023-03-20 21:18:00,49.4,10.5,28.5
2023-03-20 21:20:00,48.9,9.58,28.1
2023-03-20 21:22:00,49.4,9.26,28.5
2023-03-20 21:24:00,49.2,9.68,28.4
2023-03-20 21:26:00,52.5,11.8,29.4
2023-03-20 21:28:00,49.6,9.38,28.6
2023-03-20 21:30:00,50.0,8.90,28.8
2023-03-20 21:32:00,49.6,9.44,28.6
2023-03-20 21:34:00,48.9,9.06,28.3
2023-03-20 21:36:00,59.1,17.6,29.0
2023-03-20 21:38:00,49.5,8.72,28.6
2023-03-20 21:40:00,49.7,8.78,28.5
2023-03-20 21:42:00,50.2,9.42,28.9
2023-03-20 21:44:00,49.4,9.50,28.4
2023-03-20 21:46:00,88.8,68.9,29.5
2023-03-20 21:48:00,49.6,9.86,28.7
2023-03-20 21:50:00,49.3,8.56,28.5
2023-03-20 21:52:00,50.4,10.2,28.7
2023-03-20 21:54:00,49.5,9.64,28.4
2023-03-20 21:56:00,88.1,93.8,29.1
2023-03-20 21:58:00,50.1,9.04,28.7
2023-03-20 22:00:00,48.7,8.60,28.3
2023-03-20 22:02:00,50.0,10.6,28.5
2023-03-20 22:04:00,48.8,9.10,28.2
2023-03-20 22:06:00,57.6,39.4,29.2
2023-03-20 22:08:00,50.1,9.66,28.7
2023-03-20 22:10:00,49.0,9.18,28.4
2023-03-20 22:12:00,49.8,9.94,28.7
2023-03-20 22:14:00,49.6,8.86,28.4
2023-03-20 22:16:00,51.4,11.0,29.0
2023-03-20 22:18:00,49.6,9.54,28.6
2023-03-20 22:20:00,49.2,10.2,28.5
2023-03-20 22:22:00,49.7,10.8,28.6
2023-03-20 22:24:00,49.1,9,28.3
2023-03-20 22:26:00,51.4,12.1,29.2
2023-03-20 22:28:00,62.6,17.0,28.7
2023-03-20 22:30:00,49.7,8.64,28.8
2023-03-20 22:32:00,49.8,10.5,28.7
2023-03-20 22:34:00,48.6,9,28.0
2023-03-20 22:36:00,51.1,11,28.9
2023-03-20 22:38:00,90.0,76.4,28.5
2023-03-20 22:40:00,49.2,9.40,28.4
2023-03-20 22:42:00,50.6,10.8,29.0
2023-03-20 22:44:00,49.2,9.06,28.6
2023-03-20 22:46:00,50.6,11.0,28.7
2023-03-20 22:48:00,76.6,83.6,28.1
2023-03-20 22:50:00,49.0,10.5,28.3
2023-03-20 22:52:00,49.7,10.5,28.7
2023-03-20 22:54:00,48.8,8.90,28.2
2023-03-20 22:56:00,50.5,11.3,28.8
2023-03-20 22:58:00,50.0,26.4,28
2023-03-20 23:00:00,49.0,9.60,28.4
2023-03-20 23:02:00,49.8,10.0,28.5
2023-03-20 23:04:00,50.0,9.02,29
2023-03-20 23:06:00,51.6,11.1,29.2
2023-03-20 23:08:00,49.9,10.1,29.2
2023-03-20 23:10:00,49.9,9.72,28.6
2023-03-20 23:12:00,50.1,9.68,28.6
2023-03-20 23:14:00,49.4,10.6,28.6
2023-03-20 23:16:00,51.2,10.6,29.1
2023-03-20 23:18:00,49.8,10.1,29.0
2023-03-20 23:20:00,70.9,33.2,28.5
2023-03-20 23:22:00,49.9,9.72,29.0
2023-03-20 23:24:00,49.5,9.66,28.5
2023-03-20 23:26:00,51.3,11.0,29.0
2023-03-20 23:28:00,49.8,9.92,28.8
2023-03-20 23:30:00,94.0,89.8,28.5
2023-03-20 23:32:00,49.5,9.12,28.4
2023-03-20 23:34:00,49.9,10.6,28.3
2023-03-20 23:36:00,51.1,11.2,29.1
2023-03-20 23:38:00,49.2,9.50,28.5
2023-03-20 23:40:00,72.7,74.2,28.3
2023-03-20 23:42:00,49.7,9.64,28.6
2023-03-20 23:44:00,49.6,11.2,28.4
2023-03-20 23:46:00,51.0,11.4,29.1
2023-03-20 23:48:00,49.5,9.76,28.4
2023-03-20 23:50:00,49.7,20.2,28.2
2023-03-20 23:52:00,49.8,9.52,28.9
2023-03-20 23:54:00,49.1,10.3,28.2
2023-03-20 23:56:00,50.5,10.7,28.5
2023-03-20 23:58:00,49.6,9.68,28.6
2023-03-21 00:00:00,49.4,10.4,28.5
2023-03-21 00:02:00,50.4,10.9,28.8
2023-03-21 00:04:00,49.2,11.3,28.6
2023-03-21 00:06:00,51.2,12.0,29.1
2023-03-21 00:08:00,49.1,10.6,28.7
2023-03-21 00:10:00,49.0,9.44,28.2
2023-03-21 00:12:00,76.2,44.9,28.6
2023-03-21 00:14:00,49.5,12.0,28.6
2023-03-21 00:16:00,50.5,12.0,28.9
2023-03-21 00:18:00,49.1,11.0,28.6
2023-03-21 00:20:00,49.2,10.9,28.5
2023-03-21 00:22:00,94.9,97.1,28.8
2023-03-21 00:24:00,49.9,10.7,28.9
2023-03-21 00:26:00,50.6,11.5,28.9
2023-03-21 00:28:00,49.4,10.2,28.6
2023-03-21 00:30:00,49.2,9.66,28.6
2023-03-21 00:32:00,69.8,68.0,28.7
