"Time","avg","min","max"
2023-03-20 19:04:00,89.5,89.5,89.5
2023-03-20 19:06:00,92.9,92.9,92.9
2023-03-20 19:08:00,89.8,89.8,89.8
2023-03-20 19:10:00,131,131,131
2023-03-20 19:12:00,91.1,91.1,91.1
2023-03-20 19:14:00,89.2,89.2,89.2
2023-03-20 19:16:00,94.6,94.6,94.6
2023-03-20 19:18:00,92.1,92.1,92.1
2023-03-20 19:20:00,213,213,213
2023-03-20 19:22:00,91.6,91.6,91.6
2023-03-20 19:24:00,89.5,89.5,89.5
2023-03-20 19:26:00,93.2,93.2,93.2
2023-03-20 19:28:00,90.9,90.9,90.9
2023-03-20 19:30:00,172,172,172
2023-03-20 19:32:00,90.3,90.3,90.3
2023-03-20 19:34:00,89.5,89.5,89.5
2023-03-20 19:36:00,95.1,95.1,95.1
2023-03-20 19:38:00,90.4,90.4,90.4
2023-03-20 19:40:00,94.0,94.0,94.0
2023-03-20 19:42:00,90.9,90.9,90.9
2023-03-20 19:44:00,90.8,90.8,90.8
2023-03-20 19:46:00,95.1,95.1,95.1
2023-03-20 19:48:00,89.3,89.3,89.3
2023-03-20 19:50:00,88.2,88.2,88.2
2023-03-20 19:52:00,91.3,91.3,91.3
2023-03-20 19:54:00,91.1,91.1,91.1
2023-03-20 19:56:00,93.5,93.5,93.5
2023-03-20 19:58:00,88.6,88.6,88.6
2023-03-20 20:00:00,88.6,88.6,88.6
2023-03-20 20:02:00,155,155,155
2023-03-20 20:04:00,89.3,89.3,89.3
2023-03-20 20:06:00,104,104,104
2023-03-20 20:08:00,88.9,88.9,88.9
2023-03-20 20:10:00,88.8,88.8,88.8
2023-03-20 20:12:00,222,222,222
2023-03-20 20:14:00,88.5,88.5,88.5
2023-03-20 20:16:00,93.0,93.0,93.0
2023-03-20 20:18:00,88.5,88.5,88.5
2023-03-20 20:20:00,88.3,88.3,88.3
2023-03-20 20:22:00,156,156,156
2023-03-20 20:24:00,88.7,88.7,88.7
2023-03-20 20:26:00,93.7,93.7,93.7
2023-03-20 20:28:00,87.7,87.7,87.7
2023-03-20 20:30:00,88.2,88.2,88.2
2023-03-20 20:32:00,90.9,90.9,90.9
2023-03-20 20:34:00,89.0,89.0,89.0
2023-03-20 20:36:00,93.5,93.5,93.5
2023-03-20 20:38:00,88.3,88.3,88.3
2023-03-20 20:40:00,90.0,90.0,90.0
2023-03-20 20:42:00,89.3,89.3,89.3
2023-03-20 20:44:00,89.4,89.4,89.4
2023-03-20 20:46:00,92.4,92.4,92.4
2023-03-20 20:48:00,87.7,87.7,87.7
2023-03-20 20:50:00,90.2,90.2,90.2
2023-03-20 20:52:00,88.5,88.5,88.5
2023-03-20 20:54:00,170,170,170
2023-03-20 20:56:00,92.5,92.5,92.5
2023-03-20 20:58:00,88.1,88.1,88.1
2023-03-20 21:00:00,88.5,88.5,88.5
2023-03-20 21:02:00,87.8,87.8,87.8
2023-03-20 21:04:00,220,220,220
2023-03-20 21:06:00,93.1,93.1,93.1
2023-03-20 21:08:00,87.5,87.5,87.5
2023-03-20 21:10:00,90.4,90.4,90.4
2023-03-20 21:12:00,89.6,89.6,89.6
2023-03-20 21:14:00,141,141,141
2023-03-20 21:16:00,93.4,93.4,93.4
2023-03-20 21:18:00,89.7,89.7,89.7
2023-03-20 21:20:00,87.8,87.8,87.8
2023-03-20 21:22:00,88.4,88.4,88.4
2023-03-20 21:24:00,88.6,88.6,88.6
2023-03-20 21:26:00,95.3,95.3,95.3
2023-03-20 21:28:00,88.9,88.9,88.9
2023-03-20 21:30:00,89.1,89.1,89.1
2023-03-20 21:32:00,88.9,88.9,88.9
2023-03-20 21:34:00,87.6,87.6,87.6
2023-03-20 21:36:00,107,107,107
2023-03-20 21:38:00,88.1,88.1,88.1
2023-03-20 21:40:00,88.3,88.3,88.3
2023-03-20 21:42:00,89.6,89.6,89.6
2023-03-20 21:44:00,88.6,88.6,88.6
2023-03-20 21:46:00,189,189,189
2023-03-20 21:48:00,89.5,89.5,89.5
2023-03-20 21:50:00,87.5,87.5,87.5
2023-03-20 21:52:00,90.6,90.6,90.6
2023-03-20 21:54:00,88.9,88.9,88.9
2023-03-20 21:56:00,212,212,212
2023-03-20 21:58:00,89.2,89.2,89.2
2023-03-20 22:00:00,86.7,86.7,86.7
2023-03-20 22:02:00,90.5,90.5,90.5
2023-03-20 22:04:00,87.3,87.3,87.3
2023-03-20 22:06:00,128,128,128
2023-03-20 22:08:00,89.7,89.7,89.7
2023-03-20 22:10:00,87.7,87.7,87.7
2023-03-20 22:12:00,89.6,89.6,89.6
2023-03-20 22:14:00,88.1,88.1,88.1
2023-03-20 22:16:00,93.1,93.1,93.1
2023-03-20 22:18:00,89.0,89.0,89.0
2023-03-20 22:20:00,89,89,89
2023-03-20 22:22:00,90.4,90.4,90.4
2023-03-20 22:24:00,87.5,87.5,87.5
2023-03-20 22:26:00,94.3,94.3,94.3
2023-03-20 22:28:00,109,109,109
2023-03-20 22:30:00,88.3,88.3,88.3
2023-03-20 22:32:00,90.3,90.3,90.3
2023-03-20 22:34:00,86.7,86.7,86.7
2023-03-20 22:36:00,92.7,92.7,92.7
2023-03-20 22:38:00,196,196,196
2023-03-20 22:40:00,88.2,88.2,88.2
2023-03-20 22:42:00,91.7,91.7,91.7
2023-03-20 22:44:00,88.0,88.0,88.0
2023-03-20 22:46:00,92.0,92.0,92.0
2023-03-20 22:48:00,189,189,189
2023-03-20 22:50:00,89.2,89.2,89.2
2023-03-20 22:52:00,90.1,90.1,90.1
2023-03-20 22:54:00,87.0,87.0,87.0
2023-03-20 22:56:00,92.1,92.1,92.1
2023-03-20 22:58:00,106,106,106
2023-03-20 23:00:00,88.3,88.3,88.3
2023-03-20 23:02:00,89.6,89.6,89.6
2023-03-20 23:04:00,89.4,89.4,89.4
2023-03-20 23:06:00,93.6,93.6,93.6
2023-03-20 23:08:00,90.3,90.3,90.3
2023-03-20 23:10:00,89.5,89.5,89.5
2023-03-20 23:12:00,89.5,89.5,89.5
2023-03-20 23:14:00,89.9,89.9,89.9
2023-03-20 23:16:00,92.4,92.4,92.4
2023-03-20 23:18:00,89.9,89.9,89.9
2023-03-20 23:20:00,134,134,134
2023-03-20 23:22:00,89.8,89.8,89.8
2023-03-20 23:24:00,88.9,88.9,88.9
2023-03-20 23:26:00,93.0,93.0,93.0
2023-03-20 23:28:00,89.6,89.6,89.6
2023-03-20 23:30:00,213,213,213
2023-03-20 23:32:00,88.0,88.0,88.0
2023-03-20 23:34:00,90.1,90.1,90.1
2023-03-20 23:36:00,93.0,93.0,93.0
2023-03-20 23:38:00,88.4,88.4,88.4
2023-03-20 23:40:00,176,176,176
2023-03-20 23:42:00,89.1,89.1,89.1
2023-03-20 23:44:00,90.5,90.5,90.5
2023-03-20 23:46:00,93.0,93.0,93.0
2023-03-20 23:48:00,88.9,88.9,88.9
2023-03-20 23:50:00,99.3,99.3,99.3
2023-03-20 23:52:00,89.4,89.4,89.4
2023-03-20 23:54:00,89.0,89.0,89.0
2023-03-20 23:56:00,91.1,91.1,91.1
2023-03-20 23:58:00,89.2,89.2,89.2
2023-03-21 00:00:00,89.6,89.6,89.6
2023-03-21 00:02:00,91.3,91.3,91.3
2023-03-21 00:04:00,90.2,90.2,90.2
2023-03-21 00:06:00,93.8,93.8,93.8
2023-03-21 00:08:00,89.5,89.5,89.5
2023-03-21 00:10:00,87.8,87.8,87.8
2023-03-21 00:12:00,151,151,151
2023-03-21 00:14:00,91.4,91.4,91.4
2023-03-21 00:16:00,93.0,93.0,93.0
2023-03-21 00:18:00,89.9,89.9,89.9
2023-03-21 00:20:00,89.8,89.8,89.8
2023-03-21 00:22:00,222,222,222
2023-03-21 00:24:00,90.7,90.7,90.7
2023-03-21 00:26:00,92.5,92.5,92.5
2023-03-21 00:28:00,89.6,89.6,89.6
2023-03-21 00:30:00,88.6,88.6,88.6
2023-03-21 00:32:00,168,168,168
2023-03-21 00:34:00,89.9,89.9,89.9
2023-03-21 00:36:00,94.9,94.9,94.9
2023-03-21 00:38:00,90.2,90.2,90.2
2023-03-21 00:40:00,88.9,88.9,88.9
2023-03-21 00:42:00,92.1,92.1,92.1
2023-03-21 00:44:00,89.9,89.9,89.9
2023-03-21 00:46:00,94.8,94.8,94.8
2023-03-21 00:48:00,90.1,90.1,90.1
2023-03-21 00:50:00,87.8,87.8,87.8
2023-03-21 00:52:00,90.7,90.7,90.7
2023-03-21 00:54:00,88.3,88.3,88.3
2023-03-21 00:56:00,93.1,93.1,93.1
2023-03-21 00:58:00,90.3,90.3,90.3
2023-03-21 01:00:00,91.6,91.6,91.6
2023-03-21 01:02:00,90.3,90.3,90.3
2023-03-21 01:04:00,161,161,161
2023-03-21 01:06:00,95.6,95.6,95.6
2023-03-21 01:08:00,89.2,89.2,89.2
2023-03-21 01:10:00,91.5,91.5,91.5
2023-03-21 01:12:00,90.8,90.8,90.8
2023-03-21 01:14:00,222,222,222
2023-03-21 01:16:00,94.8,94.8,94.8
2023-03-21 01:18:00,88.8,88.8,88.8
2023-03-21 01:20:00,90.8,90.8,90.8
2023-03-21 01:22:00,90.6,90.6,90.6
2023-03-21 01:24:00,146,146,146
2023-03-21 01:26:00,94.5,94.5,94.5
2023-03-21 01:28:00,88.2,88.2,88.2
2023-03-21 01:30:00,88.7,88.7,88.7
2023-03-21 01:32:00,89.7,89.7,89.7
2023-03-21 01:34:00,89.0,89.0,89.0
2023-03-21 01:36:00,96.9,96.9,96.9
2023-03-21 01:38:00,89.6,89.6,89.6
2023-03-21 01:40:00,90.3,90.3,90.3
2023-03-21 01:42:00,91.3,91.3,91.3
2023-03-21 01:44:00,88.7,88.7,88.7
2023-03-21 01:46:00,104,104,104
2023-03-21 01:48:00,88.4,88.4,88.4
2023-03-21 01:50:00,89.5,89.5,89.5
2023-03-21 01:52:00,89.6,89.6,89.6
2023-03-21 01:54:00,88.4,88.4,88.4
2023-03-21 01:56:00,263,263,263
2023-03-21 01:58:00,248,248,248
2023-03-21 02:00:00,90.1,90.1,90.1
2023-03-21 02:02:00,90.2,90.2,90.2
2023-03-21 02:04:00,89.6,89.6,89.6
2023-03-21 02:06:00,95.7,95.7,95.7
2023-03-21 02:08:00,153,153,153
2023-03-21 02:10:00,89.2,89.2,89.2
2023-03-21 02:12:00,92.4,92.4,92.4
2023-03-21 02:14:00,90.0,90.0,90.0
2023-03-21 02:16:00,96.2,96.2,96.2
2023-03-21 02:18:00,88.4,88.4,88.4
2023-03-21 02:20:00,89.6,89.6,89.6
2023-03-21 02:22:00,91.2,91.2,91.2
2023-03-21 02:24:00,90.1,90.1,90.1
2023-03-21 02:26:00,95.1,95.1,95.1
2023-03-21 02:28:00,88.9,88.9,88.9
2023-03-21 02:30:00,89.2,89.2,89.2
2023-03-21 02:32:00,90.8,90.8,90.8
2023-03-21 02:34:00,89.4,89.4,89.4
2023-03-21 02:36:00,93.5,93.5,93.5
2023-03-21 02:38:00,88.6,88.6,88.6
2023-03-21 02:40:00,167,167,167
2023-03-21 02:42:00,91.0,91.0,91.0
2023-03-21 02:44:00,89.5,89.5,89.5
2023-03-21 02:46:00,93.3,93.3,93.3
2023-03-21 02:48:00,88.0,88.0,88.0
2023-03-21 02:50:00,217,217,217
2023-03-21 02:52:00,93.1,93.1,93.1
2023-03-21 02:54:00,89.7,89.7,89.7
2023-03-21 02:56:00,94.2,94.2,94.2
2023-03-21 02:58:00,90.2,90.2,90.2
2023-03-21 03:00:00,140,140,140
2023-03-21 03:02:00,91.8,91.8,91.8
2023-03-21 03:04:00,90.7,90.7,90.7
2023-03-21 03:06:00,93.8,93.8,93.8
2023-03-21 03:08:00,89.6,89.6,89.6
2023-03-21 03:10:00,88.4,88.4,88.4
2023-03-21 03:12:00,93.4,93.4,93.4
2023-03-21 03:14:00,89.4,89.4,89.4
2023-03-21 03:16:00,94.0,94.0,94.0
2023-03-21 03:18:00,90.2,90.2,90.2
2023-03-21 03:20:00,88.4,88.4,88.4
2023-03-21 03:22:00,104,104,104
2023-03-21 03:24:00,88.3,88.3,88.3
2023-03-21 03:26:00,95.2,95.2,95.2
2023-03-21 03:28:00,92.1,92.1,92.1
2023-03-21 03:30:00,90.5,90.5,90.5
2023-03-21 03:32:00,185,185,185
2023-03-21 03:34:00,90.0,90.0,90.0
2023-03-21 03:36:00,94.5,94.5,94.5
2023-03-21 03:38:00,90.9,90.9,90.9
2023-03-21 03:40:00,88.5,88.5,88.5
2023-03-21 03:42:00,211,211,211
2023-03-21 03:44:00,89.5,89.5,89.5
2023-03-21 03:46:00,94.4,94.4,94.4
2023-03-21 03:48:00,89.9,89.9,89.9
2023-03-21 03:50:00,89.2,89.2,89.2
2023-03-21 03:52:00,130,130,130
2023-03-21 03:54:00,88.8,88.8,88.8
2023-03-21 03:56:00,94.9,94.9,94.9
2023-03-21 03:58:00,90.2,90.2,90.2
2023-03-21 04:00:00,89.2,89.2,89.2
2023-03-21 04:02:00,92.0,92.0,92.0
2023-03-21 04:04:00,264,264,264
2023-03-21 04:06:00,94.5,94.5,94.5
2023-03-21 04:08:00,90.1,90.1,90.1
2023-03-21 04:10:00,89.3,89.3,89.3
2023-03-21 04:12:00,90.7,90.7,90.7
2023-03-21 04:14:00,89.9,89.9,89.9
2023-03-21 04:16:00,174,174,174
2023-03-21 04:18:00,88.0,88.0,88.0
2023-03-21 04:20:00,89.2,89.2,89.2
2023-03-21 04:22:00,91.0,91.0,91.0
2023-03-21 04:24:00,89.3,89.3,89.3
2023-03-21 04:26:00,226,226,226
2023-03-21 04:28:00,88.1,88.1,88.1
2023-03-21 04:30:00,90.2,90.2,90.2
2023-03-21 04:32:00,88.8,88.8,88.8
2023-03-21 04:34:00,88.7,88.7,88.7
2023-03-21 04:36:00,152,152,152
2023-03-21 04:38:00,88.0,88.0,88.0
2023-03-21 04:40:00,89.6,89.6,89.6
2023-03-21 04:42:00,88.7,88.7,88.7
2023-03-21 04:44:00,89.1,89.1,89.1
2023-03-21 04:46:00,95.1,95.1,95.1
2023-03-21 04:48:00,90.4,90.4,90.4
2023-03-21 04:50:00,91.0,91.0,91.0
2023-03-21 04:52:00,90.3,90.3,90.3
2023-03-21 04:54:00,92.0,92.0,92.0
2023-03-21 04:56:00,94.7,94.7,94.7
2023-03-21 04:58:00,89.7,89.7,89.7
2023-03-21 05:00:00,90.7,90.7,90.7
2023-03-21 05:02:00,89.5,89.5,89.5
2023-03-21 05:04:00,89.8,89.8,89.8
2023-03-21 05:06:00,94.4,94.4,94.4
2023-03-21 05:08:00,160,160,160
2023-03-21 05:10:00,89.8,89.8,89.8
2023-03-21 05:12:00,89.5,89.5,89.5
2023-03-21 05:14:00,89.0,89.0,89.0
2023-03-21 05:16:00,92.7,92.7,92.7
2023-03-21 05:18:00,218,218,218
2023-03-21 05:20:00,89.8,89.8,89.8
2023-03-21 05:22:00,89.6,89.6,89.6
2023-03-21 05:24:00,89.1,89.1,89.1
2023-03-21 05:26:00,93.1,93.1,93.1
2023-03-21 05:28:00,167,167,167
2023-03-21 05:30:00,90.6,90.6,90.6
2023-03-21 05:32:00,88.9,88.9,88.9
2023-03-21 05:34:00,88.7,88.7,88.7
2023-03-21 05:36:00,94.6,94.6,94.6
2023-03-21 05:38:00,94.1,94.1,94.1
2023-03-21 05:40:00,89.1,89.1,89.1
2023-03-21 05:42:00,89.6,89.6,89.6
2023-03-21 05:44:00,89.1,89.1,89.1
2023-03-21 05:46:00,94.3,94.3,94.3
2023-03-21 05:48:00,89.6,89.6,89.6
2023-03-21 05:50:00,89.6,89.6,89.6
2023-03-21 05:52:00,91.4,91.4,91.4
2023-03-21 05:54:00,89.1,89.1,89.1
2023-03-21 05:56:00,92.8,92.8,92.8
2023-03-21 05:58:00,88.9,88.9,88.9
2023-03-21 06:00:00,133,133,133
2023-03-21 06:02:00,90.5,90.5,90.5
2023-03-21 06:04:00,88.7,88.7,88.7
2023-03-21 06:06:00,107,107,107
2023-03-21 06:08:00,90.1,90.1,90.1
2023-03-21 06:10:00,210,210,210
2023-03-21 06:12:00,89.8,89.8,89.8
2023-03-21 06:14:00,88.5,88.5,88.5
2023-03-21 06:16:00,94.3,94.3,94.3
2023-03-21 06:18:00,88.8,88.8,88.8
2023-03-21 06:20:00,196,196,196
2023-03-21 06:22:00,91.1,91.1,91.1
2023-03-21 06:24:00,89.5,89.5,89.5
2023-03-21 06:26:00,95.2,95.2,95.2
2023-03-21 06:28:00,88.9,88.9,88.9
2023-03-21 06:30:00,112,112,112
2023-03-21 06:32:00,89.6,89.6,89.6
2023-03-21 06:34:00,87.6,87.6,87.6
2023-03-21 06:36:00,95.1,95.1,95.1
2023-03-21 06:38:00,88.8,88.8,88.8
2023-03-21 06:40:00,90.5,90.5,90.5
2023-03-21 06:42:00,92.8,92.8,92.8
2023-03-21 06:44:00,89.0,89.0,89.0
2023-03-21 06:46:00,96.7,96.7,96.7
2023-03-21 06:48:00,88.8,88.8,88.8
2023-03-21 06:50:00,90.0,90.0,90.0
2023-03-21 06:52:00,112,112,112
2023-03-21 06:54:00,88.8,88.8,88.8
2023-03-21 06:56:00,94.6,94.6,94.6
2023-03-21 06:58:00,88.1,88.1,88.1
2023-03-21 07:00:00,90.3,90.3,90.3
2023-03-21 07:02:00,193,193,193
2023-03-21 07:04:00,89.0,89.0,89.0
2023-03-21 07:06:00,94.3,94.3,94.3
2023-03-21 07:08:00,88.2,88.2,88.2
2023-03-21 07:10:00,89.3,89.3,89.3
2023-03-21 07:12:00,220,220,220
2023-03-21 07:14:00,88.5,88.5,88.5
2023-03-21 07:16:00,93.5,93.5,93.5
2023-03-21 07:18:00,88.9,88.9,88.9
2023-03-21 07:20:00,90.2,90.2,90.2
2023-03-21 07:22:00,141,141,141
2023-03-21 07:24:00,89.6,89.6,89.6
2023-03-21 07:26:00,93.9,93.9,93.9
2023-03-21 07:28:00,89.4,89.4,89.4
2023-03-21 07:30:00,87.7,87.7,87.7
2023-03-21 07:32:00,89.7,89.7,89.7
2023-03-21 07:34:00,89.1,89.1,89.1
2023-03-21 07:36:00,95.7,95.7,95.7
2023-03-21 07:38:00,90.5,90.5,90.5
2023-03-21 07:40:00,90.4,90.4,90.4
2023-03-21 07:42:00,90.4,90.4,90.4
2023-03-21 07:44:00,90.5,90.5,90.5
2023-03-21 07:46:00,95.6,95.6,95.6
2023-03-21 07:48:00,89.9,89.9,89.9
2023-03-21 07:50:00,89.8,89.8,89.8
2023-03-21 07:52:00,89.9,89.9,89.9
2023-03-21 07:54:00,161,161,161
2023-03-21 07:56:00,94.4,94.4,94.4
2023-03-21 07:58:00,90.4,90.4,90.4
2023-03-21 08:00:00,89.0,89.0,89.0
2023-03-21 08:02:00,90.0,90.0,90.0
2023-03-21 08:04:00,221,221,221
2023-03-21 08:06:00,93.7,93.7,93.7
2023-03-21 08:08:00,90.0,90.0,90.0
2023-03-21 08:10:00,87.9,87.9,87.9
2023-03-21 08:12:00,90.4,90.4,90.4
2023-03-21 08:14:00,168,168,168
2023-03-21 08:16:00,93.9,93.9,93.9
2023-03-21 08:18:00,91.1,91.1,91.1
