"Time","10250/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","8765/TCP","9093/TCP","9443/TCP"
2023-03-20 21:08:00,3.34,1.66,,6.14,8.70,3.04,2.54,2.06,,5.16,,1.70,1.68
2023-03-20 21:10:00,3.32,,,6.34,9.36,3.36,2.48,2.10,,5.18,1.64,1.70,1.70
2023-03-20 21:12:00,3.42,1.62,,6.22,8.92,3.30,2.54,2.14,,5.18,,1.78,1.68
2023-03-20 21:14:00,3.38,,,6.24,8.70,3.30,2.56,2.10,46.0,5.20,,1.64,1.68
2023-03-20 21:16:00,3.64,1.88,1.88,6.44,9.04,3.38,2.58,2.06,,5.18,,1.72,
2023-03-20 21:18:00,3.32,1.58,,6.16,8.90,3.32,2.52,2.04,,5.16,,1.66,1.68
2023-03-20 21:20:00,3.26,,,6.02,8.74,3.30,2.58,2.10,,5.16,1.66,1.74,1.68
2023-03-20 21:22:00,3.32,1.62,,6.30,8.90,3.14,2.56,2.12,,5.18,,1.72,1.68
2023-03-20 21:24:00,3.32,,,6.28,8.96,3.28,2.50,2.12,,5.14,1.60,1.54,1.68
2023-03-20 21:26:00,3.54,2.02,2.58,6.54,9.02,3.30,2.48,2.10,,5.10,,1.72,
2023-03-20 21:28:00,3.36,1.68,,6.14,9.04,3.30,2.54,2.02,,5.20,,1.64,1.68
2023-03-20 21:30:00,3.28,,,6.54,9.20,3.18,2.60,2.10,,5.20,1.64,1.70,1.66
2023-03-20 21:32:00,3.42,1.62,,6.18,8.84,3.24,2.54,2.08,,5.18,,1.74,1.68
2023-03-20 21:34:00,3.52,,,6.16,8.70,3,2.54,2.06,,5.18,1.62,1.58,1.66
2023-03-20 21:36:00,3.38,1.88,2.86,6.60,12.1,3.26,2.58,2.04,3.78,5.18,,,
2023-03-20 21:38:00,3.26,1.70,,6.12,9.18,3.26,2.50,1.90,,5.24,,1.78,1.68
2023-03-20 21:40:00,3.24,,,6.28,9.06,3.28,2.52,2.04,,5.20,1.60,1.86,1.66
2023-03-20 21:42:00,3.44,1.62,,6.38,9,3.26,2.54,2.02,,5.22,,1.74,1.68
2023-03-20 21:44:00,3.18,,,6.08,9.14,3.16,2.54,2.02,,5.18,1.60,1.78,1.64
2023-03-20 21:46:00,3.56,2.06,2.74,6.54,16.2,3.30,2.56,2.08,65.5,5.16,,,
2023-03-20 21:48:00,3.32,,,6.10,9.14,3.24,2.56,2.10,,5.20,1.62,1.66,1.68
2023-03-20 21:50:00,3.36,,,5.98,9.02,3.26,2.48,2.14,,5.26,1.60,1.72,1.68
2023-03-20 21:52:00,3.36,1.62,,6.20,8.96,3.28,2.54,2.10,,5.22,,1.76,1.68
2023-03-20 21:54:00,3.44,,,6.22,8.60,3.32,2.58,2.12,,5.10,1.60,1.72,1.68
2023-03-20 21:56:00,3.54,1.88,1.96,6.48,12.3,3.46,2.46,2.14,96.2,5.20,,,
2023-03-20 21:58:00,3.46,,,6.20,9.08,3.28,2.52,2.08,,5.24,1.66,1.68,1.68
2023-03-20 22:00:00,3.28,,,6.02,8.86,3.20,2.52,2.08,,5.18,1.62,1.70,1.68
2023-03-20 22:02:00,3.48,,,6.24,8.66,3.26,2.46,2.16,,5.24,1.64,1.78,1.74
2023-03-20 22:04:00,3.20,,,5.98,8.66,3.10,2.54,2.10,,5.20,1.60,1.72,1.68
2023-03-20 22:06:00,3.38,1.88,2.16,6.56,9.12,3.38,2.46,2.10,30.6,5.08,,,
2023-03-20 22:08:00,3.42,1.66,,6.06,9.36,3.24,2.54,2.16,,5.24,,1.72,1.68
2023-03-20 22:10:00,3.30,,,6,9.08,3.32,2.54,1.96,,5.22,1.62,1.74,1.68
2023-03-20 22:12:00,3.28,1.62,,6.26,9.20,3.04,2.52,2.04,,5.24,,1.80,1.68
2023-03-20 22:14:00,3.26,,,6.10,9.06,3.28,2.48,2.12,,5.22,1.60,1.68,1.66
2023-03-20 22:16:00,3.54,1.88,2.22,6.16,9.08,3.24,2.56,2.04,,5.16,,1.72,
2023-03-20 22:18:00,3.28,,,6.10,9.16,3.20,2.52,2.06,,5.20,1.60,1.76,1.68
2023-03-20 22:20:00,3.28,,,6.24,9.20,3.26,2.52,1.90,,5.18,1.60,1.72,1.68
2023-03-20 22:22:00,3.32,1.62,,6.22,8.84,3.10,2.54,2.08,,5.20,,1.86,1.66
2023-03-20 22:24:00,3.22,,,6.10,9.02,3.26,2.52,2.06,,5.20,1.58,1.72,1.66
2023-03-20 22:26:00,3.54,1.88,2.18,6.20,9.06,3.26,2.52,2.12,,5.24,,1.68,
2023-03-20 22:28:00,3.34,,,6.22,14.1,3.38,2.56,2.12,6.96,5.26,,1.76,1.68
2023-03-20 22:30:00,3.38,,,6.34,9.08,3.20,2.56,2.10,,5.16,1.62,1.70,1.68
2023-03-20 22:32:00,3.50,1.62,,6.30,8.94,3.16,2.60,2.08,,5.22,,1.64,1.70
2023-03-20 22:34:00,3.28,,,5.92,8.62,3.36,2.54,2.18,,5.10,1.64,1.74,1.68
2023-03-20 22:36:00,3.48,1.88,2.20,6.16,9.36,3.04,2.46,2.02,,5.18,,1.72,
2023-03-20 22:38:00,3.34,,,6.06,15.8,3.38,2.52,2.12,77.4,5.24,,1.82,1.66
2023-03-20 22:40:00,3.32,,,6.08,8.92,3.16,2.56,2.02,,5.18,1.66,1.70,1.66
2023-03-20 22:42:00,3.52,1.62,,6.38,9.02,3.28,2.56,2.10,,5.16,,1.72,1.70
2023-03-20 22:44:00,3.28,1.58,,6.26,8.98,3.24,2.52,2.08,,5.16,,1.78,1.68
2023-03-20 22:46:00,3.48,2.06,2.46,6,8.74,3.20,2.48,2.06,,5.12,,,1.64
2023-03-20 22:48:00,3.36,,,6.04,8.76,3.28,2.54,2.06,88.8,5.16,,1.66,1.64
2023-03-20 22:50:00,3.36,,,6.20,8.60,3.26,2.54,2.02,,5.20,1.66,1.70,1.64
2023-03-20 22:52:00,3.32,1.62,,6.18,8.82,3.28,2.52,2.08,,5.18,,1.68,1.72
2023-03-20 22:54:00,3.32,,,6.20,8.86,3.12,2.58,1.96,,5.20,1.66,1.72,1.66
2023-03-20 22:56:00,3.38,1.88,2,6.24,8.84,3.22,2.52,2.08,,5.20,,,1.68
2023-03-20 22:58:00,3.24,,,6,8.54,3.32,2.48,2.08,18.1,5.18,1.66,1.66,
2023-03-20 23:00:00,3.30,,,6.18,8.76,3.20,2.48,2.08,,5.18,1.62,1.62,1.64
2023-03-20 23:02:00,3.38,1.62,,6.30,8.40,3.26,2.50,2.10,,5.14,,1.66,1.70
2023-03-20 23:04:00,3.44,,,6.38,9.28,3.26,2.56,2.04,,5.20,1.60,1.82,1.68
2023-03-20 23:06:00,3.46,1.88,2.20,6.12,9.22,3.34,2.56,2.12,,5.18,,1.74,
2023-03-20 23:08:00,3.44,1.66,,6.46,9.26,3.24,2.52,2.12,,5.18,,1.78,1.70
2023-03-20 23:10:00,3.34,,,6.06,9.28,3.32,2.48,2.12,,5.24,1.62,1.76,1.68
2023-03-20 23:12:00,3.40,,,5.90,9.20,3.26,2.52,2.06,,5.22,1.68,1.72,1.68
2023-03-20 23:14:00,3.34,,,6.12,9.08,3.28,2.50,2.08,,5.22,1.60,1.70,1.68
2023-03-20 23:16:00,3.50,1.88,1.84,6.22,9.40,3.22,2.54,2.02,,5.16,,1.70,
2023-03-20 23:18:00,3.38,,,6.52,8.96,3.22,2.56,2.14,,5.12,1.62,1.74,1.70
2023-03-20 23:20:00,3.36,,,6.06,16.2,3.24,2.52,2.06,24.0,5.22,,1.68,1.68
2023-03-20 23:22:00,3.42,1.62,,6.28,9.28,3.24,2.58,2.10,,5.16,,1.70,1.68
2023-03-20 23:24:00,3.52,,,6,9.04,3.12,2.52,2.04,,5.20,1.66,1.78,1.68
2023-03-20 23:26:00,3.36,1.88,2.14,6.14,9.26,3.30,2.54,2.04,,5.18,,1.76,
2023-03-20 23:28:00,3.30,1.58,,6.42,9.12,3.30,2.50,2.12,,5.12,,1.80,1.68
2023-03-20 23:30:00,3.30,,,6.08,16.2,3.46,2.56,2.14,92.1,5.10,,1.76,1.80
2023-03-20 23:32:00,3.40,1.62,,5.78,9.16,3.34,2.50,2.10,,5.22,,1.78,1.68
2023-03-20 23:34:00,3.34,,,6.02,9.06,3.24,2.48,2,,5.18,1.66,1.66,1.78
2023-03-20 23:36:00,3.30,1.88,2.04,6.42,8.82,3.16,2.58,1.96,,5.20,,1.76,
2023-03-20 23:38:00,3.36,1.58,,6.06,9.12,3.24,2.52,1.96,,5.22,,1.68,1.68
2023-03-20 23:40:00,3.22,,,6.02,8.90,3.38,2.54,2.14,76.7,5.14,,1.72,1.68
2023-03-20 23:42:00,3.42,1.62,,6.06,9.08,3.32,2.58,2.06,,5.16,,1.62,1.68
2023-03-20 23:44:00,3.38,,,6.16,8.52,3.16,2.52,2.08,,5.20,1.60,1.66,1.68
2023-03-20 23:46:00,3.38,2.06,1.84,6.32,8.56,3.30,2.60,2.18,,5.12,,,1.68
2023-03-20 23:48:00,3.50,1.58,,6.16,8.84,3.36,2.48,2.16,,5.18,,1.66,1.68
2023-03-20 23:50:00,3.46,,,5.86,8.86,3.26,2.50,2.14,10.0,5.24,,1.66,1.68
2023-03-20 23:52:00,3.52,,,6.38,8.90,3.28,2.64,2.04,,5.10,1.64,1.64,1.68
2023-03-20 23:54:00,3.36,,,6.18,8.54,3.30,2.52,2.10,,5.18,1.62,1.70,1.68
2023-03-20 23:56:00,3.38,1.88,1.82,5.96,8.74,3.30,2.54,2.18,,5.20,,1.72,
2023-03-20 23:58:00,3.28,1.58,,6.30,9.10,3.18,2.48,2.12,,5.22,,1.74,1.68
2023-03-21 00:00:00,3.30,,,6.32,8.94,3.30,2.50,2.10,,5.10,1.58,1.72,1.68
2023-03-21 00:02:00,3.40,1.62,,6.08,9.48,3.12,2.50,2.10,,5.22,,1.74,1.76
2023-03-21 00:04:00,3.22,1.52,,6.36,9.22,3.08,2.48,2.16,,5.20,,1.78,1.66
2023-03-21 00:06:00,3.48,1.88,2.14,6.38,8.94,3.22,2.52,1.96,,5.14,,1.74,
2023-03-21 00:08:00,3.28,1.82,,6.14,9.16,3.30,2.52,1.92,,5.10,,1.62,1.74
2023-03-21 00:10:00,3.30,,,6.10,8.96,3.20,2.58,2.06,,5.16,1.60,1.70,1.64
2023-03-21 00:12:00,3.40,,1.74,6.24,16.2,2.96,2.48,2.06,36.9,5.16,1.70,,
2023-03-21 00:14:00,3.38,,,6.26,8.92,3.30,2.50,2.06,,5.24,1.58,1.74,1.66
2023-03-21 00:16:00,3.42,1.88,2.02,6.22,8.94,3.04,2.54,1.98,,5.20,,1.72,
2023-03-21 00:18:00,3.22,,,6.16,8.94,3.26,2.50,2.08,,5.22,1.64,1.62,1.66
2023-03-21 00:20:00,3.40,,,6.08,8.92,3.32,2.56,2.14,,5.18,1.56,1.74,1.68
2023-03-21 00:22:00,3.48,,1.96,6.14,15.9,3.48,2.52,2.12,98.2,5.24,,1.74,
2023-03-21 00:24:00,3.38,,,6.54,9.12,3.28,2.60,2.02,,5.12,1.58,1.68,1.72
2023-03-21 00:26:00,3.52,1.88,1.92,6.10,8.88,3.24,2.48,2.10,,5.22,,1.74,
2023-03-21 00:28:00,3.42,,,6.16,9.14,3.20,2.54,2.08,,5.12,1.64,1.70,1.68
2023-03-21 00:30:00,3.36,,,6.18,9.16,3.20,2.50,2.10,,5.16,1.66,1.68,1.68
2023-03-21 00:32:00,3.42,,,6.08,9.02,3.24,2.52,2.14,67.5,5.22,,1.72,1.68
2023-03-21 00:34:00,3.38,,,6.22,8.94,3.22,2.52,2.12,,5.26,1.58,1.72,1.70
2023-03-21 00:36:00,3.56,1.88,2.18,6.46,9.12,3.32,2.52,2.12,,5.12,,1.70,
2023-03-21 00:38:00,3.42,,,6.28,9.14,3.24,2.58,2.12,,5.22,1.62,1.74,1.68
2023-03-21 00:40:00,3.40,,,6.22,8.88,3.14,2.52,2.02,,5.20,1.62,1.72,1.66
2023-03-21 00:42:00,3.36,,,6.16,8.82,3.20,2.56,2.10,2.60,5.22,,1.72,1.66
2023-03-21 00:44:00,3.44,,,6.16,8.84,3.32,2.50,2.16,,5.26,1.60,1.78,1.68
2023-03-21 00:46:00,3.42,2.06,2.24,6.40,8.84,3.22,2.50,1.98,,5.24,,,1.66
2023-03-21 00:48:00,3.24,,,6.26,9.06,3.24,2.60,2.10,,5.18,1.62,1.68,1.66
2023-03-21 00:50:00,3.36,,,6.20,8.74,3.10,2.48,2,,5.12,1.62,1.74,1.66
2023-03-21 00:52:00,3.50,,,6.34,8.76,3.20,2.52,2.14,,5.14,1.64,1.74,1.68
2023-03-21 00:54:00,3.18,,,6.22,8.62,3.30,2.60,2.10,,5.18,1.56,1.76,1.66
2023-03-21 00:56:00,3.36,1.88,1.90,6.32,8.62,3.26,2.58,2,,5.22,,1.68,
2023-03-21 00:58:00,3.32,,,6.06,9.20,3.30,2.58,2.16,,5.26,1.62,1.68,1.68
2023-03-21 01:00:00,3.42,,,6.60,9.08,3.26,2.52,2.06,,5.28,1.62,1.66,1.70
2023-03-21 01:02:00,3.40,1.62,,6.10,9.18,3.28,2.54,2.06,,5.18,,1.76,1.68
2023-03-21 01:04:00,3.32,,,6.04,16.2,3.32,2.62,2.14,46.3,5.16,,1.72,1.68
2023-03-21 01:06:00,3.54,1.88,1.84,6.54,9.26,3.24,2.48,1.98,,5.16,,1.72,
2023-03-21 01:08:00,3.34,1.66,,6.12,9.04,3.36,2.52,2.10,,5.22,,1.64,1.68
2023-03-21 01:10:00,3.42,,,6.48,8.94,3.36,2.56,2.10,,5.24,1.58,1.58,1.70
2023-03-21 01:12:00,3.44,1.62,,6.08,9.16,3.30,2.52,2.20,,5.18,,1.70,1.70
2023-03-21 01:14:00,3.34,,,6.10,16.0,3.46,2.60,2.10,99.2,5.20,,1.78,1.68
2023-03-21 01:16:00,3.56,1.88,2.20,6.26,9.26,3.22,2.58,2.06,,5.16,,1.72,
2023-03-21 01:18:00,3.32,,,6.22,9.04,3.20,2.58,2.10,,5.18,1.64,1.74,1.68
2023-03-21 01:20:00,3.38,,,6.12,9.18,3.22,2.54,2.12,,5.10,1.62,1.74,1.70
2023-03-21 01:22:00,3.34,1.62,,6.04,9.14,3.30,2.60,2.12,,5.20,,1.74,1.68
2023-03-21 01:24:00,3.44,,,6.28,9.12,3.32,2.48,1.98,50.4,5.16,,1.80,1.68
2023-03-21 01:26:00,3.50,1.88,2.40,6.40,8.86,3.30,2.48,2.08,,5.14,,1.72,
2023-03-21 01:28:00,3.22,,,6.18,8.78,3.32,2.54,2.08,,5.20,1.62,1.72,1.68
2023-03-21 01:30:00,3.38,,,6.30,8.86,3.08,2.54,2,,5.20,1.66,1.72,1.68
2023-03-21 01:32:00,3.38,1.62,,6.16,9.16,3.26,2.56,2.20,,5.10,,1.76,1.74
2023-03-21 01:34:00,3.38,,,6.16,8.90,3.32,2.56,2,,5.20,1.60,1.72,1.68
2023-03-21 01:36:00,3.62,1.88,2,6.84,8.68,3.32,2.58,2.04,,5.22,,1.72,
2023-03-21 01:38:00,3.38,,,6.20,9.22,3.26,2.52,2.10,,5.10,1.68,1.66,1.68
2023-03-21 01:40:00,3.46,,,6.22,8.70,3.30,2.52,2.14,,5.12,1.62,1.66,1.68
2023-03-21 01:42:00,3.26,1.62,,6.32,8.88,3.28,2.54,2.08,,5.16,,1.80,1.66
2023-03-21 01:44:00,3.20,,,6.30,8.68,3.22,2.52,2.06,,5.14,1.60,1.72,1.66
2023-03-21 01:46:00,3.56,2.06,2.74,6.36,12.5,3.18,2.50,2.02,,5.18,,1.72,
2023-03-21 01:48:00,3.36,,,6.34,8.66,3.24,2.58,2.06,,5.20,1.66,1.76,1.68
2023-03-21 01:50:00,3.34,,,6.18,8.84,3.24,2.52,2.12,,5.16,1.64,1.66,1.68
2023-03-21 01:52:00,3.26,,,6.10,8.62,3.34,2.54,2.14,,5.18,1.68,1.74,1.66
2023-03-21 01:54:00,3.30,,,6.34,9.02,3.20,2.56,2,,5.20,1.56,1.58,1.68
2023-03-21 01:56:00,3.40,1.88,2.18,6.58,9.38,3.50,2.56,2.14,141,5.18,,,
2023-03-21 01:58:00,3.32,,1.90,6.14,21.2,3.44,2.58,2.06,111,5.14,,1.74,
2023-03-21 02:00:00,3.32,,,6.32,9.24,3.16,2.58,2.10,,5.20,1.66,1.76,1.68
2023-03-21 02:02:00,3.42,,,6.20,9.32,3.12,2.52,2.14,,5.18,1.64,1.72,1.74
2023-03-21 02:04:00,3.32,1.52,,6.20,9.36,3.28,2.46,2.04,,5.22,,1.66,1.68
2023-03-21 02:06:00,3.36,1.88,2.18,6.60,9.16,3.28,2.52,1.92,,5.24,,1.80,
2023-03-21 02:08:00,3.18,,,6.42,9.16,3.28,2.50,2.06,55.9,5.18,,1.70,1.66
2023-03-21 02:10:00,3.24,,,6.28,9.08,3.22,2.54,2.08,,5.20,1.60,1.78,1.68
2023-03-21 02:12:00,3.42,1.62,,6.58,9.06,3.32,2.52,2.10,,5.26,,1.74,1.68
2023-03-21 02:14:00,3.42,,,6.34,9.52,3.26,2.56,2.10,,5.26,1.64,1.72,1.68
2023-03-21 02:16:00,3.54,1.88,2.22,6.66,9.14,3.28,2.56,2.10,,5.24,,1.72,
2023-03-21 02:18:00,3.42,,,6.10,9,3.18,2.60,2,,5.10,1.60,1.78,1.66
2023-03-21 02:20:00,3.18,,,6.16,8.88,3.34,2.58,2.12,,5.18,1.64,1.72,1.68
2023-03-21 02:22:00,3.44,1.62,,6.30,9.08,3.22,2.48,2.06,,5.20,,1.78,1.68
2023-03-21 02:24:00,3.36,,,6.10,9,3.24,2.52,2.04,,5.14,1.60,1.82,1.68
2023-03-21 02:26:00,3.54,1.88,1.84,6.52,8.92,3.20,2.56,2.12,,5.24,,1.78,
2023-03-21 02:28:00,3.30,,,6.34,8.86,3.12,2.50,2.04,,5.22,1.64,1.78,1.66
2023-03-21 02:30:00,3.18,,,6.20,8.90,3.28,2.48,2.12,,5.18,1.66,1.68,1.68
2023-03-21 02:32:00,3.38,1.62,,6.44,9.16,3.12,2.52,2.06,,5.20,,1.76,1.64
2023-03-21 02:34:00,3.42,,,6.24,8.72,3.22,2.52,2.14,,5.12,1.60,1.66,1.68
2023-03-21 02:36:00,3.54,1.88,1.82,6.62,8.84,3.20,2.54,1.94,,5.16,,,1.68
2023-03-21 02:38:00,3.20,,,6.16,8.82,3.34,2.52,2.10,,5.12,1.62,1.72,1.66
2023-03-21 02:40:00,3.40,,,6.28,15.9,3.26,2.48,2.06,51.7,5.22,,1.76,1.68
2023-03-21 02:42:00,3.42,1.62,,6.80,8.74,2.98,2.46,1.92,,5.20,,1.78,1.64
2023-03-21 02:44:00,3.26,,,6.06,8.88,3.22,2.52,2.06,,5.22,1.60,1.76,1.68
2023-03-21 02:46:00,3.50,2.06,2.08,6.26,8.66,3.12,2.56,2.10,,5.20,,1.76,
2023-03-21 02:48:00,3.36,1.58,,6.02,8.56,3.16,2.54,2.14,,5.14,,1.66,1.68
2023-03-21 02:50:00,3.16,,,6.06,15.7,3.28,2.60,2.12,97.4,5.16,,1.72,1.68
2023-03-21 02:52:00,3.46,1.62,,6.44,9.28,3.30,2.54,2.08,,5.16,,1.70,1.72
2023-03-21 02:54:00,3.40,,,6.38,8.94,3.26,2.58,2.10,,5.22,1.62,1.66,1.80
2023-03-21 02:56:00,3.46,1.88,1.98,6.40,8.84,3.34,2.54,2.16,,5.14,,1.74,
2023-03-21 02:58:00,3.36,,,6.30,8.90,3.28,2.54,2.14,,5.20,1.62,1.74,1.68
2023-03-21 03:00:00,3.30,,,6.22,9.10,3.40,2.54,2.12,45.3,5.20,,1.70,1.64
2023-03-21 03:02:00,3.34,1.62,,6.48,8.90,3.30,2.52,2.04,,5.12,,1.78,1.84
2023-03-21 03:04:00,3.32,,,6.20,8.98,3.24,2.54,2.04,,5.18,1.70,1.80,1.66
2023-03-21 03:06:00,3.60,1.88,1.82,6.52,8.78,3.26,2.54,2.04,,5.22,,,1.68
2023-03-21 03:08:00,3.30,1.66,,6.32,9.04,3.20,2.52,2.04,,5.26,,1.66,1.66
2023-03-21 03:10:00,3.28,,,6.14,8.96,3.10,2.52,2.06,,5.14,1.60,1.76,1.68
2023-03-21 03:12:00,3.42,1.62,,6.34,9.10,3.32,2.52,2.12,,5.18,1.62,,1.66
2023-03-21 03:14:00,3.36,,,6.16,8.86,3.12,2.58,2.12,,5.20,1.60,1.68,1.68
2023-03-21 03:16:00,3.50,1.90,1.94,6.50,8.84,3.30,2.52,2.08,,5.18,,,1.78
2023-03-21 03:18:00,3.34,1.58,,6.38,8.56,3.18,2.52,2.14,,5.16,,1.66,1.70
2023-03-21 03:20:00,3.22,,,6.36,9,3.30,2.52,1.98,,5.16,1.60,1.80,1.68
2023-03-21 03:22:00,3.30,,1.76,6.40,12.6,3.24,2.56,2.12,2.74,5.24,,1.78,
2023-03-21 03:24:00,3.22,,,6.12,9.12,3.30,2.48,2.12,,5.20,1.54,1.78,1.68
2023-03-21 03:26:00,3.48,2.02,2.50,6.50,9.22,3.24,2.50,1.96,,5.20,,1.76,
2023-03-21 03:28:00,3.44,1.66,,6.30,8.90,3.18,2.52,2.20,,5.18,,1.76,1.70
2023-03-21 03:30:00,3.48,,,6.16,9.20,3.32,2.56,2.12,,5.20,1.64,1.76,1.68
2023-03-21 03:32:00,3.40,,,6.12,15.9,3.34,2.50,2.10,66.5,5.24,,1.72,1.68
2023-03-21 03:34:00,3.38,,,6,9.04,3.22,2.56,2.18,,5.24,1.60,1.72,1.68
2023-03-21 03:36:00,3.58,1.88,1.80,6.58,9.08,3.28,2.54,2.04,,5.18,,,1.66
2023-03-21 03:38:00,3.34,,,6.52,8.80,3.14,2.54,2.04,,5.20,1.62,1.80,1.70
2023-03-21 03:40:00,3.38,,,6,8.92,3.22,2.48,2.12,,5.22,1.60,1.72,1.68
2023-03-21 03:42:00,3.42,,,6.32,12.3,3.32,2.50,2.08,96.8,5.22,,1.70,1.68
2023-03-21 03:44:00,3.34,,,6.24,8.98,3.26,2.48,2.02,,5.18,1.64,1.74,1.68
2023-03-21 03:46:00,3.46,2.06,2.24,6.22,8.98,3.26,2.62,2.10,,5.20,,1.74,
2023-03-21 03:48:00,3.32,,,6.24,8.74,3.24,2.56,2.12,,5.22,1.62,1.72,1.70
2023-03-21 03:50:00,3.16,,,6.32,9.16,3.12,2.52,2.06,,5.22,1.56,1.76,1.68
2023-03-21 03:52:00,3.32,,,6.22,9.20,3.18,2.54,1.92,35.3,5.16,,1.78,1.68
2023-03-21 03:54:00,3.28,,,6.28,9.02,3.36,2.54,2.10,,5.24,1.62,1.72,1.68
2023-03-21 03:56:00,3.58,1.88,2.16,6.40,9.36,3.14,2.50,1.96,,5.22,,1.72,
2023-03-21 03:58:00,3.38,1.58,,6.18,9.18,3.26,2.54,2.08,,5.22,,1.78,1.68
2023-03-21 04:00:00,3.20,,,6.16,9.28,3.32,2.52,1.92,,5.20,1.60,1.82,1.68
2023-03-21 04:02:00,3.40,1.62,,6.32,9.26,3.16,2.56,2.06,,5.18,,1.74,1.68
2023-03-21 04:04:00,3.26,,,6.18,12.8,3.44,2.48,2.10,141,5.16,1.60,,1.66
2023-03-21 04:06:00,3.40,1.88,2.44,6.28,9.10,3.34,2.56,2.08,,5.16,,,1.68
2023-03-21 04:08:00,3.38,1.66,,6,9.14,3.32,2.58,2.08,,5.10,,1.80,1.70
2023-03-21 04:10:00,3.40,,,6.24,9.12,3.30,2.52,2.06,,5.18,1.56,1.66,1.68
2023-03-21 04:12:00,3.52,1.62,,6.32,9.12,3.32,2.52,1.98,,5.18,,1.74,1.66
2023-03-21 04:14:00,3.46,,,6.18,8.96,3.24,2.52,2.08,,5.14,1.58,1.64,1.76
2023-03-21 04:16:00,3.52,1.88,3.24,6.46,16.3,3.28,2.58,2.10,52.9,5.22,,,
2023-03-21 04:18:00,3.30,,,6.14,8.86,3.36,2.54,2.10,,5.14,1.60,1.64,1.66
2023-03-21 04:20:00,3.38,,,6.04,9.06,3.28,2.50,2,,5.16,1.64,1.76,1.68
2023-03-21 04:22:00,3.40,1.62,,6.26,9.12,3.30,2.58,2.06,,5.22,,1.82,1.64
2023-03-21 04:24:00,3.40,,,6.40,9.06,3.20,2.54,2,,5.20,1.62,1.58,1.68
2023-03-21 04:26:00,3.56,1.88,3.04,6.40,16.1,3.44,2.58,2.08,98.8,5.26,,,
2023-03-21 04:28:00,3.28,,,6.26,8.68,3.06,2.54,2.04,,5.12,1.64,1.76,1.68
2023-03-21 04:30:00,3.20,,,6.12,8.94,3.36,2.52,2.02,,5.20,1.66,1.64,1.68
2023-03-21 04:32:00,3.38,1.62,,6.20,8.72,3.18,2.56,2.10,,5.14,1.60,,1.68
2023-03-21 04:34:00,3.28,,,6.42,8.86,3.20,2.58,2.04,,5.12,1.62,1.62,1.70
2023-03-21 04:36:00,3.38,1.88,2.18,6.48,8.78,3.20,2.54,2.16,50.7,5.20,,,
2023-03-21 04:38:00,3.36,,,6.04,8.72,3.16,2.48,2.06,,5.14,1.64,1.70,1.66
2023-03-21 04:40:00,3.34,,,6.36,8.72,3.22,2.56,2.08,,5.16,1.60,1.68,1.68
2023-03-21 04:42:00,3.34,1.62,,6.24,8.80,3.22,2.54,1.78,,5.10,,1.52,1.66
2023-03-21 04:44:00,3.26,1.58,,6.26,8.30,3.18,2.50,1.96,,5.22,,1.68,1.68
2023-03-21 04:46:00,3.56,2.06,2.26,6.68,9.12,3.18,2.52,2,,5.22,,1.70,
2023-03-21 04:48:00,3.40,,,6.38,9.16,3.32,2.50,2.04,,5.26,1.60,1.66,1.68
2023-03-21 04:50:00,3.48,,,6.20,8.98,3.36,2.52,2.08,,5.22,1.62,1.66,1.68
2023-03-21 04:52:00,3.48,1.62,,6.30,9.18,3.08,2.54,2.04,,5.22,,1.72,1.68
2023-03-21 04:54:00,3.40,,,6.22,9.10,3.38,2.50,2.04,,5.24,1.64,1.72,1.66
2023-03-21 04:56:00,3.54,1.88,2.16,6.46,9.24,3.22,2.52,2,,5.20,,,1.68
2023-03-21 04:58:00,3.32,,,6.22,9.32,3.24,2.58,2.08,,5.20,1.60,1.68,1.68
2023-03-21 05:00:00,3.28,,,6.42,9.12,3.10,2.56,2.06,,5.20,1.60,1.72,1.68
2023-03-21 05:02:00,3.56,1.62,,6.28,9.12,3.08,2.46,2.04,,5.12,,1.74,1.68
2023-03-21 05:04:00,3.38,,,6.12,9.20,3.24,2.52,2.10,,5.24,1.60,1.70,1.68
2023-03-21 05:06:00,3.60,1.88,2.18,6.48,9.08,3.24,2.56,1.92,,5.16,,1.70,
2023-03-21 05:08:00,3.32,,,6.26,16.4,3.38,2.52,2.08,45.8,5.14,,1.68,1.66
2023-03-21 05:10:00,3.42,,,6.32,8.90,3.22,2.52,1.82,,5.10,1.66,1.74,1.68
2023-03-21 05:12:00,3.46,1.62,,6.20,8.88,3.26,2.56,1.88,,5.22,,1.66,1.68
2023-03-21 05:14:00,3.32,,,6.12,9.16,3.26,2.54,2,,5.18,1.62,1.72,1.68
2023-03-21 05:16:00,3.42,1.88,1.84,6.26,9.06,3.28,2.42,2,,5.18,,1.68,
2023-03-21 05:18:00,3.42,,,6.16,16.0,3.34,2.52,2.12,98.0,5.14,1.64,,1.68
2023-03-21 05:20:00,3.44,,,6.30,8.82,3.28,2.48,2.10,,5.20,1.62,1.70,1.72
2023-03-21 05:22:00,3.56,1.62,,6.08,9,3.26,2.56,2,,5.14,,1.70,1.68
2023-03-21 05:24:00,3.50,,,6.12,8.66,3.28,2.48,2.06,,5.16,1.56,1.70,1.68
