"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-23 03:00:00,0,0,0,1302665,1302665,0
2023-03-23 03:02:00,0,0,0,226759,226759,0
2023-03-23 03:04:00,0,0,0,197837,197837,0
2023-03-23 03:06:00,0,0,0,76709,76709,0
2023-03-23 03:08:00,0,0,0,88906,88906,0
2023-03-23 03:10:00,0,0,0,41643,41643,0
2023-03-23 03:12:00,0,0,0,87290,87290,0
2023-03-23 03:14:00,0,0,0,55501,55501,0
2023-03-23 03:16:00,0,0,0,78325,78325,0
2023-03-23 03:18:00,0,0,0,91682,91682,0
2023-03-23 03:20:00,0,0,0,45095,45095,0
2023-03-23 03:22:00,0,0,0,88565,88565,0
2023-03-23 03:24:00,0,0,0,57071,57071,0
2023-03-23 03:26:00,0,0,0,75571,75571,0
2023-03-23 03:28:00,0,0,0,91614,91614,0
2023-03-23 03:30:00,0,0,0,47718,47718,0
2023-03-23 03:32:00,0,0,0,85652,85652,0
2023-03-23 03:34:00,0,0,0,61668,61668,0
2023-03-23 03:36:00,0,0,0,76208,76208,0
2023-03-23 03:38:00,0,0,0,85948,85948,0
2023-03-23 03:40:00,0,0,0,44078,44078,0
2023-03-23 03:42:00,0,0,0,88542,88542,0
2023-03-23 03:44:00,0,0,0,62600,62600,0
2023-03-23 03:46:00,0,0,0,89429,89429,0
2023-03-23 03:48:00,0,0,0,102218,102218,0
2023-03-23 03:50:00,0,0,0,47127,47127,0
2023-03-23 03:52:00,0,0,0,91659,91659,0
2023-03-23 03:54:00,0,0,0,58869,58869,0
2023-03-23 03:56:00,0,0,0,84196,84196,0
2023-03-23 03:58:00,0,0,0,92092,92092,0
2023-03-23 04:00:00,0,0,0,48242,48242,0
2023-03-23 04:02:00,0,0,0,428806,428806,0
2023-03-23 04:04:00,0,0,0,59733,59733,0
2023-03-23 04:06:00,0,0,0,74661,74661,0
2023-03-23 04:08:00,0,0,0,89886,89886,0
2023-03-23 04:10:00,0,0,0,45306,45306,0
2023-03-23 04:12:00,0,0,0,83763,83763,0
2023-03-23 04:14:00,0,0,0,51496,51496,0
2023-03-23 04:16:00,0,0,0,77596,77596,0
2023-03-23 04:18:00,0,0,0,93366,93366,0
2023-03-23 04:20:00,0,0,0,50085,50085,0
2023-03-23 04:22:00,0,0,0,88701,88701,0
2023-03-23 04:24:00,0,0,0,62578,62578,0
2023-03-23 04:26:00,0,0,0,78325,78325,0
2023-03-23 04:28:00,0,0,0,85151,85151,0
2023-03-23 04:30:00,0,0,0,41825,41825,0
2023-03-23 04:32:00,0,0,0,88018,88018,0
2023-03-23 04:34:00,0,0,0,62236,62236,0
2023-03-23 04:36:00,0,0,0,74820,74820,0
2023-03-23 04:38:00,0,0,0,86835,86835,0
2023-03-23 04:40:00,0,0,0,47809,47809,0
2023-03-23 04:42:00,0,0,0,88496,88496,0
2023-03-23 04:44:00,0,0,0,56752,56752,0
2023-03-23 04:46:00,0,0,0,72886,72886,0
2023-03-23 04:48:00,0,0,0,89771,89771,0
2023-03-23 04:50:00,0,0,0,46876,46876,0
2023-03-23 04:52:00,0,0,0,84696,84696,0
2023-03-23 04:54:00,0,0,0,55956,55956,0
2023-03-23 04:56:00,0,0,0,73208,73208,0
2023-03-23 04:58:00,0,0,0,89316,89316,0
2023-03-23 05:00:00,0,0,0,43486,43486,0
2023-03-23 05:02:00,0,0,0,226167,226167,0
2023-03-23 05:04:00,0,0,0,200636,200636,0
2023-03-23 05:06:00,0,0,0,80009,80009,0
2023-03-23 05:08:00,0,0,0,92228,92228,0
2023-03-23 05:10:00,0,0,0,46581,46581,0
2023-03-23 05:12:00,0,0,0,89884,89884,0
2023-03-23 05:14:00,0,0,0,61827,61827,0
2023-03-23 05:16:00,0,0,0,81852,81852,0
2023-03-23 05:18:00,0,0,0,93161,93161,0
2023-03-23 05:20:00,0,0,0,45898,45898,0
2023-03-23 05:22:00,0,0,0,88747,88747,0
2023-03-23 05:24:00,0,0,0,54340,54340,0
2023-03-23 05:26:00,0,0,0,76004,76004,0
2023-03-23 05:28:00,0,0,0,90658,90658,0
2023-03-23 05:30:00,0,0,0,49835,49835,0
2023-03-23 05:32:00,0,0,0,94140,94140,0
2023-03-23 05:34:00,0,0,0,61508,61508,0
2023-03-23 05:36:00,0,0,0,75862,75862,0
2023-03-23 05:38:00,0,0,0,89520,89520,0
2023-03-23 05:40:00,0,0,0,48310,48310,0
2023-03-23 05:42:00,0,0,0,87927,87927,0
2023-03-23 05:44:00,0,0,0,59119,59119,0
2023-03-23 05:46:00,0,0,0,77596,77596,0
2023-03-23 05:48:00,0,0,0,92547,92547,0
2023-03-23 05:50:00,0,0,0,49038,49038,0
2023-03-23 05:52:00,0,0,0,91614,91614,0
2023-03-23 05:54:00,0,0,0,62032,62032,0
2023-03-23 05:56:00,0,0,0,74297,74297,0
2023-03-23 05:58:00,0,0,0,88055,88055,0
2023-03-23 06:00:00,0,0,0,47514,47514,0
2023-03-23 06:02:00,0,0,0,1058953,1058953,0
2023-03-23 06:04:00,0,0,0,63056,63056,0
2023-03-23 06:06:00,0,0,0,78097,78097,0
2023-03-23 06:08:00,0,0,0,97599,97599,0
2023-03-23 06:10:00,0,0,0,50085,50085,0
2023-03-23 06:12:00,0,0,0,91455,91455,0
2023-03-23 06:14:00,0,0,0,58573,58573,0
2023-03-23 06:16:00,0,0,0,74388,74388,0
2023-03-23 06:18:00,0,0,0,87290,87290,0
2023-03-23 06:20:00,0,0,0,47900,47900,0
2023-03-23 06:22:00,0,0,0,89475,89475,0
2023-03-23 06:24:00,0,0,0,56889,56889,0
2023-03-23 06:26:00,0,0,0,76891,76891,0
2023-03-23 06:28:00,0,0,0,89179,89179,0
2023-03-23 06:30:00,0,0,0,43236,43236,0
2023-03-23 06:32:00,0,0,0,86699,86699,0
2023-03-23 06:34:00,0,0,0,60575,60575,0
2023-03-23 06:36:00,0,0,0,76208,76208,0
2023-03-23 06:38:00,0,0,0,89042,89042,0
2023-03-23 06:40:00,0,0,0,45807,45807,0
2023-03-23 06:42:00,0,0,0,88360,88360,0
2023-03-23 06:44:00,0,0,0,62373,62373,0
2023-03-23 06:46:00,0,0,0,77164,77164,0
2023-03-23 06:48:00,0,0,0,1364127,1364127,0
2023-03-23 06:50:00,0,0,0,50904,50904,0
2023-03-23 06:52:00,0,0,0,93867,93867,0
2023-03-23 06:54:00,0,0,0,58596,58596,0
2023-03-23 06:56:00,0,0,0,74706,74706,0
2023-03-23 06:58:00,0,0,0,89361,89361,0
2023-03-23 07:00:00,0,0,0,46012,46012,0
2023-03-23 07:02:00,0,0,0,228807,228807,0
2023-03-23 07:04:00,0,0,0,199430,199430,0
2023-03-23 07:06:00,0,0,0,78370,78370,0
2023-03-23 07:08:00,0,0,0,91659,91659,0
2023-03-23 07:10:00,0,0,0,46126,46126,0
2023-03-23 07:12:00,0,0,0,86972,86972,0
2023-03-23 07:14:00,0,0,0,54067,54067,0
2023-03-23 07:16:00,0,0,0,77733,77733,0
2023-03-23 07:18:00,0,0,0,93639,93639,0
2023-03-23 07:20:00,0,0,0,50950,50950,0
2023-03-23 07:22:00,0,0,0,90021,90021,0
2023-03-23 07:24:00,0,0,0,61599,61599,0
2023-03-23 07:26:00,0,0,0,83149,83149,0
2023-03-23 07:28:00,0,0,0,94481,94481,0
2023-03-23 07:30:00,0,0,0,48947,48947,0
2023-03-23 07:32:00,0,0,0,92160,92160,0
2023-03-23 07:34:00,0,0,0,56229,56229,0
2023-03-23 07:36:00,0,0,0,79462,79462,0
2023-03-23 07:38:00,0,0,0,89816,89816,0
2023-03-23 07:40:00,0,0,0,45670,45670,0
2023-03-23 07:42:00,0,0,0,86994,86994,0
2023-03-23 07:44:00,0,0,0,58732,58732,0
2023-03-23 07:46:00,0,0,0,78256,78256,0
2023-03-23 07:48:00,0,0,0,93161,93161,0
2023-03-23 07:50:00,0,0,0,49175,49175,0
2023-03-23 07:52:00,0,0,0,89134,89134,0
2023-03-23 07:54:00,0,0,0,58573,58573,0
2023-03-23 07:56:00,0,0,0,73159,73159,0
2023-03-23 07:58:00,0,0,0,88860,88860,0
2023-03-23 08:00:00,0,0,0,46314,46314,0
2023-03-23 08:02:00,0,0,0,431332,431332,0
2023-03-23 08:04:00,0,0,0,55683,55683,0
2023-03-23 08:06:00,0,0,0,99533,99533,0
2023-03-23 08:08:00,0,0,0,113027,113027,0
2023-03-23 08:10:00,0,0,0,49198,49198,0
2023-03-23 08:12:00,0,0,0,90772,90772,0
2023-03-23 08:14:00,0,0,0,56183,56183,0
2023-03-23 08:16:00,0,0,0,74957,74957,0
2023-03-23 08:18:00,0,0,0,88383,88383,0
2023-03-23 08:20:00,0,0,0,46581,46581,0
2023-03-23 08:22:00,0,0,0,84764,84764,0
