"Time","AVG_resident_memory_bytes","MAX_resident_memory_bytes_max","MIN_resident_memory_bytes_min"
2023-03-23 03:00:00,66420736,66420736,66420736
2023-03-23 03:02:00,66048000,66048000,66048000
2023-03-23 03:04:00,66048000,66048000,66048000
2023-03-23 03:06:00,66048000,66048000,66048000
2023-03-23 03:08:00,66048000,66048000,66048000
2023-03-23 03:10:00,66048000,66048000,66048000
2023-03-23 03:12:00,66048000,66048000,66048000
2023-03-23 03:14:00,66465792,66465792,66465792
2023-03-23 03:16:00,67276800,67276800,67276800
2023-03-23 03:18:00,65900544,65900544,65900544
2023-03-23 03:20:00,65359872,65359872,65359872
2023-03-23 03:22:00,64835584,64835584,64835584
2023-03-23 03:24:00,64835584,64835584,64835584
2023-03-23 03:26:00,64835584,64835584,64835584
2023-03-23 03:28:00,64835584,64835584,64835584
2023-03-23 03:30:00,64835584,64835584,64835584
2023-03-23 03:32:00,64835584,64835584,64835584
2023-03-23 03:34:00,64835584,64835584,64835584
2023-03-23 03:36:00,64835584,64835584,64835584
2023-03-23 03:38:00,64835584,64835584,64835584
2023-03-23 03:40:00,64835584,64835584,64835584
2023-03-23 03:42:00,64835584,64835584,64835584
2023-03-23 03:44:00,64835584,64835584,64835584
2023-03-23 03:46:00,64835584,64835584,64835584
2023-03-23 03:48:00,67211264,67211264,67211264
2023-03-23 03:50:00,67190784,67190784,67190784
2023-03-23 03:52:00,65994752,65994752,65994752
2023-03-23 03:54:00,65798144,65798144,65798144
2023-03-23 03:56:00,65798144,65798144,65798144
2023-03-23 03:58:00,65798144,65798144,65798144
2023-03-23 04:00:00,65798144,65798144,65798144
2023-03-23 04:02:00,65798144,65798144,65798144
2023-03-23 04:04:00,65798144,65798144,65798144
2023-03-23 04:06:00,65798144,65798144,65798144
2023-03-23 04:08:00,65798144,65798144,65798144
2023-03-23 04:10:00,65798144,65798144,65798144
2023-03-23 04:12:00,65552384,65552384,65552384
2023-03-23 04:14:00,65359872,65359872,65359872
2023-03-23 04:16:00,65359872,65359872,65359872
2023-03-23 04:18:00,65359872,65359872,65359872
2023-03-23 04:20:00,65359872,65359872,65359872
2023-03-23 04:22:00,65630208,65630208,65630208
2023-03-23 04:24:00,65630208,65630208,65630208
2023-03-23 04:26:00,65630208,65630208,65630208
2023-03-23 04:28:00,65630208,65630208,65630208
2023-03-23 04:30:00,65630208,65630208,65630208
2023-03-23 04:32:00,65630208,65630208,65630208
2023-03-23 04:34:00,65630208,65630208,65630208
2023-03-23 04:36:00,65630208,65630208,65630208
2023-03-23 04:38:00,65630208,65630208,65630208
2023-03-23 04:40:00,65630208,65630208,65630208
2023-03-23 04:42:00,65630208,65630208,65630208
2023-03-23 04:44:00,65036288,65036288,65036288
2023-03-23 04:46:00,64860160,64860160,64860160
2023-03-23 04:48:00,64860160,64860160,64860160
2023-03-23 04:50:00,64860160,64860160,64860160
2023-03-23 04:52:00,64860160,64860160,64860160
2023-03-23 04:54:00,64860160,64860160,64860160
2023-03-23 04:56:00,65761280,65761280,65761280
2023-03-23 04:58:00,66314240,66314240,66314240
2023-03-23 05:00:00,66314240,66314240,66314240
2023-03-23 05:02:00,66314240,66314240,66314240
2023-03-23 05:04:00,65609728,65609728,65609728
2023-03-23 05:06:00,65609728,65609728,65609728
2023-03-23 05:08:00,65327104,65327104,65327104
2023-03-23 05:10:00,64782336,64782336,64782336
2023-03-23 05:12:00,64782336,64782336,64782336
2023-03-23 05:14:00,64671744,64671744,64671744
2023-03-23 05:16:00,64589824,64589824,64589824
2023-03-23 05:18:00,64589824,64589824,64589824
2023-03-23 05:20:00,64589824,64589824,64589824
2023-03-23 05:22:00,64589824,64589824,64589824
2023-03-23 05:24:00,64589824,64589824,64589824
2023-03-23 05:26:00,64589824,64589824,64589824
2023-03-23 05:28:00,64589824,64589824,64589824
2023-03-23 05:30:00,64589824,64589824,64589824
2023-03-23 05:32:00,64589824,64589824,64589824
2023-03-23 05:34:00,64589824,64589824,64589824
2023-03-23 05:36:00,66420736,66420736,66420736
2023-03-23 05:38:00,66359296,66359296,66359296
2023-03-23 05:40:00,65736704,65736704,65736704
2023-03-23 05:42:00,65736704,65736704,65736704
2023-03-23 05:44:00,65736704,65736704,65736704
2023-03-23 05:46:00,65736704,65736704,65736704
2023-03-23 05:48:00,65736704,65736704,65736704
2023-03-23 05:50:00,65736704,65736704,65736704
2023-03-23 05:52:00,65736704,65736704,65736704
2023-03-23 05:54:00,65736704,65736704,65736704
2023-03-23 05:56:00,65736704,65736704,65736704
2023-03-23 05:58:00,65343488,65343488,65343488
2023-03-23 06:00:00,64962560,64962560,64962560
2023-03-23 06:02:00,64962560,64962560,64962560
2023-03-23 06:04:00,64962560,64962560,64962560
2023-03-23 06:06:00,64962560,64962560,64962560
2023-03-23 06:08:00,64962560,64962560,64962560
2023-03-23 06:10:00,64962560,64962560,64962560
2023-03-23 06:12:00,64962560,64962560,64962560
2023-03-23 06:14:00,67407872,67407872,67407872
2023-03-23 06:16:00,67407872,67407872,67407872
2023-03-23 06:18:00,65417216,65417216,65417216
2023-03-23 06:20:00,66056192,66056192,66056192
2023-03-23 06:22:00,66326528,66326528,66326528
2023-03-23 06:24:00,65925120,65925120,65925120
2023-03-23 06:26:00,65794048,65794048,65794048
2023-03-23 06:28:00,65794048,65794048,65794048
2023-03-23 06:30:00,65794048,65794048,65794048
2023-03-23 06:32:00,65794048,65794048,65794048
2023-03-23 06:34:00,65794048,65794048,65794048
2023-03-23 06:36:00,65794048,65794048,65794048
2023-03-23 06:38:00,65089536,65089536,65089536
2023-03-23 06:40:00,64565248,64565248,64565248
2023-03-23 06:42:00,65380352,65380352,65380352
2023-03-23 06:44:00,65486848,65486848,65486848
2023-03-23 06:46:00,65208320,65208320,65208320
2023-03-23 06:48:00,65245184,65245184,65245184
2023-03-23 06:50:00,65245184,65245184,65245184
2023-03-23 06:52:00,65728512,65728512,65728512
2023-03-23 06:54:00,65581056,65581056,65581056
2023-03-23 06:56:00,65581056,65581056,65581056
2023-03-23 06:58:00,65581056,65581056,65581056
2023-03-23 07:00:00,65581056,65581056,65581056
2023-03-23 07:02:00,65581056,65581056,65581056
2023-03-23 07:04:00,65581056,65581056,65581056
2023-03-23 07:06:00,65581056,65581056,65581056
2023-03-23 07:08:00,65581056,65581056,65581056
