"Time","to-endpoint","to-overlay","to-stack"
2023-03-23 03:00:00,49.8,9.50,29.4
2023-03-23 03:02:00,50.1,9.92,29.2
2023-03-23 03:04:00,50.1,10.4,29.2
2023-03-23 03:06:00,52.2,12.6,29.8
2023-03-23 03:08:00,50.7,10.0,29.3
2023-03-23 03:10:00,49.2,9.38,28.9
2023-03-23 03:12:00,49.7,9.82,29
2023-03-23 03:14:00,49.2,11.0,28.6
2023-03-23 03:16:00,52.1,11.4,29.6
2023-03-23 03:18:00,50.0,10.5,29.1
2023-03-23 03:20:00,50.1,9.56,29.2
2023-03-23 03:22:00,56.9,14.7,29.0
2023-03-23 03:24:00,49.8,9.50,29.2
2023-03-23 03:26:00,51.9,12.1,29.5
2023-03-23 03:28:00,49.9,10.4,29.0
2023-03-23 03:30:00,49.9,10.4,29.1
2023-03-23 03:32:00,76.3,44.6,29
2023-03-23 03:34:00,49.6,9.98,28.9
2023-03-23 03:36:00,52.0,11.8,29.6
2023-03-23 03:38:00,50.3,10.8,29.3
2023-03-23 03:40:00,50.1,9.76,29.2
2023-03-23 03:42:00,92.0,80.5,29.2
2023-03-23 03:44:00,49.9,10.1,29.1
2023-03-23 03:46:00,51.5,11.1,29.8
2023-03-23 03:48:00,50.8,9.86,29.6
2023-03-23 03:50:00,50.6,9.54,29.2
2023-03-23 03:52:00,94.5,97.9,29.3
2023-03-23 03:54:00,50.4,9.94,29.4
2023-03-23 03:56:00,51.9,10.9,29.8
2023-03-23 03:58:00,49.5,9.90,28.9
2023-03-23 04:00:00,50.4,10.8,29.1
2023-03-23 04:02:00,72.2,73.8,29.1
2023-03-23 04:04:00,50.2,10.9,29.3
2023-03-23 04:06:00,52.2,13.1,29.6
2023-03-23 04:08:00,50.1,10.4,29.1
2023-03-23 04:10:00,49.8,9.88,29
2023-03-23 04:12:00,56.6,39.2,28.9
2023-03-23 04:14:00,107,132,29.1
2023-03-23 04:16:00,52.3,10.8,29.9
2023-03-23 04:18:00,51.3,10.4,29.8
2023-03-23 04:20:00,50.5,9.80,29.3
2023-03-23 04:22:00,50.2,9.28,29.4
2023-03-23 04:24:00,50.7,10.4,29.3
2023-03-23 04:26:00,52.2,11.3,29.7
2023-03-23 04:28:00,51.2,10.3,29.4
2023-03-23 04:30:00,50.6,10.3,29.3
2023-03-23 04:32:00,50.0,10.1,29.2
2023-03-23 04:34:00,49.9,11.4,28.9
2023-03-23 04:36:00,59.2,16.7,29.4
2023-03-23 04:38:00,50.3,11.3,29.3
2023-03-23 04:40:00,49.4,9.78,28.9
2023-03-23 04:42:00,50.2,10.1,29.1
2023-03-23 04:44:00,49.9,10.9,28.9
2023-03-23 04:46:00,76.6,42.5,29.7
2023-03-23 04:48:00,50.2,10.2,29.0
2023-03-23 04:50:00,49.1,10.2,28.8
2023-03-23 04:52:00,49.5,10.7,28.9
2023-03-23 04:54:00,50.2,10.4,29.2
2023-03-23 04:56:00,91.3,74.1,29.4
2023-03-23 04:58:00,50.5,10.5,29.3
2023-03-23 05:00:00,49.5,10.8,28.9
2023-03-23 05:02:00,50.6,10.5,29.1
2023-03-23 05:04:00,49.7,10.1,28.9
2023-03-23 05:06:00,96.4,99.2,29.6
2023-03-23 05:08:00,49.8,10.5,29.1
2023-03-23 05:10:00,49.4,10.2,29.1
2023-03-23 05:12:00,50.2,9.96,29.3
2023-03-23 05:14:00,50.3,10.6,29.4
2023-03-23 05:16:00,87.3,92.7,29.9
2023-03-23 05:18:00,50.5,9.88,29.4
