"Time","DROPPED","FORWARDED"
2023-03-23 03:00:00,0.100,89.7
2023-03-23 03:02:00,0.0200,90.3
2023-03-23 03:04:00,0.0600,90.8
2023-03-23 03:06:00,0.0600,96.2
2023-03-23 03:08:00,0.0200,91.3
2023-03-23 03:10:00,0.0400,88.5
2023-03-23 03:12:00,0.0800,89.8
2023-03-23 03:14:00,0.0200,89.9
2023-03-23 03:16:00,0,94.7
2023-03-23 03:18:00,0,90.9
2023-03-23 03:20:00,0,90.0
2023-03-23 03:22:00,0.0200,102
2023-03-23 03:24:00,0,89.5
2023-03-23 03:26:00,0,95.2
2023-03-23 03:28:00,0.0800,90.4
2023-03-23 03:30:00,0.0600,90.6
2023-03-23 03:32:00,0.100,151
2023-03-23 03:34:00,0,89.6
2023-03-23 03:36:00,0,95.1
2023-03-23 03:38:00,0,91.5
2023-03-23 03:40:00,0,90.3
2023-03-23 03:42:00,0,203
2023-03-23 03:44:00,0,90.4
2023-03-23 03:46:00,0,93.9
2023-03-23 03:48:00,0,91.4
2023-03-23 03:50:00,0,90.6
2023-03-23 03:52:00,0,223
2023-03-23 03:54:00,0.0200,90.9
2023-03-23 03:56:00,0.0200,94.0
2023-03-23 03:58:00,0.0200,89.5
2023-03-23 04:00:00,0,91.5
2023-03-23 04:02:00,0,176
2023-03-23 04:04:00,0,91.7
2023-03-23 04:06:00,0.0600,96.6
2023-03-23 04:08:00,0.0600,90.8
2023-03-23 04:10:00,0.0600,90.0
2023-03-23 04:12:00,0,126
2023-03-23 04:14:00,0.0200,269
2023-03-23 04:16:00,0,94.5
2023-03-23 04:18:00,0.0200,92.8
2023-03-23 04:20:00,0.100,90.8
2023-03-23 04:22:00,0.0400,90.0
2023-03-23 04:24:00,0,91.6
2023-03-23 04:26:00,0,94.7
2023-03-23 04:28:00,0,92.2
2023-03-23 04:30:00,0.0200,91.4
2023-03-23 04:32:00,0.0400,90.5
2023-03-23 04:34:00,0.0400,91.5
2023-03-23 04:36:00,0.0400,107
2023-03-23 04:38:00,0.100,92.2
2023-03-23 04:40:00,0.0200,89.2
2023-03-23 04:42:00,0.0200,90.6
2023-03-23 04:44:00,0.0600,91.0
2023-03-23 04:46:00,0.0200,150
2023-03-23 04:48:00,0,90.6
2023-03-23 04:50:00,0,89.1
2023-03-23 04:52:00,0,90.3
2023-03-23 04:54:00,0,91.1
2023-03-23 04:56:00,0.0400,196
2023-03-23 04:58:00,0,91.6
2023-03-23 05:00:00,0.0400,90.3
2023-03-23 05:02:00,0.0800,91.4
2023-03-23 05:04:00,0.0600,89.8
2023-03-23 05:06:00,0.0200,227
2023-03-23 05:08:00,0.0600,90.7
2023-03-23 05:10:00,0,89.8
2023-03-23 05:12:00,0,90.7
2023-03-23 05:14:00,0,91.4
