"Time","FIN","RST","SYN","SYN-ACK"
2023-03-23 03:00:00,14.0,2.68,9.56,8.16
2023-03-23 03:02:00,14.1,2.86,9.56,8.16
2023-03-23 03:04:00,14.1,2.70,9.60,8.18
2023-03-23 03:06:00,14.3,2.80,9.90,8.34
2023-03-23 03:08:00,14.2,2.78,9.66,8.22
2023-03-23 03:10:00,14.0,2.80,9.56,8.16
2023-03-23 03:12:00,14.2,2.82,9.64,8.20
2023-03-23 03:14:00,14.0,2.64,9.56,8.16
2023-03-23 03:16:00,14.4,2.88,9.92,8.36
2023-03-23 03:18:00,14.1,2.70,9.66,8.22
2023-03-23 03:20:00,14.0,2.68,9.60,8.18
2023-03-23 03:22:00,16.7,3.60,11.0,9.54
2023-03-23 03:24:00,14,2.74,9.56,8.16
2023-03-23 03:26:00,14.2,2.72,9.92,8.36
2023-03-23 03:28:00,14.1,2.66,9.56,8.16
2023-03-23 03:30:00,14.1,2.74,9.64,8.20
2023-03-23 03:32:00,25.4,12.4,16.2,13.0
2023-03-23 03:34:00,13.9,2.68,9.56,8.16
2023-03-23 03:36:00,14.2,2.74,9.92,8.36
2023-03-23 03:38:00,14.0,2.68,9.58,8.18
2023-03-23 03:40:00,14.1,2.68,9.64,8.20
2023-03-23 03:42:00,33.2,22.9,21.4,15.6
2023-03-23 03:44:00,14.2,2.76,9.66,8.20
2023-03-23 03:46:00,14.3,2.70,9.84,8.32
2023-03-23 03:48:00,14.0,2.68,9.58,8.18
2023-03-23 03:50:00,14.0,2.68,9.64,8.20
2023-03-23 03:52:00,35.6,26.9,23.5,16.0
2023-03-23 03:54:00,14.1,2.70,9.66,8.22
2023-03-23 03:56:00,14.1,2.76,9.84,8.32
2023-03-23 03:58:00,14.0,2.66,9.56,8.18
2023-03-23 04:00:00,14.1,2.68,9.64,8.20
2023-03-23 04:02:00,26.7,20.6,18.5,12.0
2023-03-23 04:04:00,14.2,2.76,9.64,8.20
2023-03-23 04:06:00,15.0,2.84,9.92,8.36
2023-03-23 04:08:00,14.1,2.72,9.62,8.20
2023-03-23 04:10:00,14.1,2.70,9.64,8.20
2023-03-23 04:12:00,18.9,10.0,13.2,9.34
2023-03-23 04:14:00,42.4,38.1,28.3,18.0
2023-03-23 04:16:00,14.2,2.76,9.88,8.34
2023-03-23 04:18:00,14.4,2.74,9.74,8.26
2023-03-23 04:20:00,14.1,2.66,9.64,8.20
2023-03-23 04:22:00,14.1,2.80,9.56,8.16
2023-03-23 04:24:00,14.1,2.78,9.64,8.20
2023-03-23 04:26:00,14.0,2.70,9.78,8.30
2023-03-23 04:28:00,14.3,2.78,9.66,8.22
2023-03-23 04:30:00,14.1,2.68,9.64,8.20
2023-03-23 04:32:00,14.2,2.80,9.60,8.18
2023-03-23 04:34:00,14.0,2.66,9.64,8.20
2023-03-23 04:36:00,16.8,3.68,11.3,9.74
2023-03-23 04:38:00,14.2,2.60,9.66,8.22
2023-03-23 04:40:00,14.0,2.64,9.60,8.18
2023-03-23 04:42:00,14.2,2.86,9.64,8.20
2023-03-23 04:44:00,14,2.70,9.66,8.20
2023-03-23 04:46:00,24.9,11.5,16.0,13
2023-03-23 04:48:00,14.2,2.72,9.66,8.22
2023-03-23 04:50:00,13.9,2.72,9.56,8.16
2023-03-23 04:52:00,14.2,2.84,9.64,8.20
2023-03-23 04:54:00,14.1,2.72,9.64,8.20
2023-03-23 04:56:00,32.0,21.0,20.8,15.4
2023-03-23 04:58:00,14.2,2.74,9.66,8.22
2023-03-23 05:00:00,14.0,2.68,9.56,8.16
2023-03-23 05:02:00,14.2,2.82,9.64,8.20
2023-03-23 05:04:00,14.1,2.72,9.60,8.18
2023-03-23 05:06:00,35.8,26.9,23.9,16.2
2023-03-23 05:08:00,14.3,2.74,9.66,8.22
2023-03-23 05:10:00,14.0,2.76,9.56,8.16
2023-03-23 05:12:00,14.2,2.88,9.64,8.20
2023-03-23 05:14:00,14.1,2.80,9.56,8.16
2023-03-23 05:16:00,32.4,25.6,22.2,14.5
2023-03-23 05:18:00,14.3,2.88,9.66,8.22
2023-03-23 05:20:00,14.0,2.76,9.68,8.22
2023-03-23 05:22:00,14.2,2.84,9.64,8.20
2023-03-23 05:24:00,14.2,2.94,9.60,8.18
2023-03-23 05:26:00,24.6,17.4,17.2,11.3
2023-03-23 05:28:00,14.2,2.76,9.62,8.20
2023-03-23 05:30:00,14.3,2.68,9.64,8.20
2023-03-23 05:32:00,14.1,2.80,9.64,8.20
2023-03-23 05:34:00,14.0,2.74,9.56,8.16
2023-03-23 05:36:00,17.6,8.26,12.6,8.98
2023-03-23 05:38:00,14.1,2.68,9.58,8.18
2023-03-23 05:40:00,14.1,2.68,9.64,8.20
2023-03-23 05:42:00,14.1,2.82,9.60,8.18
2023-03-23 05:44:00,14.1,2.68,9.64,8.20
2023-03-23 05:46:00,14.4,2.78,9.92,8.36
2023-03-23 05:48:00,14.1,2.70,9.58,8.18
2023-03-23 05:50:00,14.2,2.72,9.64,8.20
2023-03-23 05:52:00,14.2,2.84,9.56,8.16
2023-03-23 05:54:00,14.0,2.70,9.64,8.20
2023-03-23 05:56:00,14.3,2.74,9.92,8.36
2023-03-23 05:58:00,14.1,2.68,9.66,8.22
2023-03-23 06:00:00,14.2,2.78,9.64,8.20
2023-03-23 06:02:00,14.2,2.94,9.56,8.16
2023-03-23 06:04:00,14.1,2.70,9.64,8.20
2023-03-23 06:06:00,14.1,2.78,9.84,8.32
2023-03-23 06:08:00,14.2,2.76,9.66,8.22
2023-03-23 06:10:00,14.2,2.82,9.64,8.20
2023-03-23 06:12:00,14.2,2.76,9.60,8.18
2023-03-23 06:14:00,14.2,2.78,9.64,8.20
2023-03-23 06:16:00,14.2,2.88,9.84,8.32
2023-03-23 06:18:00,21.4,6.82,13.6,11.8
2023-03-23 06:20:00,14.0,2.76,9.56,8.16
2023-03-23 06:22:00,14.3,2.98,9.72,8.24
2023-03-23 06:24:00,14.2,2.74,9.64,8.20
2023-03-23 06:26:00,14.2,2.76,9.82,8.32
2023-03-23 06:28:00,28.5,16.3,18.3,14.1
2023-03-23 06:30:00,14.1,2.70,9.56,8.16
2023-03-23 06:32:00,14.1,2.74,9.64,8.20
2023-03-23 06:34:00,14,2.72,9.56,8.16
2023-03-23 06:36:00,14.2,2.74,9.90,8.34
2023-03-23 06:38:00,34.5,24.8,22.6,16.1
2023-03-23 06:40:00,14.1,2.76,9.60,8.18
2023-03-23 06:42:00,14.2,2.80,9.64,8.20
2023-03-23 06:44:00,14.1,2.82,9.56,8.16
2023-03-23 06:46:00,14.4,2.62,9.92,8.36
2023-03-23 06:48:00,35.7,26.9,23.5,16.0
2023-03-23 06:50:00,14.1,2.76,9.64,8.20
2023-03-23 06:52:00,14.2,2.72,9.64,8.20
2023-03-23 06:54:00,14.0,2.72,9.60,8.18
2023-03-23 06:56:00,14.3,2.82,9.90,8.34
2023-03-23 06:58:00,27.7,21.9,19.1,12.2
2023-03-23 07:00:00,14.2,2.72,9.64,8.20
2023-03-23 07:02:00,14.4,3.04,9.58,8.18
2023-03-23 07:04:00,14.1,2.70,9.64,8.20
2023-03-23 07:06:00,14.3,2.84,9.96,8.38
2023-03-23 07:08:00,20.6,12.4,14.5,9.92
2023-03-23 07:10:00,14.2,2.90,9.64,8.20
2023-03-23 07:12:00,14.2,2.78,9.56,8.16
2023-03-23 07:14:00,14.1,2.74,9.64,8.20
2023-03-23 07:16:00,14.3,2.80,9.88,8.34
2023-03-23 07:18:00,15.0,4.42,10.5,8.22
2023-03-23 07:20:00,14.1,2.70,9.64,8.20
2023-03-23 07:22:00,14.3,2.84,9.56,8.16
2023-03-23 07:24:00,14.0,2.72,9.72,8.24
2023-03-23 07:26:00,14.1,2.72,9.78,8.30
2023-03-23 07:28:00,14.3,2.82,9.70,8.24
2023-03-23 07:30:00,14.1,2.82,9.60,8.18
2023-03-23 07:32:00,14.4,2.86,9.64,8.20
2023-03-23 07:34:00,14.1,2.78,9.64,8.20
2023-03-23 07:36:00,14.2,2.74,9.84,8.32
2023-03-23 07:38:00,14.2,2.74,9.66,8.22
2023-03-23 07:40:00,14,2.76,9.56,8.16
2023-03-23 07:42:00,14.3,2.90,9.64,8.20
2023-03-23 07:44:00,14.0,2.72,9.64,8.20
2023-03-23 07:46:00,14.5,2.92,9.92,8.36
2023-03-23 07:48:00,14.1,2.72,9.66,8.22
2023-03-23 07:50:00,16.9,3.92,11.1,9.70
2023-03-23 07:52:00,14.2,2.88,9.64,8.20
2023-03-23 07:54:00,14.0,2.70,9.56,8.16
2023-03-23 07:56:00,14.3,2.90,9.90,8.36
2023-03-23 07:58:00,14.2,2.80,9.62,8.20
2023-03-23 08:00:00,25.0,11.9,16.0,13
2023-03-23 08:02:00,14.2,2.84,9.66,8.22
2023-03-23 08:04:00,14.0,2.80,9.56,8.16
2023-03-23 08:06:00,14.3,2.80,9.96,8.44
2023-03-23 08:08:00,14.1,2.70,9.58,8.18
