"Time","10250/TCP","3000/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8081/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP"
2023-03-23 05:26:00,3.58,,1.88,1.92,6.90,9.60,3.04,2.56,,2.12,62.0,5.24,,
2023-03-23 05:28:00,3.36,,1.68,,6.64,9.44,3.24,2.56,,1.88,,5.18,1.62,1.68
2023-03-23 05:30:00,3.32,,1.52,,6.74,9.32,3.02,2.56,,2.02,,5.22,1.72,1.70
2023-03-23 05:32:00,3.40,,1.52,,6.86,9.14,3.18,2.52,,2.08,,5.20,1.64,1.68
2023-03-23 05:34:00,3.36,,1.52,,6.84,9.26,3.26,2.58,,2.08,,5.22,1.60,1.70
2023-03-23 05:36:00,3.68,,1.88,1.94,7.02,9.08,3.26,2.54,,2.04,24.5,5.20,,
2023-03-23 05:38:00,3.22,,1.68,,6.84,8.90,3.22,2.56,,2.04,,5.22,1.56,1.68
2023-03-23 05:40:00,3.34,,1.52,,6.74,9.18,3.12,2.56,,2.10,,5.18,1.70,1.68
2023-03-23 05:42:00,3.42,,1.52,,6.84,9.34,3.24,2.60,,2.06,,5.18,1.68,1.68
2023-03-23 05:44:00,3.34,,1.52,,6.68,8.78,3.26,2.58,,2.08,,5.16,1.68,1.68
2023-03-23 05:46:00,3.58,,2.08,1.80,6.98,9,3.06,2.52,,1.98,,5.24,1.80,
2023-03-23 05:48:00,3.36,,1.68,,6.62,8.96,3,2.48,,2.10,,5.20,1.76,1.66
2023-03-23 05:50:00,3.36,,1.52,,6.66,8.96,3.02,2.60,,1.80,,5.14,1.62,1.66
2023-03-23 05:52:00,3.48,,1.52,,6.82,9,3.16,2.58,,2,,5.12,1.68,1.68
2023-03-23 05:54:00,3.28,,1.52,,6.96,8.80,3.10,2.52,,2,,5.20,1.68,1.68
2023-03-23 05:56:00,3.48,,1.88,1.78,7.04,8.80,3.18,2.54,,2.06,,5.16,,1.68
2023-03-23 05:58:00,3.36,,1.68,,6.78,8.58,2.90,2.60,,2.08,,5.22,1.72,1.68
2023-03-23 06:00:00,3.40,,1.52,,6.90,8.68,3.08,2.52,,2.02,,5.14,1.58,1.68
2023-03-23 06:02:00,3.54,,1.52,,6.78,8.78,2.92,2.56,,2.04,,5.20,1.68,1.74
2023-03-23 06:04:00,3.24,,1.52,,6.64,9.08,3,2.50,,2.02,,5.20,1.58,1.66
2023-03-23 06:06:00,3.56,,1.88,,6.98,8.82,3.04,2.52,,1.84,,5.16,1.66,1.70
2023-03-23 06:08:00,3.40,,1.68,,6.70,9.18,3.08,2.48,,1.98,,5.20,1.66,1.68
2023-03-23 06:10:00,3.46,,1.52,,6.86,9.12,3.24,2.50,,1.98,,5.18,1.66,1.68
2023-03-23 06:12:00,3.42,,1.60,,6.84,9.14,3.28,2.58,,2.10,,5.22,1.72,1.68
2023-03-23 06:14:00,3.38,,1.52,,6.76,9.18,3.12,2.56,,2.10,,5.18,1.70,1.68
2023-03-23 06:16:00,3.64,,1.88,,7.32,8.76,3.16,2.58,,2,,5.18,1.58,1.68
2023-03-23 06:18:00,3.42,,1.68,,7.02,16.0,3.12,2.56,,2.06,15.4,5.22,,1.68
2023-03-23 06:20:00,3.46,,1.52,,6.68,9.12,3.16,2.58,,2.08,,5.10,1.70,1.68
2023-03-23 06:22:00,3.54,,1.52,,6.70,9.18,3.16,2.60,,2.04,,5.14,1.68,1.68
2023-03-23 06:24:00,3.36,,1.52,,6.80,8.48,3.20,2.56,,2,,5.16,1.62,1.68
2023-03-23 06:26:00,3.60,,1.88,1.90,6.94,8.86,3.18,2.50,,2.04,,5.22,1.70,
2023-03-23 06:28:00,3.30,,1.68,,6.58,16.1,2.92,2.60,,2.04,53.5,5.22,,1.78
2023-03-23 06:30:00,3.38,,1.52,,6.64,9.12,3.06,2.62,,2.06,,5.18,1.58,1.68
2023-03-23 06:32:00,3.42,,1.52,,6.74,8.62,3.06,2.64,,1.82,,5.16,1.62,1.68
2023-03-23 06:34:00,3.38,,1.52,,6.64,8.70,3.14,2.54,,2,,5.14,1.56,1.68
2023-03-23 06:36:00,3.52,,1.88,1.90,7.20,8.56,3.12,2.54,,1.98,,5.12,,1.68
2023-03-23 06:38:00,3.26,,,,6.88,16.3,3.18,2.56,,2,88.8,5.20,1.76,1.68
2023-03-23 06:40:00,3.34,,1.52,,6.70,9.32,3.06,2.56,,2.10,,5.20,1.74,1.68
2023-03-23 06:42:00,3.38,,1.52,,6.82,8.98,3.04,2.56,,1.98,,5.18,1.72,1.68
2023-03-23 06:44:00,3.36,,1.52,,6.86,9.06,3.22,2.52,,2.02,,5.22,1.72,1.68
2023-03-23 06:46:00,3.44,,2.08,1.82,6.78,9.02,3.06,2.56,,2,,5.22,1.76,
2023-03-23 06:48:00,3.46,,1.68,,6.70,16.3,3.36,2.56,,2.08,99.2,5.24,1.76,
2023-03-23 06:50:00,3.48,,1.52,,6.68,9.22,3.34,2.54,,2.06,,5.20,1.66,1.70
2023-03-23 06:52:00,3.42,,1.52,,6.76,8.98,3.18,2.50,,2.06,,5.20,1.66,1.68
2023-03-23 06:54:00,3.40,,1.52,,6.94,9.32,3.24,2.56,,2.06,,5.18,1.68,1.68
2023-03-23 06:56:00,3.54,,1.88,1.88,7.02,8.80,3.20,2.56,,2.04,,5.22,,1.68
2023-03-23 06:58:00,3.50,,1.68,,6.82,9.20,3.38,2.60,,2.06,80.1,5.20,,1.66
2023-03-23 07:00:00,3.50,,1.52,,6.82,8.78,3.26,2.52,,2.08,,5.14,1.74,1.68
2023-03-23 07:02:00,3.62,,1.52,,6.76,8.92,3.06,2.56,,2.16,,5.20,1.72,1.80
2023-03-23 07:04:00,3.38,,1.52,,6.58,9,3.18,2.56,,2.10,,5.20,1.74,1.68
2023-03-23 07:06:00,3.50,,1.88,1.90,7.18,9.02,3.20,2.50,,2.04,,5.16,1.72,
2023-03-23 07:08:00,3.34,,1.68,,6.72,9.28,3.18,2.52,,2.02,42.1,5.24,,1.68
2023-03-23 07:10:00,3.38,,1.52,,6.74,9.42,3.16,2.48,,2.06,,5.20,1.70,1.68
2023-03-23 07:12:00,3.36,,1.60,,6.92,9.16,3.20,2.60,,2.02,,5.20,1.70,1.68
2023-03-23 07:14:00,3.34,,1.52,,6.82,9.22,3.22,2.46,,1.82,,5.16,1.76,1.68
2023-03-23 07:16:00,3.40,,1.88,,7.14,9.10,3.08,2.54,,1.98,,5.20,1.64,1.66
2023-03-23 07:18:00,3.46,,1.68,,6.84,9.06,3.22,2.56,,1.82,8.16,5.22,,1.68
2023-03-23 07:20:00,3.22,,1.52,,6.94,9.22,2.88,2.56,,2.12,,5.18,1.72,1.68
2023-03-23 07:22:00,3.28,,1.52,,6.72,8.88,3.22,2.44,,1.98,,5.16,1.70,1.66
2023-03-23 07:24:00,3.42,,1.52,,6.70,8.98,3.20,2.62,,2.10,,5.22,1.52,1.68
2023-03-23 07:26:00,3.60,,1.88,,6.76,9.20,3.30,2.54,,2.08,,5.18,1.74,1.70
2023-03-23 07:28:00,3.44,,1.68,,6.68,9.16,3.16,2.56,,2.16,,5.22,1.74,1.78
2023-03-23 07:30:00,3.52,,1.52,,6.74,8.82,3.26,2.52,,2.12,,5.24,1.70,1.68
2023-03-23 07:32:00,3.52,,,,6.66,9.02,3.22,2.52,1.52,2.04,,5.18,1.68,1.68
2023-03-23 07:34:00,3.44,,1.52,,6.72,8.80,3.20,2.50,,2.08,,5.16,1.60,1.68
2023-03-23 07:36:00,3.62,,1.88,,7.10,8.88,3.22,2.54,,2.10,,5.16,1.68,1.68
2023-03-23 07:38:00,3.28,,1.68,,6.84,8.88,3.26,2.56,,2.04,,5.22,1.66,1.66
2023-03-23 07:40:00,3.46,,1.52,,6.72,8.86,3.18,2.56,,1.98,,5.16,1.58,1.68
2023-03-23 07:42:00,3.62,,1.52,,6.84,8.66,3.16,2.54,,2.10,,5.24,1.54,1.68
2023-03-23 07:44:00,3.32,,1.52,,6.82,9.24,3.28,2.52,,1.92,,5.16,1.66,1.68
2023-03-23 07:46:00,3.68,,2.08,1.80,7.12,8.76,3.32,2.54,,2.04,,5.22,1.72,
2023-03-23 07:48:00,3.46,,1.68,,6.88,8.90,3.16,2.48,,2.04,,5.16,1.50,1.70
2023-03-23 07:50:00,3.34,,,,6.66,12.5,3.14,2.52,,2.04,3.86,5.12,1.78,1.68
2023-03-23 07:52:00,3.48,,1.52,,6.78,9.08,3.16,2.56,,1.96,,5.22,1.72,1.68
2023-03-23 07:54:00,3.34,,1.52,,6.80,8.50,3.10,2.50,,2.16,,5.20,1.62,1.66
2023-03-23 07:56:00,3.64,,1.88,1.82,6.98,8.76,2.90,2.54,,1.98,,5.16,,1.66
2023-03-23 07:58:00,3.24,,1.68,,6.74,8.90,2.96,2.52,,2.04,,5.08,1.64,1.68
2023-03-23 08:00:00,3.12,,,,6.78,15.8,3.14,2.60,,1.92,35.4,5.14,1.72,1.68
2023-03-23 08:02:00,3.44,,1.52,,6.82,9.20,3.16,2.54,,2,,5.12,1.64,1.80
2023-03-23 08:04:00,3.44,,1.52,,6.64,9.58,3.12,2.58,,2.12,,5.22,1.68,1.68
2023-03-23 08:06:00,3.44,,2.50,2.38,7.06,9.42,3.16,2.52,,2.02,,5.22,1.72,
2023-03-23 08:08:00,3.42,,1.80,,6.72,9.38,3.22,2.56,,2.14,,5.22,1.70,1.68
2023-03-23 08:10:00,3.26,,,,7.10,16.4,3.28,2.58,,2.10,74.0,5.20,1.64,1.76
2023-03-23 08:12:00,3.38,,1.60,,6.90,9.14,3.26,2.56,,2.12,,5.24,1.70,1.90
2023-03-23 08:14:00,3.42,,1.52,,6.76,9.16,3.32,2.62,,2.12,,5.20,1.74,1.72
2023-03-23 08:16:00,3.50,,1.88,1.88,7.12,9.10,3.16,2.52,,2.02,,5.20,,1.74
2023-03-23 08:18:00,3.40,,1.68,,6.68,9.34,3.30,2.58,,2.08,,5.22,1.70,1.74
2023-03-23 08:20:00,3.34,,,,6.64,16.1,3.36,2.52,,1.92,98.5,5.22,1.74,1.82
2023-03-23 08:22:00,3.48,,1.52,,6.82,9.18,3.20,2.58,,2.12,,5.24,1.70,1.84
2023-03-23 08:24:00,3.42,,1.52,,6.68,9.20,3.02,2.50,,2.04,,5.22,1.72,1.80
2023-03-23 08:26:00,3.72,,1.88,1.72,6.98,9.32,3.22,2.62,,2.08,,5.20,,1.78
2023-03-23 08:28:00,3.32,,1.68,,6.94,9.30,3.18,2.48,,2.10,,5.22,1.82,1.78
2023-03-23 08:30:00,3.28,,,,6.84,11.2,3.36,2.64,,2.06,93.8,5.22,1.74,1.78
2023-03-23 08:32:00,3.32,,1.52,,7,9.28,3.26,2.56,,2.08,,5.22,1.74,1.78
2023-03-23 08:34:00,3.36,,1.52,,6.74,8.86,2.98,2.46,,2.08,,5.20,1.74,1.78
2023-03-23 08:36:00,3.54,,1.88,,6.86,9.24,3.04,2.52,,2.02,,5.16,1.72,1.78
2023-03-23 08:38:00,3.28,,1.68,,6.58,8.92,3,2.44,,2.12,,5.22,1.72,1.76
2023-03-23 08:40:00,3.22,,,,6.48,8.64,3.30,2.48,,2,61.1,5.22,1.74,1.78
2023-03-23 08:42:00,3.38,,1.52,,6.66,9.34,3.24,2.58,,2.04,,5.18,1.68,1.78
2023-03-23 08:44:00,3.44,,1.52,,6.54,9.06,3.34,2.52,,2.02,,5.20,1.70,1.78
2023-03-23 08:46:00,3.64,,2.08,,6.96,9.06,3.20,2.58,,1.98,,5.16,1.62,1.78
2023-03-23 08:48:00,3.40,,1.68,,6.72,8.62,3.16,2.62,,2,,5.16,1.70,1.78
2023-03-23 08:50:00,3.40,,,,6.68,9.20,3.32,2.56,,2.08,22.6,5.20,1.76,1.76
2023-03-23 08:52:00,3.52,,1.52,,6.96,9.12,3.04,2.58,,1.96,,5.14,1.56,1.76
2023-03-23 08:54:00,3.42,,1.52,,6.96,8.70,3.22,2.52,,2.10,,5.16,1.64,1.78
2023-03-23 08:56:00,3.40,,1.88,1.84,7.18,8.88,3.08,2.54,,2.10,,5.22,,1.78
2023-03-23 08:58:00,3.46,,1.68,,6.84,8.64,3.08,2.60,,2,,5.22,1.70,1.80
2023-03-23 09:00:00,3.38,,1.52,,6.68,8.80,3.12,2.56,,1.90,,5.16,1.72,1.78
2023-03-23 09:02:00,3.50,,1.52,,6.98,9.24,3.18,2.54,,1.98,,5.18,1.76,1.78
2023-03-23 09:04:00,3.42,,1.52,,6.66,9.20,3.18,2.58,,2.04,,5.22,1.64,1.78
2023-03-23 09:06:00,3.56,,1.88,1.88,6.88,9.30,3.28,2.56,,1.86,,5.22,,1.78
2023-03-23 09:08:00,3.22,,1.68,,6.72,9.02,3.16,2.48,,2.02,,5.22,1.68,1.76
2023-03-23 09:10:00,3.32,1.52,,,6.84,8.94,3.22,2.56,,2.10,,5.16,1.66,1.78
2023-03-23 09:12:00,3.30,,1.60,,6.96,9.26,3.10,2.50,,1.94,,5.14,1.52,1.78
2023-03-23 09:14:00,3.46,,1.52,,6.76,8.72,3.14,2.52,,1.96,,5.18,1.74,1.78
2023-03-23 09:16:00,3.60,,1.88,1.84,7.06,9.32,3.06,2.54,,2.06,,5.22,,1.78
2023-03-23 09:18:00,3.18,,1.68,,6.84,9.08,3.12,2.56,,1.92,,5.22,1.64,1.78
2023-03-23 09:20:00,3.34,,1.52,,6.86,8.76,3.20,2.52,,2.12,,5.16,1.70,1.78
2023-03-23 09:22:00,3.40,,1.52,,6.90,9.14,3.24,2.56,,2.10,,5.22,1.70,1.78
2023-03-23 09:24:00,3.42,,1.52,,6.68,8.92,3.22,2.50,,2.08,,5.18,1.64,1.76
2023-03-23 09:26:00,3.60,,1.88,1.88,7.06,9.12,3.14,2.60,,2.16,,5.06,,1.78
2023-03-23 09:28:00,3.38,,1.68,,6.92,8.58,3.22,2.50,,2.10,,5.20,1.70,1.76
2023-03-23 09:30:00,3.22,,1.52,,6.80,9.38,3.20,2.52,,2,,5.22,1.76,1.80
2023-03-23 09:32:00,3.38,,,,6.92,16.2,3.20,2.56,,2.06,17.9,5.16,1.72,1.90
2023-03-23 09:34:00,3.46,,1.52,,6.74,9.22,3.10,2.54,,2.12,,5.22,1.70,1.78
2023-03-23 09:36:00,3.52,,1.88,1.88,7.02,9,3.18,2.58,,2.14,,5.24,,1.78
2023-03-23 09:38:00,3.52,,1.68,,6.76,9.16,3.10,2.60,,2.08,,5.22,1.68,1.76
2023-03-23 09:40:00,3.22,,1.52,,6.78,9.12,3.20,2.52,,1.92,,5.22,1.74,1.78
2023-03-23 09:42:00,3.42,,,,6.80,16.1,3.18,2.54,,2,56.7,5.18,1.70,1.78
2023-03-23 09:44:00,3.22,1.52,,,6.80,8.70,3.22,2.68,,1.96,,5.22,1.66,1.90
2023-03-23 09:46:00,3.42,,2.08,,6.90,8.44,3.18,2.56,,1.96,,5.18,1.68,1.78
2023-03-23 09:48:00,3.34,,1.68,,6.68,9,2.94,2.56,,2.06,,5.20,1.64,1.78
2023-03-23 09:50:00,3.32,,1.52,,6.96,9.16,2.96,2.60,,1.94,,5.18,1.72,1.78
2023-03-23 09:52:00,3.30,,,,6.84,16.1,3.28,2.52,,2.06,90.0,5.22,1.66,1.78
2023-03-23 09:54:00,3.24,,1.52,,6.86,9.16,3.08,2.60,,2,,5.20,1.76,1.78
2023-03-23 09:56:00,3.50,,1.88,,7,8.88,3.16,2.52,,2.08,,5.22,1.74,1.78
2023-03-23 09:58:00,3.44,,1.68,,6.78,9.40,3.30,2.54,,2.08,,5.22,1.68,1.76
2023-03-23 10:00:00,3.34,,1.52,,6.98,9.14,3.14,2.56,,2.08,,5.20,1.66,1.78
2023-03-23 10:02:00,3.48,,,,6.90,16.2,3.28,2.58,,2.04,99.3,5.22,1.54,1.86
2023-03-23 10:04:00,3.38,,1.52,,6.76,8.96,3.24,2.60,,2.08,,5.16,1.72,1.76
2023-03-23 10:06:00,3.54,,1.88,,6.94,9.38,3.16,2.56,,2.12,,5.24,1.74,1.78
2023-03-23 10:08:00,3.32,,1.68,,6.76,9.10,3.20,2.54,,2.02,,5.20,1.64,1.78
2023-03-23 10:10:00,3.20,,1.52,,6.96,9.30,3.04,2.56,,2.08,,5.18,1.64,1.78
2023-03-23 10:12:00,3.26,,,,6.92,9.22,3.24,2.50,,1.98,78.6,5.22,1.70,1.78
2023-03-23 10:14:00,3.24,,1.52,,6.78,8.92,3.20,2.54,,2.06,,5.22,1.70,1.74
2023-03-23 10:16:00,3.54,,1.88,1.86,7.16,9.16,3.20,2.54,,1.98,,5.22,,1.76
2023-03-23 10:18:00,3.38,,1.68,,6.80,9.06,3.22,2.54,,2.08,,5.20,1.70,1.78
2023-03-23 10:20:00,3.38,,1.52,,6.80,9.16,3.06,2.50,,2.18,,5.22,1.60,1.76
2023-03-23 10:22:00,3.44,,,,6.80,9.26,3.30,2.56,,2.14,38.8,5.20,1.70,1.76
2023-03-23 10:24:00,3.30,,1.52,,7,9,3.14,2.56,,1.98,,5.14,1.74,1.78
2023-03-23 10:26:00,3.58,,1.88,1.86,7.12,8.88,3.04,2.60,,1.92,,5.20,,1.80
2023-03-23 10:28:00,3.44,,1.68,,6.82,8.90,3.14,2.56,,2.08,,5.18,1.66,1.78
2023-03-23 10:30:00,3.12,,1.52,,6.82,9.08,3.12,2.52,,2.04,,5.20,1.72,1.78
2023-03-23 10:32:00,3.32,,,,6.82,8.60,3.06,2.58,,2.16,4.72,5.16,1.78,1.78
2023-03-23 10:34:00,3.30,1.52,,,6.66,8.90,3.18,2.56,,2.08,,5.20,1.60,1.78
2023-03-23 10:36:00,3.58,,1.88,1.88,6.98,9.02,3.14,2.56,,2.08,,5.18,,1.76
2023-03-23 10:38:00,3.44,,1.68,,6.60,9,3.16,2.62,,2.04,,5.18,1.70,1.78
2023-03-23 10:40:00,3.20,,1.52,,6.84,8.78,3.24,2.48,,2.06,,5.20,1.70,1.76
2023-03-23 10:42:00,3.46,,1.52,,7.10,8.86,3.20,2.60,,2.12,,5.22,1.52,1.76
2023-03-23 10:44:00,3.38,,1.52,,6.46,9.08,3.26,2.54,,2.14,,5.24,1.68,1.76
2023-03-23 10:46:00,3.52,,2.08,1.86,6.66,8.80,3,2.56,,2.16,,5.20,,1.78
2023-03-23 10:48:00,3.36,,1.68,,6.62,8.54,3.24,2.58,,2.10,,5.14,1.66,1.78
2023-03-23 10:50:00,3.42,,1.52,,6.70,8.82,3.08,2.48,,2.06,,5.16,1.64,1.80
2023-03-23 10:52:00,3.44,,1.52,,6.80,8.82,3.24,2.52,,2.12,,5.18,1.66,1.78
2023-03-23 10:54:00,3.28,,1.52,,6.82,9.04,3.22,2.60,,2.04,,5.20,1.72,1.78
2023-03-23 10:56:00,3.60,,1.88,1.86,7.08,9.24,3.22,2.50,,2.10,,5.24,,1.78
2023-03-23 10:58:00,3.34,,1.68,,6.62,9.42,3.24,2.54,,2.02,,5.24,1.78,1.78
2023-03-23 11:00:00,3.38,,,,6.90,9.44,3.08,2.50,1.54,2.02,,5.22,1.78,1.78
2023-03-23 11:02:00,3.48,,1.52,,6.84,9.38,3.22,2.54,,2.08,,5.22,1.76,1.92
2023-03-23 11:04:00,3.38,,,,6.86,16.4,3.32,2.52,,2.08,16.9,5.22,1.68,1.90
