"Time","10250/TCP","2801/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP","9808/TCP"
2023-03-04 11:00:00,3.30,3.52,,,6.56,8.74,3.40,2.46,2.36,,5.22,1.82,,2.42
2023-03-04 11:02:00,3.18,3.50,,,6.26,8.68,3.32,2.56,2.40,,5.22,1.74,,2.40
2023-03-04 11:04:00,3.40,3.72,,2.06,6.76,9.06,3.30,2.60,2.44,,5.22,,,2.44
2023-03-04 11:06:00,3.34,3.62,,,6.80,8.96,3.38,2.52,2.40,,5.22,1.84,,2.40
2023-03-04 11:08:00,3.38,3.64,,,6.70,9,3.38,2.52,2.40,,5.24,1.84,,2.46
2023-03-04 11:10:00,3.32,3.54,,,6.72,9.16,3.30,2.60,2.44,,5.24,1.82,,2.44
2023-03-04 11:12:00,3.40,3.64,,,7.02,11.4,3.26,2.66,2.32,,5.24,1.84,,2.48
2023-03-04 11:14:00,3.36,3.62,,,6.74,9.16,3.34,2.62,2.38,,5.22,1.80,,2.42
2023-03-04 11:16:00,3.26,3.58,,,6.38,9,3.32,2.58,2.32,,5.24,1.84,,2.46
2023-03-04 11:18:00,3.40,3.54,,,6.86,8.92,3.22,2.54,2.24,,5.24,1.80,,2.46
2023-03-04 11:20:00,3.38,3.64,,,6.64,9.06,3.20,2.44,2.38,,5.24,1.80,,2.40
2023-03-04 11:22:00,3.24,3.66,,,6.50,14.8,3.42,2.52,2.46,16.6,5.20,,,2.44
2023-03-04 11:24:00,3.28,3.74,,,6.56,9.08,3.34,2.54,2.38,,5.18,1.90,,2.42
2023-03-04 11:26:00,3.16,3.70,,,6.48,8.98,3.14,2.56,2.40,,5.24,1.86,,2.36
2023-03-04 11:28:00,3.52,3.48,,,6.72,8.80,3.36,2.58,2.32,,5.22,1.82,,2.42
2023-03-04 11:30:00,3.34,3.48,,,6.74,8.80,3.18,2.52,2.40,,5.22,1.72,,2.42
2023-03-04 11:32:00,3.24,3.58,,,6.32,14.9,3.36,2.54,2.40,41.2,5.24,,,2.42
2023-03-04 11:34:00,3.44,3.46,,,6.38,8.86,3.34,2.60,2.36,,5.22,1.86,,2.40
2023-03-04 11:36:00,3.24,3.60,,,6.48,8.84,3.26,2.54,2.44,,5.20,1.74,,2.40
2023-03-04 11:38:00,3.20,3.66,,,6.56,8.88,3.30,2.56,2.38,,5.18,1.78,,2.38
2023-03-04 11:40:00,3.10,3.62,,,6.58,8.78,3.38,2.54,2.44,,5.26,1.82,,2.42
2023-03-04 11:42:00,3.24,3.52,,,6.34,14.7,3.36,2.50,2.42,70.3,5.22,,,2.38
2023-03-04 11:44:00,3.40,3.62,,,6.40,8.60,3.32,2.50,2.50,,5.18,1.88,,2.36
2023-03-04 11:46:00,3.36,3.50,,,6.62,8.78,3.36,2.52,2.34,,5.22,1.88,,2.40
2023-03-04 11:48:00,3.52,3.66,,,6.78,9.18,3.34,2.52,2.42,,5.24,1.82,,2.40
2023-03-04 11:50:00,3.28,3.78,,,6.70,9.18,3.38,2.54,2.38,,5.24,1.84,,2.40
2023-03-04 11:52:00,3.34,3.64,,,6.34,14.8,3.32,2.50,2.38,95.0,5.22,,,2.44
2023-03-04 11:54:00,3.34,3.60,,,6.68,8.76,3.30,2.56,2.46,,5.22,1.86,,2.44
2023-03-04 11:56:00,3.34,3.58,,,6.44,9.14,3.36,2.58,2.44,,5.26,1.82,,2.42
2023-03-04 11:58:00,3.42,3.52,,,6.82,8.88,3.30,2.54,2.36,,5.22,1.82,,2.40
