"Time","Drop","PolicyVerdict","Trace"
2023-03-04 11:00:00,0,1.30,101
2023-03-04 11:02:00,0,1.10,99.1
2023-03-04 11:04:00,0,1.30,108
2023-03-04 11:06:00,0.0600,1.10,101
2023-03-04 11:08:00,0.0200,1.14,104
2023-03-04 11:10:00,0.100,1.30,105
2023-03-04 11:12:00,0.120,1.14,108
2023-03-04 11:14:00,0,1.30,105
2023-03-04 11:16:00,0,1.30,102
2023-03-04 11:18:00,0,1.14,103
2023-03-04 11:20:00,0,1.30,104
2023-03-04 11:22:00,0,1.30,135
2023-03-04 11:24:00,0,1.10,105
2023-03-04 11:26:00,0,1.30,101
2023-03-04 11:28:00,0.0200,1.34,105
2023-03-04 11:30:00,0.160,1.10,103
2023-03-04 11:32:00,0.0800,1.30,163
2023-03-04 11:34:00,0.0800,1.28,104
2023-03-04 11:36:00,0.0200,1.10,100
2023-03-04 11:38:00,0,1.34,103
2023-03-04 11:40:00,0,1.30,104
2023-03-04 11:42:00,0,1.12,197
2023-03-04 11:44:00,0,1.30,103
2023-03-04 11:46:00,0,1.30,101
2023-03-04 11:48:00,0,1.14,104
2023-03-04 11:50:00,0,1.32,105
2023-03-04 11:52:00,0,1.30,226
2023-03-04 11:54:00,0,1.10,104
2023-03-04 11:56:00,0.0200,1.30,103
2023-03-04 11:58:00,0.0400,1.14,104
2023-03-04 12:00:00,0.0400,1.10,102
2023-03-04 12:02:00,0,1.30,233
2023-03-04 12:04:00,0,1.10,105
2023-03-04 12:06:00,0,1.30,101
2023-03-04 12:08:00,0,1.34,105
2023-03-04 12:10:00,0,1.26,102
2023-03-04 12:12:00,0,1.30,216
2023-03-04 12:14:00,0,1.34,104
2023-03-04 12:16:00,0.120,1.10,101
2023-03-04 12:18:00,0.140,1.34,103
2023-03-04 12:20:00,0.160,1.30,102
2023-03-04 12:22:00,0.120,1.10,176
2023-03-04 12:24:00,0.0600,1.30,104
2023-03-04 12:26:00,0,1.30,102
2023-03-04 12:28:00,0,1.14,106
2023-03-04 12:30:00,0,1.30,101
2023-03-04 12:32:00,0,1.30,150
2023-03-04 12:34:00,0,1.10,102
2023-03-04 12:36:00,0,1.30,101
2023-03-04 12:38:00,0,1.34,104
2023-03-04 12:40:00,0.0400,1.10,101
2023-03-04 12:42:00,0.0200,1.30,130
2023-03-04 12:44:00,0,1.30,105
2023-03-04 12:46:00,0.0400,1.10,102
2023-03-04 12:48:00,0,1.34,105
2023-03-04 12:50:00,0,1.30,103
2023-03-04 12:52:00,0,1.10,107
2023-03-04 12:54:00,0,1.30,106
2023-03-04 12:56:00,0,1.10,101
2023-03-04 12:58:00,0,1.14,103
2023-03-04 13:00:00,0,1.30,104
2023-03-04 13:02:00,0,1.10,102
2023-03-04 13:04:00,0.120,1.30,106
2023-03-04 13:06:00,0,1.30,101
2023-03-04 13:08:00,0.0200,1.14,103
2023-03-04 13:10:00,0.0600,1.30,102
2023-03-04 13:12:00,0,1.30,106
2023-03-04 13:14:00,0,1.10,102
2023-03-04 13:16:00,0,1.30,102
2023-03-04 13:18:00,0,1.34,103
2023-03-04 13:20:00,0,1.10,101
2023-03-04 13:22:00,0,1.30,101
2023-03-04 13:24:00,0,1.30,104
2023-03-04 13:26:00,0.100,1.10,99.5
2023-03-04 13:28:00,0.160,1.34,102
2023-03-04 13:30:00,0.0800,1.30,101
2023-03-04 13:32:00,0.0600,1.10,101
2023-03-04 13:34:00,0.0600,1.30,104
2023-03-04 13:36:00,0,1.30,99.4
2023-03-04 13:38:00,0,1.14,103
2023-03-04 13:40:00,0,1.30,102
2023-03-04 13:42:00,0,1.30,99.0
2023-03-04 13:44:00,0,1.10,124
2023-03-04 13:46:00,0,1.30,99.5
2023-03-04 13:48:00,0,1.14,105
2023-03-04 13:50:00,0,1.14,102
2023-03-04 13:52:00,0,1.30,99.1
2023-03-04 13:54:00,0,1.10,148
2023-03-04 13:56:00,0.0200,1.10,97.8
2023-03-04 13:58:00,0.0600,1.34,103
2023-03-04 14:00:00,0,1.10,100
2023-03-04 14:02:00,0,1.10,98.6
2023-03-04 14:04:00,0,1.30,179
2023-03-04 14:06:00,0,1.10,100
2023-03-04 14:08:00,0,1.16,104
2023-03-04 14:10:00,0,1.30,104
2023-03-04 14:12:00,0,1.10,104
2023-03-04 14:14:00,0.0600,1.30,205
2023-03-04 14:16:00,0.0600,1.30,101
2023-03-04 14:18:00,0.140,1.14,104
2023-03-04 14:20:00,0.0600,1.30,103
2023-03-04 14:22:00,0.120,1.30,102
2023-03-04 14:24:00,0,1.10,230
2023-03-04 14:26:00,0,1.30,101
2023-03-04 14:28:00,0,1.34,104
2023-03-04 14:30:00,0,1.10,102
2023-03-04 14:32:00,0,1.30,100
2023-03-04 14:34:00,0,1.30,233
2023-03-04 14:36:00,0,1.10,101
2023-03-04 14:38:00,0.0800,1.38,102
2023-03-04 14:40:00,0.0400,1.30,101
2023-03-04 14:42:00,0.0400,1.10,99.0
2023-03-04 14:44:00,0.0400,1.30,217
2023-03-04 14:46:00,0.0200,1.30,99.4
2023-03-04 14:48:00,0,1.14,101
2023-03-04 14:50:00,0,1.30,101
2023-03-04 14:52:00,0,1.30,101
2023-03-04 14:54:00,0,1.10,192
2023-03-04 14:56:00,0,1.30,100
2023-03-04 14:58:00,0,1.34,101
2023-03-04 15:00:00,0,1.10,99.1
2023-03-04 15:02:00,0,1.30,98.2
2023-03-04 15:04:00,0.0400,1.28,167
2023-03-04 15:06:00,0.0400,1.10,98.0
2023-03-04 15:08:00,0.0400,1.34,103
2023-03-04 15:10:00,0.0200,1.30,99.5
2023-03-04 15:12:00,0,1.18,101
