"Time","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","kubearmor-8v62p","kubearmor-8v7lc","kubearmor-annotation-manager-85857fc8d7-j2v79","kubearmor-host-policy-manager-7b9c9db44-vsgj9","kubearmor-policy-manager-8569dd9d6f-s8wgx","kubearmor-relay-64c6fff875-9cxdt","kubearmor-wcph8","local-path-provisioner-687d6d7765-dblqm","metrics-server-667586758d-9bmlb","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","traefik-64b96ccbcd-64qtj"
2023-03-23 05:16:00,311,149,368,369,3.50,1.31,0,150,315,4.20,0.917,3.81,80.5,376,0.0733,9.64,0,0,0,1.44
2023-03-23 05:18:00,311,149,368,369,3.50,1.31,0,150,315,4.20,0.917,3.81,80.5,376,0.0733,9.64,0,0,0,1.44
2023-03-23 05:20:00,300,197,422,421,3.90,1.33,0,198,294,4.26,0.920,3.70,80.2,418,0.0667,9.00,0,0,0,15.4
2023-03-23 05:22:00,300,197,422,421,3.90,1.33,0,198,294,4.26,0.920,3.70,80.2,418,0.0667,9.00,0,0,0,15.4
2023-03-23 05:24:00,300,197,422,421,3.90,1.33,0,198,294,4.26,0.920,3.70,80.2,418,0.0667,9.00,0,0,0,15.4
2023-03-23 05:26:00,293,151,369,370,3.60,1.33,0,155,301,4.39,0.847,3.72,79.0,372,0.0567,9.28,0,0,0,1.52
2023-03-23 05:28:00,293,151,369,370,3.60,1.33,0,155,301,4.39,0.847,3.72,79.0,372,0.0567,9.28,0,0,0,1.52
2023-03-23 05:30:00,300,199,414,421,3.85,1.33,0,193,293,4.22,0.900,3.83,81.9,422,0.0700,9.05,0,0,0.00333,15.3
2023-03-23 05:32:00,300,199,414,421,3.85,1.33,0,193,293,4.22,0.900,3.83,81.9,422,0.0700,9.05,0,0,0.00333,15.3
2023-03-23 05:34:00,300,199,414,421,3.85,1.33,0,193,293,4.22,0.900,3.83,81.9,422,0.0700,9.05,0,0,0.00333,15.3
2023-03-23 05:36:00,303,156,373,366,3.47,1.34,0,160,293,4.25,0.833,3.62,80.4,373,0.0767,9.20,0,0,0,1.50
2023-03-23 05:38:00,303,156,373,366,3.47,1.34,0,160,293,4.25,0.833,3.62,80.4,373,0.0767,9.20,0,0,0,1.50
2023-03-23 05:40:00,306,193,427,433,3.81,1.33,0,192,318,4.41,0.897,3.90,86.5,418,0.0700,9.19,0,0,0,15.4
2023-03-23 05:42:00,306,193,427,433,3.81,1.33,0,192,318,4.41,0.897,3.90,86.5,418,0.0700,9.19,0,0,0,15.4
2023-03-23 05:44:00,306,193,427,433,3.81,1.33,0,192,318,4.41,0.897,3.90,86.5,418,0.0700,9.19,0,0,0,15.4
2023-03-23 05:46:00,301,153,359,373,3.70,1.34,0,154,304,4.18,0.887,3.69,81.5,366,0.0767,9.34,0.00333,0,0,1.39
2023-03-23 05:48:00,301,153,359,373,3.70,1.34,0,154,304,4.18,0.887,3.69,81.5,366,0.0767,9.34,0.00333,0,0,1.39
2023-03-23 05:50:00,308,199,441,412,3.96,1.31,0,203,309,4.24,0.867,3.78,81.1,422,0.0767,9.20,0,0,0,15.4
2023-03-23 05:52:00,308,199,441,412,3.96,1.31,0,203,309,4.24,0.867,3.78,81.1,422,0.0767,9.20,0,0,0,15.4
2023-03-23 05:54:00,308,199,441,412,3.96,1.31,0,203,309,4.24,0.867,3.78,81.1,422,0.0767,9.20,0,0,0,15.4
2023-03-23 05:56:00,296,153,371,372,3.44,1.35,0,154,295,4.24,0.903,3.66,77.1,374,0.0600,9.16,0,0,0,1.52
2023-03-23 05:58:00,296,153,371,372,3.44,1.35,0,154,295,4.24,0.903,3.66,77.1,374,0.0600,9.16,0,0,0,1.52
2023-03-23 06:00:00,300,201,421,416,3.90,1.31,0,191,293,4.27,0.893,3.87,84.1,415,0.0600,9.25,0,0,0,15.5
2023-03-23 06:02:00,300,201,421,416,3.90,1.31,0,191,293,4.27,0.893,3.87,84.1,415,0.0600,9.25,0,0,0,15.5
2023-03-23 06:04:00,300,201,421,416,3.90,1.31,0,191,293,4.27,0.893,3.87,84.1,415,0.0600,9.25,0,0,0,15.5
2023-03-23 06:06:00,306,159,376,383,3.42,1.33,0.00333,163,308,4.28,0.873,3.79,78.6,388,0.0600,8.83,0,0.00333,0,1.41
2023-03-23 06:08:00,306,159,376,383,3.42,1.33,0.00333,163,308,4.28,0.873,3.79,78.6,388,0.0600,8.83,0,0.00333,0,1.41
2023-03-23 06:10:00,314,196,433,434,3.93,1.33,0,195,302,4.51,0.893,3.72,82.2,424,0.0733,9.23,0,0,0,15.4
2023-03-23 06:12:00,314,196,433,434,3.93,1.33,0,195,302,4.51,0.893,3.72,82.2,424,0.0733,9.23,0,0,0,15.4
2023-03-23 06:14:00,314,196,433,434,3.93,1.33,0,195,302,4.51,0.893,3.72,82.2,424,0.0733,9.23,0,0,0,15.4
2023-03-23 06:16:00,315,177,394,403,3.56,1.33,0,180,334,4.35,0.927,3.80,78.3,407,0.0567,9.55,0,0,0,1.41
2023-03-23 06:18:00,315,177,394,403,3.56,1.33,0,180,334,4.35,0.927,3.80,78.3,407,0.0567,9.55,0,0,0,1.41
2023-03-23 06:20:00,338,245,459,466,3.86,1.34,0,236,333,4.15,0.847,3.69,85.6,452,0.0667,9.16,0,0,0,15.4
2023-03-23 06:22:00,338,245,459,466,3.86,1.34,0,236,333,4.15,0.847,3.69,85.6,452,0.0667,9.16,0,0,0,15.4
2023-03-23 06:24:00,338,245,459,466,3.86,1.34,0,236,333,4.15,0.847,3.69,85.6,452,0.0667,9.16,0,0,0,15.4
2023-03-23 06:26:00,349,185,417,412,3.53,1.36,0,195,343,4.40,0.883,3.70,77.6,423,0.0700,9.17,0,0,0,1.55
2023-03-23 06:28:00,349,185,417,412,3.53,1.36,0,195,343,4.40,0.883,3.70,77.6,423,0.0700,9.17,0,0,0,1.55
2023-03-23 06:30:00,338,252,465,465,3.88,1.28,0,248,336,4.12,0.887,3.81,84.5,458,0.0600,8.95,0,0,0.00333,15.4
2023-03-23 06:32:00,338,252,465,465,3.88,1.28,0,248,336,4.12,0.887,3.81,84.5,458,0.0600,8.95,0,0,0.00333,15.4
2023-03-23 06:34:00,338,252,465,465,3.88,1.28,0,248,336,4.12,0.887,3.81,84.5,458,0.0600,8.95,0,0,0.00333,15.4
2023-03-23 06:36:00,332,181,408,389,3.48,1.33,0,181,341,4.32,0.893,3.70,79.4,411,0.0633,9.25,0,0,0,1.54
2023-03-23 06:38:00,332,181,408,389,3.48,1.33,0,181,341,4.32,0.893,3.70,79.4,411,0.0633,9.25,0,0,0,1.54
2023-03-23 06:40:00,309,192,401,423,3.90,1.38,0,192,300,4.38,0.913,3.68,82.4,411,0.0500,9.37,0,0,0,15.3
2023-03-23 06:42:00,309,192,401,423,3.90,1.38,0,192,300,4.38,0.913,3.68,82.4,411,0.0500,9.37,0,0,0,15.3
2023-03-23 06:44:00,309,192,401,423,3.90,1.38,0,192,300,4.38,0.913,3.68,82.4,411,0.0500,9.37,0,0,0,15.3
2023-03-23 06:46:00,300,147,380,374,3.68,1.26,0,156,297,4.29,0.833,3.92,76.7,373,0.0633,9.18,0,0,0,1.51
2023-03-23 06:48:00,300,147,380,374,3.68,1.26,0,156,297,4.29,0.833,3.92,76.7,373,0.0633,9.18,0,0,0,1.51
2023-03-23 06:50:00,304,218,423,429,3.87,1.39,0,209,300,4.32,0.933,3.59,81.5,424,0.0533,9.06,0.00333,0,0,15.2
2023-03-23 06:52:00,304,218,423,429,3.87,1.39,0,209,300,4.32,0.933,3.59,81.5,424,0.0533,9.06,0.00333,0,0,15.2
2023-03-23 06:54:00,304,218,423,429,3.87,1.39,0,209,300,4.32,0.933,3.59,81.5,424,0.0533,9.06,0.00333,0,0,15.2
2023-03-23 06:56:00,304,154,372,375,3.49,1.33,0,154,311,4.09,0.877,3.75,79.5,373,0.0733,8.96,0,0,0,1.54
2023-03-23 06:58:00,304,154,372,375,3.49,1.33,0,154,311,4.09,0.877,3.75,79.5,373,0.0733,8.96,0,0,0,1.54
2023-03-23 07:00:00,306,198,428,414,3.84,1.28,0,200,306,4.39,0.857,3.75,83.1,429,0.0633,8.98,0,0,0,15.3
2023-03-23 07:02:00,306,198,428,414,3.84,1.28,0,200,306,4.39,0.857,3.75,83.1,429,0.0633,8.98,0,0,0,15.3
2023-03-23 07:04:00,306,198,428,414,3.84,1.28,0,200,306,4.39,0.857,3.75,83.1,429,0.0633,8.98,0,0,0,15.3
2023-03-23 07:06:00,283,160,368,383,3.51,1.34,0.00333,159,296,4.38,0.867,3.80,79.5,356,0.0633,9.76,0,0.00333,0,1.49
2023-03-23 07:08:00,283,160,368,383,3.51,1.34,0.00333,159,296,4.38,0.867,3.80,79.5,356,0.0633,9.76,0,0.00333,0,1.49
2023-03-23 07:10:00,310,199,423,423,4.01,1.34,0,194,309,4.16,0.883,3.75,82.1,433,0.0633,9.15,0,0,0,15.3
2023-03-23 07:12:00,310,199,423,423,4.01,1.34,0,194,309,4.16,0.883,3.75,82.1,433,0.0633,9.15,0,0,0,15.3
2023-03-23 07:14:00,310,199,423,423,4.01,1.34,0,194,309,4.16,0.883,3.75,82.1,433,0.0633,9.15,0,0,0,15.3
2023-03-23 07:16:00,297,145,388,370,3.46,1.32,0,149,294,4.23,0.923,3.75,80.3,378,0.0600,8.74,0,0,0,1.47
2023-03-23 07:18:00,297,145,388,370,3.46,1.32,0,149,294,4.23,0.923,3.75,80.3,378,0.0600,8.74,0,0,0,1.47
2023-03-23 07:20:00,309,201,419,430,3.97,1.33,0,204,318,4.48,0.873,3.81,82.4,430,0.0667,9.18,0,0,0,15.3
2023-03-23 07:22:00,309,201,419,430,3.97,1.33,0,204,318,4.48,0.873,3.81,82.4,430,0.0667,9.18,0,0,0,15.3
2023-03-23 07:24:00,309,201,419,430,3.97,1.33,0,204,318,4.48,0.873,3.81,82.4,430,0.0667,9.18,0,0,0,15.3
2023-03-23 07:26:00,296,151,373,360,3.50,1.33,0,148,300,4.16,0.883,3.83,77.9,359,0.0633,9.73,0,0,0.00333,1.48
2023-03-23 07:28:00,296,151,373,360,3.50,1.33,0,148,300,4.16,0.883,3.83,77.9,359,0.0633,9.73,0,0,0.00333,1.48
2023-03-23 07:30:00,308,201,411,430,3.81,1.33,0,201,299,4.41,0.940,3.68,82.3,431,0.0567,8.92,0,0,0,15.5
2023-03-23 07:32:00,308,201,411,430,3.81,1.33,0,201,299,4.41,0.940,3.68,82.3,431,0.0567,8.92,0,0,0,15.5
2023-03-23 07:34:00,308,201,411,430,3.81,1.33,0,201,299,4.41,0.940,3.68,82.3,431,0.0567,8.92,0,0,0,15.5
2023-03-23 07:36:00,300,155,374,360,3.51,1.33,0,153,300,4.29,0.877,3.76,77.3,366,0.0767,9.02,0,0,0,1.50
2023-03-23 07:38:00,300,155,374,360,3.51,1.33,0,153,300,4.29,0.877,3.76,77.3,366,0.0767,9.02,0,0,0,1.50
2023-03-23 07:40:00,320,201,432,430,3.97,1.29,0,204,313,4.32,0.837,3.70,82.1,436,0.0667,9.44,0,0,0,15.3
2023-03-23 07:42:00,320,201,432,430,3.97,1.29,0,204,313,4.32,0.837,3.70,82.1,436,0.0667,9.44,0,0,0,15.3
2023-03-23 07:44:00,320,201,432,430,3.97,1.29,0,204,313,4.32,0.837,3.70,82.1,436,0.0667,9.44,0,0,0,15.3
2023-03-23 07:46:00,295,156,364,378,3.61,1.32,0,153,296,4.06,0.847,3.86,81.1,364,0.0633,9.27,0,0,0,1.48
2023-03-23 07:48:00,295,156,364,378,3.61,1.32,0,153,296,4.06,0.847,3.86,81.1,364,0.0633,9.27,0,0,0,1.48
2023-03-23 07:50:00,309,203,444,437,3.79,1.41,0,203,307,4.30,0.880,3.68,82.0,433,0.0600,9.07,0.00333,0,0,15.2
2023-03-23 07:52:00,309,203,444,437,3.79,1.41,0,203,307,4.30,0.880,3.68,82.0,433,0.0600,9.07,0.00333,0,0,15.2
2023-03-23 07:54:00,309,203,444,437,3.79,1.41,0,203,307,4.30,0.880,3.68,82.0,433,0.0600,9.07,0.00333,0,0,15.2
2023-03-23 07:56:00,300,152,374,363,3.44,1.28,0,152,308,4.52,0.900,3.81,78.0,364,0.0700,9.27,0,0,0,1.55
2023-03-23 07:58:00,300,152,374,363,3.44,1.28,0,152,308,4.52,0.900,3.81,78.0,364,0.0700,9.27,0,0,0,1.55
2023-03-23 08:00:00,319,210,442,442,4.00,1.30,0.00333,210,311,4.15,0.913,3.78,79.8,455,0.0733,9.25,0,0,0,15.3
2023-03-23 08:02:00,319,210,442,442,4.00,1.30,0.00333,210,311,4.15,0.913,3.78,79.8,455,0.0733,9.25,0,0,0,15.3
2023-03-23 08:04:00,319,210,442,442,4.00,1.30,0.00333,210,311,4.15,0.913,3.78,79.8,455,0.0733,9.25,0,0,0,15.3
2023-03-23 08:06:00,309,160,373,374,3.54,1.37,0,161,306,4.42,0.847,3.68,80.4,376,0.0600,9.12,0,0,0,1.55
2023-03-23 08:08:00,309,160,373,374,3.54,1.37,0,161,306,4.42,0.847,3.68,80.4,376,0.0600,9.12,0,0,0,1.55
2023-03-23 08:10:00,329,224,499,500,3.96,1.36,0,225,326,4.27,0.897,3.81,82.8,487,0.0633,9.83,0,0.00333,0,15.3
2023-03-23 08:12:00,329,224,499,500,3.96,1.36,0,225,326,4.27,0.897,3.81,82.8,487,0.0633,9.83,0,0.00333,0,15.3
2023-03-23 08:14:00,329,224,499,500,3.96,1.36,0,225,326,4.27,0.897,3.81,82.8,487,0.0633,9.83,0,0.00333,0,15.3
2023-03-23 08:16:00,323,163,400,401,3.59,1.31,0,166,338,4.47,0.870,3.76,76.9,415,0.0567,9.15,0,0,0,1.50
2023-03-23 08:18:00,323,163,400,401,3.59,1.31,0,166,338,4.47,0.870,3.76,76.9,415,0.0567,9.15,0,0,0,1.50
2023-03-23 08:20:00,317,200,420,427,3.90,1.28,0,199,314,4.34,0.937,3.64,83.9,424,0.0600,8.98,0,0,0,15.4
2023-03-23 08:22:00,317,200,420,427,3.90,1.28,0,199,314,4.34,0.937,3.64,83.9,424,0.0600,8.98,0,0,0,15.4
2023-03-23 08:24:00,317,200,420,427,3.90,1.28,0,199,314,4.34,0.937,3.64,83.9,424,0.0600,8.98,0,0,0,15.4
2023-03-23 08:26:00,314,158,375,384,3.51,1.36,0,153,291,4.73,0.887,3.74,75.4,369,0.0600,9.47,0,0,0,1.50
2023-03-23 08:28:00,314,158,375,384,3.51,1.36,0,153,291,4.73,0.887,3.74,75.4,369,0.0600,9.47,0,0,0,1.50
2023-03-23 08:30:00,301,185,410,427,3.90,1.36,0,181,310,4.39,0.857,3.74,81.0,385,0.0667,8.87,0,0,0.00333,15.3
2023-03-23 08:32:00,301,185,410,427,3.90,1.36,0,181,310,4.39,0.857,3.74,81.0,385,0.0667,8.87,0,0,0.00333,15.3
2023-03-23 08:34:00,301,185,410,427,3.90,1.36,0,181,310,4.39,0.857,3.74,81.0,385,0.0667,8.87,0,0,0.00333,15.3
2023-03-23 08:36:00,292,169,402,373,3.61,1.33,0,178,313,4.48,0.887,3.82,81.7,407,0.0567,9.72,0,0,0,1.45
2023-03-23 08:38:00,292,169,402,373,3.61,1.33,0,178,313,4.48,0.887,3.82,81.7,407,0.0567,9.72,0,0,0,1.45
2023-03-23 08:40:00,316,164,407,409,3.57,1.35,0,172,302,4.35,0.887,3.69,76.0,410,0.0567,8.89,0,0,0,4.43
2023-03-23 08:42:00,316,164,407,409,3.57,1.35,0,172,302,4.35,0.887,3.69,76.0,410,0.0567,8.89,0,0,0,4.43
2023-03-23 08:44:00,316,164,407,409,3.57,1.35,0,172,302,4.35,0.887,3.69,76.0,410,0.0567,8.89,0,0,0,4.43
2023-03-23 08:46:00,311,202,389,385,3.86,1.29,0,190,306,4.55,0.860,3.81,83.9,401,0.0633,9.34,0.00333,0,0,12.5
2023-03-23 08:48:00,311,202,389,385,3.86,1.29,0,190,306,4.55,0.860,3.81,83.9,401,0.0633,9.34,0.00333,0,0,12.5
2023-03-23 08:50:00,300,153,368,390,3.60,1.28,0,165,303,4.48,0.887,3.69,79.1,372,0.0733,9.11,0,0,0,1.61
2023-03-23 08:52:00,300,153,368,390,3.60,1.28,0,165,303,4.48,0.887,3.69,79.1,372,0.0733,9.11,0,0,0,1.61
2023-03-23 08:54:00,300,153,368,390,3.60,1.28,0,165,303,4.48,0.887,3.69,79.1,372,0.0733,9.11,0,0,0,1.61
2023-03-23 08:56:00,288,192,434,403,3.75,1.36,0,181,314,4.57,0.930,3.89,77.0,432,0.0667,9.52,0,0,0,15.1
2023-03-23 08:58:00,288,192,434,403,3.75,1.36,0,181,314,4.57,0.930,3.89,77.0,432,0.0667,9.52,0,0,0,15.1
2023-03-23 09:00:00,315,155,369,379,3.65,1.34,0,155,306,4.30,0.840,3.81,81.9,367,0.0567,8.94,0,0,0,1.53
2023-03-23 09:02:00,315,155,369,379,3.65,1.34,0,155,306,4.30,0.840,3.81,81.9,367,0.0567,8.94,0,0,0,1.53
