"Time","cilium-hks2q","cilium-lnk87","cilium-operator-d7fc69fd7-f2msg","cilium-xsrc2","coredns-7b5bbc6644-tpp2m","hubble-relay-6565cf56c6-52kkq","hubble-ui-64bd8dcbf5-7x4nn","kubearmor-8v62p","kubearmor-8v7lc","kubearmor-annotation-manager-85857fc8d7-j2v79","kubearmor-host-policy-manager-7b9c9db44-vsgj9","kubearmor-policy-manager-8569dd9d6f-s8wgx","kubearmor-relay-64c6fff875-9cxdt","kubearmor-wcph8","local-path-provisioner-687d6d7765-dblqm","metrics-server-667586758d-9bmlb","svclb-traefik-72825b3b-d5nvs","svclb-traefik-72825b3b-j6q8w","svclb-traefik-72825b3b-lqlx5","traefik-64b96ccbcd-64qtj"
2023-03-23 03:00:00,224710,180022,337257,350137,414,67.1,0,,,,,,,,5.49,2310,0,0,0,641
2023-03-23 03:02:00,224710,180022,337257,350137,414,67.1,0,,,,,,,,5.49,2310,0,0,0,641
2023-03-23 03:04:00,224710,180022,337257,350137,414,67.1,0,,,,,,,,5.49,2310,0,0,0,641
2023-03-23 03:06:00,202138,174310,448901,426070,466,66.2,0,175486,197804,685,81.3,655,7143,447584,4.81,2192,0,0,0,14949
2023-03-23 03:08:00,202138,174310,448901,426070,466,66.2,0,175486,197804,685,81.3,655,7143,447584,4.81,2192,0,0,0,14949
2023-03-23 03:10:00,203664,158718,405284,427690,421,68.0,0,160007,206292,734,81.0,640,7069,403980,4.00,2359,0,0,0.233,599
2023-03-23 03:12:00,203664,158718,405284,427690,421,68.0,0,160007,206292,734,81.0,640,7069,403980,4.00,2359,0,0,0.233,599
2023-03-23 03:14:00,203664,158718,405284,427690,421,68.0,0,160007,206292,734,81.0,640,7069,403980,4.00,2359,0,0,0.233,599
2023-03-23 03:16:00,205081,176713,455479,428053,469,67.7,0.233,174960,204718,712,78,679,7080,454303,5.35,2231,0,0.233,0,14918
2023-03-23 03:18:00,205081,176713,455479,428053,469,67.7,0.233,174960,204718,712,78,679,7080,454303,5.35,2231,0,0.233,0,14918
2023-03-23 03:20:00,197920,156741,392826,407341,430,67.3,0,155863,196679,710,81.8,659,6682,402428,5.63,2207,0,0,0,580
2023-03-23 03:22:00,197920,156741,392826,407341,430,67.3,0,155863,196679,710,81.8,659,6682,402428,5.63,2207,0,0,0,580
2023-03-23 03:24:00,197920,156741,392826,407341,430,67.3,0,155863,196679,710,81.8,659,6682,402428,5.63,2207,0,0,0,580
2023-03-23 03:26:00,213428,175344,465033,465710,448,68.4,0,177774,215031,699,73.9,633,7295,453707,3.86,2278,0,0,0,14866
2023-03-23 03:28:00,213428,175344,465033,465710,448,68.4,0,177774,215031,699,73.9,633,7295,453707,3.86,2278,0,0,0,14866
2023-03-23 03:30:00,206676,156462,404534,406702,427,67.1,0,153687,200078,719,81.0,677,6881,412458,8.41,2296,0,0,0,619
2023-03-23 03:32:00,206676,156462,404534,406702,427,67.1,0,153687,200078,719,81.0,677,6881,412458,8.41,2296,0,0,0,619
2023-03-23 03:34:00,206676,156462,404534,406702,427,67.1,0,153687,200078,719,81.0,677,6881,412458,8.41,2296,0,0,0,619
2023-03-23 03:36:00,199855,177461,449866,458602,450,67.7,0,177658,205962,707,73.1,659,7103,451428,9.43,2200,0,0,0,14935
2023-03-23 03:38:00,199855,177461,449866,458602,450,67.7,0,177658,205962,707,73.1,659,7103,451428,9.43,2200,0,0,0,14935
