"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc02dbfd66bd6f)","Transmit Total (lxc0d143d0ba99e)","Transmit Total (lxc153109530daf)","Transmit Total (lxc3c1648ed71ce)","Transmit Total (lxc488524f8bfce)","Transmit Total (lxc6cba22569534)","Transmit Total (lxc6ebc350f0651)","Transmit Total (lxc74c7d809bd89)","Transmit Total (lxc760130ded1c3)","Transmit Total (lxc7e1190a2332a)","Transmit Total (lxc8ba1b419a272)","Transmit Total (lxc900840d1a2cf)","Transmit Total (lxc9a50aa63162c)","Transmit Total (lxc_health)","Transmit Total (lxca327a483a30e)","Transmit Total (lxcaaf68940a9c4)","Transmit Total (lxcaafd481abc96)","Transmit Total (lxcb3f105cadf2a)","Transmit Total (lxcbe0bb1263ddc)","Transmit Total (lxcc47e28ed5b21)","Transmit Total (lxcce714a0dc6d5)","Transmit Total (lxcd586d4ac8e9c)","Transmit Total (lxce4564b379957)","Transmit Total (lxce5886ad7efc3)","Transmit Total (lxcf01903596246)","Transmit Total (lxcf103eca4e84a)","Transmit Total (lxcf42f630ba735)","Transmit Total (lxcf63f552f00e3)","Transmit Total (lxcfaaebd4c3a78)","Transmit Total (lxcfeb8344ea4ca)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc02dbfd66bd6f)","Receive Total (lxc0d143d0ba99e)","Receive Total (lxc153109530daf)","Receive Total (lxc3c1648ed71ce)","Receive Total (lxc488524f8bfce)","Receive Total (lxc6cba22569534)","Receive Total (lxc6ebc350f0651)","Receive Total (lxc74c7d809bd89)","Receive Total (lxc760130ded1c3)","Receive Total (lxc7e1190a2332a)","Receive Total (lxc8ba1b419a272)","Receive Total (lxc900840d1a2cf)","Receive Total (lxc9a50aa63162c)","Receive Total (lxc_health)","Receive Total (lxca327a483a30e)","Receive Total (lxcaaf68940a9c4)","Receive Total (lxcaafd481abc96)","Receive Total (lxcb3f105cadf2a)","Receive Total (lxcbe0bb1263ddc)","Receive Total (lxcc47e28ed5b21)","Receive Total (lxcce714a0dc6d5)","Receive Total (lxcd586d4ac8e9c)","Receive Total (lxce4564b379957)","Receive Total (lxce5886ad7efc3)","Receive Total (lxcf01903596246)","Receive Total (lxcf103eca4e84a)","Receive Total (lxcf42f630ba735)","Receive Total (lxcf63f552f00e3)","Receive Total (lxcfaaebd4c3a78)","Receive Total (lxcfeb8344ea4ca)"
2023-03-11 13:58:00,0,66.7,35277,68450,0,0,0,1902,454,136,4472,66.4,30.7,143,0.389,4308,101,66.1,31.6,7029,300,18482,0,0,19,0.389,0,132,2654,1745,448,253,0,38.9,755,66.7,0,22750,46570,0,0.389,0,188,254,22.8,1390,42.8,20.8,96.7,0,1405,232,41.7,25.5,1055,385,9605,0,0,38.9,0,0,31.6,2651,25672,251,119,0,19,471
2023-03-11 14:00:00,0,67.1,15137,46639,0,0,0,1827,441,140,5996,65.3,32.9,143,0,4674,191,66.1,31.8,6934,302,17998,0,0,19,0.389,0,137,2122,416,435,253,0,38.9,38.5,67.1,0,20025,44846,0,0,0,190,246,23.8,1493,41.4,23.4,96.3,0,1481,266,42.1,25.7,1068,385,9505,0,0,38.9,0,0,32.9,2130,6292,245,117,0,19,19
2023-03-11 14:02:00,0,66.4,14567,45949,0,0,0,1815,441,124,5951,65.3,30.7,143,0,4359,105,66.1,32.3,6866,298,18285,0,0,19,0,0,116,1597,418,436,253,0,38.5,38.9,66.4,0,19756,43731,0,0,0,194,247,21.3,1502,42.1,20.4,95.9,0,1432,235,41.7,26.2,1062,384,9469,0,0,38.5,0,0,28.0,1606,6290,244,110,0,19,19
2023-03-11 14:04:00,0,66.3,16193,47525,0,0,0,1888,454,130,4421,66.1,32.1,143,0,4592,104,66.4,32.3,7043,299,16741,0,0,19,0,0,127,2654,420,446,251,0,38.5,38.9,66.3,0,19270,42437,0,0,0,182,254,22.2,1373,42.1,22.3,96.3,0,1438,232,42.8,26.2,1021,385,10044,0,0,38.5,0,0,30.7,2661,6285,249,115,0,19,19
2023-03-11 14:06:00,0,66.7,34105,67169,0,0,0,1833,453,130,4361,65.7,32.9,143,0,4591,102,66.4,32.3,6893,298,17916,0,0,19,0,0.389,126,2125,1724,448,255,0,38.5,754,66.7,0,21643,45212,0,0,0,181,254,21.9,1372,41.8,22.7,95.9,0,1445,233,42.1,26.2,1044,385,8905,0,0,38.5,0,0,30.3,2129,25707,251,120,0,19.4,471
2023-03-11 14:08:00,0,66.7,33832,66802,0,0,0.389,1793,452,124,4342,65.7,31.5,143,0,4309,103,66.1,32.3,6824,299,17351,0,0,19,0,0,121,1598,1725,446,251,0,38.5,754,66.7,0,20557,43417,0,0,0,186,253,20.9,1396,41,22.3,96.3,0,1408,233,42.1,26.2,1056,385,9160,0,0,38.5,0,0,29.0,1599,25708,249,109,0,19,471
2023-03-11 14:10:00,0,66.7,14821,46022,0,0,0,1834,453,125,4360,66.9,30.7,143,0,4598,196,66.1,32.3,6895,298,18448,0,0,19,0,0,121,2127,418,448,253,0,38.5,38.5,66.7,0,20484,43659,0,0,0,173,253,20.9,1367,42.1,20.4,96.3,0,1438,266,43.2,26.2,1038,385,9184,0,0,38.5,0,0,29.0,2131,6288,250,115,0,19,19
2023-03-11 14:12:00,0,66.8,14186,45300,0,0,0,1789,454,130,4321,66.6,33.7,143,0,4276,106,66.9,32.3,6692,302,23470,0.389,0,19.0,0,0,126,1602,420,448,250,0,38.5,38.5,66.8,0,24943,47568,0,0,0,180,259,21.9,1367,42.9,22.8,96.0,0.389,1386,236,45.1,26.2,1009,385,9083,0,0,38.5,0,0,30.3,1610,6290,250,107,0,19.0,19.4
2023-03-11 14:14:00,0,66.7,16197,48140,0,0,0,1902,453,136,26965,66.8,30.7,143,0,4591,102,66.8,32.3,7017,299,18184,0,0,19,0,0,126,2655,421,448,257,0,38.5,38.5,66.7,0,20709,67182,0,0,0,190,252,22.8,1983,43.2,20.4,96.3,0,1422,232,42.5,26.2,1052,385,10053,0,0,38.5,0,0,30.3,2655,6285,251,121,0,19,19
2023-03-11 14:16:00,0,66.7,34470,68237,0,0,0,1832,455,136,26910,66.4,32.7,142,0,4671,102,66.1,32.3,6954,296,26720,0,0,19,0,0,132,2130,1732,446,251,0,38.5,757,66.7,0,30440,78172,0,0,0.389,177,255,22.8,1996,42.8,26.8,94.5,0,1460,232,42.1,26.2,1065,385,9341,0,0,38.5,0,0,31.6,2126,25657,248,115,0,19,470
2023-03-11 14:18:00,0,66.7,33642,66540,0,0,0,1798,455,124,4363,65.7,31.5,142,0,4325,103,66.8,32.3,6785,298,17333,0,0.389,19,0,0,115,1603,1733,448,249,0,38.5,757,66.7,0,20539,43526,0,0,0,169,255,20.9,1383,42.5,27.0,94.9,0,1390,233,42.8,26.2,1032,385,9041,0,0.389,38.5,0,0,27.7,1598,25659,251,114,0,19,470
2023-03-11 14:20:00,0,66.0,15118,46521,0,0,0,1903,453,124,4473,66.4,30.7,143,0,4642,193,66.4,32.3,7073,299,25543,0,0.389,19,0,0,126,2658,422,447,253,0,38.5,38.5,66.0,0,28093,52377,0,0,0,199,259,25.9,1387,42.8,21.6,96.3,0,1447,265,42.5,26.2,1044,385,8964,0,0.389,38.5,0,0,30.3,2659,6288,254,113,0,19,19
2023-03-11 14:22:00,0,66.0,13629,44711,0,0,0,1711,452,118,4260,66.0,32.9,143,0,4272,105,66.1,32.3,6632,298,17599,0,0,19,0,0,121,1080,422,448,246,0,38.5,38.5,66.0,0,18579,40421,0,0,0,209,257,25.0,1363,42.8,28.3,95.9,0,1370,236,41.7,26.2,1036,385,9047,0,0,38.5,0,0.389,34.2,1078,6287,256,104,0,19,19
2023-03-11 14:24:00,0,66.3,16364,47810,0,0,0,1899,457,130,4442,65.7,32.1,143,0,4596,102,66.8,32.3,7016,299,21369,0,0,19,0,0,126,2656,420,446,255,0,38.5,38.5,66.3,0,23888,47416,0,0,0,189,257,21.9,1383,42.8,26.9,96.3,0,1428,233,42.8,26.2,1032,385,10226,0,0,38.5,0,0.389,35.6,2654,6289,249,119,0,19,19
2023-03-11 14:26:00,0,66.7,34236,67259,0,0,0,1843,441,119,4357,66.1,32.9,143,0,4583,103,66.1,32.5,6882,298,18366,0,0,19,0,0,115,2126,1728,437,259,0,38.5,755,66.7,0,22110,45672,0,0,0,175,246,20.0,1372,43.6,22.8,95.9,0,1427,233,41.4,26.4,1063,385,9066,0,0,38.5,0,0,27.7,2127,25677,245,121,0,19,478
2023-03-11 14:28:00,0,66.7,33102,66007,0,0,0,1769,439,130,4303,66.1,32.9,143,0,4268,103,66.1,32.7,6712,298,18424,0,0,19,0,0,126,1599,1732,437,252,0,38.5,755,66.7,0,21653,44400,0,0,0,201,245,21.9,1368,42.1,22.8,95.9,0,1395,233,41.7,26.7,1049,385,8452,0,0,38.5,0,0,30.3,1599,25681,245,111,0,19,478
2023-03-11 14:30:00,0.389,66.7,14934,46439,0,0,0,1911,453,130,6097,66.1,32.1,143,0,4712,9801,66.8,32.7,7105,299,17959,0,0,19,0,0,132,2653,422,446,249,0,38.5,38.5,66.7,0.389,20535,55821,0,0,0,204,254,21.9,1485,42.1,22.7,96.3,0,1478,320,42.8,26.7,1048,384,8764,0,0,38.5,0,0,31.6,2651,6290,249,112,0,19,19
2023-03-11 14:32:00,0,66.7,14203,45529,0,0,0,1715,455,130,5871,66.1,32.9,143,0,4341,9713,65.7,32.3,6661,299,18313,0,0,19,0,0,126,1080,420,446,255,0,38.5,38.5,66.7,0,19282,52914,0,0,0,190,255,21.9,1481,41.4,23.5,95.9,0,1417,290,42.5,26.2,1051,385,9625,0,0,38.5,0,0,30.3,1074,6288,249,113,0,19,19
2023-03-11 14:34:00,0,66.3,16660,48000,0,0,0,1891,457,130,4418,66.1,32.1,143,0,4597,103,66.1,32.3,7018,300,16910,0,0,19,0,0,126,2655,421,448,253,0,38.5,38.5,66.3,0,19447,42593,0,0,0,195,257,21.9,1374,42.1,22.2,96.3,0,1439,232,42.1,26.2,1029,385,10508,0,0,38.5,0,0,30.3,2659,6288,251,118,0,19,19
2023-03-11 14:36:00,0,66.3,31327,63764,0,0,0,1824,453,129,4354,66.1,30.7,143,0,4592,102,66.4,32.3,6855,300,17824,0,0,19,0,0,126,2130,1244,448,249,0,38.5,38.5,66.3,0,20612,43890,0,0,0,179,253,21.9,1366,42.5,19.7,96.3,0,1442,232,42.8,26.2,1006,385,8610,0,0,38.5,0,0,30.3,2126,23451,251,108,0,19,19
2023-03-11 14:38:00,0,66.7,34044,67520,0,0,0,1779,453,124,26830,66.1,32.1,143,0,4263,102,66.1,32.7,6733,299,17578,0,0,19,0,0,121,1608,1727,447,251,0,38.5,756,66.7,0,20786,66747,0,0,0,182,253,20.9,1992,43.2,21.6,95.9,0,1379,232,42.1,26.2,1035,385,9356,0,0,38.5,0,0,29.0,1601,25744,249,109,0.389,19,470
2023-03-11 14:40:00,0,66.0,15370,47386,0,0,0,1916,456,119,26997,66.1,32.9,143,0,4637,193,66.4,32.0,7099,297,18487,0,0,19,0,0,115,2657,421,446,251,0,38.5,38.5,66.0,0,21044,67870,0,0,0,191,257,20.0,2005,41.7,22.9,96.3,0,1449,265,42.8,26.0,1059,385,9215,0,0,38.5,0,0,27.7,2653,6287,249,113,0,19,19
2023-03-11 14:42:00,0,66.8,15056,46302,0,0,0,1709,455,113,4248,65.8,33.0,143,0,4267,106,66.4,31.6,6621,298,23557,0,0,19.0,0,0,116,1071,420,448,256,0,38.5,38.5,66.8,0,24505,46850,0,0,0,172,256,19.0,1371,41.8,23.1,96.0,0,1387,236,43.2,25.5,1046,386,10500,0.389,0,38.5,0,0,27.7,1073,6294,251,118,0,19.0,19.0
2023-03-11 14:44:00,0,66.0,16807,48185,0,0,0,1896,453,124,4420,65.7,30.7,143,0,4583,103,66.4,31.6,6993,299,18194,0,0,19,0,0,115,2656,421,448,254,0,38.5,38.5,66.0,0,20731,43945,0,0,0,200,253,20.9,1371,42.8,20.8,96.3,0,1432,232,43.2,25.5,1022,385,10660,0.389,0,38.5,0,0,27.7,2656,6286,251,112,0,19,19
2023-03-11 14:46:00,0,66.3,28381,60935,0,0,0,1841,456,130,4379,66.1,32.1,143,0,4661,103,66.4,32.0,6932,298,26790,0,0,19.4,0,0,126,2126,1090,446,249,0,38.5,38.5,66.3,0,29396,53568,0,0,0,199,256,21.9,1387,43.6,22.0,96.3,0,1457,232,43.2,26.0,1034,385,9207,0,0,38.5,0,0,30.3,2130,19903,249,112,0,19,19
2023-03-11 14:48:00,0,66.7,34127,67143,0,0,0,1776,456,130,4301,66.1,31.5,142,0,4260,103,66.1,32.3,6719,298,17618,0,0,19.4,0,0,126,1600,1734,450,254,0,38.5,757,66.7,0,20820,43533,0,0,0,186,256,21.9,1368,42.8,21.3,94.5,0,1393,232,42.1,26.2,1075,385,9484,0,0,38.5,0,0,30.3,1608,25683,252,113,0,19,475
2023-03-11 14:50:00,0,66.7,15789,47235,0,0,0,1953,441,119,4463,65.7,32.9,143,0,4630,193,65.7,32.0,7057,299,25888,0,0,19,0,0,121,2651,422,437,249,0.389,38.5,38.5,66.7,0,28441,52455,0,0,0,196,246,20.0,1388,42.1,23.0,96.7,0,1453,265,43.6,26.0,1061,385,9633,0,0,38.5,0.389,0,29.0,2658,6285,245,110,0,19,19
2023-03-11 14:52:00,0,66.0,14801,45917,0,0,0,1871,439,130,4361,65.7,32.9,143,0,4264,105,66.1,31.6,6816,298,17532,0,0,19,0,0,126,2122,423,434,249,0.389,38.5,38.5,66.0,0,19567,42076,0,0,0,209,245,21.9,1369,42.5,23.3,95.9,0,1391,235,42.8,25.5,999,386,9165,0,0,38.5,0.389,0,30.3,2124,6291,242,114,0,19,19
2023-03-11 14:54:00,0,66.0,15849,47153,0,0.389,0,1764,455,129,4297,66.4,30.7,143,0,4587,103,66.4,31.6,6749,298,21289,0,0,19,0,0,126,1600,424,449,254,0,38.5,38.5,66.0,0,22759,45417,0,0,0,205,260,21.9,1359,42.8,21.2,95.9,0,1421,233,43.2,25.5,1016,385,10759,0,0,38.5,0,0,30.3,1603,6289,252,112,0,19,19
2023-03-11 14:56:00,0,66.3,24813,56880,0,0,0,1828,453,124,4363,66.1,30.7,143,0,4589,116,66.1,32.0,6928,299,18287,0,0,19,0,0,121,2125,912,447,254,0,38.5,38.5,66.3,0,20754,44027,0,0,0,217,259,20.9,1370,42.5,21.5,96.3,0,1417,247,42.8,26.0,1056,385,9355,0,0,38.9,0,0,29.0,2127,16150,249,112,0,19,19
2023-03-11 14:58:00,0,67.1,34119,67080,0,0,0,1766,454,118,4313,66.1,31.5,143,0.389,4271,103,66.9,32.3,6772,297,18382,0,0,19,0,0,121,1598,1742,446,253,0,38.9,755,67.1,0,21591,44341,0,0,0,191,253,20.0,1379,42.1,21.3,95.9,0,1389,232,43.6,26.2,1058,385,9468,0,0,38.5,0,0,29.0,1604,25694,249,119,0,19,471
2023-03-11 15:00:00,0,66.7,15819,47319,0,0,0,1907,453,130,6093,66.0,33.7,143,0,4714,193,66.4,32.3,7091,299,17623,0,0,19.0,0,0,121,2647,423,447,246,0,38.5,38.9,66.7,0,20180,45418,0,0.389,0,184,253,22.2,1490,42.8,24.0,96.3,0,1477,265,43.2,26.2,1021,385,9666,0,0,38.5,0,0,29.3,2653,6283,249,104,0,19.0,19.0
2023-03-11 15:02:00,0,66.7,17190,48847,0,0,0,1842,455,135,6023,66.0,30.7,143,0,4388,105,66.4,32.3,6920,304,18274,0,0,19.0,0.389,0,126,2126,422,450,254,0,38.5,38.5,66.7,0,20259,44848,0,0,0,179,255,22.8,1491,42.8,20.8,96.6,0,1426,236,43.2,26.2,1043,391,11592,0,0,38.5,0,0,30.3,2128,6285,254,111,0,19.0,19.0
2023-03-11 15:04:00,0,66.3,15753,47148,0,0,0,1772,453,136,4307,66.4,32.9,143,0,4597,102,66.8,32.3,6766,299,16694,0,0,19,0,0,132,1602,421,448,247,0,38.5,38.5,66.3,0,18166,40605,0,0,0,176,254,22.8,1381,41.4,29.4,95.9,0,1434,232,43.2,26.2,1056,385,10669,0,0,38.5,0,0,31.6,1605,6287,251,106,0,19,19
2023-03-11 15:06:00,0,66.3,21385,53852,0,0,0,1836,454,130,26887,66.4,33.7,143,0,4593,102,66.8,31.8,6896,300,17806,0,0,19,0,0,127,2128,752,446,254,0,38.5,38.5,66.3,0,20125,66628,0,0,0,199,254,21.9,1978,42.1,30.9,96.3,0,1435,232,44.3,25.7,1058,385,9161,0,0,38.5,0,0,30.3,2126,12905,249,125,0,19.4,19
2023-03-11 15:08:00,0,66.3,33257,66836,0,0,0,1740,454,130,26813,66.8,30.7,143,0,4316,102,65.7,31.6,6695,299,17432,0,0,19,0,0,126,1080,1739,448,258,0,38.5,755,66.3,0,20115,66147,0,0,0,194,253,21.9,1992,44.3,21.5,95.9,0,1403,232,42.5,25.5,1035,385,9124,0,0,38.5,0,0,30.3,1074,25704,255,124,0,19.4,471
2023-03-11 15:10:00,0,66.3,15116,46462,0,0,0.389,1888,455,125,4427,66.6,31.5,143,0,4595,191,65.7,31.8,7033,299,18366,0,0,19,0,0.389,115,2653,421,448,250,0,38.5,38.5,66.3,0,20925,44580,0,0,0,182,260,25.8,1382,45.1,26.8,96.3,0,1439,267,41.8,25.7,1031,385,8956,0,0,38.5,0,0,32.6,2660,6292,255,109,0,19,19
2023-03-11 15:12:00,0,66.0,14362,45612,0,0,0.389,1825,453,118,4363,65.8,33.7,143,0,4260,9714,66.1,32.3,6805,300,27067,0.389,0,19,0,0.389,115,2122,423,448,247,0,38.5,38.5,66.0,0,29049,62417,0,0,0.389,200,253,20.0,1382,42.5,29.1,96.3,0,1383,293,42.1,26.2,1010,385,8752,0,0.389,38.5,0,0,32.6,2124,6285,251,105,0,19,19.4
2023-03-11 15:14:00,0,66.7,15470,46714,0,0,0,1773,453,124,4302,66.4,32.9,143,0,4589,103,66.4,32.3,6693,301,17650,0.389,0.389,19,0,0,121,1603,420,446,255,0,38.5,38.5,66.7,0,19121,41452,0,0,0.389,187,253,20.9,1366,43.9,23.8,95.9,0.389,1436,232,43.6,26.2,1003,385,10384,0,0.389,38.5,0,0,29.0,1603,6286,249,117,0,19,19.4
2023-03-11 15:16:00,0,67.1,18058,49699,0,0,0,1884,444,136,4452,66.4,30.7,143,0,4675,103,66.4,32.3,7040,302,26078,0,0.389,19,0,0,132,2659,576,434,261,0,38.5,38.5,67.1,0,28737,52851,0,0,0,175,250,22.8,1373,42.5,21.2,96.3,0.389,1471,233,42.5,26.2,1068,385,8929,0,0,38.5,0,0,31.6,2658,9294,242,118,0,19,19
2023-03-11 15:18:00,0,66.7,33193,66127,0,0,0,1738,455,136,4286,66.1,32.8,142,0,4313,102,65.7,32.3,6636,301,17162,0,0,19,0,0,132,1071,1740,448,250,0,38.5,754,66.7,0,19831,42450,0,0,0,179,255,22.8,1379,42.1,22.0,94.5,0,1408,233,42.5,26.2,1052,385,9155,0,0,38.5,0,0,31.6,1073,25604,251,112,0,19,474
2023-03-11 15:20:00,0,66.7,14982,46302,0,0,0,1889,453,119,4420,66.1,35.4,143,0,4594,196,66.8,32.3,7012,298,20815,0,0,19,0,0,110,2386,422,449,255,0,38.5,38.5,66.7,0,23093,46637,0,0,0,175,253,20.0,1380,41.7,25.0,96.3,0,1440,265,42.1,26.2,1017,385,9093,0,0,38.5,0,0.389,26.3,2395,6289,252,120,0,19,19
2023-03-11 15:22:00,0,66.3,14562,45685,0,0,0,1824,453,124,4358,66.1,32.1,143,0,4260,107,66.4,32.3,6807,299,18362,0,0,19,0,0,121,1862,421,446,250,0,38.5,38.5,66.3,0,20111,42536,0,0,0,174,253,20.9,1373,42.8,22.2,96.3,0,1376,236,42.8,26.2,1013,385,9197,0,0,38.5,0,0,29.0,1869,6288,249,108,0,19,19
2023-03-11 15:24:00,0,66.3,15611,46902,0,0,0,1767,453,136,4301,65.7,31.5,143,0,4584,103,66.8,32.3,6742,299,18511,0,0,19,0,0,126,1599,420,448,253,0,38.5,38.5,66.3,0,19979,42392,0,0,0,194,253,22.8,1369,42.8,21.4,95.9,0,1433,233,42.5,26.2,1020,385,10522,0,0,38.5,0,0,30.3,1599,6286,251,117,0,19,19
2023-03-11 15:26:00,0,66.3,15208,46463,0,0,0,1879,452,136,4423,65.7,31.5,143,0,4587,104,66.1,32.3,7023,297,17302,0,0,19,0,0,132,2652,420,449,258,0,38.5,38.5,66.3,0,19847,43155,0,0,0,191,252,22.8,1379,42.1,20.6,96.3,0,1436,231,42.8,26.2,1043,385,9059,0,0,38.5,0,0,31.6,2653,6285,252,121,0,19,19
2023-03-11 15:28:00,0,66.7,33538,66475,0,0,0,1702,455,124,4245,66.1,31.5,143,0,4262,103,66.1,32.3,6617,299,18082,0,0,19,0,0,121,1072,1741,448,259,0,38.5,755,66.7,0,20759,43288,0,0,0,177,255,20.9,1370,43.2,21.0,96.3,0,1382,231,44.3,26.2,1075,385,9305,0,0,38.5,0,0,29.0,1073,25822,251,118,0,19,472
2023-03-11 15:30:00,0.389,66.0,15528,46974,0,0,0,1891,457,118,6035,66.8,32.9,143,0,4677,198,66.1,32.3,7033,299,16234,0,0,19,0,0,115,2124,423,448,253,0,38.5,38.5,66.0,0.389,18256,43272,0,0,0,174,258,20.0,1475,43.6,23.1,95.9,0,1480,265,43.9,26.2,1021,385,9909,0,0,38.5,0,0,27.7,2126,6290,250,118,0,19,19
2023-03-11 15:32:00,0.389,66.3,15959,47374,0,0,0,1829,452,124,5975,65.7,32.9,143,0,4340,105,66.8,32.3,6922,300,17620,0,0,19,0,0,121,1602,422,448,251,0,38.5,38.5,66.3,0.389,19091,43399,0,0,0,204,252,20.9,1477,42.5,23.8,96.3,0,1411,235,43.2,26.2,1045,385,10873,0,0,38.5,0,0,29.0,1607,6287,251,109,0.389,19,19
2023-03-11 15:34:00,0,66.3,15607,47613,0,0,0,1768,455,124,26823,65.3,32.1,143,0,4589,104,66.8,32.3,6716,300,23698,0,0,19,0,0,121,1597,419,450,251,0,38.5,38.5,66.3,0,25154,71274,0,0,0,203,255,20.9,1996,41,23.0,95.9,0,1434,233,42.8,26.2,1055,385,10524,0,0,38.5,0,0,29.0,1597,6287,252,107,0.389,19,19
2023-03-11 15:36:00,0,66.3,15559,47593,0,0,0,1901,455,130,26988,65.3,32.9,143,0,4645,116,66.8,32.7,7067,299,18283,0,0,19,0,0,126,2654,419,446,255,0,38.5,38.5,66.3,0,20816,67588,0,0,0,194,255,21.9,2003,41.4,24.5,96.3,0,1460,247,43.9,26.2,1063,385,9417,0,0,38.5,0,0,30.3,2652,6292,249,120,0,19,19
2023-03-11 15:38:00,0,66.7,33722,66685,0,0,0,1708,453,124,4242,65.3,32.1,143,0,4264,103,66.4,32.7,6537,300,26925,0,0,19,0,0,121,1073,1731,446,251,0,38.5,757,66.7,0,29576,52543,0,0,0,181,253,20.9,1373,41,22.0,96.3,0,1397,231,43.2,26.2,1006,385,9660,0.389,0,38.5,0,0,29.0,1079,25664,249,110,0,19,475
2023-03-11 15:40:00,0,66.7,14488,45677,0,0,0,1773,439,130,4301,65.7,30.7,143,0,4585,194,66.1,32.3,6741,299,17782,0,0,19,0,0,126,1602,424,437,253,0,38.5,38.5,66.7,0,19299,41981,0,0,0,186,245,21.9,1380,42.1,20.8,95.9,0,1425,265,41.4,26.2,1011,385,9381,0.389,0,38.5,0,0,30.3,1599,6289,245,114,0,19,19
2023-03-11 15:42:00,0,66.3,15039,46396,0,0,0,1826,442,130,4362,66.1,30.7,143,0,4262,106,66.1,31.8,6899,300,26274,0,0,19,0,0,132,2127,422,435,261,0,38.5,38.5,66.3,0,28265,51651,0,0,0,208,249,21.9,1374,43.2,20.4,96.3,0,1386,235,41.7,25.7,1050,385,9436,0,0,38.5,0,0,31.6,2127,6286,244,122,0,19,19
2023-03-11 15:44:00,0,66.0,15688,47005,0,0,0,1769,453,130,4301,65.7,34.3,143,0,4597,103,66.4,31.6,6766,298,16968,0,0,19,0,0,120,1596,421,446,253,0,38.5,38.5,66.0,0,18450,40865,0,0,0,213,259,21.9,1365,42.5,25.4,95.9,0,1439,232,43.2,25.5,1018,385,10599,0,0,38.5,0,0,29.0,1597,6290,249,113,0,19,19
2023-03-11 15:46:00,0,65.6,15199,46527,0,0,0,1907,452,124,4496,65.7,31.5,143,0,4724,102,67.1,31.8,7109,299,19729,0,0,19.0,0,0,121,2649,419,448,251,0,38.5,38.5,65.6,0,22271,46000,0,0,0,203,251,20.9,1406,41.3,21.4,96.3,0,1492,232,44.3,25.7,1034,385,9053,0,0,38.5,0,0,29.0,2648,6286,250,113,0,19.0,19.0
2023-03-11 15:48:00,0,66.3,34639,67669,0,0,0,1824,453,124,4354,66.1,30.7,142,0,4265,102,66.8,32.5,6875,299,18451,0,0,19.4,0,0,126,2134,1732,448,252,0.389,38.5,753,66.3,0,22190,45416,0,0,0,197,253,20.9,1376,43.2,20.1,94.9,0,1389,232,43.2,26.4,1047,385,9341,0,0,38.5,0,0,30.3,2134,25805,251,115,0,19,473
2023-03-11 15:50:00,0,66.3,14553,45867,0,0,0,1822,453,130,4301,65.7,31.5,143,0,4589,9798,66.8,32.7,6754,300,18458,0,0,19,0,0,121,1607,419,448,251,0,38.5,38.5,66.3,0,19991,52660,0,0,0,205,253,21.9,1370,42.5,21.4,95.9,0,1435,320,42.5,26.7,1026,385,9433,0,0,38.5,0.389,0,29.0,1607,6288,251,110,0,19,19
2023-03-11 15:52:00,0,66.3,14682,45862,0,0,0,1874,455,124,4363,66.1,33.7,143,0,4268,106,66.8,32.3,6833,301,17720,0,0,19,0,0,121,2125,422,447,248,0,38.5,38.5,66.3,0,19744,42355,0,0,0,202,255,20.9,1369,42.8,28.7,96.3,0,1388,235,42.5,26.2,1029,385,9061,0,0,38.5,0,0,29.0,2124,6286,249,112,0,19,19
2023-03-11 15:54:00,0,66.7,15710,47091,0,0,0,1767,455,124,4305,65.7,30.7,143,0,4585,103,66.4,32.3,6793,299,18265,0,0,19,0,0,121,1601,422,449,251,0,38.5,38.9,66.7,0,19733,42287,0,0,0,199,255,20.9,1368,42.8,19.7,96.3,0,1431,232,43.2,26.2,1055,385,10628,0,0,38.5,0,0,29.4,1601,6283,251,123,0,19,19
2023-03-11 15:56:00,0,66.7,15452,46713,0,0.389,0,1883,452,130,4418,65.7,30.7,143,0,4586,102,66.4,32.3,6989,297,16877,0,0,19,0,0,121,2658,419,448,256,0,38.5,38.9,66.7,0,19432,42609,0,0,0,205,252,21.9,1376,41.7,20.8,95.9,0,1425,232,42.5,26.2,1010,385,9291,0,0,38.9,0,0,29.4,2656,6283,251,121,0,19,19
2023-03-11 15:58:00,0,67.1,34456,67500,0,0.389,0,1823,453,130,4358,66.1,32.9,143,0.389,4261,102,66.8,32.3,6856,298,18066,0,0,19,0,0,132,2135,1743,448,249,0,38.5,756,67.1,0,21803,45125,0,0,0,189,258,26.8,1376,42.1,23.8,96.3,0,1391,233,43.2,26.2,1048,385,9265,0,0,38.9,0,0,31.6,2132,25699,256,107,0,19,470
2023-03-11 16:00:00,0,67.1,15023,47050,0,0,0,1769,455,136,28451,66.1,32.9,143,0.389,4668,192,66.1,32.3,6823,300,16744,0,0,19,0,0,126,1606,422,448,248,0,38.5,38.5,67.1,0,18241,65852,0,0,0,187,255,22.8,2073,43.2,27.8,95.9,0,1465,265,42.5,26.2,1061,385,9920,0,0,38.5,0,0,35.2,1606,6290,252,112,0,19,19
