"Time","Read (sda)","Write (sda)"
2023-03-11 08:30:00,0,97940
2023-03-11 08:32:00,0,63420
2023-03-11 08:34:00,0,76026
2023-03-11 08:36:00,0,84673
2023-03-11 08:38:00,0,40596
2023-03-11 08:40:00,0,85311
2023-03-11 08:42:00,0,52315
2023-03-11 08:44:00,0,72590
2023-03-11 08:46:00,0,83240
2023-03-11 08:48:00,0,49129
2023-03-11 08:50:00,0,90385
2023-03-11 08:52:00,0,51744
2023-03-11 08:54:00,0,73296
2023-03-11 08:56:00,0,82716
2023-03-11 08:58:00,0,37956
2023-03-11 09:00:00,0,83058
2023-03-11 09:02:00,0,50563
2023-03-11 09:04:00,0,72135
2023-03-11 09:06:00,0,81920
2023-03-11 09:08:00,0,38730
2023-03-11 09:10:00,0,83417
2023-03-11 09:12:00,0,53476
2023-03-11 09:14:00,0,72067
2023-03-11 09:16:00,0,83513
2023-03-11 09:18:00,0,39640
2023-03-11 09:20:00,0,84105
2023-03-11 09:22:00,0,50108
2023-03-11 09:24:00,0,72181
2023-03-11 09:26:00,0,82398
2023-03-11 09:28:00,0,38980
2023-03-11 09:30:00,0,83354
2023-03-11 09:32:00,0,49836
2023-03-11 09:34:00,0,71976
2023-03-11 09:36:00,0,82694
2023-03-11 09:38:00,0,37683
2023-03-11 09:40:00,0,82785
2023-03-11 09:42:00,0,49994
2023-03-11 09:44:00,0,71475
2023-03-11 09:46:00,0,83558
2023-03-11 09:48:00,0,38866
2023-03-11 09:50:00,0,83081
2023-03-11 09:52:00,0,51519
2023-03-11 09:54:00,0,71862
2023-03-11 09:56:00,0,82898
2023-03-11 09:58:00,0,38662
2023-03-11 10:00:00,0,84651
2023-03-11 10:02:00,0,51567
2023-03-11 10:04:00,0,72181
2023-03-11 10:06:00,0,82216
2023-03-11 10:08:00,0,38571
2023-03-11 10:10:00,0,83540
2023-03-11 10:12:00,0,52565
2023-03-11 10:14:00,0,72658
2023-03-11 10:16:00,0,83217
2023-03-11 10:18:00,0,39708
2023-03-11 10:20:00,0,85174
2023-03-11 10:22:00,0,52110
2023-03-11 10:24:00,0,73000
2023-03-11 10:26:00,0,84351
2023-03-11 10:28:00,0,42096
2023-03-11 10:30:00,0,85246
2023-03-11 10:32:00,0,52634
2023-03-11 10:34:00,0,73104
2023-03-11 10:36:00,0,83649
2023-03-11 10:38:00,0,39322
2023-03-11 10:40:00,0,84969
2023-03-11 10:42:00,0,54386
2023-03-11 10:44:00,0,71179
2023-03-11 10:46:00,0,82620
2023-03-11 10:48:00,0,39936
2023-03-11 10:50:00,0,83718
2023-03-11 10:52:00,0,51792
2023-03-11 10:54:00,0,72567
2023-03-11 10:56:00,0,83149
2023-03-11 10:58:00,0,39022
2023-03-11 11:00:00,0,83786
2023-03-11 11:02:00,0,52042
2023-03-11 11:04:00,0,72818
2023-03-11 11:06:00,0,83240
2023-03-11 11:08:00,0,38502
2023-03-11 11:10:00,0,83085
2023-03-11 11:12:00,0,51883
2023-03-11 11:14:00,0,72977
2023-03-11 11:16:00,0,83445
2023-03-11 11:18:00,0,40050
2023-03-11 11:20:00,0,84400
2023-03-11 11:22:00,0,51519
2023-03-11 11:24:00,0,72317
2023-03-11 11:26:00,0,81419
2023-03-11 11:28:00,0,39367
2023-03-11 11:30:00,0,83172
2023-03-11 11:32:00,0,51405
2023-03-11 11:34:00,0,71862
2023-03-11 11:36:00,0,83581
2023-03-11 11:38:00,0,38889
2023-03-11 11:40:00,0,83354
2023-03-11 11:42:00,0,50608
2023-03-11 11:44:00,0,72044
2023-03-11 11:46:00,0,83695
2023-03-11 11:48:00,0,39936
2023-03-11 11:50:00,0,84014
2023-03-11 11:52:00,0,52383
2023-03-11 11:54:00,0,72499
2023-03-11 11:56:00,0,83467
2023-03-11 11:58:00,0,38457
2023-03-11 12:00:00,0,82830
2023-03-11 12:02:00,0,52019
2023-03-11 12:04:00,0,72977
2023-03-11 12:06:00,0,83172
2023-03-11 12:08:00,0,39390
2023-03-11 12:10:00,0,85356
2023-03-11 12:12:00,0,53225
2023-03-11 12:14:00,0,71088
2023-03-11 12:16:00,0,82489
2023-03-11 12:18:00,0,39253
2023-03-11 12:20:00,0,84651
2023-03-11 12:22:00,0,51177
2023-03-11 12:24:00,0,72317
2023-03-11 12:26:00,0,83012
2023-03-11 12:28:00,0,38844
2023-03-11 12:30:00,0,83809
2023-03-11 12:32:00,0,51951
2023-03-11 12:34:00,0,72750
2023-03-11 12:36:00,0,83427
2023-03-11 12:38:00,0,39299
2023-03-11 12:40:00,0,84241
2023-03-11 12:42:00,0,51471
2023-03-11 12:44:00,0,71817
2023-03-11 12:46:00,0,82534
2023-03-11 12:48:00,0,39663
2023-03-11 12:50:00,0,84582
2023-03-11 12:52:00,0,52133
2023-03-11 12:54:00,0,71761
2023-03-11 12:56:00,0,83399
2023-03-11 12:58:00,0,39231
2023-03-11 13:00:00,0,83763
2023-03-11 13:02:00,0,51564
2023-03-11 13:04:00,0,72307
2023-03-11 13:06:00,0,83627
2023-03-11 13:08:00,0,39299
2023-03-11 13:10:00,0,84355
2023-03-11 13:12:00,0,50677
2023-03-11 13:14:00,0,72249
2023-03-11 13:16:00,0,82352
2023-03-11 13:18:00,0,39913
2023-03-11 13:20:00,0,84469
2023-03-11 13:22:00,0,51088
2023-03-11 13:24:00,0,71999
2023-03-11 13:26:00,0,83604
2023-03-11 13:28:00,0,39617
2023-03-11 13:30:00,0,83194
2023-03-11 13:32:00,0,51200
2023-03-11 13:34:00,0,72567
2023-03-11 13:36:00,91.0,86630
2023-03-11 13:38:00,91.0,40914
2023-03-11 13:40:00,0,85038
2023-03-11 13:42:00,0,53862
