"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc29fde128c3be)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc29fde128c3be)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-13 17:30:00,0,82.9,13497,47375,269,0,12060,4341,4537,0,297,1955,133,0,135,304,32.9,468,67557,4.60,0,32.3,65.8,65.4,0,106,0,121,20166,306,2587,223,82.9,0,20628,119300,269,0,3642,1443,1430,0,79.5,223,22.8,0,22.8,380,22.4,261,2502,4.73,0,26.2,40.6,40.3,0,235,0,20.9,10082,440,1282,220
2023-03-13 17:32:00,0,78.2,13415,46848,270,0,14031,4723,4312,0,71.3,1741,128,0,124,304,31.5,471,67406,4.13,0,32.3,65.8,65.7,0,104,0.600,121,28667,306,2584,223,78.2,0,29094,129690,270,0,3124,1499,1433,0,70.2,220,21.9,0,20.9,381,20.7,263,2500,4.27,0.389,26.2,40.3,41,0,231,0.600,20.9,10012,440,1277,218
2023-03-13 17:34:00,0,85.1,13390,47332,269,0,12135,4768,4543,0,300,1973,128,0,129,304,32.1,467,67528,4.52,0,32.3,66.1,66.4,0,104,0,137,18915,305,2583,221,85.1,0,19376,118450,269,0,3639,1508,1444,0,87.3,231,21.9,0,21.9,380,21.9,260,2492,4.27,0,26.2,41.1,43.2,0,230,0,23.8,9970,441,1279,221
2023-03-13 17:36:00,0,78.2,15604,49934,269,0,16060,4341,28028,0,142,1802,133,0,135,305,33.5,468,67457,4.52,0,32.3,65.3,66.5,0,103,38.2,132,20262,508,2586,221,78.2,0,20926,147577,269,0,3287,1443,1998,0,78.0,217,22.8,0,22.8,380,23.7,261,2503,4.27,0,26.2,40.3,41.8,0,231,35.3,22.8,12033,584,1288,215
2023-03-13 17:38:00,0,79.6,16294,50663,269,0,16813,4799,6547,0,221,1882,128,0,124,307,33.5,469,67505,4.13,0,32.7,65.8,66.6,0,185,38.2,126,28087,506,2587,218,79.6,0,28743,135232,270,0,3570,1531,1562,0,73.1,213,21.9,0,20.9,378,28.5,262,2483,4.27,0,26.2,40.3,41.9,0,263,35.3,22.2,12741,586,1288,213
2023-03-13 17:40:00,0,81.1,12819,46712,269,0,12146,4374,4543,0,298,1984,127,0,128,308,32.1,468,67554,4.13,0,32.7,66.1,66.1,0,121,0,121,20143,303,2584,226,81.1,0,20606,119367,269,0,3689,1457,1452,0,79.1,232,21.9,0,21.9,376,26.6,261,2487,4.27,0,26.2,40.6,42.2,0,250,0,21.3,9412,441,1279,223
2023-03-13 17:42:00,0,80.7,13405,46853,269,0,14106,4752,4330,0,71.3,1774,122,0,124,305,31.1,470,67370,4.13,0,32.0,66.1,65.7,0,105,0.600,120,27655,305,2583,222,80.7,0,28083,128675,270,0,3156,1503,1443,0,70.2,233,20.9,0,20.9,379,19.7,262,2501,4.27,0,26.0,40.7,41.7,0,230,0.600,20.9,10013,440,1277,217
2023-03-13 17:44:00,0,84.0,13046,46862,268,0,11730,4745,4481,0,2567,1899,117,0,124,309,32.7,470,67479,4.13,0,31.6,66.1,65.7,0,104,0.233,116,17919,304,2587,218,84.0,0,18379,118809,268,0,3497,1494,1458,0,131,228,20.0,0,20.9,378,21.4,262,2489,4.27,0,25.5,41.1,41,0,232,0.233,20.0,9634,441,1283,216
2023-03-13 17:46:00,0,87.7,14668,48440,269,0,14514,4380,4404,0,1967,1867,117,0,118,310,32.9,467,67455,4.13,0,31.8,65.8,65.7,0,103,0,120,26152,305,2585,221,87.7,0,26607,129613,269,0,3359,1449,1459,0,112,232,20.0,0,20.0,376,27.5,260,2479,4.27,0,25.7,40.6,41,0,232,0,20.9,11253,439,1280,215
2023-03-13 17:48:00,0,88.8,14580,48387,269,0,14574,4743,4401,0,143,1824,128,0,124,307,32.1,467,67452,4.13,0,31.6,65.8,65.8,0,187,37.6,126,17342,505,2583,226,88.8,0,18050,118901,270,0,3339,1498,1448,0,71.7,231,21.9,0,20.9,377,26.6,261,2483,4.27,0,25.5,40.3,40.6,0,260,34.7,21.9,10991,586,1279,223
2023-03-13 17:50:00,0,78.9,13316,47361,268,0,12223,4366,4542,0,299,1965,134,0,135,306,32.3,469,67558,4.13,0,31.6,65.7,65.7,0,107,0,132,20211,304,2582,222,78.9,0,20664,119465,269,0,3769,1443,1455,0,79.9,231,22.8,0,22.8,379,21.4,262,2496,4.27,0,25.5,40.3,41,0,234,0,28.1,9911,441,1277,218
2023-03-13 17:52:00,0,82.9,14233,48812,269,0,16423,4819,28014,0,140,1814,128,0,129,307,31.5,468,67449,4.13,0,32.0,65.8,65.7,0,103,0.600,126,29490,305,2586,221,82.9,0,29912,158052,270,0,3537,1524,2048,0,71.7,218,21.9,0,27.4,376,20.5,261,2512,4.27,0,26.0,40.3,40.6,0,231,0.600,22.1,10846,440,1282,217
2023-03-13 17:54:00,0,85.5,13650,48114,270,0,11861,4825,28089,0,221,1896,121,0,123,307,32.1,471,67524,4.13,0,32.3,66.1,65.7,0,103,0.600,132,20237,303,2586,221,85.5,0,20679,143539,270,0,3520,1529,2040,0,73.1,221,20.9,0,21.3,377,21.6,268,2511,4.27,0,26.2,40.6,40.6,0,232,0.600,22.8,10239,441,1287,220
2023-03-13 17:56:00,0,87.7,15806,49836,269,0,14963,4368,4471,0,226,1894,133,0,135,306,32.9,455,67480,4.13,0.389,32.3,66.0,65.7,0,103,0,132,28928,309,2583,222,87.7,0,29364,131494,269,0,3552,1451,1451,0,78.0,222,22.8,0,22.8,379,22.5,253,2495,4.27,0,26.2,40.6,41,0,232,0,22.8,12419,435,1282,217
2023-03-13 17:58:00,0,84.4,15814,49571,270,0,14194,4737,4325,0,2352,1751,139,0,135,306,30.7,454,67385,4.13,0,32.3,65.7,66.1,0,191,37.6,126,19166,508,2584,221,84.4,0,19862,122496,270,0,3212,1492,1443,0.389,104,223,29.5,0,22.8,378,19.7,253,2494,4.27,0,26.2,40.6,41.7,0,261,34.7,21.9,12242,585,1279,216
2023-03-13 18:00:00,0,81.1,14491,48502,269,0,12105,4367,4553,0,2579,1966,122,0,124,308,33.6,466,67566,4.13,0,32.3,65.7,66.1,0,107,0,115,20221,302,2585,222,81.1,0,20669,121771,269,0,3657,1446,1451,0.389,114,223,26.6,0,20.9,377,22.8,260,2478,4.27,0,26.2,40.6,40.6,0,235,0,20.0,11086,442,1280,218
2023-03-13 18:02:00,0.389,85.1,15515,49427,270,0,14617,4746,4404,0,149,1891,117,0,118,308,33.6,469,67409,4.13,0,32.3,66.0,66.1,0,103,0.600,116,28607,305,2593,223,85.1,0.389,29028,130852,270,0,3375,1502,1459,0,75.8,245,20.0,0,20.0,376,22.4,261,2485,4.27,0,26.2,41,40.6,0,231,0.989,20.0,12125,441,1283,219
2023-03-13 18:04:00,0.389,78.5,13363,47259,270,0,11751,4742,4474,0,222,1956,111,0,118,307,31.5,468,67507,4.13,0,32.3,65.7,65.7,0,9745,0.600,120,20220,304,2584,223,78.5,0.389,20657,128894,270,0.389,3483,1496,1463,0,73.5,247,19.4,0,20.0,378,20.5,261,2498,4.27,0,26.2,40.6,41,0,287,0.989,20.9,9957,440,1281,224
2023-03-13 18:06:00,0,81.1,15616,53711,269,0,116097,4364,4543,0,298,2003,128,0,129,307,30.7,467,67564,4.13,0,32.0,65.6,65.7,0,103,0,121,27830,307,2583,221,81.1,0,28247,233233,269,0.389,7585,1442,1452,0,80.2,241,22.2,0,21.9,379,19.7,260,2499,4.27,0,26.0,40.3,41,0,232,0,20.9,12229,439,1279,217
2023-03-13 18:08:00,0,84.4,21156,62803,270,0,130511,6144,24709,0,71.7,1993,128,0,129,303,1522,471,67393,4.13,0,31.6,65.8,65.7,0.389,188,38.0,126,18391,508,2842,731,84.4,0,18977,262860,270,0,8768,2184,2467,0,70.2,207,21.9,0,21.9,381,123,263,2488,4.66,0,25.5,40.3,41,0,262,35.0,21.9,17649,589,1292,231
2023-03-13 18:10:00,0,80,14726,51614,270,0,27444,5531,22899,0,288,2219,128,0,129,308,294,468,67584,4.13,0,31.6,65.8,65.7,0.389,106,0,126,26109,306,2841,736,80,0,26512,162974,270,0,5073,1959,2334,0,75.3,189,21.9,0,21.9,378,31.4,261,2497,4.66,0,25.5,41,41,0,235,0,21.9,11337,441,1289,237
2023-03-13 18:12:00,0,84.0,12344,45844,269,0,14575,4737,4397,0,148,1822,132,0,134,308,36.3,468,67435,4.13,0,31.6,65.7,65.7,0,103,0,126,17168,303,2589,228,84.0,0,17647,118461,269,0,3343,1506,1408,0,76.9,203,22.8,0,22.8,377,22.6,261,2513,4.27,0,25.5,40.6,41.4,0,231,0,21.9,8918,442,1281,228
2023-03-13 18:14:00,0,85.1,12443,46814,269,0,13441,4730,28046,0.389,517,1901,122,0,124,308,31.5,467,67486,4.13,0,31.6,65.8,65.8,0,103,0.600,115,20199,305,2587,222,85.1,0,20640,145084,268,0,3541,1503,2020,0,87.0,226,20.9,0,20.9,376,21.0,261,2505,4.27,0,25.5,40.3,41.7,0,231,0.600,20.0,9044,442,1280,221
2023-03-13 18:16:00,0,81.5,14381,48939,269,0.389,13712,4359,28108,0,300,1990,121,0.389,117,307,58.4,467,67549,4.13,0,31.8,65.7,65.8,0,105,0,126,27732,306,2586,221,81.5,0,28194,153446,269,0,3633,1439,2002,0,87.7,211,20.9,0,20.0,376,64.0,260,2501,4.27,0,25.7,40.3,41.4,0,231,0,21.9,10939,442,1280,215
2023-03-13 18:18:00,0,80.7,14487,47967,270,0,14141,4721,4322,0,81.9,1771,128,0,129,305,61.5,470,67360,4.13,0,32.3,66.0,65.3,0,184,38.0,115,18170,507,2586,226,80.7,0,18907,119090,270,0,3095,1478,1435,0,81.8,205,21.9,0,21.9,378,66.4,262,2493,4.27,0,26.2,41,41,0,262,35.0,20.0,10852,586,1281,223
2023-03-13 18:20:00,0,82.6,12902,46931,270,0,12193,4408,4547,0,288,1979,117,0,118,304,33.3,472,67543,4.13,0,32.3,67.3,65.3,0,106,38.0,121,29576,505,2582,225,82.6,0,30223,129839,270,0,3678,1457,1448,0,74.6,212,20.0,0,20.0,379,21.7,264,2492,4.27,0,26.2,41.5,40.3,0,236,35.0,20.9,9344,588,1277,222
2023-03-13 18:22:00,0,80.7,13905,47494,270,0,16207,4803,4415,0,1427,1814,122,0,124,306,32.1,468,67472,4.13,0,32.3,66.1,65.7,0,103,0,126,19863,301,2586,219,80.7,0,20322,124546,269,0,3289,1515,1407,0,92.4,192,20.9,0,20.9,378,21.6,261,2486,4.27,0,26.2,40.6,40.6,0.389,232,0,21.9,10505,444,1282,218
2023-03-13 18:24:00,0,80,14719,48554,270,0,13446,4800,4499,0,1499,1879,133,0,135,305,34.3,467,67487,4.13,0,32.3,66.4,65.7,0,105,0.989,132,20278,305,2585,218,80,0,20707,122154,270,0,3442,1514,1417,0,89.0,184,22.8,0,22.8,377,24.3,261,2484,4.27,0,26.2,41.8,40.3,0.389,231,0.600,22.8,11330,439,1285,211
2023-03-13 18:26:00,0,83.7,14764,48830,269,0,13721,4357,4544,0,289,1964,122,0,124,307,30.7,470,67556,4.13,0,31.8,66.1,66.1,0,105,0.389,115,29215,303,2585,223,83.7,0,29642,130703,270,0,3659,1439,1435,0,74.6,206,20.9,0.389,20.9,378,19.7,262,2496,4.27,0,25.7,41.4,40.6,0,231,0,20.0,11375,441,1285,219
2023-03-13 18:28:00,0,80.4,14759,48408,270,0,14200,4726,4339,0,1672,1748,111,0,113,304,31.5,468,67388,4.13,0,31.6,65.8,65.5,0,206,38.2,116,20260,509,2584,222,80.4,0,20965,123015,270,0,3179,1508,1429,0,100,202,19,0.389,19,379,25.6,261,2482,4.27,0,25.5,40.3,39.9,0,275,35.3,20.0,11170,588,1278,216
2023-03-13 18:30:00,0,76.0,14277,48070,270,0,11618,4340,4471,0,220,1887,116,0,117,306,31.5,468,67559,4.52,0,31.6,66.5,65.8,0,107,38.2,121,28916,508,2585,226,76.0,0,29551,127915,270,0,3387,1451,1424,0,72.8,220,20.0,0,20.0,378,25.6,261,2499,4.27,0.389,25.5,41.1,42.1,0,234,35.3,20.9,10720,588,1281,223
2023-03-13 18:32:00,0,80,14345,47879,269,0,14462,4692,4371,0,149,1804,117,0,112,306,31.5,468,67460,4.52,0,32.0,66.4,66.1,0,106,0,116,19209,305,2584,222,80,0,19662,120534,269,0,3254,1483,1416,0,76.6,208,20.0,0,19,380,20.5,261,2495,4.27,0.389,26.0,41,42.1,0,229,0,20.0,10933,439,1279,226
2023-03-13 18:34:00,0,81.5,14925,48779,270,0,13375,4698,4456,0,229,1887,121,0,123,306,32.9,466,67473,4.13,0,32.3,66.1,66.6,0,104,0.600,121,20217,306,2586,218,81.5,0,20659,120609,270,0,3509,1499,1425,0,78.0,222,20.9,0,20.9,379,22.4,260,2484,4.27,0,26.2,40.7,41.8,0,229,0.600,20.9,11519,439,1282,219
2023-03-13 18:36:00,0,77.4,15237,49376,269,0,15310,4323,4542,0,288,1954,122,0,124,305,30.7,458,67565,4.13,0,32.3,65.7,66.2,0,103,0,121,28283,305,2600,221,77.4,0,28707,131334,270,0,3712,1443,1435,0,75.3,223,20.9,0,20.9,379,20.1,256,2503,4.27,0,26.2,40.6,41.5,0,230,0,20.9,11845,441,1286,215
2023-03-13 18:38:00,0,77.8,16230,50287,269,0,16309,4789,6456,0,663,1800,121,0,123,306,32.9,456,67476,4.13,0,32.3,65.3,65.7,0,188,0.367,132,20316,303,2583,223,77.8,0,20775,126465,269,0,3393,1519,1534,0,92.7,214,20.9,0,20.9,379,28.3,255,2511,4.27,0,26.2,39.9,41,0,264,0.367,28.1,12822,442,1279,219
2023-03-13 18:40:00,0,84.4,15017,49538,270,0,11601,4337,28053,0,953,1884,128,0,129,312,33.7,470,67540,4.37,0,32.3,65.8,65.7,0,108,38.2,120,28179,507,2585,222,84.4,0,28824,152359,270,0,3402,1448,2015,0,100,223,21.9,0,26.9,375,28.7,262,2493,4.50,0,26.2,40.3,40.6,0,234,35.3,26.2,11467,587,1282,217
2023-03-13 18:42:00,0,80.7,13217,47046,269,0,15000,4710,4464,0,436,1875,122,0,124,308,30.7,468,67498,4.13,0,32.2,65.7,65.7,0,104,0,121,18438,307,2587,219,80.7,0,18895,120870,269,0,3539,1513,1427,0,84.3,210,20.9,0,25.9,377,19.7,266,2482,4.27,0,25.7,40.3,41,0,231,0,20.9,9817,439,1288,213
2023-03-13 18:44:00,0,81.5,13657,47323,269,0,12901,4718,4404,0,151,1814,117,0,118,306,32.5,467,67439,4.13,0,31.6,65.8,65.8,0,9793,0.600,115,20172,307,2585,222,81.5,0,20624,129779,268,0,3306,1498,1429,0,76.6,219,20.0,0,20.0,378,21.6,260,2489,4.27,0,25.5,41,41,0,295,0.600,20.3,10254,439,1286,223
2023-03-13 18:46:00,0,82.2,14910,49135,270,0,13732,4356,4557,0,288,2025,122,0,124,306,32.9,471,67600,4.37,0,31.6,65.4,65.7,0,9791,0.600,121,21581,304,2583,225,82.2,0,22031,132623,270,0,3715,1464,1437,0,75.0,252,20.9,0,20.9,379,22.5,263,2521,4.50,0,25.5,40.3,40.6,0,294,0.600,20.9,11515,439,1277,221
2023-03-13 18:48:00,0,76.3,14656,48526,269,0,14607,4735,4415,0,2431,1822,122,0,124,304,32.9,470,67515,4.83,0,31.6,65.4,65.3,0,184,0,126,20274,304,2585,220,76.3,0,20750,124343,269,0,3375,1511,1437,0,108,224,25.9,0,20.9,380,22.4,262,2518,4.97,0,25.5,39.9,41,0,261,0,21.9,11243,441,1279,215
2023-03-13 18:50:00,0,76.0,13634,47510,270,0,11673,4351,4493,0,2513,1893,128,0,124,304,30.7,467,67518,4.83,0,31.6,65.7,65.7,0,106,38.2,126,26873,506,2586,223,76.0,0,27537,128298,270,0,3478,1464,1424,0,110,223,26.8,0,20.9,379,19.7,261,2484,4.97,0,25.5,40.3,42.1,0,235,35.3,21.9,10060,587,1282,218
2023-03-13 18:52:00,0,77.4,12848,46902,269,0,17218,4800,4588,0,288,1968,128,0,129,306,32.1,467,67568,4.37,0,32.0,65.7,65.7,0,104,0,126,17363,305,2583,222,77.4,0,17820,122134,269,0,3797,1539,1431,0,75.0,229,21.9,0,21.9,380,21.5,260,2498,4.50,0,26.0,40.6,41.7,0,231,0,21.9,9430,441,1278,223
2023-03-13 18:54:00,0,76.7,12662,46075,270,0,12575,4809,4373,0,376,1755,128,0,129,310,32.9,470,67385,4.13,0.389,32.3,65.8,65.8,0,105,0.600,127,29808,305,2583,223,76.7,0,30240,129795,270,0,3100,1556,1447,0,96.7,229,21.9,0,22.2,376,22.4,262,2480,4.27,0,26.2,40.3,41.4,0,230,0.600,21.9,9262,439,1276,225
2023-03-13 18:56:00,0,80,16092,50267,270,0,13734,4358,4558,0,289,1961,127,0,128,312,32.1,471,67589,4.13,0.389,32.0,65.8,66.9,0,104,0.600,127,19167,305,2585,221,80,0,19615,120003,270,0,3696,1466,1430,0,76.1,220,21.9,0,22.2,376,21.6,263,2515,4.27,0,26.0,40.3,42.5,0,230,0.600,21.9,12688,439,1280,215
2023-03-13 18:58:00,0,81.5,17070,51503,269,0,14608,4726,28082,0,140,1813,133,0,129,308,30.7,470,67470,4.13,0,31.6,65.7,66.1,0,189,0,120,20360,309,2585,223,81.5,0,20817,146374,269,0,3365,1510,1915,0.389,71.7,217,22.8,0,21.9,378,19.7,262,2512,4.27,0,25.5,40.3,42.5,0,260,0,20.9,13657,438,1281,218
2023-03-13 19:00:00,0,80.7,14056,47893,270,0,11646,4352,4495,0,230,1905,122,0,124,307,31.5,470,67522,4.13,0,31.6,66.1,65.7,0,106,37.6,121,29579,510,2584,224,80.7,0,30227,128711,270,0,3440,1464,1430,0,79.1,235,20.9,0,20.9,376,20.6,262,2501,4.27,0,25.5,40.6,40.6,0,235,34.7,20.9,10492,585,1278,218
2023-03-13 19:02:00,0,82.9,15081,49301,270,0,15467,4729,4562,0,288,1981,122,0,129,308,55.0,468,67587,4.13,0,31.6,66.1,66.1,0,104,0,120,20267,307,2584,218,82.9,0,20736,123402,270,0,3762,1517,1431,0,75.0,226,20.9,0,21.9,375,62.3,260,2502,4.27,0,25.5,40.6,41.4,0,230,0,20.9,11634,439,1279,212
2023-03-13 19:04:00,0,83.3,13808,47187,269,0,12476,4735,4340,0,79.8,1756,117,0,112,311,56.9,467,67397,4.13,0,31.6,66.1,66.1,0,104,0,116,28976,307,2584,222,83.3,0,29419,128385,269,0,3115,1498,1418,0,74.4,183,20.0,0,19,374,63.3,261,2497,4.27,0,25.5,40.6,41,0,231,0,20.0,10378,438,1279,223
2023-03-13 19:06:00,0.389,90.3,13651,47513,269,0,15305,4338,4533,0,1889,1955,122,0,124,309,34.8,467,67573,4.13,0,31.6,66.1,66.1,0,103,0.600,126,19230,305,2586,228,90.3,0.389,19694,123318,270,0,3608,1431,1426,0,105,190,20.9,0,20.9,377,23.7,260,2503,4.27,0,25.5,40.6,40.6,0,231,0.600,21.9,10249,441,1282,230
2023-03-13 19:08:00,0,88.4,14426,48246,269,0,16466,4793,6479,0,1730,1810,133,0,135,309,31.5,470,67432,4.13,0,32.0,65.7,66.4,0,187,0,132,20259,303,2584,222,88.4,0,20736,127743,269,0,3370,1510,1518,0,95.9,190,23.2,0,22.8,377,20.6,262,2480,4.27,0,26.0,40.6,41.4,0,261,0,22.8,11021,442,1279,217
2023-03-13 19:10:00,0,81.5,14446,48152,269,0,11731,4331,4458,0,1504,1877,122,0,124,307,31.5,468,67512,4.13,0,32.3,65.7,66.4,0,107,37.6,121,28515,507,2556,221,81.5,0,29179,128898,270,0.389,3425,1412,1398,0,94.3,181,20.9,0,20.9,379,20.9,261,2498,4.27,0,26.2,40.3,41,0,234,35.1,20.9,10877,588,1267,214
2023-03-13 19:12:00,0,84.4,13630,47653,269,0,15427,4719,4536,0,288,1953,128,0.389,129,305,32.2,470,67603,4.13,0,31.8,65.7,66.1,0.389,103,37.6,126,20236,506,2587,223,84.4,0,20909,123545,270,0.389,3694,1484,1417,0,75.0,184,21.9,0,21.9,380,21.9,261,2506,4.27,0,25.7,40.3,40.3,0,231,35.1,21.9,10055,588,1288,223
2023-03-13 19:14:00,0,84.0,12789,45973,268,0,12410,4718,4325,0,71.3,1744,127,0.389,128,304,33.6,468,67379,4.13,0,31.6,66.4,65.4,0.389,103,0,126,28049,308,2584,223,84.0,0,28467,127332,268,0,3031,1471,1417,0,70.2,191,21.9,0,21.9,379,22.5,261,2488,4.66,0,25.5,41.1,40.3,0,231,0,21.9,9397,438,1279,225
2023-03-13 19:16:00,0,78.5,16062,50597,268,0.389,13689,4371,28128,0.389,299,1955,122,0,124,305,32.1,469,67533,4.13,0,31.6,66.1,65.3,0,102,0.600,126,18434,307,2585,225,78.5,0,18887,143493,268,0,3593,1443,1996,0,79.9,202,20.9,0,20.9,379,20.6,262,2477,4.66,0,25.5,40.6,41,0,232,0.600,21.9,12658,438,1281,221
2023-03-13 19:18:00,0,78.2,17164,50962,269,0.389,14549,4706,4373,0.389,140,1801,122,0,124,307,31.5,456,67411,4.13,0,31.6,66.4,66.1,0,204,0,121,20322,307,2586,222,78.2,0,20774,121887,269,0,3318,1467,1415,0,70.9,196,20.9,0,20.9,379,20.5,254,2476,4.27,0,25.5,41,41.4,0,275,0,20.9,13760,440,1282,216
2023-03-13 19:20:00,0,81.1,14706,48474,270,0,11624,4351,4469,0,230,1895,122,0,124,307,30.7,468,67513,4.13,0,31.6,66.4,66.1,0,107,38.0,132,21592,504,2583,221,81.1,0,22258,120167,270,0,3410,1430,1431,0,78.0,198,20.9,0,20.9,378,19.7,261,2496,4.27,0,25.5,41,41.7,0,235,35.0,22.8,11138,585,1279,216
2023-03-13 19:22:00,0,78.2,13952,48214,270,0,17197,4818,4567,0,516,1963,133,0,129,310,32.1,468,67576,4.13,0,32.0,66.1,66.1,0,105,38.0,121,20234,507,2584,222,78.2,0,20905,125778,270,0,3755,1529,1472,0,91.1,221,22.8,0,21.9,374,26.6,261,2504,4.27,0,26.0,40.6,41.4,0,231,35.0,20.9,10388,584,1279,228
2023-03-13 19:24:00,0,77.1,14379,48088,269,0,13002,4801,4415,0,139,1813,122,0,118,307,32.9,470,67454,4.13,0,32.3,66.4,66.4,0,104,0.389,121,26945,305,2587,221,77.1,0,27374,127418,269,0,3306,1519,1450,0,70.9,223,20.9,0,20.0,376,27.8,262,2506,4.27,0,26.2,41.0,42.1,0,231,0,20.9,10993,439,1281,215
2023-03-13 19:26:00,0,76.7,15625,49480,270,0,13291,4367,4482,0,230,1892,128,0,124,307,31.5,468,67502,4.13,0,32.3,66.0,66.1,0,104,0.600,126,17382,307,2585,222,76.7,0,17838,117200,270,0,3494,1441,1446,0,78.8,214,21.9,0,20.9,377,20.5,261,2497,4.27,0,26.2,40.6,41.7,0.389,230,0.600,26.8,12222,438,1280,216
2023-03-13 19:28:00,0,75.2,15121,48888,269,0,14626,4723,4397,0,647,1808,128,0,135,308,31.5,466,67444,4.13,0,32.3,66.0,65.8,0,185,0.233,121,29820,308,2583,221,75.2,0,30250,132753,269,0,3344,1479,1424,0,81.9,190,21.9,0.389,22.8,378,20.6,259,2486,4.27,0,26.2,40.6,41,0,260,0.233,25.9,11727,438,1277,219
2023-03-13 19:30:00,0,77.8,14531,47944,269,0,11159,4345,4395,0,650,1811,122,0,124,306,31.5,468,67439,4.13,0,32.3,65.7,65.8,0,106,0,121,17893,304,2587,222,77.8,0,18345,115733,269,0,3193,1430,1415,0,81.1,177,20.9,0,25.8,379,20.6,267,2497,4.27,0,26.2,40.6,41,0,234,0,20.9,11130,442,1282,217
2023-03-13 19:32:00,0,88.5,15013,49139,270,0,15452,4719,4537,0,297,1973,121,0,123,304,32.1,469,67530,4.99,0,32.3,66.1,66.1,0,105,38.2,126,20270,503,2583,223,88.5,0,20950,123790,270,0,3692,1475,1400,0,80.6,193,20.9,0,20.9,380,21.6,267,2504,4.73,0,26.2,41,41.7,0,229,35.3,21.9,11451,589,1285,220
2023-03-13 19:34:00,0,80.4,14577,48304,269,0,12933,4737,4395,0,432,1813,122,0,124,304,34.3,467,67387,4.83,0,32.3,65.8,66.3,0,104,0,126,29326,305,2583,218,80.4,0,29746,130214,269,0,3319,1499,1423,0,84.4,196,20.9,0,20.9,380,24.2,260,2483,4.97,0,26.2,40.3,42.5,0,230,0,21.9,11198,440,1279,213
2023-03-13 19:36:00,0,84.4,15317,49686,270,0,14887,4346,28057,0,521,1883,122,0,129,307,32.1,468,67486,4.60,0,32.7,65.7,66.0,0,104,0.600,121,20281,307,2584,225,84.4,0,20740,146551,270,0,3451,1429,1985,0,91.5,193,25.9,0,21.9,376,21.6,261,2504,4.73,0.389,26.2,40.3,42.1,0,231,0.600,20.9,11910,438,1281,224
2023-03-13 19:38:00,0,87.3,15058,49749,270,0,16754,4812,30130,0,2512,1890,122,0,124,309,32.1,465,67511,4.13,0,32.2,65.7,65.8,0,9866,0.600,115,28967,303,2614,223,87.3,0,29420,172895,270,0,3466,1506,2075,0,110,176,25.9,0,20.9,375,21.6,259,2500,4.27,0.389,25.7,40.3,41.4,0,328,0.600,20.0,11660,441,1295,223
2023-03-13 19:40:00,0,82.6,13673,46818,269,0,10588,4299,4279,0,2358,1717,122,0,118,304,31.5,467,67405,4.13,0,31.6,65.7,65.8,0,9785,0,110,19162,301,2584,221,82.6,0,19614,128017,269,0,2931,1408,1390,0,101,180,20.9,0,20.0,381,20.5,261,2505,4.27,0,25.5,40.3,40.6,0,302,0,19.4,10269,443,1279,215
