"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc29fde128c3be)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc29fde128c3be)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-14 03:24:00,0,76.0,12760,46228,270,0,12566,4799,4316,0,2361,1732,128,0,129,311,32.9,468,67553,4.13,0,32.3,65.7,65.7,0,103,0.756,126,28455,305,2582,222,76.0,0,28874,130473,270,0,3152,1548,1441,0,102,206,21.9,0,21.9,376,27.6,261,2487,4.27,0,26.2,40.6,40.6,0,231,0.367,21.9,9362,439,1276,216
2023-03-14 03:26:00,0,81.5,14506,48493,270,0,13692,4353,4544,0,298,1976,128,0,124,310,33.5,468,67733,4.13,0,32.3,65.7,65.7,0,103,0.600,126,18829,306,2582,222,81.5,0,19266,119609,270,0,3664,1456,1442,0,79.9,230,21.9,0,20.9,375,28.7,260,2493,4.66,0,26.2,40.6,40.6,0,232,0.600,21.9,11106,439,1276,216
2023-03-14 03:28:00,0,80.7,15658,49569,269,0,14580,4723,4390,0,652,1816,128,0.389,129,307,32.1,467,67611,4.13,0,32.3,66.4,66.1,0.389,9881,0,121,20263,307,2557,224,80.7,0,20732,132553,270,0,3348,1519,1444,0,87.8,222,21.9,0,21.9,378,21.7,260,2490,4.66,0,26.2,41,41.8,0,326,0,20.9,12247,438,1267,229
2023-03-14 03:30:00,0,79.3,13465,47368,270,0,11678,4351,4513,0,731,1899,128,0.389,124,308,30.7,468,67682,4.13,0,32.3,66.3,65.7,0.389,118,38.2,126,21724,506,2586,227,79.3,0,22382,121106,270,0,3496,1465,1466,0,89.2,223,22.2,0,20.9,378,19.7,261,2516,4.27,0,26.2,41.0,41.0,0,251,35.3,21.8,9896,586,1282,222
2023-03-14 03:32:00,0,81.5,12872,47014,270,0,15453,4727,4543,0,296,1957,122,0,124,304,32.9,469,67766,4.13,0,32.3,66.1,65.8,0,103,38.2,132,20246,506,2586,221,81.5,0,20911,123696,270,0,3748,1525,1452,0,78.8,210,21.3,0,20.9,382,27.6,261,2525,4.27,0.389,26.2,40.7,41,0,232,35.3,22.8,9300,587,1281,221
2023-03-14 03:34:00,0,79.6,13837,47374,269,0,12496,4749,4331,0,71.3,1754,133,0,135,304,30.7,469,67561,4.13,0,32.3,66.4,65.4,0,102,0,132,27002,304,2583,222,79.6,0,27433,127844,269,0,3133,1515,1449,0,70.2,227,22.8,0,22.8,382,19.7,262,2498,4.27,0.389,26.2,41.0,41,0,232,0,28.1,10435,440,1277,217
2023-03-14 03:36:00,0,78.2,14827,48759,270,0,14933,4371,4482,0,229,1906,132,0,134,304,31.5,469,67695,4.13,0,32.7,65.8,66.1,0,104,0.600,126,17405,305,2586,223,78.2,0,17862,120531,270,0,3523,1447,1447,0,78.4,233,22.8,0,28.3,379,20.5,261,2497,4.27,0,26.2,40.4,41,0,230,0.600,27.2,11414,440,1287,220
2023-03-14 03:38:00,0,75.6,16325,50506,270,0,16448,4860,6494,0,149,1830,122,0,124,303,32.3,470,67638,4.13,0,32.7,65.8,66.1,0,192,0,126,29790,308,2584,222,75.6,0,30219,136583,269,0,3422,1541,1544,0,76.9,212,20.9,0,20.9,381,21.5,268,2525,4.27,0,26.2,40.4,42.1,0,262,0,21.9,12926,438,1285,217
2023-03-14 03:40:00,0,86.2,14508,48062,270,0,11180,4349,4390,0,1728,1809,133,0,135,304,32.3,468,67632,4.13,0,32.0,65.8,65.7,0,107,37.6,126,19887,507,2584,222,86.2,0,20568,119430,270,0,3203,1435,1431,0,96.3,187,22.8,0,22.8,381,21.6,261,2521,4.27,0,26.0,40.3,41,0,235,34.7,21.9,10945,586,1284,216
2023-03-14 03:42:00,0,84.8,13487,47529,270,0,15486,4734,4543,0,297,2006,128,0,130,303,32.1,469,67797,4.37,0,31.6,65.8,65.8,0,103,37.6,115,20171,505,2585,219,84.8,0,20869,123749,270,0,3709,1496,1426,0,80.2,229,27.6,0.389,21.9,380,21.5,261,2510,4.50,0,25.5,40.6,41.4,0.389,230,34.7,20.0,9904,589,1281,217
2023-03-14 03:44:00,0,80.4,11867,45325,269,0,12930,4723,4389,0,139,1847,117,0,118,307,32.1,469,67643,4.37,0,31.6,65.8,66.1,0,106,0,121,28821,305,2584,223,80.4,0,29259,129405,269,0,3306,1486,1408,0,71.7,210,25.7,0,20.0,378,21.5,262,2488,4.50,0,25.5,41,40.6,0,231,0,20.9,8465,441,1279,223
2023-03-14 03:46:00,0,78.9,15115,49365,270,0,13236,4337,28087,0,224,1937,128,0,124,307,32.1,469,67706,4.13,0,31.6,65.8,65.7,0,103,0.600,116,20256,303,2586,225,78.9,0,20706,144685,270,0,3398,1424,1966,0,81.7,207,21.9,0,20.9,378,21.6,262,2505,4.27,0,25.5,40.6,41,0,231,0.600,20.0,11705,441,1280,221
2023-03-14 03:48:00,0,82.9,16141,50143,269,0,15081,4717,4465,0,226,1896,117,0,118,307,32.9,469,67673,4.13,0,31.6,65.7,66.1,0,187,0.233,121,28472,306,2586,219,82.9,0,28923,131645,269,0,3505,1478,1404,0,78.8,183,20.0,0,20.0,379,22.5,261,2495,4.27,0,25.5,40.3,41.7,0,263,0.233,20.9,12733,439,1282,214
2023-03-14 03:50:00,0,83.0,13054,46131,269,0,10726,4353,4315,0,364,1759,122,0,124,310,31.5,468,67593,4.13,0,31.8,66.4,65.7,0,107,0,116,18605,307,2582,221,83.0,0,19057,115571,268,0,3000,1434,1414,0,82.5,197,20.9,0,20.9,376,20.6,261,2500,4.27,0,25.7,41.1,41,0,234,0,20.0,9632,439,1277,217
2023-03-14 03:52:00,0,84.4,13916,48124,270,0,17194,4804,4562,0,809,1963,122,0,124,308,32.1,469,67771,4.13,0,32.3,65.3,66.1,0,103,38.0,132,20215,504,2585,219,84.4,0,20893,126202,270,0,3771,1497,1439,0,104,203,20.9,0,20.9,377,21.5,261,2501,4.27,0,26.2,40.3,40.6,0,231,35.0,23.2,10339,587,1281,213
2023-03-14 03:54:00,0,84.4,12574,46088,269,0,13002,4763,4414,0,147,1801,133,0,140,304,30.7,468,67637,4.13,0,32.0,65.8,66.0,0,103,0,143,27936,306,2583,222,84.4,0,28383,128625,269,0,3278,1488,1432,0,76.6,189,22.8,0,23.8,379,19.7,261,2497,4.27,0,26.0,40.3,41,0,231,0,25.1,9170,439,1279,222
2023-03-14 03:56:00,0,77.4,15013,48818,270,0,13291,4348,4466,0,1506,1886,139,0,140,306,32.3,468,67711,4.13,0.389,32.3,65.8,66.4,0,103,0.600,131,20280,306,2585,223,77.4,0,20719,121711,270,0,3458,1447,1441,0,89.5,201,23.8,0,23.8,378,21.5,261,2496,4.27,0,26.2,40.6,41,0,231,0.600,22.8,11616,438,1280,218
2023-03-14 03:58:00,0,75.6,16010,50371,270,0,15545,4715,4541,0,299,1964,133,0,135,308,31.9,457,67761,4.13,0.389,32.3,65.8,66.1,0,207,0.600,116,27248,306,2587,223,75.6,0,27693,131141,270,0,3779,1484,1454,0,79.9,217,22.8,0,22.8,376,20.6,255,2498,4.27,0,26.2,40.3,41.4,0,284,0.600,20.0,12613,439,1282,220
2023-03-14 04:00:00,0,74.1,13390,46521,269,0,10672,4350,4322,0,72.1,1738,122,0,124,308,31.9,455,67580,4.13,0,32.3,65.7,65.7,0,9772,0,121,17432,306,2583,216,74.1,0,17879,123983,269,0,2978,1429,1437,0,70.2,195,20.9,0,20.9,378,20.9,254,2492,4.27,0,26.2,40.3,40.6,0,296,0,20.9,9976,441,1277,209
2023-03-14 04:02:00,0,71.9,13706,47692,269,0,15400,4714,4532,0,290,1953,128,0,135,303,31.5,469,67726,4.13,0,32.3,65.3,65.3,0,103,38.0,126,29806,507,2583,223,71.9,0,30438,133935,270,0,3673,1474,1402,0,74.6,190,21.9,0,22.8,380,20.9,261,2489,4.27,0,26.2,39.9,40.6,0,231,35.0,21.9,10149,587,1277,223
2023-03-14 04:04:00,0,77.8,13216,47109,269,0,12917,4724,28033,0,668,1822,128,0,129,305,32.9,466,67532,4.13,0,32.3,65.8,65.4,0,104,0,116,17944,305,2617,224,77.8,0,18415,142659,269,0,3267,1472,1886,0,92.7,188,21.9,0,21.9,379,22.5,260,2468,4.27,0,26.2,40.3,41,0,231,0,20.0,9798,440,1304,225
2023-03-14 04:06:00,0,78.2,16587,54396,269,0,117181,4347,4469,0,220,1891,117,0,118,304,32.9,467,67606,4.13,0,31.8,65.8,65.9,0,105,0.600,110,20337,305,2587,222,78.2,0,20758,225994,269,0,7376,1427,1418,0,73.5,193,20.0,0,20.0,380,22.5,260,2474,4.27,0,25.7,40.3,41.5,0,230,0.600,19,13202,440,1288,216
2023-03-14 04:08:00,0,73.0,23443,67984,269,0,136239,7329,43345,0,298,2486,117,0,118,307,1767,468,67692,4.13,0,31.6,65.7,65.8,0,186,0.600,121,29937,302,3120,1241,73.0,0,30266,303645,269,0.389,9819,2716,3436,0,79.1,240,20.0,0,20.0,379,130,261,2478,4.27,0,25.5,40.3,41.4,0,260,0.600,20.9,20131,442,1308,251
2023-03-14 04:10:00,0,75.6,13689,48226,269,0,23447,4376,4336,0,80.9,1756,128,0,129,308,35.7,470,67540,4.13,0,31.8,65.7,66.1,0,107,0,126,20219,305,2588,224,75.6,0,20649,130160,270,0,4277,1475,1447,0,75.1,227,21.9,0,21.9,379,21.6,262,2475,4.27,0,25.7,40.3,41.7,0,234,0,21.9,10295,439,1282,216
2023-03-14 04:12:00,0.389,75.2,14528,48843,269,0,15552,4732,4547,0,290,1958,127,0,128,306,34.8,468,67769,4.13,0,32.3,65.7,66.1,0,104,38.0,127,29178,505,2591,228,75.2,0.389,29805,133357,270,0,3780,1506,1451,0,75.3,222,21.9,0,21.9,378,24.0,261,2504,4.27,0,26.2,40.3,41.7,0,231,35.0,21.9,10980,587,1285,227
2023-03-14 04:14:00,0,80,15402,49073,269,0,11253,4726,4404,0,149,1827,128,0,124,304,32.9,467,67630,4.13,0,32.3,65.7,66.3,0,104,0,126,19377,304,2587,227,80,0,19837,117577,269,0,3263,1493,1436,0.389,76.2,224,21.9,0,21.3,379,22.9,261,2510,4.27,0,26.2,40.3,41.4,0,231,0,21.9,11991,439,1283,225
2023-03-14 04:16:00,0,73.8,15597,49407,270,0.389,14940,4348,4481,0,221,1895,127,0,123,306,31.5,468,67639,4.52,0,31.8,65.7,65.7,0,104,0,121,20323,306,2585,223,73.8,0,20749,122177,270,0,3492,1414,1430,0.389,74.2,189,21.9,0,21.3,378,25.6,261,2487,4.27,0,25.7,40.3,40.6,0,231,0,20.9,12204,438,1281,223
2023-03-14 04:18:00,0,78.9,16306,50569,269,0.389,15524,4713,4532,0,289,1964,122,0,124,306,55.1,470,67738,4.52,0,31.6,65.7,65.7,0,189,0.600,126,28644,306,2606,210,78.9,0,29092,132702,269,0,3724,1467,1406,0,75.0,171,20.9,0,20.9,378,62.1,262,2496,4.27,0,25.5,40.3,41,0,261,0.600,21.9,12887,440,1287,218
2023-03-14 04:20:00,0,78.2,13757,46812,269,0,10659,4339,4319,0,2366,1738,128,0,129,306,36.9,467,67532,4.13,0,31.6,65.8,65.7,0,105,0,132,20226,305,2582,213,78.2,0,20678,119251,268,0,2961,1413,1395,0,107,184,21.9,0,21.9,378,29.7,260,2471,4.27,0,25.5,40.3,41,0,235,0.389,22.8,10351,440,1277,208
2023-03-14 04:22:00,0,79.6,13980,47885,270,0,16710,4790,4497,0,2506,1894,128,0.389,129,308,32.1,468,67632,4.13,0,31.6,65.8,65.7,0.389,103,38.2,121,27936,508,2583,221,79.6,0,28585,135257,270,0,3497,1493,1413,0,106,186,21.9,0,21.9,377,21.6,261,2475,4.66,0,25.5,40.3,40.3,0,232,35.7,25.9,10424,584,1279,217
2023-03-14 04:24:00,0,86.2,13845,47479,269,0,11315,4794,4415,0.389,367,1807,122,0.389,124,304,32.8,468,67554,4.13,0,31.6,65.8,66.1,0.389,105,38.2,121,18185,508,2587,222,86.2,0,18878,117132,269,0,3269,1510,1421,0,88.1,183,20.9,0,25.9,380,22.4,261,2469,4.66,0,25.5,40.3,41.0,0,232,35.3,26.2,10276,584,1282,217
2023-03-14 04:26:00,0,81.5,14198,48466,270,0,14935,4343,28108,0.389,447,1895,128,0,124,305,32.8,468,67679,4.13,0,31.6,66.4,65.8,0,105,0,132,20212,307,2583,221,81.5,0,20663,146611,270,0,3495,1437,1932,0,88.9,200,21.9,0,20.9,378,22.4,266,2496,4.27,0,25.5,41,40.7,0,230,0,22.8,10792,438,1277,221
2023-03-14 04:28:00,0,84.0,13689,48318,270,0,15539,4720,28167,0,287,1962,133,0,135,307,30.7,468,67726,4.13,0,31.6,65.7,66.1,0,187,0.989,132,27928,307,2584,224,84.0,0,28387,156217,270,0,3746,1478,1931,0,73.9,195,22.8,0,22.8,379,19.7,261,2506,4.27,0,25.5,40.3,40.6,0,260,0.600,22.8,10279,439,1284,225
2023-03-14 04:30:00,0,81.8,13171,46613,269,0,11149,4341,4393,0,1746,1811,127,0,128,309,32.9,471,67659,4.13,0,31.6,65.7,65.8,0,121,0,126,20199,306,2585,220,81.8,0,20659,119606,270,0,3209,1445,1413,0,100,198,26.8,0,21.9,378,22.4,263,2511,4.27,0.389,25.5,40.3,40.3,0,249,0,21.9,9758,440,1280,214
2023-03-14 04:32:00,0,78.5,13417,47249,270,0,14996,4715,4468,0,1819,1891,122,0,124,309,32.9,468,67760,4.13,0,31.6,65.7,65.8,0,105,38.2,120,27252,507,2584,223,78.5,0,27888,131856,270,0,3492,1459,1403,0,97.8,187,26.3,0,20.9,376,22.4,261,2512,4.27,0,25.5,40.3,40.3,0,230,35.3,20.9,9857,586,1279,218
2023-03-14 04:34:00,0,77.4,14432,48224,269,0,11669,4714,4461,0,732,1889,122,0,118,307,31.5,468,67726,4.13,0,31.6,65.8,65.7,0,105,38.2,126,17559,506,2583,221,77.4,0,18227,117177,269,0,3431,1472,1405,0,88.5,200,20.9,0,20.0,377,20.6,260,2524,4.27,0,25.5,40.7,41,0,231,35.3,21.9,10864,585,1277,214
2023-03-14 04:36:00,0,82.9,16389,49992,270,0,15555,4328,4311,0,372,1731,133,0,135,304,32.1,467,67581,4.13,0,32.0,66.6,65.8,0,105,0,126,26061,306,2587,223,82.9,0,26474,128627,270,0,3119,1447,1423,0,87.8,213,22.8,0,22.8,381,21.8,260,2508,4.27,0,26.0,40.7,41.4,0,231,0,21.9,13000,439,1283,224
2023-03-14 04:38:00,0,83.7,15357,49812,270,0,17300,4813,6636,0,580,1955,133,0,129,307,32.3,469,67707,4.13,0,32.0,66.9,65.8,0,188,0.600,121,17086,304,2584,223,83.7,0,17550,124646,270,0,3811,1542,1579,0,86.9,218,22.8,0.389,21.9,378,21.9,261,2498,4.27,0,26.0,40.7,41.4,0,262,0.600,20.9,11950,442,1280,219
2023-03-14 04:40:00,0,82.6,13806,47287,269,0,11155,4366,4398,0,149,1815,122,0,130,309,30.7,467,67618,4.13,0,32.0,66.1,65.7,0,107,0,121,20229,303,2584,222,82.6,0,20678,117953,269,0,3224,1448,1450,0,76.9,220,20.9,0.389,21.9,375,19.7,260,2499,4.27,0,26.0,41,41.7,0,234,0,20.9,10395,442,1279,217
2023-03-14 04:42:00,0,78.9,14379,48308,270,0,15015,4730,4478,0,229,1894,128,0,130,308,32.1,456,67675,4.13,0,31.6,65.8,65.8,0,104,0,132,28795,307,2585,222,78.9,0,29217,131680,270,0,3541,1493,1445,0,77.7,213,21.9,0,21.9,376,21.6,254,2481,4.27,0,25.5,41,41,0,231,0,22.8,10980,439,1280,216
2023-03-14 04:44:00,0,79.6,14041,48213,270,0,12138,4706,4530,0,327,1960,138,0,140,306,32.9,467,67679,4.13,0,32.0,65.8,65.7,0,9777,37.5,132,19183,505,2586,223,79.6,0,19871,129281,269,0,3686,1504,1437,0,89.4,225,23.8,0,23.8,379,22.4,260,2476,4.27,0,25.5,40.6,40.3,0,296,35.3,22.8,10462,586,1281,223
2023-03-14 04:46:00,0,81.1,16666,50286,270,0,13951,4338,4310,0,1367,1782,128,0,129,305,32.3,468,67515,4.13,0,32.4,65.7,65.7,0,9778,0,131,29594,303,2584,221,81.1,0,30019,141903,270,0,3103,1445,1413,0,99.5,224,21.9,0,21.9,381,21.4,262,2460,4.27,0,26.0,40.3,40.3,0.389,296,0,22.8,13279,441,1279,221
2023-03-14 04:48:00,0,78.2,17495,51935,270,0,15570,4764,4587,0,289,1974,128,0,129,303,30.7,471,67679,4.13,0,32.3,65.5,65.7,0,188,0.600,126,19886,305,2613,222,78.2,0,20341,123437,270,0,3779,1518,1448,0,75.7,225,21.9,0,21.9,380,19.7,263,2475,4.27,0,26.2,40.4,40.3,0.389,261,0.600,21.9,14101,440,1293,216
2023-03-14 04:50:00,0,78.9,14482,48003,268,0,11133,4348,4401,0,140,1813,128,0,129,305,32.1,467,67552,4.13,0,32.0,65.5,65.8,0,108,0.600,121,20241,308,2585,225,78.9,0,20678,117983,268,0,3236,1450,1428,0,71.7,215,21.9,0,21.9,379,21.6,260,2465,4.27,0,26.0,40.0,41,0,233,0.600,21.3,11089,438,1281,221
2023-03-14 04:52:00,0,79.6,14515,49131,269,0,16788,4809,28136,0,229,1893,128,0,129,308,32.1,466,67654,4.13,0,31.6,66.0,66.2,0,105,0,126,29186,306,2585,223,79.6,0,29605,158346,268,0,3563,1517,2028,0,78.8,218,21.9,0,21.9,376,21.6,260,2496,4.27,0,25.5,40.6,41.5,0,231,0,21.9,11131,438,1280,218
2023-03-14 04:54:00,0,76.3,15134,49876,270,0,12262,4804,28180,0,289,1963,122,0,129,304,32.9,467,67681,4.13,0,31.6,66.1,66.1,0,104,38.2,126,20229,502,2583,221,76.3,0,20895,144826,270,0,3674,1526,2021,0,75.3,223,20.9,0,21.9,378,22.4,261,2478,4.27,0,25.5,40.6,42.1,0,231,35.3,21.9,11565,589,1277,215
2023-03-14 04:56:00,0,80.4,14708,48055,269,0,13965,4341,4318,0,80.9,1733,122,0,124,304,32.1,467,67503,4.13,0.389,32.0,66.1,66.6,0,103,0,121,28622,303,2584,221,80.4,0,29050,129252,269,0,3079,1437,1432,0,75.5,217,20.9,0,20.9,379,21.6,260,2472,4.27,0,26.0,40.6,41.5,0,231,0,20.9,11308,442,1279,220
2023-03-14 04:58:00,0,83.7,14077,48251,270,0,15575,4783,4586,0,298,1968,116,0,117,307,30.7,467,67698,4.13,0,32.3,65.7,65.7,0,187,0.600,116,18906,303,2617,223,83.7,0,19389,122309,270,0,3763,1517,1476,0,79.1,216,20.0,0,20.0,376,19.7,260,2475,4.27,0,26.2,40.3,40.6,0,263,0.600,20.0,10649,441,1303,220
2023-03-14 05:00:00,0,84.0,14000,47523,269,0,11124,4354,4389,0,139,1809,128,0,124,305,33.3,469,67564,4.13,0,32.3,65.7,65.7,0,106,0.600,126,20194,303,2585,222,84.0,0,20639,118044,269,0,3203,1466,1429,0,70.2,219,21.9,0,20.9,379,27.4,261,2478,4.27,0,26.2,40.3,41.4,0,235,0.600,21.9,10592,441,1285,217
2023-03-14 05:02:00,0,77.8,15288,49396,270,0,15123,4770,4535,0,230,1931,121,0,123,304,55.6,470,67630,4.13,0,32.3,65.7,65.7,0,102,0,116,28562,303,2612,222,77.8,0,28991,131678,270,0,3584,1528,1443,0,78.4,231,20.9,0,20.9,380,67.3,262,2489,4.27,0,26.2,40.3,41.4,0,233,0,20.0,11856,442,1293,216
2023-03-14 05:04:00,0,74.9,14643,48866,270,0,12204,4729,4564,0,288,1992,117,0,124,305,58.1,467,67723,4.13,0,31.8,65.7,65.8,0,118,38.2,109,20251,505,2583,224,74.9,0,20935,120361,270,0,3711,1517,1437,0,75.0,234,20.0,0,20.9,378,64.2,261,2502,4.27,0,25.7,40.3,41.5,0,246,35.3,19,11028,589,1277,230
2023-03-14 05:06:00,0,75.2,16201,49870,269,0,15711,4349,4352,0,71.3,1758,117,0,118,306,33.9,468,67566,4.13,0,31.6,65.7,65.3,0,119,0,121,28377,306,2587,222,75.2,0,28781,131013,269,0,3137,1468,1433,0,70.2,218,20.0,0,20.0,378,28.1,261,2516,4.27,0,25.5,40.3,40.3,0,245,0,20.9,12813,439,1283,227
2023-03-14 05:08:00,0,78.9,15570,50100,270,0,17466,4838,6640,0,298,1987,122,0,124,305,32.1,468,67703,4.13,0,31.6,65.8,65.7,0,186,0,115,18657,307,2615,217,78.9,0,19133,126250,270,0,3842,1559,1543,0,80.6,235,20.9,0,20.9,379,26.9,261,2487,4.27,0,25.5,40.3,40.6,0,262,0,20.0,12151,438,1298,211
2023-03-14 05:10:00,0.389,77.1,13396,46983,269,0,11366,4361,4418,0,2431,1828,122,0,124,305,32.9,468,67572,4.13,0,31.6,65.8,66.1,0,106,0.600,121,20180,305,2582,225,77.1,0.389,20631,120493,269,0,3335,1465,1429,0,102,224,20.9,0,21.3,379,22.9,261,2475,4.27,0,25.5,40.3,41,0,234,0.600,20.9,9988,440,1277,220
2023-03-14 05:12:00,0.389,76.7,13734,47741,270,0,15074,4748,4540,0,449,1911,117,0,124,306,32.1,467,67637,4.13,0,31.6,65.7,66.4,0,103,0,121,28110,302,2586,223,76.7,0.389,28546,131267,270,0,3620,1524,1445,0,90.0,228,20.0,0,26.2,379,21.7,260,2482,4.27,0,25.5,40.6,41.7,0,230,0,25.9,10327,442,1282,218
2023-03-14 05:14:00,0,74.5,14056,48258,270,0,12201,4767,4572,0,298,1979,122,0,129,306,32.9,469,67720,4.13,0,31.6,65.7,65.7,0,103,39.4,126,20199,502,2613,218,74.5,0,20880,120487,270,0.389,3683,1529,1435,0,79.9,226,20.9,0,21.9,378,22.4,268,2506,4.27,0,25.5,40.6,41.7,0,231,34.7,26.8,10489,589,1293,212
2023-03-14 05:16:00,0,82.2,13850,47641,269,0,14527,4358,4450,0,140,1823,128,0,129,302,33.7,466,67597,4.13,0,31.6,65.8,65.7,0,105,39.4,121,27643,506,2584,223,82.2,0,28298,129880,269,0,3353,1458,1440,0.389,71.3,220,21.9,0,21.9,382,23.3,260,2509,4.27,0,25.5,40.6,41,0,230,34.7,20.9,10288,585,1288,224
2023-03-14 05:18:00,0,79.6,13140,47012,270,0.389,15127,4765,4533,0,229,1920,122,0,124,306,31.5,469,67616,4.52,0,31.6,65.7,65.7,0,187,0,126,17959,306,2613,223,79.6,0,18445,120391,270,0,3566,1530,1439,0,77.7,222,20.9,0,20.9,379,20.6,261,2480,4.27,0,25.5,40.6,41,0,259,0,21.9,9712,439,1303,224
2023-03-14 05:20:00,0,75.6,12981,47021,268,0,11199,4385,27986,0,140,1820,127,0,128,304,31.5,468,67605,4.13,0,31.6,65.7,65.7,0,107,0.600,121,25884,306,2614,225,75.6,0,26320,148482,268,0,3241,1477,2019,0,71.7,218,26.8,0,21.9,381,20.5,261,2482,4.27,0,25.5,40.3,41,0,233,0.989,20.9,9571,438,1294,220
2023-03-14 05:22:00,0,78.9,13430,47113,268,0,16332,4817,4479,0,437,1829,122,0,124,306,32.9,468,67597,4.13,0,31.6,65.7,65.7,0,103,0,126,17025,304,2585,222,78.9,0,17486,120633,268,0,3358,1546,1461,0,91.4,219,25.9,0,20.9,380,22.4,261,2478,4.27,0,25.5,40.3,41,0,232,0,21.9,10017,439,1281,217
2023-03-14 05:24:00,0,80.4,14116,48307,270,0,12366,4860,4630,0.389,1895,1982,133,0.389,135,305,32.1,468,67714,4.13,0,31.6,66.1,65.7,0,103,37.6,132,20196,505,2612,222,80.4,0,20879,122396,270,0,3699,1559,1461,0,104,229,22.8,0,22.8,380,21.6,261,2476,4.66,0,25.5,40.6,40.6,0,231,34.7,22.8,10530,586,1294,217
2023-03-14 05:26:00,0,83.7,16763,50761,269,0,14537,4364,4418,0,1737,1818,128,0,135,304,32.2,468,67548,4.60,0,31.6,66.1,65.7,0.389,103,37.6,137,28827,506,2584,226,83.7,0,29460,132722,270,0,3379,1480,1428,0,95.5,218,21.9,0,22.8,381,20.5,261,2474,4.73,0,25.5,40.6,40.3,0,231,34.7,23.8,13208,585,1279,228
2023-03-14 05:28:00,0,86.6,16730,50989,270,0,15167,4759,4546,0,748,1945,133,0,135,303,30.7,468,67668,4.83,0,31.6,66.1,66.1,0.389,184,0,121,19307,307,2584,223,86.6,0,19790,122468,270,0,3593,1525,1456,0,95.2,253,23.2,0,22.8,380,19.7,261,2501,4.97,0,25.5,41,41.0,0,261,0,20.9,13312,436,1279,219
2023-03-14 05:30:00,0,76.0,14817,48985,270,0,12189,4408,4607,0,1572,1986,128,0,129,306,32.1,468,67736,4.60,0,31.6,66.1,65.8,0,107,0.600,126,29406,305,2614,218,76.0,0,29827,130918,270,0,3704,1482,1468,0,95.0,225,22.2,0,21.9,377,21.6,261,2504,4.73,0,25.5,41.0,41.8,0,234,0.600,21.9,11422,438,1295,211
2023-03-14 05:32:00,0,79.3,14241,47815,269,0,14213,4772,4341,0,71.3,1765,128,0,135,305,32.9,469,67561,4.13,0,32.0,66.1,65.8,0,103,0.622,126,19681,303,2613,221,79.3,0,20123,120588,269,0,3216,1530,1457,0,70.2,220,21.9,0,22.8,378,22.4,262,2497,4.27,0,26.0,41.0,41.7,0,231,0.233,21.9,10846,440,1293,216
2023-03-14 05:34:00,0,80.7,14025,48060,270,0,12204,4722,4564,0,298,1983,132,0,128,304,32.9,468,67714,4.13,0,31.8,65.7,65.3,0,103,0.389,126,20221,304,2585,227,80.7,0,20679,120117,270,0,3674,1510,1432,0,80.6,236,22.8,0,21.9,380,22.4,261,2499,4.27,0.389,25.7,40.3,39.9,0,231,0,21.9,10614,439,1285,222
