"Time","FIN","RST","SYN","SYN-ACK"
2023-03-21 20:30:00,13.5,2.70,9.38,7.94
2023-03-21 20:32:00,13.7,2.86,9.38,7.94
2023-03-21 20:34:00,13.7,2.78,9.34,7.92
2023-03-21 20:36:00,13.7,2.88,9.66,8.10
2023-03-21 20:38:00,13.6,2.78,9.32,7.92
2023-03-21 20:40:00,13.5,2.74,9.30,7.90
2023-03-21 20:42:00,13.7,2.88,9.34,7.92
2023-03-21 20:44:00,14.2,2.78,9.40,7.96
2023-03-21 20:46:00,13.9,2.90,9.58,8.06
2023-03-21 20:48:00,13.6,2.78,9.32,7.92
2023-03-21 20:50:00,13.6,2.80,9.38,7.94
2023-03-21 20:52:00,40.5,36.9,27.1,17.2
2023-03-21 20:54:00,17.9,4.48,11.5,10.1
2023-03-21 20:56:00,13.6,2.84,9.58,8.06
2023-03-21 20:58:00,13.6,2.78,9.32,7.92
2023-03-21 21:00:00,13.4,2.70,9.30,7.90
2023-03-21 21:02:00,13.7,2.90,9.30,7.90
2023-03-21 21:04:00,21.2,7.40,13.5,11.6
2023-03-21 21:06:00,13.7,2.84,9.66,8.10
2023-03-21 21:08:00,13.6,2.76,9.36,7.94
2023-03-21 21:10:00,13.6,2.78,9.38,7.94
2023-03-21 21:12:00,13.6,2.84,9.30,7.90
2023-03-21 21:14:00,24,11.3,15.5,12.5
2023-03-21 21:16:00,13.7,2.84,9.62,8.08
2023-03-21 21:18:00,13.6,2.78,9.40,7.96
2023-03-21 21:20:00,13.5,2.72,9.38,7.94
2023-03-21 21:22:00,13.5,2.84,9.30,7.90
2023-03-21 21:24:00,27,15.1,17.5,13.5
2023-03-21 21:26:00,13.7,2.90,9.58,8.06
2023-03-21 21:28:00,13.6,2.74,9.40,7.96
2023-03-21 21:30:00,13.7,2.84,9.38,7.94
2023-03-21 21:32:00,13.6,2.94,9.34,7.92
2023-03-21 21:34:00,29.7,18.9,19.3,14.4
2023-03-21 21:36:00,13.6,2.76,9.52,8.02
2023-03-21 21:38:00,13.6,2.78,9.40,7.96
2023-03-21 21:40:00,13.6,2.72,9.34,7.92
2023-03-21 21:42:00,13.6,2.78,9.38,7.94
2023-03-21 21:44:00,39.8,37.8,26.9,16.7
2023-03-21 21:46:00,43.0,35.1,28.0,19.0
2023-03-21 21:48:00,13.7,2.68,9.40,7.96
2023-03-21 21:50:00,13.5,2.78,9.30,7.90
2023-03-21 21:52:00,13.7,2.86,9.38,7.94
2023-03-21 21:54:00,13.5,2.74,9.30,7.90
2023-03-21 21:56:00,30.5,24.9,21.2,13.6
2023-03-21 21:58:00,13.7,2.76,9.40,7.96
2023-03-21 22:00:00,13.5,2.74,9.30,7.90
2023-03-21 22:02:00,13.6,2.78,9.38,7.94
2023-03-21 22:04:00,13.4,2.62,9.38,7.94
2023-03-21 22:06:00,27,21.6,18.9,12.1
2023-03-21 22:08:00,13.8,2.82,9.40,7.96
2023-03-21 22:10:00,13.6,2.80,9.30,7.90
2023-03-21 22:12:00,13.6,2.82,9.40,7.94
2023-03-21 22:14:00,13.5,2.72,9.34,7.92
2023-03-21 22:16:00,24.3,17.9,17.0,11.1
2023-03-21 22:18:00,13.7,2.80,9.40,7.96
2023-03-21 22:20:00,13.6,2.78,9.30,7.90
2023-03-21 22:22:00,13.5,2.70,9.38,7.94
2023-03-21 22:24:00,13.5,2.76,9.36,7.92
2023-03-21 22:26:00,21.5,14.1,15.2,10.2
2023-03-21 22:28:00,13.6,2.66,9.40,7.96
2023-03-21 22:30:00,13.6,2.82,9.30,7.90
2023-03-21 22:32:00,13.6,2.86,9.38,7.94
2023-03-21 22:34:00,13.4,2.70,9.30,7.90
