"Time","10250/TCP","3000/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP"
2023-03-21 22:42:00,3.22,,1.52,,6.16,8.82,3.20,2.54,2.10,,5.16,1.70,1.66
2023-03-21 22:44:00,3.38,,1.58,,6,8.62,3.28,2.54,2.16,,5.14,1.80,1.68
2023-03-21 22:46:00,3.54,,2.06,1.88,6.26,8.96,3.38,2.52,2.22,16.8,5.18,,
2023-03-21 22:48:00,3.32,,1.68,,6.00,8.86,3.34,2.56,2.18,,5.26,1.64,1.68
2023-03-21 22:50:00,3.38,,1.52,,6.16,9.22,3.28,2.56,2.16,,5.20,1.72,1.68
2023-03-21 22:52:00,3.38,,1.52,,6.24,8.96,3.26,2.58,2.10,,5.24,1.74,1.66
2023-03-21 22:54:00,3.20,,1.52,,6.16,9.06,3.14,2.52,2.14,,5.22,1.76,1.68
2023-03-21 22:56:00,3.48,,1.88,1.84,6.40,9.16,3.08,2.56,2.06,6.12,5.18,,
2023-03-21 22:58:00,3.30,,1.68,,6.08,9.04,3.36,2.54,2.12,,5.14,1.72,1.66
2023-03-21 23:00:00,3.22,1.52,,,6.18,9.26,3.22,2.54,2.02,,5.18,1.68,1.66
2023-03-21 23:02:00,3.30,,1.52,,6.24,9.14,3.30,2.54,2.08,,5.16,1.68,1.80
2023-03-21 23:04:00,3.22,,1.52,,5.96,9.14,3.20,2.60,2.06,,5.20,1.84,1.72
2023-03-21 23:06:00,3.42,,1.90,1.90,6.18,9.10,3.24,2.56,2.24,,5.16,1.74,
2023-03-21 23:08:00,3.36,,1.68,,5.98,8.90,3.42,2.56,2.20,,5.20,1.74,1.68
2023-03-21 23:10:00,3.32,,1.52,,6.12,9.04,3.24,2.56,2.10,,5.14,1.64,1.68
2023-03-21 23:12:00,3.44,,1.60,,6.12,8.96,3.32,2.54,2.08,,5.18,1.76,1.66
2023-03-21 23:14:00,3.36,,1.52,,6.08,8.84,3.18,2.58,2.08,,5.12,1.70,1.64
2023-03-21 23:16:00,3.44,,1.88,1.94,6.12,8.90,3.34,2.48,2.12,,5.14,,1.68
2023-03-21 23:18:00,3.32,,1.68,,6.02,9.24,3.24,2.60,2.10,,5.22,1.82,1.68
2023-03-21 23:20:00,3.38,,1.52,,6.02,9.10,3.36,2.52,2.08,,5.22,1.80,1.68
2023-03-21 23:22:00,3.40,,1.52,,6.20,9.46,3.04,2.58,2.12,,5.24,1.78,1.68
2023-03-21 23:24:00,3.20,,1.52,,6.28,9.06,3.26,2.56,2.12,,5.14,1.76,1.68
2023-03-21 23:26:00,3.40,,1.88,1.82,6.14,9.02,3.24,2.54,2.10,,5.18,1.70,
2023-03-21 23:28:00,3.36,,1.68,,6.14,8.88,3.36,2.64,2.10,,5.24,1.76,1.66
2023-03-21 23:30:00,3.26,,1.52,,6.06,8.88,3.24,2.56,2,,5.20,1.76,1.72
2023-03-21 23:32:00,3.14,,1.52,,6.04,8.84,3.18,2.50,2.14,,5.24,1.78,1.68
2023-03-21 23:34:00,3.44,,1.52,,6.10,9.22,3.26,2.42,2.18,,5.20,1.66,1.68
2023-03-21 23:36:00,3.30,,1.88,1.78,6.24,9.06,3.34,2.56,2.02,,5.18,1.76,
2023-03-21 23:38:00,3.34,,1.68,,6.12,8.88,3.24,2.60,2.16,,5.22,1.78,1.68
2023-03-21 23:40:00,3.24,,1.52,,6.26,9.10,3.30,2.56,2.08,,5.24,1.72,1.68
2023-03-21 23:42:00,3.30,,1.52,,6.10,8.78,3.26,2.56,2.10,,5.06,1.84,1.68
2023-03-21 23:44:00,3.34,,1.58,,6.06,9.12,3.22,2.58,1.92,,5.14,1.72,1.66
2023-03-21 23:46:00,3.34,,2.06,,6.04,9.32,3.32,2.66,2.18,,5.24,1.74,1.66
2023-03-21 23:48:00,3.40,,1.68,,6.04,9.26,3.34,2.54,2.18,,5.20,1.70,1.68
2023-03-21 23:50:00,3.38,,1.52,,6.14,9.22,3.30,2.52,2.12,,5.16,1.74,1.68
2023-03-21 23:52:00,3.38,,1.52,,6.38,9.30,3.18,2.56,2.14,,5.22,1.78,1.68
2023-03-21 23:54:00,3.40,,1.52,,5.98,8.94,3.34,2.54,2.16,,5.24,1.74,1.68
2023-03-21 23:56:00,3.50,,1.88,,6.24,9.26,3.24,2.56,2.12,,5.20,1.66,1.70
2023-03-21 23:58:00,3.42,,,,6.08,12.8,3.32,2.54,2.10,3.86,5.18,1.76,1.68
2023-03-22 00:00:00,3.38,,1.52,,6.24,9.28,3.30,2.52,2,,5.20,1.76,1.68
2023-03-22 00:02:00,3.32,,1.52,,6.24,9.24,3.28,2.60,2.12,,5.18,1.88,1.76
2023-03-22 00:04:00,3.22,,1.52,,5.96,9.12,3.30,2.52,2.06,,5.18,1.70,1.68
2023-03-22 00:06:00,3.34,,1.88,,6.14,9.16,3.26,2.52,1.92,,5.20,1.86,1.68
2023-03-22 00:08:00,3.34,,,,6.10,16.2,3.18,2.54,2.12,14.1,5.18,1.70,1.76
2023-03-22 00:10:00,3.28,,1.52,,5.94,9.06,3.30,2.60,2.16,,5.22,1.82,1.66
2023-03-22 00:12:00,3.42,,1.60,,6.20,8.82,3.22,2.60,2.12,,5.22,1.66,1.68
2023-03-22 00:14:00,3.14,,1.52,,6.04,9.12,2.86,2.56,1.96,,5.22,1.66,1.68
2023-03-22 00:16:00,3.44,,1.88,,6.30,9.14,3.32,2.52,2.04,,5.16,1.70,1.68
2023-03-22 00:18:00,3.18,,,,6.14,16.0,3.18,2.56,2.12,28.9,5.18,1.72,1.68
2023-03-22 00:20:00,3.20,,1.52,,6.22,8.68,3.06,2.56,2.14,,5.18,1.80,1.68
2023-03-22 00:22:00,3.26,,1.52,,6.14,8.82,3.26,2.60,2.12,,5.12,1.66,1.68
2023-03-22 00:24:00,3.28,,1.52,,6.20,8.98,3.34,2.54,2.16,,5.20,1.62,1.68
2023-03-22 00:26:00,3.46,,1.88,,6.06,8.82,3.36,2.56,2.14,,5.20,1.78,1.68
2023-03-22 00:28:00,3.40,,,,6.16,16.2,3.46,2.52,2.16,44.7,5.16,1.72,1.68
2023-03-22 00:30:00,3.36,,1.52,,6.06,9,3.34,2.56,2.18,,5.12,1.70,1.68
2023-03-22 00:32:00,3.42,,1.52,,6.16,8.58,3.24,2.56,2.16,,5.14,1.62,1.66
2023-03-22 00:34:00,3.38,,1.52,,6.02,8.70,3.26,2.50,2.08,,5.20,1.60,1.68
2023-03-22 00:36:00,3.38,,1.88,1.90,6.28,8.94,3.28,2.52,2.08,,5.12,1.76,
2023-03-22 00:38:00,3.32,,,,6.24,16.2,3.34,2.52,2.06,60.1,5.16,1.74,1.68
2023-03-22 00:40:00,3.40,,1.52,,6.02,8.62,3.36,2.52,2.16,,5.22,1.74,1.76
2023-03-22 00:42:00,3.32,,1.52,,6.22,8.68,3.30,2.54,2,,5.16,1.78,1.68
2023-03-22 00:44:00,3.36,,1.58,,6.04,9.42,3.32,2.56,2.02,,5.26,1.78,1.68
2023-03-22 00:46:00,3.48,,2.06,1.94,6.22,9.40,3.26,2.52,2.08,,5.22,,1.76
2023-03-22 00:48:00,3.38,,,,6.10,9.22,3.54,2.66,2.12,140,5.22,1.80,1.68
2023-03-22 00:50:00,3.32,,,1.78,6.04,21.6,3.36,2.60,2.16,128,5.22,1.80,
2023-03-22 00:52:00,3.26,,1.52,,6.32,9.02,3.26,2.58,2.12,,5.14,1.80,1.78
2023-03-22 00:54:00,3.24,,1.52,,5.90,9.10,3.28,2.54,2.16,,5.26,1.74,1.68
2023-03-22 00:56:00,3.40,,1.88,1.80,6.24,9.30,3.22,2.62,2.02,,5.16,1.76,
2023-03-22 00:58:00,3.22,,1.68,,6.10,9.02,3.32,2.62,2.10,,5.16,1.76,1.68
2023-03-22 01:00:00,3.36,,,,5.92,11.1,3.30,2.54,2.14,94.6,5.20,1.86,1.68
2023-03-22 01:02:00,3.38,,1.52,,6.30,9.04,3.36,2.62,2.24,,5.24,1.70,1.68
2023-03-22 01:04:00,3.38,,1.52,,6.08,9.18,3.32,2.54,2.18,,5.22,1.78,1.68
2023-03-22 01:06:00,3.52,,1.88,1.88,6.18,9.08,3.32,2.56,2.20,,5.22,1.72,
2023-03-22 01:08:00,3.38,,1.68,,6.06,9.02,3.24,2.56,2.14,,5.14,1.80,1.68
2023-03-22 01:10:00,3.36,,,,6.08,8.96,3.36,2.54,2.10,83.7,5.20,1.74,1.68
2023-03-22 01:12:00,3.40,,1.60,,6.06,9.20,3.30,2.58,2.20,,5.16,1.76,1.66
2023-03-22 01:14:00,3.20,,1.52,,6,8.68,3.26,2.50,2.10,,5.20,1.72,1.68
2023-03-22 01:16:00,3.50,,1.88,1.92,6,9.22,3.18,2.50,2.08,,5.16,1.74,
2023-03-22 01:18:00,3.48,,1.68,,6.14,8.92,3.20,2.56,2.10,,5.20,1.80,1.68
2023-03-22 01:20:00,3.28,,,,6.04,8.94,3.32,2.58,2.22,69.0,5.18,1.74,1.68
2023-03-22 01:22:00,3.42,,1.52,,6.24,8.92,3.30,2.48,2.20,,5.12,1.82,1.70
2023-03-22 01:24:00,3.30,,1.52,,6.14,8.82,3.30,2.56,2.02,,5.20,1.80,1.66
2023-03-22 01:26:00,3.44,,1.88,1.80,6.12,9.10,3.20,2.56,2.18,,5.12,,1.68
2023-03-22 01:28:00,3.30,,1.68,,6.20,8.90,3.28,2.52,2.10,,5.18,1.68,1.68
2023-03-22 01:30:00,3.22,,,,6.14,8.92,3.44,2.66,2,54.5,5.12,1.62,1.68
2023-03-22 01:32:00,3.32,,1.52,,6.16,8.86,3.32,2.50,2.12,,5.18,1.76,1.74
2023-03-22 01:34:00,3.36,,1.52,,6.14,8.48,3.22,2.44,2.08,,5.12,1.62,1.68
2023-03-22 01:36:00,3.32,,1.88,1.86,6.28,8.90,3.38,2.52,2,,5.20,1.78,
2023-03-22 01:38:00,3.32,,1.68,,6.22,8.92,3.28,2.54,2.18,,5.18,1.66,1.66
2023-03-22 01:40:00,3.44,,,,6.02,9.24,3.42,2.54,2.10,40.4,5.18,1.72,1.68
2023-03-22 01:42:00,3.36,,1.52,,6.34,8.72,3.40,2.58,2.10,,5.20,1.74,1.68
2023-03-22 01:44:00,3.42,,1.58,,6.40,8.96,3.34,2.52,2.10,,5.14,1.74,1.70
2023-03-22 01:46:00,3.42,,2.06,1.88,6.42,9.28,3.30,2.56,2.10,,5.22,,1.68
2023-03-22 01:48:00,3.40,,1.68,,6.20,9,3.34,2.62,2.14,,5.22,1.72,1.68
2023-03-22 01:50:00,3.44,,,,6.06,9.02,3.40,2.58,2.04,26.6,5.20,1.74,1.68
2023-03-22 01:52:00,3.36,,,,6.12,12.6,3.54,2.56,2.16,140,5.20,1.64,1.68
2023-03-22 01:54:00,3.38,,1.52,,6.28,9.38,3.32,2.52,2.10,,5.18,1.78,1.68
2023-03-22 01:56:00,3.48,,1.88,1.74,6.34,8.82,3.22,2.52,2.08,,5.14,1.76,
2023-03-22 01:58:00,3.40,,1.68,,6,8.86,3.32,2.58,2.14,,5.22,1.76,1.70
2023-03-22 02:00:00,3.26,,1.52,,6.10,9.06,3.28,2.54,2.12,,5.08,1.70,1.68
2023-03-22 02:02:00,3.34,,1.52,,6.20,8.92,3.20,2.52,1.90,,5.16,1.78,1.74
2023-03-22 02:04:00,3.34,,1.52,,6.10,8.84,3.22,2.50,2.12,,5.18,1.72,1.68
2023-03-22 02:06:00,3.30,,2.46,1.84,6.18,8.78,3.14,2.44,2.08,,5.16,1.72,
2023-03-22 02:08:00,3.30,,1.80,,6.26,8.94,3.30,2.56,2.14,,5.18,1.74,1.68
2023-03-22 02:10:00,3.36,,1.52,,6.26,9.20,3.10,2.56,2.14,,5.20,1.76,1.78
2023-03-22 02:12:00,3.38,,1.60,,6.34,9.24,3.16,2.56,2.08,,5.20,1.76,1.86
2023-03-22 02:14:00,3.20,,1.52,,6.06,9.40,3.30,2.48,2.12,,5.14,1.80,1.72
2023-03-22 02:16:00,3.48,,1.88,,6.30,8.98,3.36,2.58,2.04,,5.22,1.78,1.66
2023-03-22 02:18:00,3.36,,1.68,,6.20,9.08,3.36,2.52,2.08,,5.24,1.76,1.68
2023-03-22 02:20:00,3.30,,1.52,,6.10,9.06,3.20,2.58,2.12,,5.22,1.78,1.68
2023-03-22 02:22:00,3.34,1.52,,,6.10,9.22,3.34,2.70,2.18,,5.22,1.74,1.68
2023-03-22 02:24:00,3.34,,1.52,,6.06,9.22,3.36,2.54,2.16,,5.18,1.78,1.68
2023-03-22 02:26:00,3.48,,1.88,,6.32,9.02,3.32,2.60,2.18,,5.14,1.70,1.68
2023-03-22 02:28:00,3.28,,1.68,,6.06,9.26,3.26,2.62,2.20,,5.12,1.72,1.68
2023-03-22 02:30:00,3.22,,1.52,,6.04,8.80,3.36,2.50,2.14,,5.18,1.74,1.68
2023-03-22 02:32:00,3.46,,1.52,,6.14,8.94,3.36,2.56,2.06,,5.22,1.80,1.68
2023-03-22 02:34:00,3.36,,1.52,,6.12,9.06,3.32,2.60,2.12,,5.20,1.72,1.72
2023-03-22 02:36:00,3.52,,1.88,,6.30,8.98,3.24,2.56,2.14,,5.20,1.76,1.66
2023-03-22 02:38:00,3.42,,1.68,,5.98,9.14,3.28,2.54,2.14,,5.20,1.64,1.68
2023-03-22 02:40:00,3.30,,1.52,,6.14,9.16,3.18,2.56,2.14,,5.22,1.72,1.66
2023-03-22 02:42:00,3.50,1.54,,,6.26,9.06,3.30,2.62,2.08,,5.14,1.78,1.68
2023-03-22 02:44:00,3.20,,1.58,,6.12,12.7,3.24,2.54,2.12,,5.20,1.68,1.72
2023-03-22 02:46:00,3.20,,2.06,,6.54,9.20,3.28,2.56,2.14,,5.22,1.72,1.68
2023-03-22 02:48:00,3.20,,1.68,,6.24,9.22,3.34,2.64,2.10,,5.12,1.78,1.68
2023-03-22 02:50:00,3.40,,1.52,,6.08,9.46,3.22,2.56,2.10,,5.20,1.80,1.68
2023-03-22 02:52:00,3.44,,1.52,,6.20,9.24,3.16,2.54,2.16,,5.20,1.66,1.66
2023-03-22 02:54:00,3.22,,,,6.12,14.2,3.26,2.50,2.10,4.70,5.26,1.82,1.66
2023-03-22 02:56:00,3.42,,1.88,1.88,6.26,9.08,3.30,2.58,2.08,,5.20,1.78,
2023-03-22 02:58:00,3.38,,1.68,,5.94,9.06,3.38,2.56,2.20,,5.14,1.74,1.66
2023-03-22 03:00:00,3.32,,1.52,,6.14,9.24,3.10,2.60,2.20,,5.20,1.76,1.68
2023-03-22 03:02:00,3.44,,1.52,,6.12,9.06,3.20,2.58,2.08,,5.24,1.74,1.80
2023-03-22 03:04:00,3.34,,,,6.08,15.9,3.38,2.60,2.22,11.9,5.18,1.78,1.68
2023-03-22 03:06:00,3.42,,1.88,1.88,6.28,8.82,3.34,2.56,2.12,,5.20,1.74,
2023-03-22 03:08:00,3.22,,1.68,,6.16,8.98,3.38,2.58,2.06,,5.20,1.72,1.68
2023-03-22 03:10:00,3.28,,1.52,,6.20,8.74,3.30,2.58,2.02,,5.22,1.70,1.70
2023-03-22 03:12:00,3.30,,1.60,,6.12,8.84,3.20,2.50,1.98,,5.14,1.78,1.68
2023-03-22 03:14:00,3.42,,,,5.98,16.4,3.32,2.58,2.14,24.2,5.12,1.66,1.68
2023-03-22 03:16:00,3.28,,1.88,1.90,6.22,8.78,3.24,2.42,2.10,,5.20,1.72,
2023-03-22 03:18:00,3.42,,1.68,,6.14,9,3.30,2.60,2.06,,5.18,1.72,1.68
2023-03-22 03:20:00,3.32,,1.52,,6.04,9.12,3.16,2.54,2.12,,5.18,1.70,1.68
2023-03-22 03:22:00,3.44,,1.52,,6.22,8.90,3.20,2.58,2.06,,5.12,1.78,1.68
2023-03-22 03:24:00,3.44,,,,6.04,15.9,3.32,2.58,2.02,36.4,5.20,1.72,1.66
2023-03-22 03:26:00,3.30,,1.88,,6.48,8.68,3.24,2.56,1.94,,5.24,1.70,1.68
2023-03-22 03:28:00,3.38,,1.68,,5.96,8.76,3.24,2.54,1.98,,5.18,1.64,1.68
2023-03-22 03:30:00,3.28,,1.52,,6.08,8.64,3.30,2.58,2.02,,5.18,1.74,1.68
2023-03-22 03:32:00,3.36,,1.52,,6.06,8.68,3.26,2.54,2.10,,5.20,1.64,1.66
2023-03-22 03:34:00,3.34,,,,6,16.4,3.44,2.60,2.16,48.7,5.24,1.76,1.68
2023-03-22 03:36:00,3.38,,1.88,1.86,6.30,9.52,3.38,2.56,2.08,,5.22,1.76,
2023-03-22 03:38:00,3.36,,1.68,,6.20,9.52,3.36,2.54,2.14,,5.24,1.82,1.68
2023-03-22 03:40:00,3.42,,1.52,,6.06,9.20,3.30,2.48,2.16,,5.28,1.78,1.68
2023-03-22 03:42:00,3.38,,1.52,,6.10,9.32,3.32,2.56,2.08,,5.20,1.72,1.72
2023-03-22 03:44:00,3.34,,,,6.06,15.9,3.42,2.56,2.10,61.0,5.20,1.72,1.68
2023-03-22 03:46:00,3.44,,2.06,1.90,6.08,9.36,3.28,2.54,2.16,,5.18,1.76,
2023-03-22 03:48:00,3.32,,1.68,,6.06,9.24,3.22,2.56,2.16,,5.22,1.82,1.68
2023-03-22 03:50:00,3.48,,1.52,,6.04,9.36,3.36,2.58,2.10,,5.20,1.74,1.68
2023-03-22 03:52:00,3.32,,1.52,,6.14,9.30,3.28,2.48,2.04,,5.18,1.64,1.70
2023-03-22 03:54:00,3.44,,,,6.06,9.12,3.56,2.56,2.08,143,5.22,1.74,1.68
2023-03-22 03:56:00,3.38,,1.88,3.40,6.28,21.8,3.48,2.46,2,120,5.22,,
2023-03-22 03:58:00,3.28,,1.68,,6.04,9.42,3.30,2.52,2.06,,5.24,1.80,1.68
2023-03-22 04:00:00,3.28,,1.52,,6.10,9.04,3.36,2.56,2.04,,5.24,1.82,1.68
2023-03-22 04:02:00,3.30,,1.52,,6.16,9.20,3.24,2.58,2.02,,5.18,1.68,1.70
2023-03-22 04:04:00,3.24,,1.52,,6.06,9.16,3.12,2.56,2,,5.12,1.74,1.64
2023-03-22 04:06:00,3.30,,1.88,1.86,6.54,12.4,3.42,2.56,2.08,95.8,5.18,,
2023-03-22 04:08:00,3.18,,1.68,,6.26,9.14,3.24,2.56,2,,5.18,1.68,1.66
2023-03-22 04:10:00,3.40,,1.52,,6.10,9.06,3.24,2.56,1.84,,5.18,1.62,1.68
2023-03-22 04:12:00,3.40,,1.60,,6.26,9.04,3.36,2.56,2.16,,5.22,1.78,1.78
2023-03-22 04:14:00,3.44,,1.52,,6.02,8.60,3.14,2.54,2.12,,5.20,1.56,1.68
2023-03-22 04:16:00,3.40,,1.88,1.88,6.54,10.7,3.50,2.56,2.14,92.8,5.24,,
2023-03-22 04:18:00,3.44,,1.68,,6.02,8.94,3.36,2.60,2.06,,5.20,1.72,1.66
2023-03-22 04:20:00,3.30,,1.52,,5.90,9.00,3.34,2.56,2.12,,5.20,1.68,1.68
2023-03-22 04:22:00,3.42,,1.52,,6.02,9.12,3.28,2.56,1.98,,5.14,1.64,1.66
2023-03-22 04:24:00,3.34,,1.52,,6.08,8.84,3.34,2.64,2.12,,5.10,1.64,1.68
2023-03-22 04:26:00,3.40,,1.88,1.76,6.44,9.28,3.52,2.52,2.08,79.1,5.20,,
2023-03-22 04:28:00,3.14,,1.68,,6.28,8.50,3.32,2.54,2.14,,5.16,1.76,1.68
2023-03-22 04:30:00,3.30,,1.52,,6.04,9.18,3.24,2.52,2.08,,5.16,1.68,1.68
2023-03-22 04:32:00,3.40,,1.52,,6.10,9,3.22,2.58,2.08,,5.20,1.64,1.66
2023-03-22 04:34:00,3.32,,1.52,,6.10,9.26,3.20,2.54,2.06,,5.20,1.84,1.68
2023-03-22 04:36:00,3.32,,1.88,,6.22,9.14,3.34,2.66,2.12,65.8,5.16,1.74,
2023-03-22 04:38:00,3.34,,1.68,,6.00,8.78,3.24,2.50,2.08,,5.16,1.72,1.68
2023-03-22 04:40:00,3.24,,1.52,,5.98,9.12,3.30,2.50,2.26,,5.18,1.68,1.68
2023-03-22 04:42:00,3.20,,1.52,,6.30,8.64,3.28,2.54,1.96,,5.16,1.72,1.64
