"Time","DROPPED","FORWARDED"
2023-03-21 20:30:00,0,86.1
2023-03-21 20:32:00,0.0200,86.0
2023-03-21 20:34:00,0,86.0
2023-03-21 20:36:00,0,90.8
2023-03-21 20:38:00,0,85.8
2023-03-21 20:40:00,0.0800,84.3
2023-03-21 20:42:00,0.0400,87.1
2023-03-21 20:44:00,0.0400,87.5
2023-03-21 20:46:00,0.0400,88.8
2023-03-21 20:48:00,0,86.4
2023-03-21 20:50:00,0,85.4
2023-03-21 20:52:00,0,258
2023-03-21 20:54:00,0,105
2023-03-21 20:56:00,0.0200,89.4
2023-03-21 20:58:00,0.0200,85.9
2023-03-21 21:00:00,0,84.6
2023-03-21 21:02:00,0.0600,87.0
2023-03-21 21:04:00,0.120,123
2023-03-21 21:06:00,0,90.6
2023-03-21 21:08:00,0.0200,85.6
2023-03-21 21:10:00,0,85.3
2023-03-21 21:12:00,0.0600,86.5
2023-03-21 21:14:00,0,143
2023-03-21 21:16:00,0,89.0
2023-03-21 21:18:00,0,87.1
2023-03-21 21:20:00,0.0400,86.4
2023-03-21 21:22:00,0.0400,84.2
2023-03-21 21:24:00,0,162
2023-03-21 21:26:00,0.0200,88.9
2023-03-21 21:28:00,0.0800,87.0
2023-03-21 21:30:00,0.0600,85.4
2023-03-21 21:32:00,0.0200,85.2
2023-03-21 21:34:00,0.0600,178
2023-03-21 21:36:00,0,88.3
2023-03-21 21:38:00,0,86.7
2023-03-21 21:40:00,0,84.1
2023-03-21 21:42:00,0,85.3
2023-03-21 21:44:00,0.0200,254
2023-03-21 21:46:00,0.0200,259
2023-03-21 21:48:00,0,85.5
2023-03-21 21:50:00,0.100,84.1
2023-03-21 21:52:00,0.0200,87.1
2023-03-21 21:54:00,0.0600,86.4
2023-03-21 21:56:00,0.0400,202
2023-03-21 21:58:00,0.0400,87.3
2023-03-21 22:00:00,0,85.1
2023-03-21 22:02:00,0,87.4
2023-03-21 22:04:00,0,85.9
2023-03-21 22:06:00,0,179
2023-03-21 22:08:00,0.0200,86.5
2023-03-21 22:10:00,0.0200,86.2
2023-03-21 22:12:00,0.0200,86.4
2023-03-21 22:14:00,0.0800,85.3
2023-03-21 22:16:00,0.0600,161
2023-03-21 22:18:00,0.0400,87.6
2023-03-21 22:20:00,0.0200,85.7
2023-03-21 22:22:00,0,85.4
2023-03-21 22:24:00,0,85.3
2023-03-21 22:26:00,0,143
2023-03-21 22:28:00,0,85.8
2023-03-21 22:30:00,0,85.8
2023-03-21 22:32:00,0,86.1
2023-03-21 22:34:00,0,84.6
2023-03-21 22:36:00,0.0400,125
2023-03-21 22:38:00,0.0200,85.2
2023-03-21 22:40:00,0.140,85.0
2023-03-21 22:42:00,0.0600,84.5
2023-03-21 22:44:00,0.0200,85.2
2023-03-21 22:46:00,0.0200,108
2023-03-21 22:48:00,0,85.6
2023-03-21 22:50:00,0,85.4
