"Time","Load[5m]","Load[1m]","Load[15m]"
2023-03-11 09:30:00,1.92,0.940,1.89
2023-03-11 09:32:00,1.58,1.22,1.76
2023-03-11 09:34:00,1.51,1.26,1.71
2023-03-11 09:36:00,1.34,1.35,1.61
2023-03-11 09:38:00,1.27,1.13,1.55
2023-03-11 09:40:00,1.12,0.880,1.46
2023-03-11 09:42:00,1.49,2.09,1.54
2023-03-11 09:44:00,1.79,2.43,1.64
2023-03-11 09:46:00,1.58,1.41,1.58
2023-03-11 09:48:00,1.38,0.980,1.50
2023-03-11 09:50:00,1.26,0.950,1.44
2023-03-11 09:52:00,1.62,1.71,1.56
2023-03-11 09:54:00,1.42,0.760,1.50
2023-03-11 09:56:00,1.38,1.53,1.47
2023-03-11 09:58:00,1.58,1.30,1.55
2023-03-11 10:00:00,1.24,0.580,1.43
2023-03-11 10:02:00,1.14,1.07,1.36
2023-03-11 10:04:00,2.20,2.38,1.77
2023-03-11 10:06:00,1.77,1.24,1.66
2023-03-11 10:08:00,1.39,0.640,1.54
2023-03-11 10:10:00,1.16,0.670,1.43
2023-03-11 10:12:00,1.22,1.09,1.43
2023-03-11 10:14:00,1.79,4,1.57
2023-03-11 10:16:00,1.46,1.17,1.48
2023-03-11 10:18:00,1.22,0.750,1.39
2023-03-11 10:20:00,1.21,1.20,1.36
2023-03-11 10:22:00,1.08,1.01,1.29
2023-03-11 10:24:00,1.67,2.42,1.48
2023-03-11 10:26:00,1.46,1.19,1.43
2023-03-11 10:28:00,1.25,0.890,1.35
2023-03-11 10:30:00,1.46,2.01,1.41
2023-03-11 10:32:00,1.14,0.700,1.30
2023-03-11 10:34:00,1.21,1.33,1.30
2023-03-11 10:36:00,2.05,2.63,1.62
2023-03-11 10:38:00,1.89,1.80,1.61
2023-03-11 10:40:00,1.62,1.21,1.54
2023-03-11 10:42:00,1.96,2.39,1.68
2023-03-11 10:44:00,2.19,2.63,1.79
2023-03-11 10:46:00,2.32,2.16,1.90
2023-03-11 10:48:00,2.61,2.38,2.07
2023-03-11 10:50:00,2.23,1.95,1.99
2023-03-11 10:52:00,2.62,3.78,2.15
2023-03-11 10:54:00,2.19,1.57,2.05
2023-03-11 10:56:00,1.85,1.18,1.93
2023-03-11 10:58:00,1.59,1.12,1.83
2023-03-11 11:00:00,1.46,1.06,1.75
2023-03-11 11:02:00,1.15,0.620,1.60
2023-03-11 11:04:00,1.09,0.930,1.52
2023-03-11 11:06:00,1.47,1.68,1.62
2023-03-11 11:08:00,1.92,3.17,1.75
2023-03-11 11:10:00,2.84,4.36,2.11
2023-03-11 11:12:00,2.30,1.72,1.99
2023-03-11 11:14:00,2.06,1.45,1.95
2023-03-11 11:16:00,1.85,1.49,1.88
2023-03-11 11:18:00,1.63,1.13,1.79
2023-03-11 11:20:00,1.77,2.35,1.81
2023-03-11 11:22:00,1.93,1.38,1.89
2023-03-11 11:24:00,2.10,2.46,1.95
2023-03-11 11:26:00,2.83,4.30,2.23
2023-03-11 11:28:00,2.64,2.35,2.24
2023-03-11 11:30:00,3.06,3.01,2.46
2023-03-11 11:32:00,2.50,1.53,2.32
2023-03-11 11:34:00,2.40,1.28,2.33
2023-03-11 11:36:00,1.87,0.690,2.15
2023-03-11 11:38:00,1.98,1.32,2.18
2023-03-11 11:40:00,1.51,0.660,1.97
2023-03-11 11:42:00,1.26,0.780,1.82
2023-03-11 11:44:00,1.14,0.870,1.71
2023-03-11 11:46:00,0.960,0.590,1.57
2023-03-11 11:48:00,1.25,1.11,1.62
2023-03-11 11:50:00,0.980,0.550,1.47
2023-03-11 11:52:00,1.06,1.04,1.44
2023-03-11 11:54:00,1.52,2.49,1.55
2023-03-11 11:56:00,1.90,4,1.66
2023-03-11 11:58:00,1.56,1.24,1.56
2023-03-11 12:00:00,2.01,4.20,1.69
2023-03-11 12:02:00,2.15,2.79,1.78
2023-03-11 12:04:00,2.10,2.27,1.81
2023-03-11 12:06:00,1.86,1.66,1.75
2023-03-11 12:08:00,1.72,1.26,1.71
2023-03-11 12:10:00,2.23,3.48,1.89
2023-03-11 12:12:00,1.94,1.52,1.82
2023-03-11 12:14:00,2.12,2.49,1.89
2023-03-11 12:16:00,1.85,1.54,1.82
2023-03-11 12:18:00,1.67,1.70,1.75
2023-03-11 12:20:00,1.83,2.37,1.79
2023-03-11 12:22:00,1.63,1.38,1.72
2023-03-11 12:24:00,1.89,1.66,1.82
2023-03-11 12:26:00,2.10,2.98,1.89
2023-03-11 12:28:00,2.73,4.08,2.14
2023-03-11 12:30:00,3.44,3.68,2.50
2023-03-11 12:32:00,2.98,2.71,2.43
2023-03-11 12:34:00,2.38,1.40,2.28
2023-03-11 12:36:00,2.52,2.18,2.35
2023-03-11 12:38:00,2.21,1.55,2.26
2023-03-11 12:40:00,2.03,1.44,2.19
2023-03-11 12:42:00,1.69,0.900,2.05
2023-03-11 12:44:00,1.79,2.03,2.03
2023-03-11 12:46:00,1.63,1.16,1.95
2023-03-11 12:48:00,1.35,0.810,1.80
2023-03-11 12:50:00,2.07,3.08,2.01
2023-03-11 12:52:00,1.95,1.66,1.98
2023-03-11 12:54:00,2.84,4.51,2.29
2023-03-11 12:56:00,2.62,2.37,2.28
2023-03-11 12:58:00,2.55,2.35,2.29
2023-03-11 13:00:00,2.19,1.32,2.20
2023-03-11 13:02:00,2.58,2.90,2.34
2023-03-11 13:04:00,2.60,2.51,2.37
2023-03-11 13:06:00,2.21,1.66,2.25
2023-03-11 13:08:00,2.63,3.05,2.40
2023-03-11 13:10:00,3.02,4.85,2.54
2023-03-11 13:12:00,2.99,2.81,2.60
2023-03-11 13:14:00,2.63,2.48,2.51
2023-03-11 13:16:00,3.28,3.91,2.77
2023-03-11 13:18:00,3.10,2.23,2.78
2023-03-11 13:20:00,2.60,1.48,2.64
2023-03-11 13:22:00,2.12,1.20,2.45
2023-03-11 13:24:00,1.90,1.32,2.34
2023-03-11 13:26:00,2.43,3.15,2.47
2023-03-11 13:28:00,3.07,4.40,2.69
2023-03-11 13:30:00,2.42,1.60,2.49
2023-03-11 13:32:00,2.79,4.41,2.60
2023-03-11 13:34:00,2.84,3.35,2.64
2023-03-11 13:36:00,2.35,1.47,2.48
2023-03-11 13:38:00,2.54,2.34,2.54
2023-03-11 13:40:00,2.79,1.81,2.67
2023-03-11 13:42:00,2.89,2.28,2.74
2023-03-11 13:44:00,2.44,1.98,2.58
2023-03-11 13:46:00,3.07,4.53,2.78
2023-03-11 13:48:00,3.22,3.52,2.88
2023-03-11 13:50:00,2.63,1.32,2.71
2023-03-11 13:52:00,3.18,3.80,2.91
2023-03-11 13:54:00,2.87,2.35,2.83
2023-03-11 13:56:00,2.89,2.43,2.85
2023-03-11 13:58:00,2.25,1.13,2.62
2023-03-11 14:00:00,3.59,5.80,3.06
2023-03-11 14:02:00,3.54,3.95,3.10
2023-03-11 14:04:00,3.49,3.24,3.14
2023-03-11 14:06:00,2.82,1.62,2.94
2023-03-11 14:08:00,2.91,3.02,2.95
2023-03-11 14:10:00,2.85,2.61,2.93
2023-03-11 14:12:00,2.53,2.09,2.79
2023-03-11 14:14:00,3.05,3.68,2.96
2023-03-11 14:16:00,4.20,6.59,3.38
2023-03-11 14:18:00,3.65,3.56,3.27
2023-03-11 14:20:00,3.26,2.83,3.17
2023-03-11 14:22:00,3.66,5.40,3.30
2023-03-11 14:24:00,3.38,4.15,3.22
2023-03-11 14:26:00,3.37,3.02,3.24
2023-03-11 14:28:00,3.92,5.71,3.44
2023-03-11 14:30:00,3.43,2.94,3.32
2023-03-11 14:32:00,3.14,2.39,3.23
2023-03-11 14:34:00,2.77,1.96,3.08
2023-03-11 14:36:00,3.52,5.40,3.29
2023-03-11 14:38:00,4.19,4.82,3.58
2023-03-11 14:40:00,3.67,2.23,3.49
2023-03-11 14:42:00,2.83,1.21,3.20
2023-03-11 14:44:00,2.62,2.13,3.07
2023-03-11 14:46:00,2.51,2.34,2.97
2023-03-11 14:48:00,2.59,2.39,2.95
2023-03-11 14:50:00,2.45,2.45,2.85
2023-03-11 14:52:00,2.58,2.89,2.84
2023-03-11 14:54:00,3.50,5.60,3.14
2023-03-11 14:56:00,3.49,3.69,3.18
2023-03-11 14:58:00,3.59,3.66,3.26
2023-03-11 15:00:00,3.10,2.08,3.12
2023-03-11 15:02:00,3.11,2.27,3.14
2023-03-11 15:04:00,2.74,1.96,3
2023-03-11 15:06:00,2.26,1.45,2.78
2023-03-11 15:08:00,2.48,2.27,2.81
2023-03-11 15:10:00,2.21,2.22,2.67
2023-03-11 15:12:00,1.90,1.38,2.49
2023-03-11 15:14:00,1.81,1.86,2.38
2023-03-11 15:16:00,2.57,3.06,2.60
2023-03-11 15:18:00,2.14,1.69,2.43
2023-03-11 15:20:00,2.20,2.34,2.42
2023-03-11 15:22:00,1.98,1.45,2.31
2023-03-11 15:24:00,2.23,1.99,2.38
2023-03-11 15:26:00,2.05,1.65,2.29
2023-03-11 15:28:00,2.06,2.06,2.27
2023-03-11 15:30:00,2.95,5.58,2.55
2023-03-11 15:32:00,2.91,3.11,2.59
2023-03-11 15:34:00,2.74,2.70,2.56
2023-03-11 15:36:00,3.40,4.91,2.81
2023-03-11 15:38:00,3.47,2.59,2.94
2023-03-11 15:40:00,2.98,2.14,2.83
2023-03-11 15:42:00,4.26,6.01,3.32
2023-03-11 15:44:00,3.29,2,3.08
2023-03-11 15:46:00,3.32,2.72,3.13
2023-03-11 15:48:00,3.04,2.67,3.04
2023-03-11 15:50:00,2.92,2.76,3
