"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc05ccf7670ce1)","Receive Errors (lxc0e7fd83429f8)","Receive Errors (lxc2f196552a250)","Receive Errors (lxc351507ccd6de)","Receive Errors (lxc35a229aa328a)","Receive Errors (lxc44cc3d42073d)","Receive Errors (lxc64e81a3910f4)","Receive Errors (lxc69dc6236bed5)","Receive Errors (lxc807ae06edaa7)","Receive Errors (lxc8b0393b43750)","Receive Errors (lxc947f9c305662)","Receive Errors (lxc9854d7c0de90)","Receive Errors (lxc9d85bc894392)","Receive Errors (lxc9e1d6b31c79c)","Receive Errors (lxc_health)","Receive Errors (lxca4e4e80fd248)","Receive Errors (lxcb43abd09557c)","Receive Errors (lxcb9f2e6c9b4a1)","Receive Errors (lxcc89cc2f546a7)","Receive Errors (lxcc91b3dc073da)","Receive Errors (lxccdce074c39ef)","Receive Errors (lxce6f41a775b41)","Receive Errors (lxcf877b9881be3)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ccf7670ce1)","Receive Total (lxc0e7fd83429f8)","Receive Total (lxc2f196552a250)","Receive Total (lxc351507ccd6de)","Receive Total (lxc35a229aa328a)","Receive Total (lxc44cc3d42073d)","Receive Total (lxc64e81a3910f4)","Receive Total (lxc69dc6236bed5)","Receive Total (lxc807ae06edaa7)","Receive Total (lxc8b0393b43750)","Receive Total (lxc947f9c305662)","Receive Total (lxc9854d7c0de90)","Receive Total (lxc9d85bc894392)","Receive Total (lxc9e1d6b31c79c)","Receive Total (lxc_health)","Receive Total (lxca4e4e80fd248)","Receive Total (lxcb43abd09557c)","Receive Total (lxcb9f2e6c9b4a1)","Receive Total (lxcc89cc2f546a7)","Receive Total (lxcc91b3dc073da)","Receive Total (lxccdce074c39ef)","Receive Total (lxce6f41a775b41)","Receive Total (lxcf877b9881be3)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc05ccf7670ce1)","Transmit Errors (lxc0e7fd83429f8)","Transmit Errors (lxc2f196552a250)","Transmit Errors (lxc351507ccd6de)","Transmit Errors (lxc35a229aa328a)","Transmit Errors (lxc44cc3d42073d)","Transmit Errors (lxc64e81a3910f4)","Transmit Errors (lxc69dc6236bed5)","Transmit Errors (lxc807ae06edaa7)","Transmit Errors (lxc8b0393b43750)","Transmit Errors (lxc947f9c305662)","Transmit Errors (lxc9854d7c0de90)","Transmit Errors (lxc9d85bc894392)","Transmit Errors (lxc9e1d6b31c79c)","Transmit Errors (lxc_health)","Transmit Errors (lxca4e4e80fd248)","Transmit Errors (lxcb43abd09557c)","Transmit Errors (lxcb9f2e6c9b4a1)","Transmit Errors (lxcc89cc2f546a7)","Transmit Errors (lxcc91b3dc073da)","Transmit Errors (lxccdce074c39ef)","Transmit Errors (lxce6f41a775b41)","Transmit Errors (lxcf877b9881be3)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc05ccf7670ce1)","Receive Dropped (lxc0e7fd83429f8)","Receive Dropped (lxc2f196552a250)","Receive Dropped (lxc351507ccd6de)","Receive Dropped (lxc35a229aa328a)","Receive Dropped (lxc44cc3d42073d)","Receive Dropped (lxc64e81a3910f4)","Receive Dropped (lxc69dc6236bed5)","Receive Dropped (lxc807ae06edaa7)","Receive Dropped (lxc8b0393b43750)","Receive Dropped (lxc947f9c305662)","Receive Dropped (lxc9854d7c0de90)","Receive Dropped (lxc9d85bc894392)","Receive Dropped (lxc9e1d6b31c79c)","Receive Dropped (lxc_health)","Receive Dropped (lxca4e4e80fd248)","Receive Dropped (lxcb43abd09557c)","Receive Dropped (lxcb9f2e6c9b4a1)","Receive Dropped (lxcc89cc2f546a7)","Receive Dropped (lxcc91b3dc073da)","Receive Dropped (lxccdce074c39ef)","Receive Dropped (lxce6f41a775b41)","Receive Dropped (lxcf877b9881be3)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc05ccf7670ce1)","Transmit Dropped (lxc0e7fd83429f8)","Transmit Dropped (lxc2f196552a250)","Transmit Dropped (lxc351507ccd6de)","Transmit Dropped (lxc35a229aa328a)","Transmit Dropped (lxc44cc3d42073d)","Transmit Dropped (lxc64e81a3910f4)","Transmit Dropped (lxc69dc6236bed5)","Transmit Dropped (lxc807ae06edaa7)","Transmit Dropped (lxc8b0393b43750)","Transmit Dropped (lxc947f9c305662)","Transmit Dropped (lxc9854d7c0de90)","Transmit Dropped (lxc9d85bc894392)","Transmit Dropped (lxc9e1d6b31c79c)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca4e4e80fd248)","Transmit Dropped (lxcb43abd09557c)","Transmit Dropped (lxcb9f2e6c9b4a1)","Transmit Dropped (lxcc89cc2f546a7)","Transmit Dropped (lxcc91b3dc073da)","Transmit Dropped (lxccdce074c39ef)","Transmit Dropped (lxce6f41a775b41)","Transmit Dropped (lxcf877b9881be3)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ccf7670ce1)","Transmit Total (lxc0e7fd83429f8)","Transmit Total (lxc2f196552a250)","Transmit Total (lxc351507ccd6de)","Transmit Total (lxc35a229aa328a)","Transmit Total (lxc44cc3d42073d)","Transmit Total (lxc64e81a3910f4)","Transmit Total (lxc69dc6236bed5)","Transmit Total (lxc807ae06edaa7)","Transmit Total (lxc8b0393b43750)","Transmit Total (lxc947f9c305662)","Transmit Total (lxc9854d7c0de90)","Transmit Total (lxc9d85bc894392)","Transmit Total (lxc9e1d6b31c79c)","Transmit Total (lxc_health)","Transmit Total (lxca4e4e80fd248)","Transmit Total (lxcb43abd09557c)","Transmit Total (lxcb9f2e6c9b4a1)","Transmit Total (lxcc89cc2f546a7)","Transmit Total (lxcc91b3dc073da)","Transmit Total (lxccdce074c39ef)","Transmit Total (lxce6f41a775b41)","Transmit Total (lxcf877b9881be3)"
2023-02-22 18:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.1,65.6,0,0.0111,0.272,0,1.28,6.43,0.550,0.506,1.29,2.09,0.778,1.23,11.6,0.533,0,0.333,10.7,0.400,7.33,6.86,0.0667,2.36,0,0.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.06,57.4,0,0.0111,0.439,0,1.46,6.50,1,0.494,1.49,2.67,1.54,1.42,11.3,0.983,0,0.400,11.5,0.267,9.15,7.83,0.0667,2.94,0,0.433
2023-02-22 18:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.6,69.2,0,0,0.289,0,1.22,6.59,0.544,0.983,1.29,2.23,0.772,1.22,12.2,0.539,0,0.333,10.7,0.400,7.54,6.89,0.0667,2.44,0,0.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.68,59.4,0,0,0.450,0,1.41,7.08,0.989,0.889,1.49,2.76,1.54,1.41,11.6,0.989,0,0.400,11.7,0.267,9.50,7.86,0.0667,2.96,0,0.444
2023-02-22 18:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,29.4,112,0,0.267,0.278,0,1.25,5.82,0.544,0.517,1.29,2.14,0.767,1.22,11.4,0.550,0,0.333,10.5,0.350,6.77,6.86,0.0667,2.54,0,0.450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,26.7,104,0,0.322,0.433,0,1.43,6.06,0.989,0.511,1.49,2.57,1.53,1.41,10.8,0.994,0,0.400,11.4,0.233,8.86,7.83,0.0667,2.83,0,0.411
2023-02-22 18:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,16.1,81.8,0,0.267,0.311,0,1.20,5.90,0.544,0.983,1.26,2.17,0.772,1.18,12.5,0.544,0,0.333,10.8,0.383,7.65,6.86,0.0722,2.51,0,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,14.9,72.6,0,0.322,0.456,0,1.38,6.07,0.989,0.867,1.45,2.59,1.54,1.37,11.5,0.983,0,0.400,11.6,0.256,10.0,7.83,0.0667,2.91,0,0.422
2023-02-22 18:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.3,69.1,0,0,0.294,0,1.21,5.99,0.539,0.978,1.27,2.11,0.767,1.25,12.0,0.544,0,0.333,11.1,0.400,7.28,6.96,0.0722,2.41,0,0.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.44,59.4,0,0,0.450,0,1.41,6.17,0.983,0.850,1.48,2.81,1.53,1.43,10.9,0.989,0,0.400,12.0,0.267,9.81,7.93,0.0667,3.08,0,0.439
2023-02-22 18:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.5,64.4,0,0.0111,0.278,0,1.24,5.82,0.550,0.522,1.29,1.92,0.772,1.22,11.5,0.544,0,0.333,10.5,0.383,7.56,6.88,0.0667,2.24,0,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.42,58.1,0,0.0111,0.439,0,1.42,5.92,0.989,0.494,1.49,2.66,1.54,1.41,10.6,0.994,0,0.400,11.4,0.256,10.1,7.84,0.0667,2.93,0,0.400
2023-02-22 18:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.7,68.2,0,0,0.267,0,1.23,5.83,0.556,0.933,1.28,2.05,0.772,1.20,11.7,0.533,0,0.333,10.7,0.383,7.53,6.86,0.0667,2.33,0,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.78,59.4,0,0,0.433,0,1.42,5.91,0.994,0.861,1.48,2.64,1.54,1.40,10.6,0.983,0.00556,0.400,11.6,0.256,10.2,7.83,0.0667,2.94,0,0.411
2023-02-22 18:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,29.3,111,0,0.267,0.300,0,1.27,6.08,0.539,0.517,1.28,1.92,0.767,1.22,11.8,0.539,0,0.334,10.9,0.367,7.27,6.85,0.0667,2.30,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,26.9,104,0,0.311,0.456,0,1.45,5.93,0.989,0.489,1.48,2.56,1.53,1.41,11.1,0.989,0.00556,0.400,11.6,0.245,9.56,7.83,0.0667,2.78,0,0.461
2023-02-22 18:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,19.6,87.0,0,0.267,0.289,0,1.22,5.61,0.544,0.950,1.28,2.07,0.772,1.22,11.1,0.550,0,0.333,10.4,0.367,7.13,6.88,0.0667,2.64,0,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,18.1,80.3,0,0.311,0.450,0,1.42,5.80,0.994,0.828,1.48,2.79,1.54,1.42,10.5,0.994,0,0.400,11.3,0.244,9.21,7.84,0.0667,3.09,0,0.400
2023-02-22 18:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,10.4,66.1,0,0,0.278,0,1.27,5.46,0.544,0.989,1.28,2.04,0.767,1.25,12.8,0.544,0.00556,0.333,10.6,0.350,7.90,6.94,0.0667,2.31,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,9.38,58.3,0,0,0.439,0,1.44,5.79,0.994,0.861,1.49,2.69,1.53,1.43,11.4,0.994,0,0.400,11.6,0.233,10.9,7.92,0.0667,3,0,0.389
2023-02-22 18:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.3,62.9,0,0.0111,0.283,0,1.25,4.84,0.544,0.522,1.28,2.02,0.767,1.22,10.7,0.550,0,0.333,10.7,0.383,7.49,6.86,0.0667,2.16,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.15,57.4,0,0.0111,0.444,0,1.43,4.96,0.989,0.517,1.48,2.48,1.53,1.41,9.96,1,0,0.400,11.6,0.256,9.98,7.83,0.0667,2.91,0,0.467
2023-02-22 18:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.7,66.3,0,0,0.267,0,1.22,4.99,0.544,0.967,1.29,2.01,0.772,1.20,12.5,0.544,0,0.333,10.8,0.367,8.79,6.86,0.0667,2.47,0,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.88,59.4,0,0,0.433,0,1.42,5.12,0.989,0.850,1.49,2.83,1.54,1.40,11.1,0.994,0,0.400,11.9,0.244,11.7,7.83,0.0667,2.92,0,0.394
2023-02-22 18:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,29.3,111,0,0.267,0.272,0,1.22,5.84,0.550,0.533,1.29,1.90,0.761,1.23,11.8,0.544,0,0.333,10.7,0.400,7.18,6.89,0.0667,2.47,0,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,26.8,103,0,0.317,0.439,0,1.42,6.13,1.01,0.511,1.49,2.69,1.52,1.42,10.9,0.989,0,0.400,11.6,0.267,9.52,7.86,0.0667,2.93,0.00556,0.394
2023-02-22 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,23.1,97.2,0,0.267,0.283,0,1.24,5.69,0.550,0.806,1.29,2.05,0.767,1.24,12.0,0.550,0,0.333,10.6,0.367,7.64,6.94,0.0667,2.52,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,20.9,88.3,0,0.317,0.439,0,1.43,5.92,1,0.756,1.49,2.63,1.53,1.42,11.1,0.989,0,0.400,11.6,0.244,10.2,7.92,0.0667,2.99,0,0.428
2023-02-22 19:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0.00556,10.3,72.0,0,0,0.272,0,1.25,6.38,0.550,0.922,1.28,2.03,0.772,1.22,12.2,0.544,0,0.333,10.8,0.367,6.96,6.84,0.0667,2.29,0,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.622,9.32,58.1,0,0,0.439,0,1.43,6.61,1,0.850,1.49,2.74,1.54,1.41,11.2,0.983,0,0.406,11.8,0.244,9.47,7.82,0.0667,3,0,0.428
2023-02-22 19:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0.00556,10.4,68.1,0,0.0111,0.289,0,1.24,6.30,0.544,0.506,1.30,2.01,0.767,1.22,12.6,0.544,0,0.333,10.7,0.367,7.78,6.88,0.0722,2.33,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.628,9.34,58.0,0,0.0111,0.450,0,1.43,6.47,0.994,0.478,1.51,2.54,1.53,1.41,11.5,0.983,0,0.406,11.4,0.244,10.4,7.84,0.0722,2.80,0,0.428
2023-02-22 19:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.9,69.4,0,0,0.267,0,1.24,5.76,0.544,0.983,1.29,1.97,0.772,1.24,12.2,0.539,0,0.333,10.7,0.367,7.84,6.86,0.0833,2.41,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.81,59.6,0,0,0.433,0,1.43,5.94,0.994,0.961,1.49,2.63,1.54,1.42,10.9,0.989,0,0.400,11.5,0.244,10.6,7.84,0.0833,2.94,0,0.406
2023-02-22 19:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,29.5,114,0,0.267,0.272,0,1.25,6.49,0.544,0.806,1.29,2.07,0.767,1.22,12.6,0.544,0,0.333,10.6,0.367,6.96,6.89,0.0778,2.55,0.00556,0.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,27.3,105,0,0.311,0.433,0,1.43,6.78,0.994,0.867,1.49,2.61,1.53,1.41,11.3,1,0,0.400,11.4,0.244,9.52,7.86,0.0833,2.92,0,0.456
2023-02-22 19:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,26.4,106,0,0.267,0.278,0,1.25,5.71,0.544,0.694,1.30,1.97,0.772,1.20,11.5,0.550,0,0.333,10.7,0.350,7.42,6.96,0.0667,2.40,0.00556,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,24.1,96.2,0,0.311,0.439,0,1.43,5.92,0.994,0.767,1.50,2.66,1.54,1.40,10.9,1.01,0,0.400,11.6,0.233,9.41,7.93,0.0722,2.85,0,0.400
2023-02-22 19:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,10.6,69.9,0,0,0.294,0,1.25,6.15,0.550,0.950,1.30,2.06,0.772,1.23,12.1,0.550,0,0.333,10.8,0.367,7.56,6.87,0.0667,2.28,0,0.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,9.45,58.4,0,0,0.450,0,1.43,6.11,0.994,1.04,1.50,2.76,1.54,1.42,11.3,1,0,0.400,11.8,0.244,10.1,7.83,0.0667,2.98,0,0.444
2023-02-22 19:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.5,65.6,0,0.0111,0.272,0.00556,1.20,6.59,0.544,0.522,1.28,1.98,0.767,1.22,12.1,0.550,0,0.333,10.5,0.383,7.41,6.86,0.0722,2.41,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.27,57.6,0,0.0111,0.433,0,1.40,6.85,0.989,0.606,1.48,2.56,1.53,1.41,11.3,0.994,0,0.400,11.3,0.256,9.70,7.83,0.0722,2.89,0,0.428
2023-02-22 19:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.8,69.6,0,0,0.300,0,1.23,6.54,0.539,0.967,1.27,1.80,0.772,1.22,11.6,0.556,0,0.333,10.7,0.367,7.41,6.87,0.0833,2.39,0,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.60,59.0,0,0,0.456,0,1.42,6.03,0.989,0.983,1.47,2.63,1.54,1.41,11.4,1,0,0.400,11.6,0.244,9.88,7.84,0.0833,2.94,0,0.406
2023-02-22 19:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,29.5,117,0,0.272,0.306,0,1.27,6.45,0.539,0.950,1.29,2,0.767,1.23,13.1,0.550,0,0.333,10.7,0.372,7.31,6.87,0.0833,2.52,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,27.3,105,0,0.311,0.456,0,1.44,6.59,0.983,0.889,1.49,2.60,1.53,1.42,11.9,0.994,0,0.400,11.8,0.250,10.1,7.84,0.0833,2.81,0,0.372
2023-02-22 19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,29.2,114,0,0.267,0.289,0,1.24,6.59,0.550,0.561,1.29,2.16,0.767,1.22,12.7,0.544,0,0.333,10.7,0.367,7.44,6.92,0.0778,2.28,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,27,103,0,0.317,0.444,0,1.44,6.81,0.994,0.522,1.49,2.56,1.53,1.41,11.7,0.989,0,0.400,11.6,0.244,9.78,7.91,0.0778,2.90,0,0.433
