"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc05ccf7670ce1)","Receive Errors (lxc0e7fd83429f8)","Receive Errors (lxc2f196552a250)","Receive Errors (lxc351507ccd6de)","Receive Errors (lxc35a229aa328a)","Receive Errors (lxc44cc3d42073d)","Receive Errors (lxc64e81a3910f4)","Receive Errors (lxc69dc6236bed5)","Receive Errors (lxc807ae06edaa7)","Receive Errors (lxc8b0393b43750)","Receive Errors (lxc947f9c305662)","Receive Errors (lxc9854d7c0de90)","Receive Errors (lxc9d85bc894392)","Receive Errors (lxc9e1d6b31c79c)","Receive Errors (lxc_health)","Receive Errors (lxca4e4e80fd248)","Receive Errors (lxcb43abd09557c)","Receive Errors (lxcb9f2e6c9b4a1)","Receive Errors (lxcc89cc2f546a7)","Receive Errors (lxcc91b3dc073da)","Receive Errors (lxccdce074c39ef)","Receive Errors (lxce6f41a775b41)","Receive Errors (lxcf877b9881be3)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ccf7670ce1)","Receive Total (lxc0e7fd83429f8)","Receive Total (lxc2f196552a250)","Receive Total (lxc351507ccd6de)","Receive Total (lxc35a229aa328a)","Receive Total (lxc44cc3d42073d)","Receive Total (lxc64e81a3910f4)","Receive Total (lxc69dc6236bed5)","Receive Total (lxc807ae06edaa7)","Receive Total (lxc8b0393b43750)","Receive Total (lxc947f9c305662)","Receive Total (lxc9854d7c0de90)","Receive Total (lxc9d85bc894392)","Receive Total (lxc9e1d6b31c79c)","Receive Total (lxc_health)","Receive Total (lxca4e4e80fd248)","Receive Total (lxcb43abd09557c)","Receive Total (lxcb9f2e6c9b4a1)","Receive Total (lxcc89cc2f546a7)","Receive Total (lxcc91b3dc073da)","Receive Total (lxccdce074c39ef)","Receive Total (lxce6f41a775b41)","Receive Total (lxcf877b9881be3)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc05ccf7670ce1)","Transmit Errors (lxc0e7fd83429f8)","Transmit Errors (lxc2f196552a250)","Transmit Errors (lxc351507ccd6de)","Transmit Errors (lxc35a229aa328a)","Transmit Errors (lxc44cc3d42073d)","Transmit Errors (lxc64e81a3910f4)","Transmit Errors (lxc69dc6236bed5)","Transmit Errors (lxc807ae06edaa7)","Transmit Errors (lxc8b0393b43750)","Transmit Errors (lxc947f9c305662)","Transmit Errors (lxc9854d7c0de90)","Transmit Errors (lxc9d85bc894392)","Transmit Errors (lxc9e1d6b31c79c)","Transmit Errors (lxc_health)","Transmit Errors (lxca4e4e80fd248)","Transmit Errors (lxcb43abd09557c)","Transmit Errors (lxcb9f2e6c9b4a1)","Transmit Errors (lxcc89cc2f546a7)","Transmit Errors (lxcc91b3dc073da)","Transmit Errors (lxccdce074c39ef)","Transmit Errors (lxce6f41a775b41)","Transmit Errors (lxcf877b9881be3)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc05ccf7670ce1)","Receive Dropped (lxc0e7fd83429f8)","Receive Dropped (lxc2f196552a250)","Receive Dropped (lxc351507ccd6de)","Receive Dropped (lxc35a229aa328a)","Receive Dropped (lxc44cc3d42073d)","Receive Dropped (lxc64e81a3910f4)","Receive Dropped (lxc69dc6236bed5)","Receive Dropped (lxc807ae06edaa7)","Receive Dropped (lxc8b0393b43750)","Receive Dropped (lxc947f9c305662)","Receive Dropped (lxc9854d7c0de90)","Receive Dropped (lxc9d85bc894392)","Receive Dropped (lxc9e1d6b31c79c)","Receive Dropped (lxc_health)","Receive Dropped (lxca4e4e80fd248)","Receive Dropped (lxcb43abd09557c)","Receive Dropped (lxcb9f2e6c9b4a1)","Receive Dropped (lxcc89cc2f546a7)","Receive Dropped (lxcc91b3dc073da)","Receive Dropped (lxccdce074c39ef)","Receive Dropped (lxce6f41a775b41)","Receive Dropped (lxcf877b9881be3)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc05ccf7670ce1)","Transmit Dropped (lxc0e7fd83429f8)","Transmit Dropped (lxc2f196552a250)","Transmit Dropped (lxc351507ccd6de)","Transmit Dropped (lxc35a229aa328a)","Transmit Dropped (lxc44cc3d42073d)","Transmit Dropped (lxc64e81a3910f4)","Transmit Dropped (lxc69dc6236bed5)","Transmit Dropped (lxc807ae06edaa7)","Transmit Dropped (lxc8b0393b43750)","Transmit Dropped (lxc947f9c305662)","Transmit Dropped (lxc9854d7c0de90)","Transmit Dropped (lxc9d85bc894392)","Transmit Dropped (lxc9e1d6b31c79c)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca4e4e80fd248)","Transmit Dropped (lxcb43abd09557c)","Transmit Dropped (lxcb9f2e6c9b4a1)","Transmit Dropped (lxcc89cc2f546a7)","Transmit Dropped (lxcc91b3dc073da)","Transmit Dropped (lxccdce074c39ef)","Transmit Dropped (lxce6f41a775b41)","Transmit Dropped (lxcf877b9881be3)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ccf7670ce1)","Transmit Total (lxc0e7fd83429f8)","Transmit Total (lxc2f196552a250)","Transmit Total (lxc351507ccd6de)","Transmit Total (lxc35a229aa328a)","Transmit Total (lxc44cc3d42073d)","Transmit Total (lxc64e81a3910f4)","Transmit Total (lxc69dc6236bed5)","Transmit Total (lxc807ae06edaa7)","Transmit Total (lxc8b0393b43750)","Transmit Total (lxc947f9c305662)","Transmit Total (lxc9854d7c0de90)","Transmit Total (lxc9d85bc894392)","Transmit Total (lxc9e1d6b31c79c)","Transmit Total (lxc_health)","Transmit Total (lxca4e4e80fd248)","Transmit Total (lxcb43abd09557c)","Transmit Total (lxcb9f2e6c9b4a1)","Transmit Total (lxcc89cc2f546a7)","Transmit Total (lxcc91b3dc073da)","Transmit Total (lxccdce074c39ef)","Transmit Total (lxce6f41a775b41)","Transmit Total (lxcf877b9881be3)"
2023-02-23 00:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,18.5,83.5,0,0.267,0.267,0,1.25,5.88,0.544,0.933,1.28,2.02,0.772,1.23,13.3,0.550,0,0.333,11,0.383,8.61,6.89,0.0722,2.36,0,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,16.8,78.1,0,0.311,0.433,0,1.43,6.04,0.989,0.950,1.48,2.75,1.54,1.42,11.7,0.994,0,0.400,11.9,0.256,11.8,7.86,0.0667,3.07,0,0.417
2023-02-23 00:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.5,65.8,0,0,0.272,0,1.22,5.76,0.550,0.539,1.30,2.06,0.767,1.20,11.9,0.544,0,0.333,10.7,0.367,7.84,6.89,0.0667,2.34,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.27,58.0,0,0,0.433,0,1.41,6.08,0.994,0.622,1.51,2.69,1.53,1.41,11.0,0.989,0,0.400,11.6,0.244,10.3,7.86,0.0667,2.91,0,0.400
2023-02-23 00:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.2,66.8,0,0.0111,0.267,0,1.27,6.57,0.556,0.972,1.29,2.21,0.772,1.22,13.7,0.539,0,0.333,10.7,0.367,8.19,6.94,0.0667,2.53,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.31,58.9,0,0.0111,0.433,0,1.44,6.77,1.01,0.967,1.50,2.71,1.54,1.41,12.5,0.989,0,0.400,11.6,0.244,10.7,7.92,0.0667,2.96,0,0.417
2023-02-23 00:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.3,64.3,0,0,0.294,0,1.24,5.56,0.556,0.828,1.29,1.93,0.772,1.21,11.0,0.544,0,0.333,11.0,0.383,7.16,6.86,0.0667,2.54,0,0.450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.34,58.1,0,0,0.456,0,1.42,5.76,1,0.772,1.49,2.58,1.53,1.40,10.4,0.994,0,0.400,11.7,0.256,9.24,7.83,0.0667,3.08,0,0.417
2023-02-23 00:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,29.1,111,0,0.267,0.283,0,1.22,6.56,0.550,0.528,1.29,2.09,0.766,1.23,13.5,0.544,0,0.333,10.8,0.400,7.81,6.84,0.0666,2.29,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,27.0,103,0,0.311,0.444,0,1.42,6.81,0.988,0.511,1.49,2.47,1.53,1.42,12.1,0.994,0,0.400,11.6,0.267,10.6,7.82,0.0666,2.85,0,0.378
2023-02-23 00:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,21.6,91.2,0,0.267,0.267,0,1.22,5.86,0.539,0.978,1.29,2.13,0.772,1.22,11.3,0.539,0,0.333,10.4,0.350,7.47,6.89,0.0667,2.35,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,19.8,84.8,0,0.311,0.433,0,1.41,6.02,0.983,0.950,1.49,2.58,1.54,1.41,10.6,0.989,0,0.400,11.3,0.233,9.71,7.86,0.0667,2.96,0,0.450
2023-02-23 00:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.7,65.6,0,0,0.267,0,1.23,5.67,0.544,0.533,1.28,1.90,0.767,1.22,10.6,0.539,0,0.333,10.8,0.383,7.88,6.89,0.0667,2.41,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.35,57.7,0,0,0.433,0,1.42,5.24,0.994,0.617,1.49,2.71,1.53,1.41,10.7,0.989,0.00556,0.400,11.5,0.256,10.1,7.86,0.0722,2.89,0,0.439
2023-02-23 00:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.3,67.3,0,0.0111,0.289,0,1.23,5.29,0.544,0.928,1.29,1.92,0.772,1.20,11.3,0.550,0,0.328,10.9,0.350,7.09,6.84,0.0667,2.29,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.21,57.7,0,0.0111,0.450,0,1.42,5.53,0.989,0.956,1.50,2.62,1.54,1.40,10.3,0.994,0.00556,0.394,11.8,0.233,9.62,7.82,0.0722,2.91,0,0.411
2023-02-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.4,66.8,0,0,0.294,0,1.27,5.75,0.539,0.944,1.29,1.95,0.772,1.22,12.1,0.550,0,0.317,10.5,0.383,7.30,6.88,0.0667,2.37,0,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.35,57.8,0,0,0.450,0,1.46,5.97,0.989,0.889,1.50,2.60,1.54,1.41,10.8,1,0,0.383,11.4,0.256,10.2,7.84,0.0667,2.83,0,0.372
2023-02-23 01:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,29.6,111,0,0.267,0.278,0,1.26,4.49,0.550,0.539,1.31,2.17,0.761,1.23,10.3,0.550,0,0.317,10.4,0.383,7.35,6.88,0.0667,2.39,0,0.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,27.1,104,0,0.317,0.439,0,1.44,4.51,1,0.528,1.51,2.56,1.51,1.42,9.49,0.989,0,0.383,11.4,0.256,9.77,7.84,0.0667,2.84,0,0.472
2023-02-23 01:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,25.0,102,0,0.267,0.272,0,1.22,4.99,0.544,0.983,1.30,2.12,0.767,1.22,10.9,0.539,0,0.328,10.9,0.367,7.44,6.86,0.0667,2.29,0.00556,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,22.9,93.4,0,0.317,0.439,0,1.41,5.22,0.989,0.883,1.50,2.77,1.52,1.41,9.74,0.983,0,0.394,11.8,0.244,10.2,7.83,0.0667,3.02,0.00556,0.411
2023-02-23 01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.3,66.2,0,0,0.267,0,1.18,6.23,0.544,0.506,1.26,2.14,0.767,1.17,12.1,0.533,0.00556,0.333,10.8,0.383,7.36,6.96,0.0667,2.42,0.00556,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.26,58.0,0,0,0.433,0,1.37,6.57,0.994,0.483,1.45,2.55,1.53,1.36,11.1,0.983,0,0.400,11.8,0.256,9.66,7.94,0.0667,2.81,0.00556,0.372
2023-02-23 01:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.1,67.9,0,0.0111,0.294,0,1.22,5.76,0.550,0.956,1.31,2.14,0.772,1.23,11.6,0.539,0.00556,0.333,11,0.350,6.89,6.88,0.0667,2.50,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.05,58.9,0,0.0111,0.456,0,1.42,5.99,0.994,0.861,1.50,2.66,1.54,1.42,10.6,0.989,0,0.400,11.9,0.233,9.37,7.85,0.0667,3.01,0,0.422
2023-02-23 01:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.2,70.1,0,0,0.300,0,1.25,6.20,0.550,1.02,1.29,2.14,0.772,1.23,11.5,0.550,0,0.339,10.8,0.350,7.23,6.86,0.0667,2.47,0,0.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.24,59.2,0,0,0.456,0,1.43,6.21,0.994,1,1.49,2.66,1.54,1.42,11.2,1,0,0.406,11.9,0.233,9.21,7.83,0.0667,3.07,0,0.456
2023-02-23 01:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0.00556,29.3,114,0,0.267,0.267,0,1.23,5.26,0.550,0.506,1.31,2.16,0.767,1.22,10.6,0.539,0,0.344,10.6,0.367,7.32,6.86,0.0667,2.56,0,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.606,27.0,104,0,0.311,0.433,0,1.42,5.05,0.994,0.594,1.51,2.63,1.54,1.41,10.4,0.989,0,0.411,11.6,0.244,9.48,7.83,0.0667,2.97,0,0.422
2023-02-23 01:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,28.2,109,0,0.267,0.283,0,1.22,5.76,0.545,0.984,1.29,2.02,0.767,1.20,12.5,0.534,0,0.334,10.8,0.350,7.78,6.91,0.0723,2.34,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,26.0,101,0,0.311,0.445,0,1.41,5.96,0.995,0.978,1.50,2.68,1.53,1.40,10.9,0.989,0,0.406,11.6,0.233,11.0,7.87,0.0723,2.91,0,0.389
2023-02-23 01:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.4,67.6,0,0,0.317,0,1.25,6.12,0.533,0.550,1.28,2.21,0.767,1.23,12.3,0.539,0,0.333,10.7,0.383,7.76,6.97,0.0833,2.56,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.17,58.0,0,0,0.467,0,1.43,6.33,0.983,0.628,1.48,2.56,1.53,1.42,11.2,0.989,0,0.400,11.6,0.256,10.4,7.94,0.0833,2.77,0,0.406
2023-02-23 01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.1,70.0,0,0.0167,0.300,0,1.22,6.08,0.539,0.933,1.29,2.06,0.767,1.24,13.5,0.539,0,0.339,10.5,0.367,7.92,6.84,0.0778,2.49,0,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.09,58.1,0,0.0111,0.456,0,1.42,6.32,0.983,0.944,1.49,2.67,1.53,1.43,11.9,0.989,0,0.406,11.5,0.244,11.0,7.82,0.0778,2.92,0,0.433
2023-02-23 01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.3,67.6,0,0,0.278,0,1.23,6.14,0.544,0.950,1.28,2.21,0.761,1.23,11.6,0.539,0,0.350,10.5,0.367,7.12,6.87,0.0667,2.48,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.27,58.6,0,0,0.439,0,1.42,6.25,0.989,0.956,1.49,2.67,1.53,1.42,11.0,0.983,0,0.417,11.2,0.244,9.19,7.83,0.0667,2.91,0,0.433
2023-02-23 01:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,29.7,112,0,0.267,0.300,0.00556,1.22,6.54,0.539,0.533,1.29,2.16,0.772,1.22,13.6,0.544,0,0.350,10.4,0.383,7.81,6.89,0.0667,2.18,0,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,26.9,104,0,0.322,0.444,0,1.41,6.79,0.989,0.617,1.49,2.54,1.54,1.41,12.1,0.994,0,0.417,11.2,0.256,10.7,7.86,0.0667,2.78,0,0.372
2023-02-23 01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,30.4,115,0,0.267,0.278,0.00556,1.25,5.81,0.544,0.972,1.28,2.06,0.767,1.23,11.1,0.550,0,0.339,10.6,0.400,7.20,6.94,0.0667,2.48,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,27.6,107,0,0.328,0.439,0,1.43,5.62,0.994,0.950,1.48,2.68,1.53,1.42,10.5,1,0,0.406,11.6,0.267,9.87,7.93,0.0667,2.98,0,0.394
2023-02-23 01:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.7,67.9,0,0,0.267,0,1.27,4.93,0.544,0.639,1.29,1.90,0.772,1.22,10.9,0.550,0,0.333,10.9,0.333,7.92,6.84,0.0667,2.27,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.52,58.5,0,0.00556,0.433,0,1.44,4.60,0.989,0.611,1.49,2.59,1.54,1.41,10.0,0.989,0,0.400,11.7,0.222,10.9,7.82,0.0667,2.97,0,0.450
2023-02-23 01:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10,65.9,0,0.0111,0.283,0,1.23,5.18,0.550,0.794,1.24,2.09,0.772,1.17,10.7,0.556,0,0.333,10.7,0.350,7.03,6.86,0.0667,2.36,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.08,57.2,0,0.0111,0.444,0,1.42,5.41,0.994,0.722,1.44,2.63,1.54,1.37,10.1,0.994,0,0.400,11.5,0.239,9.19,7.83,0.0667,2.93,0,0.361
2023-02-23 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.3,65.4,0,0,0.272,0,1.19,5.79,0.544,1,1.26,2,0.772,1.18,11.5,0.544,0,0.333,10.6,0.383,7.02,6.89,0.0667,2.32,0,0.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.19,57.9,0,0,0.433,0,1.38,5.90,0.994,0.894,1.45,2.71,1.54,1.37,10.6,0.994,0,0.400,11.7,0.261,9.67,7.86,0.0667,2.97,0,0.394
