"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ccf7670ce1)","Transmit Total (lxc0e7fd83429f8)","Transmit Total (lxc2f196552a250)","Transmit Total (lxc351507ccd6de)","Transmit Total (lxc35a229aa328a)","Transmit Total (lxc44cc3d42073d)","Transmit Total (lxc64e81a3910f4)","Transmit Total (lxc69dc6236bed5)","Transmit Total (lxc807ae06edaa7)","Transmit Total (lxc8b0393b43750)","Transmit Total (lxc947f9c305662)","Transmit Total (lxc9854d7c0de90)","Transmit Total (lxc9d85bc894392)","Transmit Total (lxc9e1d6b31c79c)","Transmit Total (lxc_health)","Transmit Total (lxca4e4e80fd248)","Transmit Total (lxcb43abd09557c)","Transmit Total (lxcb9f2e6c9b4a1)","Transmit Total (lxcc89cc2f546a7)","Transmit Total (lxcc91b3dc073da)","Transmit Total (lxccdce074c39ef)","Transmit Total (lxce6f41a775b41)","Transmit Total (lxcf877b9881be3)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ccf7670ce1)","Receive Total (lxc0e7fd83429f8)","Receive Total (lxc2f196552a250)","Receive Total (lxc351507ccd6de)","Receive Total (lxc35a229aa328a)","Receive Total (lxc44cc3d42073d)","Receive Total (lxc64e81a3910f4)","Receive Total (lxc69dc6236bed5)","Receive Total (lxc807ae06edaa7)","Receive Total (lxc8b0393b43750)","Receive Total (lxc947f9c305662)","Receive Total (lxc9854d7c0de90)","Receive Total (lxc9d85bc894392)","Receive Total (lxc9e1d6b31c79c)","Receive Total (lxc_health)","Receive Total (lxca4e4e80fd248)","Receive Total (lxcb43abd09557c)","Receive Total (lxcb9f2e6c9b4a1)","Receive Total (lxcc89cc2f546a7)","Receive Total (lxcc91b3dc073da)","Receive Total (lxccdce074c39ef)","Receive Total (lxce6f41a775b41)","Receive Total (lxcf877b9881be3)"
2023-02-22 18:18:00,0,68.6,14612,58803,0,38.0,34.1,0,435,1492,66.1,1072,454,1689,143,442,36575,66.8,0,32.3,6608,116,16724,2554,4.50,1713,0,245,68.6,0,39192,69286,0,30.6,23.7,0,246,15206,41.4,1073,253,161,96.3,248,16943,41.4,0,26.2,1014,28.0,9313,1266,4.37,183,0,113
2023-02-22 18:20:00,0,69,13719,33299,0,0,31.5,0,448,1682,66.8,2648,467,1856,143,456,36618,66.8,0,32.3,6906,116,17851,2554,4.97,1884,0,245,69,0,17980,44631,0,0.389,20.6,0,253,15264,41.4,2656,261,177,96.3,256,18103,41.8,0,26.2,1019,28.0,9169,1265,4.83,210,0,117
2023-02-22 18:22:00,0,70.1,12985,32464,0,0,32.1,0,445,1644,66.4,2121,468,1816,143,456,36646,66.4,0,32.3,6918,138,21693,2583,4.73,1837,0,240,70.1,0,17439,43640,0,0.389,21.4,0,250,15259,41.4,2130,261,165,95.9,256,21963,41.4,0,26.2,1048,32.9,8979,1280,4.60,191,0,109
2023-02-22 18:24:00,0,70.1,13931,33413,0,0.600,32.1,0,446,1596,66.1,1599,467,1750,143,454,36633,66.4,0,32.3,6695,133,17453,2552,4.27,1776,0,238,70.1,0,16970,42536,0,0.600,21.8,0,252,15257,41.4,1600,261,147,96.3,254,17656,41.4,0,26.2,1039,31.6,10442,1262,4.13,178,0,109
2023-02-22 18:26:00,0,69.4,14947,34602,0,0,30.7,0,448,1648,66.1,2652,466,1873,143,452,36737,65.7,0,32.3,6939,127,26480,2554,4.27,1889,0,243,69.4,0,18086,44444,0,0,20.1,0,253,15240,41.4,2652,260,157,96.3,252,26635,40.6,0,26.2,1020,30.3,10477,1270,4.13,171,0,116
2023-02-22 18:28:00,0,69.7,14617,58695,0,37.6,32.9,0,448,1497,66.4,1075,467,1691,142,455,36631,66.1,0,32.3,6651,111,16826,2553,4.27,1710,0,242,69.7,0,39063,69133,0,30.6,22.5,0,258,15217,41.4,1076,261,176,94.9,255,17053,41,0,26.2,1028,26.3,9328,1269,4.13,191,0,111
2023-02-22 18:30:00,0,69.0,14043,36025,0,37.6,31.5,0.389,443,1629,66.4,2650,467,1833,143,453,36588,66.4,0,32.3,6922,122,20212,2552,4.26,1860,0,240,69.0,0,20237,47009,0,30.6,20.5,0,247,15203,41.0,2658,260,154,96.3,253,20368,41.0,0,26.2,1037,29.0,9220,1262,4.13,199,0,112
2023-02-22 18:32:00,0,69,13839,33379,0,0,31.5,0,448,1593,66.1,2650,466,1870,143,452,36544,66.1,0,32.3,7054,122,16189,2583,4.27,1896,0,239,69,0,17979,44446,0,0,20.6,0,253,15157,40.6,2657,260,166,95.9,252,16362,40.6,0,26.2,1038,29.0,9276,1279,4.13,199,0,111
2023-02-22 18:34:00,0,69,13101,32551,0,0.600,31.5,0,450,1523,66.8,1071,467,1697,143,456,36622,65.7,0,32.3,6575,133,15924,2552,4.27,1719,0,244,69,0,16428,41602,0,0.600,20.6,0,256,15246,41.4,1071,261,168,96.7,255,16118,40.3,0,26.2,1031,31.6,10128,1263,4.13,180,0,113
2023-02-22 18:36:00,0,68.6,14862,34509,0,0,32.9,0,445,1706,66.1,2652,467,1870,143,453,36642,66.1,0,32.3,7004,133,16988,2555,4.27,1883,0,245,68.6,0,18013,44590,0,0,22.5,0,249,15264,41,2655,261,178,96.3,253,17203,40.6,0,26.2,1018,31.6,10318,1267,4.13,189,0,120
2023-02-22 18:38:00,0,68.6,14402,58403,0,38.3,30.7,0,448,1500,66.1,1073,468,1704,143,453,36606,66.4,0,32.3,6640,116,16584,2552,4.27,1723,0,241,68.6,0,39023,69289,0,30.6,20.4,0,253,15207,41,1072,261,168,95.9,253,16810,41.4,0,26.2,998,27.7,9100,1264,4.13,197,0,115
2023-02-22 18:40:00,0,69.4,14630,41062,0,38.3,34.2,0,435,1630,66.1,2650,454,1871,143,441,36660,65.7,0,32.3,6955,127,17828,2552,4.27,1896,0,243,69.4,0,24255,52153,0,30.6,24.0,0,244,15217,41,2655,254,166,96.3,246,18030,41,0,26.2,1049,30.3,9394,1264,4.52,197,0,112
2023-02-22 18:42:00,0,68.6,13860,33529,0,0,33.6,0,445,1655,65.7,2649,466,1890,143,456,36603,66.1,0,32.3,7118,133,18021,2583,4.27,1913,0,245,68.6,0,17977,44723,0,0,22.9,0,249,15218,40.6,2660,259,171,95.9,257,18228,41,0,26.2,1074,31.6,9313,1280,4.52,191,0,120
2023-02-22 18:44:00,0,69,14026,33535,0,0.600,31.5,0,446,1491,66.1,1073,467,1693,143,453,36575,66.4,0,32.3,6581,127,17082,2554,4.27,1714,0,239,69,0,16464,41598,0,0.600,21.0,0,252,15211,41.4,1073,261,152,96.3,253,17204,41,0,26.2,1003,30.3,11049,1265,4.13,174,0,107
2023-02-22 18:46:00,0,68.6,15473,35110,0,0,30.7,0,446,1619,66.4,2649,466,1854,143,452,36573,65.7,0.389,32.3,6984,127,17928,2553,4.27,1882,0,239,68.6,0,18029,44425,0,0,19.7,0,251,15207,41.8,2650,260,163,96.3,252,18060,40.3,0,26.2,1030,30.3,10921,1264,4.13,183,0,108
2023-02-22 18:48:00,0,68.3,14866,59149,0,37.6,33.5,0,450,1490,66.1,1072,466,1684,143,454,36637,66.1,0.389,32.3,6638,122,21027,2553,4.27,1699,0,246,68.3,0,39199,69223,0,30.6,23.4,0,260,15239,40.7,1078,260,146,96.0,259,21237,40.7,0,26.2,1083,29.0,9577,1267,4.14,178,0,121
2023-02-22 18:50:00,0,69,15081,46092,0,37.6,32.9,0,446,1610,66.4,2646,466,1871,143,454,36568,66.4,0,32.3,6867,122,17636,2554,4.27,1927,0,239,69,0,28528,56946,0,30.6,22.8,0,250,15198,41,2651,260,168,96.3,253,17803,41.4,0,26.2,999,29.0,9399,1270,4.13,214,0,114
2023-02-22 18:52:00,0,70.1,13944,33491,0,0,31.5,0,449,1618,66.4,2650,467,1878,143,456,36632,66.4,0,32.3,7009,116,24976,2582,4.27,1899,0,238,70.1,0,17994,44348,0,0,21.3,0,255,15180,41,2656,260,163,95.9,257,25158,41,0.389,26.2,1014,27.7,9451,1278,4.13,180,0,107
2023-02-22 18:54:00,0,69.4,13299,32818,0,0.600,32.1,0,448,1420,66.1,1074,466,1673,143,453,36532,66.8,0,32.3,6613,127,16992,2553,4.27,1709,0,247,69.4,0,16451,41476,0,0.600,26.5,0,253,15152,41,1074,260,158,95.9,254,17089,41.4,0,26.2,1053,30.3,10337,1264,4.13,165,0,121
2023-02-22 18:56:00,0,68.6,14947,34616,0,0,30.7,0,446,1572,66.1,2648,468,1872,143,452,36611,66.5,0,32.3,7004,122,26242,2552,4.27,1874,0,237,68.6,0,18031,44313,0,0,19.7,0,256,15158,41,2653,261,163,96.3,252,26319,41,0,26.2,1046,29.0,10476,1264,4.13,190,0,109
2023-02-22 18:58:00,0,69.7,14410,58520,0,38.0,31.5,0,446,1502,67.2,1074,467,1695,142,455,36595,66.1,0,32.3,6664,133,17148,2555,4.27,1717,0.389,237,69.7,0,39123,69150,0,30.6,25.7,0,255,15213,41.4,1080,266,152,94.5,255,17371,41,0,26.2,1022,36.5,9123,1267,4.13,189,0,104
2023-02-22 19:00:00,0,69.4,14699,50141,0,38.0,31.5,0,447,1587,66.8,2126,467,1818,142,455,36603,66.1,0,32.3,6866,122,20716,2577,4.27,1851,0,243,69.4,0,32095,61467,0,30.6,21.4,0,252,15201,41.4,2127,261,156,94.9,261,20875,41.4,0,26.2,1028,33.9,9190,1279,4.13,197,0,109
2023-02-22 19:02:00,0.389,69.4,13767,33298,0,0,31.5,0,448,1666,66.8,2647,467,1865,143,453,36611,65.7,0,32.7,7012,122,16388,2551,4.27,1884,0,241,69.4,0.389,17973,44795,0,0,20.5,0,253,15244,41.4,2648,260,164,96.3,253,16637,41,0,26.2,1052,29.0,9202,1262,4.13,176,0,115
2023-02-22 19:04:00,0.389,69.7,13523,33035,0,0.600,32.9,0,447,1519,66.4,1070,468,1676,143,454,36631,65.7,0,32.7,6565,122,16309,2554,4.50,1701,0,242,69.7,0.389,16453,41979,0,0.600,22.4,0,251,15243,41,1071,262,161,95.9,254,16491,41,0,26.2,1039,29.0,10564,1265,4.37,182,0,111
2023-02-22 19:06:00,0,69.4,15327,34995,0,0,30.7,0,446,1618,66.4,2658,468,1848,143,455,36590,66.1,0,32.3,6967,122,18034,2553,4.97,1881,0,240,69.4,0,18034,44576,0,0,19.7,0,252,15202,41,2656,261,156,96.3,256,18166,40.6,0,26.2,1030,29.0,10799,1264,4.83,190,0,115
2023-02-22 19:08:00,0,69.0,15745,59894,0,37.6,30.7,0,448,1628,66.4,2132,469,1798,143,453,36630,66.8,0,32.3,6806,122,17330,2556,5.12,1821,0,247,69.0,0,40087,71031,0,30.6,20.1,0,253,15256,41,2130,261,158,95.9,254,17600,41,0,26.2,1011,29.0,9383,1267,4.60,200,0.389,120
2023-02-22 19:10:00,0,69.7,14941,54696,0,37.6,31.5,0,448,1543,66.4,1609,469,1766,143,452,36593,67.2,0,32.3,6743,116,17685,2583,4.66,1780,0,238,69.7,0,35576,65276,0,30.6,21.0,0,253,15204,41,1608,262,158,96.3,252,17866,41.4,0,26.2,1037,27.7,9531,1280,4.13,181,0.389,106
2023-02-22 19:12:00,0,70.1,13895,33450,0,0,32.9,0,448,1628,66.4,2662,469,1865,143,455,36628,66.8,0,32.3,7057,122,18025,2553,4.27,1879,0,245,70.1,0,17999,44615,0,0,22.8,0,253,15226,41.4,2653,262,167,96.3,255,18202,41.4,0,26.2,1047,29.0,9369,1264,4.13,179,0,120
2023-02-22 19:14:00,0,68.6,13529,32988,0,0.600,30.7,0,444,1545,66.1,1079,466,1685,143,453,36624,66.4,0,32.3,6619,127,16961,2553,4.50,1711,0,245,68.6,0,16466,41671,0,0.600,20.1,0.389,247,15262,41,1073,260,150,95.9,253,17150,41.4,0,26.2,1009,30.3,10548,1264,4.37,185,0,119
2023-02-22 19:16:00,0,69,14907,34523,0,0,33.5,0,446,1625,66.1,2658,464,1851,143,453,36627,66.8,0,32.3,7014,121,17889,2554,4.97,1881,0,240,69,0,18029,44577,0,0,23.8,0,251,15254,40.6,2654,259,143,96.3,253,18044,41.8,0,26.2,1036,29.0,10357,1270,4.83,188,0,108
2023-02-22 19:18:00,0,69,16085,60425,0,37.6,33.5,0,449,1660,65.7,2651,468,1849,143,455,36661,66.4,0,32.3,7013,122,21438,2553,4.97,1870,0,236,69,0,40724,72197,0,31.0,24.2,0,260,15252,40.6,2652,261,153,95.9,255,21706,41.4,0,26.2,1047,29.4,9237,1270,4.83,191,0,104
2023-02-22 19:20:00,0,68.6,14222,58405,0,38.0,32.1,0,448,1556,66.4,1076,467,1698,143,453,36653,66.1,0,32.3,6625,121,17539,2580,4.73,1727,0,244,68.6,0,39165,69418,0,30.6,21.8,0,252,15269,41.4,1082,261,171,95.9,253,17772,41,0,26.2,1035,29.0,8954,1276,4.60,179,0,119
2023-02-22 19:22:00,0,68.6,13426,32918,0,0,33.3,0,447,1614,66.4,2651,466,1846,143,455,36646,66.1,0,32.3,6933,116,25758,2553,4.50,1879,0,245,68.6,0,17970,44254,0,0,22.5,0,250,15205,41.4,2652,260,160,96.3,255,25953,40.6,0,26.2,976,27.7,8938,1265,4.37,196,0,118
2023-02-22 19:24:00,0,68.6,13072,32507,0,0.600,32.9,0,450,1435,66.4,1070,466,1703,143,453,36534,66.1,0,32.3,6574,122,16826,2553,4.27,1738,0,240,68.6,0,16449,41563,0,0.600,22.9,0,255,15159,41.4,1068,260,168,95.9,252,16926,41,0,26.2,1008,29.0,10095,1265,4.13,203,0,109
2023-02-22 19:26:00,0,69.0,15223,34883,0,0,30.7,0.389,449,1587,66.4,2652,469,1853,143,453,36579,66.0,0,32.3,7012,127,21148,2553,4.26,1880,0,241,69.0,0,18027,44562,0,0,19.7,0,254,15157,41.3,2654,261,153,96.3,253,21241,41.0,0,26.2,1064,30.3,10727,1266,4.13,175,0,116
2023-02-22 19:28:00,0,69,16160,60482,0,37.6,32.9,0.389,434,1561,66.1,2649,459,1879,142,442,36518,66.4,0,32.3,7097,116,16486,2579,4.27,1908,0,245,69,0,40663,72176,0,30.6,22.4,0,244,15131,41,2650,255,165,94.9,248,16614,41,0,26.2,1056,27.7,9280,1280,4.13,192,0,118
2023-02-22 19:30:00,0,69.4,14673,58764,0,37.6,31.5,0,446,1554,66.4,1072,469,1722,142,454,36640,66.4,0,32.3,6694,127,16299,2582,4.27,1746,0,242,69.4,0,39117,69289,0,30.6,21.0,0,251,15232,41,1078,262,147,94.5,254,16509,41,0,26.2,1028,30.3,9382,1278,4.13,179,0,110
2023-02-22 19:32:00,0,69,14065,33641,0,0,31.5,0,450,1634,66.1,2656,468,1867,143,452,36605,66.1,0,32.3,7008,122,16833,2553,4.27,1884,0,239,69,0,17996,44396,0,0,20.6,0,256,15205,41.4,2656,261,165,96.3,252,17025,40.6,0,26.2,1034,29.0,9510,1265,4.13,195,0,115
2023-02-22 19:34:00,0,69,13177,32659,0,0.600,32.1,0,447,1564,66.1,1077,467,1710,143,453,36647,66.1,0,32.3,6586,127,16317,2554,4.27,1729,0,244,69,0,16467,41573,0,0.600,21.4,0,252,15273,41,1075,261,161,95.9,254,16531,41,0,26.2,1033,30.3,10193,1265,4.52,186,0,115
2023-02-22 19:36:00,0,68.6,14723,34376,0,0,31.5,0,449,1633,66.4,2658,466,1855,143,454,36582,66.1,0,32.3,7035,127,17789,2553,4.27,1878,0,245,68.6,0,18018,44382,0,0,20.6,0,259,15210,41,2661,260,161,96.3,254,17928,41,0,26.2,1052,30.3,10187,1264,4.52,176,0,118
2023-02-22 19:38:00,0,69,15718,59967,0,50.4,32.1,0,446,1660,66.4,2656,468,1858,143,455,36621,65.3,0,32.3,7030,127,17987,2553,4.27,1884,0,245,69,0,40649,71890,0,30.6,27.0,0,252,15234,41,2659,261,167,96.3,260,18239,40.3,0,26.2,1038,30.3,8856,1269,4.13,174,0,119
2023-02-22 19:40:00,0,68.6,14224,58207,0,50.4,32.1,0,448,1470,66.4,1068,466,1693,143,453,36565,65.3,0,32.3,6544,116,17227,2556,4.27,1709,0,245,68.6,0,39111,69064,0,30.6,26.6,0,252,15175,41,1068,260,146,96.3,253,17384,40.3,0,26.2,1011,27.7,8931,1267,4.13,169,0,120
2023-02-22 19:42:00,0,68.6,14047,33670,0,0,32.1,0,448,1615,66.4,2650,467,1863,143,452,36581,66.1,0,32.3,7051,116,17965,2552,4.27,1892,0,238,68.6,0,17987,44561,0,0,21.5,0,253,15197,41.8,2651,261,168,96.3,252,18149,41.4,0,26.2,1046,27.7,9510,1262,4.13,199,0,111
2023-02-22 19:44:00,0,69,14217,33899,0,0.600,34.3,0,447,1485,66.4,1075,467,1694,143,456,36564,66.1,0,32.3,6657,127,16895,2553,4.27,1724,0,241,69,0,16474,41749,0,0.600,30.0,0,258,15208,41.4,1076,260,156,95.9,256,16994,41.4,0,26.2,1063,30.3,11249,1264,4.13,196,0,116
2023-02-22 19:46:00,0,69,15466,35086,0,0.233,31.5,0,445,1615,66.4,2656,466,1856,143,453,36565,66.8,0,32.3,6989,122,17947,2552,4.27,1872,0,243,69,0,18026,44350,0,0.233,21.3,0,254,15197,41.4,2663,260,149,96.3,253,18062,41.4,0,26.2,1012,29.0,10928,1264,4.13,176,0,111
2023-02-22 19:48:00,0,69.4,16462,60872,0,35.8,32.8,0,445,1644,66.4,2651,468,1887,143,453,36672,66.8,0.389,32.3,7036,122,25541,2578,4.27,1902,0,243,69.4,0,40779,72080,0,29.0,21.4,0,249,15238,41,2651,266,161,96.3,258,25757,41.4,0,26.2,1029,34.3,9653,1280,4.13,174,0,117
2023-02-22 19:50:00,0,69,15094,59399,0,39.4,31.5,0,450,1506,66.1,1074,466,1686,143,455,36617,66.4,0.389,32.3,6624,127,17569,2553,4.73,1763,0,243,69,0,39253,69195,0,30.6,20.6,0,255,15250,41,1072,260,150,95.9,255,17756,41,0,26.2,1073,30.3,9796,1265,4.60,204,0,118
2023-02-22 19:52:00,0,68.6,14388,33940,0,0,31.5,0,435,1646,66.8,2653,455,1849,143,441,36671,66.4,0,32.3,6969,122,25647,2553,4.97,1882,0,236,68.6,0,17984,44128,0,0,20.6,0,246,15243,41.7,2653,254,169,96.3,246,25845,41.4,0,26.2,1018,29.0,9897,1265,4.83,203,0,104
2023-02-22 19:54:00,0,68.6,14046,33518,0,0.600,31.5,0,444,1490,66.4,1606,465,1741,143,454,36565,66.1,0,32.3,6686,122,16601,2552,4.97,1769,0,244,68.6,0,16973,42183,0,0.600,20.5,0,248,15186,40.6,1599,260,155,96.3,254,16710,41.4,0,26.2,999,29.0,10546,1264,4.83,189,0,116
2023-02-22 19:56:00,0,69.0,14412,33985,0,0.600,31.5,0,448,1475,66.4,1607,467,1754,143,454,36552,66.4,0,32.3,6728,121,21001,2553,4.96,1758,0,246,69.0,0,16987,42432,0,0.600,20.9,0,252,15145,41.0,1607,260,166,95.9,254,21066,41.0,0.389,26.2,1042,29.0,10967,1265,4.83,167,0,120
2023-02-22 19:58:00,0,69.4,15660,55766,0,0,32.9,0,450,1610,66.4,2654,466,1878,142,454,36561,66.1,0,32.3,7088,116,16613,2583,4.97,1899,0,240,69.4,0,36851,67209,0,0,22.5,0,257,15181,41.4,2662,260,151,94.9,255,16784,41,0.389,26.2,1060,27.7,9282,1280,4.83,177,0,108
2023-02-22 20:00:00,0,69,14597,58625,0,39.1,30.7,0,448,1461,66.1,1071,467,1686,142,453,36550,66.1,0,32.8,6599,121,16461,2554,4.97,1713,0,234,69,0,39118,68954,0,30.6,19.7,0,253,15168,41.4,1072,261,136,94.5,253,16612,41,0,26.7,1037,29.0,9311,1266,4.83,178,0,98.8
2023-02-22 20:02:00,0,69.0,13929,33454,0,0,30.7,0,444,1685,66.1,2652,468,1884,143,452,36634,66.4,0,33.0,7016,127,17019,2556,4.97,1923,0.389,252,69.0,0,17979,44197,0,0,20.5,0,247,15255,41,2651,261,157,96.3,252,17281,41,0,26.9,1018,30.3,9373,1267,4.83,209,0,125
2023-02-22 20:04:00,0,68.6,14378,33992,0,0.600,34.3,0,445,1631,66.4,2133,466,1803,143,455,36635,66.4,0,32.8,6795,127,16667,2554,5.36,1819,0,244,68.6,0,17520,43236,0,0.600,24.2,0,248,15262,41.4,2128,260,198,96.3,255,16847,41,0,26.7,1021,30.3,10365,1265,4.83,179,0,115
2023-02-22 20:06:00,0,69.4,13028,32484,0,0.600,32.1,0,452,1486,66.1,1075,468,1685,143,455,36593,66.7,0,32.7,6632,116,17946,2553,4.97,1702,0,234,69.4,0,16462,41522,0,0.600,21.6,0,263,15201,41,1067,261,163,95.9,256,18084,41.4,0,26.2,1048,27.7,10077,1264,4.83,184,0,106
2023-02-22 20:08:00,0.389,69.4,15095,50714,0,0,30.7,0,446,1658,66.1,2656,469,1862,143,452,36640,66.4,0,32.3,7050,111,18004,2555,4.97,1886,0,245,69.4,0.389,32731,62070,0,0,20.1,0,251,15232,40.6,2661,262,156,96.3,252,18256,41,0,26.2,1052,26.3,9127,1270,4.83,192,0,117
2023-02-22 20:10:00,0,68.6,14212,58417,0,42.7,30.7,0,445,1474,66.8,1075,468,1694,143,452,36567,65.7,0,32.3,6566,127,16835,2555,4.50,1716,0,247,68.6,0,39248,69136,0,30.6,19.7,0,248,15193,41.4,1077,261,163,95.9,252,16995,40.3,0,26.2,1020,30.3,8918,1272,4.37,190,0.389,116
2023-02-22 20:12:00,0,69.7,14396,34056,0,0,32.9,0,449,1621,66.4,2646,469,1857,143,453,36573,66.8,0,32.3,7061,133,17859,2553,4.27,1883,0,247,69.7,0,17991,44345,0,0,22.3,0,254,15209,41.4,2647,262,192,96.3,253,18019,41,0,26.2,1050,31.6,9844,1264,4.13,207,0,122
2023-02-22 20:14:00,0,69.1,15652,35432,0,0.601,32.4,0,448,1690,65.8,2652,467,1867,143,456,36704,67.2,0,32.4,7033,132,21163,2558,4.27,1879,0,238,69.1,0,18065,44286,0,0.601,21.6,0,253,15279,41.4,2654,260,170,96.4,255,21357,41.8,0,26.2,1086,31.6,11127,1269,4.14,183,0,106
2023-02-22 20:16:00,0,69,13675,33141,0,0.600,30.7,0,433,1495,66.1,1070,455,1689,143,441,36602,66.9,0,32.3,6633,133,17756,2565,4.27,1722,0,241,69,0,16465,41530,0,0.989,19.7,0.389,242,15204,41.4,1070,254,146,95.9,246,17893,41.9,0,26.2,1024,32.0,10718,1271,4.13,192,0,109
2023-02-22 20:18:00,0,68.6,14845,45315,0,0,32.1,0,435,1685,66.4,2655,455,1861,143,453,36758,66.4,0,32.3,6973,122,25990,2552,4.27,1886,0,241,68.6,0,28018,56468,0,0.389,21.6,0.389,245,15286,41,2661,254,168,96.3,253,26245,41.4,0,26.2,1038,29.4,9383,1264,4.13,198,0,117
2023-02-22 20:20:00,0,68.6,14523,58639,0,37.6,33.7,0,450,1559,66.1,1071,467,1684,143,452,36656,65.7,0,32.3,6567,122,16965,2553,4.27,1701,0,246,68.6,0,39108,68970,0,30.6,23.7,0,257,15261,41,1071,261,175,96.3,252,17211,40.3,0,26.2,1030,29.0,9225,1266,4.13,184,0,122
2023-02-22 20:22:00,0,69,13908,33463,0,0.389,31.5,0,446,1697,66.1,2649,466,1850,143,455,36739,66.1,0,32.3,6951,144,26205,2553,4.27,1870,0,241,69,0,17979,44124,0,0,20.7,0,251,15274,41,2651,260,171,95.9,255,26471,40.6,0,26.2,1012,34.2,9420,1265,4.13,180,0,114
2023-02-22 20:24:00,0,69,14662,34365,0,0.989,32.1,0,445,1612,66.1,2651,468,1849,143,454,36595,66.4,0,32.6,6976,133,17135,2552,4.27,1889,0,238,69,0,18030,44202,0,0.600,26.6,0,249,15180,41.4,2659,261,174,96.3,254,17288,41,0,26.4,1074,31.6,10108,1264,4.13,197,0,111
2023-02-22 20:26:00,0,69.0,12584,32068,0,0.600,58.0,0,447,1467,66.4,1072,467,1718,143,452,36587,66.0,0,33.0,6684,122,20621,2583,4.26,1753,0,236,69.0,0,16460,41726,0,0.600,69.2,0,258,15177,41.3,1072,260,176,95.9,251,20754,40.6,0,26.9,1037,29.0,9595,1291,4.13,205,0,105
2023-02-22 20:28:00,0,69,14250,40609,0,0,35.9,0,449,1623,66.4,2647,468,1883,143,453,36558,65.8,0,33.0,7079,127,16569,2582,4.27,1898,0,240,69,0,24216,51897,0,0,25.1,0,260,15194,41,2651,261,181,96.7,258,16756,41,0,26.9,1047,30.3,9080,1288,4.13,188,0,109
2023-02-22 20:30:00,0,69,14514,58627,0,39.1,32.1,0.389,447,1441,66.4,1073,469,1678,142,453,36544,65.8,0,32.6,6573,127,16301,2553,4.27,1697,0,248,69,0,39183,68930,0,30.6,21.8,0,253,15153,41,1074,262,167,94.9,253,16449,41.1,0,26.4,993,30.3,9223,1263,4.13,184,0,122
2023-02-22 20:32:00,0,68.6,13661,33231,0,0,31.5,0,448,1603,67.2,2657,468,1850,143,453,36572,66.1,0,32.3,6988,122,16984,2551,4.27,1874,0,241,68.6,0,18000,44153,0,0,21.0,0,253,15190,41.8,2664,262,166,95.9,253,17162,41,0,26.2,1021,29.0,9110,1262,4.13,195,0,115
2023-02-22 20:34:00,0,68.6,14403,34048,0,0.600,30.7,0,446,1583,66.1,2654,468,1840,143,454,36545,65.3,0,32.3,7004,116,16563,2554,4.27,1879,0,235,68.6,0,18000,44091,0,0.600,19.7,0,257,15164,41,2659,261,165,96.3,253,16705,39.9,0,26.2,1047,27.7,9840,1265,4.13,216,0,108
2023-02-22 20:36:00,0,69,13572,33077,0,0.600,32.9,0,446,1522,66.4,1071,467,1705,143,452,36618,65.7,0,32.3,6681,127,17768,2583,4.27,1723,0,241,69,0,16454,41563,0,0.600,27.4,0,251,15229,41,1072,266,170,95.9,252,17938,40.6,0,26.2,1008,30.3,10606,1280,4.13,193,0,108
2023-02-22 20:38:00,0,69,14188,35619,0,0,31.5,0,446,1684,66.4,2652,467,1874,143,453,36660,66.4,0,32.3,6975,133,17970,2554,4.27,1877,0,244,69,0,19682,46210,0,0,20.6,0,251,15261,41.4,2655,261,164,96.7,259,18246,41.4,0,26.2,1020,36.8,9476,1266,4.52,190,0,120
2023-02-22 20:40:00,0,69,15581,59821,0,39.1,30.7,0,434,1520,66.1,1601,457,1747,143,441,36579,65.7,0,32.3,6674,111,16913,2554,4.27,1770,0,244,69,0,39712,69880,0,30.6,19.7,0,244,15198,41.4,1606,255,150,96.7,246,17083,40.6,0,26.2,1023,26.3,9755,1266,4.52,180,0,118
2023-02-22 20:42:00,0,69,21917,44649,0,0,443,0,448,1755,66.4,5191,469,2607,143,454,36488,66.5,0,32.3,22324,122,18091,2960,4.27,2227,0,30379,69,0,18320,96756,0,0,35.3,0,253,15110,41.4,2976,262,195,95.9,253,17889,41.4,0,26.2,2368,29.0,17278,1275,4.13,210,0,992
2023-02-22 20:44:00,0,69,16858,37228,0,0.600,229,0,446,1712,66.1,3003,468,2240,143,456,36611,66.1,0.389,32.3,8335,133,21885,2747,4.27,2060,0,15253,69,0,18121,62728,0,0.600,28.3,0,251,15201,41.0,2746,261,187,96.3,255,21938,41,0,26.2,1074,31.6,12292,1271,4.13,194,0,534
2023-02-22 20:46:00,0,69,13253,32789,0,0.600,35.0,0,446,1480,65.7,1078,467,1706,143,452,36637,66.7,0.389,32.3,6712,132,17269,2589,4.27,1728,0,250,69,0,16458,41684,0,0.600,20.8,0,251,15234,41.0,1075,261,163,96.3,252,17404,41.4,0,26.2,1039,31.6,10286,1284,4.13,189,0,123
