"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ccf7670ce1)","Transmit Total (lxc0e7fd83429f8)","Transmit Total (lxc2f196552a250)","Transmit Total (lxc351507ccd6de)","Transmit Total (lxc35a229aa328a)","Transmit Total (lxc44cc3d42073d)","Transmit Total (lxc64e81a3910f4)","Transmit Total (lxc69dc6236bed5)","Transmit Total (lxc807ae06edaa7)","Transmit Total (lxc8b0393b43750)","Transmit Total (lxc947f9c305662)","Transmit Total (lxc9854d7c0de90)","Transmit Total (lxc9d85bc894392)","Transmit Total (lxc9e1d6b31c79c)","Transmit Total (lxc_health)","Transmit Total (lxca4e4e80fd248)","Transmit Total (lxcb43abd09557c)","Transmit Total (lxcb9f2e6c9b4a1)","Transmit Total (lxcc89cc2f546a7)","Transmit Total (lxcc91b3dc073da)","Transmit Total (lxccdce074c39ef)","Transmit Total (lxce6f41a775b41)","Transmit Total (lxcf877b9881be3)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ccf7670ce1)","Receive Total (lxc0e7fd83429f8)","Receive Total (lxc2f196552a250)","Receive Total (lxc351507ccd6de)","Receive Total (lxc35a229aa328a)","Receive Total (lxc44cc3d42073d)","Receive Total (lxc64e81a3910f4)","Receive Total (lxc69dc6236bed5)","Receive Total (lxc807ae06edaa7)","Receive Total (lxc8b0393b43750)","Receive Total (lxc947f9c305662)","Receive Total (lxc9854d7c0de90)","Receive Total (lxc9d85bc894392)","Receive Total (lxc9e1d6b31c79c)","Receive Total (lxc_health)","Receive Total (lxca4e4e80fd248)","Receive Total (lxcb43abd09557c)","Receive Total (lxcb9f2e6c9b4a1)","Receive Total (lxcc89cc2f546a7)","Receive Total (lxcc91b3dc073da)","Receive Total (lxccdce074c39ef)","Receive Total (lxce6f41a775b41)","Receive Total (lxcf877b9881be3)"
2023-02-23 08:52:00,0,69.7,12819,32241,0,0.600,32.3,0,448,1612,66.7,1600,470,1778,143,452,36755,65.3,0,32.3,6741,122,18023,2584,4.97,1806,0,243,69.7,0,16993,42397,0,0.600,21.4,0,253,15300,41.7,1605,262,150,96.7,252,18276,40.3,0,26.2,984,29.0,9305,1280,4.83,188,0,111
2023-02-23 08:54:00,0,68.3,15140,34883,0,0.600,31.5,0,446,1666,66.1,2657,469,1865,143,455,36755,65.7,0,32.1,6973,122,16913,2554,4.97,1885,0,238,68.3,0,18044,44373,0,0.600,20.5,0,252,15295,41,2658,262,156,96.7,256,17143,40.3,0,26.0,1074,29.0,10590,1265,4.83,177,0,112
2023-02-23 08:56:00,0.389,68.6,13940,36500,0,0,30.7,0,446,1418,66.8,1078,466,1689,143,455,36646,66.4,0,31.6,6632,121,17907,2553,4.97,1703,0,241,68.6,0.389,19304,44914,0,0,20.1,0,251,15189,41.4,1076,260,138,95.9,256,17992,41,0,25.5,1042,29.0,10697,1264,4.83,170,0,109
2023-02-23 08:58:00,0.389,69.0,15848,60267,0,37.6,30.7,0,444,1616,66.1,2661,469,1869,143,455,36734,66.5,0,31.6,7077,116,20999,2556,4.97,1885,0,244,69.0,0.389,40850,71969,0,30.6,20.5,0,248,15245,41.4,2659,261,170,96.3,255,21213,41.4,0,25.5,1064,27.7,8981,1266,4.84,192,0,113
2023-02-23 09:00:00,0,69,13644,33296,0,0,33.7,0,449,1608,66.4,2661,466,1857,143,453,36701,65.7,0,32.1,6957,121,17590,2553,4.97,1877,0,246,69,0,18034,44036,0,0,23.7,0,255,15232,41.4,2659,260,185,95.9,253,17781,40.6,0,26.0,1052,29.0,9093,1266,4.83,206,0,122
2023-02-23 09:02:00,0,69,12143,31590,0,0.600,32.9,0,449,1536,66.8,1076,468,1687,143,454,36823,65.7,0,32.3,6627,127,24936,2559,4.97,1693,0.389,240,69,0,16473,41350,0,0.600,22.4,0,255,15294,41.4,1068,261,154,96.3,253,25180,40.6,0,26.2,1057,30.3,9237,1272,4.83,184,0,107
2023-02-23 09:04:00,0,69.4,14902,34505,0,0.600,30.7,0,434,1631,66.1,2655,455,1855,143,441,36732,66.1,0,32.3,6938,116,17143,2553,4.97,1866,0,239,69.4,0,18051,44024,0,0.600,19.7,0,249,15274,40.6,2652,254,159,96.3,246,17324,40.6,0,26.2,1029,27.7,10347,1265,4.83,174,0,106
2023-02-23 09:06:00,0,69.4,13706,33214,0,0,32.1,0,433,1547,66.4,1071,454,1683,143,442,36814,66.1,0,32.3,6582,116,26442,2551,4.97,1701,0,242,69.4,0,16506,41300,0,0,21.5,0,242,15299,41.4,1072,253,175,95.9,248,26627,41,0,26.2,1012,27.7,10816,1262,4.83,196,0,116
2023-02-23 09:08:00,0,68.6,16258,60766,0,37.6,32.1,0,448,1690,66.1,2651,467,1860,142,455,36738,66.8,0,32.3,6981,122,16768,2552,4.97,1875,0,245,68.6,0,40904,71921,0,30.6,21.5,0,253,15295,41,2658,261,174,94.9,255,17039,41,0,26.2,1041,29.0,9366,1264,4.83,191,0,115
2023-02-23 09:10:00,0,68.6,14169,33783,0,0,33.3,0,447,1599,66.0,2655,467,1876,142,453,36702,66.7,0,32.3,7039,122,20233,2585,4.50,1897,0,241,68.6,0,18039,44335,0,0,22.5,0,253,15216,40.6,2651,260,155,94.8,253,20369,41.3,0,26.2,1049,29.0,9643,1283,4.36,194,0,110
2023-02-23 09:12:00,0,69,12806,32265,0,0.600,30.7,0,446,1485,66.4,1077,468,1685,143,453,36721,66.1,0.389,32.3,6708,116,16228,2553,4.66,1712,0,243,69,0,16493,41592,0,0.600,19.7,0,251,15248,41,1069,261,150,96.3,253,16392,40.6,0.389,26.2,1063,27.7,9809,1264,4.13,169,0,117
2023-02-23 09:14:00,0,69.4,15277,34965,0,0.600,32.1,0,446,1620,66.4,2660,467,1857,143,453,36706,66.4,0,32.3,6993,116,15847,2553,4.27,1884,0,242,69.4,0,18064,44336,0,0.600,21.5,0,250,15245,41,2656,261,141,96.3,253,16006,41,0,26.2,1040,27.7,10715,1264,4.13,179,0,110
2023-02-23 09:16:00,0,69,13408,32916,0,0,31.1,0,451,1534,66.8,1074,466,1700,143,453,36762,66.4,0,32.3,6628,133,17876,2552,4.27,1707,0,241,69,0,16484,41608,0,0,20.1,0,256,15302,41.4,1075,260,170,95.9,253,18086,41,0,26.2,1011,31.6,10434,1262,4.13,179,0,116
2023-02-23 09:18:00,0,69.4,16243,60538,0,37.6,33.0,0,449,1683,66.8,2649,470,1855,143,453,36777,66.1,0,32.3,6970,138,18000,2553,4.27,1876,0,240,69.4,0,40696,71808,0,30.6,21.9,0,255,15298,41,2653,262,166,96.3,253,18300,40.6,0,26.2,1038,32.9,9365,1264,4.13,194,0,113
2023-02-23 09:20:00,0,69,13796,33394,0,0,31.5,0,446,1689,66.4,2652,466,1860,143,453,36741,66.1,0,32.6,6925,122,17237,2555,4.27,1884,0,240,69,0,18040,44251,0,0,20.9,0,251,15309,41,2653,260,143,96.3,258,17480,40.6,0,26.4,1043,29.0,9227,1267,4.13,194,0,108
2023-02-23 09:22:00,0,69,12330,31801,0,0.600,31.5,0,447,1481,66.7,1074,468,1678,143,453,36675,65.3,0,33.4,6611,122,17955,2553,4.27,1703,0,243,69,0,16463,41598,0,0.600,21.2,0,252,15253,41.4,1081,261,156,95.9,252,18116,40.3,0,26.9,1014,29.0,9346,1269,4.13,192,0,118
2023-02-23 09:24:00,0,69.0,15256,35002,0,0.600,32.9,0,446,1614,65.7,2653,467,1867,143,454,36713,66.1,0,33.4,6951,127,21479,2553,4.27,1880,0,234,69.0,0,18064,44401,0,0.600,22.5,0,251,15243,40.3,2660,261,166,96.3,253,21613,41.0,0,26.9,1064,30.3,10730,1268,4.14,182,0,101
2023-02-23 09:26:00,0,69,14179,33768,0,0,32.9,0,448,1476,66.4,1597,470,1747,143,455,36654,66.1,0,32.6,6742,116,17841,2553,4.27,1763,0,242,69,0,17019,42624,0,0,27.7,0,258,15198,41.4,1598,262,165,95.9,255,17927,40.6,0,26.4,1033,27.7,10688,1263,4.13,185,0,111
2023-02-23 09:28:00,0,69.4,15541,59972,0,38.3,56.3,0,434,1598,66.1,2126,455,1834,143,439,36761,65.7,0,32.3,7008,122,25155,2583,4.27,1886,0,245,69.4,0,40371,71525,0,31.0,62.7,0,249,15253,41,2127,254,156,96.3,245,25388,40.3,0,26.2,1063,29.0,9197,1280,4.13,200,0.389,119
2023-02-23 09:30:00,0,69.4,14227,33874,0,0,34.7,0,436,1672,66.4,2658,453,1859,143,441,36744,65.7,0,32.3,6921,122,17151,2554,4.27,1887,0,242,69.4,0,18037,44248,0,0,24.3,0,246,15298,41,2656,253,162,96.3,247,17403,40.6,0,26.2,1037,29.0,9674,1265,4.13,189,0,111
2023-02-23 09:32:00,0,69.7,12161,31611,0,0.366,32.1,0,445,1479,66.4,1077,466,1694,143,454,36711,66.4,0,32.3,6609,122,21231,2551,4.26,1710,0,239,69.7,0,16443,41499,0,0.366,21.5,0.389,255,15221,41.3,1070,264,167,95.9,260,21429,41.3,0,26.2,1025,29.0,9235,1263,4.13,188,0,114
2023-02-23 09:34:00,0,69.4,14630,34258,0,0.600,31.5,0,445,1535,66.1,2655,469,1867,143,453,36604,66.4,0,32.3,6956,122,16628,2552,4.27,1882,0,241,69.4,0,18062,44230,0,0.600,25.7,0,255,15170,41,2657,267,147,96.3,253,16688,41.4,0,26.2,1053,29.0,10073,1264,4.13,187,0,109
2023-02-23 09:36:00,0,69.3,14734,34324,0,0,32.1,0,449,1545,66.4,2122,467,1799,143,453,36657,66.8,0,32.6,6871,127,16818,2554,4.50,1803,0,247,69.3,0,17539,43354,0,0,21.5,0,255,15216,41.0,2123,261,162,96.3,253,16923,41.3,0,26.4,1025,30.7,10714,1266,4.36,164,0,113
2023-02-23 09:38:00,0,69,15289,59622,0,38.3,30.7,0,446,1596,66.8,1599,468,1748,142,452,36750,66.4,0,32.8,6743,122,16758,2565,4.97,1764,0,238,69,0,39758,69901,0,30.6,19.7,0,251,15299,41.4,1602,261,163,94.5,252,17053,41.4,0,26.7,1018,34.2,9472,1270,4.83,194,0,112
2023-02-23 09:40:00,0,69,13659,33223,0,0,32.9,0,446,1673,66.8,2647,467,1862,142,455,36737,66.1,0,32.6,6977,110,16411,2553,4.97,1880,0,240,69,0,18016,44084,0,0,22.5,0,251,15297,41.4,2650,261,151,94.9,255,16649,41,0,26.4,1063,26.3,9111,1264,4.83,187,0,110
2023-02-23 09:42:00,0,69.4,12235,31561,0,0,32.1,0.389,445,1521,66.8,1073,468,1700,143,457,36734,65.3,0,32.3,6673,116,16546,2553,4.97,1736,0,242,69.4,0,16440,41453,0,0,21.6,0,249,15284,41.4,1072,261,158,95.9,257,16786,40.3,0,26.2,989,27.7,9247,1264,4.83,187,0,116
2023-02-23 09:44:00,0,69,15554,35262,0,0.989,32.1,0.389,450,1628,66.1,2653,469,1875,143,453,36672,66.1,0,32.3,7037,138,15921,2554,4.73,1905,0,242,69,0,18068,44422,0,0.600,21.5,0,255,15250,41,2659,262,152,96.3,252,16061,41,0,26.2,1055,32.9,10987,1265,4.99,183,0,117
2023-02-23 09:46:00,0,69.4,14182,33844,0,0.389,32.9,0,448,1580,66.4,2132,469,1838,143,454,36680,66.5,0,32.3,6952,122,17718,2578,4.27,1847,0,240,69.4,0,17529,43613,0,0,22.9,0,253,15241,41.4,2131,262,166,96.3,253,17878,41,0,26.2,1067,29.0,10147,1279,4.52,175,0,110
2023-02-23 09:48:00,0,69.7,14601,58634,0,38.7,32.9,0,448,1423,66.4,1079,466,1693,143,456,36664,65.8,0,32.3,6592,122,18030,2552,4.27,1717,0,242,69.7,0,39095,68863,0,30.6,22.9,0,253,15191,41,1072,260,151,95.9,257,18207,40.3,0,26.2,1014,29.0,9309,1262,4.13,182,0,111
2023-02-23 09:50:00,0,69,13752,35693,0,38.7,32.1,0,448,1579,66.1,2655,467,1860,143,455,36639,65.7,0,32.3,6919,127,16890,2554,4.27,1936,0,239,69,0,20234,46966,0,30.6,21.5,0,253,15203,41.0,2653,261,166,96.3,255,17027,40.3,0,26.2,1022,30.3,8860,1265,4.13,204,0,111
2023-02-23 09:52:00,0,69,12309,31725,0,0,30.7,0,434,1481,66.1,1072,452,1692,143,439,36675,66.4,0,32.3,6615,122,17766,2554,4.27,1699,0,241,69,0,16441,41337,0,0,19.7,0,250,15251,41,1071,252,174,95.9,245,17959,41.4,0,26.2,1033,29.0,9308,1265,4.13,187,0,110
2023-02-23 09:54:00,0,69,15274,35029,0,0.600,31.5,0,437,1552,66.8,2652,453,1860,143,455,36655,66.7,0,32.3,6948,110,21175,2554,4.27,1879,0,249,69,0,18074,44147,0,0.600,20.9,0,254,15184,41.7,2653,253,180,96.3,255,21241,41.7,0,26.2,1042,26.3,10748,1270,4.13,218,0,123
2023-02-23 09:56:00,0.389,69,15445,35224,0,0,32.3,0,445,1570,66.4,2656,467,1886,143,456,36630,66.7,0,32.3,7043,122,17646,2583,4.27,1905,0,243,69,0.389,18077,44531,0,0,21.9,0,249,15183,41.4,2657,261,190,96.7,257,17702,41.4,0,26.2,1043,29.0,10907,1285,4.13,204,0,116
2023-02-23 09:58:00,0,68.6,14698,58846,0,43.8,31.5,0,447,1442,66.4,1077,468,1688,143,452,36737,66.1,0,32.3,6683,121,24824,2552,4.27,1706,0,237,68.6,0,39196,69047,0,30.6,20.6,0,251,15208,41.4,1076,261,145,95.9,252,24991,41,0,26.2,1036,29.0,9474,1264,4.13,176,0,107
2023-02-23 10:00:00,0,68.6,14649,41181,0,43.8,32.9,0,448,1662,66.1,2659,467,1863,143,453,36758,66.4,0,32.3,6973,127,17095,2556,4.27,1872,0.389,247,68.6,0,24380,52003,0,30.6,23.1,0,253,15275,41,2656,261,166,96.3,253,17311,41.4,0,26.2,1045,30.3,9398,1267,4.13,180,0,122
2023-02-23 10:02:00,0,68.9,12420,31894,0,0,32.1,0,443,1511,66.3,1078,466,1689,143,455,36806,65.6,0,32.3,6662,121,21312,2549,4.73,1707,0.388,242,68.9,0,16437,41535,0,0,22.3,0,248,15273,41.3,1071,259,163,96.2,255,21535,40.6,0,26.2,1061,28.9,9506,1260,4.60,188,0,118
2023-02-23 10:04:00,0,69,14863,34551,0,0.600,32.1,0,447,1633,66.4,2654,467,1846,143,453,36699,66.1,0,32.3,6963,116,16390,2553,4.97,1887,0,239,69,0,18060,44250,0,0.600,21.6,0,251,15244,41.4,2650,261,159,95.9,253,16555,41,0,26.2,1036,27.7,10291,1264,4.83,199,0,108
2023-02-23 10:06:00,0,69,15069,34783,0,0,32.1,0,446,1694,66.1,2662,466,1876,143,453,36750,66.1,0,32.3,7034,127,16052,2583,4.50,1890,0,241,69,0,18071,44394,0,0,21.6,0,251,15296,41.4,2665,260,173,96.3,253,16251,40.6,0,26.2,1010,30.3,10512,1280,4.37,186,0,114
2023-02-23 10:08:00,0,69.4,14999,59128,0,38.7,32.9,0,448,1521,66.4,1079,468,1683,143,453,36774,67.2,0,32.3,6596,122,17899,2556,4.27,1699,0,242,69.4,0,39106,68940,0,30.6,22.4,0,253,15279,41.4,1078,261,167,95.9,254,18149,41.4,0,26.2,1017,29.0,9743,1267,4.13,187,0,111
2023-02-23 10:10:00,0,69.4,15155,46534,0,38.7,31.1,0,446,1587,66.8,2652,468,1854,142,456,36698,67.2,0,32.3,6899,122,17315,2554,4.66,1880,0,243,69.4,0,28804,57323,0,30.6,19.7,0,251,15210,41.4,2651,262,177,94.9,263,17460,41.4,0,26.2,1027,29.0,9470,1265,4.13,203,0,113
2023-02-23 10:12:00,0,69,12243,31732,0,0,33.3,0,449,1406,66.8,1071,468,1686,143,455,36644,66.5,0,32.3,6668,122,17449,2551,4.66,1709,0,246,69,0,16446,41489,0,0,22.4,0,259,15179,41.4,1076,261,154,96.3,260,17570,41,0,26.2,1036,29.0,9274,1267,4.13,200,0,119
2023-02-23 10:14:00,0,69.4,14694,34303,0,0.600,32.9,0,450,1500,66.8,2126,468,1809,143,452,36629,66.4,0.389,32.3,6860,111,18080,2553,4.50,1814,0,239,69.4,0,17546,43271,0,0.600,27.4,0,261,15179,41.4,2132,261,154,95.9,252,18140,41,0,26.2,1022,26.3,10675,1265,4.37,174,0,108
2023-02-23 10:16:00,0,69.4,15128,34804,0,0,30.7,0,434,1629,66.4,2661,453,1887,143,443,36694,66.4,0,32.3,7032,116,21506,2584,4.50,1900,0,237,69.4,0,18076,44415,0,0,19.7,0,244,15234,41.4,2658,253,150,96.3,250,21632,41.4,0.389,26.2,1042,27.7,10594,1282,4.37,166,0,105
2023-02-23 10:18:00,0,69.4,15042,59465,0,43.1,32.9,0,431,1546,66.4,1081,456,1691,143,441,36755,66.1,0,32.3,6568,116,17767,2552,4.97,1724,0,245,69.4,0,39333,69341,0,30.6,22.4,0,241,15301,41,1076,254,157,95.9,246,18052,40.6,0,26.2,1028,27.7,9732,1264,4.83,201,0,126
2023-02-23 10:20:00,0,69.4,15344,51411,0,43.1,31.5,0,448,1686,66.1,2655,467,1863,143,453,36813,66.1,0,32.7,6933,110,25414,2554,4.97,1877,0,242,69.4,0,33137,62658,0,30.6,20.5,0,253,15297,40.6,2652,261,174,96.3,258,25665,40.6,0,26.2,1034,26.3,9292,1265,4.83,198,0,115
2023-02-23 10:22:00,0,69,12496,32002,0,0,30.7,0,446,1515,67.2,1604,470,1747,143,455,36680,66.8,0,32.3,6756,116,17116,2553,4.97,1763,0,242,69,0,16965,42367,0,0,19.7,0,256,15231,41.4,1604,267,154,96.3,260,17305,41.4,0,26.2,1044,27.7,8994,1264,4.83,192,0,110
2023-02-23 10:24:00,0,69,13687,33300,0,0.600,33.0,0,446,1513,66.8,1608,468,1767,143,453,36798,66.4,0,32.3,6756,127,26273,2582,4.97,1791,0,241,69,0,17076,42506,0,0.600,26.9,0,251,15238,41.4,1609,261,163,95.9,253,26385,41.4,0,26.2,1039,30.3,10245,1278,4.83,188,0,116
2023-02-23 10:26:00,0,69.7,15294,35018,0,0,33.6,0,450,1620,66.4,2656,467,1860,143,453,36743,65.8,0,32.3,6996,127,16998,2556,4.73,1892,0,241,69.7,0,18128,44434,0,0,22.7,0,254,15234,41.7,2651,261,166,96.3,253,17144,41.0,0,26.2,1026,35.2,10736,1268,4.60,199,0,116
2023-02-23 10:28:00,0,69.4,14632,58836,0,37.6,32.1,0,448,1485,66.7,1075,468,1700,143,453,36714,65.8,0,32.3,6670,127,16766,2553,4.27,1708,0,237,69.4,0,39216,69317,0,31.0,21.5,0,253,15250,41.7,1067,261,164,95.9,254,16974,40.3,0,26.2,1026,35.2,9342,1264,4.13,192,0,106
2023-02-23 10:30:00,0,69.4,16002,56899,0,37.6,32.9,0,445,1682,66.8,2657,466,1853,143,453,36742,65.7,0,32.3,6918,127,17115,2554,4.27,1875,0,247,69.4,0,37579,68004,0,31.0,22.9,0,249,15292,41.4,2657,260,159,95.9,254,17348,40.3,0,26.2,1050,30.3,9444,1267,4.13,187,0,120
2023-02-23 10:32:00,0,69.4,13168,32696,0,0,31.5,0,446,1603,66.1,2127,468,1790,143,452,36750,66.4,0,32.3,6853,122,16722,2555,4.73,1818,0,238,69.4,0,17488,43330,0,0,21.0,0.389,252,15293,41.4,2135,261,169,96.3,252,16969,41.4,0,26.2,1029,29.0,9123,1267,4.60,189,0.389,108
2023-02-23 10:34:00,0,69,14443,34033,0,0.600,32.1,0,449,1537,65.7,1594,470,1759,143,454,36737,65.7,0,32.3,6676,133,18029,2564,4.97,1761,0,237,69,0,17021,42466,0,0.600,21.5,0.389,255,15275,41.4,1595,262,168,95.9,254,18168,41,0,26.2,996,31.6,10960,1271,4.83,190,0.389,106
2023-02-23 10:36:00,0,69.4,14916,34599,0,0,32.1,0,449,1614,66.1,2653,467,1867,143,457,36708,65.7,0,32.3,7024,122,17318,2552,4.97,1860,0,241,69.4,0,18057,44414,0,0,21.5,0,255,15240,41,2654,261,165,96.3,258,17449,40.3,0,26.2,1069,29.0,10376,1264,4.83,182,0,112
2023-02-23 10:38:00,0,68.6,14186,58415,0,37.6,31.5,0,444,1496,66.4,1082,468,1693,143,453,36719,66.1,0,32.3,6643,127,17618,2556,4.97,1709,0,246,68.6,0,39188,69141,0,30.6,20.6,0,247,15258,41,1076,261,159,96.3,253,17839,40.6,0,26.2,1025,30.3,8890,1274,4.83,192,0,120
2023-02-23 10:40:00,0,68.6,16108,60478,0,37.6,32.3,0.389,436,1658,66.8,2658,455,1855,142,441,36771,66.8,0,32.3,6892,133,18043,2551,4.97,1884,0,236,68.6,0,40802,71801,0,30.6,21.5,0,251,15298,41.4,2655,254,151,94.5,246,18249,41.4,0,26.2,1014,32.0,9260,1262,4.83,198,0,104
2023-02-23 10:42:00,0,69.7,13904,33817,0,0.389,32.1,0,438,1671,66.1,2655,455,1874,143,443,36782,66.1,0,32.3,56513,132,16648,2575,4.50,1903,0,243,69.7,0,18031,95997,0,0,21.8,0,254,15325,41,2652,254,162,96.3,248,16883,41,0,26.2,1302,31.6,9345,1275,4.76,193,0,114
2023-02-23 10:44:00,0,69,14331,33907,0,0.600,32.1,0,446,1473,66.1,1080,466,1695,143,455,36752,66.1,0,32.3,6621,116,17834,2553,4.27,1706,0,236,69,0,16511,41505,0,0.600,21.8,0,251,15264,40.6,1079,260,170,95.9,255,17954,41,0,26.2,1037,27.7,11366,1264,4.13,174,0,104
2023-02-23 10:46:00,0,69.4,15951,35737,0,0,31.5,0,446,1649,66.4,2661,467,1861,143,453,36772,66.4,0,32.3,6990,127,25275,2556,4.27,1890,0,243,69.4,0,18087,44280,0,0,20.6,0,251,15260,41,2663,261,161,96.3,254,25410,41,0,26.2,1050,30.3,11467,1267,4.13,193,0,114
2023-02-23 10:48:00,0,69.7,14889,59088,0,37.6,33.7,0,448,1546,66.8,1076,465,1689,143,453,36760,67.1,0,32.3,6677,138,17368,2555,4.27,1720,0,244,69.7,0,39194,69067,0,30.6,23.3,0,253,15290,41.4,1076,259,141,96.3,253,17654,41.7,0,26.2,1038,32.9,9591,1267,4.13,183,0,120
2023-02-23 10:50:00,0,68.6,16227,60646,0,37.6,32.9,0,448,1602,66.4,2650,467,1868,143,455,36757,66.7,0,32.3,7010,133,26530,2553,4.27,1942,0,241,68.6,0,40827,71989,0,30.6,22.4,0,253,15211,41.4,2652,261,170,95.9,255,26679,41.4,0,26.2,1066,31.6,9415,1264,4.13,196,0,107
2023-02-23 10:52:00,0,68.6,14048,33668,0,0,30.7,0,447,1644,66.4,2650,468,1893,143,455,36705,66.1,0,32.1,7078,138,16939,2582,4.50,1903,0,243,68.6,0,18023,44419,0,0,19.7,0,254,15244,41.8,2653,261,172,96.7,255,17150,40.6,0,26.0,1063,32.9,9464,1278,4.37,189,0,111
2023-02-23 10:54:00,0,68.6,13422,32903,0,0.600,32.9,0,447,1531,65.7,1075,468,1688,143,453,36777,66.4,0,32.3,6595,133,20392,2553,4.97,1702,0,240,68.6,0,16495,41423,0,0.600,22.4,0,251,15274,41.0,1081,261,152,96.3,253,20594,41,0,26.2,1011,31.6,10459,1264,4.83,191,0,114
2023-02-23 10:56:00,0,69,15560,35237,0,0,34.3,0,446,1686,65.7,2654,466,1857,143,453,36739,66.4,0,32.3,6973,133,16381,2554,4.97,1879,0,248,69,0,18071,44288,0,0,24.3,0,251,15298,40.6,2652,260,155,95.9,258,16599,41,0,26.2,1013,31.6,10971,1265,4.83,183,0,108
2023-02-23 10:58:00,0.389,69,14892,59123,0,37.6,30.7,0,451,1531,66.4,1076,469,1690,143,455,36752,65.7,0,32.3,6685,122,16032,2553,4.97,1711,0.389,254,69,0.389,39191,69148,0,30.6,20.8,0,261,15281,41.4,1069,261,163,96.3,260,16320,41,0,26.2,1025,29.0,9566,1265,4.83,187,0,121
2023-02-23 11:00:00,0.389,68.6,15699,60005,0,37.6,30.7,0,445,1548,66.1,2130,468,1801,143,455,36660,66.1,0,32.3,6794,122,17061,2552,4.97,1819,0.389,240,68.6,0.389,40262,70951,0,30.6,20.5,0,249,15216,40.6,2129,261,171,95.9,255,17235,41,0,26.2,1038,29.0,9324,1268,4.83,185,0,116
2023-02-23 11:02:00,0,69.4,13587,33209,0,0,30.7,0,445,1664,65.7,2656,465,1890,143,452,36712,66.1,0,32.3,7063,122,16545,2584,4.97,1929,0,237,69.4,0,18015,44412,0,0,19.7,0,249,15274,40.6,2661,260,168,96.3,252,16811,40.6,0,26.2,1062,29.0,8989,1286,4.83,216,0,105
2023-02-23 11:04:00,0,69.4,13517,33018,0,0.600,33.7,0,434,1486,66.4,1073,453,1702,143,439,36689,66.4,0,32.3,6568,122,17605,2555,4.97,1742,0,241,69.4,0,16496,41461,0,0.600,28.4,0,244,15242,41,1074,253,163,96.3,245,17778,41,0,26.2,1010,29.0,10512,1267,4.83,190,0,111
2023-02-23 11:06:00,0,69,15623,35384,0,0,31.5,0,435,1642,66.8,2652,457,1864,143,442,36700,66.1,0,32.3,6973,127,18076,2551,4.73,1886,0,238,69,0,18074,44465,0,0,25.6,0,245,15268,41.4,2653,255,178,95.9,249,18226,40.6,0,26.2,1040,30.3,11076,1262,4.60,189,0,110
2023-02-23 11:08:00,0,69.1,15468,59890,0,37.6,30.7,0,446,1596,66.1,1598,467,1736,143,452,36867,66.1,0,32.4,6755,122,21520,2555,4.66,1758,0,241,69.1,0,39885,70382,0,30.6,19.7,0,250,15327,41.0,1599,260,153,96.4,257,21809,40.7,0,26.2,1043,29.0,9649,1265,4.14,167,0,117
2023-02-23 11:10:00,0,69,15816,60295,0,37.6,32.5,0,446,1570,66.1,2131,467,1802,142,455,36690,66.9,0,32.3,6850,121,17751,2558,4.27,1829,0,242,69,0,40345,71271,0,30.6,26.9,0,256,15233,41,2137,266,162,94.5,255,17920,41.4,0,26.2,1027,29.0,9471,1265,4.13,201,0,117
2023-02-23 11:12:00,0,69,14032,33722,0,0,34.3,0,446,1677,66.1,2655,469,1867,143,453,36797,66.1,0,32.3,7065,122,25041,2556,4.50,1878,0,244,69,0,18036,44476,0,0,29.6,0,251,15295,41,2662,267,163,96.7,253,25275,40.6,0,26.2,1056,29.0,9523,1268,4.37,195,0,118
2023-02-23 11:14:00,0,69,13959,33508,0,0.600,31.5,0,449,1474,66.4,1070,468,1696,143,455,36687,66.4,0.389,32.3,6610,127,17266,2553,4.97,1701,0,243,69,0,16501,41466,0,0.600,20.5,0,255,15233,41,1070,261,163,96.3,255,17384,41,0,26.2,1015,35.2,10991,1264,4.83,179,0,117
2023-02-23 11:16:00,0,69,15136,34851,0,0.600,30.7,0,445,1697,66.8,2651,469,1857,143,457,36826,66.8,0.389,32.3,6962,122,26423,2554,4.73,1881,0,237,69,0,18075,44317,0,0.600,19.7,0,250,15320,41.4,2651,262,166,95.9,257,26625,41.4,0,26.2,1028,33.9,10660,1265,4.60,189,0,106
2023-02-23 11:18:00,0,69,15457,57996,0,0,30.7,0,445,1642,66.8,2131,470,1799,143,453,36747,66.1,0,32.3,6876,116,16478,2552,4.27,1823,0,241,69,0,38644,68913,0,0,19.7,0,249,15300,41.4,2127,262,155,96.3,253,16771,41,0,26.2,1039,27.7,9359,1264,4.13,190,0,115
2023-02-23 11:20:00,0,69.0,15463,59717,0,40.1,34.3,0,449,1500,66.4,1604,466,1787,143,454,36697,65.7,0,32.3,6775,116,19892,2581,4.26,1806,0,243,69.0,0,39725,70035,0,30.6,24.2,0,254,15229,41.0,1598,260,173,95.9,254,20000,40.2,0.389,26.2,1037,27.6,9682,1278,4.13,203,0,117
