"Time","(sum(node_filesystem_size_bytes{device!~""rootfs|HarddiskVolume.+""}) - sum(node_filesystem_free_bytes{device!~""rootfs|HarddiskVolume.+""}) OR on() vector(0)) + (sum(windows_logical_disk_size_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) - sum(windows_logical_disk_free_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) OR on() vector(0))"
2023-02-22 11:00:00,46578892800
2023-02-22 11:20:00,46620897280
2023-02-22 11:40:00,46658248704
2023-02-22 12:00:00,46642470912
2023-02-22 12:20:00,46679920640
2023-02-22 12:40:00,46717415424
2023-02-22 13:00:00,46754930688
2023-02-22 13:20:00,46817615872
2023-02-22 13:40:00,46862159872
2023-02-22 14:00:00,46925983744
2023-02-22 14:20:00,46999531520
2023-02-22 14:40:00,47037063168
2023-02-22 15:00:00,47070445568
2023-02-22 15:20:00,47137320960
2023-02-22 15:40:00,47174848512
2023-02-22 16:00:00,47208251392
2023-02-22 16:20:00,47006334976
2023-02-22 16:40:00,47043928064
2023-02-22 17:00:00,47077244928
2023-02-22 17:20:00,47162105856
2023-02-22 17:40:00,47199666176
2023-02-22 18:00:00,47233040384
2023-02-22 18:20:00,47346733056
2023-02-22 18:40:00,47384256512
2023-02-22 19:00:00,47417638912
2023-02-22 19:20:00,47489896448
2023-02-22 19:40:00,47527497728
2023-02-22 20:00:00,47560892416
2023-02-22 20:20:00,47405551616
2023-02-22 20:40:00,47443206144
2023-02-22 21:00:00,47476682752
2023-02-22 21:20:00,47543607296
2023-02-22 21:40:00,47581200384
2023-02-22 22:00:00,47614623744
2023-02-22 22:20:00,47673696256
2023-02-22 22:40:00,47711322112
2023-02-22 23:00:00,47744790528
2023-02-22 23:20:00,47811821568
2023-02-22 23:40:00,47849435136
2023-02-23 00:00:00,47882887168
2023-02-23 00:20:00,47502200832
2023-02-23 00:40:00,47539789824
2023-02-23 01:00:00,47573282816
2023-02-23 01:20:00,47640301568
2023-02-23 01:40:00,47677923328
2023-02-23 02:00:00,47711444992
2023-02-23 02:20:00,47773564928
2023-02-23 02:40:00,47877607424
2023-02-23 03:00:00,47911133184
2023-02-23 03:20:00,47978082304
2023-02-23 03:40:00,48015785984
2023-02-23 04:00:00,48115695616
2023-02-23 04:20:00,47799943168
2023-02-23 04:40:00,47837642752
2023-02-23 05:00:00,47871152128
2023-02-23 05:20:00,47929012224
2023-02-23 05:40:00,47966687232
2023-02-23 06:00:00,48000151552
2023-02-23 06:20:00,48011976704
2023-02-23 06:40:00,48043352064
2023-02-23 07:00:00,48076959744
2023-02-23 07:20:00,48143958016
2023-02-23 07:40:00,48181702656
2023-02-23 08:00:00,48215232512
2023-02-23 08:20:00,47897145344
2023-02-23 08:40:00,47934869504
2023-02-23 09:00:00,47968346112
2023-02-23 09:20:00,48035418112
2023-02-23 09:40:00,48125607936
2023-02-23 10:00:00,48109703168
2023-02-23 10:20:00,48169738240
2023-02-23 10:40:00,48207429632
2023-02-23 11:00:00,48240996352
2023-02-23 11:20:00,48308101120
2023-02-23 11:40:00,48345829376
2023-02-23 12:00:00,48379363328
2023-02-23 12:20:00,48019824640
2023-02-23 12:40:00,48057503744
2023-02-23 13:00:00,48091078656
2023-02-23 13:20:00,48158183424
2023-02-23 13:40:00,48195895296
2023-02-23 14:00:00,48229462016
2023-02-23 14:20:00,48288948224
2023-02-23 14:40:00,48317472768
2023-02-23 15:00:00,48350990336
2023-02-23 15:20:00,48413904896
2023-02-23 15:40:00,48451678208
2023-02-23 16:00:00,48485203968
2023-02-23 16:20:00,48171061248
2023-02-23 16:40:00,48198508544
2023-02-23 17:00:00,48232120320

