"Time","(1 - (avg(irate({__name__=~""node_cpu_seconds_total|windows_cpu_time_total"",mode=""idle""}[5m])))) * 100"
2023-02-22 11:00:00,1.40
2023-02-22 11:20:00,1.78
2023-02-22 11:40:00,1.82
2023-02-22 12:00:00,1.50
2023-02-22 12:20:00,1.41
2023-02-22 12:40:00,1.79
2023-02-22 13:00:00,1.71
2023-02-22 13:20:00,1.54
2023-02-22 13:40:00,2.18
2023-02-22 14:00:00,1.51
2023-02-22 14:20:00,1.62
2023-02-22 14:40:00,1.84
2023-02-22 15:00:00,1.65
2023-02-22 15:20:00,1.74
2023-02-22 15:40:00,1.80
2023-02-22 16:00:00,1.69
2023-02-22 16:20:00,1.78
2023-02-22 16:40:00,1.82
2023-02-22 17:00:00,1.62
2023-02-22 17:20:00,1.89
2023-02-22 17:40:00,1.83
2023-02-22 18:00:00,1.35
2023-02-22 18:20:00,1.59
2023-02-22 18:40:00,1.82
2023-02-22 19:00:00,1.41
2023-02-22 19:20:00,1.80
2023-02-22 19:40:00,1.81
2023-02-22 20:00:00,1.56
2023-02-22 20:20:00,1.76
2023-02-22 20:40:00,2.27
2023-02-22 21:00:00,1.40
2023-02-22 21:20:00,1.83
2023-02-22 21:40:00,1.75
2023-02-22 22:00:00,1.47
2023-02-22 22:20:00,1.69
2023-02-22 22:40:00,1.86
2023-02-22 23:00:00,1.45
2023-02-22 23:20:00,1.86
2023-02-22 23:40:00,1.87
2023-02-23 00:00:00,1.41
2023-02-23 00:20:00,1.81
2023-02-23 00:40:00,1.56
2023-02-23 01:00:00,1.62
2023-02-23 01:20:00,1.77
2023-02-23 01:40:00,1.82
2023-02-23 02:00:00,1.54
2023-02-23 02:20:00,1.78
2023-02-23 02:40:00,1.79
2023-02-23 03:00:00,1.46
2023-02-23 03:20:00,1.81
2023-02-23 03:40:00,1.84
2023-02-23 04:00:00,1.51
2023-02-23 04:20:00,1.87
2023-02-23 04:40:00,1.66
2023-02-23 05:00:00,1.71
2023-02-23 05:20:00,1.90
2023-02-23 05:40:00,1.43
2023-02-23 06:00:00,1.77
2023-02-23 06:20:00,1.77
2023-02-23 06:40:00,1.90
2023-02-23 07:00:00,1.87
2023-02-23 07:20:00,1.82
2023-02-23 07:40:00,1.37
2023-02-23 08:00:00,1.78
2023-02-23 08:20:00,1.82
2023-02-23 08:40:00,1.42
2023-02-23 09:00:00,1.77
2023-02-23 09:20:00,1.81
2023-02-23 09:40:00,1.59
2023-02-23 10:00:00,1.80
2023-02-23 10:20:00,1.68
2023-02-23 10:40:00,1.84
2023-02-23 11:00:00,1.89
2023-02-23 11:20:00,1.54
2023-02-23 11:40:00,1.78
2023-02-23 12:00:00,1.80
2023-02-23 12:20:00,1.47
2023-02-23 12:40:00,1.81
2023-02-23 13:00:00,2.01
2023-02-23 13:20:00,1.68
2023-02-23 13:40:00,1.69
2023-02-23 14:00:00,1.69
2023-02-23 14:20:00,1.81
2023-02-23 14:40:00,1.67
2023-02-23 15:00:00,1.53
2023-02-23 15:20:00,1.88
2023-02-23 15:40:00,1.81
2023-02-23 16:00:00,1.52
2023-02-23 16:20:00,1.73
2023-02-23 16:40:00,2.22
2023-02-23 17:00:00,1.24

