"Time","0(172.16.66.122:10250)","0(172.16.66.122:6443)","200(172.16.66.122:10250)","200(172.16.66.122:6443)","201(172.16.66.122:10250)","201(172.16.66.122:6443)","403(172.16.66.122:10250)","403(172.16.66.122:6443)","404(172.16.66.122:10250)","404(172.16.66.122:6443)","409(172.16.66.122:10250)","409(172.16.66.122:6443)","422(172.16.66.122:10250)","422(172.16.66.122:6443)","500(172.16.66.122:10250)","500(172.16.66.122:6443)","504(172.16.66.122:10250)","504(172.16.66.122:6443)"
2023-03-11 15:38:00,0,0,19.8,19.7,0.372,0.367,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:40:00,0,0,19.7,19.8,0.367,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 15:42:00,0,0,19.8,19.8,0.333,0.361,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 15:44:00,0,0,19.9,19.9,0.367,0.372,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 15:46:00,0,0,19.8,19.8,0.367,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 15:48:00,0,0,19.8,19.7,0.339,0.350,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:50:00,0,0,19.8,19.7,0.367,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 15:52:00,0,0,19.6,19.6,0.367,0.339,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 15:54:00,0,0,19.6,19.7,0.350,0.356,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 15:56:00,0,0,19.8,20.1,0.367,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 15:58:00,0,0,19.8,19.7,0.356,0.333,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:00:00,0,0,19.8,19.9,0.372,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:02:00,0,0,19.9,19.9,0.372,0.356,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 16:04:00,0,0,20.0,19.8,0.339,0.367,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:06:00,0,0,19.8,19.7,0.372,0.378,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:08:00,0,0,19.7,19.7,0.344,0.344,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:10:00,0,0,20.0,19.6,0.333,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:12:00,0,0,19.7,19.7,0.389,0.406,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 16:14:00,0,0,19.8,19.9,0.450,0.489,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:16:00,0,0,19.8,20.1,0.533,0.555,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:18:00,0,0,19.6,19.8,0.572,0.505,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:20:00,0,0,19.9,20.1,0.478,0.417,0,0,0.0111,0.0167,0,0,0,0,0,0,0,0
2023-03-11 16:22:00,0,0,19.7,19.5,0.389,0.422,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 16:24:00,0,0,19.8,19.7,0.383,0.384,0,0,0,0.00834,0,0,0,0,0,0,0,0
2023-03-11 16:26:00,0,0,19.8,19.8,0.356,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:28:00,0,0,19.8,19.7,0.356,0.350,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:30:00,0,0,20.0,20.1,0.328,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:32:00,0,0,19.8,19.6,0.383,0.361,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 16:34:00,0,0,19.9,19.8,0.350,0.322,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:36:00,0,0,19.9,19.9,0.361,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:38:00,0,0,19.8,19.5,0.378,0.339,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:40:00,0,0,19.7,19.8,0.333,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:42:00,0,0,19.9,19.6,0.356,0.378,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 16:44:00,0,0,19.7,19.7,0.339,0.339,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:46:00,0,0,19.7,19.9,0.344,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:48:00,0,0,19.8,19.7,0.361,0.350,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:50:00,0,0,19.7,19.8,0.339,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:52:00,0,0,19.8,19.9,0.367,0.355,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 16:54:00,0,0,19.7,19.7,0.344,0.339,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:56:00,0,0,19.9,20.0,0.356,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 16:58:00,0,0,20.0,19.7,0.372,0.375,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:00:00,0,0,19.9,19.8,0.356,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:02:00,0,0,19.4,19.7,0.461,0.459,0,0,0.0111,0.00834,0,0,0,0,0,0,0,0
2023-03-11 17:04:00,0,0,19.6,19.9,0.528,0.506,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:06:00,0,0,20.0,20.1,0.539,0.572,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:08:00,0,0,19.8,19.8,0.511,0.500,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:10:00,0,0,19.6,19.5,0.372,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:12:00,0,0,19.6,19.8,0.389,0.409,0,0,0.0111,0.00834,0,0,0,0,0,0,0,0
2023-03-11 17:14:00,0,0,20.0,20.0,0.395,0.378,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:16:00,0,0,19.8,19.8,0.328,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:18:00,0,0,19.6,19.7,0.350,0.350,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:20:00,0,0,19.9,19.8,0.333,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:22:00,0,0,19.9,19.6,0.389,0.383,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 17:24:00,0,0,19.9,20.0,0.383,0.333,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:26:00,0,0,19.7,19.7,0.344,0.346,0,0,0.0111,0.00834,0,0,0,0,0,0,0,0
2023-03-11 17:28:00,0,0,19.6,23.9,0.350,5.20,0,0,0,0.0389,0,0,0,0,0,0,0,0
2023-03-11 17:30:00,0,0,25.4,25.2,5.22,5.23,0,0,0.0389,0.0389,0.0722,0.0722,0,0,0,0,0,0
2023-03-11 17:32:00,0,0,19.8,20.7,0.372,0.383,0,0,0,0,0,0.0611,0,0,0,0,0,0
2023-03-11 17:34:00,0,0,21.0,20.9,0.367,0.367,0,0,0.0111,0.0111,0.0611,0.0611,0,0,0,0,0,0
2023-03-11 17:36:00,0,0,19.9,19.9,0.344,0.344,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 17:38:00,0,0,19.8,19.8,0.367,0.361,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:40:00,0,0,19.9,19.9,0.372,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:42:00,0,0,19.6,19.8,0.356,0.361,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:44:00,0,0,20.0,19.9,0.372,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:46:00,0,0,19.9,20.0,0.328,0.373,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 17:48:00,0,0,19.7,19.9,0.367,0.372,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:50:00,0,0,20.0,20.0,0.372,0.428,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:52:00,0,0,19.6,19.7,0.517,0.517,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:54:00,0,0,19.9,19.9,0.556,0.561,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 17:56:00,0,0,19.9,19.7,0.517,0.483,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 17:58:00,0,0,19.6,19.9,0.428,0.411,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:00:00,0,0,20.1,20.2,0.422,0.450,0,0,0.0111,0.0167,0,0,0,0,0,0,0,0
2023-03-11 18:02:00,0,0,19.5,19.5,0.417,0.372,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 18:04:00,0,0,20.0,19.9,0.383,0.379,0,0,0.0111,0.00834,0,0,0,0,0,0,0,0
2023-03-11 18:06:00,0,0,20.2,19.9,0.367,0.339,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 18:08:00,0,0,19.5,19.2,0.344,0.333,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 18:10:00,0,0,20.0,20.1,0.361,0.450,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:12:00,0,0,19.8,19.8,0.411,0.396,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 18:14:00,0,0,20.2,20.1,0.344,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:16:00,0,0,19.8,19.4,0.339,0.333,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 18:18:00,0,0,19.4,19.8,0.328,0.345,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:20:00,0,0,20.2,20.2,0.361,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:22:00,0,0,19.5,19.5,0.367,0.339,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 18:24:00,0,0,19.8,19.9,0.367,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:26:00,0,0,20.0,20.0,0.367,0.367,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 18:28:00,0,0,19.6,19.7,0.339,0.339,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:30:00,0,0,20.0,20.2,0.350,0.383,0,0,0.0111,0.0167,0,0,0,0,0,0,0,0
2023-03-11 18:32:00,0,0,19.8,19.7,0.367,0.355,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 18:34:00,0,0,20.1,19.9,0.322,0.329,0,0,0.0111,0.00834,0,0,0,0,0,0,0,0
2023-03-11 18:36:00,0,0,19.9,19.7,0.378,0.367,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 18:38:00,0,0,19.4,19.5,0.361,0.394,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:40:00,0,0,20.0,20.1,0.483,0.505,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:42:00,0,0,20.0,19.7,0.539,0.544,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 18:44:00,0,0,19.7,19.9,0.544,0.522,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:46:00,0,0,20.0,19.8,0.444,0.445,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 18:48:00,0,0,19.6,19.6,0.389,0.395,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:50:00,0,0,19.8,20.0,0.383,0.422,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:52:00,0,0,19.8,19.8,0.400,0.372,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 18:54:00,0,0,19.8,19.8,0.328,0.317,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 18:56:00,0,0,19.8,19.8,0.356,0.361,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 18:58:00,0,0,19.4,19.7,0.372,0.328,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:00:00,0,0,20.3,20.0,0.344,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:02:00,0,0,19.7,19.4,0.406,0.378,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 19:04:00,0,0,19.8,20.0,0.350,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:06:00,0,0,20.2,19.9,0.350,0.383,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 19:08:00,0,0,19.6,19.3,0.361,0.361,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:10:00,0,0,19.6,19.9,0.322,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:12:00,0,0,19.8,19.7,0.367,0.378,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 19:14:00,0,0,19.8,20.0,0.350,0.322,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:16:00,0,0,20.1,19.9,0.339,0.361,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 19:18:00,0,0,19.6,19.5,0.378,0.350,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:20:00,0,0,19.8,20.1,0.339,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:22:00,0,0,19.7,19.7,0.383,0.367,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 19:24:00,0,0,19.9,19.7,0.367,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:26:00,0,0,20.0,19.8,0.356,0.394,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 19:28:00,0,0,19.9,19.7,0.461,0.522,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:30:00,0,0,20.3,20.2,0.500,0.517,0,0,0.0500,0.0500,0,0,0,0,0,0,0,0
2023-03-11 19:32:00,0,0,19.8,19.6,0.561,0.617,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 19:34:00,0,0,19.7,19.8,0.533,0.444,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:36:00,0,0,19.8,19.9,0.372,0.394,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 19:38:00,0,0,19.8,19.7,0.406,0.428,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:40:00,0,0,19.7,19.7,0.389,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:42:00,0,0,19.7,19.5,0.367,0.345,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 19:44:00,0,0,20.0,20.0,0.361,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:46:00,0,0,20.0,19.8,0.350,0.367,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 19:48:00,0,0,19.5,19.6,0.367,0.356,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:50:00,0,0,19.8,20.0,0.372,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:52:00,0,0,19.8,19.7,0.367,0.361,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 19:54:00,0,0,19.8,19.8,0.361,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 19:56:00,0,0,20.0,20.1,0.350,0.361,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 19:58:00,0,0,19.6,19.8,0.344,0.372,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:00:00,0,0,19.9,20.0,0.361,0.378,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:02:00,0,0,19.9,19.8,0.372,0.344,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 20:04:00,0,0,19.9,19.6,0.361,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:06:00,0,0,19.8,19.8,0.372,0.356,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 20:08:00,0,0,19.7,19.8,0.344,0.339,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:10:00,0,0,19.7,19.7,0.361,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:12:00,0,0,19.6,19.7,0.367,0.378,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 20:14:00,0,0,19.9,19.7,0.350,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:16:00,0,0,19.9,19.9,0.417,0.478,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 20:18:00,0,0,19.7,19.8,0.483,0.494,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:20:00,0,0,19.7,19.8,0.506,0.555,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:22:00,0,0,19.8,19.8,0.556,0.489,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 20:24:00,0,0,20.0,19.7,0.400,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:26:00,0,0,19.9,19.9,0.406,0.406,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 20:28:00,0,0,19.7,19.8,0.433,0.389,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:30:00,0,0,20.0,20.0,0.383,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:32:00,0,0,19.9,19.8,0.367,0.367,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 20:34:00,0,0,20.3,20.0,0.333,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:36:00,0,0,19.7,20.0,0.350,0.378,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 20:38:00,0,0,19.8,20.0,0.361,0.356,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:40:00,0,0,19.8,19.8,0.328,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:42:00,0,0,19.5,19.6,0.356,0.361,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 20:44:00,0,0,19.8,19.9,0.361,0.333,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:46:00,0,0,19.7,19.8,0.350,0.344,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 20:48:00,0,0,19.6,19.7,0.372,0.372,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:50:00,0,0,19.8,19.9,0.339,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:52:00,0,0,19.7,19.5,0.361,0.361,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 20:54:00,0,0,19.7,19.6,0.372,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 20:56:00,0,0,19.6,19.8,0.333,0.367,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 20:58:00,0,0,19.9,20.0,0.356,0.367,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:00:00,0,0,20.0,19.7,0.361,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:02:00,0,0,19.7,19.6,0.372,0.350,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 21:04:00,0,0,19.9,20.0,0.400,0.417,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:06:00,0,0,19.8,19.8,0.500,0.489,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 21:08:00,0,0,19.7,19.6,0.539,0.550,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:10:00,0,0,20.0,19.8,0.589,0.522,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:12:00,0,0,19.6,19.7,0.422,0.394,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 21:14:00,0,0,20.1,20.0,0.400,0.400,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:16:00,0,0,19.6,19.6,0.411,0.394,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 21:18:00,0,0,19.8,19.8,0.394,0.356,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:20:00,0,0,19.9,19.8,0.350,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:22:00,0,0,19.4,19.8,0.339,0.350,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 21:24:00,0,0,20.1,20.1,0.339,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:26:00,0,0,19.8,19.4,0.344,0.350,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 21:28:00,0,0,19.5,19.9,0.344,0.339,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:30:00,0,0,20.3,20.4,0.361,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:32:00,0,0,19.8,19.6,0.367,0.350,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 21:34:00,0,0,19.8,19.7,0.356,0.322,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:36:00,0,0,19.9,19.7,0.367,0.367,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 21:38:00,0,0,19.8,19.8,0.367,0.350,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:40:00,0,0,19.9,19.7,0.339,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:42:00,0,0,19.5,19.6,0.350,0.367,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 21:44:00,0,0,20.4,20.3,0.339,0.345,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:46:00,0,0,19.8,19.7,0.361,0.367,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 21:48:00,0,0,19.6,19.7,0.361,0.339,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:50:00,0,0,19.9,20.1,0.339,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:52:00,0,0,19.9,19.8,0.378,0.406,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 21:54:00,0,0,20.2,20.0,0.450,0.472,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 21:56:00,0,0,19.8,19.7,0.517,0.550,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 21:58:00,0,0,19.7,20.1,0.572,0.544,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:00:00,0,0,20.4,20.2,0.489,0.450,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:02:00,0,0,19.6,19.4,0.456,0.439,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 22:04:00,0,0,19.8,20.1,0.372,0.411,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:06:00,0,0,19.8,19.8,0.378,0.400,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 22:08:00,0,0,19.5,19.7,0.356,0.344,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:10:00,0,0,19.9,19.9,0.333,0.333,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:12:00,0,0,19.7,19.6,0.383,0.367,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 22:14:00,0,0,19.8,20.0,0.367,0.328,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:16:00,0,0,19.9,19.8,0.361,0.367,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 22:18:00,0,0,19.4,19.7,0.367,0.356,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:20:00,0,0,19.9,19.9,0.328,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:22:00,0,0,19.7,19.7,0.367,0.378,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 22:24:00,0,0,20.1,19.9,0.344,0.322,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:26:00,0,0,20.0,19.7,0.333,0.361,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 22:28:00,0,0,19.3,19.2,0.356,0.367,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 22:30:00,0,0,20.1,20.2,0.344,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:32:00,0,0,19.8,19.9,0.383,0.363,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 22:34:00,0,0,20.1,20.2,0.367,0.333,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:36:00,0,0,19.8,19.6,0.367,0.367,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 22:38:00,0,0,19.4,19.6,0.383,0.356,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:40:00,0,0,20.1,20.1,0.339,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:42:00,0,0,19.9,19.8,0.406,0.500,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 22:44:00,0,0,19.9,20.0,0.478,0.511,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:46:00,0,0,20.1,19.9,0.511,0.589,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 22:48:00,0,0,19.5,19.6,0.556,0.478,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 22:50:00,0,0,19.9,20.3,0.406,0.375,0,0,0.0111,0.0167,0,0,0,0,0,0,0,0
2023-03-11 22:52:00,0,0,19.7,19.4,0.406,0.417,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 22:54:00,0,0,19.8,20.0,0.417,0.392,0,0,0.0111,0.00834,0,0,0,0,0,0,0,0
2023-03-11 22:56:00,0,0,19.9,20.1,0.367,0.339,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 22:58:00,0,0,19.8,19.9,0.361,0.367,0,0,0,0.0111,0,0,0,0,0,0,0,0
2023-03-11 23:00:00,0,0,20.2,20.1,0.344,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 23:02:00,0,0,19.6,19.5,0.372,0.372,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11 23:04:00,0,0,19.8,20.3,0.356,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0,0,0
2023-03-11 23:06:00,0,0,20.1,19.8,0.322,0.350,0,0,0.0111,0,0,0,0,0,0,0,0,0
2023-03-11 23:08:00,0,0,19.5,19.5,0.361,0.356,0,0,0,0.0111,0,0,0,0,0,0,0,0
