"Time","0(172.16.66.116:10250)","0(172.16.66.116:6443)","200(172.16.66.116:10250)","200(172.16.66.116:6443)","201(172.16.66.116:10250)","201(172.16.66.116:6443)","403(172.16.66.116:10250)","403(172.16.66.116:6443)","404(172.16.66.116:10250)","404(172.16.66.116:6443)","409(172.16.66.116:10250)","409(172.16.66.116:6443)","422(172.16.66.116:10250)","422(172.16.66.116:6443)","500(172.16.66.116:10250)","500(172.16.66.116:6443)"
2023-03-11 10:34:00,0,0,22.8,22.7,0.361,0.350,0,0,0,0,0,0,0,0,0,0
2023-03-11 10:36:00,0,0,22.7,22.8,0.544,0.567,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 10:38:00,0,0,22.6,22.4,0.556,0.544,0,0,0,0,0,0,0,0,0,0
2023-03-11 10:40:00,0,0,22.7,22.7,0.328,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 10:42:00,0,0,22.9,22.9,0.400,0.411,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 10:44:00,0,0,22.9,22.9,0.361,0.344,0,0,0,0,0,0,0,0,0,0
2023-03-11 10:46:00,0,0,22.9,22.9,0.350,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 10:48:00,0,0,23.4,23.4,0.361,0.361,0,0,0,0,0,0,0,0,0,0
2023-03-11 10:50:00,0,0,22.8,22.7,0.333,0.328,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 10:52:00,0,0,22.8,22.9,0.367,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 10:54:00,0,0,22.8,22.8,0.350,0.344,0,0,0,0,0,0,0,0,0,0
2023-03-11 10:56:00,0,0,22.8,22.7,0.350,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 10:58:00,0,0,22.7,22.7,0.372,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:00:00,0,0,23.1,22.9,0.356,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:02:00,0,0,23.0,23.1,0.378,0.394,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:04:00,0,0,22.9,22.9,0.406,0.394,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:06:00,0,0,22.9,23.3,0.339,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:08:00,0,0,23.5,23.5,0.389,0.394,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:10:00,0,0,23.1,23.0,0.422,0.411,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:12:00,0,0,23.0,23.2,0.450,0.439,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:14:00,0,0,23.6,23.6,0.389,0.378,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:16:00,0,0,22.9,23.0,0.328,0.333,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:18:00,0,0,22.8,22.8,0.350,0.367,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:20:00,0,0,22.9,23.0,0.339,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:22:00,0,0,22.6,22.6,0.333,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:24:00,0,0,22.9,22.9,0.483,0.511,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:26:00,0,0,23.0,23.0,0.572,0.567,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:28:00,0,0,22.7,23.0,0.406,0.389,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:30:00,0,0,23.7,23.9,0.400,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:32:00,0,0,22.9,22.9,0.344,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:34:00,0,0,23.0,22.9,0.367,0.367,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:36:00,0,0,22.8,22.7,0.356,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:38:00,0,0,22.7,22.5,0.350,0.361,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:40:00,0,0,23.0,23.0,0.356,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:42:00,0,0,22.7,22.7,0.328,0.317,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:44:00,0,0,22.7,22.7,0.339,0.356,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:46:00,0,0,22.9,22.7,0.350,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:48:00,0,0,22.5,22.7,0.322,0.328,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:50:00,0,0,23.0,22.9,0.389,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:52:00,0,0,23.3,23.3,0.406,0.400,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:54:00,0,0,22.8,22.8,0.389,0.389,0,0,0,0,0,0,0,0,0,0
2023-03-11 11:56:00,0,0,23.0,22.9,0.394,0.400,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 11:58:00,0,0,22.9,22.7,0.372,0.389,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:00:00,0,0,23.1,23.0,0.467,0.472,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:02:00,0,0,22.6,22.6,0.383,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:04:00,0,0,22.9,23.0,0.322,0.328,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:06:00,0,0,23.8,23.8,0.372,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:08:00,0,0,22.6,22.5,0.322,0.322,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:10:00,0,0,23.3,23.7,0.350,0.355,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:12:00,0,0,23.4,23.4,0.411,0.417,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:14:00,0,0,22.6,22.6,0.544,0.561,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:16:00,0,0,23.1,23.2,0.472,0.456,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:18:00,0,0,22.8,22.9,0.361,0.367,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:20:00,0,0,22.8,22.8,0.383,0.389,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:22:00,0,0,22.6,22.7,0.372,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:24:00,0,0,22.9,22.8,0.311,0.306,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:26:00,0,0,22.8,22.7,0.361,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:28:00,0,0,23.4,23.5,0.344,0.339,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:30:00,0,0,23.5,23.2,0.333,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:32:00,0,0,22.8,22.6,0.378,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:34:00,0,0,22.9,22.9,0.333,0.317,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:36:00,0,0,22.9,22.9,0.367,0.389,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:38:00,0,0,22.5,22.5,0.378,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:40:00,0,0,23.1,23.0,0.356,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:42:00,0,0,22.8,22.7,0.422,0.417,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:44:00,0,0,23.0,23.4,0.339,0.356,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:46:00,0,0,23.7,23.6,0.372,0.378,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:48:00,0,0,22.9,22.8,0.478,0.461,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:50:00,0,0,23.0,22.9,0.389,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:52:00,0,0,22.6,22.8,0.372,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:54:00,0,0,22.6,22.8,0.339,0.333,0,0,0,0,0,0,0,0,0,0
2023-03-11 12:56:00,0,0,22.9,22.9,0.339,0.328,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 12:58:00,0,0,22.7,22.6,0.367,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:00:00,0,0,23.2,23.4,0.378,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:02:00,0,0,23.5,23.4,0.550,0.583,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:04:00,0,0,22.7,22.9,0.533,0.528,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:06:00,0,0,23.0,23.0,0.328,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:08:00,0,0,22.5,22.5,0.389,0.394,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:10:00,0,0,22.9,22.9,0.355,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:12:00,0,0,23.6,23.6,0.328,0.333,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:14:00,0,0,22.7,22.7,0.361,0.339,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:16:00,0,0,22.9,22.9,0.339,0.322,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:18:00,0,0,22.9,22.8,0.383,0.378,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:20:00,0,0,22.9,22.9,0.361,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:22:00,0,0,22.7,22.8,0.333,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:24:00,0,0,22.6,22.6,0.356,0.378,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:26:00,0,0,23.1,23.1,0.344,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:28:00,0,0,22.8,22.9,0.350,0.361,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:30:00,0,0,23.0,22.8,0.400,0.384,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:32:00,0,0,22.9,22.7,0.350,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:34:00,0,0,22.7,22.8,0.389,0.378,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:36:00,0,0,23.1,23.2,0.433,0.422,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:38:00,0,0,22.6,22.5,0.444,0.422,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:40:00,0,0,22.8,22.8,0.400,0.389,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:42:00,0,0,23.6,23.6,0.344,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:44:00,0,0,24.3,24.3,0.339,0.350,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:46:00,0,0,23.4,23.5,0.350,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:48:00,0,0,22.8,22.8,0.339,0.339,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:50:00,0,0,22.8,22.8,0.467,0.489,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:52:00,0,0,22.8,22.8,0.567,0.544,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:54:00,0,0,22.8,22.9,0.372,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 13:56:00,0,0,22.9,22.9,0.383,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 13:58:00,0,0,22.7,22.5,0.378,0.361,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:00:00,0,0,22.9,22.8,0.372,0.378,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:02:00,0,0,22.8,22.8,0.372,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:04:00,0,0,23.1,23.2,0.339,0.339,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:06:00,0,0,23.1,23.1,0.339,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:08:00,0,0,23.1,23.1,0.350,0.344,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:10:00,0,0,22.5,22.6,0.322,0.333,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:12:00,0,0,23.0,23.1,0.344,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:14:00,0,0,22.9,22.9,0.344,0.339,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:16:00,0,0,22.8,22.8,0.372,0.378,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:18:00,0,0,22.8,22.6,0.389,0.383,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:20:00,0,0,22.6,22.6,0.350,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:22:00,0,0,22.8,23.0,0.378,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:24:00,0,0,22.7,22.8,0.411,0.394,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:26:00,0,0,23.3,23.4,0.439,0.456,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:28:00,0,0,23.5,23.2,0.422,0.411,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:30:00,0,0,22.9,22.8,0.344,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:32:00,0,0,22.7,22.7,0.361,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:34:00,0,0,22.8,22.8,0.367,0.344,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:36:00,0,0,23.6,23.6,0.344,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:38:00,0,0,23.3,23.2,0.417,0.450,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:40:00,0,0,22.8,22.6,0.539,0.539,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:42:00,0,0,22.9,22.8,0.444,0.417,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:44:00,0,0,22.9,22.9,0.389,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:46:00,0,0,22.6,22.7,0.389,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:48:00,0,0,22.6,22.6,0.378,0.383,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:50:00,0,0,23.2,23.1,0.367,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:52:00,0,0,22.9,22.7,0.350,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:54:00,0,0,22.8,22.8,0.339,0.344,0,0,0,0,0,0,0,0,0,0
2023-03-11 14:56:00,0,0,22.8,22.7,0.339,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 14:58:00,0,0,22.9,22.8,0.333,0.333,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:00:00,0,0,23.0,23.0,0.367,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:02:00,0,0,23.5,23.6,0.367,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:04:00,0,0,22.8,22.8,0.378,0.367,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:06:00,0,0,22.7,22.6,0.406,0.378,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:08:00,0,0,22.9,22.9,0.378,0.350,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:10:00,0,0,22.9,22.9,0.378,0.394,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:12:00,0,0,23.3,23.3,0.372,0.394,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:14:00,0,0,22.9,23.0,0.406,0.422,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:16:00,0,0,23.1,23.0,0.433,0.411,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:18:00,0,0,22.6,22.6,0.356,0.339,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:20:00,0,0,22.9,22.9,0.344,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:22:00,0,0,22.8,22.7,0.372,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:24:00,0,0,22.9,23.0,0.333,0.322,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:26:00,0,0,23.5,23.5,0.389,0.394,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:28:00,0,0,22.6,22.6,0.539,0.528,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:30:00,0,0,23.1,23.0,0.478,0.483,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:32:00,0,0,22.8,22.8,0.422,0.417,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:34:00,0,0,22.9,22.8,0.378,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:36:00,0,0,23.4,23.6,0.372,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:38:00,0,0,23.0,22.8,0.350,0.350,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:40:00,0,0,23.3,23.1,0.317,0.317,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:42:00,0,0,23.2,23.3,0.356,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:44:00,0,0,23.5,23.5,0.339,0.328,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:46:00,0,0,22.9,22.9,0.356,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:48:00,0,0,22.8,22.9,0.361,0.356,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:50:00,0,0,22.9,22.8,0.356,0.361,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:52:00,0,0,22.7,22.7,0.383,0.383,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:54:00,0,0,23.0,23.0,0.372,0.355,0,0,0,0,0,0,0,0,0,0
2023-03-11 15:56:00,0,0,22.9,22.9,0.361,0.372,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 15:58:00,0,0,23.1,23.3,0.383,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:00:00,0,0,23.6,23.8,0.372,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:02:00,0,0,22.9,22.9,0.450,0.433,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:04:00,0,0,23.0,23.2,0.456,0.444,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:06:00,0,0,22.8,22.7,0.394,0.389,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:08:00,0,0,22.5,22.5,0.367,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:10:00,0,0,23.0,23.0,0.328,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:12:00,0,0,23.0,23.0,0.361,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:14:00,0,0,22.8,22.8,0.356,0.355,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:16:00,0,0,22.7,22.7,0.467,0.494,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:18:00,0,0,22.8,22.9,0.556,0.556,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:20:00,0,0,22.9,22.8,0.429,0.400,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:22:00,0,0,23.2,23.2,0.389,0.394,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:24:00,0,0,23.7,23.7,0.389,0.383,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:26:00,0,0,23.1,23.1,0.356,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:28:00,0,0,22.5,22.5,0.356,0.361,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:30:00,0,0,23.0,22.9,0.350,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:32:00,0,0,22.7,22.6,0.344,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:34:00,0,0,23.0,22.9,0.356,0.344,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:36:00,0,0,23.0,22.9,0.344,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:38:00,0,0,22.4,22.6,0.361,0.361,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:40:00,0,0,23.6,23.7,0.339,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:42:00,0,0,23.1,22.8,0.378,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:44:00,0,0,22.8,22.9,0.383,0.372,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:46:00,0,0,23.0,23.0,0.389,0.394,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:48:00,0,0,22.6,22.5,0.383,0.394,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:50:00,0,0,23.0,23.0,0.389,0.400,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:52:00,0,0,22.7,22.6,0.433,0.456,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:54:00,0,0,22.8,23.0,0.400,0.383,0,0,0,0,0,0,0,0,0,0
2023-03-11 16:56:00,0,0,22.9,22.8,0.344,0.339,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 16:58:00,0,0,22.6,22.6,0.350,0.344,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:00:00,0,0,23.2,23.2,0.350,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 17:02:00,0,0,22.7,22.8,0.350,0.344,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 17:04:00,0,0,22.8,22.8,0.444,0.444,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:06:00,0,0,23.1,23.2,0.539,0.572,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 17:08:00,0,0,22.9,23.2,0.461,0.444,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:10:00,0,0,23.6,23.6,0.389,0.394,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 17:12:00,0,0,22.5,22.6,0.372,0.389,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 17:14:00,0,0,22.8,23.4,0.361,0.356,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:16:00,0,0,23.8,23.9,0.361,0.350,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 17:18:00,0,0,22.7,22.6,0.356,0.356,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:20:00,0,0,22.8,22.8,0.339,0.356,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 17:22:00,0,0,22.6,22.7,0.339,0.333,0,0,0.0111,0.0111,0,0,0,0,0,0
2023-03-11 17:24:00,0,0,22.9,23.1,0.356,0.350,0,0,0,0,0,0,0,0,0,0
2023-03-11 17:26:00,0,0,23.1,23.0,0.361,0.367,0,0,0.0111,0.0111,0,0,0,0,0,0
