"Time","Read (sda)","Write (sda)"
2023-03-04 11:00:00,0,102696
2023-03-04 11:02:00,0,164773
2023-03-04 11:04:00,0,82102
2023-03-04 11:06:00,0,112526
2023-03-04 11:08:00,0,37911
2023-03-04 11:10:00,0,102491
2023-03-04 11:12:00,0,72704
2023-03-04 11:14:00,0,66788
2023-03-04 11:16:00,0,103902
2023-03-04 11:18:00,0,38502
2023-03-04 11:20:00,0,104107
2023-03-04 11:22:00,0,71293
2023-03-04 11:24:00,0,66469
2023-03-04 11:26:00,0,104220
2023-03-04 11:28:00,0,36318
2023-03-04 11:30:00,0,103014
2023-03-04 11:32:00,0,72173
2023-03-04 11:34:00,0,58732
2023-03-04 11:36:00,0,95186
2023-03-04 11:38:00,0,37251
2023-03-04 11:40:00,0,98539
2023-03-04 11:42:00,0,68016
2023-03-04 11:44:00,0,69359
2023-03-04 11:46:00,0,103470
2023-03-04 11:48:00,0,36272
2023-03-04 11:50:00,0,103538
2023-03-04 11:52:00,0,72924
2023-03-04 11:54:00,0,68062
2023-03-04 11:56:00,0,103492
2023-03-04 11:58:00,0,35681
2023-03-04 12:00:00,0,102741
2023-03-04 12:02:00,0,67561
2023-03-04 12:04:00,0,64148
2023-03-04 12:06:00,0,98918
2023-03-04 12:08:00,0,31972
2023-03-04 12:10:00,0,103811
2023-03-04 12:12:00,0,63602
2023-03-04 12:14:00,0,69200
2023-03-04 12:16:00,0,101854
2023-03-04 12:18:00,0,30726
2023-03-04 12:20:00,0,101831
2023-03-04 12:22:00,0,68494
2023-03-04 12:24:00,0,65158
2023-03-04 12:26:00,0,108430
2023-03-04 12:28:00,0,36636
2023-03-04 12:30:00,0,104835
2023-03-04 12:32:00,0,73068
2023-03-04 12:34:00,0,66742
2023-03-04 12:36:00,0,102013
2023-03-04 12:38:00,0,37160
2023-03-04 12:40:00,0,103879
2023-03-04 12:42:00,0,74980
2023-03-04 12:44:00,0,71157
2023-03-04 12:46:00,0,104607
2023-03-04 12:48:00,0,33633
2023-03-04 12:50:00,0,102150
2023-03-04 12:52:00,0,77590
2023-03-04 12:54:00,0,71452
2023-03-04 12:56:00,0,107292
2023-03-04 12:58:00,0,40823
2023-03-04 13:00:00,0,106951
2023-03-04 13:02:00,0,259823
2023-03-04 13:04:00,0,113300
