"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc00d4707b4685)","Receive Errors (lxc11b7de99fee9)","Receive Errors (lxc1487b4f71a6a)","Receive Errors (lxc174762456bf8)","Receive Errors (lxc1f76b332c6b1)","Receive Errors (lxc29f19afa8424)","Receive Errors (lxc35e92b3d5977)","Receive Errors (lxc466f848c9cad)","Receive Errors (lxc4822e6a0695a)","Receive Errors (lxc554bb5d483ce)","Receive Errors (lxc6785802c60c2)","Receive Errors (lxc6d59e3d3f36b)","Receive Errors (lxc738ce238446a)","Receive Errors (lxc74f7a15366d8)","Receive Errors (lxc79995667619b)","Receive Errors (lxc836c011344a5)","Receive Errors (lxc91473471cede)","Receive Errors (lxc_health)","Receive Errors (lxca27e14829b96)","Receive Errors (lxca3ac3e7139b1)","Receive Errors (lxca7f6177f45fe)","Receive Errors (lxcd46667dfcb9b)","Receive Errors (lxcebc2a0c39b0e)","Receive Errors (lxcfe6ead5c1335)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc00d4707b4685)","Receive Total (lxc11b7de99fee9)","Receive Total (lxc1487b4f71a6a)","Receive Total (lxc174762456bf8)","Receive Total (lxc1f76b332c6b1)","Receive Total (lxc29f19afa8424)","Receive Total (lxc35e92b3d5977)","Receive Total (lxc466f848c9cad)","Receive Total (lxc4822e6a0695a)","Receive Total (lxc554bb5d483ce)","Receive Total (lxc6785802c60c2)","Receive Total (lxc6d59e3d3f36b)","Receive Total (lxc738ce238446a)","Receive Total (lxc74f7a15366d8)","Receive Total (lxc79995667619b)","Receive Total (lxc836c011344a5)","Receive Total (lxc91473471cede)","Receive Total (lxc_health)","Receive Total (lxca27e14829b96)","Receive Total (lxca3ac3e7139b1)","Receive Total (lxca7f6177f45fe)","Receive Total (lxcd46667dfcb9b)","Receive Total (lxcebc2a0c39b0e)","Receive Total (lxcfe6ead5c1335)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc00d4707b4685)","Transmit Errors (lxc11b7de99fee9)","Transmit Errors (lxc1487b4f71a6a)","Transmit Errors (lxc174762456bf8)","Transmit Errors (lxc1f76b332c6b1)","Transmit Errors (lxc29f19afa8424)","Transmit Errors (lxc35e92b3d5977)","Transmit Errors (lxc466f848c9cad)","Transmit Errors (lxc4822e6a0695a)","Transmit Errors (lxc554bb5d483ce)","Transmit Errors (lxc6785802c60c2)","Transmit Errors (lxc6d59e3d3f36b)","Transmit Errors (lxc738ce238446a)","Transmit Errors (lxc74f7a15366d8)","Transmit Errors (lxc79995667619b)","Transmit Errors (lxc836c011344a5)","Transmit Errors (lxc91473471cede)","Transmit Errors (lxc_health)","Transmit Errors (lxca27e14829b96)","Transmit Errors (lxca3ac3e7139b1)","Transmit Errors (lxca7f6177f45fe)","Transmit Errors (lxcd46667dfcb9b)","Transmit Errors (lxcebc2a0c39b0e)","Transmit Errors (lxcfe6ead5c1335)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc00d4707b4685)","Receive Dropped (lxc11b7de99fee9)","Receive Dropped (lxc1487b4f71a6a)","Receive Dropped (lxc174762456bf8)","Receive Dropped (lxc1f76b332c6b1)","Receive Dropped (lxc29f19afa8424)","Receive Dropped (lxc35e92b3d5977)","Receive Dropped (lxc466f848c9cad)","Receive Dropped (lxc4822e6a0695a)","Receive Dropped (lxc554bb5d483ce)","Receive Dropped (lxc6785802c60c2)","Receive Dropped (lxc6d59e3d3f36b)","Receive Dropped (lxc738ce238446a)","Receive Dropped (lxc74f7a15366d8)","Receive Dropped (lxc79995667619b)","Receive Dropped (lxc836c011344a5)","Receive Dropped (lxc91473471cede)","Receive Dropped (lxc_health)","Receive Dropped (lxca27e14829b96)","Receive Dropped (lxca3ac3e7139b1)","Receive Dropped (lxca7f6177f45fe)","Receive Dropped (lxcd46667dfcb9b)","Receive Dropped (lxcebc2a0c39b0e)","Receive Dropped (lxcfe6ead5c1335)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc00d4707b4685)","Transmit Dropped (lxc11b7de99fee9)","Transmit Dropped (lxc1487b4f71a6a)","Transmit Dropped (lxc174762456bf8)","Transmit Dropped (lxc1f76b332c6b1)","Transmit Dropped (lxc29f19afa8424)","Transmit Dropped (lxc35e92b3d5977)","Transmit Dropped (lxc466f848c9cad)","Transmit Dropped (lxc4822e6a0695a)","Transmit Dropped (lxc554bb5d483ce)","Transmit Dropped (lxc6785802c60c2)","Transmit Dropped (lxc6d59e3d3f36b)","Transmit Dropped (lxc738ce238446a)","Transmit Dropped (lxc74f7a15366d8)","Transmit Dropped (lxc79995667619b)","Transmit Dropped (lxc836c011344a5)","Transmit Dropped (lxc91473471cede)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca27e14829b96)","Transmit Dropped (lxca3ac3e7139b1)","Transmit Dropped (lxca7f6177f45fe)","Transmit Dropped (lxcd46667dfcb9b)","Transmit Dropped (lxcebc2a0c39b0e)","Transmit Dropped (lxcfe6ead5c1335)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc00d4707b4685)","Transmit Total (lxc11b7de99fee9)","Transmit Total (lxc1487b4f71a6a)","Transmit Total (lxc174762456bf8)","Transmit Total (lxc1f76b332c6b1)","Transmit Total (lxc29f19afa8424)","Transmit Total (lxc35e92b3d5977)","Transmit Total (lxc466f848c9cad)","Transmit Total (lxc4822e6a0695a)","Transmit Total (lxc554bb5d483ce)","Transmit Total (lxc6785802c60c2)","Transmit Total (lxc6d59e3d3f36b)","Transmit Total (lxc738ce238446a)","Transmit Total (lxc74f7a15366d8)","Transmit Total (lxc79995667619b)","Transmit Total (lxc836c011344a5)","Transmit Total (lxc91473471cede)","Transmit Total (lxc_health)","Transmit Total (lxca27e14829b96)","Transmit Total (lxca3ac3e7139b1)","Transmit Total (lxca7f6177f45fe)","Transmit Total (lxcd46667dfcb9b)","Transmit Total (lxcebc2a0c39b0e)","Transmit Total (lxcfe6ead5c1335)"
2023-03-04 14:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.89,85.7,0,0.383,0,0,11.8,7.80,1,19.5,2.14,0.383,2.30,7.75,0.256,2,1.74,0,1.25,0,0.333,3.44,0.0667,0.544,0.550,0.911,0.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.59,65.9,0,0.256,0,0,11.4,9.69,1.01,21.8,3.11,0.256,2.88,10.4,0.256,2.19,1.98,0,1.43,0,0.400,3.81,0.0667,0.989,1,0.922,0.644
2023-03-04 14:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,29.3,131,0,0.367,0.267,0,11.6,7.91,1,19.8,2.07,0.367,2.37,7.38,0.244,1.99,1.73,0,1.20,0,0.333,3.44,0.0667,0.550,0.556,1.25,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,27.5,114,0,0.244,0.400,0,11.0,9.68,1.01,21.9,3.06,0.244,3.05,9.81,0.244,2.19,1.96,0,1.40,0,0.400,3.82,0.0667,1,0.994,1.48,0.794
2023-03-04 14:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.00556,27.6,148,0,0.383,0.267,0,11.3,16.9,1,21.1,2.15,0.383,2.50,7.62,0.256,1.98,1.73,0,1.22,0,0.328,3.47,0.0667,0.544,0.544,1.16,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.200,25.7,120,0,0.256,0.400,0,11.2,16.1,1.02,23.1,3.08,0.256,3.06,9.82,0.256,2.18,1.97,0,1.41,0,0.394,3.85,0.0667,0.994,0.983,1.40,0.689
2023-03-04 14:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,11.1,101,0,0.367,0,0,12.3,16.2,1,19.4,2.48,0.350,2.56,8.06,0.244,2.01,1.73,0,1.25,0,0.328,3.47,0.0667,0.539,0.550,0.878,0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.85,77.3,0,0.244,0,0,11.6,15.5,1.03,21.5,3.01,0.233,2.92,11.0,0.244,2.21,1.99,0,1.43,0,0.394,3.76,0.0667,0.983,0.989,0.906,0.750
2023-03-04 14:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.1,88.8,0,0.350,0.0111,0.00556,10.6,7.94,1,20.8,2.32,0.367,2.51,7.89,0.233,2.02,1.74,0,1.18,0,0.328,3.45,0.0667,0.533,0.550,0.961,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.92,69.6,0,0.233,0.0111,0,10.2,9.74,1.02,22.8,3.10,0.244,2.98,10.4,0.233,2.19,1.96,0,1.37,0,0.394,3.78,0.0667,0.983,0.994,1,0.894
2023-03-04 14:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,8.73,83.8,0,0.350,0,0,10.5,7.85,1,19.9,2.14,0.333,2.67,7.39,0.233,2,1.73,0,1.18,0,0.317,3.46,0.0778,0.539,0.556,0.917,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.77,65.8,0,0.239,0,0,9.92,9.69,1.01,21.8,2.99,0.222,2.98,9.97,0.233,2.16,1.95,0,1.37,0,0.383,3.87,0.0778,0.989,0.994,0.950,0.611
2023-03-04 14:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,28.3,129,0,0.350,0.267,0,10.5,7.86,1,19.7,2.29,0.367,2.69,7.50,0.233,1.98,1.73,0,1.23,0,0.317,3.44,0.0833,0.539,0.556,0.878,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,26.1,113,0,0.239,0.467,0,10.3,9.68,1.02,21.7,2.99,0.244,3.09,10.1,0.233,2.19,1.99,0.00556,1.42,0,0.383,3.82,0.0833,0.989,0.994,0.928,0.728
2023-03-04 14:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,28.8,133,0,0.367,0.267,0,10.4,7.96,1,20.5,2.28,0.367,2.48,7.21,0.244,1.99,1.73,0,1.24,0,0.322,3.43,0.0722,0.544,0.544,1.01,0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,26.5,115,0,0.244,0.467,0,10.7,9.75,1.01,22.6,3.04,0.244,2.88,9.26,0.244,2.21,2,0.00556,1.43,0,0.389,3.84,0.0722,0.994,0.983,1.03,0.733
2023-03-04 14:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.8,83.4,0,0.350,0,0,12.0,7.91,1,18.5,2.56,0.350,2.68,7.78,0.233,1.98,1.74,0,1.21,0,0.333,3.42,0.0667,0.544,0.533,0.872,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.65,68.9,0,0.233,0,0,11.2,9.70,1.02,20.9,2.95,0.233,2.81,10.6,0.233,2.21,1.99,0,1.41,0,0.406,3.85,0.0667,0.994,0.978,0.889,0.717
2023-03-04 14:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.8,88.8,0,0.350,0.0111,0,12.6,7.91,1,20.2,2.41,0.350,2.66,7.73,0.233,2,1.73,0,1.22,0,0.333,3.43,0.0667,0.550,0.533,1.28,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.93,69.9,0,0.233,0.0111,0,11.3,9.68,1.02,22.7,3,0.233,2.82,10.8,0.233,2.16,1.98,0,1.41,0,0.406,3.88,0.0667,0.989,0.983,1.46,0.744
2023-03-04 14:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.74,85.2,0,0.400,0.00556,0,11.7,7.95,1,20.2,2.31,0.400,2.38,6.81,0.267,1.99,1.72,0,1.23,0,0.333,3.49,0.0667,0.556,0.539,0.917,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.03,67.6,0,0.267,0.00556,0,11.1,9.78,1.01,22.6,3.08,0.267,2.87,9.11,0.267,2.18,1.94,0,1.42,0,0.400,3.89,0.0667,0.994,0.989,0.944,0.661
2023-03-04 14:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,29.6,130,0,0.383,0.267,0,11.4,7.96,1,19.5,2.29,0.400,2.32,7.04,0.256,1.99,1.73,0,1.22,0,0.333,3.48,0.0667,0.550,0.550,0.878,0.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,27.4,114,0,0.256,0.472,0,11.4,9.74,1.01,21.9,3.19,0.267,3.02,9.48,0.256,2.24,1.97,0,1.41,0,0.400,3.92,0.0667,0.994,0.994,0.906,0.794
2023-03-04 14:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,29.1,134,0,0.389,0.267,0,11.1,7.93,1,20.4,2.44,0.367,2.64,7.12,0.256,1.98,1.73,0,1.20,0,0.339,3.70,0.0667,0.550,0.544,0.939,0.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,27.2,115,0,0.256,0.472,0,10.6,9.83,1.01,22.8,2.98,0.244,2.88,9.69,0.256,2.23,1.97,0,1.40,0,0.406,4.10,0.0667,0.994,0.989,0.967,0.806
2023-03-04 14:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.6,99.6,0,0.383,0,0,11.5,16.0,1,18.7,2.79,0.400,2.69,7.82,0.256,1.99,1.72,0,1.22,0,0.333,3.45,0.0667,0.550,0.533,0.917,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.54,76.1,0,0.256,0,0,11.1,15.6,1.01,21.2,2.98,0.267,2.94,10.2,0.256,2.22,1.97,0,1.41,0,0.400,3.84,0.0667,0.994,0.983,0.950,0.650
2023-03-04 14:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,11.1,104,0,0.400,0.0111,0,11.5,16.0,1,20.2,2.41,0.400,2.41,7.72,0.272,2,1.73,0,1.23,0,0.333,3.46,0.0667,0.544,0.544,0.878,0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.72,77.7,0,0.267,0.0111,0,11.3,15.5,1.01,22.8,3.06,0.267,2.97,10.3,0.267,2.21,1.97,0,1.42,0,0.400,3.85,0.0667,0.989,0.989,0.906,0.783
2023-03-04 14:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.29,83.9,0,0.383,0.0111,0,10.7,7.84,1,19.7,2.14,0.372,2.38,7.10,0.256,1.99,1.74,0,1.22,0.00556,0.333,3.45,0.0778,0.544,0.550,0.917,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,7.89,65.6,0,0.256,0.0111,0,10.4,9.74,1.01,22.1,3.07,0.250,2.98,9.74,0.256,2.21,1.98,0,1.41,0,0.400,3.84,0.0833,0.989,0.983,0.950,0.644
2023-03-04 14:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,28.1,129,0,0.350,0.267,0,10.4,7.98,1,19.5,2.40,0.350,2.48,7.41,0.233,1.98,1.73,0,1.17,0,0.333,3.47,0.0833,0.550,0.544,0.878,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,26.3,113,0,0.233,0.394,0,10.0,9.89,1.01,22.1,3.13,0.233,2.99,9.79,0.239,2.21,1.99,0,1.36,0,0.400,3.76,0.0833,1,0.989,0.894,0.767
2023-03-04 14:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,28.8,137,0,0.400,0.267,0,10.6,8.89,1,20.8,2.55,0.400,2.67,7.71,0.267,1.99,1.74,0,1.23,0,0.322,3.45,0.0889,0.550,0.533,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,27.1,118,0,0.267,0.394,0,10.4,10.6,1.01,23.3,3.09,0.267,2.93,9.72,0.267,2.22,2,0,1.42,0.00556,0.389,3.81,0.0833,1,0.978,0.983,0.950
2023-03-04 14:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.88,83.1,0,0.400,0,0,10.7,7.89,1,18.6,2.39,0.383,2.47,7.89,0.267,2.02,1.74,0,1.22,0,0.317,3.49,0.0889,0.539,0.528,1.14,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.72,67.4,0,0.267,0,0,10.5,9.73,1,20.9,2.95,0.256,3.03,10.1,0.267,2.20,2.03,0,1.41,0.00556,0.383,3.91,0.0833,0.989,0.978,1.37,0.761
2023-03-04 14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.7,86.7,0,0.383,0.0111,0,11.4,7.85,1,20.6,2.48,0.383,2.27,7.74,0.256,2.01,1.75,0,1.22,0,0.317,3.43,0.0778,0.544,0.539,0.878,0.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.47,69.4,0,0.256,0.0111,0,10.9,9.72,1.01,22.8,3.03,0.256,3.07,10.4,0.256,2.22,2.01,0,1.42,0,0.383,3.83,0.0778,0.989,0.989,0.900,0.789
2023-03-04 14:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.74,84.2,0,0.367,0.0111,0,10.9,7.79,1,19.9,2.58,0.367,2.51,7.26,0.244,1.99,1.74,0,1.22,0,0.328,3.36,0.0667,0.550,0.544,0.917,0.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.14,66.2,0,0.244,0.0111,0,10.6,9.69,1.01,22.1,2.98,0.244,2.99,10.2,0.244,2.18,1.98,0,1.42,0,0.394,3.74,0.0667,0.994,0.989,0.933,0.617
2023-03-04 14:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,26.5,124,0,0.417,0,0,11.0,7.94,1,19.2,2.22,0.400,2.42,7.80,0.278,1.99,1.72,0,1.23,0,0.333,3.43,0.0667,0.550,0.544,0.944,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,23.9,108,0,0.278,0,0,10.8,9.72,1.02,21.7,3.04,0.267,2.96,10.7,0.278,2.21,2,0,1.42,0,0.400,3.83,0.0667,0.989,0.989,0.967,0.756
2023-03-04 14:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,28.8,151,0,0.383,0.267,0,10.7,16.0,1,20.7,2.45,0.367,2.54,7.38,0.256,1.99,1.74,0,1.23,0,0.339,3.47,0.0667,0.544,0.539,0.894,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,26.2,124,0,0.256,0.461,0,10.7,15.5,1.01,23.2,3.01,0.244,2.87,10.0,0.256,2.23,1.97,0,1.42,0,0.406,3.82,0.0667,0.983,0.983,0.922,0.883
