"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc00d4707b4685)","Receive Errors (lxc11b7de99fee9)","Receive Errors (lxc1487b4f71a6a)","Receive Errors (lxc174762456bf8)","Receive Errors (lxc1f76b332c6b1)","Receive Errors (lxc29f19afa8424)","Receive Errors (lxc35e92b3d5977)","Receive Errors (lxc466f848c9cad)","Receive Errors (lxc4822e6a0695a)","Receive Errors (lxc554bb5d483ce)","Receive Errors (lxc6785802c60c2)","Receive Errors (lxc6d59e3d3f36b)","Receive Errors (lxc738ce238446a)","Receive Errors (lxc74f7a15366d8)","Receive Errors (lxc79995667619b)","Receive Errors (lxc836c011344a5)","Receive Errors (lxc91473471cede)","Receive Errors (lxc_health)","Receive Errors (lxca27e14829b96)","Receive Errors (lxca3ac3e7139b1)","Receive Errors (lxca7f6177f45fe)","Receive Errors (lxcd46667dfcb9b)","Receive Errors (lxcebc2a0c39b0e)","Receive Errors (lxcfe6ead5c1335)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc00d4707b4685)","Receive Total (lxc11b7de99fee9)","Receive Total (lxc1487b4f71a6a)","Receive Total (lxc174762456bf8)","Receive Total (lxc1f76b332c6b1)","Receive Total (lxc29f19afa8424)","Receive Total (lxc35e92b3d5977)","Receive Total (lxc466f848c9cad)","Receive Total (lxc4822e6a0695a)","Receive Total (lxc554bb5d483ce)","Receive Total (lxc6785802c60c2)","Receive Total (lxc6d59e3d3f36b)","Receive Total (lxc738ce238446a)","Receive Total (lxc74f7a15366d8)","Receive Total (lxc79995667619b)","Receive Total (lxc836c011344a5)","Receive Total (lxc91473471cede)","Receive Total (lxc_health)","Receive Total (lxca27e14829b96)","Receive Total (lxca3ac3e7139b1)","Receive Total (lxca7f6177f45fe)","Receive Total (lxcd46667dfcb9b)","Receive Total (lxcebc2a0c39b0e)","Receive Total (lxcfe6ead5c1335)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc00d4707b4685)","Transmit Errors (lxc11b7de99fee9)","Transmit Errors (lxc1487b4f71a6a)","Transmit Errors (lxc174762456bf8)","Transmit Errors (lxc1f76b332c6b1)","Transmit Errors (lxc29f19afa8424)","Transmit Errors (lxc35e92b3d5977)","Transmit Errors (lxc466f848c9cad)","Transmit Errors (lxc4822e6a0695a)","Transmit Errors (lxc554bb5d483ce)","Transmit Errors (lxc6785802c60c2)","Transmit Errors (lxc6d59e3d3f36b)","Transmit Errors (lxc738ce238446a)","Transmit Errors (lxc74f7a15366d8)","Transmit Errors (lxc79995667619b)","Transmit Errors (lxc836c011344a5)","Transmit Errors (lxc91473471cede)","Transmit Errors (lxc_health)","Transmit Errors (lxca27e14829b96)","Transmit Errors (lxca3ac3e7139b1)","Transmit Errors (lxca7f6177f45fe)","Transmit Errors (lxcd46667dfcb9b)","Transmit Errors (lxcebc2a0c39b0e)","Transmit Errors (lxcfe6ead5c1335)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc00d4707b4685)","Receive Dropped (lxc11b7de99fee9)","Receive Dropped (lxc1487b4f71a6a)","Receive Dropped (lxc174762456bf8)","Receive Dropped (lxc1f76b332c6b1)","Receive Dropped (lxc29f19afa8424)","Receive Dropped (lxc35e92b3d5977)","Receive Dropped (lxc466f848c9cad)","Receive Dropped (lxc4822e6a0695a)","Receive Dropped (lxc554bb5d483ce)","Receive Dropped (lxc6785802c60c2)","Receive Dropped (lxc6d59e3d3f36b)","Receive Dropped (lxc738ce238446a)","Receive Dropped (lxc74f7a15366d8)","Receive Dropped (lxc79995667619b)","Receive Dropped (lxc836c011344a5)","Receive Dropped (lxc91473471cede)","Receive Dropped (lxc_health)","Receive Dropped (lxca27e14829b96)","Receive Dropped (lxca3ac3e7139b1)","Receive Dropped (lxca7f6177f45fe)","Receive Dropped (lxcd46667dfcb9b)","Receive Dropped (lxcebc2a0c39b0e)","Receive Dropped (lxcfe6ead5c1335)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc00d4707b4685)","Transmit Dropped (lxc11b7de99fee9)","Transmit Dropped (lxc1487b4f71a6a)","Transmit Dropped (lxc174762456bf8)","Transmit Dropped (lxc1f76b332c6b1)","Transmit Dropped (lxc29f19afa8424)","Transmit Dropped (lxc35e92b3d5977)","Transmit Dropped (lxc466f848c9cad)","Transmit Dropped (lxc4822e6a0695a)","Transmit Dropped (lxc554bb5d483ce)","Transmit Dropped (lxc6785802c60c2)","Transmit Dropped (lxc6d59e3d3f36b)","Transmit Dropped (lxc738ce238446a)","Transmit Dropped (lxc74f7a15366d8)","Transmit Dropped (lxc79995667619b)","Transmit Dropped (lxc836c011344a5)","Transmit Dropped (lxc91473471cede)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca27e14829b96)","Transmit Dropped (lxca3ac3e7139b1)","Transmit Dropped (lxca7f6177f45fe)","Transmit Dropped (lxcd46667dfcb9b)","Transmit Dropped (lxcebc2a0c39b0e)","Transmit Dropped (lxcfe6ead5c1335)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc00d4707b4685)","Transmit Total (lxc11b7de99fee9)","Transmit Total (lxc1487b4f71a6a)","Transmit Total (lxc174762456bf8)","Transmit Total (lxc1f76b332c6b1)","Transmit Total (lxc29f19afa8424)","Transmit Total (lxc35e92b3d5977)","Transmit Total (lxc466f848c9cad)","Transmit Total (lxc4822e6a0695a)","Transmit Total (lxc554bb5d483ce)","Transmit Total (lxc6785802c60c2)","Transmit Total (lxc6d59e3d3f36b)","Transmit Total (lxc738ce238446a)","Transmit Total (lxc74f7a15366d8)","Transmit Total (lxc79995667619b)","Transmit Total (lxc836c011344a5)","Transmit Total (lxc91473471cede)","Transmit Total (lxc_health)","Transmit Total (lxca27e14829b96)","Transmit Total (lxca3ac3e7139b1)","Transmit Total (lxca7f6177f45fe)","Transmit Total (lxcd46667dfcb9b)","Transmit Total (lxcebc2a0c39b0e)","Transmit Total (lxcfe6ead5c1335)"
2023-03-04 23:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,29.6,131,0,0.417,0.267,0,12.1,7.96,1.000,19.8,2.55,0.417,2.33,7.44,0.278,2.00,1.74,0,1.22,0,0.333,3.45,0.0667,0.544,0.544,0.961,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,27.6,116,0,0.278,0.344,0,11.5,9.80,1.000,22.4,3.02,0.278,3.03,9.86,0.278,2.19,1.95,0,1.41,0,0.400,3.82,0.0667,0.994,0.989,1.02,1.05
2023-03-04 23:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,11.1,87.0,0,0.400,0.00556,0,12.4,7.89,1,20.6,2.22,0.400,2.27,7.37,0.267,2,1.75,0,1.23,0,0.333,3.42,0.0667,0.544,0.539,1.08,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,9.83,69.2,0,0.267,0,0,11.7,9.71,1,22.9,3.14,0.267,2.95,10.2,0.267,2.19,1.96,0,1.42,0,0.400,3.77,0.0667,0.994,0.983,1.32,0.672
2023-03-04 23:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.4,88.6,0,0.400,0.0111,0,11.8,7.87,1,20.5,2.33,0.417,2.72,7.13,0.267,1.99,1.73,0,1.22,0,0.333,3.38,0.0667,0.550,0.544,0.944,0.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.45,69.0,0,0.267,0.0111,0,10.8,9.73,1.01,23.3,3.15,0.278,2.98,9.92,0.267,2.19,1.97,0,1.41,0.00556,0.400,3.78,0.0667,1,0.983,0.972,0.772
2023-03-04 23:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.2,89.6,0,0.400,0.0111,0,11.4,7.85,1.01,19.4,2.35,0.417,2.63,7.55,0.267,1.98,1.72,0,1.22,0,0.333,3.43,0.0778,0.545,0.556,0.939,0.850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.11,68.8,0,0.267,0.0111,0,10.5,9.71,1.02,21.9,2.99,0.278,2.94,10.4,0.272,2.19,1.98,0,1.41,0,0.400,3.79,0.0778,0.995,0.995,0.984,0.839
2023-03-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,17.4,115,0,0.417,0,0,12.1,8.04,0.994,20.4,2.18,0.400,2.29,7.76,0.278,2,1.74,0,1.18,0,0.333,3.46,0.0833,0.550,0.550,0.872,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,16.4,86.4,0,0.278,0,0,11.3,9.82,1.01,23.0,3.18,0.267,3.04,10.4,0.278,2.19,1.98,0,1.37,0,0.400,3.79,0.0833,0.994,0.994,0.922,0.800
2023-03-05 00:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,28.9,134,0,0.400,0.267,0,11.8,7.94,1,19.1,2.22,0.400,2.51,7.27,0.267,2,1.74,0,1.21,0,0.322,3.45,0.0722,0.550,0.544,0.944,0.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,27.2,114,0,0.267,0.311,0,11.2,9.73,1.01,21.9,3.17,0.267,3.13,10.0,0.267,2.16,1.97,0,1.41,0,0.389,3.84,0.0722,0.994,0.994,0.994,0.733
2023-03-05 00:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.5,87.3,0,0.367,0,0,12.4,7.89,1,20.9,2.46,0.367,2.47,7.69,0.244,1.99,1.71,0,1.22,0,0.317,3.46,0.0667,0.539,0.539,0.978,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.42,69.5,0,0.244,0,0,11.8,9.74,1.01,23.5,3.18,0.244,2.98,10.4,0.244,2.17,1.96,0,1.41,0,0.383,3.79,0.0667,0.989,0.994,1.02,0.628
2023-03-05 00:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.3,92.6,0,0.400,0.0111,0.00556,11.7,8.76,1,21.4,2.28,0.400,2.32,7.52,0.267,2.02,1.72,0,1.25,0,0.317,3.47,0.0667,0.539,0.544,0.878,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.39,71.3,0,0.267,0.0111,0,11.0,10.6,1.01,24.1,3.26,0.267,3.03,10.2,0.267,2.18,1.98,0,1.44,0,0.383,3.82,0.0667,0.983,0.994,0.917,0.794
2023-03-05 00:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.00556,10.8,87.2,0,0.383,0.0111,0.00556,11.8,8.03,1,19.9,2.11,0.367,2.45,7.76,0.256,2.03,1.74,0,1.20,0,0.333,3.46,0.0778,0.539,0.550,0.983,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.200,9.86,69.9,0,0.256,0.0167,0,10.9,9.98,1.01,22.7,3.12,0.244,3.07,10.6,0.256,2.27,1.95,0,1.40,0,0.400,3.81,0.0778,0.989,0.989,1.02,0.883
2023-03-05 00:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0.00556,13.6,113,0,0.383,0,0,11.2,15.9,1,20.1,2.19,0.383,2.27,7.91,0.256,2.02,1.73,0.00556,1.21,0,0.333,3.39,0.0833,0.544,0.550,0.867,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.200,12.5,84.6,0,0.256,0.00556,0,10.6,15.5,1.01,22.7,3.02,0.256,2.93,10.3,0.256,2.27,1.98,0,1.41,0,0.400,3.80,0.0833,0.989,0.989,0.894,0.589
2023-03-05 00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,28.2,149,0,0.400,0.267,0,10.7,15.9,1,18.9,2.54,0.383,2.50,7.23,0.267,1.99,1.72,0.00556,1.21,0,0.333,3.43,0.0778,0.544,0.544,1.13,0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,26.8,122,0,0.267,0.311,0,9.97,15.6,1.01,21.7,2.98,0.256,3.16,9.76,0.267,2.22,1.96,0,1.41,0,0.400,3.83,0.0778,0.994,0.983,1.29,0.744
2023-03-05 00:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.3,85.9,0,0.417,0,0,11.7,7.92,1,20.3,2.63,0.400,2.54,7.69,0.283,1.99,1.73,0,1.23,0,0.333,3.44,0.0667,0.544,0.561,1.10,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.04,68.4,0,0.278,0,0,11.0,9.79,1.01,22.9,3,0.267,3.28,10.6,0.278,2.21,1.98,0,1.42,0,0.400,3.82,0.0667,0.983,1,1.24,0.628
2023-03-05 00:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.4,87.7,0,0.367,0.0111,0,11.4,7.80,1,20.9,2.11,0.383,2.61,7.07,0.250,2,1.73,0,1.22,0,0.333,3.45,0.0667,0.550,0.544,0.878,0.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.18,68.7,0,0.244,0.0111,0,10.8,9.76,1.01,23.4,3.13,0.256,2.96,9.88,0.244,2.21,2.01,0,1.41,0,0.400,3.81,0.0667,0.989,0.994,0.911,0.767
2023-03-05 00:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,11.1,90.9,0,0.367,0.0111,0,12.5,7.89,1,20.2,2.19,0.367,2.56,7.68,0.244,1.99,1.74,0,1.22,0,0.333,3.48,0.0667,0.550,0.533,1.11,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,10.2,70.1,0,0.244,0.0111,0,11.2,9.88,1.01,22.7,3.15,0.244,2.98,10.9,0.244,2.21,1.99,0,1.41,0,0.400,3.83,0.0667,0.994,0.983,1.19,0.911
2023-03-05 00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,11.3,90.6,0,0.367,0,0,12.4,7.95,1,20.5,2.22,0.367,2.42,7.78,0.244,1.98,1.73,0,1.22,0,0.333,3.41,0.0667,0.539,0.550,0.917,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,10.3,69.6,0,0.250,0,0,11.3,9.64,1.02,22.9,3.07,0.244,2.94,10.6,0.244,2.21,1.99,0,1.41,0,0.400,3.80,0.0667,0.989,0.989,0.961,0.639
2023-03-05 00:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,28.3,130,0,0.367,0.267,0,10.7,8.03,1,19.3,2.39,0.367,2.35,7.28,0.244,1.99,1.72,0,1.18,0.00556,0.333,3.40,0.0667,0.550,0.533,0.878,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,26.4,113,0,0.244,0.322,0,10.3,9.72,1.02,21.7,3.07,0.244,2.92,9.67,0.244,2.21,2.02,0,1.38,0,0.400,3.79,0.0667,0.989,0.978,0.906,0.783
2023-03-05 00:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.81,85.2,0,0.400,0,0,10.8,7.92,1,19.9,2.28,0.383,2.43,7.52,0.267,2,1.71,0,1.20,0,0.333,3.41,0.0667,0.550,0.522,0.917,0.700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.68,67.2,0,0.267,0,0,10.7,9.68,1.01,22.5,2.99,0.256,2.84,9.68,0.267,2.19,1.98,0,1.39,0,0.400,3.83,0.0667,0.989,0.972,0.944,0.617
2023-03-05 00:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.04,88.2,0,0.383,0.0111,0,10.3,7.97,1,20.8,2.49,0.383,2.61,7.29,0.256,1.99,1.73,0,1.23,0,0.333,3.42,0.0667,0.533,0.539,0.878,0.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.08,67.9,0,0.256,0.0111,0,10.1,9.84,1.01,23.5,3.11,0.256,2.98,9.50,0.256,2.17,1.98,0,1.42,0,0.406,3.83,0.0667,0.978,0.989,0.917,0.711
2023-03-05 00:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.84,86.4,0,0.400,0.0111,0,10.6,7.88,1,20.2,2.41,0.383,2.53,7.69,0.267,1.98,1.73,0,1.20,0,0.328,3.48,0.0722,0.533,0.550,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.96,69.5,0,0.267,0.0111,0,10.3,9.78,1.01,22.7,3.21,0.256,3.11,9.80,0.267,2.22,2.01,0,1.40,0,0.394,3.84,0.0778,0.983,0.989,1.01,0.861
2023-03-05 00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.23,85.6,0,0.372,0,0,10.6,7.81,1,20.1,2.35,0.367,2.53,7.52,0.244,1.99,1.74,0,1.22,0,0.333,3.57,0.0833,0.556,0.539,1.15,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.12,67.3,0,0.244,0,0,10.0,9.67,1,22.7,2.94,0.244,2.83,10.2,0.244,2.20,1.96,0.00556,1.41,0,0.400,3.92,0.0889,0.994,0.989,1.42,0.694
2023-03-05 00:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,27.4,128,0,0.339,0.267,0,10.8,7.92,1,19.1,2.37,0.367,2.56,7.09,0.222,1.99,1.76,0,1.23,0,0.339,3.66,0.0778,0.550,0.539,0.878,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,25.7,112,0,0.222,0.311,0,10.1,9.77,1.01,21.9,3.09,0.244,2.89,9.64,0.222,2.21,1.96,0.00556,1.42,0,0.406,4.06,0.0778,0.994,0.983,0.900,0.867
2023-03-05 00:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,9.56,103,0,0.367,0,0,11.2,15.4,1,20.3,2.36,0.367,2.55,7.41,0.244,1.97,1.74,0,1.22,0,0.333,3.53,0.0667,0.550,0.533,0.917,0.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,8.59,74.8,0,0.244,0,0,10.1,15.6,1.01,22.8,3.16,0.244,2.99,10.2,0.244,2.21,1.96,0,1.41,0,0.400,3.99,0.0667,0.994,0.983,0.944,0.744
2023-03-05 00:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,0,10.2,108,0,0.367,0.0111,0,10.9,16.2,1,20.4,2.24,0.367,2.37,7.52,0.244,1.99,1.73,0,1.21,0,0.333,3.39,0.0667,0.556,0.550,0.944,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,9.24,76.8,0,0.244,0.0111,0,10.5,16.4,1.01,23.2,3.21,0.244,3.06,9.61,0.244,2.17,1.97,0,1.40,0,0.400,3.82,0.0667,1,0.989,0.972,0.811
