"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-21 20:30:00,0,0,0,272088,272088,0
2023-03-21 20:32:00,0,0,0,365614,365614,0
2023-03-21 20:34:00,0,0,0,303605,303605,0
2023-03-21 20:36:00,0,0,0,326997,326997,0
2023-03-21 20:38:00,0,0,0,372440,372440,0
2023-03-21 20:40:00,0,0,0,277436,277436,0
2023-03-21 20:42:00,0,0,0,353849,353849,0
2023-03-21 20:44:00,0,0,0,305018,305018,0
2023-03-21 20:46:00,0,0,0,332231,332231,0
2023-03-21 20:48:00,0,0,0,358263,358263,0
2023-03-21 20:50:00,0,0,0,268334,268334,0
2023-03-21 20:52:00,0,0,0,347796,347796,0
2023-03-21 20:54:00,0,0,0,291703,291703,0
2023-03-21 20:56:00,0,0,0,340309,340309,0
2023-03-21 20:58:00,0,0,0,364999,364999,0
2023-03-21 21:00:00,0,0,0,269221,269221,0
2023-03-21 21:02:00,0,0,0,356284,356284,0
2023-03-21 21:04:00,0,0,0,303946,303946,0
2023-03-21 21:06:00,0,0,0,334484,334484,0
2023-03-21 21:08:00,0,0,0,365386,365386,0
2023-03-21 21:10:00,0,0,0,279438,279438,0
2023-03-21 21:12:00,0,0,0,358377,358377,0
2023-03-21 21:14:00,0,0,0,295686,295686,0
2023-03-21 21:16:00,0,0,0,340036,340036,0
2023-03-21 21:18:00,0,0,0,363396,363396,0
2023-03-21 21:20:00,0,0,0,274933,274933,0
2023-03-21 21:22:00,0,0,0,364203,364203,0
2023-03-21 21:24:00,0,0,0,340605,340605,0
2023-03-21 21:26:00,0,0,0,379290,379290,0
2023-03-21 21:28:00,0,0,0,359356,359356,0
2023-03-21 21:30:00,0,0,0,276617,276617,0
2023-03-21 21:32:00,0,0,0,362064,362064,0
2023-03-21 21:34:00,0,0,0,302034,302034,0
2023-03-21 21:36:00,0,0,0,345475,345475,0
2023-03-21 21:38:00,0,0,0,361768,361768,0
2023-03-21 21:40:00,0,0,0,261257,261257,0
2023-03-21 21:42:00,0,0,0,357899,357899,0
2023-03-21 21:44:00,0,0,0,314823,314823,0
2023-03-21 21:46:00,0,0,0,337943,337943,0
2023-03-21 21:48:00,0,0,0,350254,350254,0
2023-03-21 21:50:00,0,0,0,269039,269039,0
2023-03-21 21:52:00,0,0,0,372622,372622,0
2023-03-21 21:54:00,0,0,0,291749,291749,0
2023-03-21 21:56:00,0,0,0,331435,331435,0
2023-03-21 21:58:00,0,0,0,361904,361904,0
2023-03-21 22:00:00,0,0,0,275274,275274,0
2023-03-21 22:02:00,0,0,0,365136,365136,0
2023-03-21 22:04:00,0,0,0,305948,305948,0
2023-03-21 22:06:00,0,0,0,335326,335326,0
2023-03-21 22:08:00,0,0,0,363975,363975,0
2023-03-21 22:10:00,0,0,0,269062,269062,0
2023-03-21 22:12:00,0,0,0,358491,358491,0
2023-03-21 22:14:00,0,0,0,314345,314345,0
2023-03-21 22:16:00,0,0,0,330911,330911,0
2023-03-21 22:18:00,0,0,0,367889,367889,0
2023-03-21 22:20:00,0,0,0,277777,277777,0
2023-03-21 22:22:00,0,0,0,357057,357057,0
2023-03-21 22:24:00,0,0,0,279613,279613,0
2023-03-21 22:26:00,0,0,0,335599,335599,0
2023-03-21 22:28:00,0,0,0,359424,359424,0
2023-03-21 22:30:00,0,0,0,275843,275843,0
2023-03-21 22:32:00,0,0,0,362337,362337,0
2023-03-21 22:34:00,0,0,0,312457,312457,0
2023-03-21 22:36:00,0,0,0,324654,324654,0
2023-03-21 22:38:00,0,0,0,348388,348388,0
2023-03-21 22:40:00,0,0,0,269153,269153,0
2023-03-21 22:42:00,0,0,0,363543,363543,0
2023-03-21 22:44:00,0,0,0,312593,312593,0
2023-03-21 22:46:00,0,0,0,325609,325609,0
2023-03-21 22:48:00,0,0,0,352028,352028,0
2023-03-21 22:50:00,0,0,0,275297,275297,0
2023-03-21 22:52:00,0,0,0,368026,368026,0
2023-03-21 22:54:00,0,0,0,306313,306313,0
2023-03-21 22:56:00,0,0,0,354509,354509,0
2023-03-21 22:58:00,0,0,0,375161,375161,0
2023-03-21 23:00:00,0,0,0,275394,275394,0
2023-03-21 23:02:00,0,0,0,356306,356306,0
2023-03-21 23:04:00,0,0,0,312684,312684,0
2023-03-21 23:06:00,0,0,0,326542,326542,0
2023-03-21 23:08:00,0,0,0,354759,354759,0
2023-03-21 23:10:00,0,0,0,276457,276457,0
2023-03-21 23:12:00,0,0,0,361358,361358,0
2023-03-21 23:14:00,0,0,0,301784,301784,0
2023-03-21 23:16:00,0,0,0,316097,316097,0
2023-03-21 23:18:00,0,0,0,350527,350527,0
2023-03-21 23:20:00,0,0,0,279324,279324,0
2023-03-21 23:22:00,0,0,0,362997,362997,0
2023-03-21 23:24:00,0,0,0,303718,303718,0
2023-03-21 23:26:00,0,0,0,380609,380609,0
2023-03-21 23:28:00,0,0,0,395014,395014,0
2023-03-21 23:30:00,0,0,0,281600,281600,0
2023-03-21 23:32:00,0,0,0,359151,359151,0
2023-03-21 23:34:00,728,728,0,286902,286902,0
2023-03-21 23:36:00,728,728,0,336646,336646,0
2023-03-21 23:38:00,0,0,0,365158,365158,0
2023-03-21 23:40:00,0,0,0,288814,288814,0
2023-03-21 23:42:00,0,0,0,345270,345270,0
2023-03-21 23:44:00,0,0,0,304447,304447,0
2023-03-21 23:46:00,0,0,0,337033,337033,0
2023-03-21 23:48:00,0,0,0,360009,360009,0
2023-03-21 23:50:00,0,0,0,268607,268607,0
2023-03-21 23:52:00,0,0,0,357126,357126,0
2023-03-21 23:54:00,0,0,0,300442,300442,0
2023-03-21 23:56:00,0,0,0,331708,331708,0
2023-03-21 23:58:00,0,0,0,361108,361108,0
2023-03-22 00:00:00,0,0,0,279188,279188,0
2023-03-22 00:02:00,68.3,68.3,0,371393,371393,0
2023-03-22 00:04:00,0,0,0,300669,300669,0
2023-03-22 00:06:00,0,0,0,334689,334689,0
2023-03-22 00:08:00,0,0,0,362200,362200,0
2023-03-22 00:10:00,0,0,0,273636,273636,0
2023-03-22 00:12:00,0,0,0,367457,367457,0
2023-03-22 00:14:00,0,0,0,305948,305948,0
2023-03-22 00:16:00,0,0,0,325837,325837,0
2023-03-22 00:18:00,0,0,0,362860,362860,0
2023-03-22 00:20:00,0,0,0,278915,278915,0
2023-03-22 00:22:00,0,0,0,357330,357330,0
2023-03-22 00:24:00,364,364,0,304742,304742,0
2023-03-22 00:26:00,0,0,0,352324,352324,0
2023-03-22 00:28:00,0,0,0,361176,361176,0
2023-03-22 00:30:00,0,0,0,273977,273977,0
2023-03-22 00:32:00,0,0,0,361859,361859,0
2023-03-22 00:34:00,0,0,0,300009,300009,0
2023-03-22 00:36:00,0,0,0,339740,339740,0
2023-03-22 00:38:00,0,0,0,366478,366478,0
2023-03-22 00:40:00,0,0,0,273704,273704,0
2023-03-22 00:42:00,0,0,0,361131,361131,0
2023-03-22 00:44:00,327407,327407,0,696070,696070,0
2023-03-22 00:46:00,0,0,0,348501,348501,0
2023-03-22 00:48:00,0,0,0,371143,371143,0
2023-03-22 00:50:00,0,0,0,267605,267605,0
2023-03-22 00:52:00,0,0,0,372395,372395,0
2023-03-22 00:54:00,0,0,0,299486,299486,0
2023-03-22 00:56:00,0,0,0,346544,346544,0
2023-03-22 00:58:00,0,0,0,366820,366820,0
2023-03-22 01:00:00,0,0,0,276366,276366,0
