"Time","idle","iowait","irq","nice","softirq","steal","system","user"
2023-03-21 20:30:00,0.911,0.00104,0,0,0.00154,0.00187,0.0224,0.0495
2023-03-21 20:32:00,0.906,0.00163,0,0,0.00229,0.00221,0.0220,0.0522
2023-03-21 20:34:00,0.909,0.00137,0,0,0.00133,0.00204,0.0227,0.0506
2023-03-21 20:36:00,0.914,0.00121,0,0,0.00154,0.00196,0.0208,0.0473
2023-03-21 20:38:00,0.913,0.00129,0,0,0.00154,0.00233,0.0214,0.0483
2023-03-21 20:40:00,0.913,0.00121,0,0,0.00129,0.00200,0.0215,0.0472
2023-03-21 20:42:00,0.906,0.00125,0,0,0.00275,0.00246,0.0223,0.0508
2023-03-21 20:44:00,0.906,0.00121,0,0,0.00150,0.00208,0.0239,0.0516
2023-03-21 20:46:00,0.912,0.00125,0,0,0.00154,0.00187,0.0227,0.0497
2023-03-21 20:48:00,0.918,0.00121,0,0,0.00125,0.00188,0.0207,0.0453
2023-03-21 20:50:00,0.915,0.00121,0,0,0.00129,0.00179,0.0205,0.0453
2023-03-21 20:52:00,0.897,0.00117,0,0,0.00358,0.00262,0.0231,0.0563
2023-03-21 20:54:00,0.892,0.00146,0,0,0.00358,0.00321,0.0257,0.0587
2023-03-21 20:56:00,0.911,0.00138,0,0,0.00158,0.00179,0.0219,0.0490
2023-03-21 20:58:00,0.912,0.00121,0,0,0.00138,0.00213,0.0232,0.0473
2023-03-21 21:00:00,0.917,0.000875,0,0,0.00129,0.00208,0.0210,0.0461
2023-03-21 21:02:00,0.915,0.00125,0,0,0.00142,0.00217,0.0214,0.0456
2023-03-21 21:04:00,0.898,0.00129,0,0,0.00325,0.00271,0.0227,0.0560
2023-03-21 21:06:00,0.913,0.00167,0,0,0.00162,0.00208,0.0222,0.0474
2023-03-21 21:08:00,0.910,0.00121,0,0,0.00146,0.00238,0.0232,0.0484
2023-03-21 21:10:00,0.918,0.00125,0,0,0.00121,0.00196,0.0207,0.0446
2023-03-21 21:12:00,0.919,0.00117,0,0,0.00117,0.00200,0.0211,0.0447
2023-03-21 21:14:00,0.899,0.00121,0,0,0.00283,0.00250,0.0237,0.0554
2023-03-21 21:16:00,0.911,0.00150,0,0,0.00121,0.00204,0.0218,0.0499
2023-03-21 21:18:00,0.907,0.00108,0,0,0.00129,0.00200,0.0229,0.0512
2023-03-21 21:20:00,0.917,0.00142,0,0,0.00117,0.00229,0.0217,0.0445
2023-03-21 21:22:00,0.916,0.00150,0,0,0.00112,0.00179,0.0214,0.0431
2023-03-21 21:24:00,0.907,0.00138,0,0,0.00237,0.00254,0.0218,0.0508
2023-03-21 21:26:00,0.912,0.00158,0,0,0.00167,0.00208,0.0217,0.0490
2023-03-21 21:28:00,0.911,0.00129,0,0,0.00146,0.00217,0.0230,0.0488
2023-03-21 21:30:00,0.917,0.00142,0,0,0.00163,0.00175,0.0205,0.0440
2023-03-21 21:32:00,0.910,0.00121,0,0,0.00150,0.00213,0.0225,0.0486
2023-03-21 21:34:00,0.908,0.00137,0,0,0.00183,0.00213,0.0225,0.0523
2023-03-21 21:36:00,0.913,0.00150,0,0,0.00133,0.00200,0.0211,0.0502
2023-03-21 21:38:00,0.908,0.00125,0,0,0.00154,0.00242,0.0237,0.0513
2023-03-21 21:40:00,0.915,0.00129,0,0,0.00187,0.00212,0.0222,0.0461
2023-03-21 21:42:00,0.910,0.00129,0,0,0.00154,0.00229,0.0228,0.0493
2023-03-21 21:44:00,0.910,0.00121,0,0,0.00221,0.00187,0.0221,0.0488
2023-03-21 21:46:00,0.892,0.00133,0,0,0.00425,0.00271,0.0242,0.0603
2023-03-21 21:48:00,0.915,0.00129,0,0,0.00158,0.00200,0.0235,0.0479
2023-03-21 21:50:00,0.912,0.00121,0,0,0.00179,0.00188,0.0215,0.0492
2023-03-21 21:52:00,0.906,0.00125,0,0,0.00142,0.00250,0.0242,0.0506
2023-03-21 21:54:00,0.916,0.00125,0,0,0.00158,0.00188,0.0218,0.0460
2023-03-21 21:56:00,0.903,0.00150,0,0,0.00167,0.00212,0.0238,0.0550
2023-03-21 21:58:00,0.920,0.00113,0,0,0.00142,0.00229,0.0192,0.0440
2023-03-21 22:00:00,0.919,0.00146,0,0,0.00183,0.00175,0.0204,0.0429
2023-03-21 22:02:00,0.911,0.00129,0,0,0.00150,0.00217,0.0232,0.0486
2023-03-21 22:04:00,0.916,0.00137,0,0,0.00146,0.00200,0.0211,0.0460
2023-03-21 22:06:00,0.907,0.00158,0,0,0.00171,0.00200,0.0226,0.0523
2023-03-21 22:08:00,0.918,0.00125,0,0,0.00162,0.00204,0.0202,0.0447
2023-03-21 22:10:00,0.917,0.00104,0,0,0.00167,0.00204,0.0219,0.0451
2023-03-21 22:12:00,0.913,0.00129,0,0,0.00171,0.00217,0.0220,0.0464
2023-03-21 22:14:00,0.919,0.00121,0,0,0.00187,0.00258,0.0194,0.0431
2023-03-21 22:16:00,0.902,0.00121,0,0,0.00229,0.00267,0.0235,0.0537
2023-03-21 22:18:00,0.920,0.00129,0,0,0.00175,0.00213,0.0197,0.0441
2023-03-21 22:20:00,0.913,0.00112,0,0,0.00158,0.00225,0.0211,0.0472
2023-03-21 22:22:00,0.914,0.00121,0,0,0.00175,0.00246,0.0212,0.0468
2023-03-21 22:24:00,0.916,0.00129,0,0,0.00183,0.00187,0.0215,0.0469
2023-03-21 22:26:00,0.901,0.00138,0,0,0.00196,0.00233,0.0244,0.0551
2023-03-21 22:28:00,0.917,0.00142,0,0,0.00196,0.00192,0.0208,0.0450
2023-03-21 22:30:00,0.916,0.00112,0,0,0.00162,0.00212,0.0221,0.0444
2023-03-21 22:32:00,0.915,0.00112,0,0,0.00158,0.00217,0.0222,0.0460
2023-03-21 22:34:00,0.916,0.00108,0,0,0.00179,0.00200,0.0216,0.0452
2023-03-21 22:36:00,0.905,0.00146,0,0,0.00171,0.00212,0.0220,0.0530
2023-03-21 22:38:00,0.913,0.00158,0,0,0.00246,0.00208,0.0222,0.0465
2023-03-21 22:40:00,0.910,0.00112,0,0,0.00192,0.00225,0.0232,0.0505
2023-03-21 22:42:00,0.918,0.00142,0,0,0.00163,0.00188,0.0204,0.0423
2023-03-21 22:44:00,0.915,0.00133,0,0,0.00188,0.00212,0.0208,0.0461
2023-03-21 22:46:00,0.907,0.00125,0,0,0.00158,0.00221,0.0233,0.0519
2023-03-21 22:48:00,0.913,0.00158,0,0,0.00233,0.00242,0.0220,0.0466
2023-03-21 22:50:00,0.906,0.00125,0,0,0.00204,0.00233,0.0248,0.0513
2023-03-21 22:52:00,0.915,0.00142,0,0,0.00133,0.00200,0.0225,0.0473
2023-03-21 22:54:00,0.919,0.00129,0,0,0.00133,0.00200,0.0215,0.0450
2023-03-21 22:56:00,0.912,0.00133,0,0,0.00163,0.00183,0.0240,0.0508
2023-03-21 22:58:00,0.912,0.00154,0,0,0.00217,0.00254,0.0229,0.0470
2023-03-21 23:00:00,0.907,0.00125,0,0,0.00137,0.00229,0.0237,0.0531
2023-03-21 23:02:00,0.915,0.00125,0,0,0.00142,0.00212,0.0230,0.0482
2023-03-21 23:04:00,0.913,0.00121,0,0,0.00192,0.00192,0.0239,0.0488
2023-03-21 23:06:00,0.916,0.00125,0,0,0.00133,0.00208,0.0215,0.0479
2023-03-21 23:08:00,0.906,0.00133,0,0,0.00250,0.00237,0.0238,0.0518
2023-03-21 23:10:00,0.910,0.00125,0,0,0.00142,0.00221,0.0245,0.0503
2023-03-21 23:12:00,0.914,0.00112,0,0,0.00154,0.00183,0.0222,0.0495
2023-03-21 23:14:00,0.908,0.00117,0,0,0.00129,0.00200,0.0247,0.0506
2023-03-21 23:16:00,0.911,0.00154,0,0,0.00142,0.00200,0.0229,0.0512
2023-03-21 23:18:00,0.907,0.00154,0,0,0.00275,0.00217,0.0230,0.0512
2023-03-21 23:20:00,0.910,0.00117,0,0,0.00146,0.00213,0.0221,0.0502
2023-03-21 23:22:00,0.914,0.00125,0,0,0.00171,0.00237,0.0221,0.0485
2023-03-21 23:24:00,0.907,0.00117,0,0,0.00138,0.00229,0.0228,0.0497
2023-03-21 23:26:00,0.909,0.00142,0,0,0.00183,0.00204,0.0228,0.0512
2023-03-21 23:28:00,0.903,0.00125,0,0,0.00371,0.00250,0.0219,0.0525
2023-03-21 23:30:00,0.917,0.00154,0,0,0.00133,0.00192,0.0203,0.0453
2023-03-21 23:32:00,0.914,0.00112,0,0,0.00179,0.00225,0.0216,0.0494
2023-03-21 23:34:00,0.908,0.00121,0,0,0.00154,0.00217,0.0235,0.0493
2023-03-21 23:36:00,0.913,0.00129,0,0,0.00158,0.00229,0.0220,0.0483
2023-03-21 23:38:00,0.893,0.00137,0,0,0.00383,0.00267,0.0251,0.0555
2023-03-21 23:40:00,0.915,0.00117,0,0,0.00175,0.00200,0.0210,0.0460
2023-03-21 23:42:00,0.919,0.00125,0,0,0.00129,0.00196,0.0214,0.0433
2023-03-21 23:44:00,0.912,0.00137,0,0,0.00138,0.00183,0.0237,0.0498
2023-03-21 23:46:00,0.911,0.00129,0,0,0.00108,0.00183,0.0222,0.0500
2023-03-21 23:48:00,0.895,0.00117,0,0,0.00308,0.00266,0.0246,0.0578
2023-03-21 23:50:00,0.912,0.00112,0,0,0.00129,0.00212,0.0221,0.0490
2023-03-21 23:52:00,0.914,0.00117,0,0,0.00142,0.00208,0.0220,0.0477
2023-03-21 23:54:00,0.918,0.00100,0,0,0.00100,0.00196,0.0214,0.0447
2023-03-21 23:56:00,0.909,0.00133,0,0,0.00108,0.00238,0.0232,0.0515
2023-03-21 23:58:00,0.895,0.00150,0,0,0.00329,0.00287,0.0253,0.0572
2023-03-22 00:00:00,0.917,0.00142,0,0,0.00129,0.00183,0.0214,0.0451
2023-03-22 00:02:00,0.908,0.00108,0,0,0.00179,0.00196,0.0235,0.0498
2023-03-22 00:04:00,0.916,0.00121,0,0,0.00146,0.00192,0.0210,0.0455
2023-03-22 00:06:00,0.913,0.00121,0,0,0.00171,0.00208,0.0222,0.0481
2023-03-22 00:08:00,0.897,0.00117,0,0,0.00308,0.00267,0.0251,0.0564
2023-03-22 00:10:00,0.918,0.00104,0,0,0.00133,0.00192,0.0211,0.0444
2023-03-22 00:12:00,0.909,0.00112,0,0,0.00142,0.00225,0.0220,0.0500
2023-03-22 00:14:00,0.915,0.00125,0,0,0.00133,0.00200,0.0217,0.0461
2023-03-22 00:16:00,0.914,0.00133,0,0,0.00104,0.00204,0.0215,0.0482
2023-03-22 00:18:00,0.908,0.00117,0,0,0.00271,0.00246,0.0236,0.0488
2023-03-22 00:20:00,0.918,0.00137,0,0,0.00129,0.00196,0.0211,0.0439
2023-03-22 00:22:00,0.909,0.00133,0,0,0.00179,0.00242,0.0235,0.0490
2023-03-22 00:24:00,0.918,0.00129,0,0,0.00150,0.00192,0.0207,0.0450
2023-03-22 00:26:00,0.906,0.00150,0,0,0.00125,0.00204,0.0239,0.0517
2023-03-22 00:28:00,0.906,0.00137,0,0,0.00279,0.00238,0.0230,0.0527
2023-03-22 00:30:00,0.919,0.00137,0,0,0.00125,0.00200,0.0208,0.0443
2023-03-22 00:32:00,0.909,0.00125,0,0,0.00158,0.00221,0.0219,0.0499
2023-03-22 00:34:00,0.915,0.00117,0,0,0.00129,0.00196,0.0232,0.0469
2023-03-22 00:36:00,0.906,0.00129,0,0,0.00146,0.00208,0.0232,0.0520
2023-03-22 00:38:00,0.906,0.00112,0,0,0.00267,0.00229,0.0226,0.0506
2023-03-22 00:40:00,0.915,0.00125,0,0,0.00121,0.00204,0.0212,0.0442
2023-03-22 00:42:00,0.914,0.00146,0,0,0.001000,0.00221,0.0222,0.0453
2023-03-22 00:44:00,0.914,0.00104,0,0,0.00129,0.00204,0.0205,0.0480
2023-03-22 00:46:00,0.903,0.00129,0,0,0.00113,0.00233,0.0239,0.0532
2023-03-22 00:48:00,0.909,0.00154,0,0,0.00175,0.00225,0.0222,0.0485
2023-03-22 00:50:00,0.891,0.00121,0,0,0.00358,0.00271,0.0243,0.0591
