"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","falco","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-21 20:30:00,1510,1422,5747,1836,143,3076,0,74.5,5726,78.8,594,0
2023-03-21 20:32:00,1510,1422,5747,1836,143,3076,0,74.5,5726,78.8,594,0
2023-03-21 20:34:00,1510,1422,5747,1836,143,3076,0,74.5,5726,78.8,594,0
2023-03-21 20:36:00,1450,1371,6224,1827,150,3116,0.0933,74.5,6236,79.0,1458,0
2023-03-21 20:38:00,1450,1371,6224,1827,150,3116,0.0933,74.5,6236,79.0,1458,0
2023-03-21 20:40:00,1485,1418,5651,1865,150,3059,0,74.5,5577,79.8,585,0
2023-03-21 20:42:00,1485,1418,5651,1865,150,3059,0,74.5,5577,79.8,585,0
2023-03-21 20:44:00,1485,1418,5651,1865,150,3059,0,74.5,5577,79.8,585,0
2023-03-21 20:46:00,1473,1370,6203,1852,153,3123,0,74.5,6195,80.3,1478,0
2023-03-21 20:48:00,1473,1370,6203,1852,153,3123,0,74.5,6195,80.3,1478,0
2023-03-21 20:50:00,1782,1382,5901,1834,148,3092,0,74.5,5798,79.1,581,0
2023-03-21 20:52:00,1782,1382,5901,1834,148,3092,0,74.5,5798,79.1,581,0
2023-03-21 20:54:00,1782,1382,5901,1834,148,3092,0,74.5,5798,79.1,581,0
2023-03-21 20:56:00,1450,1334,8636,1801,146,3028,0.0467,74.5,9561,79.2,4864,0
2023-03-21 20:58:00,1450,1334,8636,1801,146,3028,0.0467,74.5,9561,79.2,4864,0
2023-03-21 21:00:00,1449,1431,5593,1848,155,3059,0,74.5,5561,76.7,584,0
2023-03-21 21:02:00,1449,1431,5593,1848,155,3059,0,74.5,5561,76.7,584,0
2023-03-21 21:04:00,1449,1431,5593,1848,155,3059,0,74.5,5561,76.7,584,0
2023-03-21 21:06:00,1434,1358,6225,1795,144,3133,0,74.5,6377,74.2,1479,0.233
2023-03-21 21:08:00,1434,1358,6225,1795,144,3133,0,74.5,6377,74.2,1479,0.233
2023-03-21 21:10:00,1442,1388,5685,1801,149,3062,0.0467,74.5,5500,72.8,598,0
2023-03-21 21:12:00,1442,1388,5685,1801,149,3062,0.0467,74.5,5500,72.8,598,0
2023-03-21 21:14:00,1442,1388,5685,1801,149,3062,0.0467,74.5,5500,72.8,598,0
2023-03-21 21:16:00,1741,1360,6435,1819,154,2962,0,74.5,6493,77.7,1464,0
2023-03-21 21:18:00,1741,1360,6435,1819,154,2962,0,74.5,6493,77.7,1464,0
2023-03-21 21:20:00,1438,1381,5543,1797,146,3112,0.0467,74.5,5522,77.9,590,0
2023-03-21 21:22:00,1438,1381,5543,1797,146,3112,0.0467,74.5,5522,77.9,590,0
2023-03-21 21:24:00,1438,1381,5543,1797,146,3112,0.0467,74.5,5522,77.9,590,0
2023-03-21 21:26:00,1494,1399,6666,2064,152,3136,0,74.5,6718,79.6,1483,0
2023-03-21 21:28:00,1494,1399,6666,2064,152,3136,0,74.5,6718,79.6,1483,0
2023-03-21 21:30:00,1353,1366,5696,1806,148,3010,0.0467,74.5,5633,79.9,590,0
2023-03-21 21:32:00,1353,1366,5696,1806,148,3010,0.0467,74.5,5633,79.9,590,0
2023-03-21 21:34:00,1353,1366,5696,1806,148,3010,0.0467,74.5,5633,79.9,590,0
2023-03-21 21:36:00,1454,1381,6185,1827,149,2942,0,74.5,6235,79.3,1441,0
2023-03-21 21:38:00,1454,1381,6185,1827,149,2942,0,74.5,6235,79.3,1441,0
2023-03-21 21:40:00,1894,1406,5856,1844,150,3172,0.0467,74.5,5705,80.6,592,0
2023-03-21 21:42:00,1894,1406,5856,1844,150,3172,0.0467,74.5,5705,80.6,592,0
2023-03-21 21:44:00,1894,1406,5856,1844,150,3172,0.0467,74.5,5705,80.6,592,0
2023-03-21 21:46:00,1466,1374,7401,1843,144,3073,0,74.5,8148,81.4,3454,0
2023-03-21 21:48:00,1466,1374,7401,1843,144,3073,0,74.5,8148,81.4,3454,0
2023-03-21 21:50:00,1391,1396,6707,1860,154,3139,0,74.5,6863,78.1,2016,0
2023-03-21 21:52:00,1391,1396,6707,1860,154,3139,0,74.5,6863,78.1,2016,0
2023-03-21 21:54:00,1391,1396,6707,1860,154,3139,0,74.5,6863,78.1,2016,0
2023-03-21 21:56:00,1473,1411,5607,1830,153,3097,0.0467,74.5,5419,80.2,591,0
2023-03-21 21:58:00,1473,1411,5607,1830,153,3097,0.0467,74.5,5419,80.2,591,0
2023-03-21 22:00:00,1453,1387,6230,1793,146,3105,0,74.5,6324,78.9,1474,0.0778
2023-03-21 22:02:00,1453,1387,6230,1793,146,3105,0,74.5,6324,78.9,1474,0.0778
2023-03-21 22:04:00,1453,1387,6230,1793,146,3105,0,74.5,6324,78.9,1474,0.0778
2023-03-21 22:06:00,1771,1378,5838,1865,151,3047,0.0467,74.5,5788,81.4,584,0.156
2023-03-21 22:08:00,1771,1378,5838,1865,151,3047,0.0467,74.5,5788,81.4,584,0.156
2023-03-21 22:10:00,1488,1352,6214,1841,147,3017,0,74.5,6361,79.2,1463,0
2023-03-21 22:12:00,1488,1352,6214,1841,147,3017,0,74.5,6361,79.2,1463,0
2023-03-21 22:14:00,1488,1352,6214,1841,147,3017,0,74.5,6361,79.2,1463,0
2023-03-21 22:16:00,1446,1426,5648,1823,149,3029,0.0467,74.5,5383,80.6,592,0
2023-03-21 22:18:00,1446,1426,5648,1823,149,3029,0.0467,74.5,5383,80.6,592,0
2023-03-21 22:20:00,1447,1358,6169,1862,151,3253,0,74.5,6370,80.5,1466,0
2023-03-21 22:22:00,1447,1358,6169,1862,151,3253,0,74.5,6370,80.5,1466,0
2023-03-21 22:24:00,1447,1358,6169,1862,151,3253,0,74.5,6370,80.5,1466,0
2023-03-21 22:26:00,1728,1412,6007,1811,150,2995,0,74.5,5882,79.1,608,0
2023-03-21 22:28:00,1728,1412,6007,1811,150,2995,0,74.5,5882,79.1,608,0
2023-03-21 22:30:00,1487,1366,6181,1773,148,3073,0,74.5,6305,74.0,1460,0
2023-03-21 22:32:00,1487,1366,6181,1773,148,3073,0,74.5,6305,74.0,1460,0
2023-03-21 22:34:00,1487,1366,6181,1773,148,3073,0,74.5,6305,74.0,1460,0
2023-03-21 22:36:00,1335,1349,5632,1775,151,3160,0.0467,74.5,5491,71.7,585,0
2023-03-21 22:38:00,1335,1349,5632,1775,151,3160,0.0467,74.5,5491,71.7,585,0
2023-03-21 22:40:00,1499,1353,6217,1766,150,3086,0.0467,74.5,6315,73.8,1490,0
2023-03-21 22:42:00,1499,1353,6217,1766,150,3086,0.0467,74.5,6315,73.8,1490,0
2023-03-21 22:44:00,1499,1353,6217,1766,150,3086,0.0467,74.5,6315,73.8,1490,0
2023-03-21 22:46:00,1383,1370,5656,1859,148,3097,0,74.5,5469,73.9,572,0
2023-03-21 22:48:00,1383,1370,5656,1859,148,3097,0,74.5,5469,73.9,572,0
2023-03-21 22:50:00,1388,1403,6167,1777,152,3010,0,74.5,6207,74.0,1474,0
2023-03-21 22:52:00,1388,1403,6167,1777,152,3010,0,74.5,6207,74.0,1474,0
2023-03-21 22:54:00,1388,1403,6167,1777,152,3010,0,74.5,6207,74.0,1474,0
2023-03-21 22:56:00,1758,1376,5861,1794,147,3097,0,74.5,5839,72.9,598,0.0778
2023-03-21 22:58:00,1758,1376,5861,1794,147,3097,0,74.5,5839,72.9,598,0.0778
2023-03-21 23:00:00,1448,1331,6201,1848,148,3123,0.0467,74.5,6322,75.8,1460,0.0778
2023-03-21 23:02:00,1448,1331,6201,1848,148,3123,0.0467,74.5,6322,75.8,1460,0.0778
2023-03-21 23:04:00,1448,1331,6201,1848,148,3123,0.0467,74.5,6322,75.8,1460,0.0778
2023-03-21 23:06:00,1453,1388,5917,1788,157,2970,0,,5657,76.3,596,0
2023-03-21 23:08:00,1453,1388,5917,1788,157,2970,0,,5657,76.3,596,0
2023-03-21 23:10:00,1417,1393,6432,1808,149,3155,0.0467,,6464,73.6,1466,0.0778
2023-03-21 23:12:00,1417,1393,6432,1808,149,3155,0.0467,,6464,73.6,1466,0.0778
2023-03-21 23:14:00,1417,1393,6432,1808,149,3155,0.0467,,6464,73.6,1466,0.0778
2023-03-21 23:16:00,1799,1377,6115,1850,154,3047,0.0467,,6106,79.2,590,0
2023-03-21 23:18:00,1799,1377,6115,1850,154,3047,0.0467,,6106,79.2,590,0
2023-03-21 23:20:00,1453,1398,6446,1826,147,3093,0,,6497,78.5,1463,0
2023-03-21 23:22:00,1453,1398,6446,1826,147,3093,0,,6497,78.5,1463,0
2023-03-21 23:24:00,1453,1398,6446,1826,147,3093,0,,6497,78.5,1463,0
2023-03-21 23:26:00,1458,1412,5676,1789,147,3078,0,,5652,79.7,599,0
2023-03-21 23:28:00,1458,1412,5676,1789,147,3078,0,,5652,79.7,599,0
2023-03-21 23:30:00,1481,1376,6438,1832,150,3010,0,,6401,81.0,1491,0
2023-03-21 23:32:00,1481,1376,6438,1832,150,3010,0,,6401,81.0,1491,0
2023-03-21 23:34:00,1481,1376,6438,1832,150,3010,0,,6401,81.0,1491,0
2023-03-21 23:36:00,1392,1354,5760,1814,153,3089,0.0467,,5612,77.5,568,0
2023-03-21 23:38:00,1392,1354,5760,1814,153,3089,0.0467,,5612,77.5,568,0
2023-03-21 23:40:00,1888,1424,6765,1826,148,3078,0.0467,,6754,77.5,1493,0
2023-03-21 23:42:00,1888,1424,6765,1826,148,3078,0.0467,,6754,77.5,1493,0
2023-03-21 23:44:00,1888,1424,6765,1826,148,3078,0.0467,,6754,77.5,1493,0
2023-03-21 23:46:00,1437,1364,5664,1769,148,3099,0,,5736,80.7,574,0
2023-03-21 23:48:00,1437,1364,5664,1769,148,3099,0,,5736,80.7,574,0
2023-03-21 23:50:00,1457,1405,6419,1821,148,3025,0,,6372,78.8,1484,0
2023-03-21 23:52:00,1457,1405,6419,1821,148,3025,0,,6372,78.8,1484,0
2023-03-21 23:54:00,1457,1405,6419,1821,148,3025,0,,6372,78.8,1484,0
2023-03-21 23:56:00,1762,1368,6169,1855,150,3132,0,,5884,80.4,592,0
2023-03-21 23:58:00,1762,1368,6169,1855,150,3132,0,,5884,80.4,592,0
2023-03-22 00:00:00,1474,1350,6347,1813,150,3134,0,,6640,75.9,1477,0
2023-03-22 00:02:00,1474,1350,6347,1813,150,3134,0,,6640,75.9,1477,0
2023-03-22 00:04:00,1474,1350,6347,1813,150,3134,0,,6640,75.9,1477,0
2023-03-22 00:06:00,1415,1384,5730,1802,148,3001,0.0467,,5602,71.9,578,0.233
2023-03-22 00:08:00,1415,1384,5730,1802,148,3001,0.0467,,5602,71.9,578,0.233
2023-03-22 00:10:00,1432,1397,6350,1787,150,3164,0.0933,,6506,75.6,1463,0
2023-03-22 00:12:00,1432,1397,6350,1787,150,3164,0.0933,,6506,75.6,1463,0
2023-03-22 00:14:00,1432,1397,6350,1787,150,3164,0.0933,,6506,75.6,1463,0
2023-03-22 00:16:00,1774,1330,6002,1813,150,3029,0,,5911,73.6,603,0
2023-03-22 00:18:00,1774,1330,6002,1813,150,3029,0,,5911,73.6,603,0
2023-03-22 00:20:00,1413,1377,6447,1793,149,3124,0,,6518,73.5,1469,0
2023-03-22 00:22:00,1413,1377,6447,1793,149,3124,0,,6518,73.5,1469,0
2023-03-22 00:24:00,1413,1377,6447,1793,149,3124,0,,6518,73.5,1469,0
2023-03-22 00:26:00,1360,1400,5792,1777,150,3042,0,,5571,77.0,571,0
2023-03-22 00:28:00,1360,1400,5792,1777,150,3042,0,,5571,77.0,571,0
2023-03-22 00:30:00,1408,1391,6412,1847,148,3041,0,,6563,78.3,1479,0
