"Time","192.168.0.211:9796","192.168.0.221:9796","192.168.0.222:9796"
2023-03-21 20:30:00,0.0000438,0.00000541,0.0000140
2023-03-21 20:31:00,0.0000440,0.00000552,0.0000143
2023-03-21 20:32:00,0.0000440,0.00000552,0.0000143
2023-03-21 20:33:00,0.0000440,0.00000552,0.0000143
2023-03-21 20:34:00,0.0000440,0.00000552,0.0000143
2023-03-21 20:35:00,0.0000440,0.00000542,0.0000140
2023-03-21 20:36:00,0.0000447,0.00000553,0.0000143
2023-03-21 20:37:00,0.0000447,0.00000553,0.0000143
2023-03-21 20:38:00,0.0000447,0.00000553,0.0000143
2023-03-21 20:39:00,0.0000447,0.00000553,0.0000143
2023-03-21 20:40:00,0.0000438,0.00000542,0.0000140
2023-03-21 20:41:00,0.0000442,0.00000553,0.0000143
2023-03-21 20:42:00,0.0000442,0.00000553,0.0000143
2023-03-21 20:43:00,0.0000442,0.00000553,0.0000143
2023-03-21 20:44:00,0.0000442,0.00000553,0.0000143
2023-03-21 20:45:00,0.0000433,0.00000542,0.0000140
2023-03-21 20:46:00,0.0000438,0.00000553,0.0000143
2023-03-21 20:47:00,0.0000438,0.00000553,0.0000143
2023-03-21 20:48:00,0.0000438,0.00000553,0.0000143
2023-03-21 20:49:00,0.0000438,0.00000553,0.0000143
2023-03-21 20:50:00,0.0000429,0.00000542,0.0000140
2023-03-21 20:51:00,0.0000436,0.00000554,0.0000143
2023-03-21 20:52:00,0.0000436,0.00000554,0.0000143
2023-03-21 20:53:00,0.0000436,0.00000554,0.0000143
2023-03-21 20:54:00,0.0000436,0.00000554,0.0000143
2023-03-21 20:55:00,0.0000431,0.00000543,0.0000141
2023-03-21 20:56:00,0.0000436,0.00000554,0.0000130
2023-03-21 20:57:00,0.0000436,0.00000554,0.0000130
2023-03-21 20:58:00,0.0000436,0.00000554,0.0000130
2023-03-21 20:59:00,0.0000436,0.00000554,0.0000130
2023-03-21 21:00:00,0.0000427,0.00000543,0.0000128
2023-03-21 21:01:00,0.0000378,0.00000416,0.0000130
2023-03-21 21:02:00,0.0000378,0.00000416,0.0000130
2023-03-21 21:03:00,0.0000378,0.00000416,0.0000130
2023-03-21 21:04:00,0.0000378,0.00000416,0.0000130
2023-03-21 21:05:00,0.0000377,0.00000408,0.0000128
2023-03-21 21:06:00,0.0000378,0.00000416,0.0000131
2023-03-21 21:07:00,0.0000378,0.00000416,0.0000131
2023-03-21 21:08:00,0.0000378,0.00000416,0.0000131
2023-03-21 21:09:00,0.0000378,0.00000416,0.0000131
2023-03-21 21:10:00,0.0000371,0.00000408,0.0000128
2023-03-21 21:11:00,0.0000362,0.00000416,0.0000131
2023-03-21 21:12:00,0.0000362,0.00000416,0.0000131
2023-03-21 21:13:00,0.0000362,0.00000416,0.0000131
