"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","falco","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-21 20:30:00,10.8,18.8,1373,50.3,3.18,21.3,0,2.68,943,30.2,21.0,0
2023-03-21 20:31:00,10.8,18.8,1373,50.3,3.18,21.3,0,2.68,943,30.2,21.0,0
2023-03-21 20:32:00,10.8,18.8,1373,50.3,3.18,21.3,0,2.68,943,30.2,21.0,0
2023-03-21 20:33:00,10.8,18.8,1373,50.3,3.18,21.3,0,2.68,943,30.2,21.0,0
2023-03-21 20:34:00,10.8,18.8,1373,50.3,3.18,21.3,0,2.68,943,30.2,21.0,0
2023-03-21 20:35:00,10.3,18.6,1447,49.4,3.28,23.0,0,2.68,997,30.0,28.9,0
2023-03-21 20:36:00,10.3,18.6,1447,49.4,3.28,23.0,0,2.68,997,30.0,28.9,0
2023-03-21 20:37:00,10.3,18.6,1447,49.4,3.28,23.0,0,2.68,997,30.0,28.9,0
2023-03-21 20:38:00,10.3,18.6,1447,49.4,3.28,23.0,0,2.68,997,30.0,28.9,0
2023-03-21 20:39:00,10.3,18.6,1447,49.4,3.28,23.0,0,2.68,997,30.0,28.9,0
2023-03-21 20:40:00,10.6,19.2,1306,51.4,3.23,21.4,0,2.68,889,30.3,20.9,0
2023-03-21 20:41:00,10.6,19.2,1306,51.4,3.23,21.4,0,2.68,889,30.3,20.9,0
2023-03-21 20:42:00,10.6,19.2,1306,51.4,3.23,21.4,0,2.68,889,30.3,20.9,0
2023-03-21 20:43:00,10.6,19.2,1306,51.4,3.23,21.4,0,2.68,889,30.3,20.9,0
2023-03-21 20:44:00,10.6,19.2,1306,51.4,3.23,21.4,0,2.68,889,30.3,20.9,0
2023-03-21 20:45:00,10.4,18.6,1449,50.4,3.33,22.3,0.0100,2.68,998,30.7,29.0,0
2023-03-21 20:46:00,10.4,18.6,1449,50.4,3.33,22.3,0.0100,2.68,998,30.7,29.0,0
2023-03-21 20:47:00,10.4,18.6,1449,50.4,3.33,22.3,0.0100,2.68,998,30.7,29.0,0
2023-03-21 20:48:00,10.4,18.6,1449,50.4,3.33,22.3,0.0100,2.68,998,30.7,29.0,0
2023-03-21 20:49:00,10.4,18.6,1449,50.4,3.33,22.3,0.0100,2.68,998,30.7,29.0,0
2023-03-21 20:50:00,14.3,18.8,1288,50.7,3.20,22.3,0,2.68,881,30.4,20.9,0
2023-03-21 20:51:00,14.3,18.8,1288,50.7,3.20,22.3,0,2.68,881,30.4,20.9,0
2023-03-21 20:52:00,14.3,18.8,1288,50.7,3.20,22.3,0,2.68,881,30.4,20.9,0
2023-03-21 20:53:00,14.3,18.8,1288,50.7,3.20,22.3,0,2.68,881,30.4,20.9,0
2023-03-21 20:54:00,14.3,18.8,1288,50.7,3.20,22.3,0,2.68,881,30.4,20.9,0
2023-03-21 20:55:00,10.3,18.0,2114,49.1,3.22,20.7,0.00333,2.68,1544,30.4,48.7,0.00667
2023-03-21 20:56:00,10.3,18.0,2114,49.1,3.22,20.7,0.00333,2.68,1544,30.4,48.7,0.00667
2023-03-21 20:57:00,10.3,18.0,2114,49.1,3.22,20.7,0.00333,2.68,1544,30.4,48.7,0.00667
2023-03-21 20:58:00,10.3,18.0,2114,49.1,3.22,20.7,0.00333,2.68,1544,30.4,48.7,0.00667
2023-03-21 20:59:00,10.3,18.0,2114,49.1,3.22,20.7,0.00333,2.68,1544,30.4,48.7,0.00667
2023-03-21 21:00:00,10.3,19.4,1250,51.1,3.32,23.0,0.00333,2.68,866,30.2,21.3,0
2023-03-21 21:01:00,10.3,19.4,1250,51.1,3.32,23.0,0.00333,2.68,866,30.2,21.3,0
2023-03-21 21:02:00,10.3,19.4,1250,51.1,3.32,23.0,0.00333,2.68,866,30.2,21.3,0
2023-03-21 21:03:00,10.3,19.4,1250,51.1,3.32,23.0,0.00333,2.68,866,30.2,21.3,0
2023-03-21 21:04:00,10.3,19.4,1250,51.1,3.32,23.0,0.00333,2.68,866,30.2,21.3,0
2023-03-21 21:05:00,10.4,18.3,1418,49.3,3.16,21.8,0,2.68,992,30.0,29.1,0.00333
2023-03-21 21:06:00,10.4,18.3,1418,49.3,3.16,21.8,0,2.68,992,30.0,29.1,0.00333
2023-03-21 21:07:00,10.4,18.3,1418,49.3,3.16,21.8,0,2.68,992,30.0,29.1,0.00333
2023-03-21 21:08:00,10.4,18.3,1418,49.3,3.16,21.8,0,2.68,992,30.0,29.1,0.00333
2023-03-21 21:09:00,10.4,18.3,1418,49.3,3.16,21.8,0,2.68,992,30.0,29.1,0.00333
2023-03-21 21:10:00,10.4,18.6,1232,49.6,3.21,21.9,0,2.68,830,29.6,21.1,0
2023-03-21 21:11:00,10.4,18.6,1232,49.6,3.21,21.9,0,2.68,830,29.6,21.1,0
2023-03-21 21:12:00,10.4,18.6,1232,49.6,3.21,21.9,0,2.68,830,29.6,21.1,0
2023-03-21 21:13:00,10.4,18.6,1232,49.6,3.21,21.9,0,2.68,830,29.6,21.1,0
2023-03-21 21:14:00,10.4,18.6,1232,49.6,3.21,21.9,0,2.68,830,29.6,21.1,0
2023-03-21 21:15:00,14.2,18.3,1458,50.0,3.36,21.3,0,2.68,992,30.4,29.1,0
2023-03-21 21:16:00,14.2,18.3,1458,50.0,3.36,21.3,0,2.68,992,30.4,29.1,0
2023-03-21 21:17:00,14.2,18.3,1458,50.0,3.36,21.3,0,2.68,992,30.4,29.1,0
2023-03-21 21:18:00,14.2,18.3,1458,50.0,3.36,21.3,0,2.68,992,30.4,29.1,0
2023-03-21 21:19:00,14.2,18.3,1458,50.0,3.36,21.3,0,2.68,992,30.4,29.1,0
2023-03-21 21:20:00,10.2,18.4,1230,49.5,3.14,21.6,0,2.68,846,30.2,21.1,0
2023-03-21 21:21:00,10.2,18.4,1230,49.5,3.14,21.6,0,2.68,846,30.2,21.1,0
2023-03-21 21:22:00,10.2,18.4,1230,49.5,3.14,21.6,0,2.68,846,30.2,21.1,0
2023-03-21 21:23:00,10.2,18.4,1230,49.5,3.14,21.6,0,2.68,846,30.2,21.1,0
2023-03-21 21:24:00,10.2,18.4,1230,49.5,3.14,21.6,0,2.68,846,30.2,21.1,0
2023-03-21 21:25:00,10.6,18.6,1476,57.2,3.25,22.3,0,2.68,1027,30.0,29.0,0
2023-03-21 21:26:00,10.6,18.6,1476,57.2,3.25,22.3,0,2.68,1027,30.0,29.0,0
2023-03-21 21:27:00,10.6,18.6,1476,57.2,3.25,22.3,0,2.68,1027,30.0,29.0,0
2023-03-21 21:28:00,10.6,18.6,1476,57.2,3.25,22.3,0,2.68,1027,30.0,29.0,0
2023-03-21 21:29:00,10.6,18.6,1476,57.2,3.25,22.3,0,2.68,1027,30.0,29.0,0
2023-03-21 21:30:00,9.65,18.1,1259,49.1,3.27,20.4,0,2.68,857,29.8,21.1,0
2023-03-21 21:31:00,9.65,18.1,1259,49.1,3.27,20.4,0,2.68,857,29.8,21.1,0
2023-03-21 21:32:00,9.65,18.1,1259,49.1,3.27,20.4,0,2.68,857,29.8,21.1,0
2023-03-21 21:33:00,9.65,18.1,1259,49.1,3.27,20.4,0,2.68,857,29.8,21.1,0
2023-03-21 21:34:00,9.65,18.1,1259,49.1,3.27,20.4,0,2.68,857,29.8,21.1,0
2023-03-21 21:35:00,10.4,18.4,1429,49.9,3.20,20.8,0,2.68,993,30.3,28.4,0
2023-03-21 21:36:00,10.4,18.4,1429,49.9,3.20,20.8,0,2.68,993,30.3,28.4,0
2023-03-21 21:37:00,10.4,18.4,1429,49.9,3.20,20.8,0,2.68,993,30.3,28.4,0
2023-03-21 21:38:00,10.4,18.4,1429,49.9,3.20,20.8,0,2.68,993,30.3,28.4,0
2023-03-21 21:39:00,10.4,18.4,1429,49.9,3.20,20.8,0,2.68,993,30.3,28.4,0
2023-03-21 21:40:00,15.1,18.7,1293,50.4,3.30,23.0,0,2.68,876,30.4,20.8,0
2023-03-21 21:41:00,15.1,18.7,1293,50.4,3.30,23.0,0,2.68,876,30.4,20.8,0
2023-03-21 21:42:00,15.1,18.7,1293,50.4,3.30,23.0,0,2.68,876,30.4,20.8,0
2023-03-21 21:43:00,15.1,18.7,1293,50.4,3.30,23.0,0,2.68,876,30.4,20.8,0
2023-03-21 21:44:00,15.1,18.7,1293,50.4,3.30,23.0,0,2.68,876,30.4,20.8,0
2023-03-21 21:45:00,10.5,18.4,1751,50.8,3.16,20.1,0.00333,2.68,1275,31.1,35.6,0
2023-03-21 21:46:00,10.5,18.4,1751,50.8,3.16,20.1,0.00333,2.68,1275,31.1,35.6,0
2023-03-21 21:47:00,10.5,18.4,1751,50.8,3.16,20.1,0.00333,2.68,1275,31.1,35.6,0
2023-03-21 21:48:00,10.5,18.4,1751,50.8,3.16,20.1,0.00333,2.68,1275,31.1,35.6,0
