"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","falco","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-21 20:30:00,4652,7298,1004420,30151,515,65463,0,602,628462,12666,2023,0
2023-03-21 20:32:00,4652,7298,1004420,30151,515,65463,0,602,628462,12666,2023,0
2023-03-21 20:34:00,4652,7298,1004420,30151,515,65463,0,602,628462,12666,2023,0
2023-03-21 20:36:00,4472,7157,1101940,28826,538,69996,0,602,706151,12578,3477,0
2023-03-21 20:38:00,4472,7157,1101940,28826,538,69996,0,602,706151,12578,3477,0
2023-03-21 20:40:00,5612,7372,981481,29764,538,65543,0,602,610568,12633,2020,0
2023-03-21 20:42:00,5612,7372,981481,29764,538,65543,0,602,610568,12633,2020,0
2023-03-21 20:44:00,5612,7372,981481,29764,538,65543,0,602,610568,12633,2020,0
2023-03-21 20:46:00,4500,7114,1102921,30133,542,69204,0.700,602,706137,12744,3524,0
2023-03-21 20:48:00,4500,7114,1102921,30133,542,69204,0.700,602,706137,12744,3524,0
2023-03-21 20:50:00,18168,7198,1000870,29528,535,68466,0,602,619239,12611,2017,0
2023-03-21 20:52:00,18168,7198,1000870,29528,535,68466,0,602,619239,12611,2017,0
2023-03-21 20:54:00,18168,7198,1000870,29528,535,68466,0,602,619239,12611,2017,0
2023-03-21 20:56:00,4464,6943,1602632,28784,525,63991,0.233,602,1128941,12679,7176,0.467
2023-03-21 20:58:00,4464,6943,1602632,28784,525,63991,0.233,602,1128941,12679,7176,0.467
2023-03-21 21:00:00,4467,7487,973100,30555,548,70814,0.233,602,616912,12674,2049,0
2023-03-21 21:02:00,4467,7487,973100,30555,548,70814,0.233,602,616912,12674,2049,0
2023-03-21 21:04:00,4467,7487,973100,30555,548,70814,0.233,602,616912,12674,2049,0
2023-03-21 21:06:00,4519,7104,1102394,29159,519,67669,0,602,717555,12667,3598,0.233
2023-03-21 21:08:00,4519,7104,1102394,29159,519,67669,0,602,717555,12667,3598,0.233
2023-03-21 21:10:00,5573,7236,983774,29187,532,67720,0,602,607436,12410,2030,0
2023-03-21 21:12:00,5573,7236,983774,29187,532,67720,0,602,607436,12410,2030,0
2023-03-21 21:14:00,5573,7236,983774,29187,532,67720,0,602,607436,12410,2030,0
2023-03-21 21:16:00,18117,7094,1127027,30148,550,66284,0,602,710568,12743,3611,0
2023-03-21 21:18:00,18117,7094,1127027,30148,550,66284,0,602,710568,12743,3611,0
2023-03-21 21:20:00,4461,7167,961857,28982,519,67626,0,602,613692,12665,2030,0
2023-03-21 21:22:00,4461,7167,961857,28982,519,67626,0,602,613692,12665,2030,0
2023-03-21 21:24:00,4461,7167,961857,28982,519,67626,0,602,613692,12665,2030,0
