"Time","udp:99 ","udp:90","udp:50"
2023-03-04 11:00:00,182,95.4,53
2023-03-04 11:10:00,186,96.9,53.8
2023-03-04 11:20:00,175,93.8,52.1
2023-03-04 11:30:00,182,95.4,53
2023-03-04 11:40:00,188,98.4,54.7
2023-03-04 11:50:00,184,95.8,53.2
2023-03-04 12:00:00,175,93.8,52.1
2023-03-04 12:10:00,182,95.2,52.9
2023-03-04 12:20:00,182,95.4,53
2023-03-04 12:30:00,175,93.7,52.0
2023-03-04 12:40:00,182,95.4,53
2023-03-04 12:50:00,182,95.4,53
2023-03-04 13:00:00,190,99.7,55.4
2023-03-04 13:10:00,184,96.0,53.3
2023-03-04 13:20:00,182,95.4,53
2023-03-04 13:30:00,182,95.4,53
2023-03-04 13:40:00,175,93.8,52.1
2023-03-04 13:50:00,182,95.3,52.9
2023-03-04 14:00:00,182,95.4,53
2023-03-04 14:10:00,182,95.3,52.9
2023-03-04 14:20:00,184,96.0,53.3
2023-03-04 14:30:00,188,98.4,54.7
2023-03-04 14:40:00,182,95.2,52.9
2023-03-04 14:50:00,175,93.8,52.1
2023-03-04 15:00:00,182,95.3,52.9
2023-03-04 15:10:00,182,95.4,53
2023-03-04 15:20:00,175,93.8,52.1
2023-03-04 15:30:00,182,95.4,53
2023-03-04 15:40:00,188,98.2,54.5
2023-03-04 15:50:00,184,96.0,53.3
2023-03-04 16:00:00,175,93.8,52.1
2023-03-04 16:10:00,182,95.4,53
2023-03-04 16:20:00,182,95.4,53
2023-03-04 16:30:00,182,95.4,53
2023-03-04 16:40:00,182,95.4,53
2023-03-04 16:50:00,182,95.4,53
2023-03-04 17:00:00,184,95.8,53.2
2023-03-04 17:10:00,174,93.6,52.0
2023-03-04 17:20:00,168,92.9,51.6
2023-03-04 17:30:00,153,92.0,51.1
2023-03-04 17:40:00,168,92.9,51.6
2023-03-04 17:50:00,168,92.9,51.6
2023-03-04 18:00:00,153,92.0,51.1
2023-03-04 18:10:00,167,92.8,51.6
2023-03-04 18:20:00,174,93.6,52.0
2023-03-04 18:30:00,162,92.4,51.3
2023-03-04 18:40:00,168,92.9,51.6
2023-03-04 18:50:00,168,92.9,51.6
2023-03-04 19:00:00,153,92.0,51.1
2023-03-04 19:10:00,168,92.9,51.6
2023-03-04 19:20:00,168,92.9,51.6
2023-03-04 19:30:00,153,92.0,51.1
2023-03-04 19:40:00,179,94.6,52.6
2023-03-04 19:50:00,174,93.6,52.0
2023-03-04 20:00:00,152,91.9,51.1
2023-03-04 20:10:00,168,92.9,51.6
2023-03-04 20:20:00,168,92.9,51.6
2023-03-04 20:30:00,153,92.0,51.1
2023-03-04 20:40:00,168,92.9,51.6
2023-03-04 20:50:00,168,92.9,51.6
2023-03-04 21:00:00,163,92.5,51.4
2023-03-04 21:10:00,174,93.6,52.0
2023-03-04 21:20:00,167,92.8,51.6
2023-03-04 21:30:00,153,92.0,51.1
2023-03-04 21:40:00,168,92.9,51.6
2023-03-04 21:50:00,168,92.9,51.6
2023-03-04 22:00:00,153,92.0,51.1
2023-03-04 22:10:00,168,92.9,51.6
2023-03-04 22:20:00,174,93.6,52.0
2023-03-04 22:30:00,163,92.5,51.4
2023-03-04 22:40:00,168,92.9,51.6
2023-03-04 22:50:00,168,92.9,51.6
2023-03-04 23:00:00,183,95.5,53.1
2023-03-04 23:10:00,175,93.8,52.1
2023-03-04 23:20:00,182,95.4,53
2023-03-04 23:30:00,183,95.5,53.1
2023-03-04 23:40:00,184,96.0,53.3
2023-03-04 23:50:00,188,98.4,54.7
2023-03-05 00:00:00,183,95.5,53.1
2023-03-05 00:10:00,174,93.6,52
2023-03-05 00:20:00,182,95.4,53
2023-03-05 00:30:00,186,97.1,53.9
2023-03-05 00:40:00,175,93.8,52.1
2023-03-05 00:50:00,182,95.4,53
2023-03-05 01:00:00,189,98.7,54.8
2023-03-05 01:10:00,184,96.0,53.3
2023-03-05 01:20:00,182,95.4,53
2023-03-05 01:30:00,183,95.5,53.1
2023-03-05 01:40:00,182,95.3,52.9
2023-03-05 01:50:00,175,93.8,52.1
2023-03-05 02:00:00,182,95.4,53
2023-03-05 02:10:00,182,95.4,53
2023-03-05 02:20:00,184,96.0,53.3
2023-03-05 02:30:00,188,98.4,54.7
2023-03-05 02:40:00,182,95.4,53
2023-03-05 02:50:00,175,93.8,52.1
2023-03-05 03:00:00,182,95.3,52.9
2023-03-05 03:10:00,182,95.4,53
2023-03-05 03:20:00,175,93.8,52.1
2023-03-05 03:30:00,182,95.4,53
2023-03-05 03:40:00,188,98.2,54.5
2023-03-05 03:50:00,184,96.0,53.3
2023-03-05 04:00:00,182,95.4,53
2023-03-05 04:10:00,182,95.4,53
2023-03-05 04:20:00,175,93.8,52.1
2023-03-05 04:30:00,182,95.4,53
2023-03-05 04:40:00,182,95.4,53
2023-03-05 04:50:00,175,93.8,52.1
2023-03-05 05:00:00,188,98.4,54.7
2023-03-05 05:10:00,188,97.9,54.4
2023-03-05 05:20:00,182,95.4,53
2023-03-05 05:30:00,175,93.8,52.1
2023-03-05 05:40:00,182,95.3,52.9
2023-03-05 05:50:00,182,95.4,53
2023-03-05 06:00:00,182,95.4,53
2023-03-05 06:10:00,182,95.2,52.9
2023-03-05 06:20:00,188,98.4,54.7
2023-03-05 06:30:00,184,95.8,53.2
2023-03-05 06:40:00,182,95.2,52.9
2023-03-05 06:50:00,182,95.4,53
2023-03-05 07:00:00,175,93.8,52.1
2023-03-05 07:10:00,182,95.3,52.9
2023-03-05 07:20:00,182,95.4,53
2023-03-05 07:30:00,175,93.8,52.1
2023-03-05 07:40:00,188,98.4,54.7
2023-03-05 07:50:00,188,98.4,54.7
2023-03-05 08:00:00,175,93.7,52.0
2023-03-05 08:10:00,182,95.2,52.9
2023-03-05 08:20:00,182,95.4,53
2023-03-05 08:30:00,153,92.0,51.1
2023-03-05 08:40:00,168,92.9,51.6
2023-03-05 08:50:00,167,92.8,51.6
2023-03-05 09:00:00,179,94.6,52.6
2023-03-05 09:10:00,162,92.4,51.4
2023-03-05 09:20:00,168,92.9,51.6
2023-03-05 09:30:00,168,92.9,51.6
2023-03-05 09:40:00,153,92.0,51.1
2023-03-05 09:50:00,167,92.8,51.6
2023-03-05 10:00:00,162,92.4,51.3
2023-03-05 10:10:00,153,92.0,51.1
2023-03-05 10:20:00,174,93.6,52.0
2023-03-05 10:30:00,174,93.6,52.0
2023-03-05 10:40:00,153,92.0,51.1
2023-03-05 10:50:00,168,92.9,51.6
2023-03-05 11:00:00,168,92.9,51.6
2023-03-05 11:10:00,152,91.9,51.1
2023-03-05 11:20:00,167,92.8,51.6
2023-03-05 11:30:00,168,92.9,51.6
2023-03-05 11:40:00,163,92.5,51.4
2023-03-05 11:50:00,174,93.6,52.0
2023-03-05 12:00:00,167,92.8,51.6
2023-03-05 12:10:00,153,92.0,51.1
2023-03-05 12:20:00,168,92.9,51.6
2023-03-05 12:30:00,168,92.9,51.6
2023-03-05 12:40:00,153,92.0,51.1
2023-03-05 12:50:00,175,93.8,52.1
2023-03-05 13:00:00,174,93.6,52.0
2023-03-05 13:10:00,163,92.5,51.4
2023-03-05 13:20:00,168,92.9,51.6
2023-03-05 13:30:00,167,92.8,51.6
2023-03-05 13:40:00,153,92.0,51.1
2023-03-05 13:50:00,168,92.9,51.6
2023-03-05 14:00:00,168,92.9,51.6
2023-03-05 14:10:00,153,92.0,51.1
2023-03-05 14:20:00,173,93.5,51.9
2023-03-05 14:30:00,188,98.4,54.7
2023-03-05 14:40:00,175,93.8,52.1
2023-03-05 14:50:00,186,96.9,53.8
2023-03-05 15:00:00,182,95.4,53
2023-03-05 15:10:00,176,93.8,52.1
2023-03-05 15:20:00,182,95.3,52.9
2023-03-05 15:30:00,182,95.4,53
2023-03-05 15:40:00,185,96.2,53.4
2023-03-05 15:50:00,188,98.4,54.7
2023-03-05 16:00:00,182,95.4,53
2023-03-05 16:10:00,170,93.1,51.7
2023-03-05 16:20:00,178,94.2,52.3
2023-03-05 16:30:00,182,95.2,52.9
2023-03-05 16:40:00,174,93.6,52
2023-03-05 16:50:00,182,95.2,52.9
2023-03-05 17:00:00,188,97.9,54.4

