"Time","Read (sda)","Write (sda)"
2023-03-11 09:00:00,0,99783
2023-03-11 09:02:00,0,72112
2023-03-11 09:04:00,0,69791
2023-03-11 09:06:00,0,99692
2023-03-11 09:08:00,0,35726
2023-03-11 09:10:00,0,111548
2023-03-11 09:12:00,0,74661
2023-03-11 09:14:00,0,64694
2023-03-11 09:16:00,0,100375
2023-03-11 09:18:00,0,33860
2023-03-11 09:20:00,0,101786
2023-03-11 09:22:00,0,69086
2023-03-11 09:24:00,0,64876
2023-03-11 09:26:00,0,99328
2023-03-11 09:28:00,0,32108
2023-03-11 09:30:00,0,99718
2023-03-11 09:32:00,0,68198
2023-03-11 09:34:00,0,65399
2023-03-11 09:36:00,0,100306
2023-03-11 09:38:00,0,31630
2023-03-11 09:40:00,0,99191
2023-03-11 09:42:00,0,67425
2023-03-11 09:44:00,0,64080
2023-03-11 09:46:00,0,99851
2023-03-11 09:48:00,0,32882
2023-03-11 09:50:00,0,100762
2023-03-11 09:52:00,0,68244
2023-03-11 09:54:00,0,64375
2023-03-11 09:56:00,0,99556
2023-03-11 09:58:00,0,32336
2023-03-11 10:00:00,0,100329
2023-03-11 10:02:00,0,67994
2023-03-11 10:04:00,0,64535
2023-03-11 10:06:00,0,100557
2023-03-11 10:08:00,0,32950
2023-03-11 10:10:00,0,100671
2023-03-11 10:12:00,0,68107
2023-03-11 10:14:00,0,64844
2023-03-11 10:16:00,0,100853
2023-03-11 10:18:00,0,33314
2023-03-11 10:20:00,0,101353
2023-03-11 10:22:00,0,68631
2023-03-11 10:24:00,0,63898
2023-03-11 10:26:00,0,98623
2023-03-11 10:28:00,0,31919
2023-03-11 10:30:00,0,98873
2023-03-11 10:32:00,0,66401
2023-03-11 10:34:00,0,62441
2023-03-11 10:36:00,0,99760
2023-03-11 10:38:00,0,32381
2023-03-11 10:40:00,0,100033
2023-03-11 10:42:00,0,67061
2023-03-11 10:44:00,0,63010
2023-03-11 10:46:00,0,100147
2023-03-11 10:48:00,0,32336
2023-03-11 10:50:00,0,100671
2023-03-11 10:52:00,0,68107
2023-03-11 10:54:00,0,64435
2023-03-11 10:56:00,0,100534
2023-03-11 10:58:00,0,32495
2023-03-11 11:00:00,0,99829
2023-03-11 11:02:00,0,67447
2023-03-11 11:04:00,0,63428
2023-03-11 11:06:00,0,101285
2023-03-11 11:08:00,0,32938
2023-03-11 11:10:00,0,101376
2023-03-11 11:12:00,0,68608
2023-03-11 11:14:00,0,64171
2023-03-11 11:16:00,0,100398
2023-03-11 11:18:00,0,33519
2023-03-11 11:20:00,0,101877
2023-03-11 11:22:00,0,68449
2023-03-11 11:24:00,0,65126
2023-03-11 11:26:00,0,102222
2023-03-11 11:28:00,0,32638
2023-03-11 11:30:00,0,100739
2023-03-11 11:32:00,0,68039
2023-03-11 11:34:00,0,63511
