"Time","DELETE /v1/endpoint","DELETE /v1/endpoint","DELETE /v1/endpoint","GET /v1/cluster","GET /v1/cluster","GET /v1/cluster","GET /v1/config","GET /v1/config","GET /v1/config","GET /v1/healthz","GET /v1/healthz","GET /v1/healthz","POST /v1/ipam","POST /v1/ipam","POST /v1/ipam","PUT /v1/endpoint","PUT /v1/endpoint","PUT /v1/endpoint"
2023-03-13 12:00:00,,,,0.0000397,0.0000287,0.0000274,,,,0.000357,0.000329,0.000374,,,,,,
2023-03-13 12:02:00,,,,0.0000346,0.0000411,0.0000389,,,,0.000360,0.000339,0.000353,,,,,,
2023-03-13 12:04:00,,,,0.0000331,0.0000324,0.0000263,,,,0.000709,0.000324,0.000338,,,,,,
2023-03-13 12:06:00,,,,0.0000284,0.0000355,0.0000264,,,,0.000368,0.000324,0.000335,,,,,,
2023-03-13 12:08:00,,,,0.0000322,0.0000306,0.0000277,,,,0.000436,0.000343,0.000356,,,,,,
2023-03-13 12:10:00,,,,0.0000306,0.0000473,0.0000263,,,,0.000355,0.000347,0.000344,,,,,,
2023-03-13 12:12:00,,,,0.0000283,0.0000334,0.0000334,,,,0.000369,0.000330,0.000335,,,,,,
2023-03-13 12:14:00,,,,0.0000258,0.0000347,0.0000295,,,,0.000369,0.000340,0.000326,,,,,,
2023-03-13 12:16:00,,,,0.0000322,0.0000381,0.0000310,,,,0.000348,0.000331,0.000351,,,,,,
2023-03-13 12:18:00,,,,0.0000383,0.0000337,0.0000272,,,,0.000381,0.000325,0.000348,,,,,,
2023-03-13 12:20:00,,,,0.0000318,0.0000408,0.0000318,,,,0.000373,0.000340,0.000333,,,,,,
2023-03-13 12:22:00,,,,0.0000303,0.0000298,0.0000336,,,,0.000363,0.000318,0.000339,,,,,,
2023-03-13 12:24:00,,,,0.0000317,0.0000338,0.0000280,,,,0.000412,0.000344,0.000335,,,,,,
2023-03-13 12:26:00,,,,0.0000275,0.0000333,0.0000307,,,,0.000387,0.000319,0.000334,,,,,,
2023-03-13 12:28:00,,,,0.0000342,0.0000271,0.0000277,,,,0.000349,0.000342,0.000354,,,,,,
2023-03-13 12:30:00,,,,0.0000299,0.0000296,0.0000288,,,,0.000332,0.000320,0.000340,,,,,,
2023-03-13 12:32:00,,,,0.0000264,0.0000328,0.0000288,,,,0.000337,0.000732,0.000334,,,,,,
2023-03-13 12:34:00,,,,0.0000259,0.0000274,0.0000274,,,,0.000374,0.000361,0.000361,,,,,,
2023-03-13 12:36:00,,,,0.0000272,0.0000349,0.0000278,,,,0.000382,0.000357,0.000341,,,,,,
2023-03-13 12:38:00,,,,0.0000270,0.0000375,0.0000304,,,,0.000348,0.000322,0.000375,,,,,,
2023-03-13 12:40:00,,,,0.0000350,0.0000438,0.0000277,,,,0.000372,0.000333,0.000343,,,,,,
2023-03-13 12:42:00,,,,0.0000364,0.0000327,0.0000309,,,,0.000371,0.000328,0.000348,,,,,,
2023-03-13 12:44:00,,,,0.0000271,0.0000275,0.0000319,,,,0.000381,0.000337,0.000364,,,,,,
2023-03-13 12:46:00,,,,0.0000325,0.0000288,0.0000277,,,,0.000419,0.000327,0.000345,,,,,,
2023-03-13 12:48:00,,,,0.0000319,0.0000351,0.0000249,,,,0.000361,0.000337,0.000351,,,,,,
2023-03-13 12:50:00,,,,0.0000261,0.0000396,0.0000235,,,,0.000349,0.000360,0.000353,,,,,,
2023-03-13 12:52:00,,,,0.0000302,0.0000325,0.0000191,,,,0.000359,0.000408,0.000358,,,,,,
2023-03-13 12:54:00,,,,0.0000297,0.0000287,0.0000344,,,,0.000404,0.000335,0.000335,,,,,,
2023-03-13 12:56:00,,,,0.0000295,0.0000257,0.0000344,,,,0.000346,0.000347,0.000343,,,,,,
2023-03-13 12:58:00,,,,0.0000257,0.0000305,0.0000291,,,,0.000343,0.000341,0.000353,,,,,,
2023-03-13 13:00:00,,,,0.0000266,0.0000351,0.0000272,,,,0.000362,0.000333,0.000343,,,,,,
2023-03-13 13:02:00,,,,0.0000318,0.0000304,0.0000278,,,,0.000332,0.000322,0.000355,,,,,,
2023-03-13 13:04:00,,,,0.0000311,0.0000316,0.0000264,,,,0.000343,0.000339,0.000432,,,,,,
2023-03-13 13:06:00,,,,0.0000281,0.0000414,0.0000277,,,,0.000369,0.000332,0.000354,,,,,,
2023-03-13 13:08:00,,,,0.0000361,0.0000270,0.0000268,,,,0.000342,0.000331,0.000354,,,,,,
2023-03-13 13:10:00,,,,0.0000318,0.0000312,0.0000275,,,,0.000338,0.000349,0.000339,,,,,,
2023-03-13 13:12:00,,,,0.0000285,0.0000340,0.0000284,,,,0.000366,0.000336,0.000346,,,,,,
2023-03-13 13:14:00,,,,0.0000245,0.0000288,0.0000397,,,,0.000336,0.000336,0.000368,,,,,,
2023-03-13 13:16:00,,,,0.0000474,0.0000285,0.0000308,,,,0.000381,0.000336,0.000351,,,,,,
2023-03-13 13:18:00,,,,0.0000461,0.0000317,0.0000293,,,,0.000356,0.000339,0.000367,,,,,,
2023-03-13 13:20:00,,,,0.0000329,0.0000343,0.0000280,,,,0.000358,0.000344,0.000370,,,,,,
2023-03-13 13:22:00,,,,0.0000311,0.0000343,0.0000289,,,,0.000356,0.000334,0.000357,,,,,,
2023-03-13 13:24:00,,,,0.0000296,0.0000321,0.0000292,,,,0.000339,0.000322,0.000352,,,,,,
2023-03-13 13:26:00,,,,0.0000339,0.0000305,0.0000283,,,,0.000391,0.000369,0.000347,,,,,,
2023-03-13 13:28:00,,,,0.0000316,0.0000267,0.0000350,,,,0.000347,0.000331,0.000345,,,,,,
2023-03-13 13:30:00,,,,0.0000331,0.0000304,0.0000278,,,,0.000402,0.000341,0.000384,,,,,,
2023-03-13 13:32:00,,,,0.0000274,0.0000289,0.0000284,,,,0.000342,0.000326,0.000341,,,,,,
