"Time","ct4_global delete","ct4_global delete","ct4_global delete","ct_any4_global delete","ct_any4_global delete","ct_any4_global delete","ipcache update","ipcache update","ipcache update","snat_v4_external delete","snat_v4_external delete","snat_v4_external delete","tunnel_map update","tunnel_map update","tunnel_map update"
2023-03-13 21:30:00,,44.9,,,2.71,,0.0517,0.0517,,,16.5,,,,
2023-03-13 21:32:00,,44.9,,,2.71,,0.0517,0.0517,,,16.5,,,,
2023-03-13 21:34:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 21:36:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 21:38:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 21:40:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 21:42:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 21:44:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 21:46:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 21:48:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 21:50:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 21:52:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 21:54:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 21:56:00,,,33.2,,,4.18,0.0517,0.0517,,,,0.303,,,
2023-03-13 21:58:00,34.9,,33.2,3.04,,4.18,,,,0.345,,,,,
2023-03-13 22:00:00,34.9,,33.2,3.04,,4.18,,,,0.345,,,,,
2023-03-13 22:02:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 22:04:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 22:06:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 22:08:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 22:10:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 22:12:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 22:14:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 22:16:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 22:18:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 22:20:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 22:22:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 22:24:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 22:26:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 22:28:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 22:30:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 22:32:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0207,
2023-03-13 22:34:00,,,32.6,,,4.52,0.0517,0.0517,,,,0.497,,,
2023-03-13 22:36:00,,,32.6,,,4.52,,0.0517,0.0517,,,0.497,,,
2023-03-13 22:38:00,,,32.6,,,4.52,0.0517,0.0517,,,,0.497,,,
2023-03-13 22:40:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 22:42:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 22:44:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 22:46:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 22:48:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 22:50:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0207,
2023-03-13 22:52:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 22:54:00,34.9,45.3,,2.93,2.67,,,,,,15.9,,,,
2023-03-13 22:56:00,34.9,45.3,,2.93,2.67,,,,,,15.9,,,,
2023-03-13 22:58:00,34.9,45.3,,2.93,2.67,,,,,,15.9,,,,
2023-03-13 23:00:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 23:02:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 23:04:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 23:06:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 23:08:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0207,
2023-03-13 23:10:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 23:12:00,,,33.5,,,4.62,0.0517,0.0517,,,,0.352,,,
2023-03-13 23:14:00,,,33.5,,,4.62,0.0517,0.0517,,,,0.352,,,
2023-03-13 23:16:00,,,33.5,,,4.62,0.0517,0.0517,,,,0.352,,,
2023-03-13 23:18:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 23:20:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 23:22:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 23:24:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 23:26:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 23:28:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 23:30:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 23:32:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 23:34:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 23:36:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 23:38:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 23:40:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-13 23:42:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 23:44:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 23:46:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-13 23:48:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-13 23:50:00,,,32.3,,,4.14,0.0517,0.0517,,,,0.345,,,
2023-03-13 23:52:00,34.9,,32.3,2.92,,4.14,,,,0.400,,,,,
2023-03-13 23:54:00,34.9,,32.3,2.92,,4.14,,,,0.400,,,,,
2023-03-13 23:56:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-13 23:58:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 00:00:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 00:02:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 00:04:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 00:06:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 00:08:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 00:10:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 00:12:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 00:14:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 00:16:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 00:18:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 00:20:00,,45.3,,,2.57,,0.0517,0.0517,,,16.4,,,,
2023-03-14 00:22:00,,45.3,,,2.57,,0.0517,0.0517,,,16.4,,,,
2023-03-14 00:24:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 00:26:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 00:28:00,,,33.5,,,4.36,0.0517,0.0517,,,,0.372,,,
2023-03-14 00:30:00,,,33.5,,,4.36,0.0517,0.0517,,,,0.372,,,
2023-03-14 00:32:00,,,33.5,,,4.36,0.0517,0.0517,,,,0.372,,,
2023-03-14 00:34:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0207,
2023-03-14 00:36:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 00:38:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 00:40:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 00:42:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 00:44:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 00:46:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 00:48:00,35.1,,,3.02,,,0.0517,0.0517,,0.372,,,,,
2023-03-14 00:50:00,35.1,,,3.02,,,0.0517,0.0517,,0.372,,,,,
2023-03-14 00:52:00,35.1,,,3.02,,,0.0517,0.0517,,0.372,,,,,
2023-03-14 00:54:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 00:56:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 00:58:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 01:00:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 01:02:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 01:04:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 01:06:00,,,33.5,,,4.37,0.0517,0.0517,,,,0.345,,,
2023-03-14 01:08:00,,,33.5,,,4.37,0.0517,0.0517,,,,0.345,,,
2023-03-14 01:10:00,,,33.5,,,4.37,0.0517,0.0517,,,,0.345,,,
2023-03-14 01:12:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 01:14:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 01:16:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 01:18:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 01:20:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 01:22:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 01:24:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 01:26:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 01:28:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 01:30:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 01:32:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 01:34:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 01:36:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 01:38:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 01:40:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 01:42:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 01:44:00,,,32.4,,,4.19,0.0517,0.0517,,,,0.352,,,
2023-03-14 01:46:00,35.0,45.2,32.4,,,4.19,,,,,16.8,,,,
2023-03-14 01:48:00,35.0,45.2,32.4,,,4.19,,,,,16.8,,,,
2023-03-14 01:50:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 01:52:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 01:54:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 01:56:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 01:58:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 02:00:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 02:02:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 02:04:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 02:06:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 02:08:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 02:10:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 02:12:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 02:14:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0207,0.0207,
2023-03-14 02:16:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 02:18:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 02:20:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 02:22:00,,,33.5,,,4.54,0.0517,0.0517,,,,0.310,,,
2023-03-14 02:24:00,,,33.5,,,4.54,0.0517,0.0517,,,,0.310,,,
2023-03-14 02:26:00,,,33.5,,,4.54,0.0517,0.0517,,,,0.310,,,
2023-03-14 02:28:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 02:30:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 02:32:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 02:34:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 02:36:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0207,
2023-03-14 02:38:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 02:40:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 02:42:00,35.0,,,3.05,,,0.0517,0.0517,,0.455,,,,,
2023-03-14 02:44:00,35.0,,,3.05,,,0.0517,0.0517,,0.455,,,,,
2023-03-14 02:46:00,35.0,,,3.05,,,0.0517,0.0517,,0.455,,,,,
2023-03-14 02:48:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 02:50:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 02:52:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 02:54:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0207,
2023-03-14 02:56:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 02:58:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 03:00:00,,,33.5,,,4.58,0.0517,0.0517,,,,0.359,,,
2023-03-14 03:02:00,,,33.5,,,4.58,0.0517,0.0517,,,,0.359,,,
2023-03-14 03:04:00,,,33.5,,,4.58,0.0517,0.0517,,,,0.359,,,
2023-03-14 03:06:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 03:08:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 03:10:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 03:12:00,,44.9,,,2.61,,0.0517,0.0517,,,16.0,,,,
2023-03-14 03:14:00,,44.9,,,2.61,,0.0517,0.0517,,,16.0,,,,
2023-03-14 03:16:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 03:18:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 03:20:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 03:22:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 03:24:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 03:26:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 03:28:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 03:30:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 03:32:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 03:34:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 03:36:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 03:38:00,,,32.4,,,4.07,0.0517,0.0517,,,,0.407,,,
2023-03-14 03:40:00,34.9,,32.4,3.07,,4.07,,,,0.428,,,,,
2023-03-14 03:42:00,34.9,,32.4,3.07,,4.07,,,,0.428,,,,,
2023-03-14 03:44:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 03:46:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 03:48:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 03:50:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 03:52:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 03:54:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 03:56:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 03:58:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 04:00:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 04:02:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 04:04:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 04:06:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 04:08:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 04:10:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 04:12:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 04:14:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 04:16:00,,,33.5,,,4.41,0.0517,0.0517,,,,0.421,,,
2023-03-14 04:18:00,,,33.5,,,4.41,0.0517,0.0517,,,,0.421,,,
2023-03-14 04:20:00,,,33.5,,,4.41,0.0517,0.0517,,,,0.421,,,
2023-03-14 04:22:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 04:24:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 04:26:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 04:28:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 04:30:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 04:32:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 04:34:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 04:36:00,35.1,44.9,,2.85,2.62,,,,,,16.2,,,,
2023-03-14 04:38:00,35.1,44.9,,2.85,2.62,,,,,,16.2,,,,
2023-03-14 04:40:00,35.1,44.9,,2.85,2.62,,,,,,16.2,,,,
2023-03-14 04:42:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 04:44:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 04:46:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 04:48:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 04:50:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 04:52:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 04:54:00,,,33.6,,,4.68,0.0517,0.0517,,,,0.400,,,
2023-03-14 04:56:00,,,33.6,,,4.68,0.0517,0.0517,,,,0.400,,,
2023-03-14 04:58:00,,,33.6,,,4.68,0.0517,0.0517,,,,0.400,,,
2023-03-14 05:00:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 05:02:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 05:04:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 05:06:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 05:08:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 05:10:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 05:12:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 05:14:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0207,
2023-03-14 05:16:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 05:18:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 05:20:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 05:22:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 05:24:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 05:26:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 05:28:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 05:30:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 05:32:00,,,32.5,,,4.02,0.0517,0.0517,,,,0.386,,,
2023-03-14 05:34:00,34.9,,32.5,3.03,,4.02,,,,0.414,,,,,
2023-03-14 05:36:00,34.9,,32.5,3.03,,4.02,,,,0.414,,,,,
2023-03-14 05:38:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 05:40:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 05:42:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 05:44:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 05:46:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 05:48:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 05:50:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 05:52:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 05:54:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 05:56:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 05:58:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 06:00:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 06:02:00,,45.6,,,2.64,,0.0517,0.0517,,,16.4,,,,
2023-03-14 06:04:00,,45.6,,,2.64,,0.0517,0.0517,,,16.4,,,,
2023-03-14 06:06:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 06:08:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 06:10:00,,,33.5,,,4.64,0.0517,0.0517,,,,0.338,,,
2023-03-14 06:12:00,,,33.5,,,4.64,0.0517,0.0517,,,,0.338,,,
2023-03-14 06:14:00,,,33.5,,,4.64,0.0517,0.0517,,,,0.338,,,
2023-03-14 06:16:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 06:18:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 06:20:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 06:22:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 06:24:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 06:26:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 06:28:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 06:30:00,35.0,,,3.23,,,0.0517,0.0517,,0.524,,,,,
2023-03-14 06:32:00,35.0,,,3.23,,,0.0517,0.0517,,0.524,,,,,
2023-03-14 06:34:00,35.0,,,3.23,,,0.0517,0.0517,,0.524,,,,,
2023-03-14 06:36:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 06:38:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 06:40:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 06:42:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 06:44:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 06:46:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 06:48:00,,,33.5,,,4.55,0.0517,0.0517,,,,0.324,,,
2023-03-14 06:50:00,,,33.5,,,4.55,0.0517,0.0517,,,,0.324,,,
2023-03-14 06:52:00,,,33.5,,,4.55,0.0517,0.0517,,,,0.324,,,
2023-03-14 06:54:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0207
2023-03-14 06:56:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 06:58:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0207,
2023-03-14 07:00:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 07:02:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 07:04:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 07:06:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0276,0.0276,
2023-03-14 07:08:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0207,0.0276
2023-03-14 07:10:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
2023-03-14 07:12:00,,,,,,,0.0517,0.0517,0.0517,,,,0.0207,0.0207,
2023-03-14 07:14:00,,,,,,,0.0517,0.0517,0.0517,,,,,0.0276,0.0276
