"Time","EGRESS","EGRESS","EGRESS","INGRESS","INGRESS","INGRESS"
2023-03-13 12:00:00,530758,817321,1439176,2057258,723346,285967
2023-03-13 12:02:00,516137,877078,2578937,1550275,1766755,651283
2023-03-13 12:04:00,514854,825142,1406090,2065049,703947,252731
2023-03-13 12:06:00,557213,298553,1806240,2033751,894150,315797
2023-03-13 12:08:00,505846,824499,1397216,2064306,708068,251787
2023-03-13 12:10:00,531157,812299,1429735,2051292,704781,254612
2023-03-13 12:12:00,571278,280557,1514901,1555192,774720,283183
2023-03-13 12:14:00,484448,828783,1388089,2064988,713267,331024
2023-03-13 12:16:00,533977,295970,1909465,1810437,782492,312909
2023-03-13 12:18:00,536949,825059,1429833,2064514,724365,256361
2023-03-13 12:20:00,491345,766576,1389358,2003092,707660,249162
2023-03-13 12:22:00,556384,841031,1487361,1551121,627228,280200
2023-03-13 12:24:00,533777,822917,1424228,2062405,601321,253444
2023-03-13 12:26:00,559033,292309,1643766,1810883,662342,313952
2023-03-13 12:28:00,491303,821008,1395001,2063771,587241,254728
2023-03-13 12:30:00,503756,261417,1413593,1931660,596481,254258
2023-03-13 12:32:00,523720,822272,1412350,2067795,589799,254613
2023-03-13 12:34:00,513551,1198994,2220647,2077172,1208705,537322
2023-03-13 12:36:00,570375,279494,1705826,2035202,638410,286857
2023-03-13 12:38:00,494173,837743,1445112,2062238,621101,272723
2023-03-13 12:40:00,540087,259803,1426330,1501795,582253,254488
2023-03-13 12:42:00,490572,823793,1403369,2065897,603477,257537
2023-03-13 12:44:00,514352,1675389,3365648,2065812,2048955,925867
2023-03-13 12:46:00,556396,604928,1513618,1769937,588313,258061
2023-03-13 12:48:00,606086,839310,1505255,2128417,639345,282568
2023-03-13 12:50:00,570783,261232,1411971,1502769,580532,265239
2023-03-13 12:52:00,534563,853278,1504285,2115645,668151,310362
2023-03-13 12:54:00,539413,1027662,2886467,1987651,1671842,754472
2023-03-13 12:56:00,560834,828649,1518890,1862838,606256,253385
2023-03-13 12:58:00,602053,838284,1486629,2101564,621472,278035
2023-03-13 13:00:00,569671,263912,1429802,1501790,597339,255955
2023-03-13 13:02:00,580410,857669,1518612,2157444,674194,306619
2023-03-13 13:04:00,559205,316194,1593829,1926780,763922,299769
2023-03-13 13:06:00,604918,826416,1668616,2521675,628823,262930
2023-03-13 13:08:00,581707,831362,1489862,2139477,619335,280235
2023-03-13 13:10:00,549759,263710,1412669,1489347,583343,254367
2023-03-13 13:12:00,620000,856558,1559003,2162228,684293,312767
2023-03-13 13:14:00,527861,265121,1397420,1508453,587040,257042
2023-03-13 13:16:00,556037,831819,1577157,2300788,722925,256374
2023-03-13 13:18:00,546731,786388,1443000,2151698,603316,256572
2023-03-13 13:20:00,526220,825184,1443972,1501562,588775,256954
2023-03-13 13:22:00,597083,856848,1530575,2161257,670752,308193
2023-03-13 13:24:00,563901,265260,1424253,1497393,595616,253522
2023-03-13 13:26:00,542620,988987,1831266,2294082,848202,371766
2023-03-13 13:28:00,548496,264577,1395249,1965908,578986,246813
2023-03-13 13:30:00,600714,826286,1445582,1837369,602692,255235
2023-03-13 13:32:00,577397,825058,1412519,2110800,586377,253341
2023-03-13 13:34:00,517554,277637,1443918,1549954,612403,282302
2023-03-13 13:36:00,600886,1560917,3313737,2519779,1848938,857693
2023-03-13 13:38:00,560010,278884,1468429,1811730,625884,284816
2023-03-13 13:40:00,531751,823691,1395690,2064921,584139,256075
2023-03-13 13:42:00,567547,813785,1427444,2048868,604134,256154
2023-03-13 13:44:00,556550,280817,1466427,1552091,620772,282724
2023-03-13 13:46:00,530937,1686733,3464514,2306840,2040294,928796
2023-03-13 13:48:00,597208,298512,2208888,2962032,680574,312769
2023-03-13 13:50:00,610620,826957,1440147,2069137,588745,255160
2023-03-13 13:52:00,531298,783343,1429763,2100320,584819,252996
2023-03-13 13:54:00,602247,838982,1500756,1553899,639001,282518
2023-03-13 13:56:00,555225,1082110,2135846,2291171,1033493,467888
2023-03-13 13:58:00,535495,296163,1503386,1587515,656279,308136
2023-03-13 14:00:00,538553,823837,1408333,2066161,602042,255750
2023-03-13 14:02:00,544688,407773,1402994,1997895,588806,254277
2023-03-13 14:04:00,596206,839895,1484060,1898716,623082,281026
2023-03-13 14:06:00,623983,908274,1751418,2520043,3914168,3564023
2023-03-13 14:08:00,591197,296577,1577238,1682937,660673,308794
2023-03-13 14:10:00,537695,827547,1404087,2069757,589943,255819
2023-03-13 14:12:00,540898,263798,1406504,1731398,603267,251737
2023-03-13 14:14:00,538379,825784,1400127,2055854,588908,252750
2023-03-13 14:16:00,546259,809817,1555583,2276996,683345,256556
2023-03-13 14:18:00,620412,279441,1482350,1588896,630833,272929
2023-03-13 14:20:00,528519,839829,1455851,2067131,621523,282738
2023-03-13 14:22:00,559560,262108,1410807,1505624,582350,254414
2023-03-13 14:24:00,543305,826464,1399367,2066884,602901,248332
2023-03-13 14:26:00,536619,759011,1502702,2227685,590919,258738
2023-03-13 14:28:00,550390,1350535,2559144,1559973,1466040,654204
2023-03-13 14:30:00,604562,844298,1502211,2101593,638560,281270
2023-03-13 14:32:00,537675,261185,1390755,1505518,576492,247022
2023-03-13 14:34:00,529848,858618,1511381,2110961,688032,307770
2023-03-13 14:36:00,609006,262608,2307339,3750110,599287,251958
2023-03-13 14:38:00,584375,1695388,3396136,2083958,2055054,931212
2023-03-13 14:40:00,586060,842545,1479591,2102826,620215,279876
2023-03-13 14:42:00,572611,266764,1485602,1511794,726884,251370
2023-03-13 14:44:00,563025,859000,1557222,2157886,749160,313428
2023-03-13 14:46:00,537066,261749,1471972,1792767,584125,231933
2023-03-13 14:48:00,534832,1211537,2316073,2063851,1272628,639367
2023-03-13 14:50:00,609567,824104,1759886,2093335,650270,411382
2023-03-13 14:52:00,550742,262271,1675238,1504748,578707,392498
2023-03-13 14:54:00,563464,860192,1796117,2168329,682599,450570
2023-03-13 14:56:00,576819,264430,1835228,1723723,582715,392825
2023-03-13 14:58:00,534002,830025,1668140,2063728,590245,393349
2023-03-13 15:00:00,568365,792454,1680323,2082130,602176,393554
2023-03-13 15:02:00,604359,824490,1713980,1505279,591746,410407
2023-03-13 15:04:00,575994,842480,1723096,2156080,623954,419198
2023-03-13 15:06:00,590373,263748,1974985,1954703,601225,422517
2023-03-13 15:08:00,529289,825069,1659066,2060139,588668,391092
2023-03-13 15:10:00,505245,394125,1904873,1969388,585371,491731
2023-03-13 15:12:00,518990,827254,1674515,1522667,600976,393528
2023-03-13 15:14:00,546568,845078,1707170,2106285,719885,472888
2023-03-13 15:16:00,527602,276345,1827397,1770454,617578,422133
2023-03-13 15:18:00,568062,825730,1701382,2098825,600808,392242
2023-03-13 15:20:00,548499,856205,3287840,1996322,1592260,955176
2023-03-13 15:22:00,549740,826128,1674932,2065390,589164,394489
2023-03-13 15:24:00,547860,819053,1676561,2058010,604135,392722
2023-03-13 15:26:00,600382,278731,1860060,1780211,620646,418927
2023-03-13 15:28:00,520829,828737,1722293,2198343,582661,393985
2023-03-13 15:30:00,590518,1179659,3576254,1610203,2160212,1040921
2023-03-13 15:32:00,560018,828978,1680461,2073685,604073,425167
2023-03-13 15:34:00,573864,808252,1688716,2046148,586965,393548
2023-03-13 15:36:00,661183,621556,2001655,2008573,640621,419614
2023-03-13 15:38:00,541214,824845,1668620,2067745,589337,523998
2023-03-13 15:40:00,535710,551520,2123220,1577348,1105900,567403
2023-03-13 15:42:00,554049,824963,1681160,2073259,606572,391054
2023-03-13 15:44:00,521815,414548,1661412,2000586,588269,408046
2023-03-13 15:46:00,594693,841928,1800407,2341180,626168,394305
2023-03-13 15:48:00,611462,824582,2378321,3425602,604202,392536
2023-03-13 15:50:00,547324,294727,1719248,1580144,658206,418549
2023-03-13 15:52:00,538988,825868,1723861,2072798,588838,416174
2023-03-13 15:54:00,559005,261846,1686745,1502735,596203,392239
2023-03-13 15:56:00,564440,826442,1786107,2276775,585772,395723
2023-03-13 15:58:00,581163,821260,1615431,2062117,586237,352910
2023-03-13 16:00:00,566998,278991,1688559,1545322,631210,392625
2023-03-13 16:02:00,522768,949650,2156659,2114596,861072,632396
2023-03-13 16:04:00,533643,265433,1600974,1503314,582631,357573
2023-03-13 16:06:00,610761,840060,1922649,2569114,647704,398438
2023-03-13 16:08:00,520566,797464,1588933,2035555,587862,357832
2023-03-13 16:10:00,514548,604608,1591177,1504395,583521,361674
2023-03-13 16:12:00,576376,1554833,3560093,2128251,1834394,1029491
2023-03-13 16:14:00,527370,265563,1595646,1498728,582755,355262
2023-03-13 16:16:00,566040,860698,1924339,2538561,702515,422373
2023-03-13 16:18:00,524708,506755,1607159,1987288,602827,362472
2023-03-13 16:20:00,516945,831813,1595623,2069613,593330,365118
2023-03-13 16:22:00,543327,1604549,3156640,2105469,1934218,893359
2023-03-13 16:24:00,540630,266189,1618993,1505097,611634,359570
2023-03-13 16:26:00,591626,858971,1845028,2385444,667739,422756
2023-03-13 16:28:00,551121,265780,1614924,1598736,601512,355550
2023-03-13 16:30:00,559030,829073,1627499,2086727,605008,360196
2023-03-13 16:32:00,591434,1020094,1754605,2108262,933375,403980
2023-03-13 16:34:00,542617,265672,1603267,1518777,584412,358208
2023-03-13 16:36:00,606743,859192,1967164,2605801,690363,423602
2023-03-13 16:38:00,503576,264911,1589881,1492444,580930,361566
2023-03-13 16:40:00,603266,826832,2290185,3429756,589025,355541
2023-03-13 16:42:00,516339,803681,1603864,2053043,602533,367339
2023-03-13 16:44:00,531996,262939,1609209,1491914,584184,363269
2023-03-13 16:46:00,603413,842700,1792501,2335525,625945,391068
2023-03-13 16:48:00,576920,277945,1687916,1549266,625177,383251
2023-03-13 16:50:00,545610,825792,1608067,2064812,587727,360058
2023-03-13 16:52:00,585844,784197,1722772,2132085,636617,393482
2023-03-13 16:54:00,572338,1062776,2397176,1850460,980614,625448
2023-03-13 16:56:00,534879,821970,1704421,2288688,589695,362944
2023-03-13 16:58:00,532545,276721,1661785,1537630,613799,414968
2023-03-13 17:00:00,541651,826165,1678024,2234152,606319,362210
2023-03-13 17:02:00,565726,296099,1728765,1697394,661065,419053
2023-03-13 17:04:00,549726,1647919,3593231,2080844,1976552,1037757
2023-03-13 17:06:00,657028,822386,1890587,2520898,607934,369415
2023-03-13 17:08:00,554068,277777,2350804,1541091,613364,389103
2023-03-13 17:10:00,569681,826310,1619630,2080833,590772,361335
2023-03-13 17:12:00,564682,297283,1749467,1595744,708165,416621
2023-03-13 17:14:00,528510,1484654,2883900,2055393,1722248,794504
2023-03-13 17:16:00,560719,807211,1715667,2274258,590327,359260
2023-03-13 17:18:00,609769,277897,1707105,1553652,628616,387564
