"Time","min","avg","max","deleted","deleted max"
2023-03-13 12:00:00,89,99.3,112,9221,9970
2023-03-13 12:02:00,89,99.3,112,9221,9970
2023-03-13 12:04:00,89,99.3,112,9221,9970
2023-03-13 12:06:00,89,99.3,112,9221,9970
2023-03-13 12:08:00,89,99.3,112,9221,9970
2023-03-13 12:10:00,89,99.3,112,9221,9970
2023-03-13 12:12:00,89,99.3,112,9221,9970
2023-03-13 12:14:00,89,99.3,112,9221,9970
2023-03-13 12:16:00,89,99.3,112,9221,9970
2023-03-13 12:18:00,89,99.3,112,9221,9970
2023-03-13 12:20:00,89,99.3,112,9221,9970
2023-03-13 12:22:00,89,99.3,112,9221,9970
2023-03-13 12:24:00,89,99.3,112,9221,9970
2023-03-13 12:26:00,89,101,117,9554,9970
2023-03-13 12:28:00,89,103,117,9603,10116
2023-03-13 12:30:00,89,103,117,9603,10116
2023-03-13 12:32:00,89,103,117,9603,10116
2023-03-13 12:34:00,89,103,117,9603,10116
2023-03-13 12:36:00,89,103,117,9603,10116
2023-03-13 12:38:00,89,103,117,9603,10116
2023-03-13 12:40:00,89,103,117,9603,10116
2023-03-13 12:42:00,89,103,117,9603,10116
2023-03-13 12:44:00,89,103,117,9603,10116
2023-03-13 12:46:00,89,103,117,9603,10116
2023-03-13 12:48:00,89,103,117,9603,10116
2023-03-13 12:50:00,89,103,117,9603,10116
2023-03-13 12:52:00,89,103,117,9603,10116
2023-03-13 12:54:00,89,103,117,9603,10116
2023-03-13 12:56:00,103,685,1835,10328,11444
2023-03-13 12:58:00,103,685,1835,10328,11444
2023-03-13 13:00:00,103,685,1835,10328,11444
2023-03-13 13:02:00,103,685,1835,10328,11444
2023-03-13 13:04:00,103,684,1835,10325,11444
2023-03-13 13:06:00,103,684,1835,10325,11444
2023-03-13 13:08:00,103,684,1835,10325,11444
2023-03-13 13:10:00,103,684,1835,10325,11444
2023-03-13 13:12:00,103,684,1835,10325,11444
2023-03-13 13:14:00,103,684,1835,10325,11444
2023-03-13 13:16:00,103,684,1835,10325,11444
2023-03-13 13:18:00,103,684,1835,10325,11444
2023-03-13 13:20:00,103,684,1835,10325,11444
2023-03-13 13:22:00,103,684,1835,10325,11444
2023-03-13 13:24:00,100,683,1835,10334,11444
2023-03-13 13:26:00,100,683,1835,10334,11444
2023-03-13 13:28:00,100,683,1835,10334,11444
2023-03-13 13:30:00,100,683,1835,10334,11444
2023-03-13 13:32:00,100,683,1835,10334,11444
2023-03-13 13:34:00,100,683,1835,10334,11444
2023-03-13 13:36:00,100,683,1835,10334,11444
2023-03-13 13:38:00,100,683,1835,10334,11444
2023-03-13 13:40:00,100,683,1835,10334,11444
2023-03-13 13:42:00,100,683,1835,10454,11444
2023-03-13 13:44:00,100,683,1835,10454,11444
2023-03-13 13:46:00,100,683,1835,10454,11444
2023-03-13 13:48:00,100,683,1835,10454,11444
2023-03-13 13:50:00,100,683,1835,10454,11444
2023-03-13 13:52:00,100,683,1835,10454,11444
2023-03-13 13:54:00,100,683,1835,10454,11444
2023-03-13 13:56:00,100,683,1835,10454,11444
2023-03-13 13:58:00,100,683,1835,10454,11444
2023-03-13 14:00:00,100,683,1835,10454,11444
2023-03-13 14:02:00,100,683,1835,10454,11444
2023-03-13 14:04:00,100,683,1835,10454,11444
2023-03-13 14:06:00,100,683,1835,10454,11444
2023-03-13 14:08:00,100,683,1835,10454,11444
2023-03-13 14:10:00,100,683,1835,10454,11444
2023-03-13 14:12:00,100,683,1835,10454,11444
2023-03-13 14:14:00,100,683,1835,10454,11444
2023-03-13 14:16:00,100,683,1835,10454,11444
2023-03-13 14:18:00,100,683,1835,10454,11444
2023-03-13 14:20:00,100,683,1835,10441,11444
2023-03-13 14:22:00,101,1343,3816,10636,12002
2023-03-13 14:24:00,101,1343,3816,10636,12002
2023-03-13 14:26:00,101,1343,3816,10636,12002
2023-03-13 14:28:00,101,1343,3816,10636,12002
2023-03-13 14:30:00,101,1343,3816,10636,12002
2023-03-13 14:32:00,101,1343,3816,10636,12002
2023-03-13 14:34:00,101,1343,3816,10636,12002
2023-03-13 14:36:00,101,1343,3816,10636,12002
2023-03-13 14:38:00,101,1343,3816,10636,12002
2023-03-13 14:40:00,101,1343,3816,10636,12002
2023-03-13 14:42:00,101,1343,3816,10636,12002
